Ant4,Ant57,Ant260,Ant5,Ant52,Ant59,Ant65,Ant244,Ant540,Ant929,Ant2,Ant6,Ant24,Ant25,Ant26,Ant30,Ant38,Ant73,Ant74,Ant99,Ant102,Ant148,Ant158,Ant191,Ant196,Ant202,Ant209,Ant245,Ant268,Ant278,Ant308,Ant604,Ant620,Ant646,Ant673,Ant838,Ant1,Ant12,Ant13,Ant20,Ant27,Ant28,Ant29,Ant32,Ant40,Ant42,Ant43,Ant44,Ant50,Ant55,Ant62,Ant66,Ant68,Ant70,Ant71,Ant80,Ant81,Ant82,Ant85,Ant91,Ant96,Ant97,Ant100,Ant105,Ant111,Ant112,Ant113,Ant114,Ant117,Ant126,Ant135,Ant137,Ant139,Ant142,Ant144,Ant147,Ant149,Ant153,Ant156,Ant159,Ant169,Ant170,Ant173,Ant174,Ant176,Ant178,Ant186,Ant195,Ant198,Ant207,Ant212,Ant217,Ant218,Ant219,Ant220,Ant221,Ant226,Ant229,Ant232,Ant238,Ant242,Ant243,Ant250,Ant255,Ant256,Ant257,Ant261,Ant263,Ant265,Ant294,Ant299,Ant301,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant356,Ant376,Ant387,Ant390,Ant391,Ant394,Ant395,Ant398,Ant433,Ant437,Ant475,Ant492,Ant501,Ant527,Ant549,Ant552,Ant556,Ant575,Ant580,Ant592,Ant593,Ant600,Ant607,Ant610,Ant614,Ant621,Ant632,Ant635,Ant638,Ant650,Ant663,Ant665
0,1,2,7,7,17,20,0,7,0,0,0,0,16,0,3,0,0,0,0,0,1,1,7,2,0,6,5,0,6,4,0,0,15,0,0,0,0,0,2,0,0,5,3,2,0,1,0,3,0,4,0,1,0,16,0,6,0,0,58,0,0,7,3,0,0,0,0,4,0,0,18,0,6,8,3,0,12,0,0,0,0,0,1,3,1,0,5,1,4,7,0,0,0,7,0,3,0,28,0,3,7,7,10,0,0,0,0,0,0,0,0,16,0,0,4,9,0,0,3,0,3,7,0,23,0,0,6,1,1,0,0,0,0,5,0,0,6,3,0,0,0,0,0,0,0,0,6,18,3,0,2
1,0,12,0,6,8,2,4,4,0,0,2,1,7,3,1,29,0,3,15,5,4,3,0,2,3,2,0,4,5,24,17,12,4,1,7,1,25,4,12,0,6,3,2,0,1,3,11,7,5,3,3,0,18,7,1,8,12,2,5,2,22,3,3,20,0,0,37,7,0,15,7,23,2,0,54,4,2,4,4,0,8,8,0,4,0,0,5,11,7,1,7,10,13,1,0,0,3,0,41,1,7,13,3,7,3,8,2,14,4,6,2,3,2,16,7,1,6,3,0,11,10,1,26,3,1,14,0,2,10,6,13,5,4,2,8,11,7,2,32,0,4,0,0,4,0,21,6,6,4,24,2
2,12,0,5,10,8,6,10,2,10,13,1,0,31,0,0,1,0,15,6,0,3,0,0,0,0,12,1,1,4,50,5,0,37,4,0,0,0,14,11,1,0,21,9,34,0,2,24,2,0,0,7,5,0,3,0,15,0,0,32,0,2,19,0,1,0,0,3,6,13,4,19,3,18,19,8,9,7,0,6,0,0,0,3,28,1,0,2,1,6,6,0,5,0,8,0,4,0,9,5,2,5,13,2,1,0,3,1,0,1,0,0,4,0,12,2,10,0,1,5,2,7,23,0,13,0,0,0,0,1,4,1,0,18,7,1,0,33,10,1,0,0,1,0,21,0,0,18,10,13,0,15
7,0,5,0,0,6,17,4,8,7,3,0,0,0,2,7,1,0,23,0,1,0,0,4,4,2,3,10,0,6,1,2,1,6,11,0,0,1,11,6,13,0,1,8,3,0,5,1,2,0,14,4,5,1,16,0,2,0,0,12,0,0,3,0,0,0,2,0,13,29,2,3,0,1,7,2,0,32,2,6,0,2,0,12,3,2,0,1,1,1,8,0,5,0,4,15,14,7,9,10,14,6,1,8,0,0,2,0,0,15,0,1,21,0,2,0,4,0,0,15,0,9,6,0,2,0,0,8,0,4,0,2,0,2,11,0,1,0,2,2,0,0,17,5,8,10,0,5,1,6,4,16
7,6,10,0,0,4,5,5,3,3,8,6,0,8,2,2,1,0,0,3,1,0,4,17,1,0,7,6,0,6,11,0,0,2,4,0,0,0,1,3,2,0,0,0,7,0,0,2,4,0,1,4,11,0,9,2,6,0,0,50,0,0,8,6,1,0,0,0,1,7,0,17,3,1,3,5,0,1,1,1,0,0,1,0,9,1,0,2,1,18,7,0,0,0,15,0,15,0,0,5,6,1,2,0,2,1,6,2,1,7,0,1,4,0,3,11,6,0,5,0,0,9,0,0,2,3,3,3,1,6,2,0,0,0,1,0,4,0,2,2,0,0,2,1,1,0,2,4,8,3,0,2
17,8,8,6,4,0,13,6,5,1,27,2,0,16,1,5,0,0,15,2,0,6,14,26,13,1,3,14,14,9,3,3,0,0,6,2,0,3,16,8,9,0,20,14,8,9,1,2,10,0,14,9,6,0,22,1,12,0,2,65,0,0,25,9,7,0,11,1,10,25,1,22,3,7,19,3,4,15,1,5,8,0,1,11,0,3,2,1,2,5,21,0,16,0,3,17,1,6,42,2,1,1,0,12,5,3,18,3,0,5,0,0,15,1,2,19,14,1,0,6,7,16,5,1,5,0,0,4,0,8,0,1,1,10,7,1,0,7,2,4,0,6,15,9,7,3,0,7,10,5,2,8
20,2,6,17,5,13,0,11,28,1,15,1,0,10,0,5,1,0,15,0,0,7,0,19,4,0,19,25,0,4,12,4,0,5,8,0,0,0,39,3,6,0,35,5,7,2,3,2,6,0,1,2,2,0,22,0,19,0,4,25,0,1,6,8,0,0,3,0,13,2,0,5,0,1,19,3,2,5,0,1,4,6,2,16,3,0,0,2,1,2,2,0,7,1,8,9,6,0,28,1,7,6,1,2,3,1,6,0,0,2,0,0,4,0,3,2,22,2,1,11,3,10,1,0,1,0,0,23,0,8,0,0,0,6,4,1,1,7,6,0,0,1,7,8,2,8,11,4,2,8,0,4
0,4,10,4,5,6,11,0,2,13,2,2,9,14,9,2,10,4,3,2,0,2,7,6,8,12,0,8,2,10,22,7,4,13,12,1,1,3,9,13,5,0,3,3,4,4,3,7,5,1,4,0,2,2,19,5,1,4,0,0,4,3,7,1,10,3,4,1,12,0,6,21,2,1,37,2,5,0,0,6,22,1,0,4,1,2,13,4,2,0,5,4,4,2,0,7,5,5,8,0,1,7,0,5,5,12,20,0,0,7,0,1,3,1,6,0,0,0,0,10,3,7,0,0,0,0,0,5,1,16,3,2,5,6,24,4,1,4,5,3,0,14,1,15,24,10,1,8,13,10,1,3
7,4,2,8,3,5,28,2,0,4,3,1,0,0,0,3,0,2,4,1,0,2,9,6,4,1,1,25,7,1,0,2,0,33,8,0,0,0,13,2,3,0,22,2,0,3,16,0,14,0,9,3,2,4,6,0,3,0,0,0,0,1,9,5,1,0,3,0,1,4,1,4,0,1,7,3,3,20,0,0,4,5,8,9,4,2,0,0,0,2,9,0,1,0,8,0,3,1,31,1,10,17,0,2,2,1,13,7,0,4,0,0,17,0,2,7,10,2,0,12,2,3,1,1,1,0,1,0,0,3,1,5,0,4,3,1,1,10,22,1,0,1,7,2,1,3,0,4,0,10,0,8
0,0,10,7,3,1,1,13,4,0,0,2,1,2,6,2,1,0,27,4,1,2,2,7,0,1,3,11,5,7,5,10,3,1,12,4,0,2,7,12,5,2,1,6,12,8,1,4,5,2,5,12,2,5,1,0,10,1,2,1,5,4,19,0,10,1,0,7,18,15,4,15,6,0,5,8,8,13,3,4,2,8,0,4,15,0,1,3,5,14,2,2,5,0,0,0,1,7,9,14,2,23,4,4,4,0,15,10,0,2,3,0,3,1,4,19,0,1,0,4,8,0,35,0,0,0,0,3,0,16,2,10,10,12,35,4,4,34,11,4,1,1,11,6,3,5,1,22,1,16,0,11
0,0,13,3,8,27,15,2,3,0,0,1,0,9,0,6,1,0,6,0,1,6,1,21,1,0,3,11,0,5,13,0,1,8,6,1,0,0,17,16,9,1,11,36,11,1,3,0,5,0,6,7,59,0,12,1,9,2,3,31,2,0,23,16,1,0,22,3,1,18,1,27,3,5,17,3,3,16,0,13,5,2,4,46,15,0,0,2,1,6,17,0,19,0,10,7,22,0,23,2,16,0,0,7,1,2,19,0,0,4,0,0,16,0,4,2,24,1,0,7,8,7,2,0,9,0,4,12,0,0,2,1,0,5,6,0,3,7,3,0,0,2,5,19,0,3,1,2,3,2,0,24
0,2,1,0,6,2,1,2,1,2,1,0,7,0,12,0,7,7,7,6,1,5,13,2,1,15,8,1,7,9,0,6,0,2,1,24,14,3,1,7,2,21,0,0,0,0,2,12,6,11,2,0,0,3,0,12,3,18,3,0,14,4,2,0,16,17,4,7,3,0,21,18,12,0,0,28,9,0,9,7,0,0,15,0,2,3,27,9,11,5,1,21,1,12,0,0,0,7,0,3,0,8,3,2,17,15,1,5,2,1,22,14,5,3,2,3,0,8,11,1,5,1,4,33,0,11,5,0,3,5,20,5,3,2,9,6,4,1,1,19,22,14,3,41,3,10,9,4,0,13,15,3
0,1,0,0,0,0,0,9,0,1,0,7,0,0,20,0,2,10,0,0,0,6,1,0,2,38,0,1,2,2,0,23,1,16,7,4,17,2,1,2,1,10,0,0,0,3,0,5,6,18,0,0,0,0,2,31,0,10,1,0,26,0,0,0,6,14,14,0,3,3,4,15,5,0,0,10,16,0,9,14,13,0,0,0,0,12,29,6,9,5,2,28,1,7,0,3,0,0,1,0,0,2,0,1,3,13,0,0,0,4,4,31,0,11,1,0,0,4,16,0,0,0,0,9,0,17,2,2,4,1,5,0,42,0,7,2,1,1,0,2,37,14,0,8,6,1,0,0,1,1,5,2
16,7,31,0,8,16,10,14,0,2,9,0,0,0,1,4,1,0,6,0,1,3,10,12,17,0,0,20,1,10,8,0,0,0,2,0,0,2,11,15,0,1,11,7,4,0,3,4,44,0,16,6,1,1,18,0,13,0,1,16,1,0,16,0,2,0,8,2,9,17,0,11,1,85,3,2,5,3,0,2,4,1,3,4,15,0,0,11,1,18,33,0,8,2,7,6,0,2,8,17,7,13,2,14,4,0,5,0,0,16,0,0,8,3,6,19,9,2,0,4,5,1,2,2,15,1,1,16,1,0,2,0,0,14,8,5,0,17,6,3,0,0,4,5,5,2,1,4,8,19,0,3
0,3,0,2,2,1,0,9,0,6,0,12,20,1,0,0,0,9,0,0,1,3,13,1,23,10,1,8,0,0,0,10,3,5,4,3,9,1,0,3,2,3,1,0,0,24,0,2,9,7,2,0,0,0,2,8,11,8,7,0,24,0,2,3,22,8,8,3,21,1,12,15,15,0,3,21,39,0,7,4,11,6,0,1,1,4,19,5,7,9,7,3,12,13,0,5,0,9,0,5,0,0,0,4,14,8,8,0,0,10,8,5,3,1,0,8,0,5,7,2,1,1,6,12,0,18,15,0,2,12,12,0,17,0,4,9,9,3,1,24,2,14,2,9,4,13,0,8,5,12,2,1
3,1,0,7,2,5,5,2,3,2,6,0,0,4,0,0,0,0,1,3,0,0,0,13,21,0,3,1,13,1,1,5,3,0,18,2,0,6,4,6,17,0,0,12,3,1,3,2,15,0,9,5,4,0,0,0,26,1,3,0,1,2,2,6,1,3,1,2,0,10,0,3,3,0,0,2,5,4,0,5,11,3,0,23,4,0,1,1,0,1,8,1,26,0,5,8,4,6,4,3,15,6,0,10,1,1,3,5,1,18,2,0,5,0,0,9,0,3,0,3,13,1,2,0,2,1,1,1,0,7,0,0,0,0,14,0,1,5,3,1,1,0,15,1,1,1,1,3,5,7,5,4
0,29,1,1,1,0,1,10,0,1,1,7,2,1,0,0,0,1,2,23,9,0,1,1,4,0,1,0,3,17,1,10,27,1,0,5,1,7,0,12,0,1,0,0,2,4,6,1,2,4,1,2,1,18,0,0,3,2,2,0,0,26,2,0,18,1,0,20,6,2,25,11,10,0,6,18,2,3,0,0,0,5,6,0,13,0,2,22,17,1,1,1,5,4,5,0,1,3,2,44,3,8,28,0,4,7,3,2,8,2,3,4,2,1,16,5,0,6,4,1,12,3,1,14,0,1,16,0,4,8,1,12,1,5,3,9,3,1,2,9,5,0,0,1,0,1,8,1,1,11,1,0
0,0,0,0,0,0,0,4,2,0,0,7,10,0,9,0,1,0,2,0,0,4,4,0,1,44,0,0,0,1,0,5,1,12,0,1,31,0,0,2,0,8,2,0,0,2,0,6,4,19,1,1,0,0,0,51,0,15,0,0,23,1,0,0,10,26,1,0,0,0,1,3,8,0,3,20,7,0,20,1,3,0,0,0,0,14,22,0,6,3,0,17,6,14,0,1,0,2,0,0,0,0,0,1,1,7,0,1,9,1,12,40,0,0,0,0,0,0,19,0,0,0,0,21,0,49,0,0,17,1,2,0,7,1,0,0,6,0,6,4,25,3,2,8,14,0,2,4,0,8,1,0
0,3,15,23,0,15,15,3,4,27,6,7,0,6,0,1,2,2,0,0,3,7,3,7,29,0,5,0,2,2,4,2,3,6,13,4,0,2,4,7,6,0,6,9,6,0,13,1,1,0,30,2,3,7,0,1,6,3,0,0,0,6,19,2,4,0,1,3,10,21,4,18,5,0,9,2,4,32,0,7,3,14,0,2,27,1,0,0,1,2,8,1,7,0,1,5,0,11,13,3,4,9,1,7,4,2,10,4,0,4,3,0,29,0,7,4,0,8,0,10,25,1,6,1,1,0,2,2,0,5,1,12,3,10,8,1,3,9,37,3,0,1,11,4,5,14,3,5,4,11,7,24
