colony,tag_ID,group,obs_interaction_nurses,obs_interaction_cleaners,obs_interaction_foragers,obs_interaction_queen,exp_random_nurses,exp_random_cleaners,exp_random_foragers,exp_space_nurses,exp_space_cleaners,exp_space_foragers
58,245,N,0.551796,0.277447,0.170756,0.00383749,0.279683,0.376264,0.344053,0.577472,0.269983,0.152545
58,255,N,0.743028,0.189225,0.0677471,0.0180645,0.279683,0.376264,0.344053,0.773808,0.172576,0.0536163
58,260,N,0.75794,0.164494,0.0775655,0.0239595,0.279683,0.376264,0.344053,0.790367,0.161012,0.0486208
58,261,N,0.607082,0.293575,0.0993427,0.0153461,0.279683,0.376264,0.344053,0.651631,0.275164,0.0732055
58,263,N,0.644682,0.234083,0.121235,0.00474293,0.279683,0.376264,0.344053,0.583115,0.289291,0.127594
58,294,N,0.630306,0.252645,0.117049,0.0144869,0.279683,0.376264,0.344053,0.644136,0.258027,0.0978373
58,305,N,0.823316,0.130379,0.046305,0.0132687,0.279683,0.376264,0.344053,0.861256,0.107251,0.0314929
58,308,N,0.511397,0.312172,0.17643,0.0043123,0.279683,0.376264,0.344053,0.531486,0.33763,0.130883
58,332,N,0.461094,0.384948,0.153957,0.00497018,0.279683,0.376264,0.344053,0.41084,0.421804,0.167355
58,334,N,0.804929,0.129994,0.0650773,0.0710759,0.279683,0.376264,0.344053,0.827294,0.117468,0.0552374
58,353,N,0.850331,0.108444,0.0412252,0.0552166,0.279683,0.376264,0.344053,0.866927,0.100083,0.0329898
58,356,N,0.523571,0.354154,0.122275,0.00274241,0.279683,0.376264,0.344053,0.49473,0.404523,0.100747
58,376,N,0.78183,0.156963,0.0612071,0.0494628,0.279683,0.376264,0.344053,0.745334,0.198574,0.0560921
58,387,N,0.639033,0.265712,0.0952551,0.00569699,0.279683,0.376264,0.344053,0.66827,0.251653,0.0800767
58,391,N,0.70257,0.213318,0.0841121,0.0530973,0.279683,0.376264,0.344053,0.717113,0.226141,0.0567458
58,398,N,0.802931,0.123012,0.0740568,0.0362134,0.279683,0.376264,0.344053,0.85488,0.106833,0.038287
58,540,N,0.77389,0.167849,0.0582604,0.0227419,0.279683,0.376264,0.344053,0.796736,0.157422,0.0458422
58,549,N,0.533339,0.289959,0.176702,0.00251572,0.279683,0.376264,0.344053,0.535395,0.294394,0.170211
58,575,N,0.557061,0.29234,0.150599,0.00394477,0.279683,0.376264,0.344053,0.530396,0.318933,0.150671
58,580,N,0.5845,0.314864,0.100636,0.00666437,0.279683,0.376264,0.344053,0.59351,0.30272,0.10377
58,607,N,0.632574,0.215945,0.151481,0.0109271,0.279683,0.376264,0.344053,0.659835,0.219755,0.120411
58,610,N,0.568119,0.215323,0.216559,0.00410214,0.279683,0.376264,0.344053,0.655034,0.190306,0.15466
58,635,N,0.726701,0.160963,0.112336,0.0173839,0.279683,0.376264,0.344053,0.76579,0.147573,0.0866372
58,638,N,0.64187,0.225148,0.132982,0.0194728,0.279683,0.376264,0.344053,0.679,0.210146,0.110854
58,646,N,0.707943,0.159587,0.132469,0.0238932,0.279683,0.376264,0.344053,0.738029,0.166013,0.0959586
58,673,N,0.686678,0.225262,0.0880595,0.029643,0.279683,0.376264,0.344053,0.705345,0.219016,0.0756388
78,0,N,0.846533,0.115574,0.0378931,0.0270968,0.369238,0.306625,0.324137,0.882703,0.0904945,0.0268026
78,2,N,0.523885,0.270656,0.205459,0.0018862,0.369238,0.306625,0.324137,0.560198,0.257151,0.18265
78,9,N,0.891024,0.0795455,0.029431,0.022691,0.369238,0.306625,0.324137,0.93102,0.058157,0.0108229
78,12,N,0.603672,0.245895,0.150433,0.0081934,0.369238,0.306625,0.324137,0.675297,0.213145,0.111558
78,13,N,0.814503,0.126134,0.0593628,0.0353761,0.369238,0.306625,0.324137,0.862097,0.0995669,0.0383363
78,14,N,0.559396,0.268368,0.172236,0.0198542,0.369238,0.306625,0.324137,0.581236,0.257169,0.161595
78,19,N,0.698724,0.20467,0.0966062,0.0184033,0.369238,0.306625,0.324137,0.726608,0.197681,0.0757106
78,26,N,0.808572,0.141326,0.0501014,0.020495,0.369238,0.306625,0.324137,0.846103,0.122372,0.0315244
78,27,N,0.818352,0.138438,0.0432099,0.0254157,0.369238,0.306625,0.324137,0.867078,0.102323,0.0305987
78,51,N,0.885727,0.0827224,0.031551,0.0481598,0.369238,0.306625,0.324137,0.910868,0.0717789,0.0173527
78,52,N,0.75347,0.174135,0.072395,0.0597274,0.369238,0.306625,0.324137,0.774432,0.163439,0.062128
78,54,N,0.833957,0.118998,0.0470456,0.0151013,0.369238,0.306625,0.324137,0.87031,0.101175,0.028515
78,57,N,0.768316,0.163823,0.0678616,0.0146537,0.369238,0.306625,0.324137,0.805234,0.149471,0.0452952
78,62,N,0.815388,0.12681,0.0578013,0.0109603,0.369238,0.306625,0.324137,0.862539,0.0937483,0.0437125
78,64,N,0.81126,0.135462,0.0532779,0.0120392,0.369238,0.306625,0.324137,0.832662,0.123299,0.0440389
78,68,N,0.872706,0.0923133,0.0349809,0.0192479,0.369238,0.306625,0.324137,0.902421,0.0805146,0.0170648
78,70,N,0.641623,0.235389,0.122988,0.0279928,0.369238,0.306625,0.324137,0.668968,0.220953,0.110079
78,72,N,0.732714,0.185205,0.0820807,0.0111702,0.369238,0.306625,0.324137,0.773456,0.159755,0.0667895
78,80,N,0.713766,0.185602,0.100632,0.00505741,0.369238,0.306625,0.324137,0.778452,0.16154,0.0600082
78,91,N,0.749493,0.18107,0.0694362,0.0188304,0.369238,0.306625,0.324137,0.783351,0.156298,0.0603508
78,96,N,0.756162,0.169415,0.0744228,0.0329409,0.369238,0.306625,0.324137,0.755988,0.17713,0.0668825
78,97,N,0.524398,0.251254,0.224348,0.00668164,0.369238,0.306625,0.324137,0.667931,0.225841,0.106228
78,98,N,0.857429,0.099029,0.0435419,0.0434911,0.369238,0.306625,0.324137,0.906831,0.0721815,0.0209871
78,102,N,0.864765,0.107561,0.0276748,0.0409085,0.369238,0.306625,0.324137,0.903018,0.0799804,0.0170011
78,109,N,0.85809,0.1091,0.0328107,0.0221274,0.369238,0.306625,0.324137,0.884392,0.0954711,0.0201372
78,120,N,0.879581,0.0852421,0.0351767,0.0505631,0.369238,0.306625,0.324137,0.912224,0.0709411,0.0168351
78,126,N,0.772969,0.174314,0.0527172,0.00668031,0.369238,0.306625,0.324137,0.760104,0.186014,0.0538821
78,127,N,0.636357,0.231288,0.132355,0.0020707,0.369238,0.306625,0.324137,0.677478,0.206816,0.115706
78,131,N,0.735281,0.179403,0.0853168,0.0193327,0.369238,0.306625,0.324137,0.747739,0.176915,0.0753459
78,137,N,0.596991,0.23856,0.164448,0.00789186,0.369238,0.306625,0.324137,0.677877,0.219089,0.103034
78,139,N,0.669112,0.22975,0.101138,0.010315,0.369238,0.306625,0.324137,0.692812,0.219253,0.0879344
78,140,N,0.880466,0.0914348,0.028099,0.0260472,0.369238,0.306625,0.324137,0.912825,0.0703019,0.0168733
78,153,N,0.632225,0.24561,0.122164,0.00345475,0.369238,0.306625,0.324137,0.682943,0.215061,0.101995
78,156,N,0.835247,0.129266,0.0354864,0.038196,0.369238,0.306625,0.324137,0.871732,0.102928,0.0253401
78,158,N,0.84973,0.108828,0.0414416,0.0310596,0.369238,0.306625,0.324137,0.874927,0.0909271,0.0341461
78,161,N,0.763755,0.178996,0.0572483,0.0258396,0.369238,0.306625,0.324137,0.767362,0.181525,0.0511125
78,170,N,0.760744,0.167548,0.0717084,0.0128921,0.369238,0.306625,0.324137,0.802307,0.142345,0.0553475
78,174,N,0.853428,0.0952615,0.0513108,0.0478542,0.369238,0.306625,0.324137,0.886328,0.0832224,0.0304492
78,176,N,0.817716,0.131533,0.0507508,0.0163728,0.369238,0.306625,0.324137,0.867422,0.0940827,0.038495
78,190,N,0.773266,0.166432,0.0603015,0.00886542,0.369238,0.306625,0.324137,0.801805,0.144156,0.0540382
78,209,N,0.799293,0.141981,0.0587257,0.023447,0.369238,0.306625,0.324137,0.831067,0.12336,0.0455729
78,210,N,0.637876,0.223605,0.138519,0.0143824,0.369238,0.306625,0.324137,0.669869,0.202813,0.127318
78,215,N,0.802927,0.136375,0.0606974,0.017759,0.369238,0.306625,0.324137,0.830183,0.123918,0.045899
78,219,N,0.566879,0.274454,0.158668,0.0122664,0.369238,0.306625,0.324137,0.557314,0.28487,0.157815
78,227,N,0.564777,0.293421,0.141803,0.00716817,0.369238,0.306625,0.324137,0.570402,0.273986,0.155611
78,229,N,0.598835,0.268506,0.13266,0.00263349,0.369238,0.306625,0.324137,0.606324,0.251742,0.141934
78,232,N,0.731807,0.188956,0.0792372,0.0218545,0.369238,0.306625,0.324137,0.777513,0.169689,0.0527969
78,242,N,0.864867,0.103284,0.0318492,0.0147572,0.369238,0.306625,0.324137,0.906263,0.0761879,0.0175492
78,245,N,0.931894,0.0494794,0.0186264,0.0275868,0.369238,0.306625,0.324137,0.951141,0.0414962,0.00736267
78,250,N,0.870718,0.0950276,0.0342541,0.0336756,0.369238,0.306625,0.324137,0.898638,0.082792,0.0185703
78,252,N,0.744329,0.188486,0.0671848,0.00725839,0.369238,0.306625,0.324137,0.771822,0.174834,0.0533437
78,261,N,0.847243,0.117835,0.0349226,0.0273112,0.369238,0.306625,0.324137,0.865923,0.107837,0.0262401
78,262,N,0.688808,0.19533,0.115862,0.006241,0.369238,0.306625,0.324137,0.685079,0.200948,0.113972
78,263,N,0.748077,0.182509,0.0694141,0.0328772,0.369238,0.306625,0.324137,0.75919,0.168573,0.0722368
78,264,N,0.5784,0.264464,0.157136,0.00963295,0.369238,0.306625,0.324137,0.586407,0.250084,0.163509
78,268,N,0.661601,0.198956,0.139443,0.00736988,0.369238,0.306625,0.324137,0.683217,0.192695,0.124088
78,289,N,0.646388,0.235514,0.118098,0.0185386,0.369238,0.306625,0.324137,0.673822,0.220009,0.106169
78,299,N,0.835643,0.118129,0.0462283,0.0307429,0.369238,0.306625,0.324137,0.881111,0.0923093,0.0265797
78,311,N,0.601158,0.251126,0.147716,0.00174344,0.369238,0.306625,0.324137,0.636613,0.242568,0.120819
78,318,N,0.764873,0.171634,0.063493,0.0128875,0.369238,0.306625,0.324137,0.749165,0.186609,0.0642255
78,356,N,0.891639,0.0852154,0.0231459,0.0162307,0.369238,0.306625,0.324137,0.932512,0.0558248,0.0116634
78,387,N,0.594384,0.263802,0.141814,0.00678349,0.369238,0.306625,0.324137,0.658216,0.223988,0.117796
78,391,N,0.789712,0.140541,0.0697472,0.0415309,0.369238,0.306625,0.324137,0.814153,0.136021,0.0498257
78,395,N,0.846128,0.11532,0.0385522,0.0441709,0.369238,0.306625,0.324137,0.847565,0.119738,0.0326966
78,458,N,0.750347,0.170829,0.0788241,0.0227119,0.369238,0.306625,0.324137,0.759877,0.175181,0.0649419
78,476,N,0.756329,0.162579,0.0810918,0.0175848,0.369238,0.306625,0.324137,0.780823,0.154079,0.0650973
78,507,N,0.857027,0.0995299,0.043443,0.0146941,0.369238,0.306625,0.324137,0.903615,0.0710651,0.0253196
78,509,N,0.707283,0.194553,0.0981644,0.0202627,0.369238,0.306625,0.324137,0.774082,0.169807,0.0561113
78,530,N,0.825815,0.12041,0.0537749,0.0381361,0.369238,0.306625,0.324137,0.858686,0.105946,0.0353674
78,534,N,0.803542,0.138542,0.0579167,0.0144749,0.369238,0.306625,0.324137,0.833142,0.120187,0.0466703
78,564,N,0.768427,0.169914,0.0616587,0.0127323,0.369238,0.306625,0.324137,0.812,0.137904,0.0500956
78,576,N,0.768343,0.160952,0.0707053,0.0201062,0.369238,0.306625,0.324137,0.790107,0.147236,0.0626577
78,593,N,0.637499,0.259388,0.103113,0.0047519,0.369238,0.306625,0.324137,0.655521,0.25705,0.0874286
78,604,N,0.605694,0.26287,0.131435,0.00352248,0.369238,0.306625,0.324137,0.706419,0.219687,0.0738932
78,620,N,0.768857,0.16563,0.0655132,0.0209985,0.369238,0.306625,0.324137,0.805364,0.144709,0.0499263
78,635,N,0.807163,0.131135,0.0617021,0.0159129,0.369238,0.306625,0.324137,0.809354,0.137138,0.0535077
78,638,N,0.806656,0.146386,0.0469579,0.0130156,0.369238,0.306625,0.324137,0.851137,0.116975,0.0318875
78,673,N,0.731583,0.186305,0.0821117,0.00855487,0.369238,0.306625,0.324137,0.72468,0.196412,0.078908
78,838,N,0.825427,0.13009,0.0444833,0.0211786,0.369238,0.306625,0.324137,0.865936,0.106019,0.0280442
78,929,N,0.708765,0.207559,0.0836761,0.00732085,0.369238,0.306625,0.324137,0.699931,0.204952,0.0951167
4,4,C,0.153434,0.375798,0.470768,0.00330789,0.199513,0.154522,0.645966,0.199575,0.452128,0.348297
4,7,C,0.432483,0.392823,0.174693,0.0102804,0.199513,0.154522,0.645966,0.334397,0.428138,0.237465
4,13,C,0.355145,0.431101,0.213754,0.00332481,0.199513,0.154522,0.645966,0.303078,0.44207,0.254852
4,27,C,0.205477,0.473997,0.320526,0.00506864,0.199513,0.154522,0.645966,0.187686,0.485458,0.326854
4,42,C,0.302194,0.478194,0.219613,0.00869788,0.199513,0.154522,0.645966,0.302378,0.483674,0.213948
4,55,C,0.191329,0.483916,0.324755,0.00334541,0.199513,0.154522,0.645966,0.20896,0.449433,0.341607
4,60,C,0.131462,0.362979,0.505559,0.00111049,0.199513,0.154522,0.645966,0.164782,0.363101,0.472116
4,109,C,0.296256,0.423846,0.279898,0.00181422,0.199513,0.154522,0.645966,0.232675,0.413236,0.354089
4,113,C,0.0638496,0.226814,0.709337,0.000931243,0.199513,0.154522,0.645966,0.085139,0.294269,0.620591
4,115,C,0.118197,0.525183,0.356621,0.000406009,0.199513,0.154522,0.645966,0.167738,0.448983,0.383278
4,117,C,0.245856,0.410327,0.343816,0.0127963,0.199513,0.154522,0.645966,0.268426,0.371653,0.35992
4,124,C,0.140226,0.353571,0.506203,0.00560748,0.199513,0.154522,0.645966,0.206684,0.349543,0.443772
4,140,C,0.229454,0.325735,0.444811,0.00477612,0.199513,0.154522,0.645966,0.213481,0.313658,0.47286
4,153,C,0.202935,0.428036,0.369029,0.00651365,0.199513,0.154522,0.645966,0.319555,0.477313,0.203131
4,158,C,0.14528,0.377049,0.477671,0.00141123,0.199513,0.154522,0.645966,0.192267,0.356495,0.451237
4,186,C,0.20497,0.340909,0.454121,0.00549218,0.199513,0.154522,0.645966,0.223393,0.306627,0.469979
4,207,C,0.219447,0.434089,0.346464,0.00989346,0.199513,0.154522,0.645966,0.291363,0.437532,0.271105
4,215,C,0.320955,0.391057,0.287988,0.0026455,0.199513,0.154522,0.645966,0.372686,0.362947,0.264367
4,243,C,0.335647,0.471682,0.192671,0.0179935,0.199513,0.154522,0.645966,0.339804,0.448696,0.2115
4,268,C,0.354852,0.374499,0.27065,0.0142292,0.199513,0.154522,0.645966,0.346726,0.377195,0.276078
4,298,C,0.300863,0.453859,0.245278,0.00429876,0.199513,0.154522,0.645966,0.265943,0.454209,0.279848
4,311,C,0.131104,0.362726,0.506171,0.0040969,0.199513,0.154522,0.645966,0.180431,0.366308,0.453261
4,342,C,0.133003,0.331023,0.535974,0.00098912,0.199513,0.154522,0.645966,0.163919,0.357391,0.478689
4,387,C,0.183421,0.442115,0.374464,0.00237643,0.199513,0.154522,0.645966,0.225382,0.471536,0.303082
4,395,C,0.431248,0.375422,0.193331,0.0248447,0.199513,0.154522,0.645966,0.384966,0.403929,0.211104
4,400,C,0.357693,0.37054,0.271767,0.00764873,0.199513,0.154522,0.645966,0.306424,0.379749,0.313826
4,458,C,0.243292,0.366215,0.390493,0.00457899,0.199513,0.154522,0.645966,0.261092,0.319235,0.419672
4,482,C,0.358205,0.401605,0.24019,0.00766962,0.199513,0.154522,0.645966,0.294738,0.407266,0.297995
4,501,C,0.243832,0.446099,0.310069,0.00288121,0.199513,0.154522,0.645966,0.250161,0.392148,0.357691
4,540,C,0.287911,0.427396,0.284692,0.00214133,0.199513,0.154522,0.645966,0.27264,0.421198,0.306161
4,564,C,0.229834,0.424751,0.345414,0.001985,0.199513,0.154522,0.645966,0.225148,0.426834,0.348017
18,7,C,0.411236,0.386667,0.202097,0.00194378,0.65606,0.148877,0.195063,0.426054,0.438365,0.13558
18,12,C,0.128507,0.497738,0.373756,0.00180668,0.65606,0.148877,0.195063,0.0892206,0.451745,0.459021
18,19,C,0.421368,0.325811,0.252821,0,0.65606,0.148877,0.195063,0.486346,0.29094,0.222713
18,35,C,0.304165,0.400387,0.295447,0.000322789,0.65606,0.148877,0.195063,0.405603,0.390544,0.203852
18,40,C,0.430911,0.324042,0.245046,0.00197759,0.65606,0.148877,0.195063,0.500371,0.287312,0.212317
18,55,C,0.400154,0.341694,0.258152,0.00106004,0.65606,0.148877,0.195063,0.443198,0.326249,0.230552
18,65,C,0.280747,0.485648,0.233606,0.000466527,0.65606,0.148877,0.195063,0.289128,0.580097,0.130775
18,91,C,0.309181,0.361428,0.329392,0.000214961,0.65606,0.148877,0.195063,0.344216,0.45715,0.198633
18,109,C,0.29225,0.353408,0.354342,0.00069979,0.65606,0.148877,0.195063,0.354031,0.362394,0.283575
18,140,C,0.375026,0.384431,0.240543,0.000835247,0.65606,0.148877,0.195063,0.503696,0.317194,0.17911
18,158,C,0.431375,0.369271,0.199354,0.00260159,0.65606,0.148877,0.195063,0.476796,0.374699,0.148505
18,178,C,0.124938,0.36602,0.509043,0,0.65606,0.148877,0.195063,0.22386,0.331658,0.444479
18,191,C,0.558603,0.293017,0.14838,0.00685041,0.65606,0.148877,0.195063,0.635653,0.234524,0.129822
18,195,C,0.318759,0.406205,0.275036,0.000804074,0.65606,0.148877,0.195063,0.470029,0.328065,0.201905
18,217,C,0.0864553,0.414025,0.49952,0.000480077,0.65606,0.148877,0.195063,0.183708,0.400434,0.415853
18,227,C,0.514904,0.307285,0.177811,0.00195268,0.65606,0.148877,0.195063,0.554013,0.2735,0.172487
18,232,C,0.425914,0.326112,0.247974,0.00189816,0.65606,0.148877,0.195063,0.509933,0.295369,0.194698
18,262,C,0.414547,0.394456,0.190997,0.00329531,0.65606,0.148877,0.195063,0.39938,0.46176,0.13886
18,264,C,0.417214,0.345623,0.237163,0.00147256,0.65606,0.148877,0.195063,0.438631,0.356391,0.204978
18,265,C,0.335477,0.418465,0.246058,0,0.65606,0.148877,0.195063,0.37261,0.457222,0.170168
18,278,C,0.497601,0.340931,0.161468,0.00143747,0.65606,0.148877,0.195063,0.477522,0.385365,0.137112
18,289,C,0.332418,0.411986,0.255596,0.00192952,0.65606,0.148877,0.195063,0.381558,0.395806,0.222635
18,294,C,0.118075,0.366761,0.515164,0,0.65606,0.148877,0.195063,0.235401,0.340195,0.424401
18,305,C,0.396132,0.35962,0.244248,0.000999334,0.65606,0.148877,0.195063,0.410265,0.381341,0.208394
18,502,C,0.400798,0.359281,0.23992,0.00119617,0.65606,0.148877,0.195063,0.438992,0.353533,0.207474
18,518,C,0.420214,0.348668,0.231118,0.000960351,0.65606,0.148877,0.195063,0.403203,0.377555,0.219241
18,527,C,0.370708,0.342392,0.2869,0.00146246,0.65606,0.148877,0.195063,0.455351,0.326524,0.218124
18,540,C,0.526645,0.291429,0.181926,0.01352,0.65606,0.148877,0.195063,0.52248,0.339133,0.138387
18,575,C,0.477673,0.392253,0.130074,0.00118263,0.65606,0.148877,0.195063,0.490209,0.415704,0.0940863
18,580,C,0.453261,0.36932,0.177419,0.00375323,0.65606,0.148877,0.195063,0.472885,0.373098,0.154016
18,599,C,0.500168,0.300772,0.19906,0.0016756,0.65606,0.148877,0.195063,0.632517,0.244366,0.123117
18,604,C,0.170863,0.44376,0.385377,0.000109938,0.65606,0.148877,0.195063,0.292608,0.417583,0.289808
18,621,C,0.500241,0.339871,0.159887,0.0113645,0.65606,0.148877,0.195063,0.60768,0.278221,0.114099
18,632,C,0.0976805,0.41163,0.490689,0.000326584,0.65606,0.148877,0.195063,0.152489,0.37753,0.469967
18,638,C,0.280422,0.420633,0.298944,0.00079602,0.65606,0.148877,0.195063,0.296313,0.518313,0.185374
21,1,C,0.267508,0.359532,0.37296,0.0027704,0.458053,0.15039,0.391556,0.26211,0.358299,0.37959
21,2,C,0.408325,0.399372,0.192303,0.0153406,0.458053,0.15039,0.391556,0.354916,0.457029,0.188054
21,15,C,0.487053,0.300146,0.212801,0.00526029,0.458053,0.15039,0.391556,0.490917,0.290124,0.218959
21,27,C,0.335989,0.371955,0.292056,0.000227583,0.458053,0.15039,0.391556,0.326085,0.423509,0.250405
21,28,C,0.2375,0.464185,0.298315,0.00196243,0.458053,0.15039,0.391556,0.223457,0.408325,0.368217
21,50,C,0.15355,0.338323,0.508127,0,0.458053,0.15039,0.391556,0.147043,0.349927,0.503029
21,51,C,0.282104,0.317352,0.400544,0.00124519,0.458053,0.15039,0.391556,0.351129,0.366573,0.282298
21,52,C,0.271559,0.328548,0.399893,0.00384164,0.458053,0.15039,0.391556,0.27777,0.357666,0.364564
21,54,C,0.230451,0.35825,0.411299,0.00633236,0.458053,0.15039,0.391556,0.277045,0.36432,0.358635
21,59,C,0.371867,0.400895,0.227238,0.00559512,0.458053,0.15039,0.391556,0.404545,0.392678,0.202777
21,66,C,0.330795,0.426184,0.24302,0.00880503,0.458053,0.15039,0.391556,0.292686,0.450782,0.256531
21,70,C,0.213981,0.338271,0.447748,0.00162075,0.458053,0.15039,0.391556,0.208874,0.349593,0.441532
21,109,C,0.340467,0.36566,0.293873,0.00932881,0.458053,0.15039,0.391556,0.338168,0.386614,0.275217
21,111,C,0.342583,0.368463,0.288954,0.00398618,0.458053,0.15039,0.391556,0.301569,0.368959,0.329471
21,112,C,0.24034,0.360441,0.399219,0.00264329,0.458053,0.15039,0.391556,0.287179,0.363223,0.349598
21,118,C,0.263517,0.363168,0.373315,0.00196493,0.458053,0.15039,0.391556,0.337504,0.378409,0.284086
21,124,C,0.456167,0.33413,0.209703,0.0132704,0.458053,0.15039,0.391556,0.439356,0.362318,0.198326
21,126,C,0.29138,0.435484,0.273136,0.00656685,0.458053,0.15039,0.391556,0.268748,0.453952,0.2773
21,170,C,0.124081,0.411056,0.464863,0.000881316,0.458053,0.15039,0.391556,0.11724,0.433526,0.449233
21,173,C,0.343682,0.358932,0.297386,0.00501287,0.458053,0.15039,0.391556,0.364174,0.36386,0.271966
21,186,C,0.266893,0.382867,0.35024,0.00660522,0.458053,0.15039,0.391556,0.287816,0.418394,0.29379
21,194,C,0.215874,0.378102,0.406024,0.00180645,0.458053,0.15039,0.391556,0.239285,0.384279,0.376435
21,210,C,0.201283,0.424012,0.374704,0.000843597,0.458053,0.15039,0.391556,0.187305,0.493959,0.318735
21,220,C,0.37063,0.320409,0.30896,0.00182843,0.458053,0.15039,0.391556,0.339428,0.327862,0.332709
21,227,C,0.292514,0.353564,0.353922,0.00448878,0.458053,0.15039,0.391556,0.357215,0.347562,0.295223
21,229,C,0.396349,0.3212,0.282451,0.00297999,0.458053,0.15039,0.391556,0.410442,0.311043,0.278515
21,243,C,0.351403,0.428753,0.219845,0.00473261,0.458053,0.15039,0.391556,0.351791,0.417689,0.23052
21,245,C,0.280561,0.370741,0.348697,0.00399202,0.458053,0.15039,0.391556,0.232959,0.417456,0.349584
21,250,C,0.295791,0.386316,0.317894,0.00854012,0.458053,0.15039,0.391556,0.241093,0.379531,0.379376
21,255,C,0.188762,0.458004,0.353234,0.000877193,0.458053,0.15039,0.391556,0.210238,0.511488,0.278274
21,278,C,0.201072,0.402739,0.396189,0.00158541,0.458053,0.15039,0.391556,0.215026,0.488044,0.296929
21,298,C,0.444597,0.309821,0.245583,0.00720696,0.458053,0.15039,0.391556,0.376501,0.342931,0.280567
21,313,C,0.276567,0.360227,0.363206,0.00458159,0.458053,0.15039,0.391556,0.312436,0.39017,0.297394
21,324,C,0.413413,0.341221,0.245365,0.00714595,0.458053,0.15039,0.391556,0.46234,0.347263,0.190396
21,331,C,0.44589,0.340921,0.213189,0.00628366,0.458053,0.15039,0.391556,0.470332,0.311742,0.217926
21,394,C,0.38538,0.369017,0.245603,0.0129811,0.458053,0.15039,0.391556,0.426447,0.399929,0.173624
21,462,C,0.372011,0.352655,0.275334,0.00323232,0.458053,0.15039,0.391556,0.39369,0.35317,0.253139
21,482,C,0.318256,0.377858,0.303886,0.000815794,0.458053,0.15039,0.391556,0.27194,0.387582,0.340478
21,534,C,0.179801,0.347691,0.472508,0.00146628,0.458053,0.15039,0.391556,0.180873,0.359087,0.460039
21,560,C,0.115278,0.374655,0.510067,0.000657549,0.458053,0.15039,0.391556,0.108195,0.407332,0.484472
21,592,C,0.394298,0.357221,0.248481,0.000778331,0.458053,0.15039,0.391556,0.403169,0.360667,0.236163
21,673,C,0.399546,0.383182,0.217272,0.00387347,0.458053,0.15039,0.391556,0.391092,0.419866,0.189041
21,740,C,0.254242,0.327131,0.418626,0.00437659,0.458053,0.15039,0.391556,0.284774,0.393136,0.32209
29,1,C,0.125218,0.361095,0.513687,0.000582072,0.501062,0.205529,0.293409,0.108885,0.384685,0.506429
29,19,C,0.461422,0.331993,0.206585,0.00698777,0.501062,0.205529,0.293409,0.436642,0.317263,0.246094
29,23,C,0.27659,0.384303,0.339107,0.011239,0.501062,0.205529,0.293409,0.291656,0.358565,0.349778
29,26,C,0.124629,0.335312,0.540059,0.00394089,0.501062,0.205529,0.293409,0.188283,0.353232,0.458482
29,49,C,0.379373,0.368647,0.25198,0.0321035,0.501062,0.205529,0.293409,0.31237,0.383318,0.304311
29,51,C,0.32141,0.405491,0.273099,0.00980264,0.501062,0.205529,0.293409,0.346538,0.407591,0.24587
29,97,C,0.47492,0.317852,0.207229,0.0123436,0.501062,0.205529,0.293409,0.443909,0.310072,0.246019
29,114,C,0.177334,0.450827,0.371839,0.00404229,0.501062,0.205529,0.293409,0.181032,0.465891,0.353077
29,117,C,0.332698,0.393188,0.274114,0.00361991,0.501062,0.205529,0.293409,0.337346,0.369304,0.293349
29,120,C,0.336699,0.381381,0.28192,0.0183324,0.501062,0.205529,0.293409,0.365765,0.373213,0.261022
29,140,C,0.272376,0.409466,0.318158,0.00831308,0.501062,0.205529,0.293409,0.27571,0.412476,0.311814
29,148,C,0.366848,0.386276,0.246876,0.0134499,0.501062,0.205529,0.293409,0.406536,0.369739,0.223724
29,149,C,0.321686,0.368053,0.310261,0.00792341,0.501062,0.205529,0.293409,0.292161,0.352264,0.355575
29,153,C,0.342372,0.396219,0.261409,0.00531814,0.501062,0.205529,0.293409,0.359603,0.376925,0.263472
29,173,C,0.115169,0.388343,0.496489,0.00140252,0.501062,0.205529,0.293409,0.134331,0.388157,0.47751
29,191,C,0.193986,0.402037,0.403977,0.00674374,0.501062,0.205529,0.293409,0.176065,0.390218,0.433714
29,210,C,0.305669,0.408069,0.286261,0.0050813,0.501062,0.205529,0.293409,0.363398,0.382553,0.254048
29,221,C,0.298601,0.389381,0.312018,0.00369738,0.501062,0.205529,0.293409,0.346483,0.355997,0.29752
29,245,C,0.0938452,0.36624,0.539915,0.000609013,0.501062,0.205529,0.293409,0.117089,0.353996,0.528913
29,251,C,0.199216,0.430681,0.370102,0.00896057,0.501062,0.205529,0.293409,0.219947,0.45226,0.327792
29,262,C,0.333725,0.361323,0.304952,0.013135,0.501062,0.205529,0.293409,0.339711,0.347228,0.31306
29,296,C,0.347299,0.370335,0.282366,0.00549303,0.501062,0.205529,0.293409,0.408951,0.330194,0.260854
29,298,C,0.335454,0.374715,0.289831,0.0145528,0.501062,0.205529,0.293409,0.275973,0.346781,0.377245
29,311,C,0.410636,0.354238,0.235125,0.00921816,0.501062,0.205529,0.293409,0.398786,0.356472,0.244741
29,397,C,0.258583,0.429998,0.31142,0.00701161,0.501062,0.205529,0.293409,0.316063,0.414036,0.269901
29,476,C,0.403567,0.392368,0.204065,0.0195201,0.501062,0.205529,0.293409,0.416239,0.386684,0.197077
