colony,tag_ID,group,obs_interaction_nurses,obs_interaction_cleaners,obs_interaction_foragers,obs_interaction_queen,exp_random_nurses,exp_random_cleaners,exp_random_foragers,exp_space_nurses,exp_space_cleaners,exp_space_foragers
78,492,F,0.187806,0.270323,0.541871,0.00061237,0.611742,0.254003,0.134255,0.248411,0.321121,0.430467
78,501,F,0.172879,0.259318,0.567803,0.00237342,0.611742,0.254003,0.134255,0.207789,0.334286,0.457919
78,549,F,0.181603,0.241875,0.576522,0.000787247,0.611742,0.254003,0.134255,0.248105,0.314406,0.437488
78,560,F,0.207846,0.284825,0.507329,0.000316256,0.611742,0.254003,0.134255,0.22805,0.322328,0.449621
78,599,F,0.234459,0.296179,0.469362,0.000664795,0.611742,0.254003,0.134255,0.224686,0.300546,0.474768
78,607,F,0.14164,0.228206,0.630154,0,0.611742,0.254003,0.134255,0.193422,0.299865,0.506711
78,621,F,0.189763,0.244429,0.565808,0.00125191,0.611742,0.254003,0.134255,0.200628,0.308692,0.49068
78,646,F,0.197223,0.259924,0.542853,0.00168044,0.611742,0.254003,0.134255,0.223218,0.319449,0.457332
78,647,F,0.140182,0.265815,0.594003,0,0.611742,0.254003,0.134255,0.167677,0.318156,0.514166
4,0,N,0.662069,0.274023,0.063908,0.0251009,0.0945768,0.292997,0.612426,0.515056,0.384331,0.100613
4,29,N,0.421101,0.405046,0.173853,0.00592795,0.0945768,0.292997,0.612426,0.357856,0.424119,0.218025
4,50,N,0.62539,0.292434,0.0821763,0.0480173,0.0945768,0.292997,0.612426,0.597777,0.333546,0.0686769
4,52,N,0.563841,0.352504,0.0836544,0.0370959,0.0945768,0.292997,0.612426,0.551708,0.355284,0.0930078
4,63,N,0.526629,0.379888,0.0934823,0.0172035,0.0945768,0.292997,0.612426,0.46493,0.417942,0.117127
4,127,N,0.4643,0.383109,0.152591,0.0184221,0.0945768,0.292997,0.612426,0.431509,0.383124,0.185367
4,137,N,0.495056,0.387999,0.116945,0.0265516,0.0945768,0.292997,0.612426,0.450603,0.423902,0.125494
4,139,N,0.622784,0.304965,0.0722518,0.0513036,0.0945768,0.292997,0.612426,0.550683,0.371709,0.0776072
4,156,N,0.652478,0.274142,0.0733799,0.0557888,0.0945768,0.292997,0.612426,0.53024,0.392906,0.0768535
4,159,N,0.539602,0.3651,0.0952986,0.0367197,0.0945768,0.292997,0.612426,0.481942,0.387589,0.130469
4,169,N,0.594853,0.317647,0.0875,0.0636833,0.0945768,0.292997,0.612426,0.569153,0.35882,0.0720262
4,173,N,0.617818,0.304067,0.0781149,0.0330836,0.0945768,0.292997,0.612426,0.609171,0.327845,0.0629839
4,178,N,0.514959,0.37534,0.109701,0.0324561,0.0945768,0.292997,0.612426,0.452131,0.42717,0.120699
4,190,N,0.447845,0.401936,0.150219,0.0358326,0.0945768,0.292997,0.612426,0.35898,0.42741,0.213609
4,191,N,0.500273,0.357832,0.141896,0.0352755,0.0945768,0.292997,0.612426,0.485109,0.371803,0.143087
4,218,N,0.474957,0.412781,0.112263,0.0226199,0.0945768,0.292997,0.612426,0.457533,0.425362,0.117105
4,242,N,0.630285,0.301949,0.0677661,0.0369622,0.0945768,0.292997,0.612426,0.583968,0.344947,0.0710842
4,380,N,0.514471,0.349084,0.136444,0.0145518,0.0945768,0.292997,0.612426,0.475664,0.373733,0.150603
4,390,N,0.644545,0.28356,0.0718954,0.0483254,0.0945768,0.292997,0.612426,0.561253,0.355662,0.083085
4,394,N,0.437034,0.403247,0.159719,0.0202064,0.0945768,0.292997,0.612426,0.393897,0.433651,0.172451
4,437,N,0.494585,0.374549,0.130866,0.0269321,0.0945768,0.292997,0.612426,0.441516,0.418183,0.140302
4,538,N,0.687933,0.254161,0.0579057,0.0899337,0.0945768,0.292997,0.612426,0.627711,0.317067,0.0552223
4,552,N,0.474106,0.383609,0.142285,0.0142105,0.0945768,0.292997,0.612426,0.439555,0.405463,0.154982
4,593,N,0.397177,0.43918,0.163642,0.00998004,0.0945768,0.292997,0.612426,0.377291,0.408384,0.214324
4,620,N,0.375,0.450607,0.174393,0.0210697,0.0945768,0.292997,0.612426,0.37483,0.414755,0.210414
18,0,N,0.831528,0.13954,0.028932,0.05278,0.399623,0.362741,0.237636,0.842653,0.132354,0.0249922
18,2,N,0.736784,0.20476,0.0584558,0.0125623,0.399623,0.362741,0.237636,0.728978,0.209678,0.061344
18,5,N,0.835293,0.134837,0.0298697,0.0128607,0.399623,0.362741,0.237636,0.862763,0.108116,0.0291212
18,6,N,0.686008,0.219102,0.0948905,0.0166667,0.399623,0.362741,0.237636,0.677799,0.223243,0.0989582
18,15,N,0.840956,0.128387,0.030656,0.0133091,0.399623,0.362741,0.237636,0.84962,0.113151,0.0372284
18,26,N,0.798081,0.151548,0.0503707,0.00239286,0.399623,0.362741,0.237636,0.829608,0.13397,0.0364221
18,30,N,0.74052,0.19069,0.0687895,0.00795756,0.399623,0.362741,0.237636,0.747371,0.183627,0.0690016
18,32,N,0.799211,0.160113,0.0406755,0.0075841,0.399623,0.362741,0.237636,0.817081,0.136442,0.0464765
18,38,N,0.656161,0.261664,0.0821748,0.0089648,0.399623,0.362741,0.237636,0.728782,0.208283,0.0629354
18,44,N,0.789504,0.167282,0.0432139,0.0132143,0.399623,0.362741,0.237636,0.805796,0.146325,0.0478786
18,50,N,0.894379,0.0880451,0.0175759,0.00936268,0.399623,0.362741,0.237636,0.907516,0.0741284,0.0183552
18,52,N,0.920662,0.0676819,0.0116563,0.034489,0.399623,0.362741,0.237636,0.94265,0.0495638,0.00778646
18,60,N,0.86051,0.113381,0.026109,0.0503903,0.399623,0.362741,0.237636,0.866756,0.111502,0.0217413
18,62,N,0.902355,0.0833333,0.0143116,0.013052,0.399623,0.362741,0.237636,0.939283,0.0500798,0.010637
18,63,N,0.854719,0.123142,0.0221396,0.0273499,0.399623,0.362741,0.237636,0.862908,0.11281,0.0242823
18,76,N,0.7574,0.193615,0.0489854,0.01276,0.399623,0.362741,0.237636,0.735129,0.193123,0.071747
18,80,N,0.735061,0.205572,0.0593673,0.015635,0.399623,0.362741,0.237636,0.736016,0.201981,0.062002
18,96,N,0.651979,0.216814,0.131207,0.00223308,0.399623,0.362741,0.237636,0.676448,0.200136,0.123416
18,97,N,0.813439,0.146018,0.0405427,0.00530206,0.399623,0.362741,0.237636,0.819883,0.139625,0.0404922
18,98,N,0.834196,0.117357,0.0484478,0.0146002,0.399623,0.362741,0.237636,0.854446,0.105131,0.0404229
18,99,N,0.746879,0.187666,0.0654559,0.00775873,0.399623,0.362741,0.237636,0.774763,0.176279,0.0489582
18,102,N,0.863771,0.107923,0.0283055,0.0109932,0.399623,0.362741,0.237636,0.898379,0.0806115,0.0210095
18,105,N,0.879792,0.101983,0.0182247,0.0881695,0.399623,0.362741,0.237636,0.868286,0.106512,0.0252023
18,112,N,0.603069,0.28129,0.115641,0.00113523,0.399623,0.362741,0.237636,0.611897,0.289801,0.0983019
18,114,N,0.81264,0.154731,0.0326292,0.00699181,0.399623,0.362741,0.237636,0.815586,0.149624,0.0347892
18,137,N,0.818739,0.14776,0.0335013,0.0210639,0.399623,0.362741,0.237636,0.826317,0.144353,0.0293302
18,142,N,0.761486,0.176931,0.0615836,0.0138809,0.399623,0.362741,0.237636,0.808105,0.137624,0.0542712
18,144,N,0.786224,0.169668,0.0441088,0.0157012,0.399623,0.362741,0.237636,0.817088,0.146168,0.0367434
18,147,N,0.668957,0.218542,0.112501,0.0107538,0.399623,0.362741,0.237636,0.660658,0.230295,0.109046
18,148,N,0.823441,0.142473,0.0340858,0.0277616,0.399623,0.362741,0.237636,0.821434,0.142467,0.0360985
18,161,N,0.724699,0.197098,0.0782024,0.0113696,0.399623,0.362741,0.237636,0.720118,0.217257,0.0626251
18,169,N,0.62043,0.281886,0.0976843,0.00677175,0.399623,0.362741,0.237636,0.676622,0.245853,0.0775251
18,170,N,0.819553,0.144147,0.0362999,0.0431244,0.399623,0.362741,0.237636,0.786841,0.166224,0.0469352
18,174,N,0.75995,0.175995,0.0640554,0.0170314,0.399623,0.362741,0.237636,0.778839,0.160183,0.0609778
18,206,N,0.890194,0.0893583,0.0204474,0.0106181,0.399623,0.362741,0.237636,0.928441,0.0610027,0.0105566
18,207,N,0.656404,0.253977,0.0896189,0.00398997,0.399623,0.362741,0.237636,0.662921,0.256483,0.0805958
18,209,N,0.876788,0.100564,0.0226485,0.0289382,0.399623,0.362741,0.237636,0.90214,0.0803043,0.0175554
18,210,N,0.746826,0.202211,0.0509631,0.00864874,0.399623,0.362741,0.237636,0.743555,0.20706,0.0493849
18,219,N,0.777485,0.172809,0.0497058,0.0197328,0.399623,0.362741,0.237636,0.806901,0.144916,0.0481828
18,237,N,0.737415,0.201501,0.0610833,0.00701549,0.399623,0.362741,0.237636,0.746164,0.189711,0.0641254
18,244,N,0.704903,0.217193,0.0779035,0.00646078,0.399623,0.362741,0.237636,0.719275,0.206899,0.0738266
18,252,N,0.661411,0.267769,0.0708193,0.00219213,0.399623,0.362741,0.237636,0.647743,0.270386,0.0818713
18,257,N,0.728782,0.199776,0.0714419,0.00648629,0.399623,0.362741,0.237636,0.709704,0.211169,0.0791275
18,260,N,0.764439,0.188036,0.0475248,0.0126273,0.399623,0.362741,0.237636,0.802588,0.150124,0.0472887
18,296,N,0.630791,0.248919,0.12029,0.00184957,0.399623,0.362741,0.237636,0.672257,0.231408,0.0963343
18,298,N,0.809587,0.153846,0.0365666,0.0101389,0.399623,0.362741,0.237636,0.839242,0.125518,0.0352402
18,299,N,0.772962,0.15152,0.0755175,0.00817963,0.399623,0.362741,0.237636,0.847681,0.101906,0.0504133
18,301,N,0.891475,0.0920878,0.016437,0.0263419,0.399623,0.362741,0.237636,0.930936,0.0574407,0.0116236
18,311,N,0.596181,0.291238,0.112581,0.00590691,0.399623,0.362741,0.237636,0.657557,0.235346,0.107096
18,313,N,0.607604,0.281039,0.111357,0.00878156,0.399623,0.362741,0.237636,0.611371,0.285222,0.103407
18,318,N,0.742914,0.179709,0.0773765,0.00511541,0.399623,0.362741,0.237636,0.802707,0.137587,0.0597055
18,324,N,0.645401,0.237108,0.117491,0.0049374,0.399623,0.362741,0.237636,0.660718,0.234337,0.104945
18,332,N,0.889014,0.0878056,0.0231807,0.0165792,0.399623,0.362741,0.237636,0.936611,0.0526552,0.0107339
18,342,N,0.681791,0.230036,0.088173,0.002414,0.399623,0.362741,0.237636,0.701057,0.208267,0.0906759
18,356,N,0.867496,0.103164,0.0293402,0.0378561,0.399623,0.362741,0.237636,0.863602,0.110219,0.026179
18,394,N,0.552827,0.287423,0.15975,0.00235039,0.399623,0.362741,0.237636,0.599484,0.268439,0.132077
18,395,N,0.593367,0.282458,0.124175,0.00188265,0.399623,0.362741,0.237636,0.651251,0.245086,0.103663
18,400,N,0.714786,0.206926,0.0782877,0.0101987,0.399623,0.362741,0.237636,0.728722,0.193073,0.0782054
18,433,N,0.716499,0.198305,0.0851966,0.00494402,0.399623,0.362741,0.237636,0.711026,0.210843,0.0781315
18,437,N,0.625612,0.274458,0.09993,0.00763889,0.399623,0.362741,0.237636,0.564883,0.328526,0.106592
18,476,N,0.887353,0.094949,0.017698,0.0198785,0.399623,0.362741,0.237636,0.925527,0.0628801,0.0115931
18,492,N,0.817041,0.151519,0.0314399,0.0486364,0.399623,0.362741,0.237636,0.832903,0.141362,0.0257346
18,509,N,0.785964,0.173816,0.0402201,0.02663,0.399623,0.362741,0.237636,0.821422,0.143741,0.0348367
18,552,N,0.857712,0.117814,0.0244735,0.072252,0.399623,0.362741,0.237636,0.852689,0.117097,0.0302147
18,556,N,0.848621,0.116552,0.0348276,0.0146109,0.399623,0.362741,0.237636,0.883212,0.0877265,0.0290619
18,560,N,0.762631,0.178507,0.0588612,0.0189961,0.399623,0.362741,0.237636,0.745629,0.195362,0.0590094
18,593,N,0.572906,0.322836,0.104258,0.00463693,0.399623,0.362741,0.237636,0.602387,0.319511,0.0781021
18,610,N,0.744806,0.187535,0.0676586,0,0.399623,0.362741,0.237636,0.870311,0.0997906,0.0298981
18,635,N,0.773794,0.157811,0.0683945,0.00757359,0.399623,0.362741,0.237636,0.801802,0.130691,0.067506
18,647,N,0.864512,0.110006,0.0254817,0.0180043,0.399623,0.362741,0.237636,0.893244,0.0817401,0.0250158
21,9,N,0.548332,0.305096,0.146572,0.00496602,0.248574,0.326452,0.424975,0.524313,0.29876,0.176927
21,13,N,0.634902,0.247915,0.117183,0.0145268,0.248574,0.326452,0.424975,0.642994,0.253044,0.103962
21,17,N,0.731137,0.188671,0.0801925,0.0144417,0.248574,0.326452,0.424975,0.753543,0.191259,0.0551978
21,20,N,0.61352,0.258812,0.127668,0.0114558,0.248574,0.326452,0.424975,0.637257,0.256757,0.105986
21,23,N,0.412592,0.326942,0.260467,0.00508744,0.248574,0.326452,0.424975,0.50571,0.314624,0.179665
21,30,N,0.564468,0.296824,0.138708,0.0107411,0.248574,0.326452,0.424975,0.632537,0.266469,0.100994
21,35,N,0.807136,0.119854,0.0730101,0.0135379,0.248574,0.326452,0.424975,0.864524,0.10823,0.0272464
21,43,N,0.722104,0.183127,0.0947691,0.0103898,0.248574,0.326452,0.424975,0.790635,0.157654,0.051711
21,53,N,0.823677,0.129378,0.0469449,0.029207,0.248574,0.326452,0.424975,0.85726,0.114379,0.0283616
21,60,N,0.750502,0.188212,0.061286,0.0134633,0.248574,0.326452,0.424975,0.784025,0.17349,0.0424856
21,62,N,0.555635,0.292648,0.151717,0.00536385,0.248574,0.326452,0.424975,0.528693,0.309967,0.161339
21,68,N,0.769826,0.160906,0.0692672,0.015113,0.248574,0.326452,0.424975,0.801171,0.160905,0.0379233
21,71,N,0.583896,0.296146,0.119958,0.0181095,0.248574,0.326452,0.424975,0.617234,0.283263,0.0995036
21,72,N,0.64371,0.261207,0.095083,0.0364669,0.248574,0.326452,0.424975,0.597152,0.287737,0.11511
21,74,N,0.744776,0.181599,0.0736243,0.0147661,0.248574,0.326452,0.424975,0.763234,0.182617,0.0541493
21,96,N,0.596974,0.261577,0.141449,0.0293725,0.248574,0.326452,0.424975,0.599272,0.271115,0.129613
21,97,N,0.824277,0.126259,0.0494643,0.0162207,0.248574,0.326452,0.424975,0.866177,0.109241,0.0245815
21,105,N,0.692286,0.20123,0.106484,0.0262179,0.248574,0.326452,0.424975,0.707709,0.218851,0.0734395
21,115,N,0.65285,0.230481,0.116668,0.0386181,0.248574,0.326452,0.424975,0.699286,0.214744,0.08597
21,131,N,0.748594,0.183266,0.0681392,0.0176223,0.248574,0.326452,0.424975,0.792509,0.162287,0.0452036
21,137,N,0.760286,0.152011,0.0877031,0.040261,0.248574,0.326452,0.424975,0.814326,0.143755,0.0419188
21,158,N,0.572169,0.261249,0.166582,0.0156969,0.248574,0.326452,0.424975,0.572825,0.25938,0.167794
21,159,N,0.702784,0.220006,0.0772101,0.081708,0.248574,0.326452,0.424975,0.707084,0.224249,0.0686661
21,172,N,0.50046,0.319497,0.180043,0.00730742,0.248574,0.326452,0.424975,0.570394,0.29613,0.133476
21,175,N,0.634675,0.251948,0.113377,0.00297812,0.248574,0.326452,0.424975,0.66764,0.243386,0.0889731
21,178,N,0.712906,0.215728,0.0713659,0.040669,0.248574,0.326452,0.424975,0.698738,0.228791,0.0724713
21,191,N,0.706981,0.204212,0.0888069,0.0236379,0.248574,0.326452,0.424975,0.712091,0.208244,0.0796641
21,206,N,0.750198,0.188739,0.0610626,0.0225753,0.248574,0.326452,0.424975,0.752062,0.19944,0.0484974
21,212,N,0.636209,0.239017,0.124774,0.0109127,0.248574,0.326452,0.424975,0.67178,0.230419,0.0978008
21,217,N,0.725094,0.210187,0.0647191,0.0203992,0.248574,0.326452,0.424975,0.715687,0.220121,0.0641922
21,219,N,0.741564,0.180635,0.0778011,0.0269875,0.248574,0.326452,0.424975,0.769604,0.17937,0.0510259
21,242,N,0.841443,0.117526,0.0410312,0.0123132,0.248574,0.326452,0.424975,0.839155,0.127265,0.0335796
21,244,N,0.727705,0.194628,0.0776669,0.0249925,0.248574,0.326452,0.424975,0.705221,0.230571,0.0642073
21,264,N,0.838327,0.125495,0.0361786,0.0131102,0.248574,0.326452,0.424975,0.824269,0.144752,0.0309791
21,289,N,0.765676,0.1734,0.0609244,0.0400248,0.248574,0.326452,0.424975,0.77467,0.175397,0.0499322
21,301,N,0.55102,0.304786,0.144193,0.0118833,0.248574,0.326452,0.424975,0.564531,0.292192,0.143277
21,308,N,0.567297,0.288976,0.143727,0.00567608,0.248574,0.326452,0.424975,0.644042,0.252954,0.103003
21,329,N,0.804558,0.131635,0.063807,0.0296566,0.248574,0.326452,0.424975,0.825159,0.140908,0.0339334
21,334,N,0.698682,0.214394,0.0869235,0.0130065,0.248574,0.326452,0.424975,0.663467,0.244642,0.0918903
21,347,N,0.77555,0.142579,0.0818713,0.0355848,0.248574,0.326452,0.424975,0.788448,0.163376,0.0481765
21,356,N,0.574372,0.263288,0.16234,0.00287592,0.248574,0.326452,0.424975,0.538732,0.294056,0.167211
21,390,N,0.634879,0.274373,0.0907478,0.0182367,0.248574,0.326452,0.424975,0.659048,0.265876,0.0750756
21,398,N,0.800531,0.149602,0.0498674,0.0177176,0.248574,0.326452,0.424975,0.835636,0.132143,0.0322207
21,492,N,0.716525,0.207097,0.0763771,0.0164618,0.248574,0.326452,0.424975,0.758203,0.180542,0.0612546
21,501,N,0.71715,0.19773,0.0851198,0.0197775,0.248574,0.326452,0.424975,0.733336,0.203655,0.0630095
21,540,N,0.723179,0.186874,0.0899471,0.0188867,0.248574,0.326452,0.424975,0.763709,0.175712,0.0605794
21,556,N,0.762119,0.16904,0.0688406,0.0227106,0.248574,0.326452,0.424975,0.794313,0.157753,0.0479333
21,564,N,0.820157,0.12466,0.0551823,0.0145111,0.248574,0.326452,0.424975,0.865444,0.11207,0.022485
21,576,N,0.822735,0.12637,0.0508944,0.0154528,0.248574,0.326452,0.424975,0.852071,0.118704,0.0292249
21,580,N,0.876525,0.0870351,0.0364403,0.0139569,0.248574,0.326452,0.424975,0.8938,0.0889773,0.017223
21,599,N,0.786954,0.147043,0.0660033,0.0106104,0.248574,0.326452,0.424975,0.83729,0.130361,0.0323489
21,607,N,0.776439,0.167485,0.0560762,0.03015,0.248574,0.326452,0.424975,0.780642,0.175948,0.0434102
21,610,N,0.836818,0.120284,0.0428983,0.0346828,0.248574,0.326452,0.424975,0.851524,0.121938,0.0265382
21,614,N,0.7363,0.1863,0.0774005,0.00893582,0.248574,0.326452,0.424975,0.755698,0.180304,0.0639977
29,0,N,0.586708,0.292474,0.120819,0.0175135,0.262337,0.430428,0.307235,0.619198,0.261924,0.118878
29,4,N,0.698171,0.216939,0.0848893,0.0242299,0.262337,0.430428,0.307235,0.704447,0.217413,0.0781401
29,6,N,0.661652,0.250531,0.0878168,0.0216,0.262337,0.430428,0.307235,0.632191,0.257937,0.109872
29,17,N,0.695063,0.221975,0.0829624,0.0209984,0.262337,0.430428,0.307235,0.727716,0.202591,0.0696931
29,24,N,0.580287,0.293614,0.126099,0.0228352,0.262337,0.430428,0.307235,0.579677,0.291439,0.128884
29,44,N,0.626333,0.271173,0.102494,0.0401927,0.262337,0.430428,0.307235,0.655622,0.258501,0.0858776
29,59,N,0.694029,0.218074,0.0878971,0.0274137,0.262337,0.430428,0.307235,0.737608,0.197832,0.0645598
29,62,N,0.559415,0.332416,0.108169,0.0203841,0.262337,0.430428,0.307235,0.619953,0.276212,0.103835
29,71,N,0.74086,0.19592,0.0632196,0.0246257,0.262337,0.430428,0.307235,0.743071,0.18984,0.067089
29,73,N,0.67765,0.240847,0.0815027,0.0266501,0.262337,0.430428,0.307235,0.680763,0.230538,0.0886995
29,115,N,0.65417,0.243211,0.10262,0.0104637,0.262337,0.430428,0.307235,0.636606,0.263733,0.0996605
29,158,N,0.548442,0.327628,0.12393,0.0135089,0.262337,0.430428,0.307235,0.548253,0.305647,0.146099
29,170,N,0.576155,0.297768,0.126077,0.0229533,0.262337,0.430428,0.307235,0.607065,0.276725,0.11621
29,172,N,0.693074,0.228459,0.0784669,0.0402607,0.262337,0.430428,0.307235,0.7694,0.182418,0.0481813
29,217,N,0.760179,0.177305,0.0625164,0.0548659,0.262337,0.430428,0.307235,0.764764,0.186947,0.0482892
29,237,N,0.572889,0.320334,0.106778,0.0114331,0.262337,0.430428,0.307235,0.555323,0.320538,0.124138
29,242,N,0.462199,0.355061,0.18274,0.00934449,0.262337,0.430428,0.307235,0.45181,0.335223,0.212967
29,250,N,0.732293,0.195507,0.0722003,0.0211516,0.262337,0.430428,0.307235,0.748989,0.191116,0.0598957
29,252,N,0.711075,0.217228,0.0716961,0.0326087,0.262337,0.430428,0.307235,0.71627,0.216359,0.0673706
29,263,N,0.505699,0.359856,0.134445,0.0190476,0.262337,0.430428,0.307235,0.503353,0.343422,0.153225
29,264,N,0.684225,0.22244,0.0933352,0.01784,0.262337,0.430428,0.307235,0.653568,0.242163,0.104269
29,289,N,0.660714,0.249424,0.0898618,0.0212366,0.262337,0.430428,0.307235,0.636957,0.271532,0.0915101
29,299,N,0.601792,0.283393,0.114815,0.0350473,0.262337,0.430428,0.307235,0.642117,0.242998,0.114885
29,305,N,0.579663,0.281808,0.13853,0.0138866,0.262337,0.430428,0.307235,0.561115,0.287745,0.15114
29,326,N,0.63887,0.253979,0.107151,0.0195604,0.262337,0.430428,0.307235,0.623874,0.260537,0.115588
29,334,N,0.655794,0.24148,0.102726,0.0186335,0.262337,0.430428,0.307235,0.616732,0.26004,0.123228
29,356,N,0.569715,0.289415,0.14087,0.0118502,0.262337,0.430428,0.307235,0.560853,0.290428,0.148718
29,391,N,0.76504,0.182098,0.052862,0.0460944,0.262337,0.430428,0.307235,0.764841,0.187798,0.0473609
29,433,N,0.54392,0.31166,0.14442,0.0138718,0.262337,0.430428,0.307235,0.544467,0.304529,0.151004
29,475,N,0.537616,0.339581,0.122802,0.0267958,0.262337,0.430428,0.307235,0.557175,0.302348,0.140477
29,530,N,0.711946,0.219846,0.0682081,0.0262664,0.262337,0.430428,0.307235,0.712487,0.214325,0.0731882
29,534,N,0.532175,0.324422,0.143403,0.00795605,0.262337,0.430428,0.307235,0.554107,0.306135,0.139758
29,540,N,0.473972,0.374298,0.15173,0.0102459,0.262337,0.430428,0.307235,0.535264,0.311961,0.152774
29,564,N,0.65893,0.242785,0.0982846,0.0199763,0.262337,0.430428,0.307235,0.65662,0.241041,0.102339
29,646,N,0.703864,0.213253,0.0828837,0.0274979,0.262337,0.430428,0.307235,0.70717,0.214099,0.0787304
29,740,N,0.674286,0.235429,0.0902857,0.0293955,0.262337,0.430428,0.307235,0.696093,0.220834,0.0830724
29,838,N,0.616736,0.250824,0.13244,0.00480874,0.262337,0.430428,0.307235,0.620398,0.249096,0.130506
29,929,N,0.797793,0.146363,0.0558433,0.0250274,0.262337,0.430428,0.307235,0.775989,0.17439,0.0496207
58,2,N,0.843634,0.107946,0.0484193,0.0503111,0.279683,0.376264,0.344053,0.862683,0.10548,0.0318364
58,4,N,0.823828,0.116987,0.0591852,0.0474447,0.279683,0.376264,0.344053,0.82615,0.116247,0.0576028
58,5,N,0.811411,0.143784,0.0448048,0.0247188,0.279683,0.376264,0.344053,0.836799,0.126705,0.0364957
58,13,N,0.716748,0.212969,0.0702825,0.0216658,0.279683,0.376264,0.344053,0.735971,0.195176,0.0688533
58,27,N,0.702811,0.20417,0.093019,0.0373538,0.279683,0.376264,0.344053,0.718589,0.196733,0.0846779
58,29,N,0.844383,0.111525,0.0440914,0.0478469,0.279683,0.376264,0.344053,0.841429,0.12202,0.0365517
58,30,N,0.681945,0.247811,0.0702441,0.0108736,0.279683,0.376264,0.344053,0.664227,0.254283,0.0814895
58,32,N,0.784775,0.14962,0.0656049,0.035241,0.279683,0.376264,0.344053,0.792408,0.143289,0.0643025
58,40,N,0.73285,0.203792,0.0633575,0.0594461,0.279683,0.376264,0.344053,0.738479,0.204336,0.0571842
58,50,N,0.571935,0.298622,0.129443,0.0239931,0.279683,0.376264,0.344053,0.620326,0.273911,0.105762
58,52,N,0.659547,0.232388,0.108065,0.0508321,0.279683,0.376264,0.344053,0.687851,0.219786,0.0923626
58,59,N,0.824696,0.129383,0.0459214,0.0358525,0.279683,0.376264,0.344053,0.827625,0.123382,0.0489931
58,62,N,0.691081,0.202551,0.106368,0.0183783,0.279683,0.376264,0.344053,0.704495,0.192411,0.103094
58,65,N,0.825247,0.13017,0.0445822,0.023513,0.279683,0.376264,0.344053,0.846757,0.115113,0.0381301
58,66,N,0.73599,0.193047,0.0709636,0.0247716,0.279683,0.376264,0.344053,0.735714,0.207667,0.0566185
58,68,N,0.853561,0.108417,0.0380218,0.0691203,0.279683,0.376264,0.344053,0.836898,0.129329,0.0337728
58,71,N,0.787632,0.15595,0.0564178,0.0661452,0.279683,0.376264,0.344053,0.806034,0.154398,0.0395678
58,74,N,0.647185,0.253674,0.0991409,0.0132738,0.279683,0.376264,0.344053,0.593222,0.296594,0.110184
58,81,N,0.60182,0.284174,0.114007,0.00469536,0.279683,0.376264,0.344053,0.611351,0.278422,0.110226
58,100,N,0.605154,0.268734,0.126113,0.0166573,0.279683,0.376264,0.344053,0.670359,0.244494,0.0851463
58,105,N,0.731893,0.17392,0.0941868,0.0289944,0.279683,0.376264,0.344053,0.76048,0.180893,0.0586262
58,113,N,0.492787,0.22929,0.277923,0.0110054,0.279683,0.376264,0.344053,0.554417,0.229241,0.216342
58,117,N,0.572214,0.24787,0.179916,0.0198753,0.279683,0.376264,0.344053,0.587274,0.249963,0.162763
58,126,N,0.739739,0.194548,0.0657131,0.0704307,0.279683,0.376264,0.344053,0.73683,0.20525,0.0579203
58,142,N,0.557791,0.242945,0.199264,0.009239,0.279683,0.376264,0.344053,0.591804,0.226403,0.181792
58,144,N,0.820696,0.130112,0.0491923,0.0210856,0.279683,0.376264,0.344053,0.824132,0.138882,0.0369857
58,148,N,0.565465,0.287123,0.147412,0.0199275,0.279683,0.376264,0.344053,0.596984,0.287145,0.115871
58,153,N,0.796623,0.151836,0.0515419,0.017316,0.279683,0.376264,0.344053,0.832979,0.129164,0.037857
58,169,N,0.69551,0.187325,0.117166,0.0152004,0.279683,0.376264,0.344053,0.693729,0.192739,0.113532
58,174,N,0.855742,0.101307,0.0429505,0.0455963,0.279683,0.376264,0.344053,0.887087,0.0883959,0.0245171
58,176,N,0.694406,0.227152,0.0784418,0.0141272,0.279683,0.376264,0.344053,0.69245,0.228867,0.0786834
58,191,N,0.776331,0.172876,0.0507928,0.0317064,0.279683,0.376264,0.344053,0.778358,0.173906,0.0477358
58,209,N,0.63443,0.257089,0.10848,0.00796178,0.279683,0.376264,0.344053,0.640331,0.261781,0.0978874
58,212,N,0.712655,0.204068,0.0832768,0.0236099,0.279683,0.376264,0.344053,0.74304,0.187376,0.069584
58,218,N,0.512536,0.329701,0.157763,0.00307633,0.279683,0.376264,0.344053,0.510686,0.327457,0.161856
58,220,N,0.787983,0.153869,0.0581482,0.0135314,0.279683,0.376264,0.344053,0.815929,0.141159,0.0429127
58,221,N,0.618708,0.225535,0.155757,0.00204808,0.279683,0.376264,0.344053,0.651444,0.225985,0.122571
58,226,N,0.779293,0.162859,0.0578472,0.0460887,0.279683,0.376264,0.344053,0.793599,0.15633,0.0500708
58,232,N,0.716541,0.192707,0.0907517,0.0149493,0.279683,0.376264,0.344053,0.713909,0.203898,0.082193
58,242,N,0.733252,0.20735,0.0593979,0.0537662,0.279683,0.376264,0.344053,0.758659,0.189184,0.0521568
58,243,N,0.608504,0.268939,0.122556,0.00558931,0.279683,0.376264,0.344053,0.609281,0.287482,0.103236
58,244,N,0.61428,0.247532,0.138187,0.0068746,0.279683,0.376264,0.344053,0.606759,0.271239,0.122002
