Ant59,Ant540,Ant2,Ant6,Ant24,Ant25,Ant73,Ant148,Ant191,Ant227,Ant237,Ant252,Ant311,Ant534,Ant646,Ant740,Ant954,Ant1,Ant17,Ant27,Ant44,Ant49,Ant51,Ant71,Ant97,Ant115,Ant117,Ant120,Ant153,Ant170,Ant176,Ant242,Ant250,Ant256,Ant262,Ant263,Ant264,Ant298,Ant299,Ant305,Ant332,Ant334,Ant356,Ant391,Ant475,Ant476,Ant502,Ant564,Ant592,Ant593,Ant599,Ant607,Ant638,Ant647,Ant650
3,1,31,3,2,8,3,0,8,2,0,1,4,1,0,6,8,4,4,1,1,1,8,2,2,5,1,1,4,2,7,0,0,6,0,1,2,0,4,6,20,0,3,0,10,8,0,0,4,17,0,3,7,16,11
11,3,0,3,25,18,2,0,8,0,1,0,7,11,12,3,22,1,0,26,11,42,5,9,0,10,17,1,11,9,4,18,5,3,3,2,3,2,21,0,1,19,10,10,13,0,2,14,4,5,7,0,0,8,1
13,9,1,9,14,13,23,3,0,5,4,7,0,4,6,16,7,1,7,40,22,29,4,6,3,4,42,10,9,10,7,40,1,0,2,39,12,6,21,18,4,8,8,28,10,2,0,12,20,9,8,1,3,2,3
3,3,4,10,14,4,15,0,5,5,1,11,4,0,4,2,9,3,2,2,21,3,9,8,2,3,11,2,1,7,4,5,0,8,17,9,9,1,5,4,3,1,11,8,7,3,0,2,9,2,20,1,0,0,1
9,3,3,8,19,4,11,0,0,2,0,12,6,4,0,8,14,1,4,17,15,8,10,7,1,12,18,0,6,1,1,9,6,3,4,5,8,0,7,6,1,19,15,8,9,0,21,9,10,1,6,1,1,0,0
8,11,34,12,1,11,15,5,5,6,6,3,16,2,8,0,3,4,1,2,0,2,11,2,12,1,15,4,2,4,8,2,3,1,4,3,2,4,6,14,22,0,12,7,6,7,3,7,7,5,8,3,4,5,18
6,7,10,16,5,12,4,1,8,8,8,22,7,9,14,3,0,4,3,6,5,1,6,12,7,7,15,7,1,12,10,4,3,1,5,7,2,6,9,3,3,13,7,6,5,5,0,7,12,4,8,6,4,2,7
1,7,4,0,0,6,2,1,2,4,4,1,1,3,1,4,4,0,0,0,0,0,3,1,8,0,14,13,15,6,5,1,0,21,0,3,3,11,3,12,7,0,8,0,2,1,0,3,0,4,11,2,6,0,2
4,14,6,20,6,1,6,1,0,7,4,0,7,2,4,1,3,0,0,0,25,3,17,1,0,7,11,3,3,5,2,11,11,0,1,1,7,2,1,6,0,1,5,5,11,1,18,21,13,0,4,0,0,0,0
39,0,3,2,9,1,13,0,9,2,1,26,40,2,17,2,6,0,0,0,30,33,7,16,0,11,32,0,3,6,9,33,10,1,8,14,11,3,19,5,0,19,22,45,30,0,12,22,4,2,9,0,1,0,1
22,7,0,31,14,6,9,0,2,1,1,11,22,21,15,0,5,0,25,30,0,26,11,4,0,20,14,0,4,30,4,29,13,1,5,7,11,3,13,4,3,10,21,0,12,2,4,47,15,8,13,7,4,1,4
11,0,0,4,18,0,13,0,0,1,1,42,29,3,8,2,1,0,3,33,26,0,5,2,2,6,29,16,0,7,14,9,4,6,5,31,13,3,18,11,1,25,15,43,6,1,2,42,3,6,8,0,0,0,0
5,7,5,8,23,11,6,1,9,1,8,5,4,9,10,11,6,3,17,7,11,5,0,4,3,6,7,6,15,5,12,25,2,6,5,6,2,3,13,2,7,8,14,0,3,3,0,14,16,8,4,5,2,1,3
17,2,3,12,23,4,4,0,2,4,2,9,6,8,7,2,12,1,1,16,4,2,4,0,2,4,13,0,2,9,5,4,5,4,1,17,14,3,17,6,8,9,8,11,6,1,2,7,12,4,3,8,1,7,4
0,5,8,2,3,19,6,0,2,5,2,0,3,2,1,12,7,8,0,0,0,2,3,2,0,0,20,3,6,1,4,1,2,1,2,5,0,14,2,18,11,4,6,0,3,2,0,3,0,4,8,0,9,3,4
15,8,0,8,3,5,8,1,2,2,5,10,4,3,12,1,7,0,7,11,20,6,6,4,0,0,10,0,7,3,2,5,6,1,11,4,13,0,2,2,1,9,1,5,0,1,0,4,6,1,4,1,0,0,1
16,16,2,12,32,18,32,0,0,12,1,17,42,11,18,15,15,14,11,32,14,29,7,13,20,10,0,25,15,22,9,42,13,13,0,25,21,20,18,13,4,23,18,31,20,1,2,24,17,11,29,3,2,5,5
1,10,3,0,0,1,4,2,17,16,1,1,10,2,0,4,7,13,3,0,0,16,6,0,3,0,25,0,9,2,8,3,2,8,0,2,0,35,4,14,1,6,1,9,9,2,1,5,7,1,16,1,10,1,3
3,5,12,4,2,10,4,3,4,5,4,11,9,1,6,2,1,15,3,3,4,0,15,2,6,7,15,9,0,2,16,3,6,12,4,4,11,7,5,5,19,2,7,1,3,2,0,2,8,11,4,8,8,7,2
8,3,5,5,14,3,10,0,2,1,2,9,10,7,1,4,12,6,5,6,30,7,5,9,1,3,22,2,2,0,0,4,1,1,0,3,5,4,5,4,1,5,4,1,6,5,0,4,8,8,6,2,7,1,5
9,10,15,3,2,8,2,1,4,8,7,4,7,4,1,8,10,5,2,9,4,14,12,5,4,2,9,8,16,0,0,3,0,11,14,3,3,6,8,8,18,1,3,11,14,5,0,0,10,8,7,9,14,2,10
20,3,1,23,23,10,8,0,13,4,0,18,40,5,9,2,4,1,11,33,29,9,25,4,1,5,42,3,3,4,3,0,5,15,0,4,6,4,22,15,1,26,37,8,26,0,7,19,7,2,7,0,2,4,2
3,5,0,4,5,4,5,0,3,1,0,5,1,0,6,3,3,0,11,10,13,4,2,5,2,6,13,2,6,1,0,5,0,4,5,6,10,0,3,3,1,11,1,3,5,0,14,3,3,6,5,0,1,0,0
2,23,5,1,7,7,12,0,12,14,6,3,0,8,3,1,1,21,0,1,1,6,6,4,1,1,13,8,12,1,11,15,4,0,0,0,0,29,4,5,4,2,0,0,2,5,0,15,5,16,4,5,2,9,11
4,0,9,2,3,4,6,0,0,1,0,3,2,17,4,4,5,0,1,8,5,5,5,1,2,11,0,0,4,0,14,0,5,0,0,4,7,2,2,2,2,0,5,3,8,1,0,9,12,4,0,1,3,1,2
10,3,0,0,8,2,12,2,0,10,1,2,39,9,5,3,7,3,1,14,7,31,6,17,5,4,25,2,4,3,3,4,6,0,4,0,13,5,17,4,4,8,13,17,7,1,0,11,17,1,17,0,1,0,2
20,8,1,2,5,8,13,1,7,3,2,3,12,9,8,2,2,3,7,11,11,13,2,14,0,13,21,0,11,5,3,6,10,0,7,13,0,4,19,6,2,5,14,41,1,1,11,11,2,1,24,3,1,1,1
0,27,2,1,0,7,5,1,45,32,0,2,6,1,0,4,6,11,2,3,3,3,3,3,14,0,20,35,7,4,6,4,0,29,2,5,4,0,9,40,8,3,4,2,13,1,2,2,3,1,8,0,24,2,2
17,2,2,13,22,5,15,5,20,2,4,21,21,5,7,6,9,3,1,19,13,18,13,17,2,2,18,4,5,5,8,22,3,4,2,17,19,9,0,27,6,8,22,17,41,0,8,17,6,7,13,1,0,2,1
7,6,6,4,2,28,2,0,37,7,6,0,18,4,6,14,3,12,6,5,4,11,2,6,18,2,13,14,5,4,8,15,3,5,2,4,6,40,27,0,4,2,4,8,11,5,1,10,18,2,4,4,15,9,6
4,15,54,3,0,34,7,2,2,7,20,1,4,3,1,22,3,7,0,0,3,1,7,8,11,1,4,1,19,1,18,1,1,4,2,4,2,8,6,4,0,0,1,0,3,6,0,1,3,6,3,6,57,41,28
13,4,1,14,14,0,4,0,2,2,0,19,8,1,19,0,13,0,1,19,10,25,8,9,4,9,23,6,2,5,1,26,11,2,0,8,5,3,8,2,0,0,10,43,5,0,15,19,7,2,11,0,1,0,0
9,1,1,26,4,30,9,2,1,10,3,10,8,11,15,12,7,8,5,22,21,15,14,8,6,1,18,1,7,4,3,37,1,0,5,13,14,4,22,4,1,10,0,5,11,0,2,23,2,12,7,2,0,6,1
3,0,2,10,3,1,8,0,0,5,0,10,28,8,8,7,6,0,5,45,0,43,0,11,0,5,31,9,1,1,11,8,3,0,3,17,41,2,17,8,0,43,5,0,4,3,33,6,21,5,19,1,0,0,0
7,2,3,14,25,9,25,0,3,4,10,13,10,7,9,6,5,2,11,30,12,6,3,6,3,0,20,9,3,6,14,26,5,2,8,7,1,13,41,11,3,5,11,4,0,2,7,24,11,6,12,3,2,6,1
1,7,7,2,0,4,5,3,6,2,8,0,2,3,0,7,5,1,1,0,2,1,3,1,2,1,1,2,2,5,5,0,0,5,1,1,1,1,0,5,6,0,0,3,2,0,0,0,1,4,0,15,3,5,3
4,6,0,7,0,0,1,0,1,0,0,2,0,0,21,3,0,0,18,12,4,2,0,2,0,0,2,1,0,0,0,7,14,0,0,0,11,2,8,1,0,15,2,33,7,0,0,2,25,1,1,0,0,0,0
14,3,1,14,4,3,23,0,0,1,0,14,12,2,9,7,7,3,21,22,47,42,14,7,3,4,24,5,2,4,0,19,3,15,9,11,11,2,17,10,1,19,23,6,24,0,2,0,7,8,9,0,1,0,4
2,1,2,35,8,9,6,0,18,6,4,4,20,9,10,7,12,0,13,4,15,3,16,12,0,6,17,7,8,8,10,7,3,5,12,17,2,3,6,18,3,7,2,21,11,1,25,7,0,10,11,0,1,2,2
2,9,1,4,9,2,15,0,12,9,17,5,9,2,1,5,4,4,0,2,8,6,8,4,4,1,11,1,11,8,8,2,6,16,4,1,1,1,7,2,6,2,12,5,6,4,1,8,10,0,0,6,5,0,6
12,4,2,3,24,9,11,0,0,5,0,7,8,20,6,8,8,11,4,9,13,8,4,3,8,4,29,16,4,6,7,7,5,4,0,17,24,8,13,4,3,11,7,19,12,0,1,9,11,0,0,1,1,0,2
2,1,17,0,0,7,2,3,5,8,3,0,1,1,1,3,6,2,0,0,7,0,5,8,0,1,3,1,8,2,9,0,0,5,1,0,3,0,1,4,6,0,2,1,3,15,0,0,0,6,1,0,4,7,7
2,9,25,1,0,4,5,7,7,4,7,0,3,0,1,4,4,6,0,1,4,0,2,1,9,0,2,10,8,7,14,2,1,2,3,1,1,24,0,15,57,1,0,0,2,3,0,1,1,5,1,4,0,56,29
4,7,32,1,1,3,5,0,0,2,16,8,2,0,0,5,2,0,0,0,1,0,1,7,3,0,5,1,7,1,2,4,0,9,1,0,1,2,2,9,41,0,6,0,6,5,0,0,2,0,0,7,56,0,29
1,12,46,1,0,11,2,2,1,2,11,1,3,1,0,18,7,2,0,1,4,0,3,4,4,1,5,3,2,5,10,2,0,11,2,2,1,2,1,6,28,0,1,0,1,3,0,4,2,6,2,7,29,29,0
