Ant260,Ant5,Ant52,Ant65,Ant244,Ant540,Ant2,Ant6,Ant7,Ant14,Ant15,Ant19,Ant26,Ant30,Ant38,Ant60,Ant72,Ant76,Ant99,Ant102,Ant148,Ant158,Ant161,Ant191,Ant202,Ant209,Ant227,Ant237,Ant252,Ant268,Ant278,Ant311,Ant329,Ant518,Ant604,Ant673,Ant0,Ant12,Ant20,Ant32,Ant35,Ant40,Ant43,Ant44,Ant50,Ant55,Ant62,Ant63,Ant68,Ant80,Ant91,Ant96,Ant97,Ant98,Ant100,Ant105,Ant109,Ant112,Ant114,Ant126,Ant137,Ant140,Ant142,Ant144,Ant147,Ant169,Ant170,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant207,Ant210,Ant212,Ant215,Ant217,Ant219,Ant220,Ant232,Ant243,Ant256,Ant257,Ant262,Ant264,Ant265,Ant289,Ant294,Ant296,Ant298,Ant299,Ant301,Ant305,Ant313,Ant318,Ant324,Ant332,Ant342,Ant356,Ant394,Ant395,Ant398,Ant400,Ant433,Ant437,Ant458,Ant476,Ant492,Ant502,Ant507,Ant509,Ant527,Ant552,Ant556,Ant560,Ant564,Ant575,Ant580,Ant592,Ant593,Ant599,Ant607,Ant610,Ant621,Ant632,Ant635,Ant638,Ant647,Ant650,Ant665
22,20,9,1,6,0,9,20,8,2,0,1,6,5,18,7,0,14,7,31,36,1,7,21,1,6,3,10,3,6,2,12,1,4,0,4,37,0,1,1,2,3,0,27,3,0,3,3,1,30,0,4,18,16,0,43,1,7,13,1,42,3,5,18,22,18,70,4,20,1,0,8,10,24,9,0,0,0,9,0,10,0,0,9,2,4,2,2,0,6,23,20,16,0,4,15,4,7,5,34,17,8,4,5,10,8,0,24,16,2,1,40,2,29,4,8,0,0,2,42,27,31,0,1,5,0,4,1,0,69,10
8,0,2,0,3,1,13,11,7,0,1,0,2,1,3,5,1,3,5,2,1,1,0,25,0,1,10,1,16,7,10,25,8,8,6,9,0,0,2,0,12,2,4,12,3,11,2,2,2,22,1,3,1,1,9,1,8,16,1,23,3,0,2,0,23,1,8,0,4,5,8,6,1,0,1,6,5,0,1,16,5,0,2,3,2,8,0,3,0,1,8,4,0,13,4,1,4,4,4,1,9,2,14,6,3,0,12,1,0,5,13,2,8,2,5,12,1,14,4,0,7,16,12,0,9,3,1,2,1,9,0
3,2,5,2,7,2,13,1,3,3,6,2,0,17,2,0,0,12,0,1,1,0,0,7,0,15,12,1,2,0,1,5,16,5,1,3,9,0,0,22,0,2,1,18,0,1,0,5,1,2,0,3,2,23,1,2,2,1,1,0,1,1,2,1,1,0,0,1,0,0,0,0,5,4,4,0,0,0,7,0,9,3,0,2,2,1,0,2,0,4,20,0,2,0,5,1,3,0,1,7,1,2,1,1,4,1,3,1,2,1,4,6,0,3,5,7,0,3,9,0,5,0,2,0,14,1,12,1,2,2,0
11,5,3,1,7,0,12,25,0,7,5,1,17,0,7,11,2,2,6,8,0,7,3,7,0,6,15,14,0,6,0,16,8,7,3,15,12,2,6,19,0,2,0,8,0,15,1,0,0,13,5,5,2,15,2,10,4,4,2,4,6,3,12,14,4,0,7,3,4,0,1,0,0,15,30,1,0,0,7,1,13,0,7,4,0,24,9,6,0,1,17,9,7,3,4,10,2,7,12,5,1,6,0,10,6,2,3,6,13,0,1,8,7,7,2,9,0,0,1,21,3,11,1,2,4,2,17,1,3,25,4
12,1,6,1,16,1,5,15,3,10,18,3,2,7,0,2,7,1,21,7,1,2,0,22,0,18,3,12,8,1,7,23,6,9,4,19,16,0,16,2,1,2,0,5,7,3,0,0,1,19,0,8,6,15,6,16,3,18,1,7,14,27,5,15,30,16,14,5,13,3,5,17,3,3,10,0,1,0,15,10,23,5,5,2,2,6,1,0,0,13,1,4,11,2,3,5,7,4,3,15,14,11,0,8,10,4,11,1,6,8,5,14,8,7,3,8,8,24,7,1,20,18,2,0,30,0,0,0,0,10,3
20,15,9,0,5,0,16,8,0,1,7,5,0,11,2,0,0,14,12,13,8,2,19,17,0,5,1,7,3,0,2,14,4,5,0,2,46,0,1,11,0,0,0,17,17,2,1,5,0,16,0,0,15,11,1,22,4,9,9,0,13,6,3,8,3,20,28,2,4,0,0,2,15,18,7,0,2,0,4,2,2,0,0,3,2,3,1,1,0,12,12,2,19,3,1,5,8,19,1,10,2,9,2,10,7,6,1,10,24,0,1,48,4,14,1,8,0,3,1,34,7,8,3,0,4,0,0,1,4,69,5
1,0,1,2,1,15,2,4,11,43,0,1,0,2,7,0,0,1,1,0,0,7,0,7,16,0,17,2,3,12,3,6,17,3,23,4,2,52,83,0,13,3,36,4,0,7,0,1,19,1,12,8,0,0,11,2,9,3,0,24,3,11,0,0,7,2,2,3,0,4,57,18,0,0,4,9,17,31,3,8,23,12,54,5,7,3,5,16,28,8,0,0,0,5,0,4,0,3,2,0,4,0,19,5,4,2,6,0,0,4,18,3,10,3,1,2,34,1,5,0,6,7,22,0,27,49,4,10,0,2,2
20,13,8,0,12,0,13,2,5,4,14,3,12,2,1,14,1,0,5,10,1,1,2,11,0,2,2,7,9,16,1,14,1,15,0,2,39,1,0,11,2,5,0,38,1,7,2,0,1,10,2,0,11,14,1,12,2,1,21,1,7,8,11,30,5,9,8,3,3,1,0,4,2,12,8,1,0,0,4,0,5,0,0,0,4,1,3,1,2,7,16,4,9,4,3,13,4,10,1,5,1,12,1,13,8,8,1,1,9,1,1,30,0,11,6,17,0,9,5,7,15,8,4,0,3,4,2,2,1,11,1
9,3,11,2,4,1,15,3,3,2,7,5,0,6,21,12,1,5,0,19,7,0,3,17,0,12,4,0,5,7,3,14,8,7,1,1,21,0,4,4,0,4,3,8,22,13,8,10,3,4,0,2,3,8,3,10,0,0,4,8,7,2,0,7,6,7,6,0,14,5,0,6,5,12,31,0,0,0,2,3,2,3,6,6,2,4,2,3,0,4,4,1,4,2,5,16,13,8,2,10,4,5,3,7,6,2,0,1,19,4,5,26,2,4,1,5,13,1,4,4,9,15,2,0,1,0,0,3,15,12,13
42,21,15,1,1,1,4,11,1,0,31,2,1,8,7,13,0,10,19,0,4,1,17,22,0,17,10,6,9,3,0,21,1,6,0,3,19,0,0,16,1,0,0,14,13,0,8,9,0,3,0,1,8,17,0,40,5,5,20,3,11,4,7,9,1,12,8,3,9,12,0,9,7,12,11,0,2,0,0,0,1,0,0,5,3,0,1,0,0,5,28,7,21,0,7,16,21,17,6,6,1,3,0,18,23,8,5,23,7,1,0,35,0,19,4,6,0,2,4,4,29,8,0,0,3,0,0,0,0,17,3
2,5,9,0,4,0,4,10,2,2,36,1,1,0,1,8,0,1,7,4,0,1,4,7,0,24,1,4,3,2,1,5,6,2,0,0,33,0,0,17,2,1,5,17,3,0,8,0,0,7,0,12,26,14,0,15,2,0,7,1,22,9,2,8,5,12,33,0,5,0,0,5,12,17,21,2,0,0,7,0,9,2,1,5,0,0,1,0,0,2,11,11,7,1,3,0,0,7,0,6,12,8,1,9,18,5,1,3,13,1,3,33,0,29,2,6,2,4,0,19,6,4,0,0,1,0,11,1,5,25,0
7,1,0,6,4,12,1,2,15,4,1,1,0,7,2,2,7,1,0,1,1,0,0,10,5,3,18,1,7,6,2,2,7,9,3,1,10,6,22,3,12,3,10,3,0,23,1,1,12,1,3,5,1,0,20,1,11,4,0,15,1,6,3,0,4,19,5,10,0,1,6,10,0,5,6,2,4,11,1,9,7,7,28,3,8,4,9,8,3,1,2,0,0,21,6,0,1,0,2,2,2,4,11,5,1,3,16,0,3,2,24,2,8,1,0,3,2,5,27,0,32,5,11,0,26,7,0,9,0,4,1
20,3,6,0,0,0,3,13,1,1,7,0,0,3,0,19,0,2,3,17,4,0,0,7,0,5,3,10,0,0,0,14,4,1,0,0,8,0,1,6,4,10,0,16,0,2,5,1,0,0,0,6,10,7,0,16,3,0,2,0,5,0,8,1,0,1,4,0,3,2,0,2,3,8,18,0,0,0,8,5,3,0,0,2,3,0,0,2,0,0,17,7,7,4,3,4,11,20,1,4,11,3,0,18,9,14,1,6,6,4,1,22,0,9,2,16,0,0,1,3,0,14,0,0,0,0,1,0,0,6,0
19,40,7,16,15,0,10,21,26,10,21,25,7,7,22,17,7,11,17,22,7,10,7,0,0,8,7,22,11,19,11,45,15,10,16,3,17,7,9,8,6,6,4,9,4,51,12,5,8,25,12,3,13,18,23,18,20,10,20,30,11,30,5,25,28,35,21,17,14,20,12,19,11,6,19,6,0,0,9,2,19,0,41,19,28,12,8,19,0,5,11,17,9,15,13,9,10,8,18,10,23,9,21,12,12,20,15,4,16,5,15,21,18,9,12,26,1,31,20,6,29,13,21,2,25,1,7,9,3,20,8
0,0,0,10,1,13,0,1,0,15,1,0,0,0,0,0,16,0,0,0,0,5,0,0,0,0,2,1,0,3,0,1,13,0,8,0,0,15,6,1,4,6,28,0,0,0,0,0,13,3,6,1,0,3,8,0,5,0,0,6,1,1,0,0,1,0,1,1,0,10,47,7,0,0,0,6,7,3,0,6,16,8,1,0,6,5,0,1,4,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,0,2,4,0,0,0,16,0,0,0,0,0,12,1,0,0,0,0,5,0,1,28,0,0,0,1,2
14,31,2,1,12,0,8,21,3,1,6,1,15,6,18,5,0,2,12,17,24,3,5,8,0,0,2,12,16,0,0,6,0,0,0,18,29,0,0,14,4,5,0,20,14,0,29,15,0,12,0,3,9,27,0,26,0,5,2,5,15,4,6,5,5,6,13,5,31,0,0,11,17,9,8,0,0,0,15,0,1,2,1,8,5,0,4,0,0,3,13,3,35,0,6,24,3,4,2,27,10,10,0,15,8,3,1,8,27,1,0,14,2,13,16,3,2,2,6,8,4,6,0,21,7,0,10,6,3,37,13
3,6,0,0,2,0,6,8,13,3,3,10,12,15,3,1,17,2,4,10,1,18,3,7,2,2,0,1,11,1,0,11,14,5,0,15,0,0,11,15,4,10,7,11,0,9,1,0,9,2,1,28,0,2,13,2,7,11,1,13,0,0,7,9,4,1,0,2,4,8,11,13,11,9,1,10,1,0,3,5,12,10,14,0,3,10,0,4,6,2,4,0,0,0,9,1,9,2,8,0,7,15,18,1,1,8,1,0,1,3,15,1,8,2,3,1,16,12,0,0,18,0,2,3,6,1,16,0,0,1,0
8,11,5,1,14,0,7,4,1,6,10,1,1,14,12,7,2,7,0,6,4,1,10,22,1,12,1,0,1,0,0,8,4,1,0,3,5,0,2,10,11,1,2,19,0,9,0,0,0,14,3,2,8,8,3,4,1,7,12,7,8,7,4,22,2,7,1,1,14,1,0,14,2,6,15,1,0,0,13,2,0,0,2,13,2,1,3,11,0,2,11,8,7,0,0,2,3,3,1,3,0,6,2,21,15,14,0,8,8,2,2,27,5,11,2,18,1,6,13,6,14,1,1,0,14,1,5,2,2,7,15
3,15,2,4,0,0,19,8,8,4,3,16,2,0,8,3,3,9,5,9,3,7,0,11,0,16,11,1,0,1,0,19,17,10,3,10,7,0,5,2,0,1,2,9,3,2,4,6,0,28,0,9,3,6,7,5,1,14,3,12,8,1,2,7,6,1,6,1,9,4,2,6,6,7,23,0,3,0,11,7,12,0,2,5,3,10,12,2,0,2,11,8,6,6,8,13,5,17,1,10,9,6,8,4,13,7,2,0,9,2,3,12,7,5,24,5,6,9,1,1,14,15,12,0,3,0,0,1,0,6,3
4,1,1,12,2,0,1,1,20,15,6,7,0,6,1,0,12,16,7,3,2,6,0,19,3,0,1,0,1,0,10,25,21,11,25,0,0,0,18,2,12,11,14,6,0,24,0,0,2,7,3,0,1,5,0,1,6,1,3,14,5,7,0,1,0,2,0,2,0,2,10,27,0,0,14,1,7,3,1,4,10,0,20,3,5,2,17,11,0,1,0,0,3,17,6,4,0,5,4,1,15,3,18,0,0,3,14,1,1,9,5,1,3,1,1,3,6,8,15,0,7,3,21,0,8,15,0,8,0,0,1
2,4,0,3,0,0,1,4,3,3,2,10,1,0,7,2,3,1,3,0,1,2,0,11,0,0,0,0,0,10,0,6,0,1,2,0,0,0,1,0,3,0,2,2,0,2,0,0,0,1,0,8,1,1,5,0,3,11,0,1,3,1,6,1,15,13,0,9,2,0,4,13,1,4,1,3,0,0,3,4,1,4,4,1,5,1,1,8,6,1,9,0,3,5,2,0,9,0,1,0,0,2,0,2,0,1,0,1,1,4,8,6,4,0,1,1,4,11,5,0,7,1,1,3,2,0,0,1,0,0,1
14,30,5,7,2,1,13,19,11,2,12,25,5,16,23,14,6,14,14,21,5,2,14,45,1,6,11,8,19,25,6,0,14,14,5,1,19,0,0,11,8,5,2,28,7,15,5,3,0,21,0,6,14,5,3,20,7,14,28,10,12,5,3,12,15,18,16,13,19,9,13,17,10,13,12,4,2,0,23,4,13,0,5,23,4,2,9,5,0,12,40,13,9,23,13,9,9,17,2,13,18,3,5,6,18,10,9,9,6,7,4,21,7,11,11,10,0,11,12,8,21,16,10,0,21,2,3,10,2,57,12
4,1,3,17,4,6,6,3,10,15,1,8,16,8,6,4,17,1,8,1,6,7,4,15,13,0,14,4,17,21,0,14,0,10,47,0,4,15,13,1,6,7,7,8,3,24,0,0,8,4,24,4,11,1,15,1,10,8,2,17,3,11,5,4,5,0,4,4,1,8,22,42,1,1,8,7,6,4,2,47,27,3,8,8,3,16,16,23,32,12,5,1,5,10,10,2,3,0,4,2,10,8,40,4,8,17,21,2,5,21,22,1,4,6,8,4,12,5,5,0,9,14,30,0,15,6,1,5,0,4,1
4,0,0,5,4,1,2,7,2,15,4,8,5,7,9,5,3,15,7,6,2,9,1,10,0,0,5,1,10,11,1,14,10,0,12,1,2,3,4,10,0,4,0,25,0,7,4,0,9,0,5,0,2,1,9,2,10,5,2,30,6,4,2,1,2,1,1,8,1,15,4,15,2,7,4,14,1,0,7,2,25,0,16,6,4,7,12,1,0,8,2,5,5,10,8,4,2,1,1,6,23,7,1,11,22,2,7,0,8,3,4,12,3,5,3,3,1,2,7,0,10,17,9,0,10,1,0,7,2,4,7
3,0,1,3,1,1,5,2,2,18,0,6,1,3,4,0,23,0,1,0,0,3,0,16,8,0,0,0,3,25,2,5,47,12,0,1,1,17,16,1,42,8,9,1,2,10,1,0,5,1,2,0,0,0,6,1,15,3,0,18,2,6,1,1,2,0,1,11,0,15,29,37,0,3,4,22,15,0,3,9,13,0,27,1,3,5,8,33,23,1,0,1,1,4,0,0,0,1,1,0,12,5,22,11,2,5,24,0,0,6,4,7,9,3,0,1,27,2,11,0,10,3,32,0,15,30,0,3,0,0,1
16,8,5,0,2,2,3,10,2,0,4,9,3,15,19,2,4,2,1,3,0,1,0,3,0,18,15,3,10,0,0,1,0,1,1,0,1,0,1,14,1,0,1,23,21,1,17,44,0,3,1,1,1,16,1,2,2,0,1,4,4,1,24,1,9,4,8,0,9,2,0,1,7,2,2,0,1,0,6,0,1,0,1,5,0,1,0,0,1,4,11,2,5,1,0,15,4,18,8,2,0,14,2,22,2,0,1,1,1,0,1,14,2,15,4,1,1,0,3,1,12,2,0,3,1,0,7,0,27,4,9
33,7,12,1,1,0,15,33,0,1,37,0,9,12,16,46,2,39,21,19,33,10,8,17,0,29,0,5,7,0,0,19,4,2,1,1,0,0,1,26,2,1,2,46,28,3,17,7,0,8,1,7,56,41,3,102,4,5,18,5,38,3,8,51,7,13,78,2,21,17,0,7,6,15,13,0,0,1,16,0,9,3,1,6,4,0,4,6,0,4,52,11,27,2,3,27,5,20,1,48,9,23,0,24,30,6,0,11,52,2,4,98,2,82,1,13,3,2,4,223,48,12,0,0,11,0,0,0,0,187,15
2,0,0,0,1,235,0,0,0,20,0,0,0,2,0,0,52,1,0,0,0,6,0,7,15,0,0,0,0,0,0,0,15,3,17,0,0,0,5,0,0,10,12,0,0,7,0,0,2,0,0,0,0,0,4,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,5,1,35,0,16,0,17,4,0,2,2,0,11,46,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,2,0,0,1,0,3,0,0,0,0,2,2,0,0,1,0,13,0,0,64,0,0,0,0,0
3,0,0,2,2,17,2,11,3,33,1,2,0,6,16,1,83,0,4,0,0,22,1,9,6,0,11,2,5,18,1,0,13,4,16,1,1,5,0,0,12,9,40,0,0,7,1,0,30,2,4,9,0,5,20,1,4,4,1,9,0,6,0,4,3,2,0,7,3,9,26,13,0,1,1,23,19,11,0,22,20,9,3,3,7,4,10,22,16,6,18,0,0,15,2,0,2,5,1,0,2,0,9,9,0,3,13,0,1,2,42,6,7,0,4,10,19,2,5,0,20,7,9,0,11,17,8,1,0,3,4
11,4,13,0,11,0,12,16,1,1,1,0,22,19,2,11,0,11,4,16,17,3,6,8,1,14,15,10,2,2,0,11,1,10,1,14,26,0,0,0,5,1,0,25,6,5,24,7,2,4,1,0,10,32,0,9,6,7,12,0,20,0,10,9,0,1,6,0,22,0,0,0,2,0,15,0,0,0,8,0,6,0,1,5,0,3,0,3,0,4,18,12,26,2,6,23,8,10,11,21,4,10,3,3,10,12,2,6,4,3,0,24,0,16,3,2,0,0,1,12,13,11,3,2,5,0,13,2,4,10,18
1,3,0,1,1,0,0,3,4,10,2,12,0,0,1,0,13,2,0,1,2,12,4,6,4,4,4,11,0,12,3,8,6,0,42,1,2,0,12,5,0,3,10,2,0,15,0,1,6,2,0,1,1,1,2,2,14,12,0,9,1,6,3,7,7,7,0,2,0,4,12,28,2,2,6,1,4,1,2,3,4,0,3,0,2,5,1,11,11,2,1,3,0,6,0,0,0,0,4,1,10,1,0,3,4,0,4,0,1,1,8,4,3,1,2,4,14,4,8,0,9,4,11,0,5,4,1,2,0,6,0
5,1,4,0,10,1,12,0,10,2,3,2,2,2,2,0,3,5,4,0,1,3,10,6,6,5,10,1,1,11,0,5,7,4,8,0,1,10,9,1,3,0,12,6,1,5,6,0,9,3,5,13,0,2,2,5,0,3,0,5,3,1,3,18,1,0,1,4,4,10,6,15,12,3,6,8,1,1,2,10,10,2,2,11,2,5,3,2,2,6,5,1,2,3,15,0,6,0,4,1,4,3,9,3,6,0,7,16,1,8,8,3,3,5,10,0,9,0,5,2,3,4,5,23,1,2,10,1,2,11,1
1,2,0,1,2,10,2,1,3,23,0,4,1,0,0,0,36,0,3,0,5,10,0,4,28,0,7,2,2,14,2,2,7,0,9,1,2,12,40,0,10,12,0,0,0,6,0,2,13,2,8,11,0,0,15,0,7,3,0,18,0,2,0,0,3,0,0,24,0,14,30,22,0,0,5,19,22,18,2,22,21,16,10,3,8,9,0,6,3,0,0,0,0,1,2,0,1,0,0,0,1,1,19,4,0,3,8,1,0,5,57,3,5,0,1,1,38,3,8,0,1,1,10,0,3,20,5,1,0,0,3
11,15,15,1,12,1,18,29,10,0,27,12,18,8,5,17,4,38,8,14,17,3,16,9,0,20,11,19,9,6,2,28,8,25,1,23,46,0,0,25,2,6,0,0,10,12,4,17,5,13,6,3,37,38,1,51,9,7,10,1,29,23,46,19,2,5,11,3,14,0,1,12,10,32,30,0,1,0,8,3,3,0,7,7,1,6,6,7,0,26,48,13,24,37,5,10,10,14,8,22,12,11,2,32,13,18,8,14,31,5,7,40,7,32,15,33,5,1,5,8,23,4,6,2,4,0,25,4,17,23,10
7,12,19,0,2,0,3,10,0,0,3,3,0,0,7,17,0,1,22,13,3,0,0,4,0,14,0,0,3,0,0,7,3,0,2,21,28,0,0,6,0,1,0,10,0,2,10,13,0,8,0,2,3,9,0,34,0,0,6,1,6,0,7,2,1,0,11,0,19,1,0,6,24,8,7,0,0,0,4,0,2,0,0,4,0,0,2,2,0,4,14,10,32,0,0,19,1,36,7,13,4,3,0,5,5,4,0,24,10,2,1,14,0,11,9,0,0,3,0,8,2,6,0,2,7,0,11,0,13,13,9
17,0,1,2,20,0,17,8,2,14,0,11,1,15,3,2,7,7,13,0,0,23,2,51,0,0,9,9,2,24,2,15,24,7,10,1,3,7,7,5,15,5,6,12,2,0,4,0,3,2,6,3,4,4,7,9,10,7,2,6,2,3,7,8,15,9,10,3,7,3,5,38,0,9,7,6,1,0,10,6,15,5,11,9,5,7,10,12,11,6,5,24,7,16,8,8,3,4,12,0,4,6,7,2,4,2,20,0,2,5,8,19,8,0,3,4,3,8,13,0,13,8,3,0,10,3,1,1,0,2,2
3,11,7,0,8,0,2,13,0,0,3,2,0,1,0,1,0,2,8,8,8,1,5,12,0,29,1,0,4,0,0,5,0,4,1,17,17,0,1,24,0,6,0,4,10,4,0,21,0,0,1,6,6,30,0,8,1,0,5,0,9,0,2,1,2,4,6,0,23,0,0,0,19,4,7,0,0,0,5,1,0,0,0,5,1,0,0,1,0,5,15,5,29,0,1,7,4,30,4,4,3,2,0,2,2,6,0,22,3,0,3,4,1,11,3,1,0,0,0,5,1,3,0,12,0,0,6,0,3,14,8
13,4,10,0,2,0,1,3,0,0,3,2,5,0,0,5,1,0,10,9,0,1,1,5,0,15,0,0,6,0,0,3,0,0,0,44,7,0,0,7,1,0,2,17,13,0,21,0,0,3,0,4,2,23,1,6,0,0,1,1,1,0,0,3,0,3,6,0,9,0,1,3,7,1,3,0,0,0,2,0,1,0,0,3,1,0,0,0,0,3,4,6,24,0,0,1,1,5,4,10,0,9,0,1,2,0,0,1,0,1,0,8,0,2,4,1,0,0,1,4,0,2,0,5,2,0,0,0,0,1,5
