Ant4,Ant57,Ant260,Ant5,Ant52,Ant59,Ant65,Ant244,Ant540,Ant929,Ant2,Ant6,Ant24,Ant25,Ant26,Ant30,Ant38,Ant73,Ant74,Ant99,Ant102,Ant148,Ant158,Ant191,Ant196,Ant202,Ant209,Ant245,Ant268,Ant278,Ant308,Ant604,Ant620,Ant646,Ant673,Ant838,Ant1,Ant12,Ant13,Ant20,Ant27,Ant28,Ant29,Ant32,Ant40,Ant42,Ant43,Ant44,Ant50,Ant55,Ant62,Ant66,Ant68,Ant70,Ant71,Ant80,Ant81,Ant82,Ant85,Ant91,Ant96,Ant97,Ant100,Ant105,Ant111,Ant112,Ant113,Ant114,Ant117,Ant126,Ant135,Ant137,Ant139,Ant142,Ant144,Ant147,Ant149,Ant153,Ant156,Ant159,Ant169,Ant170,Ant173,Ant174,Ant176,Ant178,Ant186,Ant195,Ant198,Ant207,Ant212,Ant217,Ant218,Ant219,Ant220,Ant221,Ant226,Ant229,Ant232,Ant238,Ant242,Ant243,Ant250,Ant255,Ant256,Ant257,Ant261,Ant263,Ant265,Ant294,Ant299,Ant301,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant356,Ant376,Ant387,Ant390,Ant391,Ant394,Ant395,Ant398,Ant433,Ant437,Ant475,Ant492,Ant501,Ant527,Ant549,Ant552,Ant556,Ant575,Ant580,Ant592,Ant593,Ant600,Ant607,Ant610,Ant614,Ant621,Ant632,Ant635,Ant638,Ant650,Ant663,Ant665
0,3,40,9,8,4,3,7,7,1,0,0,0,0,0,0,0,2,11,1,0,0,0,7,0,0,0,0,9,1,0,0,0,29,3,0,0,1,1,0,2,0,9,0,0,0,3,1,11,0,60,2,20,0,17,0,0,3,1,35,4,0,0,3,0,0,0,0,4,17,0,0,2,1,5,4,0,0,0,21,0,3,4,7,0,0,0,0,0,0,0,0,0,6,24,0,16,0,12,0,5,0,0,0,0,0,8,0,0,0,0,1,12,0,0,0,0,0,0,12,7,12,0,1,18,2,1,33,0,0,0,7,0,0,7,3,0,1,0,0,0,3,0,0,0,1,0,4,8,0,0,0
3,0,0,1,2,0,0,2,0,9,0,22,0,4,8,3,16,3,14,5,6,5,8,4,15,4,9,13,4,10,9,16,5,0,4,1,4,8,4,8,3,5,0,0,1,0,5,2,3,10,0,3,0,8,0,8,5,12,0,0,19,22,0,0,40,2,1,9,4,0,34,19,6,1,2,4,10,0,2,1,4,4,22,0,1,0,10,7,19,26,2,4,3,9,0,3,0,3,13,13,2,3,4,0,5,9,0,1,15,2,7,0,0,17,14,16,0,2,4,1,5,0,0,8,0,4,3,6,0,2,4,1,0,2,11,7,10,0,7,6,2,7,0,1,1,9,13,0,2,28,7,7
40,0,0,0,0,13,3,14,5,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,31,0,0,0,0,1,8,14,1,8,0,0,0,7,0,34,0,39,0,0,0,21,0,0,0,0,7,2,0,2,0,0,0,4,2,0,5,0,1,0,25,6,5,0,0,0,32,0,3,10,9,0,0,0,0,0,0,0,0,0,0,27,0,1,0,11,0,1,0,0,0,0,0,18,0,0,3,0,3,10,0,0,0,0,0,0,0,0,4,0,3,32,0,0,5,0,0,0,25,0,1,0,0,0,27,0,1,0,0,0,0,0,0,0,3,9,0,0,0
9,1,0,0,7,18,14,8,15,0,8,0,0,3,0,10,0,0,9,1,0,2,1,8,0,0,16,4,1,0,0,0,2,0,3,1,0,1,3,2,7,0,3,19,2,0,10,0,4,3,8,3,18,0,7,0,0,0,0,10,0,0,36,5,3,0,0,4,3,7,0,2,1,0,4,3,1,5,0,0,2,0,0,4,13,0,0,0,0,4,6,0,8,0,8,4,1,0,4,1,2,13,0,6,0,0,1,0,1,12,0,0,33,0,0,0,13,2,0,16,2,1,6,0,0,1,0,1,0,2,0,2,0,0,2,6,2,0,15,0,0,0,9,4,4,2,4,35,3,2,0,0
8,2,0,7,0,1,5,4,2,14,0,0,0,0,1,3,1,0,28,0,0,0,2,4,0,0,3,0,2,7,15,1,0,0,7,3,0,5,12,3,12,3,0,0,11,0,5,1,11,0,1,10,2,0,7,0,11,2,0,23,1,0,9,0,1,0,2,5,5,9,0,2,2,2,1,5,2,3,0,4,0,1,0,3,6,0,0,1,0,3,8,0,4,0,8,1,1,0,4,2,8,4,0,0,0,0,0,5,1,2,0,0,14,0,0,0,6,0,0,1,5,6,0,0,0,0,0,0,0,4,0,2,0,5,3,3,1,1,2,0,1,0,4,1,0,5,4,0,7,0,0,8
4,0,13,18,1,0,25,14,12,1,39,1,0,4,0,0,0,1,14,1,0,0,2,9,0,0,15,6,6,7,0,1,0,18,0,0,0,0,11,9,0,4,18,26,1,0,0,1,4,0,12,0,3,0,5,0,0,0,2,3,0,0,19,22,0,0,0,0,11,13,0,2,5,5,3,0,0,6,0,0,6,1,1,4,2,0,0,0,2,0,3,0,0,0,19,0,7,3,20,0,0,13,0,4,0,4,11,10,1,0,0,0,20,0,0,4,5,2,0,14,2,12,6,2,2,0,0,4,0,0,0,8,0,0,0,0,0,2,0,0,0,0,17,8,12,1,0,31,0,2,0,6
3,0,3,14,5,25,0,0,0,2,15,0,0,7,1,14,0,1,1,0,0,6,5,11,5,0,24,8,2,1,2,2,0,4,20,1,0,0,2,6,0,0,7,0,2,1,0,0,6,0,0,5,7,0,2,0,8,0,0,2,0,3,2,1,0,0,8,0,2,5,0,5,8,3,9,0,0,1,0,0,8,0,0,6,10,0,0,2,7,1,2,1,8,0,10,7,1,1,27,3,30,13,0,8,0,0,11,33,0,0,0,0,14,2,1,0,18,0,1,7,1,0,4,2,0,0,2,15,0,0,0,9,0,8,14,0,1,0,7,1,0,1,16,3,6,1,2,10,0,6,0,6
7,2,14,8,4,14,0,0,12,2,2,2,0,6,0,2,0,0,13,1,1,0,1,4,0,0,1,7,4,2,0,7,0,0,8,2,0,5,2,7,0,0,3,0,7,0,0,0,10,0,4,0,0,0,0,0,0,0,1,3,3,0,2,5,8,0,31,2,0,1,1,6,1,5,1,1,0,0,0,6,9,2,0,3,0,0,1,1,2,2,6,1,4,0,5,0,4,0,4,0,0,13,0,3,0,2,1,3,0,1,0,2,18,1,3,1,0,3,3,15,5,0,17,0,8,0,1,5,0,0,3,0,0,4,13,0,10,1,8,12,0,0,0,8,1,17,0,7,4,3,0,0
7,0,5,15,2,12,0,12,0,6,6,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,4,3,0,0,0,21,0,0,0,0,1,0,4,0,10,14,0,0,4,0,0,0,15,2,2,0,6,0,0,0,0,8,0,0,12,3,0,0,0,1,0,3,0,0,0,0,12,0,0,8,0,0,0,1,0,19,0,0,0,0,0,0,1,0,0,0,7,0,8,0,9,0,5,8,0,5,0,0,13,2,0,0,0,0,28,0,0,0,2,0,0,4,0,0,7,0,2,0,0,8,0,0,0,1,0,0,0,1,0,2,5,0,0,1,6,0,0,5,0,5,0,0,0,3
1,9,0,0,14,1,2,2,6,0,0,5,0,9,5,9,6,1,15,1,8,10,3,1,9,6,2,1,5,18,12,1,12,0,0,2,0,1,1,22,9,0,2,0,7,6,2,0,3,2,1,20,3,6,2,0,5,0,12,4,2,10,20,16,13,1,0,8,6,5,5,10,9,0,8,0,5,5,2,4,9,17,4,3,3,0,5,8,2,14,11,0,11,0,1,5,0,4,1,9,6,0,3,9,1,10,2,6,3,3,0,0,4,0,8,8,6,6,1,2,25,0,0,6,0,1,4,1,0,15,4,4,0,24,12,1,2,0,16,1,4,3,0,5,8,1,7,4,2,12,4,8
