Ant57,Ant260,Ant52,Ant929,Ant6,Ant7,Ant9,Ant19,Ant24,Ant26,Ant64,Ant74,Ant161,Ant196,Ant209,Ant227,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant673,Ant740,Ant838,Ant954,Ant0,Ant12,Ant13,Ant20,Ant23,Ant27,Ant29,Ant49,Ant51,Ant54,Ant55,Ant62,Ant66,Ant70,Ant80,Ant91,Ant97,Ant109,Ant113,Ant118,Ant120,Ant124,Ant126,Ant131,Ant135,Ant137,Ant140,Ant144,Ant149,Ant159,Ant169,Ant170,Ant174,Ant175,Ant190,Ant195,Ant206,Ant210,Ant232,Ant261,Ant262,Ant263,Ant299,Ant301,Ant313,Ant332,Ant376,Ant380,Ant433,Ant458,Ant492,Ant507,Ant509,Ant530,Ant576,Ant592,Ant593,Ant607,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
10,0,0,8,0,0,9,4,0,2,11,2,4,0,0,0,0,1,1,2,12,0,12,0,0,1,6,0,1,0,0,2,0,0,3,6,0,9,0,0,3,2,2,6,0,0,8,0,0,1,0,0,0,0,2,2,0,17,9,0,0,0,0,0,0,7,0,1,0,1,0,5,0,0,0,0,0,1,1,1,18,0,4,0,0,0,4,19,0,0,3
7,14,0,0,14,10,0,1,1,1,1,0,1,19,1,7,7,19,11,2,29,1,1,0,1,55,0,0,1,1,16,0,4,7,4,4,21,5,4,5,2,0,3,0,10,6,1,6,0,0,26,8,0,0,32,30,22,0,0,0,3,13,31,1,1,0,1,0,1,19,0,2,8,0,4,0,6,2,7,0,0,15,0,5,5,10,2,0,12,26,4
1,37,3,0,83,46,4,6,22,2,0,2,5,10,13,42,38,18,16,10,30,0,8,29,24,25,0,3,17,41,33,9,16,118,19,8,45,2,32,25,3,23,1,0,40,43,0,21,11,6,10,13,2,32,0,45,20,3,9,84,9,24,48,7,12,6,2,0,1,72,15,72,119,0,33,3,22,1,7,0,1,109,13,65,56,85,5,9,36,33,13
2,34,1,3,15,4,1,1,0,1,3,0,1,25,2,31,14,18,18,4,32,1,1,0,2,13,0,1,15,5,30,2,5,3,13,4,28,2,1,10,9,6,0,0,42,5,0,26,7,0,6,4,2,30,45,0,0,1,1,1,1,0,24,3,5,3,4,3,5,51,0,5,1,0,17,2,44,4,3,0,1,11,3,16,15,21,0,8,6,20,1
0,8,0,0,0,7,0,0,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
9,2,0,3,8,0,12,8,0,6,35,0,0,1,3,2,1,0,0,2,5,0,22,0,10,0,0,0,5,4,0,20,24,7,0,3,0,1,1,1,11,1,16,7,2,0,0,7,0,9,0,11,17,0,3,1,0,0,4,1,1,0,3,1,3,2,9,2,0,5,0,0,4,0,15,3,2,15,0,20,0,1,19,0,2,0,48,12,0,6,14
2,0,15,5,0,0,1,10,0,0,9,39,1,1,0,6,1,2,1,0,10,1,3,1,0,1,2,4,19,2,4,2,0,2,22,18,0,0,0,4,3,5,1,2,1,0,7,7,0,1,0,8,9,0,9,1,0,4,0,0,8,0,4,21,0,0,3,2,0,4,0,15,0,0,4,0,0,9,16,47,4,0,102,3,5,7,5,5,4,4,0
1,9,0,0,12,15,0,5,0,0,0,0,2,14,2,22,3,0,0,0,2,0,0,6,4,5,0,5,2,11,5,2,0,11,1,0,15,0,25,6,3,5,0,0,12,3,0,5,0,3,9,0,0,0,84,1,0,1,0,0,0,0,0,1,1,0,5,1,0,5,0,0,21,0,18,0,14,3,0,0,0,23,10,2,9,7,3,2,16,1,2
10,3,0,1,10,1,26,13,0,7,23,1,3,0,3,12,9,5,4,15,25,7,7,0,0,1,0,11,1,0,1,5,0,0,10,16,2,1,0,1,0,0,11,0,1,0,5,1,0,27,1,7,0,3,9,1,0,1,8,0,0,0,4,6,2,9,1,3,1,6,0,5,1,0,2,0,1,0,17,1,0,0,11,7,0,10,0,24,3,25,1
0,24,0,0,0,29,0,0,41,0,0,0,0,31,0,0,0,0,0,0,0,0,0,18,0,15,0,0,0,0,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,6,0,0,13,24,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0,3,0,0,0,0,21,0,0,0,0,0,0,7,0,0
3,45,0,1,29,9,25,10,0,2,3,0,3,9,1,67,5,16,17,4,26,0,7,4,2,30,0,13,4,1,21,9,7,0,9,3,11,1,0,8,3,6,14,8,32,8,0,5,2,3,4,3,0,31,48,24,0,3,4,0,4,0,0,54,2,3,3,18,7,23,0,13,5,3,10,0,42,7,3,11,0,16,6,15,14,31,0,0,7,20,1
3,3,16,0,0,0,5,22,0,3,22,29,7,0,4,7,3,1,4,2,3,1,23,0,0,2,0,33,7,0,4,6,21,0,2,12,0,1,0,5,4,1,8,1,0,0,19,6,1,0,0,22,0,1,7,3,0,1,21,1,6,0,54,0,2,12,2,5,6,11,0,28,0,0,6,4,3,0,42,2,0,1,5,0,1,2,7,10,4,9,5
25,5,0,22,10,1,17,4,0,4,6,7,11,6,1,1,3,4,1,12,4,5,3,2,1,5,0,1,0,4,0,3,60,2,0,5,0,6,5,1,1,5,8,1,0,0,0,16,2,2,0,3,0,1,12,5,0,3,0,1,2,0,2,2,0,6,2,2,0,0,0,4,1,0,124,5,14,6,0,4,0,1,42,0,13,0,9,11,1,2,7
2,5,2,2,0,1,20,2,0,5,24,17,2,4,2,0,13,12,7,10,9,2,16,0,1,0,0,2,8,0,0,7,3,0,0,23,0,0,0,7,14,3,34,7,2,0,6,0,0,9,0,16,7,0,6,3,0,2,0,0,9,0,3,12,6,0,1,4,9,3,0,7,1,0,15,11,2,1,16,2,2,0,2,0,1,8,7,25,0,2,10
0,7,3,5,8,0,3,1,0,6,7,0,1,2,0,6,1,16,1,4,5,0,23,0,7,1,0,2,3,0,4,24,1,1,1,21,4,7,0,1,2,9,5,0,3,1,4,3,0,5,0,1,0,1,2,4,0,9,3,5,1,0,3,2,2,1,0,4,2,11,0,0,1,0,4,2,6,9,0,7,4,4,2,0,2,6,5,4,4,8,15
3,2,7,4,1,0,12,4,0,11,11,1,1,0,0,10,0,2,1,6,12,2,3,0,12,1,0,8,3,0,0,7,5,2,1,14,2,11,0,2,8,9,2,12,6,0,3,7,0,0,0,2,1,0,0,3,0,2,2,1,3,0,18,5,2,4,4,0,10,1,0,1,8,0,6,1,3,10,12,11,0,0,4,0,5,1,29,7,5,0,7
3,6,5,29,1,0,9,0,0,0,5,12,2,0,2,9,7,7,11,1,8,0,4,0,0,4,0,4,0,0,6,3,0,0,0,10,3,20,0,0,11,1,2,18,1,7,8,1,1,0,14,3,0,1,1,5,0,0,0,0,1,0,7,6,0,9,2,10,0,6,0,3,0,0,15,4,2,1,10,21,13,0,0,0,1,0,0,1,1,22,5
9,40,1,3,17,0,0,7,3,1,9,0,0,15,6,25,7,14,20,0,22,0,1,3,4,42,0,2,4,6,16,5,21,5,12,5,10,3,3,21,5,11,0,0,13,25,0,8,6,1,18,14,1,19,72,51,0,5,4,5,6,2,23,11,0,3,11,1,6,0,2,64,14,1,5,2,18,1,11,1,4,10,1,6,27,15,0,1,5,29,9
0,15,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,24,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0
