Ant260,Ant5,Ant52,Ant65,Ant244,Ant540,Ant2,Ant6,Ant7,Ant14,Ant15,Ant19,Ant26,Ant30,Ant38,Ant60,Ant72,Ant76,Ant99,Ant102,Ant148,Ant158,Ant161,Ant191,Ant202,Ant209,Ant227,Ant237,Ant252,Ant268,Ant278,Ant311,Ant329,Ant518,Ant604,Ant673,Ant0,Ant12,Ant20,Ant32,Ant35,Ant40,Ant43,Ant44,Ant50,Ant55,Ant62,Ant63,Ant68,Ant80,Ant91,Ant96,Ant97,Ant98,Ant100,Ant105,Ant109,Ant112,Ant114,Ant126,Ant137,Ant140,Ant142,Ant144,Ant147,Ant169,Ant170,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant207,Ant210,Ant212,Ant215,Ant217,Ant219,Ant220,Ant232,Ant243,Ant256,Ant257,Ant262,Ant264,Ant265,Ant289,Ant294,Ant296,Ant298,Ant299,Ant301,Ant305,Ant313,Ant318,Ant324,Ant332,Ant342,Ant356,Ant394,Ant395,Ant398,Ant400,Ant433,Ant437,Ant458,Ant476,Ant492,Ant502,Ant507,Ant509,Ant527,Ant552,Ant556,Ant560,Ant564,Ant575,Ant580,Ant592,Ant593,Ant599,Ant607,Ant610,Ant621,Ant632,Ant635,Ant638,Ant647,Ant650,Ant665
5,19,10,0,5,27,7,1,2,1,0,1,3,21,9,6,0,7,2,16,2,3,13,12,0,11,0,2,14,0,2,12,3,2,0,16,13,0,2,5,0,5,0,19,13,5,7,2,0,9,4,4,5,10,0,9,0,9,2,0,3,2,2,6,15,0,3,1,7,0,1,1,7,8,20,0,0,0,3,1,4,0,0,5,1,4,4,1,0,1,5,15,17,1,10,3,9,23,7,14,7,2,0,15,9,1,3,6,1,0,0,25,1,11,10,10,0,2,4,2,9,4,0,0,1,0,1,1,0,21,5
12,0,4,0,0,24,2,4,0,12,1,0,2,3,0,5,0,10,0,0,4,0,0,7,0,9,5,0,6,1,4,8,8,5,1,0,9,0,3,0,2,13,7,2,6,10,0,0,4,0,24,5,0,0,3,6,2,8,0,10,0,2,12,3,3,0,1,12,11,15,3,2,5,9,4,1,0,0,0,0,13,0,6,2,1,13,0,9,0,11,5,7,5,0,5,0,9,3,5,2,11,0,6,2,7,4,4,0,1,5,16,16,5,2,0,1,9,1,0,0,0,2,2,0,4,0,6,0,0,1,5
6,7,15,2,1,9,0,2,0,1,3,2,0,5,7,4,0,7,0,19,0,0,0,5,0,4,2,0,8,1,0,5,1,0,4,0,1,0,1,10,1,1,1,9,12,4,7,2,0,0,3,1,0,1,2,6,0,3,6,2,1,2,5,3,3,0,0,2,12,4,0,4,23,5,6,2,0,1,5,0,1,0,4,0,1,0,1,2,0,0,14,3,7,4,3,0,1,4,6,4,4,0,0,3,4,2,6,7,1,1,0,9,2,1,2,0,3,1,8,0,4,2,2,1,6,0,9,0,0,25,0
12,4,1,4,8,26,23,7,2,2,21,3,5,0,8,2,1,1,2,6,8,3,12,10,3,9,14,3,25,7,2,3,7,3,4,8,19,0,3,2,2,6,3,42,8,11,1,7,1,10,2,12,11,4,5,9,4,9,0,4,0,3,3,5,8,22,3,3,7,1,1,6,7,24,3,0,0,1,3,5,5,8,1,9,0,2,3,1,0,7,3,3,2,0,11,4,4,5,12,10,10,8,1,4,6,6,1,3,4,9,0,10,1,10,16,6,3,1,8,7,5,5,5,4,3,1,7,1,1,12,5
12,4,4,7,13,67,12,9,2,6,9,0,7,8,0,5,0,10,0,12,17,10,6,13,0,6,17,3,9,2,1,7,11,16,8,0,19,0,7,2,14,20,3,27,1,34,3,12,0,39,5,1,10,3,9,16,26,2,2,1,0,3,1,8,15,12,6,0,9,1,0,23,1,6,1,1,0,0,5,2,14,0,18,5,8,1,0,10,0,18,14,2,4,0,8,11,14,1,6,19,5,9,5,9,2,4,4,1,9,0,0,29,13,10,3,8,7,0,13,2,17,10,6,0,18,0,4,1,0,29,7
7,35,10,0,1,34,1,5,1,7,6,5,4,2,5,0,1,11,0,22,1,2,7,9,0,7,5,12,3,0,1,4,3,1,1,1,25,0,0,1,3,3,1,8,9,1,13,2,0,1,3,1,0,6,2,20,8,2,5,0,1,1,7,4,5,2,8,8,15,1,0,8,25,4,7,0,0,0,10,1,10,0,8,1,1,0,0,6,0,6,7,2,13,0,5,0,1,0,3,4,3,1,0,12,0,3,1,22,7,1,6,7,0,8,9,14,3,0,2,4,0,4,1,0,2,0,9,2,3,11,12
1,0,0,4,0,34,1,7,13,19,0,0,0,1,0,1,0,0,0,0,0,0,0,8,10,0,6,2,0,33,8,20,38,1,3,1,0,0,26,0,0,8,22,1,0,13,0,0,28,1,22,7,0,0,57,2,19,1,1,30,1,22,3,1,0,0,0,30,1,30,19,2,4,0,0,20,16,6,0,34,21,9,14,0,4,15,3,6,0,0,0,2,1,0,9,1,5,0,0,1,18,1,22,1,4,1,28,0,2,6,37,3,5,0,2,0,19,0,7,0,0,0,19,1,3,3,0,0,0,3,0
13,12,2,3,14,28,4,2,0,1,7,10,7,1,10,11,0,0,1,24,5,3,14,36,0,14,0,5,4,0,0,8,2,1,6,1,47,0,2,20,2,6,0,23,1,6,1,11,0,20,4,5,2,6,1,9,0,3,3,0,3,8,15,11,7,4,7,1,5,3,0,0,18,2,41,0,0,0,1,2,4,0,1,1,2,0,3,3,0,9,15,7,1,1,1,8,4,7,6,4,3,1,0,21,3,2,2,6,11,0,0,18,1,5,17,17,4,1,7,19,8,7,1,15,12,0,1,5,0,12,4
2,0,7,2,1,24,4,16,0,7,2,0,0,2,0,0,0,1,0,8,0,0,8,6,0,0,0,1,11,1,2,4,8,0,2,36,0,0,1,33,0,8,4,9,1,1,3,0,0,2,1,6,5,1,3,1,2,0,13,1,8,2,2,1,7,1,5,0,1,0,1,1,14,8,0,0,0,0,2,2,3,0,0,2,0,0,0,1,0,0,6,4,10,2,2,0,0,6,7,0,15,7,0,0,8,1,2,1,4,0,3,3,5,0,15,0,0,0,0,0,0,7,1,48,0,0,22,0,5,14,1
11,17,4,0,13,34,1,4,1,3,16,0,19,6,12,22,0,24,8,0,5,1,1,5,0,8,2,6,3,0,0,5,0,2,3,0,12,0,2,12,1,7,0,11,0,18,14,3,0,17,1,4,8,21,2,15,0,2,0,0,7,4,14,13,1,6,15,5,1,1,0,1,21,8,11,1,0,2,16,0,5,0,1,20,0,3,0,0,0,7,9,10,16,0,0,20,2,9,5,16,5,16,0,6,10,2,0,48,3,1,0,23,1,18,1,11,3,1,0,7,9,6,0,0,7,0,8,0,2,20,5
4,10,1,3,11,29,9,0,1,5,2,4,0,8,17,1,0,5,0,5,0,5,3,9,0,17,0,1,2,0,1,3,2,1,1,0,54,0,0,2,0,2,0,6,0,4,10,11,0,18,1,1,2,3,2,46,2,9,1,1,9,0,3,9,17,6,2,0,0,0,0,5,6,4,21,0,0,2,0,2,2,0,1,18,1,1,0,3,0,3,5,13,10,0,11,7,2,2,10,4,0,8,0,10,0,3,7,1,12,0,0,34,0,9,7,15,0,4,2,8,20,5,0,0,10,0,0,1,1,22,9
3,1,0,7,6,46,14,10,14,14,3,0,0,3,10,2,0,3,0,1,5,0,3,8,1,0,14,3,0,3,2,4,8,12,33,1,17,0,8,2,1,14,4,15,1,14,1,5,4,12,3,10,4,1,4,3,2,2,2,6,11,4,0,5,1,3,8,0,0,3,4,17,0,22,12,6,0,1,1,3,8,0,11,4,20,21,15,7,0,5,2,0,2,4,9,0,4,1,6,5,6,0,0,2,6,4,2,2,7,5,0,14,6,4,0,6,15,20,12,4,15,22,3,0,22,0,0,11,0,3,5
16,4,6,0,3,30,4,1,0,1,13,0,0,12,6,7,0,14,8,1,3,3,0,16,0,7,8,7,13,0,1,7,3,2,0,0,21,0,1,2,0,1,0,15,0,7,2,14,1,2,4,0,4,3,0,7,7,2,1,0,3,1,1,3,5,3,2,0,1,1,0,2,11,4,2,0,0,0,2,1,5,0,0,2,2,0,0,3,0,3,10,11,5,0,3,3,10,2,5,5,3,1,0,6,6,0,0,5,12,1,0,25,1,18,4,10,6,1,5,5,9,2,2,0,10,0,5,1,0,20,9
10,2,5,7,16,33,14,14,9,3,12,7,5,10,13,9,8,36,6,5,9,8,16,0,1,13,19,9,9,14,6,25,14,16,28,3,30,0,2,3,9,9,16,14,8,13,2,11,5,19,16,10,20,6,2,22,17,18,14,5,8,21,9,20,30,13,7,13,24,13,6,22,17,10,37,12,0,10,12,3,18,4,5,10,9,18,20,17,0,11,40,5,6,9,22,20,6,1,2,7,19,8,25,12,15,23,13,14,6,4,10,35,6,8,6,17,14,10,14,11,16,24,21,6,31,1,5,17,0,14,4
0,0,0,8,0,16,0,0,3,23,0,0,0,3,0,0,10,0,0,0,0,1,0,1,0,0,1,0,0,14,0,0,3,0,4,0,0,30,3,0,0,0,14,1,0,15,0,0,18,0,1,5,0,0,22,0,3,0,0,3,0,0,0,1,0,0,0,1,1,16,20,12,0,0,0,3,11,12,0,6,0,11,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,5,11,0,2,0,0,0,11,0,1,0,0,0,1,0,0,9,0,0,0,0,0
28,6,4,0,5,34,16,2,0,7,11,9,4,9,6,7,0,14,0,8,17,0,7,13,0,0,2,11,4,0,0,6,0,2,5,0,24,0,1,3,3,8,0,23,7,3,6,2,1,8,2,8,4,12,1,24,6,3,7,1,4,2,14,18,18,3,6,3,21,1,0,3,23,3,4,0,0,0,2,5,5,0,3,16,1,0,1,2,0,4,16,15,30,0,4,6,4,5,7,7,1,1,1,17,7,6,4,16,26,0,0,22,0,10,7,29,1,3,2,16,1,13,0,0,7,0,7,0,2,46,12
8,5,0,3,5,43,10,8,2,7,0,5,2,14,17,5,6,0,0,2,0,14,8,19,1,2,0,5,0,1,0,8,18,7,19,2,19,0,5,6,4,7,5,12,0,7,8,5,0,0,10,10,1,2,2,3,3,5,2,5,5,15,6,11,15,10,8,2,9,2,4,24,5,11,12,7,1,0,6,2,9,0,11,3,15,3,7,5,0,12,15,5,0,5,10,21,7,1,5,3,17,2,3,3,1,5,4,0,6,6,1,27,16,7,2,9,8,5,10,2,18,15,2,0,5,0,1,1,0,6,9
17,4,1,0,6,17,2,2,0,0,2,0,0,3,3,12,2,5,1,6,1,3,7,9,0,11,5,0,0,23,4,9,6,0,0,0,2,0,1,22,2,0,0,4,8,2,2,0,0,2,3,11,0,4,0,10,0,1,2,0,1,7,2,2,0,4,2,11,10,3,1,0,2,1,0,0,1,0,6,0,4,0,7,1,2,2,0,7,0,2,0,0,10,0,2,9,3,4,4,3,9,2,0,9,4,4,2,11,7,2,1,11,0,8,12,1,4,0,10,10,0,0,4,2,5,0,5,0,0,32,3
12,8,5,1,7,34,2,8,2,1,14,6,8,25,9,3,0,4,11,3,2,0,13,9,0,4,0,0,0,0,18,5,8,1,0,2,7,0,0,0,0,2,2,17,13,5,0,9,0,1,1,2,1,9,2,15,4,1,3,1,8,0,3,8,0,4,0,4,3,5,1,0,5,16,3,3,0,0,1,5,6,4,2,0,1,14,0,0,0,1,3,8,9,0,1,4,5,9,20,3,2,19,0,6,5,1,4,18,1,1,2,24,4,7,10,10,5,0,2,3,5,1,1,31,1,0,4,0,4,31,3
1,0,0,15,0,14,0,8,2,31,0,1,1,7,2,0,33,0,1,0,0,3,0,14,14,0,1,23,0,0,13,14,15,2,2,1,0,16,8,0,2,4,22,0,0,17,0,0,8,0,4,18,0,0,36,0,22,1,0,8,0,7,0,7,0,1,0,0,3,17,29,10,0,2,0,16,4,6,0,5,30,34,4,0,0,29,1,16,1,0,0,0,0,0,2,0,3,1,5,1,7,0,23,0,1,4,9,0,0,7,26,2,17,1,1,0,15,0,5,0,0,0,9,0,12,7,0,0,0,0,0
1,3,0,4,0,15,0,1,0,6,2,4,0,2,1,1,8,0,2,0,1,2,1,6,0,0,0,4,18,13,0,4,7,3,1,0,2,1,0,0,0,15,6,3,0,2,0,0,0,0,3,1,0,0,2,0,3,1,1,4,0,2,3,7,6,1,0,4,17,6,1,8,1,1,2,3,1,0,0,8,7,8,1,0,0,9,0,2,0,17,0,0,0,0,1,0,4,0,0,0,17,5,2,0,0,6,6,0,0,1,11,2,0,2,0,1,0,0,2,0,4,2,3,0,9,0,0,3,0,16,1
14,8,2,3,12,23,4,16,6,12,12,8,5,3,7,4,20,8,4,5,3,4,7,25,0,6,8,9,5,14,4,0,27,24,5,1,13,0,9,6,8,16,4,9,6,30,1,2,4,2,10,4,2,3,16,5,7,10,0,24,5,3,9,5,13,9,3,19,16,4,2,5,7,13,12,18,0,6,5,9,5,0,16,4,0,11,16,3,0,10,9,11,6,12,31,17,13,5,4,2,18,15,4,2,10,28,5,5,14,8,4,17,13,2,2,6,3,2,24,5,3,0,10,3,17,0,1,1,0,17,1
5,3,3,20,12,40,10,5,16,31,3,8,1,7,11,3,38,2,8,0,2,8,3,14,3,0,18,6,8,15,7,27,0,7,18,1,3,4,28,2,16,11,23,11,1,14,1,1,9,5,27,12,1,2,33,5,12,10,1,28,0,11,11,7,3,28,6,14,4,23,20,16,2,3,5,17,14,5,6,13,18,4,27,1,8,17,11,16,1,10,8,5,0,6,19,6,4,1,16,1,7,1,26,3,4,7,23,1,1,13,29,10,22,5,3,1,19,10,13,0,6,4,33,1,25,0,9,15,0,22,3
2,3,0,4,3,27,9,6,4,3,2,5,0,3,16,1,1,1,0,2,1,12,2,16,0,2,7,0,1,2,3,24,7,0,2,0,8,0,10,2,8,6,0,21,1,13,0,10,0,6,3,5,4,0,5,6,0,7,2,13,1,8,3,0,6,2,0,0,3,10,0,6,6,18,19,4,0,8,7,9,19,0,8,1,7,11,2,1,0,7,7,7,2,7,15,1,7,0,9,1,1,1,3,6,5,1,2,3,10,1,0,7,8,3,0,1,12,3,6,0,4,13,13,0,3,0,2,6,0,2,3
5,0,0,10,15,49,17,7,5,22,0,1,4,4,8,1,3,6,2,3,1,33,0,28,4,5,19,0,0,2,1,5,18,2,0,1,9,0,4,0,18,8,8,12,0,9,2,15,18,1,5,6,4,3,3,1,4,4,1,7,8,48,2,5,14,3,4,0,1,6,5,97,0,0,5,3,8,0,2,12,37,1,26,1,3,5,2,14,0,8,21,1,4,1,8,2,5,0,3,0,6,0,13,2,0,12,9,0,9,4,3,32,1,6,1,1,41,1,13,0,2,23,13,0,51,0,1,0,0,6,6
3,0,33,1,0,17,0,8,0,1,16,0,0,8,0,1,1,1,36,0,0,1,0,3,0,0,2,0,2,1,0,1,1,0,1,0,0,0,0,7,0,6,0,1,15,3,9,4,0,6,2,7,0,1,3,1,17,0,16,0,1,0,4,5,0,6,0,1,0,0,0,1,28,3,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,3,0,9,4,0,0,1,2,6,10,5,5,1,0,8,1,0,0,9,0,0,2,1,0,3,12,0,3,0,2,0,0,3,0,49,3,0,20,0,0,14,0
47,13,3,0,11,58,26,5,4,4,13,9,1,19,19,25,0,47,0,12,54,17,21,30,0,24,19,2,7,0,2,13,3,8,9,0,0,0,0,10,4,6,0,63,1,18,7,22,0,8,5,1,59,15,0,35,3,3,1,3,6,21,13,14,16,10,10,0,7,1,0,11,35,17,13,0,0,0,10,5,12,0,6,8,7,9,0,7,0,6,15,1,23,1,11,1,10,4,18,8,1,7,1,9,42,10,7,9,12,2,0,50,1,30,22,11,9,3,8,50,55,35,4,0,13,0,2,15,0,28,20
0,0,0,0,0,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,16,1,0,4,0,0,0,0,0,31,0,0,0,13,0,0,14,0,0,8,0,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,97,1,0,0,0,0,37,19,0,7,0,60,5,0,0,0,0,0,170,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,57,0,0,0,0,0
4,0,1,5,4,22,1,1,4,14,2,3,1,3,7,0,26,2,1,2,0,8,1,2,3,1,5,1,0,8,0,9,28,10,4,0,0,31,0,1,2,3,31,9,0,25,2,0,21,0,10,10,0,0,26,1,6,4,1,22,1,22,0,0,9,11,0,7,0,1,11,9,4,0,4,5,17,16,0,18,2,12,18,0,1,0,0,6,0,6,1,0,0,2,0,1,1,0,1,2,18,16,10,1,0,3,15,2,6,6,7,5,8,1,0,0,13,4,5,1,5,11,7,0,12,0,0,0,0,10,2
14,7,9,1,21,17,1,17,0,1,5,0,10,2,2,1,0,20,33,12,2,2,2,3,0,3,6,22,0,0,0,6,2,2,0,7,10,0,1,0,0,7,0,13,12,7,9,8,0,0,4,8,3,6,0,13,3,0,15,0,1,15,9,15,11,1,26,17,1,0,0,8,23,0,4,0,0,0,5,0,9,0,1,0,0,0,0,1,0,0,9,1,13,0,6,27,0,20,5,1,9,20,0,2,9,2,2,6,1,1,0,9,1,2,2,0,0,0,3,0,0,14,0,30,2,0,16,2,1,16,28
2,0,0,4,7,31,2,0,4,9,0,2,1,2,14,3,0,2,0,1,0,1,0,9,0,3,4,2,0,2,0,8,16,8,18,0,4,0,2,0,0,5,4,9,0,10,1,2,1,1,2,4,0,0,2,3,8,15,0,6,0,6,1,3,2,1,8,0,3,0,0,10,2,1,4,2,0,5,2,7,10,1,1,0,1,6,2,7,0,6,0,2,0,4,1,1,1,0,4,1,0,0,2,1,0,1,6,0,1,5,1,14,3,2,0,5,29,1,7,0,7,8,3,0,12,0,1,2,0,2,3
6,3,4,4,3,16,2,14,1,8,5,13,1,6,20,3,8,6,8,7,2,14,1,9,0,8,7,0,2,4,15,16,11,6,8,6,6,0,3,7,5,0,3,1,2,7,4,3,4,9,20,0,0,4,18,8,8,18,0,13,4,9,5,4,8,10,9,3,8,5,7,6,8,4,9,7,1,1,4,5,8,1,8,1,5,16,2,9,0,2,8,2,6,2,8,15,12,12,24,4,7,8,2,9,2,13,7,5,11,4,2,13,3,4,1,8,12,5,9,4,12,9,11,0,6,0,5,5,1,23,11
1,0,0,4,1,35,0,2,6,19,0,7,1,3,3,1,22,0,4,0,0,4,0,16,14,0,5,0,2,22,6,4,23,0,8,0,0,13,31,0,4,3,0,5,0,18,0,1,19,0,10,1,0,3,29,1,15,2,0,51,0,7,0,1,2,1,0,13,0,15,48,9,1,1,2,8,26,6,0,15,10,15,7,0,1,10,2,2,3,2,0,2,1,0,7,0,0,0,1,1,3,1,38,2,1,6,8,0,1,6,32,2,7,0,0,0,23,0,1,0,2,0,37,0,5,7,0,1,0,2,1
13,1,1,8,29,35,30,5,4,8,19,2,9,42,27,8,1,23,9,11,6,15,15,14,1,23,12,4,17,0,3,9,11,21,12,1,63,0,9,13,9,1,5,0,0,23,10,16,0,19,8,7,9,29,3,6,5,6,0,6,21,5,12,5,26,5,13,1,7,0,0,6,2,9,33,4,0,0,8,4,11,1,15,21,3,8,8,4,0,22,45,4,6,11,14,13,1,8,4,10,16,5,9,20,8,6,1,5,9,9,0,39,1,11,9,12,10,9,18,6,30,35,7,0,13,0,4,7,4,9,11
4,15,31,0,0,22,0,2,0,1,13,6,12,8,1,9,0,1,1,0,0,1,0,8,0,7,0,8,13,0,0,6,1,1,0,15,1,0,0,12,0,2,0,0,0,0,20,14,0,15,4,1,4,12,0,21,3,0,7,0,7,0,0,4,2,0,8,1,15,0,0,1,11,0,2,2,0,0,1,0,3,0,1,0,0,1,0,0,0,1,3,3,19,0,1,0,3,12,13,7,2,1,0,10,1,0,0,11,0,0,0,0,2,1,23,16,0,0,0,0,0,1,0,1,1,0,16,0,0,16,0
16,2,2,8,11,32,22,8,9,16,5,10,4,11,34,1,13,6,1,18,4,14,7,13,15,3,7,2,5,17,2,30,14,13,9,3,18,14,25,7,10,7,18,23,0,0,4,4,4,9,8,6,8,3,14,3,12,10,0,19,5,19,4,5,7,5,9,13,8,3,7,22,1,9,13,7,6,18,7,6,12,14,8,6,4,7,2,12,0,19,7,4,0,2,8,10,7,3,2,7,25,7,17,10,8,18,7,2,8,11,2,17,6,4,2,7,16,4,14,5,14,25,15,5,22,4,2,5,0,16,8
10,1,18,0,5,10,0,0,0,0,7,0,7,1,3,13,0,1,3,14,10,1,2,2,0,6,8,2,0,0,0,1,1,0,2,9,7,0,2,9,1,4,0,10,20,4,0,5,0,0,1,11,2,0,0,6,1,5,6,0,1,0,8,8,1,2,4,0,6,0,0,1,11,0,2,1,0,1,5,0,4,1,1,3,0,0,0,0,0,2,6,2,19,0,2,11,0,28,9,4,0,4,0,3,1,0,1,28,6,3,0,4,1,6,4,2,0,0,0,2,8,9,0,1,3,0,3,0,1,4,9
10,1,4,3,14,21,6,13,1,0,2,0,2,7,12,2,0,11,0,3,11,5,14,11,0,2,5,0,9,0,0,2,1,10,15,4,22,0,0,8,2,3,1,16,14,4,5,0,0,3,0,6,6,10,2,8,3,7,0,3,14,8,1,2,7,1,10,0,0,0,0,12,1,10,21,0,0,0,5,3,2,0,5,2,1,2,0,3,0,3,2,7,0,2,3,2,0,6,6,8,0,1,1,0,8,7,2,0,2,0,0,16,5,12,1,13,7,11,5,2,4,2,0,0,8,0,7,5,0,16,13
