Ant57,Ant5,Ant52,Ant59,Ant929,Ant6,Ant25,Ant26,Ant30,Ant74,Ant99,Ant102,Ant148,Ant191,Ant196,Ant209,Ant245,Ant268,Ant308,Ant620,Ant646,Ant673,Ant13,Ant20,Ant27,Ant29,Ant32,Ant40,Ant43,Ant50,Ant55,Ant62,Ant66,Ant68,Ant71,Ant81,Ant91,Ant97,Ant100,Ant105,Ant111,Ant113,Ant114,Ant126,Ant135,Ant139,Ant142,Ant156,Ant159,Ant169,Ant170,Ant174,Ant195,Ant198,Ant207,Ant218,Ant226,Ant229,Ant242,Ant243,Ant250,Ant255,Ant256,Ant261,Ant263,Ant294,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant376,Ant387,Ant391,Ant437,Ant492,Ant549,Ant580,Ant592,Ant607,Ant614,Ant632,Ant638,Ant650,Ant663,Ant665
95,1,3,3,16,43,9,60,11,1,0,21,10,3,12,9,21,6,16,7,34,0,20,29,8,2,3,5,23,7,22,0,0,2,3,15,1,20,18,5,49,39,18,3,39,17,1,0,23,3,17,0,20,44,30,13,9,15,9,12,11,3,28,0,0,12,3,21,67,70,5,22,38,4,4,4,11,24,14,19,9,26,18,71,61,4,77,40,0
13,0,0,0,7,4,1,14,1,5,21,0,3,1,2,0,1,19,0,11,19,2,1,4,3,1,0,0,18,1,8,3,2,0,0,0,0,17,0,0,22,6,5,0,3,16,0,0,4,1,4,2,0,13,6,3,2,3,1,1,5,0,38,0,0,1,1,7,8,7,0,3,8,0,1,1,2,5,0,1,0,8,4,1,2,0,21,1,1
5,2,5,4,2,2,3,4,2,0,10,3,0,2,4,2,16,2,3,0,1,10,4,3,0,0,6,17,1,16,0,2,0,4,0,2,0,2,6,1,12,0,5,9,3,2,1,0,7,12,44,1,13,0,0,5,0,11,10,1,1,9,1,1,4,39,2,0,1,6,0,0,1,0,5,3,3,5,5,0,9,1,6,1,3,1,1,3,8
3,13,0,11,3,1,8,5,0,12,3,1,2,0,0,0,1,2,4,0,9,3,0,8,0,6,1,4,0,2,0,16,14,4,5,0,6,11,11,5,2,3,2,13,3,1,5,0,6,1,9,3,0,1,0,1,2,9,6,2,3,3,0,5,3,17,4,2,8,7,1,9,1,3,2,0,10,0,1,0,7,2,1,1,0,13,12,1,7
2,3,0,1,11,6,7,17,10,0,12,2,4,0,0,4,13,3,7,0,1,1,3,3,0,0,4,17,11,16,2,0,2,7,3,6,0,13,6,2,17,0,6,1,2,0,0,0,10,22,1,2,6,0,1,6,0,2,13,9,1,0,2,3,1,9,3,6,1,4,0,6,0,2,18,1,7,3,4,1,13,3,4,5,6,0,21,12,3
7,14,0,4,1,2,2,4,2,2,9,0,2,0,4,0,7,8,6,0,7,3,4,8,22,5,9,3,3,11,3,0,20,13,8,2,3,0,2,5,2,0,3,7,0,0,7,0,3,9,2,0,8,1,0,2,6,0,9,5,3,6,2,1,1,2,10,1,0,0,1,5,3,1,9,4,3,9,0,2,4,2,15,0,1,1,7,0,14
12,3,5,2,7,2,5,15,5,0,21,1,16,1,13,7,0,17,19,0,35,12,13,13,3,2,5,5,18,19,2,8,8,9,0,8,0,8,14,5,7,14,17,12,3,0,6,0,5,7,3,1,7,0,7,23,2,9,16,10,1,5,4,1,3,9,7,6,7,9,1,6,1,2,19,3,10,8,12,3,8,2,3,7,14,20,6,14,6
17,1,1,0,26,2,10,11,1,5,6,19,2,2,3,8,17,0,5,0,12,7,9,15,0,1,4,2,9,7,0,1,0,6,8,4,0,10,13,3,33,5,19,3,16,0,0,0,12,7,6,0,10,2,12,12,5,4,3,12,10,8,5,4,5,6,0,2,14,16,5,11,4,2,2,4,4,11,7,3,12,5,5,9,7,3,18,8,29
7,1,0,2,11,3,6,5,2,2,16,0,3,4,7,6,19,5,0,0,21,2,10,6,2,2,2,0,6,15,0,8,4,5,0,4,0,3,13,2,11,0,2,3,5,0,5,0,3,3,1,3,2,0,14,6,0,7,14,8,4,1,8,3,4,2,1,5,2,18,4,9,0,0,2,3,3,10,7,5,6,7,1,5,16,16,2,19,1
0,0,0,0,0,15,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,40,0,0,0,0,0,0,0,0,0,12,9,0,0,0,5,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,0,0,1,4,0,0,0,1,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0
12,0,8,1,12,2,13,32,12,2,34,19,1,9,1,7,35,12,21,0,0,10,8,16,1,2,0,3,20,17,18,10,4,2,8,15,0,5,26,17,23,36,13,5,11,4,0,0,4,5,10,2,1,8,15,15,31,19,10,15,9,3,4,14,0,2,12,10,19,14,0,7,8,10,2,2,12,13,10,1,10,2,6,5,10,7,11,6,8
1,30,2,15,0,2,15,6,2,11,0,2,10,3,1,3,12,7,2,0,10,0,3,9,1,9,3,7,5,11,1,2,6,15,5,4,30,2,7,16,9,2,6,13,1,0,8,0,2,6,6,7,3,0,1,8,2,3,8,13,2,5,5,8,3,14,9,0,1,3,2,2,0,7,9,7,25,0,15,5,27,1,7,4,4,23,4,2,7
3,0,1,2,8,1,14,6,6,1,20,1,4,0,3,4,13,9,10,0,8,3,0,4,0,0,2,9,6,20,0,3,4,1,0,1,0,16,5,0,14,0,5,0,5,0,1,0,4,7,7,0,11,1,5,15,0,11,11,9,6,1,5,2,3,2,2,4,4,1,0,4,0,0,2,1,8,1,21,8,22,1,3,7,7,0,7,9,3
24,1,3,4,12,2,5,24,18,15,29,4,3,8,3,8,13,15,6,1,16,9,4,0,2,1,5,6,2,13,1,24,2,5,5,5,1,5,15,4,21,15,11,5,2,0,10,0,11,5,3,3,6,12,2,6,5,5,2,7,21,0,8,1,4,7,7,3,21,19,3,32,3,1,2,4,2,11,4,2,5,5,4,5,5,13,30,6,9
7,5,5,1,2,4,2,2,0,0,8,3,0,0,0,22,3,0,2,0,1,1,0,2,0,4,2,3,3,4,2,0,0,6,4,2,0,2,5,5,10,0,4,2,3,0,3,0,3,8,1,0,4,2,7,5,0,1,9,2,3,0,1,4,1,6,2,0,2,1,12,7,0,7,1,6,0,0,2,2,11,7,6,4,3,1,6,1,3
1,19,8,4,0,2,0,0,0,2,2,1,0,6,0,5,2,1,2,0,2,9,0,1,4,0,11,7,2,3,1,0,1,6,8,16,10,2,12,2,3,0,3,16,0,0,2,0,3,3,3,0,0,0,0,0,10,1,4,1,0,12,0,15,5,0,10,0,0,3,0,1,0,4,1,6,6,0,0,0,0,2,0,1,0,3,7,0,10
1,5,1,6,1,0,6,0,1,2,3,0,6,1,4,9,5,4,2,0,0,3,2,5,2,11,0,2,6,3,0,10,18,5,2,23,7,0,15,0,5,1,3,5,0,0,17,0,18,6,0,4,5,1,0,5,0,10,6,2,2,7,1,2,7,6,18,3,0,2,1,1,0,27,4,1,17,4,3,2,8,1,4,3,1,9,6,6,9
5,2,4,15,3,0,5,4,2,7,5,0,17,4,17,3,5,2,0,0,3,7,9,6,3,7,2,0,1,15,2,18,0,27,0,7,12,1,10,19,3,0,17,4,3,0,4,0,1,3,14,7,7,2,0,20,1,3,8,20,5,7,0,15,9,11,1,4,1,3,14,8,0,6,13,9,4,5,0,2,23,5,12,5,2,6,10,3,7
1,0,0,0,11,3,4,1,0,2,23,18,1,0,11,3,18,9,6,0,20,5,6,2,3,2,6,1,0,18,1,2,0,3,0,6,0,6,6,2,14,5,9,2,10,0,0,0,4,11,0,0,7,0,8,8,0,0,17,11,0,1,2,4,3,5,4,2,2,10,0,10,1,3,0,0,1,6,2,2,8,1,8,11,9,1,18,12,3
5,2,2,10,10,5,25,8,5,8,7,1,16,2,16,11,19,7,15,2,17,11,20,13,4,3,3,15,18,0,3,13,3,7,8,5,31,13,17,14,16,5,13,7,5,2,1,0,6,5,13,8,7,6,8,17,2,19,27,11,18,4,9,1,13,7,13,6,8,16,14,9,4,6,31,12,6,2,12,7,13,11,13,15,20,4,28,4,10
15,0,0,1,1,22,0,7,0,0,22,8,0,0,2,3,2,0,0,40,18,1,0,1,2,1,0,2,1,3,0,0,3,2,0,0,0,1,1,0,33,0,0,2,3,14,3,0,0,0,0,0,2,28,0,4,0,1,1,3,17,2,11,3,0,0,2,18,6,11,0,2,27,0,0,1,2,9,0,4,0,31,0,0,0,1,15,0,2
1,5,10,14,4,0,5,5,9,11,0,3,2,16,0,0,8,1,8,0,10,2,3,24,0,0,10,18,2,13,0,0,5,8,3,10,0,3,3,6,3,17,15,1,0,0,19,0,2,2,9,5,0,1,0,4,0,11,5,14,13,4,0,3,0,12,14,1,0,6,1,1,0,0,6,10,1,0,10,2,8,4,16,1,0,19,11,1,36
0,4,20,4,2,0,3,0,5,0,0,2,0,14,2,20,8,0,4,0,4,6,4,2,0,1,18,0,0,3,3,5,0,0,6,0,0,3,3,5,1,0,1,8,1,0,8,0,2,6,0,14,1,0,1,1,1,5,5,9,0,1,0,1,4,8,18,0,1,1,0,0,0,16,12,4,11,0,1,0,8,1,5,1,1,12,1,0,3
4,12,0,35,3,1,12,0,2,4,2,0,4,4,7,13,9,6,5,0,2,15,1,5,6,6,5,27,3,7,2,8,0,0,3,6,57,3,15,2,5,0,7,34,0,1,2,0,10,24,1,5,4,5,4,6,0,2,4,5,0,39,0,17,13,14,1,3,1,6,6,5,0,0,9,2,7,3,1,0,3,2,0,3,1,20,3,7,5
2,2,27,16,2,5,0,0,0,12,3,0,0,5,3,8,0,8,0,0,8,5,0,5,4,8,2,0,0,8,0,3,6,3,0,6,27,0,17,1,4,0,6,18,0,0,6,0,4,6,5,3,0,0,1,2,12,2,16,3,9,39,0,9,12,3,9,0,0,6,11,14,0,2,1,8,2,4,5,0,0,1,4,0,0,12,4,0,17
8,0,0,0,2,3,13,3,3,7,15,0,2,0,6,2,8,4,4,0,15,4,1,5,2,16,23,7,6,5,0,10,0,6,6,0,3,3,16,3,10,5,3,0,0,0,0,0,3,14,9,0,0,2,0,9,0,11,7,2,0,1,2,0,1,1,13,1,2,3,0,3,0,4,14,1,4,1,3,0,9,3,9,9,3,12,2,0,8
0,14,6,69,1,0,0,0,4,7,1,0,0,6,0,3,0,0,0,0,0,30,0,1,0,10,7,12,0,31,0,0,0,57,27,3,0,0,16,45,0,0,4,38,0,0,0,0,12,4,2,52,0,0,0,0,8,0,34,1,0,33,0,95,9,0,2,0,1,0,11,0,0,9,3,13,27,0,0,0,0,0,10,0,0,1,1,0,2
6,3,0,3,29,19,9,15,2,2,20,17,2,11,13,0,8,10,3,0,5,2,16,5,2,2,0,1,6,13,1,3,3,3,0,3,0,0,10,0,71,2,15,3,8,2,0,0,11,3,1,0,11,2,7,34,0,1,8,3,15,1,1,3,1,6,0,2,11,13,2,12,0,2,1,0,0,12,8,7,5,11,0,30,33,0,21,0,6
3,4,1,10,6,2,28,9,7,12,18,0,6,11,6,2,14,13,13,0,26,7,5,15,5,12,15,10,6,17,1,3,3,15,17,16,16,10,0,11,11,7,29,12,3,0,3,0,10,28,1,2,9,0,2,12,3,3,12,15,10,21,4,12,10,8,5,1,12,17,1,14,1,0,5,5,27,10,17,2,15,3,8,4,6,12,15,21,15
0,8,1,24,0,0,1,4,12,0,5,0,1,5,2,5,5,3,2,0,17,16,0,4,5,2,0,19,2,14,0,6,5,2,1,3,45,0,11,0,1,0,2,16,0,0,5,0,0,2,3,14,0,4,0,2,11,3,22,6,2,15,4,67,0,4,11,3,1,2,3,0,0,7,5,5,20,0,0,0,3,0,3,3,0,6,3,0,4
64,1,3,9,34,19,17,57,4,5,49,22,12,2,17,2,7,33,11,12,23,9,14,21,10,3,5,3,14,16,33,3,1,5,4,10,0,71,11,1,0,3,138,0,40,38,5,0,21,16,9,0,19,20,96,21,4,12,7,3,42,4,13,3,6,6,1,8,59,60,1,24,27,5,2,4,2,14,13,17,15,35,3,33,29,8,81,122,12
13,0,0,0,2,17,0,32,3,5,39,6,0,3,0,0,14,5,0,9,36,2,0,15,0,0,1,0,5,5,0,17,0,0,0,5,0,2,7,0,3,0,16,0,0,1,4,0,2,0,4,18,2,9,0,1,15,4,4,7,3,2,3,3,0,1,7,13,24,5,0,7,4,8,0,1,0,3,0,2,0,3,11,1,3,4,21,0,0
5,0,2,0,18,5,13,13,2,10,18,5,5,2,6,3,17,19,2,0,13,6,5,11,4,3,3,17,9,13,0,15,1,7,6,3,4,15,29,2,138,16,0,2,2,0,5,0,12,15,2,0,20,2,8,10,5,3,13,9,4,13,10,1,14,11,4,7,15,22,4,22,0,4,9,2,1,9,6,0,8,7,3,2,5,12,34,1,7
0,12,5,2,3,0,17,0,0,36,3,0,9,13,1,7,12,3,3,0,5,13,0,5,2,16,5,4,2,7,2,1,8,34,18,0,38,3,12,16,0,0,2,0,0,0,7,0,1,5,4,7,0,0,1,1,6,1,14,4,10,11,0,11,6,7,3,0,1,2,0,2,0,0,7,10,18,0,3,0,3,2,2,6,1,10,4,1,17
6,0,2,0,21,2,2,4,1,0,39,3,3,3,2,0,3,16,5,0,11,1,5,2,3,0,0,3,10,5,3,0,1,0,0,0,0,8,3,0,40,0,2,0,0,0,0,0,4,0,4,0,4,3,64,8,0,4,13,1,0,0,5,2,2,1,0,1,17,1,0,5,0,0,3,0,0,8,3,85,4,9,0,4,22,4,7,0,1
6,0,0,1,3,4,0,13,0,0,17,16,2,1,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,2,14,0,0,1,0,0,0,2,0,0,38,1,0,0,0,0,0,0,0,0,4,1,0,11,0,0,1,0,0,0,1,0,3,0,0,3,1,10,6,3,0,2,8,0,0,0,0,2,0,0,0,2,0,0,0,0,44,0,3
6,12,22,38,0,0,1,1,2,1,1,0,1,5,0,7,6,0,5,0,0,8,1,10,3,2,17,4,0,1,3,19,8,2,6,0,0,0,3,5,5,4,5,7,0,0,0,0,6,3,1,19,3,0,0,1,3,0,4,1,11,21,3,1,4,2,0,1,3,1,0,3,1,5,1,7,7,0,8,0,9,1,5,0,0,14,2,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,3,8,3,6,4,1,1,23,4,7,6,10,3,5,12,3,0,4,2,4,11,3,3,18,1,4,6,0,2,2,10,4,3,12,11,10,0,21,2,12,1,4,0,6,0,0,6,2,0,17,0,2,8,1,6,5,1,1,4,4,5,1,15,1,0,0,7,2,5,2,5,9,2,7,4,4,2,16,8,3,11,15,5,14,8,6
7,3,0,3,6,2,9,6,6,7,3,1,12,1,22,9,7,7,3,0,5,6,7,5,8,3,6,3,11,5,0,2,6,24,6,14,4,3,28,2,16,0,15,5,0,0,3,0,6,0,10,2,1,1,3,7,0,2,8,12,4,10,3,4,4,14,3,1,0,7,2,2,2,10,4,3,4,5,4,0,10,2,4,0,1,8,9,5,7
8,1,1,1,5,2,8,15,2,3,17,4,44,9,1,2,3,6,1,0,10,6,7,3,1,3,0,14,0,13,0,9,0,1,5,9,2,1,1,3,9,4,2,4,4,4,1,0,2,10,0,4,16,1,8,8,3,12,12,3,4,0,5,1,4,6,0,4,24,17,5,0,2,6,2,2,1,5,5,2,5,5,4,7,4,0,3,8,4
0,11,6,23,0,0,0,2,2,5,0,2,1,3,2,0,1,0,3,0,2,7,0,3,0,0,4,7,0,8,0,5,14,5,3,0,52,0,2,14,0,18,0,7,0,1,19,0,0,2,4,0,0,0,0,1,3,0,9,0,2,2,0,16,0,0,29,1,3,1,8,1,0,5,0,0,1,0,0,0,3,1,4,1,0,8,2,0,6
7,0,2,0,10,11,5,2,2,0,20,0,13,0,6,8,7,10,2,0,1,3,11,6,4,0,5,7,7,7,2,0,1,4,0,0,0,11,9,0,19,2,20,0,4,0,3,0,17,1,16,0,0,2,7,5,2,8,4,2,9,4,2,2,0,5,1,0,8,5,0,15,5,7,1,1,2,9,9,9,8,6,2,11,3,0,9,3,5
28,0,1,1,12,8,2,32,1,1,44,13,0,1,0,1,0,2,0,7,8,0,1,12,2,0,1,2,0,6,28,1,0,5,0,2,0,2,0,4,20,9,2,0,3,11,0,0,0,1,1,0,2,0,3,16,1,3,3,0,5,0,10,0,0,2,6,9,29,17,0,9,28,3,0,0,4,2,1,1,5,23,1,2,1,0,19,0,1
6,0,1,0,28,4,27,2,1,0,30,6,0,0,1,0,7,12,14,0,15,1,5,2,7,0,0,0,8,8,0,0,1,4,1,0,0,7,2,0,96,0,8,1,64,0,0,0,2,3,8,0,7,3,0,15,1,10,17,2,0,0,6,0,2,5,1,0,13,31,0,7,0,3,2,1,4,12,2,46,11,8,12,24,15,1,9,5,4
7,1,4,2,9,3,11,16,3,2,13,3,5,1,6,2,23,12,6,0,15,8,15,6,5,0,5,20,8,17,4,4,1,6,2,9,0,34,12,2,21,1,10,1,8,0,1,0,8,7,8,1,5,16,15,0,1,11,12,4,16,5,12,0,6,1,3,2,6,16,2,4,2,9,0,1,1,11,3,14,17,6,0,38,16,0,15,2,12
11,1,6,0,0,0,1,20,10,1,9,2,0,2,0,6,2,5,0,0,31,2,0,5,0,10,0,1,0,2,0,0,1,0,12,0,8,0,3,11,4,15,5,6,0,1,3,0,1,0,3,3,2,1,1,1,0,2,10,0,10,1,5,44,4,3,0,0,3,1,9,7,0,28,0,12,1,4,0,2,0,1,12,0,0,0,9,6,10
10,1,0,2,6,2,3,7,14,1,15,3,11,9,2,0,9,4,7,0,19,3,11,5,1,1,10,3,0,19,1,11,5,2,2,11,0,1,3,3,12,4,3,1,4,0,0,0,6,2,12,0,8,3,10,11,2,0,3,7,5,1,1,2,3,5,23,4,13,9,0,8,0,1,4,0,3,1,6,2,15,1,8,6,8,1,9,6,0
3,4,4,0,6,3,9,11,12,24,9,1,10,6,13,9,16,3,14,0,10,8,11,2,9,4,6,8,17,27,1,5,5,4,16,7,34,8,12,22,7,4,13,14,13,0,4,0,5,8,12,9,4,3,17,12,10,3,0,7,14,16,4,41,12,28,10,2,4,5,3,6,1,2,12,5,12,7,4,2,30,3,12,3,4,5,8,3,6
0,1,1,3,2,0,10,1,1,3,12,1,1,2,9,5,10,12,8,0,15,13,9,7,2,1,2,20,11,11,3,14,9,5,3,2,1,3,15,6,3,7,9,4,1,0,1,0,1,12,3,0,2,0,2,4,0,7,7,0,2,6,3,2,13,1,8,1,3,2,2,5,0,1,5,5,8,7,2,1,2,1,12,4,2,8,7,1,6
25,3,0,5,4,5,5,1,10,9,11,5,1,3,1,3,1,10,4,0,9,2,6,21,3,0,2,5,0,18,17,13,0,0,9,0,0,15,10,2,42,3,4,10,0,1,11,0,1,4,4,2,9,5,0,16,10,5,14,2,0,1,2,4,4,11,7,8,2,17,6,3,4,14,1,12,0,2,16,0,0,14,10,1,4,3,42,3,2
0,1,2,10,2,2,2,1,5,2,3,0,9,3,0,6,5,8,1,0,3,5,1,0,0,12,7,7,1,4,2,4,1,39,39,1,33,1,21,15,4,2,13,11,0,0,21,0,4,10,0,2,4,0,0,5,1,1,16,6,1,0,0,5,5,5,6,0,7,1,1,1,0,1,2,1,4,0,0,0,5,1,3,0,5,2,3,0,6
10,0,0,0,1,8,5,18,0,2,28,38,1,0,2,2,4,5,8,16,4,5,5,8,1,0,1,0,2,9,11,0,0,0,0,2,0,1,4,4,13,3,10,0,5,3,3,0,4,3,5,0,2,10,6,12,5,1,4,3,2,0,0,0,0,3,0,19,4,6,0,9,4,1,3,1,3,14,0,11,1,21,0,4,6,5,11,3,0
2,2,7,10,1,3,4,10,15,21,0,0,1,5,3,1,1,4,3,0,14,8,2,1,4,15,2,15,4,1,3,3,1,17,9,0,95,3,12,67,3,3,1,11,2,0,1,0,5,4,1,16,2,0,0,0,44,2,41,2,4,5,0,0,5,2,2,0,0,3,8,3,0,4,1,3,25,0,0,1,1,0,6,5,2,0,12,0,4
5,9,5,0,0,2,2,0,4,8,0,0,4,3,1,1,3,5,4,0,0,3,3,4,1,5,7,9,3,13,0,0,4,13,12,1,9,1,10,0,6,0,14,6,2,0,4,0,1,4,4,0,0,0,2,6,4,3,12,13,4,5,0,5,0,2,1,0,1,2,7,4,0,9,4,20,0,0,3,0,15,2,3,3,0,9,6,5,3
4,7,2,4,3,1,7,1,11,2,12,1,39,17,9,2,9,6,2,0,2,14,2,7,6,0,6,11,5,7,0,12,8,14,3,1,0,6,8,4,6,1,11,7,1,3,2,0,15,14,6,0,5,2,5,1,3,5,28,1,11,5,3,2,2,0,20,0,1,1,0,4,0,9,17,3,5,1,22,2,55,5,2,4,3,3,3,4,0
0,1,7,4,1,0,0,2,13,3,3,1,2,4,3,10,7,0,1,0,12,9,2,7,2,10,18,1,4,13,2,14,18,1,9,13,2,0,5,11,1,7,4,3,0,1,0,0,1,3,0,29,1,6,1,3,0,23,10,8,7,6,0,2,1,20,0,0,3,2,11,1,0,6,7,0,3,0,5,0,3,0,15,5,2,14,5,4,9
10,0,1,0,3,8,0,18,2,2,21,7,0,2,6,1,6,2,5,1,10,0,4,3,0,0,3,4,2,6,18,1,0,3,0,1,0,2,1,3,8,13,7,0,1,10,1,0,0,1,4,1,0,9,0,2,0,4,2,1,8,0,19,0,0,0,0,0,17,19,0,2,9,1,1,0,0,5,0,1,4,5,0,1,0,1,23,6,1
29,1,8,2,11,10,0,66,4,1,67,8,1,8,1,0,7,14,2,4,19,1,4,21,2,0,0,1,2,8,6,0,1,1,0,2,1,11,12,1,59,24,15,1,17,6,3,0,0,0,24,3,8,29,13,6,3,13,4,3,2,7,4,0,1,1,3,17,0,36,0,11,17,2,2,1,1,3,0,17,6,9,5,4,7,2,43,14,2
48,1,11,2,16,8,8,37,7,4,70,7,6,7,4,0,9,16,18,0,14,3,1,19,1,3,2,3,10,16,11,6,1,6,6,3,0,13,17,2,60,5,22,2,1,3,1,0,7,7,17,1,5,17,31,16,1,9,5,2,17,1,6,3,2,1,2,19,36,0,3,21,32,3,1,1,2,11,3,4,3,6,12,14,11,3,55,10,4
0,3,22,28,0,3,1,3,3,3,5,0,0,1,0,1,1,5,4,0,0,2,0,3,12,0,1,14,0,14,0,1,0,6,11,0,11,2,1,3,1,0,4,0,0,0,0,0,2,2,5,8,0,0,0,2,9,0,3,2,6,1,0,8,7,0,11,0,0,3,0,1,0,10,14,14,1,0,0,0,1,0,13,0,1,7,5,1,1
26,3,1,1,11,9,1,17,2,2,22,3,0,9,6,5,6,11,9,0,7,2,4,32,7,1,1,8,10,9,2,1,0,5,14,3,0,12,14,0,24,7,22,2,5,2,3,0,5,2,0,1,15,9,7,4,7,8,6,5,3,1,9,3,4,4,1,2,11,21,1,0,8,3,3,3,6,2,1,4,6,13,6,7,6,0,9,16,0
19,0,0,0,5,6,0,19,1,1,38,8,1,1,0,3,1,4,0,1,8,0,0,3,0,0,0,0,1,4,27,0,0,0,0,0,0,0,1,0,27,4,0,0,0,8,1,1,2,2,2,0,5,28,0,2,0,0,1,0,4,0,4,0,0,0,0,9,17,32,0,8,0,1,0,0,0,8,0,0,0,28,1,2,0,2,20,1,0
