Ant4,Ant57,Ant260,Ant5,Ant52,Ant59,Ant65,Ant244,Ant540,Ant929,Ant2,Ant6,Ant24,Ant25,Ant26,Ant30,Ant38,Ant73,Ant74,Ant99,Ant102,Ant148,Ant158,Ant191,Ant196,Ant202,Ant209,Ant245,Ant268,Ant278,Ant308,Ant604,Ant620,Ant646,Ant673,Ant838,Ant1,Ant12,Ant13,Ant20,Ant27,Ant28,Ant29,Ant32,Ant40,Ant42,Ant43,Ant44,Ant50,Ant55,Ant62,Ant66,Ant68,Ant70,Ant71,Ant80,Ant81,Ant82,Ant85,Ant91,Ant96,Ant97,Ant100,Ant105,Ant111,Ant112,Ant113,Ant114,Ant117,Ant126,Ant135,Ant137,Ant139,Ant142,Ant144,Ant147,Ant149,Ant153,Ant156,Ant159,Ant169,Ant170,Ant173,Ant174,Ant176,Ant178,Ant186,Ant195,Ant198,Ant207,Ant212,Ant217,Ant218,Ant219,Ant220,Ant221,Ant226,Ant229,Ant232,Ant238,Ant242,Ant243,Ant250,Ant255,Ant256,Ant257,Ant261,Ant263,Ant265,Ant294,Ant299,Ant301,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant356,Ant376,Ant387,Ant390,Ant391,Ant394,Ant395,Ant398,Ant433,Ant437,Ant475,Ant492,Ant501,Ant527,Ant549,Ant552,Ant556,Ant575,Ant580,Ant592,Ant593,Ant600,Ant607,Ant610,Ant614,Ant621,Ant632,Ant635,Ant638,Ant650,Ant663,Ant665
0,7,10,1,0,14,13,0,12,5,3,0,0,6,22,4,1,0,13,1,1,3,3,18,3,3,9,0,0,15,1,0,2,6,4,1,0,0,3,9,5,3,13,10,7,11,7,4,14,2,0,11,25,5,10,0,1,0,1,12,2,0,0,2,2,0,37,3,14,14,0,0,4,4,3,2,0,4,0,10,37,8,10,7,13,2,5,0,0,0,15,0,26,0,9,4,22,0,35,5,1,7,0,15,0,0,1,1,3,1,0,0,18,0,3,0,19,2,2,3,5,3,0,8,1,1,0,3,0,0,0,2,0,0,16,0,0,17,0,3,0,2,4,7,3,1,0,43,8,2,0,10
7,0,0,5,7,0,0,8,0,2,0,7,1,5,3,2,9,10,1,17,6,7,2,5,9,8,8,0,2,3,5,4,12,0,6,4,4,14,9,13,0,2,1,0,1,0,6,2,3,1,5,2,3,10,0,2,7,16,15,0,4,45,6,1,20,2,3,19,1,1,21,29,8,2,0,1,11,1,1,5,0,5,1,1,5,2,7,17,12,15,0,5,6,5,0,7,0,7,0,11,0,5,14,1,14,5,9,2,10,1,8,9,2,8,6,8,0,9,7,0,4,0,5,34,3,6,0,0,2,12,13,7,0,2,1,5,18,2,4,31,0,2,1,4,15,4,24,0,6,18,19,1
10,0,0,2,0,7,23,1,10,2,22,0,0,0,1,4,0,0,0,1,0,7,6,4,0,2,3,10,0,13,0,9,0,55,6,0,0,3,1,5,13,0,9,4,18,0,0,3,9,0,0,14,15,1,50,0,2,0,0,26,0,0,12,1,3,0,10,0,31,26,0,8,33,16,4,0,0,2,0,29,35,13,5,4,7,2,4,3,9,0,9,0,13,0,4,0,10,0,23,9,12,2,11,4,8,5,0,1,0,8,3,0,5,0,11,8,2,9,3,7,1,24,0,1,3,0,4,5,0,12,0,12,3,5,30,0,0,25,2,7,0,24,7,5,0,0,0,18,0,9,3,0
1,5,2,0,1,6,4,8,4,19,22,1,0,12,3,15,7,1,11,5,1,7,0,18,3,0,22,16,1,18,10,0,4,0,17,2,0,4,3,4,1,0,5,0,9,2,6,3,9,0,22,31,9,0,2,0,12,0,4,4,1,11,23,13,9,0,2,7,3,5,3,8,4,1,10,0,2,8,0,3,0,8,6,17,7,0,1,3,1,15,13,0,15,1,5,13,15,3,4,18,8,7,10,8,0,0,15,4,1,3,0,0,11,2,6,5,2,1,0,7,11,8,5,1,11,1,1,7,0,3,0,3,1,7,2,0,2,4,19,2,0,3,8,8,4,9,3,3,18,5,1,38
0,7,0,1,0,1,0,12,8,18,0,0,0,10,0,11,14,0,6,4,2,0,3,5,6,4,3,3,12,25,3,2,6,0,8,8,0,7,10,27,3,1,0,3,6,2,0,1,22,0,16,5,0,3,0,0,12,0,6,0,1,1,13,2,5,0,1,5,5,5,0,11,11,1,10,2,5,7,0,1,0,1,4,2,0,1,1,11,1,29,8,1,1,0,4,1,0,1,7,16,7,14,4,9,2,0,8,4,1,9,0,7,8,3,2,5,5,5,1,1,13,6,4,2,7,1,10,5,0,11,0,15,0,2,4,10,2,3,3,8,0,0,2,7,5,0,2,0,6,6,5,3
14,0,7,6,1,0,14,3,14,10,7,2,0,26,4,6,3,0,21,1,1,1,0,15,4,0,6,19,2,14,4,1,0,6,15,4,0,4,14,15,2,0,21,6,0,5,5,1,18,1,17,7,14,0,4,0,3,0,6,98,0,0,21,17,2,0,3,0,17,31,1,0,4,7,2,0,2,2,0,0,37,12,5,4,10,0,2,8,3,4,23,0,4,0,1,0,5,1,15,10,5,10,0,6,0,0,2,1,1,15,0,1,1,0,2,6,8,1,0,10,6,4,0,1,6,0,0,8,0,1,1,1,0,9,6,0,2,10,20,2,0,3,12,5,4,14,0,42,15,12,2,20
13,0,23,4,0,14,0,1,6,2,21,1,0,7,5,0,0,0,16,2,2,2,5,5,3,2,4,22,4,13,0,2,0,20,9,3,0,0,7,2,1,2,30,20,8,0,0,1,14,0,4,4,21,0,10,0,13,0,0,27,0,0,6,2,5,0,2,0,12,41,1,4,4,10,25,1,0,4,0,5,26,7,6,5,29,1,7,1,0,0,20,0,4,0,6,12,5,0,27,52,12,17,1,9,0,2,0,3,1,30,0,5,12,0,11,4,0,3,0,39,12,4,2,0,0,0,4,10,0,8,1,0,1,8,4,0,0,18,2,1,1,10,11,17,2,5,0,23,7,8,2,2
0,8,1,8,12,3,1,0,13,11,1,6,0,2,3,4,5,6,4,6,2,12,10,3,1,1,2,7,9,3,1,13,2,0,3,9,0,9,1,3,10,0,0,2,0,24,3,10,10,0,5,2,3,2,3,0,6,4,6,0,3,9,8,0,4,6,0,7,2,1,5,6,7,8,7,0,8,4,0,6,0,4,6,0,3,2,5,1,8,18,0,3,1,4,0,5,1,11,0,11,9,1,2,5,2,1,9,4,2,3,1,3,11,12,5,6,0,7,0,0,7,6,8,1,6,3,2,0,1,7,5,12,0,19,1,0,0,0,6,5,0,18,11,4,4,3,17,2,7,14,1,0
12,0,10,4,8,14,6,13,0,6,2,1,0,14,7,10,7,2,7,0,1,3,1,3,5,0,7,0,1,5,4,0,3,37,10,4,0,2,4,3,3,6,11,14,12,3,8,12,3,0,19,3,4,1,3,1,13,0,2,0,0,0,24,4,4,0,6,0,12,4,1,6,4,0,13,0,0,3,0,8,1,2,12,18,17,0,2,14,1,7,6,0,6,1,1,3,5,0,9,8,1,1,2,9,0,0,8,8,1,16,1,0,0,1,9,7,0,10,3,0,10,0,8,0,3,0,3,1,0,10,1,9,0,5,8,3,4,18,17,7,0,0,2,4,0,1,1,0,0,7,3,0
5,2,2,19,18,10,2,11,6,0,2,4,2,9,0,10,9,2,16,4,5,0,1,2,9,2,0,8,1,17,7,0,7,0,16,1,1,10,21,2,6,1,4,1,5,8,4,5,32,0,9,6,19,5,4,1,15,4,10,2,2,4,12,2,10,2,1,14,6,2,1,10,1,3,2,0,4,2,0,0,11,3,2,2,2,3,2,23,5,20,0,0,6,0,2,2,14,4,0,29,2,21,4,5,1,3,16,9,0,17,0,2,2,2,2,16,1,5,0,1,41,5,12,6,15,3,2,6,0,18,4,23,0,17,3,11,2,3,10,10,0,3,2,0,4,4,6,0,1,6,6,10
3,0,22,22,0,7,21,1,2,2,0,0,0,1,3,9,1,1,11,0,3,3,0,11,2,2,43,14,0,13,10,0,0,5,22,2,0,1,6,9,7,0,5,13,2,0,4,0,12,0,4,4,19,0,1,0,4,0,0,32,1,1,6,17,0,4,2,0,4,21,2,2,4,7,5,1,0,19,0,0,9,2,1,3,4,0,0,0,3,1,15,0,8,1,5,3,1,2,7,11,9,5,1,1,2,4,0,11,0,19,0,0,24,1,3,1,13,3,0,6,27,12,0,0,3,1,3,8,0,4,1,3,0,1,12,2,0,8,12,1,4,0,0,9,0,0,0,8,16,10,0,20
0,7,0,1,0,2,1,6,1,4,0,0,0,4,19,0,6,14,0,4,2,2,2,0,1,4,0,0,2,3,6,8,5,0,0,6,11,6,4,1,0,6,0,1,0,4,6,2,4,2,0,1,1,4,2,6,1,24,2,0,12,9,1,1,29,16,7,16,0,5,11,12,8,5,2,1,5,0,16,4,0,1,7,0,0,4,17,2,35,21,0,12,5,21,0,0,0,3,0,2,2,1,8,0,5,12,1,0,1,0,12,14,1,3,1,9,0,6,7,0,3,0,1,16,4,14,11,0,5,14,16,3,0,9,4,3,5,3,3,6,5,3,7,9,20,0,3,0,2,21,8,1
0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,10,1,2,2,0,13,0,7,33,0,0,2,1,0,5,3,0,2,0,36,0,0,0,0,25,0,0,0,2,0,4,2,13,0,0,0,0,0,25,0,7,0,0,7,0,0,0,6,7,1,6,0,1,2,7,8,0,0,51,1,0,34,0,0,3,12,0,0,34,25,0,3,0,1,14,0,11,0,3,0,0,0,0,0,0,0,1,18,13,2,1,11,0,21,22,0,4,3,0,0,5,16,0,0,1,0,1,0,10,9,0,17,0,2,2,37,6,2,1,0,0,0,6,16,9,4,4,4,0,0,0,0,8,0,0
6,5,0,12,10,26,7,2,14,9,1,4,0,0,3,11,8,0,19,9,1,7,4,4,11,0,1,4,4,14,10,10,8,1,10,10,0,2,12,13,4,0,7,17,0,11,6,10,15,2,10,1,1,1,24,1,20,4,18,0,1,6,16,14,17,4,4,8,16,1,6,20,13,0,3,1,10,3,2,1,3,6,4,9,8,13,1,21,9,13,3,5,21,2,5,0,6,7,3,18,2,3,4,8,2,2,2,6,6,5,2,7,5,4,5,7,2,8,2,4,11,5,7,5,4,0,16,2,2,12,3,11,0,16,28,2,5,5,18,4,1,6,13,10,11,9,10,17,11,22,5,15
22,3,1,3,0,4,5,3,7,0,3,19,1,3,0,5,3,13,0,4,15,1,18,0,7,18,7,8,22,5,5,18,0,5,5,1,5,2,0,2,1,11,0,3,3,23,0,4,13,4,1,1,0,2,3,6,4,6,11,0,14,3,1,0,20,7,5,15,8,0,3,23,5,1,2,28,3,1,10,2,18,3,23,5,3,10,17,7,7,8,4,10,4,6,1,6,3,4,9,5,3,1,13,0,17,10,7,9,6,7,13,6,0,2,5,2,0,18,9,2,3,0,0,3,4,10,0,8,0,2,8,5,8,18,21,4,5,5,0,18,4,15,1,29,6,11,1,2,3,35,15,0
4,2,4,15,11,6,0,4,10,10,9,0,0,11,5,0,12,2,10,2,0,6,1,4,2,0,0,4,1,14,10,4,6,1,7,1,0,3,5,3,6,0,3,6,2,1,0,3,10,2,6,4,1,1,1,0,11,2,4,24,1,3,4,10,1,0,2,6,4,2,0,3,5,0,7,1,4,0,0,3,1,7,9,12,6,1,1,4,0,7,4,1,7,1,1,6,5,1,2,10,14,7,2,5,0,5,5,3,0,5,0,1,2,1,6,0,1,1,0,4,2,5,9,1,11,1,2,4,0,11,2,3,0,4,8,0,2,4,17,1,0,1,9,3,9,4,4,7,5,11,1,12
