Ant57,Ant260,Ant52,Ant397,Ant929,Ant2,Ant6,Ant7,Ant9,Ant14,Ant19,Ant24,Ant26,Ant30,Ant38,Ant60,Ant64,Ant72,Ant74,Ant102,Ant158,Ant161,Ant196,Ant202,Ant209,Ant227,Ant245,Ant252,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant646,Ant673,Ant740,Ant838,Ant954,Ant0,Ant1,Ant12,Ant13,Ant20,Ant23,Ant27,Ant29,Ant42,Ant43,Ant48,Ant49,Ant51,Ant54,Ant55,Ant62,Ant63,Ant66,Ant68,Ant70,Ant80,Ant91,Ant96,Ant97,Ant98,Ant109,Ant113,Ant118,Ant120,Ant124,Ant126,Ant127,Ant131,Ant135,Ant137,Ant140,Ant144,Ant147,Ant149,Ant156,Ant159,Ant169,Ant170,Ant172,Ant174,Ant175,Ant176,Ant190,Ant195,Ant206,Ant207,Ant210,Ant212,Ant215,Ant229,Ant232,Ant242,Ant250,Ant257,Ant261,Ant262,Ant263,Ant264,Ant289,Ant296,Ant299,Ant301,Ant313,Ant324,Ant326,Ant331,Ant332,Ant334,Ant353,Ant356,Ant376,Ant380,Ant387,Ant391,Ant395,Ant433,Ant437,Ant458,Ant462,Ant482,Ant492,Ant501,Ant507,Ant509,Ant530,Ant549,Ant560,Ant576,Ant592,Ant593,Ant607,Ant610,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
0,0,15,0,26,5,1,1,1,3,1,0,9,0,0,0,14,28,2,6,5,11,1,1,9,8,5,23,1,2,11,12,25,29,0,36,1,12,4,2,0,17,10,4,1,24,16,0,0,0,1,15,23,0,4,5,2,7,7,26,7,47,18,26,22,1,2,15,2,1,0,12,0,11,8,4,3,0,20,3,0,11,3,10,1,10,11,1,16,1,13,0,3,14,26,2,11,0,13,21,8,30,6,0,14,3,0,1,0,0,3,1,0,8,1,0,1,20,22,6,2,16,1,5,0,0,4,14,12,0,0,2,0,26,1,0,6,0,16,25,0,3,14
0,0,0,33,1,1,6,27,0,2,0,5,0,13,8,15,0,0,0,0,1,1,26,21,2,2,0,3,1,2,0,0,0,0,20,0,0,0,18,0,52,3,0,0,15,0,1,61,18,39,38,1,2,25,6,0,1,0,1,0,2,0,0,0,2,15,3,0,6,1,12,0,9,8,1,3,79,34,0,17,5,0,10,2,14,1,2,1,48,19,0,21,0,0,0,0,0,17,0,0,1,0,3,20,1,8,1,1,17,6,9,2,5,0,28,2,7,0,0,12,11,2,43,13,12,9,0,2,0,13,15,4,8,1,20,26,15,22,1,1,31,14,0
15,0,0,0,5,3,0,0,14,13,5,0,3,1,0,0,18,5,10,1,6,5,0,0,3,14,18,8,13,4,3,2,4,2,0,7,1,14,0,5,1,15,16,2,0,3,1,0,1,0,0,7,20,0,3,1,2,2,10,2,9,25,19,1,6,3,0,0,7,2,1,0,0,2,6,2,2,0,23,0,2,18,1,3,2,5,7,0,7,42,16,0,16,0,7,1,6,0,24,7,4,3,15,0,1,4,1,0,0,3,5,0,1,1,2,0,4,11,11,1,0,21,0,5,0,0,1,8,0,0,1,1,1,1,0,0,4,4,2,10,0,9,13
0,33,0,0,1,5,6,31,0,0,0,2,0,7,5,17,0,0,0,0,4,0,29,16,0,2,0,0,0,0,0,0,0,0,7,0,2,1,17,0,15,0,0,0,12,0,0,38,24,24,16,0,0,10,0,0,2,0,0,0,1,0,0,0,0,14,7,0,6,0,3,0,5,8,0,0,48,53,0,1,30,0,8,0,0,0,0,0,3,10,1,6,0,0,0,0,0,22,0,0,0,7,0,5,1,1,0,2,27,1,5,1,7,0,4,0,0,0,0,0,10,0,0,2,23,7,0,1,0,16,14,5,0,0,12,29,12,11,0,0,18,5,2
26,1,5,1,0,14,0,0,1,1,19,4,3,0,0,0,4,7,6,0,14,2,1,0,2,5,14,34,8,1,1,7,5,5,4,23,3,13,3,14,0,16,3,2,1,3,12,0,3,2,3,1,6,0,2,2,1,15,8,6,1,22,7,11,3,10,1,16,7,2,3,17,0,1,3,5,3,1,21,1,6,22,1,15,1,10,29,0,6,0,6,0,10,4,4,15,0,0,27,5,9,2,3,1,12,2,7,2,0,8,6,4,6,2,0,0,0,6,58,3,0,22,3,16,0,0,8,49,15,0,4,10,1,18,0,0,2,0,9,5,0,0,7
5,1,3,5,14,0,1,2,3,19,7,0,0,1,2,1,0,17,0,3,15,1,5,2,4,8,0,1,15,8,0,6,9,13,3,4,10,19,7,0,1,29,2,2,1,6,19,1,3,5,8,0,6,2,1,17,3,9,1,9,7,1,0,10,8,17,4,2,12,15,10,15,2,9,0,4,19,3,6,13,4,1,0,2,7,4,9,0,17,10,1,0,5,7,1,12,1,0,6,2,6,2,0,4,11,1,28,1,2,11,7,23,3,0,2,0,3,9,0,15,1,8,15,10,0,0,0,29,1,1,4,2,0,12,0,0,6,5,1,9,0,7,10
1,6,0,6,0,1,0,6,0,4,2,12,0,0,9,3,1,4,0,1,0,14,29,2,4,12,0,2,4,17,0,7,0,1,0,3,17,1,10,0,8,0,2,6,11,1,8,0,19,1,3,4,0,0,0,4,17,0,12,0,11,1,0,0,0,8,35,0,12,2,1,0,11,4,0,8,29,1,0,5,3,2,0,1,9,0,0,20,14,1,4,4,0,0,6,0,3,0,0,2,0,5,1,7,0,9,21,0,7,11,25,8,4,2,11,0,3,1,0,7,17,0,4,0,7,0,0,3,0,4,7,3,25,6,1,2,6,4,0,0,0,7,6
1,27,0,31,0,2,6,0,0,0,0,1,0,0,3,15,2,0,0,0,0,0,39,17,0,12,0,0,2,0,0,3,0,0,15,0,0,0,13,0,35,0,1,3,8,0,7,31,25,20,21,0,1,5,1,0,2,1,4,0,0,3,7,0,0,12,10,0,2,0,0,0,12,1,0,1,64,22,0,4,9,1,1,0,5,0,0,9,1,7,0,16,0,0,2,0,4,52,0,0,0,2,2,11,0,2,1,1,24,5,1,0,16,0,7,0,1,0,0,0,28,0,0,4,18,3,0,3,0,6,18,1,13,1,8,18,7,2,0,0,35,4,0
1,0,14,0,1,3,0,0,0,0,9,0,5,0,0,0,19,1,33,19,4,20,1,0,3,1,10,10,1,0,0,0,14,18,0,31,2,1,0,0,0,0,1,0,0,14,1,0,0,0,0,7,9,0,3,0,0,18,0,2,0,1,9,39,20,0,0,14,1,0,2,5,0,1,5,0,0,0,19,0,0,7,0,23,0,4,0,0,0,0,59,0,1,4,14,16,21,0,10,22,5,17,4,0,2,0,2,0,0,0,1,0,2,15,0,0,2,2,50,3,0,25,0,2,0,0,18,2,7,0,0,1,0,2,0,0,0,0,9,8,0,0,6
3,2,13,0,1,19,4,0,0,0,1,8,0,0,8,1,0,9,0,2,1,7,3,4,2,11,5,0,3,12,1,3,3,0,3,2,26,20,8,0,5,1,2,11,5,0,9,0,2,3,3,1,6,2,0,7,10,2,7,7,12,2,11,6,2,6,5,2,8,0,5,1,3,0,0,6,7,2,4,6,0,0,9,1,10,0,0,2,2,24,1,2,2,2,5,0,1,0,4,1,0,5,2,6,0,8,5,3,3,13,5,5,11,0,8,0,1,4,1,10,2,4,5,14,0,0,11,6,0,7,1,0,2,8,1,0,7,13,0,1,0,5,1
