Ant52,Ant65,Ant244,Ant2,Ant6,Ant15,Ant19,Ant60,Ant99,Ant102,Ant148,Ant202,Ant209,Ant227,Ant237,Ant268,Ant604,Ant673,Ant35,Ant50,Ant63,Ant96,Ant98,Ant126,Ant137,Ant140,Ant147,Ant169,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant210,Ant232,Ant256,Ant262,Ant289,Ant296,Ant298,Ant324,Ant332,Ant356,Ant400,Ant437,Ant476,Ant492,Ant502,Ant552,Ant556,Ant560,Ant564,Ant592,Ant593,Ant599,Ant621,Ant638,Ant650
1,3,15,0,3,3,5,13,2,9,4,0,5,6,2,0,0,4,1,2,1,11,10,7,31,1,3,0,0,0,0,0,13,7,1,2,0,0,3,1,9,8,6,0,2,2,5,8,1,1,1,9,0,1,6,2,13,0,5
0,0,0,10,0,0,0,0,0,0,0,9,0,7,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
10,0,1,0,0,3,23,7,4,4,3,0,8,4,13,0,2,2,4,1,2,4,9,6,8,0,3,0,0,0,0,0,11,0,0,1,1,0,1,0,9,0,2,4,0,1,9,3,6,5,1,2,0,0,17,10,10,0,6
0,0,0,3,0,0,0,0,0,0,0,21,0,5,0,4,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,6,17,0,31,3,12,2,3,2,13,0,4,27,18,0,30,6,7,8,3,4,5,20,7,28,3,13,0,11,0,0,0,2,5,15,9,4,2,8,3,8,9,5,10,18,9,2,6,14,13,13,15,0,8,5,25,0,7
0,0,0,0,1,1,1,12,13,1,0,0,0,1,1,0,1,1,0,7,9,7,23,0,2,1,7,7,0,0,0,0,2,0,0,3,4,0,0,5,18,0,1,7,10,0,22,2,1,0,1,0,0,28,9,9,0,0,12
0,0,3,0,2,1,24,2,0,7,8,0,1,28,5,2,15,3,7,1,2,7,3,10,12,4,7,1,0,0,0,0,5,0,0,14,11,0,12,1,0,18,0,0,0,10,2,0,2,3,0,8,29,0,1,0,6,0,1
3,3,1,0,1,2,11,0,0,0,3,0,4,4,1,0,18,10,32,0,3,2,7,25,3,2,4,2,0,1,0,0,15,3,14,0,9,2,21,1,0,6,8,0,3,9,6,0,9,7,10,9,25,0,1,4,0,0,1
1,3,7,0,20,0,2,0,1,1,5,2,2,11,0,1,15,2,0,0,15,2,7,58,0,4,14,0,0,1,0,0,9,4,11,9,0,2,12,0,0,4,6,0,3,21,0,1,3,0,1,4,23,0,6,3,14,0,4
0,8,1,0,3,3,9,3,2,0,0,0,2,5,0,0,28,0,0,0,0,4,0,7,1,0,0,0,0,0,0,0,4,0,0,2,2,0,1,0,0,0,0,1,0,5,3,0,0,0,1,2,11,0,1,5,0,0,0
0,7,6,1,3,0,0,0,1,0,0,5,0,6,1,5,5,1,0,0,1,2,4,18,0,9,4,3,14,1,8,0,2,0,12,21,12,1,0,0,0,6,1,0,0,6,0,0,6,0,1,1,3,0,0,0,14,13,0
12,4,0,0,9,3,5,12,8,0,8,0,2,0,4,0,4,1,2,2,5,3,0,2,0,0,5,1,0,0,0,0,8,5,1,1,0,0,0,0,2,0,5,2,4,6,28,0,1,1,12,2,3,0,0,8,4,0,0
33,0,11,0,0,6,3,6,1,2,16,0,9,2,8,0,0,9,0,2,0,20,6,1,24,15,0,9,0,9,0,0,3,18,0,0,0,0,0,2,0,4,2,4,6,0,1,13,3,3,0,0,1,0,0,3,4,0,9
0,3,6,0,0,1,1,0,1,0,13,0,0,8,3,0,1,0,0,0,0,6,3,1,3,3,6,8,0,0,0,0,8,0,18,6,4,0,6,0,4,0,5,2,1,1,0,0,6,2,1,24,9,0,3,1,16,0,1
1,7,11,0,13,4,7,10,2,0,3,0,1,0,7,0,2,6,2,0,1,4,3,5,13,0,15,6,0,2,0,0,9,1,0,8,6,0,1,5,2,5,0,7,2,3,11,6,3,4,9,7,3,0,6,11,1,0,3
0,0,1,0,7,4,6,21,8,0,1,0,10,0,7,0,1,7,1,0,0,0,0,0,5,0,3,0,0,4,0,0,5,7,0,0,0,1,0,2,4,2,7,0,0,2,2,4,0,10,3,6,1,0,10,4,2,0,6
0,0,5,0,16,1,3,15,1,0,4,0,1,0,0,0,1,2,2,10,0,1,0,2,2,0,1,2,0,0,0,0,10,10,0,3,3,0,0,4,6,1,2,0,0,1,22,2,2,6,18,2,0,0,10,2,2,0,18
0,7,10,0,20,2,2,0,5,1,5,0,1,13,0,1,11,5,3,3,17,5,0,8,0,0,6,2,0,1,0,0,18,0,10,9,21,5,6,6,0,1,3,2,1,0,0,1,3,4,2,11,11,0,3,15,23,0,2
0,0,1,0,13,6,6,51,13,0,6,0,29,0,8,0,2,10,2,33,1,0,6,1,7,0,4,5,0,9,0,0,9,22,2,6,0,3,0,28,1,0,11,2,22,0,0,2,1,7,8,2,2,0,3,3,15,0,32
1,7,4,0,2,0,0,10,0,6,1,0,11,0,0,0,0,5,0,7,0,4,6,0,0,2,1,8,0,3,0,0,2,2,0,0,1,0,0,0,13,0,6,4,2,1,2,0,0,5,1,0,0,0,3,8,1,0,20
0,3,12,1,3,0,4,0,5,1,3,0,1,2,17,1,0,1,2,2,0,6,2,3,0,2,0,1,0,6,0,0,6,1,2,9,3,0,6,1,3,6,3,0,2,3,1,0,0,0,0,11,5,0,2,3,9,0,0
1,0,0,0,0,23,8,9,1,0,2,0,0,4,7,0,0,0,2,3,1,0,0,3,9,0,2,1,0,5,0,0,14,0,3,7,0,0,0,1,3,2,4,10,6,4,7,5,0,0,2,0,0,0,3,2,11,0,6
4,3,2,0,3,7,10,2,10,15,3,0,2,0,0,0,1,1,1,6,1,6,1,0,8,0,19,1,0,1,0,0,13,1,0,10,1,1,1,12,0,1,9,3,18,2,8,1,0,2,0,1,1,0,15,15,10,0,7
3,0,2,0,3,4,7,2,1,11,7,0,1,1,10,0,0,4,4,0,0,3,15,13,7,0,3,9,0,2,0,0,13,0,8,9,4,2,1,2,0,24,7,6,2,11,2,0,11,0,1,0,1,0,1,3,8,0,12
0,1,6,0,15,0,4,0,3,0,1,0,0,21,2,0,15,2,23,0,7,1,1,20,2,13,2,0,0,0,0,0,15,0,29,25,23,11,3,3,1,9,3,1,0,11,2,0,5,0,1,1,0,0,0,1,10,0,0
0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,6,0,6,11,8,9,10,1,6,0,9,2,9,0,3,7,5,9,3,0,3,2,0,1,14,6,0,17,0,0,8,9,1,1,6,1,0,0,0,3,6,10,10,3,3,3,2,3,15,1,0,0,0,12,16,0,9
0,1,6,0,5,2,4,2,2,2,5,0,2,9,6,0,14,3,4,0,2,1,2,0,0,0,19,2,0,10,0,0,5,9,0,4,3,5,0,8,3,1,11,4,2,15,3,8,3,2,15,3,1,0,12,0,24,0,2
7,0,20,0,19,7,5,8,2,0,10,0,5,13,10,0,25,24,6,1,17,12,9,11,0,0,6,13,0,10,0,0,25,0,6,0,14,0,14,4,4,16,1,2,2,23,15,1,9,11,10,8,10,0,16,24,0,0,9
0,0,0,5,0,0,0,0,0,0,0,21,0,14,0,12,0,0,0,0,0,0,0,2,0,0,0,0,13,0,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,38,0,10,16,12,13,3,4,1,0,5,0,0,0,6,7,0,38,2,28,8,1,7,33,5,5,0,6,0,0,7,12,1,1,4,0,0,0,9,1,3,6,18,2,32,20,0,6,7,12,0,0,9,2,9,0,0
