Ant57,Ant260,Ant52,Ant397,Ant929,Ant6,Ant7,Ant9,Ant14,Ant19,Ant24,Ant26,Ant30,Ant60,Ant64,Ant74,Ant158,Ant161,Ant196,Ant202,Ant209,Ant227,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant673,Ant740,Ant838,Ant954,Ant0,Ant1,Ant12,Ant13,Ant20,Ant23,Ant27,Ant29,Ant42,Ant48,Ant49,Ant51,Ant54,Ant55,Ant62,Ant66,Ant68,Ant70,Ant80,Ant91,Ant96,Ant97,Ant98,Ant109,Ant113,Ant118,Ant120,Ant124,Ant126,Ant131,Ant135,Ant137,Ant140,Ant144,Ant147,Ant149,Ant159,Ant169,Ant170,Ant174,Ant175,Ant190,Ant195,Ant206,Ant210,Ant229,Ant232,Ant242,Ant257,Ant261,Ant262,Ant263,Ant264,Ant289,Ant296,Ant299,Ant301,Ant313,Ant326,Ant331,Ant332,Ant353,Ant356,Ant376,Ant380,Ant387,Ant391,Ant395,Ant433,Ant458,Ant492,Ant501,Ant507,Ant509,Ant530,Ant576,Ant592,Ant593,Ant607,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
0,49,3,7,0,0,21,3,2,2,16,0,24,59,4,0,0,0,42,10,0,6,3,10,6,9,36,0,1,24,0,8,0,0,0,3,0,11,0,0,8,35,28,0,1,4,3,0,0,1,14,15,0,9,0,2,7,21,0,0,0,0,0,0,0,1,55,21,0,25,0,0,9,0,35,8,2,1,0,0,19,0,0,2,0,2,4,1,13,61,13,40,24,26,1,0,0,0,0,5,2,1,21,2,2,0,1,5,9,0,1,18,16,0,0,17,0,2
5,7,4,0,2,7,1,2,11,5,0,1,0,0,7,0,1,1,11,0,1,4,1,8,0,5,5,2,1,0,1,8,0,0,0,0,2,3,4,4,0,3,0,1,1,1,3,3,1,5,1,6,9,13,8,5,11,0,0,2,2,8,5,1,4,2,0,1,9,1,0,9,1,0,0,15,7,3,11,0,1,1,3,2,2,11,4,6,3,0,0,0,0,0,0,0,0,0,8,8,1,6,1,0,1,0,2,15,0,4,0,4,4,0,19,3,2,11
5,7,3,0,0,0,0,0,4,0,0,0,1,0,0,1,0,2,0,7,0,0,1,7,1,1,0,3,0,0,0,3,0,3,0,0,2,1,14,4,1,0,0,5,1,2,1,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,5,0,0,54,5,0,0,0,3,1,0,0,2,0,0,1,2,7,0,2,0,1,0,0,8,0,0,0,0,0,0,2,2,0,0,2,0,0,12,1,0,1,5,0,1,1,1,0,0,2,1
5,0,1,9,3,12,0,0,4,0,0,0,3,3,0,0,2,2,8,0,1,0,1,0,0,1,0,0,3,6,1,9,0,0,2,2,0,3,6,11,15,9,6,6,0,29,0,41,1,7,0,0,5,3,0,2,1,0,1,5,6,0,5,0,0,1,1,2,8,0,0,2,5,0,0,6,1,2,4,2,3,1,0,9,2,3,6,0,0,0,0,0,0,1,1,2,0,0,6,0,8,3,7,0,1,0,1,2,1,0,7,1,4,0,0,3,6,3
0,31,0,8,5,0,17,0,7,0,5,3,18,25,4,0,1,0,23,24,1,15,3,2,3,1,12,3,0,3,0,5,0,11,3,1,3,0,2,3,4,49,20,0,0,12,1,34,3,4,4,6,4,5,0,4,5,11,0,2,2,2,4,1,1,7,11,26,4,6,0,1,16,0,19,7,4,0,0,0,9,6,4,0,1,3,9,0,31,13,9,17,2,15,1,8,0,5,1,0,2,0,12,0,0,0,2,1,12,1,10,23,20,0,2,12,7,2
6,11,10,0,7,4,1,1,2,0,0,4,1,1,13,4,5,0,0,5,11,6,6,13,1,5,1,16,6,4,3,3,1,0,4,14,6,2,0,14,0,1,2,0,15,4,3,2,17,11,2,1,21,3,20,2,5,0,4,8,3,16,5,7,5,8,0,3,11,0,5,17,0,0,0,1,15,3,2,4,5,5,8,26,2,8,3,43,2,0,0,4,0,0,10,4,0,0,2,17,3,4,1,0,8,25,7,0,0,19,2,4,3,5,0,3,6,22
3,3,3,2,7,6,0,3,4,7,0,11,0,0,8,5,4,0,2,5,1,4,11,3,12,0,0,0,0,5,7,13,0,0,4,4,11,3,14,0,0,3,1,4,9,1,9,10,8,10,8,9,9,5,2,1,1,0,0,8,1,11,4,10,8,1,0,0,10,0,8,6,0,3,0,3,6,11,2,20,3,12,10,17,9,8,3,1,4,0,0,0,0,0,7,0,0,0,12,10,6,4,14,0,4,1,12,28,0,11,2,7,4,8,2,0,6,15
0,26,3,2,1,26,6,3,7,9,0,0,2,1,3,0,3,0,14,14,0,24,5,1,2,0,2,5,4,1,9,20,1,8,0,1,15,4,0,0,0,24,4,14,0,13,0,4,1,3,3,3,0,2,3,0,21,3,0,10,7,1,13,0,1,12,26,8,3,7,0,2,8,0,0,7,0,5,2,1,5,0,2,0,1,8,8,0,28,0,0,0,0,5,0,2,1,12,7,7,11,0,18,0,1,0,4,0,22,2,17,10,7,2,0,2,17,2
3,41,1,2,3,9,9,1,11,5,8,4,14,33,0,0,0,2,35,24,3,16,11,14,7,2,9,2,3,6,1,21,0,35,3,0,9,49,1,3,24,0,38,2,2,24,3,9,0,8,0,7,5,5,0,0,8,23,0,5,1,2,12,3,0,10,28,34,7,4,2,10,23,1,17,13,0,3,0,1,18,6,1,3,4,6,12,0,30,19,2,13,3,29,1,33,0,4,3,3,7,0,21,2,0,7,1,4,24,1,21,32,41,0,0,17,10,8
8,33,1,24,3,9,28,0,3,3,7,0,28,17,1,0,0,0,19,10,1,11,3,1,8,2,4,3,1,14,0,22,0,28,0,0,6,20,2,1,4,38,0,0,1,26,2,10,0,5,5,5,0,11,0,1,5,25,1,1,1,1,5,2,0,7,21,12,3,15,0,2,21,0,12,9,1,3,0,0,21,0,0,3,1,3,11,1,15,10,4,21,2,13,0,12,1,3,1,0,2,2,15,0,1,0,2,3,11,1,2,10,3,0,0,20,8,1
4,2,7,1,5,5,0,2,0,10,0,17,0,0,1,3,0,8,1,1,4,2,14,4,0,1,1,9,3,0,6,5,0,0,1,5,6,0,0,4,14,2,0,0,7,0,2,1,84,1,4,9,7,18,0,18,0,0,0,0,0,5,8,3,1,0,1,3,10,2,4,10,2,3,0,3,12,0,8,9,2,11,10,3,13,2,5,0,4,0,0,2,0,0,2,7,0,0,0,0,14,7,0,0,0,3,5,4,2,0,0,5,9,15,6,0,3,15
1,4,11,1,0,6,1,1,1,3,0,17,0,0,2,0,13,0,0,12,13,3,3,7,3,0,0,1,6,0,1,10,1,1,1,1,0,0,15,9,0,2,1,7,0,0,0,1,4,2,1,2,13,13,9,20,0,2,0,0,0,1,0,1,7,0,0,0,6,0,2,1,1,5,0,1,2,1,12,2,0,8,2,1,1,2,2,0,0,0,0,5,0,0,2,3,0,0,1,3,2,7,0,0,1,0,19,3,1,3,0,3,10,8,0,0,0,9
0,14,0,13,4,10,2,0,10,16,0,1,6,0,1,0,1,1,14,24,1,5,2,3,1,1,1,1,0,11,1,14,0,4,1,2,29,12,4,1,13,24,26,0,0,0,1,6,2,15,0,0,0,0,1,0,9,11,1,1,3,1,10,2,0,20,3,9,2,10,0,0,16,0,5,0,0,1,2,0,7,0,0,0,1,2,6,0,11,0,7,0,1,8,0,1,0,1,4,0,2,0,22,0,0,0,0,0,33,1,20,6,10,0,0,22,59,1
2,2,11,1,0,3,0,20,0,4,0,1,0,0,4,1,1,4,1,0,1,9,0,0,0,7,3,2,0,0,0,0,1,3,3,1,0,1,3,9,0,3,2,2,0,1,0,0,2,4,81,5,5,11,1,13,0,0,1,0,0,4,0,2,2,0,0,0,5,0,0,3,0,4,0,1,4,0,0,2,0,10,3,2,5,2,0,54,2,0,0,0,0,3,1,1,0,0,12,4,4,0,1,0,9,19,10,48,0,0,0,0,0,25,0,0,1,7
5,1,1,26,6,29,1,0,2,3,0,2,0,8,2,0,0,2,18,3,1,9,12,0,0,1,0,0,7,3,4,9,0,0,3,0,41,34,2,10,4,9,10,1,1,6,0,0,1,3,0,5,7,1,0,1,13,1,0,5,1,1,5,2,0,7,0,0,7,0,5,7,3,0,0,15,1,7,7,1,2,30,0,0,2,2,8,0,2,0,0,0,0,0,0,6,0,0,3,0,13,0,2,0,0,0,0,17,1,1,11,5,4,0,1,4,4,23
3,1,4,1,22,5,0,0,0,1,0,5,0,0,4,0,0,0,2,0,1,0,2,5,0,5,0,5,0,0,1,1,0,0,1,0,1,3,17,8,1,0,0,84,4,2,2,1,0,0,1,8,8,4,2,1,6,0,0,11,4,2,4,7,0,0,0,1,4,0,7,35,1,0,0,2,1,3,11,11,2,11,0,10,1,2,0,1,1,0,0,8,0,0,1,0,0,0,0,8,4,0,1,0,2,1,1,0,0,0,0,2,3,2,2,0,2,5
4,10,7,9,5,9,0,3,6,4,0,4,0,7,0,6,0,0,0,7,2,8,5,2,8,2,0,0,1,1,3,26,0,1,5,3,7,4,11,10,3,8,5,1,2,15,4,3,0,0,2,3,1,4,3,1,18,0,0,4,0,1,10,5,0,6,4,1,15,0,0,1,16,0,0,1,2,4,4,4,1,4,1,2,1,4,10,6,7,0,0,2,0,7,3,12,0,7,1,0,4,0,5,0,0,0,9,3,8,3,2,6,8,1,0,1,6,7
7,17,0,0,0,8,0,13,5,14,0,9,0,0,12,12,3,3,0,0,5,18,2,1,12,4,15,25,5,0,2,1,1,14,1,1,0,4,2,8,3,0,5,4,1,0,81,0,1,2,0,11,1,3,2,2,0,5,5,0,0,2,2,2,3,0,1,0,0,0,1,1,3,10,0,3,10,1,1,10,0,1,9,3,4,1,1,39,0,0,0,0,0,0,0,6,0,0,11,2,3,7,4,0,7,15,5,7,9,0,0,1,0,30,22,0,0,0
2,13,4,2,14,16,0,8,5,12,0,7,0,0,3,1,0,0,10,6,5,16,2,1,11,13,10,6,0,5,6,12,0,15,6,0,0,6,1,9,3,7,5,9,2,0,5,5,8,3,11,0,1,10,2,0,9,0,5,8,13,6,0,11,0,1,2,0,8,1,8,4,1,3,0,19,10,9,14,4,2,8,1,5,2,0,5,5,11,0,0,0,0,0,6,2,1,0,3,2,4,5,1,0,3,5,7,3,8,5,1,14,6,5,0,1,1,4
14,4,11,2,1,6,0,2,2,9,0,14,0,2,2,0,1,0,2,1,1,2,7,1,12,10,10,5,2,1,5,3,1,0,9,0,5,4,21,9,0,5,0,7,13,0,5,7,8,1,1,1,0,3,16,13,5,1,10,1,1,28,0,7,4,2,0,0,5,0,2,29,1,0,0,0,5,4,14,6,0,12,6,1,5,7,2,11,2,0,0,0,0,0,0,2,0,2,5,4,2,2,3,0,8,7,8,1,0,11,0,3,4,16,0,0,3,2
17,9,12,9,6,7,0,12,0,21,0,14,2,1,21,1,10,4,10,0,3,69,4,3,6,22,32,2,12,0,3,10,4,9,13,0,3,5,3,5,2,5,11,18,13,0,11,1,4,4,3,10,3,0,15,24,5,0,3,4,3,3,2,10,4,2,0,4,7,11,10,3,2,9,0,33,12,8,7,16,0,1,6,2,3,0,5,4,6,0,0,2,0,3,1,8,0,0,2,12,0,7,1,0,7,17,7,11,16,2,0,13,3,6,1,0,12,18
