Ant4,Ant57,Ant260,Ant5,Ant52,Ant59,Ant65,Ant244,Ant540,Ant929,Ant2,Ant6,Ant25,Ant26,Ant30,Ant38,Ant74,Ant99,Ant102,Ant148,Ant158,Ant191,Ant196,Ant202,Ant209,Ant245,Ant268,Ant278,Ant308,Ant604,Ant620,Ant646,Ant673,Ant838,Ant12,Ant13,Ant20,Ant27,Ant28,Ant29,Ant32,Ant40,Ant42,Ant43,Ant50,Ant55,Ant62,Ant66,Ant68,Ant70,Ant71,Ant80,Ant81,Ant82,Ant91,Ant97,Ant100,Ant105,Ant111,Ant112,Ant113,Ant114,Ant117,Ant126,Ant135,Ant137,Ant139,Ant142,Ant149,Ant156,Ant159,Ant169,Ant170,Ant173,Ant174,Ant195,Ant198,Ant207,Ant212,Ant217,Ant218,Ant219,Ant226,Ant229,Ant242,Ant243,Ant250,Ant255,Ant256,Ant257,Ant261,Ant263,Ant265,Ant294,Ant299,Ant301,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant356,Ant376,Ant387,Ant390,Ant391,Ant394,Ant395,Ant437,Ant475,Ant492,Ant501,Ant527,Ant549,Ant552,Ant556,Ant575,Ant580,Ant592,Ant600,Ant607,Ant610,Ant614,Ant621,Ant632,Ant635,Ant638,Ant650,Ant663,Ant665
0,2,6,5,9,13,2,6,11,2,2,4,5,3,3,0,4,0,0,3,18,1,4,2,15,4,0,5,7,7,0,23,0,0,1,5,1,22,11,6,36,0,9,0,2,1,26,2,4,0,11,0,0,5,12,0,10,8,2,2,0,0,11,0,0,2,0,10,0,0,0,10,0,0,13,0,0,2,0,0,2,0,0,8,4,2,0,10,0,0,1,9,0,12,0,0,4,0,2,0,16,3,2,6,5,0,22,0,17,0,0,0,0,4,0,20,6,3,1,0,5,0,0,10,0,4,1,0,3,9,1,1,0
2,0,2,1,0,0,0,2,1,6,0,25,3,2,2,1,8,19,12,13,16,1,3,22,0,0,1,7,6,84,10,4,1,62,16,2,22,1,6,0,0,5,10,0,3,4,25,2,0,10,7,11,6,16,0,27,8,3,18,9,1,9,16,0,2,93,21,6,4,2,9,0,3,16,0,8,8,10,7,4,5,0,0,7,6,3,5,0,4,8,1,1,4,23,0,21,0,1,38,22,0,40,21,0,15,0,1,17,2,19,0,13,2,6,0,10,9,12,18,0,6,4,3,4,9,31,9,5,0,3,42,4,3
6,2,0,5,1,8,9,13,0,2,0,0,3,3,1,1,6,0,1,1,4,0,5,1,11,2,2,14,1,1,1,9,0,3,3,3,8,0,2,6,4,4,0,3,8,4,21,3,7,1,11,0,3,2,0,0,29,4,3,0,11,3,10,7,1,8,11,2,2,0,6,5,2,4,1,7,1,0,13,0,12,0,16,9,12,3,2,3,0,0,11,13,1,11,0,0,0,0,12,8,0,7,1,5,10,2,6,0,9,1,0,0,0,1,0,14,16,3,3,0,7,13,2,0,1,2,1,6,0,6,9,0,3
5,1,5,0,1,4,41,1,6,1,11,0,2,0,14,1,0,1,0,3,5,3,7,0,2,2,0,10,12,0,0,0,14,0,1,8,3,4,0,5,4,7,2,2,2,0,5,8,19,0,10,0,3,1,24,0,17,4,0,0,0,1,3,4,0,2,1,1,0,0,3,7,0,0,7,0,0,0,6,0,2,0,0,1,36,4,0,3,0,0,0,11,0,9,0,0,6,0,0,0,0,2,0,13,3,2,16,0,8,1,0,0,0,2,0,1,0,0,0,0,12,0,0,4,2,2,2,1,14,2,1,0,2
9,0,1,1,0,0,0,3,0,0,0,0,1,6,14,0,4,4,1,2,14,4,8,1,0,1,2,13,1,0,0,24,5,8,4,4,2,4,1,8,6,5,2,16,2,1,3,0,1,0,3,0,1,1,8,0,7,3,0,1,0,5,8,11,1,3,3,8,0,0,4,16,9,0,2,0,1,0,10,0,6,0,11,10,4,8,1,2,0,0,6,1,1,7,0,1,5,0,2,9,6,7,0,0,4,3,4,0,8,0,0,1,0,0,0,6,3,1,0,0,4,3,2,2,5,8,0,2,10,1,10,1,7
13,0,8,4,0,0,5,13,15,1,11,1,0,0,0,0,3,0,1,1,3,6,6,0,4,4,0,16,1,2,0,4,12,1,1,20,1,4,0,28,37,14,7,1,2,4,4,7,18,1,28,0,7,1,53,2,2,11,0,0,0,0,5,15,0,0,0,8,4,0,5,13,3,0,4,0,0,1,5,0,10,0,4,0,7,18,0,4,2,1,15,0,0,13,0,2,2,0,0,8,1,2,0,3,6,0,2,1,4,0,0,1,0,5,0,10,1,0,0,0,20,0,0,0,3,7,0,0,3,18,5,0,6
2,0,9,41,0,5,0,5,13,0,12,2,0,3,6,0,6,1,0,1,16,23,0,0,8,1,2,12,9,2,0,5,1,1,0,0,2,14,0,12,2,21,4,0,4,0,2,10,16,0,39,0,5,0,51,2,3,10,0,0,2,1,0,14,0,1,0,3,0,0,5,0,1,0,15,0,0,2,6,0,0,0,1,0,4,3,0,7,0,0,3,3,0,3,0,0,15,0,0,2,0,4,0,26,4,23,18,1,9,0,0,0,0,1,0,10,0,0,2,0,2,0,0,6,2,6,1,0,4,24,3,0,0
6,2,13,1,3,13,5,0,5,2,1,0,12,2,8,0,2,2,1,3,2,6,2,0,4,7,4,10,3,1,1,0,3,1,1,3,6,2,0,1,2,5,8,4,0,1,19,8,9,2,10,0,1,3,13,2,16,9,7,0,1,3,0,7,0,6,0,4,0,0,6,1,7,3,2,3,1,1,3,0,9,1,21,1,6,2,0,2,3,0,3,3,0,0,0,0,3,0,8,8,1,3,3,5,9,22,6,0,7,2,0,1,0,14,0,6,1,1,11,1,4,1,1,0,5,5,3,16,25,17,12,8,5
11,1,0,6,0,15,13,5,0,1,1,0,4,3,6,0,6,2,0,3,14,17,10,0,7,6,2,13,4,1,0,0,31,3,1,3,4,6,2,35,5,2,0,6,0,0,11,2,8,1,19,0,8,1,1,0,5,2,5,0,0,2,4,2,0,3,2,7,3,0,0,3,3,0,9,1,0,0,6,0,8,0,12,3,7,0,0,24,2,0,7,2,0,11,0,1,30,0,2,4,5,0,0,12,10,0,4,0,3,0,0,0,0,15,0,13,0,0,0,3,4,1,0,1,10,4,2,9,3,8,5,0,0
2,6,2,1,0,1,0,2,1,0,0,1,9,8,3,8,1,1,11,5,4,1,12,2,0,9,7,5,6,1,3,0,0,7,12,14,17,0,0,0,0,2,0,14,3,5,0,1,0,2,3,0,3,4,0,9,5,12,8,0,4,15,0,1,4,8,3,5,2,0,8,8,18,0,0,28,1,34,1,0,9,0,0,0,2,0,20,1,2,0,5,3,1,4,0,10,2,0,4,23,0,5,1,0,11,0,1,0,4,0,0,1,0,8,0,19,59,0,5,0,8,1,5,0,1,7,12,8,2,0,12,5,1
2,0,0,11,0,11,12,1,1,0,0,0,0,0,12,0,0,0,0,0,11,9,0,0,17,2,0,6,3,3,0,13,5,0,0,0,0,2,0,5,4,11,1,0,0,0,1,9,1,0,2,0,0,0,41,0,0,9,1,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,1,0,1,0,0,15,0,0,14,0,0,2,0,3,3,0,0,0,10,1,0,0,1,9,4,0,2,0,0,2,0,0,0,3,0,0,0,0,8,0,1,0,14,7,0,0,18,5,1,0,3
4,25,0,0,0,1,2,0,0,1,0,0,13,7,0,1,3,21,4,1,18,0,6,25,0,4,4,2,9,58,0,0,0,27,5,1,2,1,5,1,1,3,7,4,3,4,25,0,1,3,3,10,5,19,0,5,5,0,49,16,0,12,3,0,0,20,35,3,2,12,5,4,0,18,2,8,13,7,2,15,6,1,1,7,0,4,5,2,6,13,1,1,2,4,3,27,0,5,9,2,0,22,17,2,9,0,2,23,3,28,3,20,15,9,16,14,1,8,11,0,2,3,11,11,2,81,4,6,0,2,33,2,2
5,3,3,2,1,0,0,12,4,9,0,13,0,2,2,5,12,5,7,1,15,4,22,4,0,5,7,31,6,4,2,0,2,7,7,2,8,5,8,1,0,10,10,13,7,1,6,8,6,0,0,0,8,11,0,21,15,3,13,0,2,6,3,2,8,1,11,6,0,0,4,6,7,0,0,3,0,1,18,0,3,2,8,20,6,1,4,2,3,0,1,6,3,12,0,4,0,0,9,7,5,8,5,1,5,0,2,2,5,3,0,3,8,0,0,10,19,1,5,0,5,1,7,17,5,5,5,15,3,11,11,3,4
3,2,3,0,6,0,3,2,3,8,0,7,2,0,0,0,4,8,1,4,3,0,10,4,0,5,2,4,0,9,0,0,0,1,12,0,5,4,16,0,2,0,6,0,10,14,4,0,0,6,0,5,6,8,0,1,9,1,16,5,15,2,0,1,0,22,31,4,18,0,1,0,3,16,1,15,5,0,2,1,5,8,0,3,8,2,1,0,11,13,0,3,9,10,16,7,0,9,12,13,0,11,21,0,4,0,0,8,0,6,14,12,14,3,2,8,4,8,11,0,1,16,18,4,7,24,26,11,1,3,34,0,0
3,2,1,14,14,0,6,8,6,3,12,0,2,0,0,1,9,0,2,5,10,1,2,0,9,5,3,8,7,0,0,10,14,0,4,1,4,14,0,0,2,6,4,1,0,2,0,2,4,1,8,0,2,1,4,0,16,10,0,0,1,3,5,6,0,1,1,0,1,0,6,4,0,0,0,4,0,0,0,0,0,0,2,0,36,11,0,3,0,0,0,3,0,0,0,0,19,0,0,1,1,1,0,7,3,3,12,0,15,0,0,0,0,3,0,7,2,0,0,0,4,0,0,17,1,3,2,2,1,5,9,1,13
0,1,1,1,0,0,0,0,0,8,0,1,5,0,1,0,2,7,21,0,0,1,0,5,0,1,0,1,8,7,8,0,0,3,5,1,1,0,1,0,1,0,0,2,1,1,0,0,0,1,0,0,2,5,0,6,3,0,2,0,0,2,0,1,69,1,6,0,1,0,2,1,1,0,0,15,2,46,1,0,2,0,0,2,2,1,14,0,2,0,3,0,1,1,0,4,2,0,5,4,0,7,12,1,8,0,0,0,0,0,0,3,1,0,0,10,60,0,5,0,1,2,5,0,0,7,1,6,0,1,14,1,0
4,8,6,0,4,3,6,2,6,1,0,3,12,4,9,2,0,6,0,0,7,0,21,3,4,8,8,6,4,13,2,11,10,2,2,11,8,2,2,4,0,4,17,2,0,0,14,0,4,0,1,0,1,5,0,3,18,9,8,0,3,6,3,8,0,2,2,26,0,0,0,7,14,0,1,3,0,4,19,0,6,0,0,4,10,7,12,7,4,0,3,17,2,13,0,0,1,0,20,1,3,8,2,6,19,11,1,0,6,0,0,4,0,3,0,17,10,0,1,5,5,1,0,9,0,1,5,10,1,6,17,1,2
0,19,0,1,4,0,1,2,2,1,0,21,5,8,0,7,6,0,18,4,1,0,6,7,0,8,1,4,3,37,1,0,0,15,8,2,6,0,11,1,0,1,11,2,19,6,7,1,1,12,0,6,5,16,0,16,3,1,20,46,10,12,2,0,10,22,19,4,11,3,4,0,1,33,0,13,7,4,1,14,3,8,0,6,2,0,1,0,8,10,1,1,17,7,15,17,1,5,19,6,1,16,27,0,8,1,0,20,1,20,12,16,14,2,11,24,17,2,29,0,4,11,14,3,0,13,32,13,0,8,20,14,3
0,12,1,0,1,1,0,1,0,11,0,4,7,1,2,21,0,18,0,0,2,1,3,0,1,8,6,3,3,2,10,2,1,3,5,1,4,0,6,0,0,0,4,8,0,5,0,0,2,7,1,0,2,6,0,4,4,0,3,0,0,1,3,1,22,9,6,0,1,0,8,2,4,0,0,23,4,27,2,0,7,0,0,5,0,2,22,0,0,2,2,0,2,2,0,0,1,0,5,16,0,7,1,0,2,0,1,1,4,0,0,5,0,2,0,9,36,0,5,0,1,6,1,1,0,1,0,10,0,1,6,5,3
3,13,1,3,2,1,1,3,3,5,0,1,1,4,5,0,0,4,0,0,0,0,4,0,0,2,60,6,6,3,1,0,3,5,1,10,7,1,0,0,3,21,2,4,1,1,0,3,2,1,1,0,6,3,0,0,3,3,3,0,0,6,0,0,0,0,6,5,0,0,5,3,75,0,0,4,1,4,0,0,67,0,0,3,6,3,1,2,3,0,6,0,3,25,0,1,0,0,1,1,0,2,2,10,75,0,1,0,6,0,0,3,0,9,0,18,7,0,4,4,51,0,0,6,1,5,2,8,4,4,4,0,0
