Ant260,Ant5,Ant52,Ant65,Ant244,Ant540,Ant2,Ant6,Ant7,Ant14,Ant15,Ant19,Ant26,Ant30,Ant38,Ant60,Ant72,Ant99,Ant102,Ant148,Ant158,Ant161,Ant202,Ant209,Ant227,Ant237,Ant268,Ant311,Ant518,Ant604,Ant673,Ant0,Ant12,Ant20,Ant32,Ant35,Ant40,Ant43,Ant44,Ant50,Ant55,Ant62,Ant63,Ant96,Ant97,Ant98,Ant105,Ant112,Ant114,Ant126,Ant137,Ant140,Ant144,Ant147,Ant169,Ant170,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant210,Ant212,Ant215,Ant217,Ant219,Ant232,Ant243,Ant256,Ant257,Ant262,Ant264,Ant265,Ant289,Ant294,Ant296,Ant298,Ant301,Ant305,Ant313,Ant324,Ant332,Ant342,Ant356,Ant395,Ant398,Ant400,Ant437,Ant476,Ant492,Ant502,Ant507,Ant509,Ant552,Ant556,Ant560,Ant564,Ant575,Ant580,Ant592,Ant593,Ant599,Ant607,Ant610,Ant621,Ant632,Ant638,Ant647,Ant650,Ant665
6,0,1,0,0,25,2,2,3,13,1,1,3,0,5,2,29,1,0,0,0,0,9,2,3,0,9,25,7,0,1,0,10,11,3,0,7,3,4,14,0,0,0,4,3,6,0,4,1,4,2,2,4,0,14,0,0,0,13,16,4,4,0,20,16,34,1,7,21,14,1,2,29,0,23,9,2,15,5,8,0,1,2,0,0,0,4,0,0,0,0,0,10,0,0,6,0,11,4,6,0,8,3,10,2,0,1,5,0,0,0
0,7,0,0,2,0,0,0,0,0,0,0,8,0,1,0,0,10,0,1,0,2,0,0,0,18,3,2,0,0,0,0,0,0,2,1,0,0,0,24,0,0,0,1,3,6,0,1,0,0,0,1,0,4,1,0,0,0,0,0,1,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,9,3,0,0,2,0,14,0,0,0,35,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,7,1
19,8,3,1,5,0,8,2,8,0,2,5,7,2,8,8,0,3,8,9,7,1,0,7,8,4,1,19,1,1,15,31,0,4,3,1,0,0,13,0,0,0,0,3,2,5,1,13,10,4,6,4,11,5,6,28,3,12,0,0,10,12,4,0,0,0,2,7,0,0,5,2,0,3,0,0,3,20,13,1,8,12,2,6,4,4,2,5,1,16,5,0,0,0,0,1,8,1,4,2,7,8,3,1,6,8,0,0,0,5,2
22,3,0,0,3,0,19,13,10,0,0,9,33,0,2,0,1,1,1,0,0,11,0,11,13,25,23,6,0,0,1,11,0,0,7,11,0,0,29,26,4,1,3,0,3,5,0,13,0,0,6,4,0,2,1,0,0,17,0,0,12,14,4,5,0,0,16,8,0,0,1,6,4,1,2,0,0,9,2,6,0,2,1,4,11,0,0,3,0,0,0,0,12,3,2,1,1,1,0,1,0,2,0,0,9,1,1,0,0,34,3
0,0,3,0,1,0,7,2,0,0,8,3,8,2,11,4,0,0,2,0,1,0,0,13,1,8,0,8,0,0,2,5,0,0,11,11,0,0,14,4,3,3,2,3,0,4,1,0,5,0,16,4,5,3,1,13,3,25,0,0,2,11,32,0,0,0,0,6,0,0,8,0,1,1,0,0,0,2,1,0,4,0,4,4,11,6,3,46,0,12,5,0,0,7,2,2,1,2,0,1,0,4,5,0,1,3,0,0,0,7,0
4,14,1,2,14,0,10,3,14,1,3,14,3,11,11,10,0,4,12,2,1,9,0,18,10,4,1,7,5,6,5,18,0,2,18,2,0,1,20,10,6,6,5,5,4,0,12,5,0,8,4,7,3,6,2,14,0,26,0,0,21,7,13,0,0,0,1,6,0,0,3,0,1,2,3,4,2,22,16,1,3,9,14,1,9,5,0,13,1,10,8,0,0,19,3,14,9,1,1,0,4,2,7,2,13,6,0,0,0,33,4
22,5,6,0,4,0,2,1,4,0,3,4,10,5,6,7,0,7,13,0,10,1,0,6,20,2,1,5,3,2,16,51,0,0,16,1,0,0,22,0,0,0,1,0,1,12,0,0,0,1,10,4,3,11,5,14,1,11,0,0,4,13,13,0,1,0,1,9,1,0,8,3,0,1,1,0,2,13,14,2,6,2,7,7,6,3,10,1,2,3,11,0,1,6,3,5,9,1,0,2,42,13,18,1,2,9,0,0,0,5,9
7,6,2,5,2,0,16,23,22,2,4,11,3,11,3,2,1,4,1,4,10,33,0,14,12,14,15,16,18,13,3,7,0,5,0,13,0,9,7,7,4,1,13,13,0,5,0,0,4,6,1,11,1,3,11,4,10,19,0,0,8,6,7,1,0,0,0,6,0,0,2,2,1,14,7,0,2,17,4,2,2,1,6,4,3,10,4,3,2,3,3,0,5,3,0,1,1,0,0,4,0,5,4,4,33,4,0,0,2,22,6
6,1,4,1,3,0,3,2,4,1,1,5,1,12,2,1,0,3,5,5,5,7,0,12,2,1,0,5,2,1,1,11,0,3,3,0,0,0,6,0,1,0,10,0,5,0,0,4,0,2,3,0,30,2,5,9,5,3,0,0,7,20,3,0,1,0,0,11,0,0,4,0,0,0,0,0,2,6,10,1,7,7,3,10,0,3,0,0,11,13,1,0,0,2,3,0,15,0,3,1,1,11,5,1,5,3,0,0,0,0,1
4,0,0,8,2,34,0,5,3,5,0,5,2,0,6,2,21,0,0,0,3,0,9,1,3,1,21,21,8,11,0,1,29,9,0,0,8,28,1,3,4,0,4,0,0,8,1,6,2,0,3,28,0,3,4,7,4,0,7,12,17,0,3,8,31,16,5,7,16,4,0,0,4,6,20,14,2,3,1,6,1,6,0,1,0,1,5,0,5,0,0,2,43,0,0,0,0,10,2,15,0,6,4,35,6,2,1,12,0,0,0
14,4,3,1,3,0,3,0,7,0,0,8,5,6,17,14,0,2,3,21,2,6,0,12,2,0,0,3,3,1,12,12,0,3,25,2,0,0,6,3,2,0,6,6,16,4,10,1,3,3,0,18,7,18,0,4,2,9,0,0,10,19,9,0,0,0,1,4,0,0,7,0,1,1,0,0,4,3,17,6,4,2,1,8,6,18,1,1,4,0,1,1,1,5,8,24,14,0,1,1,2,6,5,3,0,8,0,0,0,8,0
7,3,1,11,2,0,11,2,20,0,1,7,3,10,11,4,1,9,1,7,8,6,1,4,14,5,18,22,22,8,2,7,0,11,10,4,0,4,3,2,2,1,4,4,4,7,4,11,0,28,18,0,6,3,2,6,6,6,0,0,46,9,4,4,0,0,1,49,7,0,2,6,0,2,32,0,1,3,1,14,14,7,4,6,10,41,33,10,3,2,4,1,10,20,0,2,8,18,5,1,0,7,8,17,12,16,0,0,0,7,4
19,7,3,1,6,0,1,3,0,1,2,11,1,11,0,3,0,7,13,4,2,4,0,5,8,2,0,5,2,1,6,11,0,0,13,1,0,0,15,0,4,0,11,0,5,3,3,1,30,0,7,6,0,6,18,9,1,15,0,1,1,38,8,0,1,0,11,5,0,0,1,1,0,0,0,0,15,5,9,2,17,0,16,36,0,9,1,6,5,8,1,1,0,0,5,4,18,0,8,1,17,4,5,0,3,2,0,0,0,4,9
10,0,2,3,15,0,5,8,4,0,14,6,8,14,27,6,0,10,8,6,18,2,1,24,12,0,0,13,3,0,23,38,0,2,15,3,0,0,43,0,0,4,5,2,3,6,11,3,2,3,18,3,6,0,14,9,8,7,0,1,13,24,7,0,1,0,2,5,0,0,4,0,0,2,5,0,6,17,5,2,12,15,6,4,29,9,3,4,23,0,17,0,0,0,25,24,21,1,1,1,9,27,12,4,0,17,0,0,0,23,26
5,8,4,1,3,0,7,4,9,0,20,5,7,13,4,5,2,5,2,13,12,2,0,14,9,17,3,8,9,4,11,27,0,3,0,1,0,1,13,2,14,1,6,1,1,2,5,11,5,4,0,2,18,14,0,12,0,2,0,0,20,15,23,1,1,0,3,2,0,0,3,0,1,0,8,0,4,15,11,6,22,4,6,5,9,10,4,10,18,9,8,0,0,5,1,0,9,1,3,1,2,11,7,5,7,10,0,0,0,3,2
25,7,7,0,34,0,9,0,12,0,1,9,7,12,38,18,1,11,35,26,13,7,0,12,33,0,0,10,3,1,4,72,0,1,12,3,0,2,28,10,0,0,28,0,13,14,14,4,9,7,4,6,9,9,12,0,0,14,0,0,9,23,24,2,1,0,1,32,0,0,12,2,1,0,9,0,4,12,7,0,10,3,35,14,5,8,0,7,4,26,17,0,0,2,5,5,11,0,1,3,15,9,8,0,0,4,0,0,0,22,2
6,3,1,9,0,0,11,3,7,3,1,3,0,5,0,2,1,3,1,1,16,1,0,2,8,0,0,22,10,9,10,6,0,8,4,2,0,3,3,0,0,0,3,0,3,0,1,10,5,4,2,6,1,8,0,0,0,2,0,4,4,2,6,0,3,0,0,4,0,0,3,6,3,1,0,0,10,4,2,17,3,1,1,4,0,5,10,0,6,0,0,0,2,1,0,1,2,5,11,4,0,6,8,6,1,18,1,0,0,2,1
28,0,0,0,7,0,20,19,12,0,7,8,4,23,1,12,0,8,4,10,4,10,0,3,8,18,2,11,8,0,14,22,0,4,32,1,0,2,7,13,0,0,12,17,25,26,11,19,3,0,9,6,15,7,2,14,2,0,0,1,11,18,1,0,4,0,5,9,0,0,14,0,0,5,10,0,9,9,9,0,22,2,14,3,8,7,2,15,10,10,0,1,0,37,9,22,6,2,2,10,7,6,4,4,12,3,0,0,0,12,0
0,0,0,0,0,28,0,0,0,29,0,0,0,0,0,0,19,0,0,0,0,0,4,0,0,0,13,6,0,0,0,0,11,4,0,0,3,18,0,0,13,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,6,32,18,0,0,28,20,0,0,3,0,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,23,0,0,0,0,4,0,15,0,0,0,14,0,0,0,10,0,0,0
1,0,0,0,0,9,0,0,0,42,0,1,0,1,0,0,40,3,1,1,0,0,15,0,0,0,14,21,1,1,0,0,32,20,0,1,16,68,0,1,16,0,0,0,0,0,0,0,0,12,0,0,1,1,0,0,4,1,12,0,0,0,0,19,140,46,0,10,58,31,0,0,35,0,15,38,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,5,129,0,5,3,4,5,0,7,0,4,1,31,0,15,6,28,0,1,0
15,5,2,7,4,0,11,7,23,2,9,8,7,6,15,5,8,3,8,12,17,7,0,8,50,4,9,16,20,54,9,17,0,16,4,11,0,3,18,0,4,1,10,12,2,21,4,8,7,17,10,46,1,13,20,9,4,11,0,0,0,18,14,7,16,0,0,23,1,0,12,4,1,4,20,0,3,11,7,16,6,3,16,11,27,8,28,16,5,6,0,3,36,7,1,3,15,15,5,7,8,24,10,15,9,20,14,0,0,13,5
37,7,8,3,21,0,30,7,5,0,22,20,6,76,6,14,0,20,15,14,13,8,0,65,14,5,4,4,20,1,28,35,0,7,17,2,0,1,35,6,4,16,12,14,11,7,13,6,20,0,19,9,38,24,15,23,2,18,0,0,18,0,22,0,1,0,15,21,0,0,20,1,0,0,4,0,13,27,25,4,21,0,51,73,14,7,0,15,16,19,5,2,0,8,28,6,26,1,7,5,13,20,15,9,4,5,0,0,0,12,12
5,19,0,2,22,0,4,10,1,0,7,9,1,12,3,8,0,8,6,2,22,5,0,9,11,21,1,7,6,7,5,34,0,21,2,5,0,0,5,1,0,0,4,4,32,13,13,7,3,3,9,4,8,7,23,24,6,1,0,0,14,22,0,1,0,0,7,11,0,0,7,4,11,2,0,0,4,10,2,6,13,5,13,5,6,1,4,7,18,4,5,0,0,19,8,0,13,0,1,2,9,13,13,3,4,13,0,0,0,13,8
2,0,0,0,0,9,0,1,12,17,0,0,0,0,0,0,10,0,0,0,4,0,6,0,8,0,7,17,12,14,0,3,13,6,0,8,6,8,0,2,20,0,0,5,0,0,0,1,0,8,0,4,0,0,1,2,0,0,6,19,7,0,1,0,14,46,0,2,17,8,2,21,10,7,7,1,0,0,0,4,0,0,0,1,0,2,18,0,0,0,0,0,13,0,0,0,0,4,1,7,0,0,0,4,12,7,0,20,0,2,0
8,0,0,5,2,41,14,2,9,72,0,2,0,1,1,0,71,0,1,0,5,0,99,0,0,1,18,11,2,8,0,0,109,17,0,1,29,32,0,0,16,0,0,0,0,0,1,0,1,31,0,0,1,1,1,1,3,4,32,140,16,1,0,14,0,70,0,7,61,128,0,3,16,6,45,39,0,0,0,0,1,0,1,1,0,2,7,0,4,0,0,9,70,0,0,0,0,56,0,55,0,0,2,54,2,2,8,139,0,0,0
0,0,0,0,0,64,0,0,0,38,0,0,0,0,0,0,31,0,0,0,0,0,10,0,0,0,19,23,0,2,0,0,38,9,0,1,10,8,1,0,34,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,18,46,0,0,0,46,70,0,0,0,55,60,0,1,8,1,22,55,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,21,0,0,0,0,24,2,26,0,0,1,25,0,1,4,28,0,0,0
8,8,0,0,1,0,4,7,2,2,0,10,3,8,20,3,0,3,0,0,4,10,0,7,0,51,0,7,1,1,1,2,0,1,2,1,0,0,23,19,1,0,2,16,0,1,1,0,0,5,1,1,11,2,3,1,0,5,0,0,0,15,7,0,0,0,0,4,0,0,1,1,0,1,0,0,0,1,23,5,8,2,2,5,2,2,3,5,0,6,3,0,3,1,13,0,2,0,1,0,0,2,2,0,36,3,0,0,0,65,20
10,8,1,4,10,0,11,17,13,3,14,16,8,21,36,30,1,9,15,10,9,13,0,19,12,6,3,26,22,17,15,27,0,5,14,6,0,2,27,0,7,1,7,8,6,6,9,6,11,7,4,49,5,5,2,32,4,9,0,10,23,21,11,2,7,0,4,0,0,0,28,1,0,6,25,0,8,21,28,39,13,7,12,29,7,2,6,2,16,11,7,2,4,21,9,15,10,17,14,5,3,24,11,20,9,41,1,0,0,22,23
0,0,0,0,0,31,0,0,0,40,0,0,0,0,0,0,32,0,0,0,0,0,25,0,0,0,10,11,8,0,0,2,40,9,0,0,6,28,0,0,21,0,0,0,0,0,1,0,0,16,0,7,0,0,0,0,0,0,28,58,1,0,0,17,61,55,0,0,0,48,0,2,19,1,18,14,0,0,0,0,0,0,0,3,0,0,5,0,1,0,0,0,29,0,0,0,0,20,0,20,0,0,2,35,0,0,6,53,0,0,0
0,0,0,0,0,21,0,0,0,43,0,0,0,0,0,0,31,0,0,0,0,0,11,0,0,0,42,7,0,0,0,0,25,6,0,0,7,27,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,31,0,0,0,8,128,60,0,0,48,0,0,0,3,0,2,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,4,0,17,0,0,0,24,0,0,4,9,0,0,0
11,2,4,3,13,0,18,3,2,2,0,5,11,16,0,10,0,6,6,3,14,15,0,32,8,0,0,9,1,9,6,27,0,1,9,0,0,5,3,1,1,0,5,1,8,3,8,2,4,0,7,2,1,4,3,12,3,14,0,0,12,20,7,2,0,0,1,28,0,0,0,1,0,2,0,1,2,9,8,1,11,0,5,5,3,1,0,0,5,4,2,0,0,0,1,4,21,1,9,0,12,9,5,0,5,4,0,0,0,10,1
7,1,0,2,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,4,3,14,5,4,5,13,0,2,0,0,0,6,1,0,2,1,2,6,0,0,3,2,0,0,0,6,1,0,0,2,6,0,0,0,4,1,4,21,3,1,1,1,2,0,1,0,2,0,4,0,2,1,1,12,2,0,0,3,0,0,2,0,5,1,0,4,2,3,0,0,1,0,0,1,0,0,4,8,0,0,0,0,0,1,0
2,0,0,0,2,14,0,1,2,3,0,0,0,1,0,0,4,0,0,0,0,1,4,0,5,0,11,15,1,1,2,1,2,4,0,0,4,13,0,0,29,0,0,4,1,1,0,1,0,4,1,0,0,0,1,1,3,0,3,35,1,0,11,10,16,8,0,0,19,3,0,2,0,1,3,9,0,3,0,0,2,4,0,1,0,1,2,1,10,0,0,3,10,0,0,0,0,13,5,7,0,0,0,1,0,1,3,0,0,2,0
5,1,1,8,0,0,1,5,19,1,0,2,1,5,1,0,0,1,0,0,8,2,2,0,3,1,10,8,17,2,1,1,0,3,0,14,0,1,3,1,0,0,3,1,1,2,1,14,0,6,1,2,0,2,0,0,1,5,0,0,4,0,2,7,6,1,1,6,1,0,2,0,1,0,19,0,1,6,3,6,2,3,0,3,2,3,13,0,2,5,2,5,27,3,1,0,2,3,13,3,0,5,12,3,2,7,0,0,0,7,2
4,4,1,1,2,7,0,7,9,8,0,0,4,5,3,0,11,0,1,2,4,2,18,2,13,8,20,13,10,15,0,2,22,9,2,16,3,9,4,15,23,0,0,2,0,3,1,7,0,20,0,32,0,5,8,9,0,10,2,15,20,4,0,7,45,22,0,25,18,2,0,4,3,19,0,5,3,9,0,12,0,9,0,3,9,6,16,0,2,0,1,1,8,4,0,0,2,14,0,1,0,2,8,28,6,11,8,18,0,3,0
1,0,0,0,0,26,0,0,1,27,0,0,1,11,0,0,31,0,0,0,0,0,12,0,0,0,5,22,2,0,0,0,21,20,0,2,14,23,1,0,9,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,5,38,0,0,0,1,39,55,0,0,14,42,1,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,14,0,17,0,0,0,32,0,6,7,9,0,0,0
9,1,0,2,13,0,8,10,0,3,3,11,0,3,0,16,0,8,6,4,10,0,0,5,13,0,0,16,4,3,10,19,0,2,3,1,0,0,20,0,2,0,3,0,0,2,2,2,2,2,4,1,15,6,4,4,10,9,0,0,3,13,4,0,0,1,0,8,0,0,2,2,0,1,3,0,0,7,24,0,25,2,5,14,2,1,0,0,23,10,4,0,0,0,5,0,19,1,10,4,8,6,10,8,2,2,0,0,0,4,4
14,15,7,4,12,0,4,11,3,2,8,17,10,9,13,22,4,5,7,11,11,26,0,28,15,0,2,17,14,3,6,34,0,0,24,0,0,1,16,5,15,5,20,9,2,22,13,17,6,3,3,3,5,17,15,12,4,9,0,0,11,27,10,0,0,0,1,21,0,0,9,1,3,6,9,0,7,0,24,2,9,7,18,17,7,4,1,12,1,16,18,1,1,4,1,5,20,6,4,1,25,7,14,5,1,16,0,0,0,19,4
13,12,3,1,9,0,3,16,3,4,5,11,3,12,3,14,0,9,9,0,5,7,0,13,7,14,0,6,1,1,16,18,0,0,12,0,0,1,23,2,5,2,13,2,1,16,14,4,10,1,17,1,9,5,11,7,2,9,0,0,7,25,2,0,0,0,23,28,0,0,8,1,0,3,0,0,24,24,0,1,14,1,9,15,3,9,0,4,2,11,12,0,0,3,3,8,11,1,2,1,40,1,2,1,5,4,0,0,0,10,4
6,0,0,4,0,0,0,8,12,8,0,1,1,3,4,0,1,0,0,0,9,4,0,2,10,1,5,8,19,18,0,6,0,4,2,2,0,1,2,2,8,0,1,6,0,1,2,2,1,6,6,14,2,2,6,0,17,0,0,0,16,4,6,4,0,0,5,39,0,0,1,12,0,6,12,0,0,2,1,0,1,7,3,3,0,5,3,3,9,0,3,1,10,3,2,0,1,10,8,0,0,3,5,25,16,4,0,0,0,0,3
18,13,1,11,15,0,4,10,2,3,12,16,1,13,1,7,1,18,4,14,13,1,0,6,12,7,0,12,7,3,14,17,0,2,31,0,0,0,27,0,0,0,8,0,4,3,6,2,7,1,4,14,17,12,22,10,3,22,0,0,6,21,13,0,1,0,8,13,0,0,11,2,2,2,0,0,25,9,14,1,0,2,10,14,8,6,2,2,15,14,1,0,1,0,12,9,18,1,12,2,7,13,8,9,1,5,0,0,0,7,1
5,1,0,3,0,0,1,2,7,1,0,13,1,1,11,1,2,0,0,3,16,4,2,3,11,2,7,17,20,3,0,14,0,3,2,4,0,1,7,0,1,0,12,2,0,9,2,1,7,6,2,7,0,15,4,3,1,2,0,0,3,0,5,0,0,0,2,7,0,0,0,0,4,3,9,0,2,7,1,7,2,0,4,7,4,7,3,0,5,3,0,2,2,0,2,1,7,1,0,0,0,6,4,11,5,10,0,0,0,3,1
12,4,1,1,9,0,6,0,2,2,12,5,12,9,12,23,0,18,24,13,10,10,0,6,8,0,0,7,10,0,5,32,0,2,24,0,0,0,45,0,2,0,2,1,4,14,7,6,3,0,1,4,16,6,6,35,1,14,0,0,16,51,13,0,1,0,2,12,0,0,5,0,0,0,0,0,5,18,9,3,10,4,0,20,14,9,0,0,1,7,5,0,1,9,11,3,13,0,0,1,9,16,3,2,7,4,0,0,0,6,6
17,6,2,7,18,0,12,8,16,0,7,14,1,8,8,12,0,8,25,5,12,3,0,41,35,3,2,9,8,13,5,17,0,2,6,6,0,1,32,0,0,9,6,4,4,1,7,4,10,1,8,6,36,4,5,14,4,3,0,8,11,73,5,1,1,0,5,29,3,0,5,3,1,3,3,0,14,17,15,3,14,7,20,0,15,4,5,9,19,7,6,3,0,8,13,1,66,1,11,1,2,20,14,9,2,13,0,0,0,15,1
8,2,5,1,4,0,2,0,2,0,1,0,5,6,17,3,0,15,1,5,5,0,0,23,20,16,5,3,15,1,9,1,0,0,12,0,0,0,33,12,0,3,4,11,11,9,6,3,0,0,6,10,0,29,9,5,0,8,0,0,27,14,6,0,0,0,2,7,0,0,3,0,0,2,9,0,2,7,3,0,8,4,14,15,0,6,3,5,3,2,4,0,3,0,7,12,8,0,0,0,2,7,12,0,0,9,0,0,0,21,0
5,10,2,14,6,0,15,1,15,9,1,16,0,10,10,11,3,8,4,3,12,7,0,14,8,4,4,26,15,7,2,3,0,5,3,12,0,2,8,0,0,0,4,0,6,5,3,10,3,1,18,41,9,9,10,8,5,7,0,0,8,7,1,2,2,0,2,2,0,0,1,0,1,3,6,0,1,4,9,5,6,7,9,4,6,0,3,5,12,3,4,0,6,8,4,2,16,3,5,6,0,3,19,2,5,20,0,0,0,6,2
1,0,0,23,2,5,8,6,18,4,0,3,3,10,2,1,13,3,0,0,8,1,8,0,11,1,16,34,17,16,2,0,3,15,5,23,4,6,0,0,4,0,2,0,3,0,10,4,0,5,1,33,1,3,4,0,10,2,2,10,28,0,4,18,7,3,3,6,5,1,0,2,2,13,16,18,0,1,0,3,2,3,0,5,3,3,0,0,2,0,0,3,14,0,0,0,1,7,9,1,1,4,7,18,7,20,1,4,0,2,0
7,7,3,3,0,0,6,0,2,0,2,4,2,7,12,9,2,4,5,3,0,2,0,5,7,21,17,4,1,0,2,2,0,3,15,6,0,0,9,27,0,2,5,3,46,13,1,3,0,0,1,10,6,4,10,7,0,15,0,0,16,15,7,0,0,0,5,2,0,0,0,0,1,0,0,0,0,12,4,3,2,0,0,9,5,5,0,0,0,20,0,0,4,4,1,0,10,2,0,0,2,5,2,0,2,5,0,0,0,15,2
29,7,1,2,5,0,6,6,15,2,3,4,2,6,1,13,0,2,4,7,11,3,0,17,23,1,4,12,10,4,6,5,0,3,8,5,0,0,10,5,0,0,1,0,0,1,2,2,11,5,4,3,5,23,18,4,6,10,0,0,5,16,18,0,4,0,0,16,1,0,5,5,10,2,2,0,23,1,2,9,15,5,1,19,3,12,2,0,0,0,0,2,0,3,2,0,7,5,6,8,4,3,15,7,6,6,0,0,0,2,17
5,8,0,0,10,0,5,1,2,0,1,27,1,3,0,13,0,5,47,2,0,5,0,12,0,10,0,5,2,3,6,16,0,0,7,0,0,0,28,0,0,14,16,0,12,10,3,3,13,0,0,2,8,0,9,26,0,10,0,0,6,19,4,0,0,0,6,11,0,0,4,1,0,5,0,0,10,16,11,0,14,3,7,7,2,3,0,20,0,0,3,0,0,5,10,2,14,0,2,0,5,7,5,0,0,8,0,0,0,14,13
1,2,2,1,2,0,0,8,5,1,0,5,0,7,9,4,0,1,16,10,6,0,0,7,0,2,0,7,3,0,10,26,0,0,5,2,0,0,12,4,0,0,5,0,5,8,11,3,1,0,1,4,1,17,8,17,0,0,0,0,0,5,5,0,0,0,3,7,0,0,2,0,0,2,1,0,4,18,12,3,1,0,5,6,4,4,0,0,0,3,0,0,0,4,4,1,3,0,0,4,42,8,5,0,14,2,0,0,0,14,5
