Ant4,Ant57,Ant260,Ant52,Ant59,Ant65,Ant244,Ant397,Ant540,Ant2,Ant6,Ant7,Ant9,Ant15,Ant19,Ant26,Ant30,Ant38,Ant60,Ant72,Ant74,Ant76,Ant102,Ant158,Ant191,Ant196,Ant227,Ant245,Ant252,Ant278,Ant308,Ant329,Ant518,Ant534,Ant604,Ant673,Ant740,Ant954,Ant0,Ant1,Ant12,Ant13,Ant17,Ant20,Ant23,Ant27,Ant32,Ant35,Ant43,Ant44,Ant48,Ant50,Ant51,Ant53,Ant54,Ant62,Ant68,Ant70,Ant71,Ant81,Ant96,Ant97,Ant105,Ant109,Ant111,Ant112,Ant115,Ant117,Ant118,Ant124,Ant126,Ant127,Ant131,Ant137,Ant149,Ant159,Ant169,Ant172,Ant175,Ant176,Ant178,Ant186,Ant190,Ant194,Ant198,Ant206,Ant207,Ant210,Ant215,Ant218,Ant219,Ant220,Ant221,Ant229,Ant238,Ant242,Ant243,Ant250,Ant251,Ant255,Ant256,Ant264,Ant289,Ant296,Ant298,Ant299,Ant301,Ant324,Ant331,Ant334,Ant342,Ant347,Ant380,Ant390,Ant391,Ant394,Ant395,Ant398,Ant458,Ant475,Ant476,Ant482,Ant492,Ant501,Ant509,Ant538,Ant556,Ant560,Ant564,Ant576,Ant580,Ant592,Ant599,Ant607,Ant610,Ant614,Ant621,Ant632,Ant638,Ant650,Ant663
11,0,20,11,7,0,0,6,3,6,3,1,3,1,0,0,0,26,4,1,0,1,4,1,4,5,3,0,10,0,6,3,2,0,0,2,3,2,14,2,21,1,1,0,5,4,9,3,2,0,4,6,24,2,2,4,3,2,22,9,6,8,8,9,2,2,2,7,7,8,2,20,3,0,8,0,0,3,2,0,5,4,0,3,3,10,2,5,24,4,0,4,0,5,0,2,4,0,4,3,16,0,1,9,0,1,4,8,3,2,0,1,14,3,0,3,0,0,8,3,13,1,8,1,0,0,1,6,1,0,0,14,2,0,2,4,21,2,1,0,3
0,0,0,11,0,1,0,8,3,1,1,0,4,1,0,0,0,0,23,9,6,0,0,5,2,1,34,0,6,1,10,10,2,1,6,0,24,2,1,12,21,11,8,8,8,0,0,13,23,0,0,2,2,1,1,8,2,3,12,3,5,15,4,8,3,0,15,3,13,3,3,0,10,2,0,9,0,22,10,0,4,3,2,3,0,9,3,0,6,2,6,3,0,0,0,12,6,0,0,0,4,4,3,0,3,0,20,24,12,10,0,7,0,31,0,19,0,9,0,0,0,10,4,2,0,0,9,2,0,5,3,2,6,2,1,13,0,2,0,0,28
1,12,11,6,19,8,1,1,0,1,9,45,2,0,6,26,0,0,0,0,0,8,4,1,0,12,4,0,15,0,3,0,7,4,0,7,7,2,15,4,8,0,0,0,3,2,9,0,1,2,30,8,28,0,5,0,0,13,1,27,1,0,0,1,3,3,1,2,12,3,19,14,0,0,22,0,2,1,1,1,0,4,7,1,11,0,20,14,47,5,0,3,0,12,5,0,1,2,15,9,47,0,0,0,5,10,2,0,10,0,11,0,12,0,7,3,4,0,21,7,20,11,0,0,22,10,0,23,0,0,0,23,0,1,0,0,8,35,5,12,9
0,0,0,12,11,0,7,14,3,4,0,0,14,3,0,4,23,0,0,14,24,0,6,9,12,0,17,0,0,0,21,13,2,3,14,0,29,19,1,11,11,4,26,40,16,0,0,8,24,0,0,3,9,26,1,12,13,4,11,1,9,45,35,45,0,5,32,16,12,5,3,2,26,4,0,3,0,12,6,0,4,1,3,13,0,10,0,1,11,3,17,4,0,14,0,11,25,33,0,0,5,23,5,0,15,2,25,14,18,16,0,6,3,7,0,26,3,9,0,0,3,2,13,10,0,0,22,5,10,11,0,3,19,9,16,8,4,0,0,0,25
0,0,0,6,0,0,5,11,21,0,0,0,3,5,0,1,9,0,14,0,26,0,0,15,3,0,15,0,1,0,9,11,0,0,0,0,4,19,1,2,18,7,15,35,1,0,0,9,44,0,2,0,8,30,0,3,9,1,13,1,27,27,51,5,1,1,16,2,0,1,1,0,11,4,0,4,0,6,4,0,5,0,5,3,0,8,0,0,2,0,2,3,0,5,0,3,4,1,0,0,0,5,0,0,5,0,25,17,2,12,0,5,0,12,0,4,0,12,0,0,0,1,21,7,0,0,18,0,23,2,1,6,14,10,13,4,0,0,0,0,5
0,0,2,9,2,0,2,3,28,2,0,0,11,2,0,0,6,0,24,26,0,3,0,9,7,2,11,0,5,6,13,14,0,0,12,1,5,0,1,6,9,18,16,14,8,0,0,3,32,0,2,1,3,18,1,11,13,2,16,0,12,32,46,7,2,2,73,4,5,6,0,0,10,3,0,11,0,10,10,0,21,1,5,3,0,16,1,1,3,1,11,1,0,20,0,10,2,3,0,0,7,10,7,0,7,0,12,6,0,17,2,6,0,11,0,2,0,14,3,1,0,1,12,11,0,0,20,0,18,14,2,1,48,6,31,5,3,2,0,0,6
0,4,0,3,0,9,0,0,0,2,3,20,0,0,1,1,0,8,0,0,3,0,5,0,0,2,0,0,8,0,0,0,2,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,3,10,1,0,0,3,0,0,0,0,3,2,0,0,1,0,6,0,3,5,0,0,3,0,0,2,0,0,0,2,2,1,0,1,2,6,0,2,0,1,4,0,0,3,1,4,0,0,0,5,5,5,0,0,3,3,5,0,0,0,0,4,0,15,0,1,0,0,0,3,4,3,0,0,0,18,4,0,0,0,0,0,0,1,1,0,1,5,16,5,12,0
6,4,2,0,4,11,0,8,2,2,4,21,2,3,1,4,0,4,6,0,0,5,0,1,0,11,5,0,4,0,0,0,3,1,0,2,1,4,6,0,5,0,0,1,1,18,0,0,1,4,19,0,3,0,0,1,0,14,1,7,0,2,1,1,2,1,1,4,0,0,1,13,1,0,0,0,4,1,0,3,0,2,1,1,10,3,6,1,10,0,0,0,6,1,10,1,0,2,1,2,10,0,0,1,0,5,2,0,0,0,12,0,21,1,7,6,1,0,7,0,3,0,0,0,18,20,0,10,0,0,0,0,0,0,0,0,7,8,2,5,1
0,0,0,5,1,0,12,9,3,1,0,0,14,0,0,1,5,1,9,15,9,0,1,0,6,2,19,2,1,1,5,12,2,4,13,0,8,50,2,5,7,5,43,15,3,6,0,25,8,0,3,7,2,15,1,6,14,6,7,2,14,39,16,17,0,1,19,1,15,0,0,0,18,11,2,3,0,9,15,0,19,0,0,5,3,1,0,7,2,0,8,21,0,16,0,9,5,0,0,7,3,2,2,5,6,1,19,8,15,8,1,1,1,4,0,11,4,15,1,3,0,1,36,16,0,1,18,7,26,6,3,1,6,18,22,16,1,3,0,0,15
0,0,0,8,0,0,3,4,9,3,1,0,10,6,0,4,2,0,12,3,7,0,0,6,0,1,10,0,0,1,4,15,0,1,20,3,7,13,0,2,15,12,16,15,5,3,4,4,11,0,5,8,3,16,2,13,8,0,6,1,26,20,11,8,5,1,17,2,16,4,1,0,8,9,0,10,0,9,5,0,0,0,2,5,0,6,0,1,4,3,3,18,0,10,0,5,3,0,0,0,3,10,2,1,3,0,4,3,3,8,0,8,1,8,0,2,0,9,0,6,1,3,5,15,0,0,5,1,11,9,4,6,14,10,4,9,0,1,0,0,2
7,2,4,1,1,15,1,4,1,2,8,44,5,2,5,5,1,12,0,0,2,2,11,2,1,0,0,0,13,0,2,0,14,3,0,8,1,0,2,0,1,1,0,1,1,6,4,0,3,5,18,1,18,1,8,1,0,16,1,15,3,0,1,2,9,13,0,1,2,4,1,8,2,0,7,2,5,2,1,6,2,4,2,1,10,0,18,12,6,6,1,1,3,4,11,0,1,0,5,6,10,1,0,4,0,10,3,0,5,1,13,0,17,2,11,1,8,0,17,4,16,7,0,0,19,9,0,7,0,0,0,13,0,0,0,3,8,12,9,10,5
0,0,4,21,15,0,9,29,6,8,0,0,21,7,0,3,34,4,17,15,11,0,5,19,10,0,0,6,2,22,21,10,0,6,4,2,27,13,1,21,14,6,11,15,6,14,3,4,13,0,3,8,11,4,7,19,9,19,10,3,22,17,15,20,20,2,19,15,27,19,14,5,15,4,4,2,2,49,15,0,8,21,15,25,1,18,8,9,22,9,12,9,0,20,5,2,14,22,0,1,7,4,0,4,4,13,8,21,13,18,0,1,3,7,1,38,0,6,3,10,6,17,5,6,0,2,9,7,10,9,1,13,1,5,1,13,6,2,2,4,29
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2,4,14,8,3,13,0,0,1,3,10,12,4,1,2,10,6,15,0,1,5,8,4,1,0,13,2,1,0,0,4,1,6,1,0,3,0,2,6,1,7,0,4,0,3,0,2,3,0,0,18,2,12,0,3,0,1,7,0,2,3,5,5,0,0,2,0,4,1,4,4,1,0,0,3,0,1,4,3,3,1,0,1,2,16,1,6,8,9,3,0,2,2,2,11,0,1,0,22,3,9,0,0,0,0,3,7,0,0,2,5,0,23,1,8,4,6,0,1,7,1,0,0,0,21,3,0,1,0,0,0,3,0,0,0,1,3,20,8,1,7
0,0,0,9,7,1,8,5,0,5,1,0,4,0,0,0,1,0,0,0,6,0,0,1,1,0,22,1,0,0,5,2,0,0,0,0,17,0,0,12,1,4,3,2,1,0,0,1,3,0,0,0,4,2,4,0,4,2,2,1,1,8,6,1,2,0,4,6,5,5,6,0,2,0,0,2,0,75,5,0,8,7,2,8,1,6,0,0,17,0,2,0,0,5,0,3,6,3,1,0,2,3,0,2,0,0,3,3,1,2,0,1,1,3,0,10,0,3,4,0,5,1,1,1,0,0,8,0,2,2,0,1,4,0,2,1,0,3,0,0,6
1,0,0,12,8,0,2,16,3,1,2,0,8,3,0,6,10,3,21,9,13,0,0,5,4,2,21,0,4,5,0,2,1,9,2,3,18,5,2,4,17,3,13,26,5,1,0,6,14,0,0,4,11,5,0,4,4,1,6,2,5,21,9,10,5,3,25,5,5,12,4,0,11,2,1,1,0,10,4,0,9,4,11,12,5,10,1,1,23,0,9,4,0,15,1,1,7,5,1,3,6,0,2,1,0,2,8,17,4,5,0,3,3,2,0,9,0,1,2,2,1,1,4,8,1,2,9,6,5,2,0,4,9,6,3,8,4,1,0,0,11
0,0,1,1,1,0,1,9,4,0,0,0,4,0,0,3,10,0,13,11,14,0,0,12,15,0,10,0,1,2,2,0,0,2,77,1,16,7,0,2,15,9,10,20,15,0,0,13,11,0,2,0,3,12,0,6,6,0,2,0,27,37,21,9,1,1,31,4,4,0,0,0,10,30,0,2,0,13,7,0,12,0,6,3,0,12,0,2,6,1,12,8,0,5,1,11,4,2,0,1,1,9,9,3,5,1,13,3,6,14,0,13,0,5,0,10,0,7,1,0,0,1,3,11,1,0,14,0,12,6,8,1,18,15,17,19,0,0,0,0,12
10,3,3,4,2,15,1,0,1,0,3,35,0,0,6,2,2,7,2,0,0,2,3,2,0,14,0,0,6,0,1,0,0,0,0,1,1,6,3,2,6,1,0,0,1,1,1,0,0,7,1,4,5,0,2,1,0,0,0,3,0,1,0,0,1,9,2,2,4,4,6,4,1,0,0,0,2,3,4,16,1,0,2,2,16,0,12,6,4,2,1,7,2,1,9,0,0,0,14,4,4,0,0,0,0,1,0,4,2,0,3,0,8,2,16,0,11,0,2,4,8,2,0,3,42,3,0,7,0,0,0,2,0,0,0,0,3,20,14,5,1
2,0,6,14,2,1,2,0,0,8,1,0,2,5,0,0,1,4,3,0,0,0,1,4,1,3,6,0,1,0,9,2,0,0,0,20,2,6,2,0,5,0,5,0,2,30,3,0,9,0,5,9,4,1,0,5,0,13,2,3,5,4,2,7,9,5,1,3,11,13,2,5,1,0,7,0,1,7,0,0,1,1,0,13,3,8,2,2,8,2,0,2,0,3,1,0,3,0,0,1,5,1,0,3,1,6,2,2,1,1,0,0,1,2,12,6,0,0,3,2,3,1,0,1,0,0,1,11,2,0,0,6,2,1,0,8,9,3,1,0,22
0,0,0,0,0,0,0,0,26,0,0,0,2,0,0,0,6,0,14,0,12,0,0,13,20,0,4,0,0,0,2,77,0,0,0,0,2,1,0,0,2,12,12,9,0,0,0,11,0,0,0,0,0,53,0,2,3,0,1,0,0,14,14,4,0,0,17,1,3,0,0,0,4,53,0,27,0,7,14,0,2,2,0,8,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,13,19,0,0,0,15,1,2,9,0,22,0,1,0,0,0,9,0,0,0,0,8,51,0,0,30,0,25,17,8,0,15,25,15,0,0,0,0,0,10
0,0,8,12,17,0,1,4,0,6,3,2,1,3,0,2,0,7,0,0,1,3,2,0,3,8,2,3,3,0,3,1,1,20,0,0,4,17,15,5,1,2,4,0,3,16,7,0,5,0,6,10,5,0,0,0,2,16,0,16,4,0,1,9,3,7,1,4,5,12,3,4,0,0,10,0,0,3,4,0,8,0,2,4,1,10,6,2,4,5,0,3,0,1,0,0,0,0,0,3,10,0,0,0,3,6,12,0,4,2,3,0,2,2,6,12,2,0,11,6,8,3,0,2,0,0,6,16,0,1,0,10,1,1,1,8,9,1,5,1,15
1,0,0,7,6,0,3,7,3,10,3,0,4,1,0,3,24,7,29,4,5,1,1,8,7,1,27,0,0,17,18,16,1,2,2,4,0,2,0,8,3,7,6,32,6,2,0,6,8,0,2,3,7,7,5,11,3,4,13,1,10,15,7,16,2,2,13,7,13,8,0,1,16,1,0,2,0,44,7,0,2,2,6,15,4,2,1,1,30,0,3,4,0,8,0,7,9,0,0,0,9,7,0,1,0,0,1,16,13,8,0,7,1,5,0,25,6,4,8,0,3,19,3,10,0,0,10,1,4,6,1,0,5,5,3,6,5,3,0,0,20
1,0,4,1,8,0,7,0,2,10,1,0,2,0,0,2,2,2,19,19,0,0,4,50,13,0,13,0,2,0,5,7,6,6,1,17,2,0,7,5,8,4,28,7,2,2,3,1,3,0,8,0,15,6,0,6,4,5,22,1,11,12,21,5,3,3,11,2,9,10,5,3,6,3,9,0,0,24,0,0,4,2,9,7,1,4,0,5,0,1,5,9,0,4,2,5,2,0,0,5,2,20,0,7,7,0,3,5,6,3,1,9,1,0,0,8,3,1,6,11,0,0,11,21,0,0,0,8,6,4,0,16,4,6,1,24,1,0,1,4,18
14,7,24,9,9,7,1,0,1,3,12,17,5,7,3,14,1,15,1,1,1,3,6,2,0,2,1,0,6,0,2,0,3,2,0,15,0,7,0,0,2,0,0,0,3,9,2,0,4,2,8,13,21,0,6,0,0,14,1,15,6,1,2,19,4,7,1,1,6,10,4,13,1,0,15,0,2,5,0,3,5,7,0,0,12,2,8,3,6,2,0,2,2,5,8,0,7,0,5,13,13,0,0,0,4,15,1,0,1,2,6,0,12,3,4,3,4,0,16,11,33,0,0,0,11,3,1,28,1,1,0,9,1,0,0,5,6,8,8,10,9
0,0,0,10,9,2,0,9,0,4,1,1,13,8,0,2,12,4,11,2,6,0,0,5,2,0,21,0,1,12,4,2,2,0,0,5,8,5,0,0,7,2,2,4,3,0,0,1,2,0,0,2,5,3,9,1,1,5,4,3,2,3,5,4,1,2,6,9,14,10,6,5,4,0,2,0,0,19,6,0,5,15,7,11,1,11,1,3,25,3,2,0,0,7,0,1,13,13,0,0,2,1,0,0,2,0,1,12,5,3,0,1,0,2,0,9,2,2,2,1,0,5,0,1,0,0,7,1,1,3,0,3,1,0,1,4,0,0,1,0,8
1,1,6,7,0,1,12,14,15,1,12,0,18,7,0,21,21,8,11,18,9,0,5,7,15,1,14,0,7,1,17,15,6,5,2,1,3,8,2,7,0,7,6,5,18,3,2,5,10,0,12,0,15,14,3,3,18,0,12,7,30,18,14,25,4,4,20,1,28,16,8,1,9,7,3,4,1,5,5,0,13,2,1,15,13,18,9,2,18,1,18,11,0,12,0,19,5,0,8,4,9,11,0,6,15,4,13,3,9,20,4,5,3,9,0,9,4,9,3,0,5,0,7,2,0,0,2,12,10,1,0,10,14,4,2,15,1,5,0,0,13
2,0,0,4,3,0,4,11,1,2,0,0,0,0,0,1,11,0,4,7,18,0,0,5,12,1,6,0,0,4,3,9,1,0,12,2,7,4,0,2,7,0,31,17,25,0,0,12,13,0,0,0,0,14,0,5,7,0,1,4,1,28,14,5,0,0,27,3,10,7,0,0,13,7,1,5,0,8,22,0,19,0,1,2,0,5,0,0,11,0,9,2,0,8,0,2,4,0,0,0,1,6,1,0,3,0,7,5,7,14,0,14,0,9,0,11,1,6,0,0,0,0,6,8,0,0,7,0,14,14,0,0,10,6,11,4,0,4,0,1,8
0,0,0,3,1,0,2,6,23,2,0,0,9,13,0,1,8,0,26,15,16,0,0,43,16,0,11,0,4,3,13,10,0,5,12,4,6,28,0,2,6,31,0,47,8,1,1,20,19,0,4,1,5,24,1,20,8,0,21,2,6,38,26,13,0,1,8,1,13,0,0,0,30,8,0,2,0,14,23,0,27,3,1,0,1,2,0,0,1,13,15,1,0,31,0,8,7,0,0,0,5,17,0,0,5,2,12,5,2,5,0,21,0,4,0,4,3,14,0,2,0,0,22,9,0,0,19,0,12,6,5,0,15,7,12,19,0,0,0,0,19
0,0,0,2,1,0,16,26,12,0,0,0,7,0,0,0,8,0,40,35,14,0,1,15,15,1,15,2,0,2,26,20,0,0,9,0,32,7,0,4,5,17,47,0,14,0,0,10,21,0,2,0,10,6,0,11,26,0,14,0,9,41,19,10,1,0,26,4,7,4,0,0,31,7,0,3,0,11,13,0,17,6,3,6,3,12,0,0,6,0,7,4,0,11,1,28,10,2,0,0,4,31,17,2,7,0,12,14,5,3,0,8,0,4,0,13,0,29,0,3,0,2,9,17,0,0,20,1,9,24,7,2,20,24,7,5,1,1,0,0,16
