Ant4,Ant260,Ant52,Ant244,Ant397,Ant540,Ant6,Ant9,Ant26,Ant30,Ant60,Ant72,Ant74,Ant102,Ant158,Ant191,Ant196,Ant227,Ant245,Ant252,Ant329,Ant518,Ant604,Ant673,Ant954,Ant0,Ant1,Ant12,Ant13,Ant17,Ant20,Ant23,Ant27,Ant35,Ant43,Ant48,Ant51,Ant53,Ant54,Ant62,Ant70,Ant71,Ant81,Ant96,Ant97,Ant105,Ant109,Ant111,Ant112,Ant115,Ant117,Ant124,Ant126,Ant137,Ant159,Ant172,Ant175,Ant178,Ant186,Ant190,Ant194,Ant206,Ant215,Ant219,Ant220,Ant229,Ant242,Ant243,Ant250,Ant251,Ant256,Ant264,Ant289,Ant301,Ant324,Ant331,Ant334,Ant342,Ant347,Ant380,Ant390,Ant398,Ant475,Ant476,Ant482,Ant556,Ant560,Ant564,Ant576,Ant580,Ant607,Ant610,Ant614,Ant621,Ant650,Ant663
0,13,0,0,0,0,10,0,0,0,0,0,0,4,0,0,27,3,0,2,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,1,0,0,6,1,3,0,28,0,0,0,1,0,0,0,1,2,5,0,0,0,1,0,0,0,16,0,0,0,0,2,0,13,0,4,0,0,0,0,0,0,0,32,0,10,0,0,14,2,1,0,11,0,0,0,0,0,0,3,4,7
13,0,27,4,2,2,16,11,19,15,14,11,5,3,9,6,33,5,2,10,1,0,1,4,2,7,38,32,12,1,9,2,11,1,5,24,7,11,22,2,21,1,11,8,8,3,5,3,2,2,13,15,64,1,3,11,7,4,8,8,14,7,13,0,6,6,0,31,0,6,5,0,2,7,0,3,3,14,0,21,3,0,18,29,8,11,26,0,3,0,3,1,3,28,13,17
0,27,0,0,0,1,1,23,1,1,8,4,0,0,0,8,8,24,0,3,0,0,0,16,0,6,7,4,0,9,16,11,7,3,0,15,5,1,1,4,19,5,15,8,13,11,8,0,16,2,7,17,14,3,7,28,1,7,0,15,1,4,22,2,7,5,0,11,0,0,9,7,0,19,0,8,15,4,0,6,4,2,1,1,1,9,9,0,0,0,2,1,5,7,3,20
0,4,0,0,3,1,0,2,2,6,9,3,7,0,10,4,0,1,0,0,1,0,0,0,6,0,2,5,7,7,1,2,1,2,1,0,1,0,0,0,0,4,0,6,21,0,1,0,1,13,0,0,1,0,1,5,1,0,0,2,0,4,4,6,4,4,0,1,0,0,0,6,1,0,8,1,7,0,0,0,4,2,0,0,1,0,0,1,6,1,1,4,1,0,0,0
0,2,0,3,0,12,3,19,4,11,15,4,1,0,0,6,6,11,0,11,5,0,1,12,5,1,6,7,3,13,10,6,4,11,1,9,3,11,0,0,20,3,9,16,25,4,15,2,15,7,3,0,16,3,9,8,10,3,0,10,3,6,10,9,10,8,0,10,0,0,11,3,7,9,20,7,8,0,1,1,1,5,1,1,0,5,2,7,5,2,2,6,12,3,0,7
0,2,1,1,12,0,0,4,2,4,9,8,9,0,1,17,0,7,0,6,15,0,3,3,8,1,5,7,4,14,0,5,0,11,7,2,4,13,1,2,4,4,1,9,38,18,0,0,2,29,0,0,2,6,6,8,2,1,3,1,2,5,16,1,9,7,9,4,0,0,5,5,16,4,6,0,3,1,2,0,0,11,0,0,0,2,0,1,17,5,7,5,16,0,0,4
10,16,1,0,3,0,0,1,5,0,1,0,0,8,0,0,15,2,0,6,0,0,0,2,0,6,5,0,0,0,2,0,2,0,0,12,3,0,1,0,2,0,39,0,1,0,1,2,3,0,0,26,8,0,0,0,0,0,2,2,9,0,1,0,0,0,0,18,0,7,2,1,0,1,0,0,0,37,0,13,1,0,7,6,7,1,9,0,0,0,0,1,0,5,13,18
0,11,23,2,19,4,1,0,5,6,8,2,0,0,2,1,20,20,0,6,0,0,0,19,1,0,9,3,2,3,10,2,15,1,3,1,2,6,0,10,19,0,4,5,4,5,9,6,26,2,4,3,13,2,11,4,2,5,14,2,8,2,22,0,6,16,6,6,0,0,8,0,1,9,8,7,4,7,1,14,5,0,0,1,9,4,5,1,6,2,0,1,0,4,0,5
0,19,1,2,4,2,5,5,0,3,7,0,0,0,0,3,11,1,3,32,0,0,1,14,0,2,16,7,2,4,2,0,8,0,0,10,15,1,0,2,4,3,9,8,13,8,16,4,13,4,7,8,22,0,14,2,7,0,4,0,4,4,6,0,0,5,0,8,0,1,19,0,1,6,0,4,1,2,0,4,2,0,1,8,14,6,6,1,4,0,0,2,2,13,4,40
0,15,1,6,11,4,0,6,3,0,5,1,2,0,34,8,9,7,0,7,3,0,11,5,19,0,0,24,18,23,4,34,4,3,5,8,24,5,1,7,6,1,1,10,9,7,5,2,4,7,1,0,2,4,10,6,3,20,3,15,1,8,5,1,6,17,10,3,0,0,3,8,4,13,1,5,8,1,6,0,3,9,0,1,1,0,1,1,7,0,6,0,5,2,0,2
