Ant260,Ant5,Ant52,Ant65,Ant244,Ant540,Ant2,Ant6,Ant7,Ant14,Ant15,Ant19,Ant26,Ant30,Ant38,Ant60,Ant72,Ant76,Ant99,Ant102,Ant148,Ant158,Ant161,Ant191,Ant202,Ant209,Ant227,Ant237,Ant252,Ant268,Ant278,Ant311,Ant329,Ant518,Ant604,Ant673,Ant0,Ant12,Ant20,Ant32,Ant35,Ant40,Ant43,Ant44,Ant50,Ant55,Ant62,Ant63,Ant68,Ant80,Ant91,Ant96,Ant97,Ant98,Ant100,Ant105,Ant109,Ant112,Ant114,Ant126,Ant137,Ant140,Ant142,Ant144,Ant147,Ant169,Ant170,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant207,Ant210,Ant212,Ant215,Ant217,Ant219,Ant220,Ant232,Ant243,Ant256,Ant257,Ant262,Ant264,Ant265,Ant289,Ant294,Ant296,Ant298,Ant299,Ant301,Ant305,Ant313,Ant318,Ant324,Ant332,Ant342,Ant356,Ant394,Ant395,Ant398,Ant400,Ant433,Ant437,Ant458,Ant476,Ant492,Ant502,Ant507,Ant509,Ant527,Ant552,Ant556,Ant560,Ant564,Ant575,Ant580,Ant592,Ant593,Ant599,Ant607,Ant610,Ant621,Ant632,Ant635,Ant638,Ant647,Ant650,Ant665
0,9,10,0,4,0,4,4,3,1,10,6,19,4,12,14,1,10,12,21,20,1,24,27,0,9,8,12,1,0,5,5,1,10,3,9,42,0,1,7,2,3,2,21,9,4,1,11,2,13,0,1,6,10,4,10,4,11,8,3,5,4,2,8,23,20,6,4,14,1,0,18,4,13,9,1,0,0,8,4,4,1,3,1,5,1,0,3,0,9,4,7,10,5,9,7,10,30,8,1,11,1,3,1,3,4,3,23,18,1,0,8,3,12,17,16,0,10,4,1,9,7,1,3,13,0,8,1,4,47,4
9,0,13,0,9,0,1,5,6,2,6,7,4,15,8,5,2,22,2,21,13,1,1,14,0,8,24,10,0,1,1,8,4,1,0,12,8,0,0,12,5,6,3,25,0,2,1,5,0,2,0,22,11,6,2,3,0,7,10,0,0,0,1,15,4,29,10,0,16,0,1,5,9,9,5,0,0,0,11,2,4,0,0,3,1,0,0,0,0,0,0,0,4,0,10,3,5,3,27,18,7,5,3,6,3,10,1,22,12,0,0,17,1,8,5,3,1,0,1,9,2,14,0,2,12,0,4,0,3,1,2
10,13,0,0,1,0,1,1,0,0,6,0,1,2,0,2,0,1,0,15,1,1,1,2,0,8,3,0,0,1,0,1,1,0,0,0,4,0,1,0,0,0,0,16,2,1,0,3,0,1,0,2,3,7,0,2,0,0,2,0,1,0,0,4,4,0,9,0,4,0,0,0,13,0,1,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,5,2,15,1,1,8,1,3,1,9,0,0,0,7,0,1,0,10,1,0,0,2,1,12,5,2,0,0,1,4,0,3,0,7,3,0,3,1,0,1,3
0,0,0,0,1,0,0,1,8,11,0,1,0,0,0,0,0,1,0,0,0,20,1,34,0,0,0,1,41,0,2,5,7,8,18,1,0,0,0,1,0,1,1,0,0,0,0,2,0,1,0,0,0,1,1,0,9,4,1,9,0,0,1,0,0,1,0,0,1,4,0,2,0,1,4,5,0,15,0,1,5,3,8,0,4,0,8,17,0,0,0,0,0,2,7,0,2,0,1,0,1,5,0,0,6,0,3,0,1,0,3,1,1,0,0,0,0,19,0,0,3,0,0,0,3,2,2,0,0,0,0
4,9,1,1,0,0,6,11,3,2,22,11,2,8,4,9,0,8,9,2,0,0,8,17,1,4,15,5,2,0,2,9,1,9,2,6,32,0,1,1,3,0,2,12,2,1,2,6,1,17,0,0,1,18,4,24,4,1,7,0,1,6,4,4,2,2,2,0,19,0,8,15,5,6,7,2,0,0,27,0,1,0,0,2,0,1,2,2,0,0,3,0,11,1,6,0,1,0,0,2,10,2,1,2,16,1,3,1,28,0,0,6,0,6,7,5,0,2,0,6,7,3,5,2,3,0,10,0,1,28,8
0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,108,17,0,0,2,11,0,0,2,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,1,46,30,0,3,0,5,0,0,0,10,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0
4,1,1,0,6,0,0,5,2,1,8,3,0,5,8,5,7,8,30,3,2,8,1,37,0,4,2,5,9,0,1,9,7,10,4,11,22,0,0,9,0,16,2,11,9,2,1,8,1,5,0,3,0,5,2,2,2,17,2,10,8,3,1,1,15,11,9,7,10,5,4,10,5,2,20,0,0,0,7,5,11,0,7,0,4,1,0,2,0,1,7,1,0,1,45,5,11,4,4,0,21,6,2,2,8,18,1,3,6,5,1,7,4,5,9,4,2,7,12,8,10,0,4,0,12,2,6,0,0,35,3
4,5,1,1,11,0,5,0,1,10,0,11,0,3,11,11,0,7,12,4,0,7,3,16,0,6,5,1,1,1,9,4,3,2,5,15,3,0,11,6,3,7,1,5,22,0,1,1,6,4,0,0,0,2,2,1,1,12,0,9,1,5,9,1,1,6,15,0,14,1,0,1,3,6,11,1,0,0,11,7,18,0,0,3,3,3,0,9,0,2,18,3,6,3,12,4,2,8,3,0,10,7,10,4,2,5,5,0,5,0,1,4,1,6,0,3,11,2,17,1,12,0,5,0,1,0,3,4,0,3,0
3,6,0,8,3,0,2,1,0,1,2,8,0,4,4,0,5,6,1,0,0,11,8,20,0,0,10,0,9,0,8,7,16,9,5,6,3,0,12,10,5,12,6,2,1,3,1,0,1,5,0,2,0,0,5,1,1,18,1,19,2,15,5,2,0,7,2,0,2,2,6,19,4,1,0,2,0,1,3,0,4,2,14,2,4,4,3,3,0,10,21,0,8,2,2,0,3,2,8,0,11,6,4,0,0,3,4,0,4,1,1,1,0,2,1,1,14,3,5,0,3,5,5,1,1,2,5,2,1,4,9
1,2,0,11,2,50,1,10,1,0,0,3,1,2,5,2,8,0,2,1,0,4,1,2,15,1,6,4,1,1,3,0,27,1,4,0,0,35,27,3,10,5,8,7,0,28,0,1,17,2,0,0,2,0,22,1,12,3,0,7,0,5,10,4,1,8,6,9,2,19,13,7,1,8,2,1,24,1,1,27,21,28,9,2,6,13,8,15,50,0,1,0,0,6,0,3,2,1,0,1,7,2,30,0,10,0,16,0,1,2,5,10,1,2,0,4,10,2,5,0,5,4,10,1,19,11,2,39,0,0,1
