Ant4,Ant260,Ant52,Ant244,Ant397,Ant540,Ant6,Ant9,Ant26,Ant30,Ant60,Ant72,Ant74,Ant102,Ant158,Ant191,Ant196,Ant227,Ant245,Ant252,Ant329,Ant518,Ant604,Ant673,Ant954,Ant0,Ant1,Ant12,Ant13,Ant17,Ant20,Ant23,Ant27,Ant35,Ant43,Ant48,Ant51,Ant53,Ant54,Ant62,Ant70,Ant71,Ant81,Ant96,Ant97,Ant105,Ant109,Ant111,Ant112,Ant115,Ant117,Ant124,Ant126,Ant137,Ant159,Ant172,Ant175,Ant178,Ant186,Ant190,Ant194,Ant206,Ant215,Ant219,Ant220,Ant229,Ant242,Ant243,Ant250,Ant251,Ant256,Ant264,Ant289,Ant301,Ant324,Ant331,Ant334,Ant342,Ant347,Ant380,Ant390,Ant398,Ant475,Ant476,Ant482,Ant556,Ant560,Ant564,Ant576,Ant580,Ant607,Ant610,Ant614,Ant621,Ant650,Ant663
2,16,8,2,3,1,1,0,18,2,0,2,3,0,6,10,17,8,4,9,1,0,0,16,0,3,32,4,6,5,12,1,8,3,3,7,27,7,6,0,11,3,7,7,20,6,6,3,15,24,10,13,25,2,11,9,6,2,5,7,11,1,3,1,10,18,4,8,0,2,11,2,3,9,2,5,14,16,0,12,8,4,2,11,10,12,23,0,0,1,0,10,0,12,22,29
0,0,0,1,10,8,0,0,0,1,2,0,2,0,4,4,4,5,0,1,9,0,0,0,1,2,6,2,31,22,7,2,3,4,0,0,1,18,2,4,4,3,4,6,6,12,0,3,0,9,0,0,2,0,2,9,0,3,0,0,0,1,14,2,2,2,14,1,0,0,0,3,9,9,9,0,6,2,3,0,11,10,2,0,1,2,1,1,4,0,9,0,3,0,1,4
0,1,1,0,1,15,0,1,0,1,3,2,0,0,10,30,2,3,0,2,6,0,0,2,2,1,5,0,10,2,0,0,0,4,1,1,0,12,0,0,2,9,3,8,1,24,1,3,0,13,1,0,0,1,5,8,0,3,0,1,2,0,1,3,15,1,3,3,0,0,0,2,4,0,0,4,10,3,12,0,0,21,2,0,0,0,0,1,7,1,5,8,1,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,4,0,0,5,0,0,1,7,6,4,10,0,0,12,5,0,0,0,17,0,1,3,4,0,7,6,5,12,0,9,0,9,0,5,3,3,1,5,12,0,4,0,10,13,4,1,5,10,6,0,0,7,12,8,1,6,2,4,0,0,3,0,6,1,8,0,0,0,3,0,2,5,0,1,32,6,2,0,0,8,5,7,12,1,2,0,2,1,11,3,24,1,4,10
0,2,3,2,9,10,1,3,0,19,10,4,30,0,12,0,0,9,0,3,1,0,0,2,8,0,3,4,10,5,7,4,3,2,11,1,2,12,0,0,2,5,1,3,1,5,0,2,6,16,0,0,2,4,3,22,2,3,1,1,0,3,7,4,8,3,3,1,0,0,5,4,8,7,6,4,14,5,0,0,3,19,0,1,0,0,0,7,5,5,3,9,17,0,1,6
0,14,17,0,0,0,1,2,19,2,17,4,2,0,5,0,0,11,0,12,0,0,0,9,1,7,17,9,5,4,6,0,10,0,1,10,12,3,6,0,14,0,21,7,5,4,11,3,9,3,30,2,30,0,1,3,6,2,10,11,5,0,25,1,4,11,0,9,0,4,9,3,0,5,0,3,3,24,0,5,8,0,5,17,7,8,19,0,0,0,0,0,2,4,15,9
0,9,11,12,15,2,2,7,10,2,8,5,3,0,0,9,11,0,0,4,6,0,0,3,2,1,6,3,6,11,24,0,11,2,3,2,6,14,10,2,8,5,6,6,14,1,9,6,7,24,9,1,9,0,10,33,5,0,1,5,3,1,14,9,7,10,1,3,0,0,8,3,2,12,2,12,3,3,0,0,2,3,0,9,1,9,14,2,9,0,8,5,10,5,6,26
0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0
7,27,7,0,2,2,2,5,7,6,9,1,2,0,0,3,12,4,0,0,2,0,0,17,1,7,37,7,0,7,1,0,12,0,0,23,30,1,11,0,23,1,9,7,8,0,8,4,18,6,6,10,38,0,0,10,2,0,9,2,2,0,8,5,3,22,2,12,0,2,14,0,3,1,1,8,2,36,0,14,2,2,5,8,6,7,14,0,1,0,0,2,2,34,39,23
0,0,0,0,2,24,0,7,0,5,1,9,6,0,17,1,0,6,0,2,0,3,3,0,9,0,1,16,6,19,0,19,1,19,0,0,2,26,0,5,3,15,3,0,11,15,2,0,1,7,2,0,0,0,21,1,0,11,0,0,0,16,4,19,5,0,24,0,0,0,2,28,8,6,5,2,7,2,0,0,7,18,0,0,0,0,0,10,3,0,15,86,14,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,6,0,9,5,0,0,2,0,0,0,0,0,0,2,10,0,0,0,1,0,0,0,14,0,1,0,9,0,0,0,2,0,0,7,0,5,0,0,0,0,12,1,0,0,0,2,0,1,0,0,9,0,0,0,0,0,9,0,10,17,1,0,0,0,0
3,22,6,0,3,0,0,3,0,1,16,0,2,0,3,2,9,3,1,17,0,0,0,0,0,0,16,2,0,0,4,1,13,0,1,7,5,0,10,0,12,1,15,35,10,1,2,7,6,3,8,0,26,0,0,6,14,0,13,1,0,3,8,1,0,4,2,14,0,0,2,0,0,1,0,3,0,19,0,1,0,4,3,12,5,3,2,0,0,0,1,0,1,11,14,16
0,0,12,0,3,4,0,0,0,3,0,1,2,0,4,8,1,2,0,1,9,0,0,0,0,0,3,8,3,1,0,13,1,11,14,0,8,6,0,3,0,12,2,0,11,13,0,0,1,5,1,0,0,2,9,2,1,17,0,1,0,22,3,6,3,4,14,2,0,0,8,16,10,7,3,0,4,3,0,0,6,7,1,0,0,1,0,2,6,16,8,8,5,0,0,0
7,3,9,0,7,3,2,16,7,1,3,2,1,0,0,0,7,1,0,7,0,0,0,0,0,0,11,4,2,6,0,0,7,0,0,8,3,0,1,0,2,0,17,4,4,8,4,1,5,0,8,16,36,0,0,3,0,0,0,2,8,0,2,1,1,3,0,5,0,3,5,0,0,3,2,3,0,9,0,7,0,1,1,3,9,9,17,0,0,0,1,0,2,12,15,5
2,25,32,0,18,2,1,12,10,2,32,6,5,0,7,3,17,6,3,37,1,0,0,16,3,11,0,20,2,16,1,0,7,2,3,19,11,6,6,2,29,3,13,18,5,1,15,4,18,5,21,8,46,0,0,5,3,3,6,10,3,2,35,3,2,28,7,22,0,6,12,1,7,12,3,16,3,14,0,7,8,2,6,27,3,15,26,5,5,0,1,2,0,13,22,34
0,0,5,1,13,4,0,2,0,8,4,2,0,0,6,4,9,3,1,7,16,0,0,2,8,4,20,0,7,16,7,2,0,0,0,6,20,7,1,0,6,25,7,15,12,8,6,2,4,12,2,0,5,0,22,5,1,0,0,9,0,1,9,11,13,5,10,2,0,0,2,10,7,14,14,5,0,5,0,0,5,21,7,7,0,0,0,3,9,0,9,9,33,1,4,4
0,0,4,1,4,9,0,8,0,15,6,31,10,0,5,10,5,6,0,0,6,0,0,0,3,2,2,7,0,18,0,1,0,5,2,1,5,2,1,0,5,0,7,5,0,17,0,0,4,21,1,0,2,2,7,4,0,11,2,2,0,1,9,0,10,1,4,5,0,0,3,6,1,12,2,0,23,16,0,0,0,3,2,0,0,3,0,2,1,3,9,10,1,0,1,6
0,1,19,18,2,1,0,3,0,11,5,22,2,0,12,5,4,11,0,7,19,0,2,0,1,6,16,16,18,0,19,4,1,6,11,3,2,18,4,8,9,12,5,12,6,25,7,3,6,23,2,2,5,0,7,17,2,9,4,6,6,0,3,18,13,4,20,5,0,0,6,3,5,11,12,5,9,3,0,0,3,9,3,0,1,2,0,24,7,1,3,9,13,0,3,3
0,7,16,2,3,5,1,2,12,14,12,7,0,0,0,7,6,24,0,1,0,0,0,4,0,0,1,7,0,19,0,0,2,2,4,4,1,25,8,2,23,6,4,12,1,8,2,5,9,33,1,2,10,0,1,45,3,2,8,9,3,0,0,7,3,17,4,4,0,2,8,1,4,8,1,13,6,7,3,0,2,3,1,0,7,12,13,0,3,0,3,7,6,7,5,5
0,0,0,0,1,1,0,0,0,5,1,2,0,0,9,4,0,0,0,0,19,0,6,1,13,0,0,2,1,4,0,0,0,26,3,1,11,5,0,0,0,11,2,0,3,3,0,0,0,4,0,0,0,0,8,1,1,13,0,1,0,26,1,7,4,0,3,0,0,0,1,5,6,2,1,0,0,1,5,0,3,7,0,0,0,0,0,20,2,31,9,9,1,0,0,1
8,17,11,0,3,2,1,4,10,1,8,3,0,0,0,3,10,11,0,12,1,0,0,13,1,7,7,0,0,1,2,0,0,0,0,16,13,1,12,1,4,0,25,3,4,4,32,4,10,3,11,35,18,0,3,4,5,0,7,2,14,3,11,1,1,4,0,13,0,6,5,3,0,1,1,3,0,9,0,34,3,1,9,15,16,5,9,0,1,0,1,1,1,31,21,19
0,1,4,2,1,15,0,0,1,1,3,4,4,0,9,2,0,2,0,0,19,0,9,0,11,0,2,0,5,6,2,26,0,0,12,0,3,28,0,9,0,9,4,6,7,8,0,2,0,7,1,0,2,6,13,3,1,5,0,1,0,11,4,3,28,5,38,0,0,0,2,19,1,1,7,4,5,3,2,0,6,8,0,0,0,0,0,10,3,14,9,21,2,0,0,1
0,0,1,5,1,22,0,0,0,2,3,0,1,0,0,11,1,3,0,0,0,0,5,1,14,0,3,0,2,11,4,3,0,12,0,2,0,24,0,13,0,0,4,0,12,14,0,0,0,8,0,0,2,0,1,3,0,6,0,2,0,10,3,3,3,1,4,1,0,0,5,10,3,4,2,0,0,4,0,0,3,9,0,0,1,0,0,1,6,1,9,6,4,1,0,1
14,29,3,0,6,0,8,5,19,1,7,0,1,0,5,1,10,2,0,23,0,0,0,7,0,8,19,6,1,3,4,1,16,0,2,0,7,0,4,1,14,1,9,2,2,5,20,2,12,5,5,25,19,0,0,6,1,0,3,3,19,1,6,1,1,25,1,9,0,11,4,0,0,0,10,0,1,23,0,23,5,1,12,8,23,5,27,0,0,0,0,0,0,35,12,15
0,31,9,0,14,2,0,4,1,3,27,1,0,0,3,2,12,6,0,30,2,0,0,5,8,3,11,20,5,2,1,11,13,3,0,7,0,1,5,0,10,3,23,3,15,12,0,1,7,10,12,3,40,0,7,0,2,1,0,0,2,0,4,4,3,15,2,5,0,0,10,2,3,3,1,8,0,19,1,1,3,6,4,16,0,4,6,9,16,2,0,3,11,5,53,30
0,0,7,3,8,43,0,3,4,7,7,18,12,0,3,12,3,14,0,1,26,0,2,0,6,0,6,7,2,18,25,5,1,28,24,0,1,0,1,14,5,4,3,6,28,11,1,1,1,51,1,0,1,2,6,10,1,6,0,0,1,3,7,26,50,2,26,0,0,0,9,102,5,21,6,5,3,1,5,0,22,18,1,0,2,1,0,13,13,10,16,53,10,0,2,0
5,17,10,0,3,0,3,1,5,0,6,2,0,0,1,0,6,10,0,11,0,0,0,10,0,1,6,1,1,4,8,0,12,0,0,4,5,1,0,0,13,1,4,6,0,5,12,2,9,1,5,7,12,0,0,5,1,2,3,1,9,0,9,1,1,7,0,9,0,7,1,0,0,1,2,2,1,6,0,10,4,1,8,7,9,9,21,0,0,0,1,1,1,16,8,11
0,0,8,2,1,6,0,0,0,6,0,4,0,0,5,0,0,2,0,0,5,0,0,0,3,0,2,0,0,8,2,0,1,9,13,1,0,14,0,0,0,4,1,1,8,5,0,2,0,1,1,0,0,11,0,1,3,2,1,0,1,1,10,1,4,2,1,1,0,0,0,12,2,4,3,1,2,2,0,0,8,6,1,0,1,0,4,3,2,4,9,4,0,0,2,17
0,13,35,1,9,1,0,21,3,2,11,4,2,0,12,2,14,8,2,23,3,0,0,12,0,2,29,6,5,9,23,0,4,0,0,14,10,5,13,0,0,1,6,12,2,5,33,13,17,13,9,0,18,0,2,32,8,1,4,4,1,0,2,1,7,8,0,10,0,0,3,1,5,8,1,10,5,7,0,0,4,1,3,6,7,30,18,0,0,0,5,2,2,8,14,9
0,1,3,0,17,2,0,5,10,7,3,3,9,0,0,5,0,5,0,1,15,0,0,1,12,0,3,25,0,12,6,11,0,9,0,1,3,4,1,4,1,0,0,2,1,1,1,1,1,5,0,0,2,1,11,1,2,3,0,1,0,7,4,19,9,3,9,0,0,0,2,13,12,1,2,5,6,1,0,0,11,21,0,0,0,2,0,2,6,4,2,10,14,2,0,0
28,40,11,5,11,1,3,5,16,1,7,4,3,0,4,1,21,6,0,9,3,0,0,15,2,17,13,7,7,5,4,2,25,4,4,9,23,3,4,1,6,0,0,4,8,13,19,4,3,7,12,26,48,2,1,14,23,2,4,8,24,2,27,3,3,21,1,18,0,20,4,3,0,5,4,3,6,17,2,51,3,1,22,17,34,3,6,0,2,0,0,2,5,20,34,15
0,0,7,4,15,6,0,17,0,10,7,6,8,0,0,3,7,6,0,7,0,0,0,35,0,4,18,15,5,12,12,0,3,6,0,2,3,6,6,1,12,2,4,0,6,7,10,1,8,11,0,0,7,0,1,9,2,0,1,1,0,0,4,7,3,4,2,6,0,0,5,8,1,7,5,1,4,2,1,1,0,3,1,1,0,7,0,1,1,0,8,4,0,0,6,5
0,4,6,2,13,6,0,13,0,9,20,6,1,0,10,1,5,14,0,8,11,0,2,10,11,4,5,12,0,6,1,3,4,7,12,2,15,28,0,8,2,1,8,6,0,14,2,3,6,8,3,1,7,0,5,3,16,1,0,7,2,2,4,21,1,68,6,13,0,1,9,47,5,73,11,8,2,4,0,0,9,12,0,0,2,2,0,22,22,12,6,6,4,0,2,6
0,2,6,7,9,11,0,10,2,5,6,12,24,0,13,5,4,1,0,0,15,1,10,1,13,8,1,8,17,25,8,3,4,8,14,5,12,11,5,5,5,1,13,7,14,0,8,4,0,27,0,0,5,4,24,20,3,5,2,0,1,20,13,38,24,16,16,6,0,0,3,25,5,5,11,5,21,12,0,0,21,7,1,6,0,1,0,17,18,4,1,35,7,0,1,5
5,22,25,1,15,0,1,3,4,4,6,0,1,0,4,0,11,9,0,8,2,0,0,2,0,4,15,6,0,7,2,0,32,0,0,20,0,1,12,0,33,1,19,10,2,8,0,4,16,4,4,32,15,0,2,8,3,0,29,1,11,0,6,0,3,1,1,9,0,3,1,0,1,8,4,4,1,12,0,26,8,0,7,1,9,9,2,1,6,0,0,0,6,28,20,1
0,4,7,0,0,1,0,8,1,0,3,3,3,0,1,2,3,6,0,4,0,0,0,7,0,1,4,2,0,3,5,0,4,2,0,2,1,1,2,2,13,1,4,1,3,4,4,0,3,2,1,2,8,0,0,6,1,0,1,0,3,0,0,3,1,2,0,2,0,0,1,0,0,5,0,0,0,5,0,0,3,0,1,3,1,5,6,0,0,0,2,2,4,2,4,5
2,15,18,0,9,1,0,4,7,6,15,0,0,0,5,6,9,7,0,18,1,0,0,6,1,5,18,4,4,6,9,0,10,0,0,12,7,1,9,0,17,1,3,8,6,0,16,3,0,1,18,1,22,1,0,13,9,2,9,6,8,1,1,6,4,3,2,4,0,1,5,1,0,1,0,12,1,11,0,3,6,0,23,1,5,14,5,0,0,1,0,0,1,7,19,11
0,2,7,19,3,9,0,2,5,12,24,9,13,0,10,16,3,24,0,6,7,1,1,3,5,0,5,12,21,23,33,4,3,7,8,5,10,51,1,1,13,5,7,11,8,27,4,2,1,0,4,0,4,4,6,18,5,6,0,5,1,5,9,15,25,6,12,9,0,0,9,18,7,10,6,12,32,11,9,0,6,15,1,0,1,2,0,6,6,2,2,46,19,0,2,7
4,17,9,0,4,0,3,4,10,4,10,0,1,0,6,0,30,9,0,6,2,0,0,8,1,8,21,2,1,2,1,0,11,1,0,5,12,1,5,1,9,0,12,0,3,0,4,1,18,4,0,2,43,0,0,8,3,1,3,7,12,0,9,1,1,8,0,7,0,7,11,0,1,1,0,2,1,15,0,3,4,0,18,9,9,15,6,2,0,0,0,0,2,14,13,14
24,15,0,0,0,0,3,0,0,0,13,0,0,0,0,0,2,1,0,10,0,0,0,0,0,16,8,0,0,2,2,0,35,0,0,25,3,0,7,0,0,0,26,0,1,0,32,2,1,0,2,0,34,0,0,0,0,0,4,0,41,0,0,1,0,7,0,4,0,16,2,0,0,0,0,0,0,17,0,74,0,0,1,0,15,1,15,0,1,0,0,0,0,35,18,20
19,70,34,0,8,1,4,13,13,0,25,2,0,0,0,2,30,9,2,38,0,0,0,26,0,36,46,5,2,5,10,0,18,2,2,19,40,1,12,0,18,2,48,7,7,5,15,8,22,4,43,34,0,0,1,5,10,1,14,11,13,0,22,5,1,29,0,12,0,13,16,2,2,3,1,10,0,27,0,31,2,1,0,57,18,34,28,0,3,0,0,3,0,22,62,29
0,0,0,1,0,15,0,0,0,0,2,0,1,0,7,4,0,0,0,0,0,0,14,0,2,0,0,0,2,0,0,0,0,6,0,0,0,2,0,11,0,1,2,0,0,4,0,0,1,4,0,0,0,0,0,0,0,5,0,1,0,10,0,3,6,0,3,0,0,0,1,3,1,0,0,0,9,2,2,0,0,9,0,0,0,0,0,1,3,3,8,1,2,0,0,0
0,0,3,0,1,12,0,0,2,6,11,2,5,0,12,3,1,10,0,0,21,0,0,0,9,0,0,22,7,7,1,8,3,13,1,0,7,6,0,0,2,11,1,1,5,24,2,0,0,6,0,0,1,0,0,1,0,6,0,2,0,3,2,15,9,1,3,0,0,0,2,8,8,7,6,5,10,2,6,0,14,16,0,0,0,0,0,5,17,3,11,7,7,1,0,0
0,27,12,10,9,3,0,7,4,13,9,9,8,0,8,22,3,33,0,10,1,0,1,6,2,3,5,5,4,17,45,1,4,3,3,6,0,10,5,1,32,1,14,9,3,20,8,6,13,18,8,0,5,0,1,0,2,0,4,4,12,0,12,3,5,3,4,13,0,2,5,1,1,1,1,10,8,8,0,0,13,7,3,1,3,11,24,3,10,1,5,5,7,0,5,13
0,3,1,1,8,0,0,0,1,2,6,0,0,0,1,2,6,5,0,2,0,0,0,14,1,0,3,1,0,2,3,1,5,1,0,1,2,1,1,3,8,2,23,2,16,3,3,1,9,5,3,0,10,0,0,2,0,1,1,4,2,0,12,2,3,5,2,6,0,0,2,7,0,5,12,3,0,14,0,1,0,4,0,1,0,1,0,12,0,3,2,2,2,1,5,7
0,0,0,1,2,1,0,0,0,1,2,3,3,0,6,3,2,0,0,0,11,0,9,0,17,0,3,0,11,9,2,13,0,5,6,0,1,6,2,2,1,3,2,0,1,5,0,0,2,6,1,0,1,5,6,0,1,0,0,0,0,4,2,2,9,1,11,0,0,0,3,7,7,1,3,3,5,1,5,0,0,3,0,0,1,0,0,1,0,7,22,3,0,0,0,0
2,21,8,0,2,0,3,2,1,2,5,0,0,0,2,1,10,1,0,9,0,0,0,13,0,0,6,0,2,4,8,0,7,0,0,3,0,0,3,1,4,0,4,1,0,2,29,1,9,0,3,4,14,0,0,4,1,0,0,2,8,0,7,2,2,14,0,14,0,3,3,0,0,0,3,5,1,12,0,10,7,0,21,4,29,6,5,0,0,0,1,0,1,19,20,21
0,0,6,0,9,2,0,0,0,1,7,0,1,0,4,1,11,5,0,2,0,0,0,1,1,2,10,9,2,6,9,1,2,1,2,3,0,0,1,0,4,1,8,1,7,0,1,0,6,5,7,0,11,1,2,4,4,0,2,0,1,0,16,2,0,8,0,15,0,0,6,2,1,4,3,14,2,6,0,0,0,3,1,5,2,2,0,4,4,0,2,1,3,2,5,0
15,24,8,0,0,0,3,0,0,2,11,0,2,0,0,0,5,3,0,2,0,0,0,0,0,8,3,0,0,6,3,0,14,0,0,19,2,1,9,1,1,0,24,0,2,1,11,3,8,1,12,41,13,0,0,12,2,0,8,1,0,0,0,1,0,24,0,6,0,7,0,0,0,0,2,5,2,14,0,18,11,0,2,0,20,2,21,0,0,0,0,1,0,10,19,7
0,0,0,3,4,1,0,1,0,5,1,1,0,0,0,3,0,1,0,0,16,0,2,3,22,0,2,1,1,0,0,26,3,11,10,1,0,3,0,1,0,7,2,0,2,20,0,0,1,5,0,0,0,10,3,0,0,4,0,0,0,0,11,17,2,2,4,0,0,0,1,15,7,2,24,1,0,3,0,0,11,3,0,0,0,0,0,2,0,25,2,0,4,0,6,0
1,6,15,0,3,3,0,3,5,13,3,14,1,0,3,7,25,14,0,8,4,0,0,8,3,2,35,9,9,3,0,1,11,4,3,6,4,7,9,10,2,4,27,4,4,13,6,0,1,9,9,0,22,0,2,12,12,2,7,16,0,11,0,7,7,10,1,17,0,0,8,16,4,1,6,4,0,24,0,0,5,3,2,1,3,1,1,1,10,4,9,5,4,3,12,3
0,0,12,4,6,4,0,14,5,12,1,2,3,0,0,4,1,9,0,5,19,0,0,1,6,1,3,11,0,18,7,7,1,3,3,1,4,26,1,1,1,19,3,7,21,38,0,3,6,15,1,1,5,3,15,3,2,2,2,2,1,17,7,0,17,4,18,1,0,0,15,8,22,9,12,4,4,1,0,0,3,10,1,1,0,0,0,14,12,16,1,31,5,0,5,0
0,4,11,4,3,11,0,0,3,4,10,2,15,0,6,8,4,7,0,3,5,0,7,0,3,1,2,13,10,13,3,4,1,28,3,1,3,50,1,4,7,9,3,3,1,24,3,1,4,25,1,0,1,6,9,5,3,9,2,0,0,2,7,17,0,4,13,1,0,0,6,24,5,11,2,1,13,2,1,0,8,13,2,0,7,1,2,10,3,12,3,32,4,0,1,4
3,13,13,0,9,1,5,6,19,4,18,2,1,0,1,3,11,10,1,22,0,0,0,4,4,3,28,5,1,4,17,0,4,5,1,25,15,2,7,2,8,3,21,4,68,16,1,2,3,6,8,7,29,0,1,3,5,1,14,8,24,2,10,4,4,0,1,7,0,4,7,4,2,22,3,7,3,26,0,7,8,7,1,15,14,9,20,3,15,0,2,3,0,13,20,45
0,0,2,4,11,13,0,1,0,11,4,14,3,0,8,3,0,1,0,2,24,0,5,2,14,0,7,10,4,20,4,3,0,38,4,1,2,26,0,1,0,9,1,2,6,16,1,0,2,12,0,0,0,3,3,4,2,11,0,0,0,4,1,18,13,1,0,0,0,0,1,24,7,4,9,1,6,0,2,0,10,18,0,0,0,0,0,9,2,9,17,13,9,0,1,0
