Ant4,Ant57,Ant260,Ant52,Ant59,Ant65,Ant244,Ant397,Ant540,Ant2,Ant6,Ant7,Ant9,Ant15,Ant19,Ant26,Ant30,Ant38,Ant60,Ant72,Ant74,Ant76,Ant102,Ant158,Ant161,Ant191,Ant196,Ant209,Ant227,Ant245,Ant252,Ant278,Ant308,Ant311,Ant329,Ant518,Ant534,Ant604,Ant673,Ant740,Ant954,Ant0,Ant1,Ant12,Ant13,Ant17,Ant20,Ant23,Ant27,Ant28,Ant32,Ant35,Ant43,Ant44,Ant48,Ant50,Ant51,Ant53,Ant54,Ant62,Ant66,Ant68,Ant70,Ant71,Ant81,Ant85,Ant96,Ant97,Ant105,Ant109,Ant111,Ant112,Ant115,Ant117,Ant118,Ant124,Ant126,Ant127,Ant131,Ant137,Ant142,Ant149,Ant156,Ant159,Ant169,Ant170,Ant172,Ant173,Ant175,Ant176,Ant178,Ant186,Ant190,Ant194,Ant198,Ant206,Ant207,Ant210,Ant212,Ant215,Ant217,Ant218,Ant219,Ant220,Ant221,Ant229,Ant238,Ant242,Ant243,Ant250,Ant251,Ant255,Ant256,Ant263,Ant264,Ant289,Ant296,Ant298,Ant299,Ant301,Ant313,Ant324,Ant331,Ant334,Ant342,Ant347,Ant356,Ant380,Ant390,Ant391,Ant394,Ant395,Ant398,Ant437,Ant458,Ant462,Ant475,Ant476,Ant482,Ant492,Ant501,Ant509,Ant530,Ant538,Ant556,Ant560,Ant564,Ant576,Ant580,Ant592,Ant599,Ant607,Ant610,Ant614,Ant621,Ant632,Ant638,Ant650,Ant663,Ant665
10,2,9,7,5,0,0,2,0,2,0,1,2,5,11,3,0,4,2,2,0,3,2,1,15,0,14,4,8,0,12,3,0,3,0,5,4,0,0,2,2,0,0,6,0,2,0,0,4,1,2,0,2,4,8,2,13,0,3,1,0,1,1,0,8,5,0,0,1,5,1,2,0,11,5,0,3,7,0,0,18,3,2,0,12,0,5,7,4,11,1,3,3,8,15,0,5,9,0,18,0,9,1,1,9,2,17,0,1,5,1,1,10,7,0,0,6,5,10,1,0,1,0,1,17,0,1,11,0,3,1,5,0,1,14,6,2,20,3,4,0,6,3,5,0,8,1,0,0,2,2,0,0,0,7,2,12,4,3,3
7,25,33,3,2,24,0,5,0,0,1,0,0,1,5,6,0,9,0,0,0,57,9,0,120,0,58,11,3,1,2,0,3,40,0,67,1,0,1,5,0,15,3,19,1,1,0,0,0,1,4,1,0,28,17,11,4,0,14,0,0,0,1,1,0,2,0,0,0,1,0,1,0,17,2,0,0,11,0,0,2,8,1,0,9,0,0,0,1,6,0,0,2,1,51,0,37,3,3,22,0,44,0,0,2,1,19,0,0,1,12,0,6,40,0,0,17,0,14,1,1,2,1,0,27,0,0,9,0,1,1,13,0,8,29,7,7,27,3,0,0,58,24,4,0,2,0,0,1,3,0,0,0,0,0,51,43,3,0,0
1,2,3,11,2,0,1,3,2,4,2,0,0,3,1,0,2,0,2,1,4,4,1,7,2,9,0,0,10,4,4,4,4,6,2,0,14,2,7,1,14,0,14,0,9,16,13,17,4,3,0,10,21,1,1,1,2,5,2,4,0,2,1,3,2,1,0,8,1,2,0,3,4,5,1,4,0,0,18,2,9,0,0,1,0,5,4,0,3,2,8,2,5,3,1,6,0,2,2,2,9,1,9,7,0,13,0,3,6,1,0,8,1,0,0,7,1,8,3,2,1,1,8,3,2,0,16,0,0,5,7,1,0,6,0,22,1,1,0,7,3,1,2,2,9,4,4,10,3,2,10,0,2,6,2,0,0,1,6,4
3,2,3,4,1,1,2,3,2,5,5,1,3,0,0,14,2,2,0,21,3,3,9,0,3,11,3,6,15,0,1,4,5,5,3,3,6,1,6,2,2,1,2,1,5,19,10,1,6,0,2,3,1,2,3,2,0,2,2,4,0,3,0,0,3,2,4,0,3,5,4,4,1,1,10,10,0,0,2,0,0,3,1,1,0,3,7,10,5,12,1,2,0,2,4,3,1,1,3,3,3,0,30,12,0,11,0,1,5,9,2,0,15,2,0,0,3,0,4,3,8,5,9,0,6,0,0,2,0,2,5,3,0,3,5,4,3,3,5,5,0,3,1,4,1,0,3,0,0,0,4,1,0,0,1,0,0,6,8,7
4,5,5,14,12,2,4,7,0,0,11,5,1,0,0,5,0,3,1,1,1,8,1,2,16,3,14,3,4,0,4,2,0,7,0,7,7,0,0,11,2,0,5,7,2,1,4,1,5,3,1,2,0,6,5,4,2,0,4,1,0,1,8,0,10,4,0,0,1,1,0,6,0,8,3,1,0,12,0,0,11,11,7,0,13,2,7,5,4,37,2,4,1,1,6,0,10,8,0,6,2,6,0,7,0,4,18,0,3,4,5,4,20,0,0,2,9,0,1,0,7,1,9,0,16,4,0,10,0,8,1,7,1,3,12,5,5,5,0,0,1,4,1,14,0,2,0,0,0,4,0,0,1,0,1,16,13,5,1,6
3,2,10,2,7,6,1,3,2,0,3,6,0,14,5,0,0,2,1,0,0,8,4,0,40,5,78,5,16,0,8,8,2,9,0,3,9,0,1,7,8,0,7,21,3,6,2,5,3,7,0,3,4,9,9,0,9,2,7,4,0,2,7,5,9,2,0,1,2,8,3,17,2,8,1,4,0,3,2,0,1,7,8,0,5,0,5,6,2,10,3,4,1,0,5,0,37,2,1,55,0,10,0,1,12,10,3,0,0,1,6,5,26,19,0,2,16,1,20,0,10,6,3,1,53,0,0,3,1,11,0,6,1,4,0,22,10,3,5,3,0,8,3,20,1,5,4,1,3,5,0,0,2,0,6,10,3,5,14,20
0,0,4,12,2,0,5,0,2,10,0,0,2,2,0,0,0,0,2,0,6,0,0,7,1,8,0,0,23,0,1,9,18,4,10,1,0,4,3,0,3,1,1,3,3,5,4,10,0,1,2,4,14,0,3,1,1,8,1,1,0,0,2,5,1,2,12,14,6,1,2,6,7,6,13,2,3,1,6,8,1,0,0,21,0,1,10,2,3,1,3,1,14,3,2,0,1,1,9,0,12,1,9,3,0,8,1,6,1,0,0,0,1,0,2,8,0,13,1,20,2,0,10,9,2,9,23,0,14,0,5,0,2,0,0,0,0,0,0,8,9,0,0,0,2,0,4,0,5,11,15,1,6,4,0,0,0,0,20,5
2,5,1,1,0,8,0,2,0,0,4,9,0,2,3,2,0,0,0,0,0,17,4,0,10,0,15,1,6,0,9,2,0,10,0,12,4,0,0,1,4,11,9,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,7,0,0,1,5,0,0,1,0,0,0,0,7,2,1,2,0,1,0,3,0,0,0,6,0,0,1,3,0,1,0,15,1,1,0,0,9,0,14,0,0,3,0,0,0,3,1,1,11,0,2,1,6,0,4,5,0,0,4,4,4,0,0,1,0,0,4,0,2,6,0,9,8,10,0,0,1,3,5,2,0,0,0,24,40,6,0,12,0,0,0,0,0,0,0,0,0,8,30,9,0,1
0,0,0,0,4,0,7,0,44,4,2,0,2,0,1,1,2,0,0,9,0,0,0,7,0,19,0,0,4,0,1,1,18,3,18,1,0,16,0,1,10,0,2,8,13,7,2,2,0,4,1,14,5,1,1,1,5,44,2,9,0,17,0,2,0,2,13,105,26,7,0,0,6,2,1,6,2,0,13,19,0,0,2,3,1,0,0,22,19,0,4,2,4,5,1,31,0,1,47,4,2,0,9,4,1,13,1,16,1,1,0,1,0,0,35,23,0,6,0,14,7,5,7,5,0,25,1,0,12,0,0,0,18,1,0,0,0,0,0,6,3,1,0,2,36,1,10,23,11,1,13,9,17,6,1,0,0,0,9,1
1,0,0,1,5,1,7,0,7,3,2,0,1,21,1,0,0,0,9,0,0,0,0,1,0,6,0,0,2,0,0,0,9,0,5,1,0,8,1,2,4,0,4,0,20,30,3,2,4,0,0,2,2,0,0,2,0,5,2,4,0,13,3,13,1,1,18,12,2,7,3,1,8,2,0,0,1,0,6,8,2,0,0,5,0,0,5,0,0,0,2,2,1,3,0,5,0,0,9,9,2,0,5,4,1,6,0,1,2,0,0,0,3,1,9,0,0,2,1,0,3,1,2,5,1,7,0,1,1,0,6,0,9,0,0,0,0,0,0,10,21,1,1,0,3,0,6,7,6,3,36,3,9,8,0,0,0,0,4,1
0,1,2,1,4,0,4,1,4,9,0,0,4,3,1,0,6,0,0,0,0,0,0,12,1,20,2,0,15,0,0,2,22,2,2,1,1,2,2,4,2,0,4,2,5,22,10,3,0,0,2,10,30,0,1,0,2,11,1,1,0,10,5,2,0,0,2,17,4,12,9,2,15,5,1,12,0,0,19,5,1,0,0,17,0,1,2,3,2,0,32,2,3,1,1,10,0,2,3,9,7,1,14,0,1,11,0,1,4,0,0,3,1,3,0,10,1,15,0,13,0,2,2,19,0,5,27,1,20,1,8,7,12,0,0,8,0,0,0,19,7,0,0,0,6,0,6,3,2,1,17,1,4,7,5,0,0,0,7,8
2,17,8,3,9,5,0,9,0,1,3,57,4,3,8,8,0,17,0,0,0,0,8,0,33,0,29,12,4,0,20,3,1,11,0,10,4,2,0,16,0,14,6,4,1,0,0,3,4,1,1,0,1,10,4,0,5,0,4,1,0,0,4,0,3,5,5,1,3,4,1,7,2,3,2,0,0,13,0,6,6,8,2,0,6,1,2,4,1,19,0,1,0,1,20,0,19,3,3,6,0,16,2,2,2,0,2,0,1,0,15,2,22,12,0,0,22,1,8,2,0,2,1,1,8,1,1,7,0,25,5,11,0,1,33,6,14,13,3,0,0,21,12,16,1,1,0,1,0,3,0,0,0,0,5,14,11,6,0,1
1,14,8,1,3,8,0,17,0,0,2,9,1,9,1,4,0,4,0,0,0,8,0,0,3,0,15,0,0,0,2,1,0,9,0,12,0,0,1,0,0,5,5,2,1,1,1,2,0,1,0,1,0,1,11,6,3,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1,0,3,1,0,0,1,0,0,3,1,0,0,5,0,0,4,0,14,0,6,7,1,12,0,6,3,0,6,0,4,0,1,0,0,2,0,3,1,2,3,3,6,0,0,7,0,4,0,0,0,0,0,7,0,1,7,0,6,5,11,0,3,2,3,9,1,0,0,0,21,10,4,0,0,0,0,0,1,0,0,0,0,4,18,12,3,0,0
0,0,2,0,3,0,22,11,7,6,1,0,7,0,2,0,7,0,7,1,12,0,0,0,1,12,1,1,6,2,0,0,23,0,0,0,0,6,1,0,23,0,0,5,22,15,3,15,0,3,2,20,19,0,1,0,1,14,2,11,0,3,1,20,7,0,4,18,7,20,0,0,9,6,8,18,0,2,18,14,7,0,0,18,0,2,8,9,17,0,4,0,6,5,0,7,0,5,8,1,4,2,8,2,1,13,0,4,5,3,11,7,3,0,12,4,0,33,0,18,0,9,6,12,0,7,16,0,52,1,2,3,9,0,0,5,1,0,0,9,10,3,0,2,9,1,4,0,11,12,2,6,11,7,1,0,1,1,25,22
20,29,21,29,8,33,0,21,0,3,15,120,2,3,16,40,1,10,0,0,1,33,3,1,0,1,28,6,11,0,12,8,0,27,0,25,8,0,6,60,7,23,9,45,2,2,0,5,7,5,13,0,2,9,21,18,44,1,14,0,0,0,9,2,19,24,2,0,1,7,2,7,0,16,10,6,2,24,0,2,9,7,11,0,12,9,6,9,2,20,2,11,20,6,27,1,23,6,0,68,1,20,0,7,13,3,8,0,8,1,8,5,54,26,0,0,15,0,18,1,14,10,2,0,26,0,5,11,0,31,9,14,1,8,76,10,24,47,10,0,1,46,48,22,2,15,0,1,1,10,0,0,0,2,7,15,20,10,7,12
5,0,1,2,10,0,7,4,4,3,0,0,9,11,3,5,8,0,19,6,20,0,0,12,1,0,3,0,11,0,1,1,10,0,12,1,0,24,2,6,6,1,6,2,6,37,5,3,0,0,1,8,17,0,2,8,4,9,0,6,0,7,1,17,12,2,13,18,7,2,3,2,10,6,0,11,2,0,21,17,2,0,0,7,0,9,9,4,9,6,10,4,2,3,1,9,0,1,7,3,10,6,5,9,0,12,1,15,2,0,0,1,5,3,12,22,2,4,1,2,7,8,2,4,0,9,5,2,6,0,7,5,2,0,0,0,0,4,1,12,10,0,0,1,11,4,10,2,4,1,10,6,8,7,2,0,0,0,14,8
14,10,12,15,3,8,5,19,0,1,14,58,0,3,14,78,0,15,0,0,2,29,15,1,28,3,0,12,17,0,42,1,1,10,0,19,12,0,2,8,1,2,7,48,3,0,2,0,2,8,8,2,1,3,13,5,17,2,11,2,0,0,18,2,12,10,1,1,1,4,4,15,0,18,0,3,1,22,0,0,20,16,18,0,17,5,7,8,1,24,1,10,11,5,38,0,38,5,3,41,4,27,0,3,6,4,19,0,3,3,24,4,38,8,0,0,28,2,28,2,17,2,4,0,49,1,2,22,0,32,9,9,0,10,56,24,10,13,4,0,0,27,36,8,1,19,0,0,0,2,1,0,3,1,28,20,13,10,0,6
1,2,4,4,0,24,0,4,0,0,4,11,0,6,3,5,0,1,0,0,0,12,0,1,6,0,12,0,0,0,8,5,0,5,0,5,1,0,1,8,1,3,4,5,0,0,1,0,1,1,0,0,0,16,6,2,5,0,6,0,0,0,2,0,3,0,0,0,0,0,3,1,0,1,2,2,0,1,0,0,2,4,3,0,2,1,6,6,1,1,0,2,1,0,8,0,6,7,1,6,0,5,0,1,1,0,5,0,0,0,8,2,6,8,0,0,8,0,6,0,0,0,0,1,12,0,0,7,0,7,4,13,0,6,3,7,7,9,0,1,0,13,12,6,0,1,0,0,0,4,0,0,0,0,1,8,7,5,2,1
5,2,14,12,9,0,4,25,6,12,8,3,10,15,4,16,23,6,4,2,15,4,0,6,11,11,17,0,0,0,13,4,3,2,2,2,9,2,3,11,28,3,13,8,17,29,25,4,6,16,1,5,11,7,9,1,11,2,16,8,0,5,8,8,6,8,1,5,19,20,14,14,6,11,15,23,4,10,9,5,3,7,9,11,5,13,12,13,6,10,14,14,8,14,7,2,3,2,4,30,6,3,7,11,3,20,7,2,9,5,9,10,7,12,1,5,6,10,3,11,7,8,17,1,7,1,4,8,7,5,8,10,1,12,5,6,10,4,6,7,3,6,0,8,4,6,6,1,1,4,8,1,7,4,4,4,2,7,12,24
0,0,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4
7,3,4,7,2,3,0,13,0,0,12,2,4,1,4,8,1,9,1,0,0,20,2,0,12,1,42,8,13,0,0,1,0,1,0,9,11,0,2,4,0,1,7,4,0,3,0,4,8,2,2,1,0,8,9,9,11,0,7,4,0,0,8,0,14,3,0,1,0,2,2,19,0,7,3,5,0,4,0,1,3,11,5,0,7,2,5,3,0,3,0,6,2,11,15,1,9,9,1,10,1,7,0,4,7,1,5,0,7,4,10,0,8,5,1,0,13,4,19,0,1,1,3,2,34,0,2,8,0,23,2,0,0,13,13,18,5,2,6,0,0,7,3,7,0,9,0,0,0,2,0,0,0,0,3,4,5,7,1,2
4,3,11,3,8,1,1,0,1,3,3,0,4,4,2,8,9,2,1,0,2,3,1,0,8,1,1,5,4,0,1,0,0,2,0,1,1,0,4,11,6,1,5,7,1,1,1,7,0,3,3,1,0,0,9,2,5,1,4,0,0,1,6,2,6,5,4,1,0,4,7,3,0,9,12,7,1,2,3,1,13,1,0,2,1,12,8,0,1,3,1,2,8,3,6,2,3,8,5,9,0,16,1,6,1,5,6,0,1,2,0,2,17,1,0,0,2,5,6,3,8,4,4,2,9,2,0,3,0,6,6,1,1,1,9,0,1,0,3,4,0,1,0,7,1,1,3,2,0,3,2,1,0,0,1,1,3,0,5,14
0,0,1,5,1,0,14,0,3,18,0,3,4,5,0,2,18,0,18,9,22,1,0,23,0,10,1,0,3,0,0,0,0,2,1,0,3,10,2,2,3,0,2,3,4,22,0,6,0,0,0,10,13,0,2,3,0,14,3,6,0,1,9,4,0,2,7,13,0,10,2,4,6,2,4,17,0,0,12,16,1,0,0,7,0,1,12,1,13,0,5,0,11,7,2,18,2,5,16,6,8,1,9,12,1,14,0,10,4,2,0,3,0,3,8,6,1,5,1,17,3,7,8,11,5,13,13,1,4,0,15,6,16,0,4,0,1,1,1,5,4,2,3,3,12,5,5,11,8,2,1,6,12,25,0,0,0,0,29,7
2,19,2,4,5,30,1,2,0,0,3,40,6,5,7,9,4,10,3,0,2,11,9,0,27,0,10,5,2,0,1,2,2,0,0,15,2,2,5,2,0,23,4,11,1,2,2,4,1,0,1,0,1,2,5,0,7,0,5,2,0,0,2,0,4,1,2,0,11,6,0,0,5,2,4,2,5,6,0,0,2,1,0,1,6,2,3,3,8,4,4,6,1,2,11,1,4,2,1,11,1,7,1,0,1,4,2,0,0,0,1,0,0,17,0,0,5,0,2,1,4,0,0,0,8,1,5,6,3,7,2,7,0,3,20,3,4,4,3,1,1,22,47,2,2,3,0,1,0,1,0,0,0,0,4,13,23,0,5,5
0,0,0,0,0,0,7,0,4,1,0,0,2,3,0,0,10,0,18,5,2,0,0,0,0,12,0,0,2,0,0,0,1,0,0,0,0,21,0,0,14,0,0,0,5,8,5,0,0,0,0,6,11,0,0,0,2,22,1,0,0,3,0,3,0,1,2,45,14,4,0,2,3,4,2,1,0,0,12,3,0,0,0,4,0,0,6,0,0,0,5,1,0,0,0,16,0,1,18,0,4,0,7,0,0,10,0,4,1,0,0,0,3,0,15,10,0,2,0,12,0,1,1,4,0,3,0,0,4,0,0,0,13,0,0,0,0,0,0,10,0,0,0,1,35,0,23,10,15,1,8,8,15,13,1,0,0,0,11,0
3,3,8,1,4,14,0,9,1,1,5,67,0,3,7,3,1,12,1,1,1,10,12,0,25,1,19,5,2,0,9,1,0,15,0,0,2,1,0,8,2,14,7,10,2,1,0,1,7,1,2,0,0,1,5,3,17,0,7,1,0,1,3,1,6,2,1,1,1,3,0,2,0,12,0,1,0,3,1,1,9,6,4,0,1,0,1,1,6,3,0,3,3,2,18,0,11,4,2,5,0,14,1,1,9,2,7,0,0,1,8,1,3,11,1,1,11,1,12,1,2,3,1,0,13,0,0,14,0,6,11,7,0,4,26,10,6,10,0,0,0,26,20,6,0,2,1,0,0,0,0,0,0,0,2,9,8,7,2,0
5,2,14,2,4,1,6,12,1,6,4,1,14,6,7,9,0,4,0,0,1,4,0,0,8,0,12,1,9,0,11,1,3,2,0,2,0,0,0,0,8,0,8,0,1,2,1,0,7,10,26,2,0,6,6,3,5,2,9,0,0,1,1,3,4,0,0,0,0,3,5,3,0,2,2,11,0,0,1,1,6,0,0,0,2,0,8,9,5,15,5,6,0,2,6,0,8,1,0,6,3,2,0,0,6,1,5,0,4,11,8,0,1,4,1,1,5,5,4,0,7,1,1,1,15,0,0,2,0,7,1,1,0,8,5,17,1,0,2,2,0,5,1,0,1,6,0,1,1,0,2,0,0,0,3,3,1,0,1,3
0,0,0,0,0,0,14,0,4,6,0,0,2,1,0,0,4,0,16,8,2,2,0,6,0,24,0,0,2,0,0,0,10,2,21,1,0,0,3,2,2,0,1,2,15,17,12,2,0,0,0,12,8,0,0,0,0,55,1,2,0,12,2,6,0,0,22,35,17,4,1,0,40,0,3,0,6,0,7,28,0,0,0,65,0,2,10,0,3,0,5,3,3,2,1,6,0,0,11,1,6,0,16,1,0,7,0,14,2,0,0,0,0,0,8,10,0,5,0,0,0,9,1,13,4,15,2,0,15,0,8,0,0,0,0,0,0,0,0,9,3,0,0,0,14,0,10,6,7,0,14,26,26,15,0,0,0,1,10,4
