colony,tag_id,body_size,age(days),nb_foraging_events,group_period1,group_period2,group_period3,group_period4,visits_to_brood,visits_to_nest_entrance,visits_to_rubbishpile,nb_interaction_nurses,nb_interaction_cleaners,nb_interaction_foragers,nb_interaction_queen
58,607,138.975,64,0,N,N,C,C,171,0.363636,1.90909,465.45455,160.45455,108.81818,8.364
58,610,190.801,14,0,N,N,NA,NA,215.909,1.36364,0.454545,477.45455,176.54545,174.72727,3.636
58,635,164.502,39155,0,N,N,NA,NA,148.636,0,0,645.45455,131.81818,94.363636,16.64
58,638,186.682,78,0,N,N,N,N,125.545,0.272727,2.27273,506.63636,187.45455,108.90909,13.36
58,646,167.108,57,0,N,N,F,F,198.727,1.63636,0,496.63636,113.81818,99.454545,15.82
58,673,185.586,85,0,N,N,N,C,154.364,0.818182,1.63636,449.45455,147.54545,56.727273,18.73
78,0,139.832,40,0,N,N,N,N,311.182,0,0,383.09091,53.727273,17.909091,11.09
78,2,172.514,176,1,N,C,NA,NA,187.636,0.727273,1.18182,415.45455,210.09091,171.27273,1.636
78,9,187.949,14,0,N,N,N,N,350.273,0,0.181818,933.72727,87.181818,32.636364,24.36
78,12,193.331,183,0,N,N,N,N,247.818,0.0909091,0,510.18182,193.18182,121.45455,7.091
78,13,149.486,120,0,N,N,N,C,410.636,1.54545,0.181818,730.45455,116.27273,54.181818,34.27
78,14,161.549,78,0,N,C,F,NA,44.4545,1.72727,9.81818,431.54545,196.09091,118.45455,16.09
78,19,184.491,64,0,N,N,N,N,147.455,0.454545,0.272727,676.36364,198.09091,91.090909,18.18
78,26,192.315,78,0,N,N,N,N,266.636,1.63636,3.81818,954.72727,169.45455,59.818182,26.09
78,27,169.499,64,0,N,N,N,N,699.818,0.0909091,0.545455,1009.5455,171.63636,54.272727,30.91
78,51,155.926,50,0,N,N,N,C,549.909,1,2.45455,1049.0909,102.36364,39.363636,50.64
78,52,187.971,169,0,N,N,N,N,384.909,0.727273,0,724,172.27273,72.090909,63
78,54,153.47,57,0,N,N,N,N,246.636,0,1.18182,943.90909,139.45455,53.818182,18.09
78,57,174.734,120,0,N,N,N,N,155.818,0.454545,2.90909,829.81818,182.72727,77.454545,15.91
78,62,168.505,14,0,N,N,N,N,306.455,0,0.272727,544.54545,90.181818,41.454545,7.091
78,64,174.413,40,0,N,N,N,N,231.273,0.363636,0.181818,724.72727,127,50.818182,11.09
78,68,160.702,50,0,N,N,N,NA,512.636,0.818182,0,817.72727,80.454545,29.181818,18.36
78,70,143.736,57,0,N,C,F,F,326.636,0.0909091,0.272727,639.81818,237.09091,123.36364,29.73
78,72,164.149,57,0,N,N,NA,NA,70.2727,0.181818,0.363636,662.27273,170.81818,71.181818,10.45
78,80,206.652,40,0,N,N,N,N,410.545,0,0,867.72727,224.72727,119.90909,6.545
78,91,172.308,113,0,N,N,N,F,634.727,0.727273,4.90909,1051.4545,267.36364,103.63636,24.64
78,96,178.37,169,0,N,N,N,NA,480.273,1.09091,1,1092.1818,226.09091,98.272727,51.45
78,97,217.187,176,0,N,N,N,N,45.6364,1.45455,0,789.45455,379.54545,343.54545,11
78,98,166.769,71,0,N,N,N,NA,360.636,0.181818,0,945.54545,108.72727,43.363636,50.91
78,102,179.011,64,0,N,N,NA,NA,309.364,0,0.0909091,1003.1818,132.81818,33.727273,53.73
78,109,193.256,14,0,N,N,N,N,268.091,0,0,890.36364,117.81818,36,24
78,120,182.483,14,0,N,N,N,N,308.273,0,0.727273,901.72727,89.636364,37.727273,58.82
78,126,130.115,40,0,N,N,C,F,344.545,0,0.181818,616.54545,143.81818,41.454545,5.455
78,127,142.443,14,0,N,C,NA,NA,341.727,0.727273,0,702.81818,270,157.27273,2.545
78,131,176.695,113,0,N,N,N,N,293.273,3.27273,6.27273,929.45455,234.90909,112.72727,26.55
78,137,214.555,40,0,N,N,N,F,21,0,0.0909091,631.54545,257.18182,177.27273,8.818
78,139,134.952,14,0,N,NA,NA,NA,587.455,0.545455,0,1120,370.45455,157.90909,17.27
78,140,151.486,71,0,N,N,N,N,454.636,0,0,807,87.181818,26.545455,25.18
78,153,183.216,78,0,N,NA,NA,NA,234.273,0.0909091,0,713.63636,277.72727,137.09091,4.182
78,156,161.474,64,0,N,N,NA,NA,459.455,0.0909091,1.63636,883.81818,145.09091,39.727273,42.82
78,158,167.622,113,0,N,N,N,NA,481.182,0.181818,0,820.81818,110.72727,42.272727,27.09
78,161,208.096,14,0,N,N,N,N,121,0.636364,0.818182,1056.9091,237.09091,74,37.09
78,170,170.229,50,0,N,N,N,N,291.273,0.272727,0,1005.6364,237.63636,101.54545,15.82
78,174,179.477,14,0,N,N,N,C,699.364,0,0.363636,1008.6364,117,63.454545,59.55
78,176,147.801,5,0,N,N,NA,NA,351.727,0.545455,0.727273,588.18182,98.454545,38.454545,12.55
78,190,149.482,5,0,N,N,N,N,410.636,0,0,647.09091,138,51.181818,8
78,209,148.385,64,0,N,N,N,C,496.636,1,5,651.09091,112.45455,47.818182,19.91
78,210,164.514,204,0,N,N,N,N,68.3636,1,1.18182,508.72727,167.09091,108.81818,12.18
78,215,166.676,85,0,N,N,NA,NA,469.455,0,0,778.18182,135.36364,58.727273,18.45
78,219,162.29,85,0,N,NA,NA,NA,155.091,0.909091,2.18182,673.45455,313.27273,178.36364,14.64
78,227,177.192,64,0,N,C,F,F,50.5455,0.272727,2.18182,574.18182,299.81818,144.63636,7.636
78,229,174.256,50,0,N,N,N,NA,40,0.727273,0,554.72727,259.81818,130.27273,1.727
78,232,216.342,50,0,N,N,N,C,116.364,0.0909091,0.181818,784.36364,201,79.818182,25.18
78,242,183.698,14,0,N,N,N,NA,774.727,1,0.0909091,862.81818,102.27273,31.545455,15.36
78,245,140.688,14,0,N,N,NA,NA,470.182,0,0,825.18182,45.181818,17,25.82
78,250,181.604,57,0,N,N,NA,NA,674.273,0,0.272727,895.27273,97.363636,33.181818,27.09
78,252,227.37,5,0,N,N,NA,NA,846.636,0,0.363636,1130.1818,267.63636,83.727273,11.55
78,261,172.2,40,0,N,N,N,N,279.727,0,0.0909091,895.81818,127.63636,35.545455,29.55
78,262,181.868,57,0,N,N,N,N,321.091,1.09091,1.27273,692.54545,205.18182,124.72727,6.455
78,263,179.889,120,0,N,N,N,N,454.909,0,1.45455,693.45455,169.18182,61.727273,32.18
78,264,163.808,92,0,N,N,N,NA,32.5455,0.636364,0.545455,589.54545,263.27273,158.18182,10.55
78,268,169.307,71,0,N,N,C,F,39,1.27273,0,480.72727,141.54545,101.54545,5.818
78,289,183.918,78,0,N,N,N,NA,430.455,0,5.63636,636,230,116.81818,14.36
78,299,176.182,14,0,N,N,N,N,310.273,0.545455,0.454545,751.27273,111.90909,43.545455,29
78,311,167.027,5,0,N,N,C,F,758.455,0,0.454545,553.27273,226.54545,124.72727,1.727
78,318,182.8,14,0,N,NA,NA,NA,276.182,0,0,1014.1818,229.45455,82.636364,17.73
78,356,149.013,5,0,N,N,N,NA,767.909,0,0.181818,936.72727,91.454545,23.454545,18.09
78,387,160.465,78,0,N,N,C,NA,291.182,0.727273,1.81818,514.27273,230.36364,125.27273,6.545
78,391,176.491,57,1,N,N,N,NA,727.455,0.454545,0.727273,772.36364,140.36364,65,42.36
78,395,176.082,92,0,N,N,N,NA,1552.82,0,0.0909091,850.36364,116.18182,39.181818,46.09
78,458,185.529,71,0,N,N,N,N,416.364,0,1.45455,730.81818,170.90909,79.545455,21.27
78,476,144.014,40,0,N,NA,NA,NA,555.909,0,1.90909,630.27273,142.36364,69.090909,7.727
78,507,178.216,64,0,N,N,N,N,377.273,0.363636,2.36364,452,55.272727,24.363636,7.545
78,509,262.762,14,0,N,N,N,N,571.727,0,1.36364,1399.5455,393.36364,191.09091,41.36
78,530,170.344,64,0,N,N,N,N,409,0,0.363636,1073.4545,155.18182,69.454545,51.91
78,534,176.309,78,0,N,N,N,N,268.727,0,0.636364,657.45455,116.27273,48.636364,12.82
78,564,166.412,99,0,N,NA,NA,NA,81,0,0.363636,710.72727,159.36364,56.545455,11.45
78,576,194.466,40,0,N,N,N,N,336.091,0,0,739.18182,144.63636,62.909091,19.09
78,593,183.469,169,0,N,N,N,C,173.545,0.0909091,5.81818,604.90909,245.72727,95.181818,4.273
78,604,234.062,40,0,N,N,N,C,69.5455,0,0.454545,792.27273,346.36364,168.54545,4.091
78,620,175.026,71,0,N,N,N,N,390.455,0,1.90909,994.36364,220.81818,85.090909,29.18
78,635,185.602,50,0,N,N,N,N,240.909,0.181818,0,974.36364,155.27273,70.272727,20.73
78,638,184.024,14,0,N,N,N,N,117.636,0,0,1000.2727,186.72727,60.454545,14.55
78,673,175.14,78,0,N,N,N,N,472.545,0,0,653.90909,173.54545,72,8.182
78,838,128.6,50,0,N,N,N,C,499.182,0.181818,2.36364,510.36364,82.454545,29.363636,12.45
78,929,171.712,40,0,N,N,N,N,247.545,0,0,802.18182,250.18182,101.72727,6.909
4,6,173.254,176,95,F,F,NA,NA,0.272727,4,0.363636,3.1818182,41,642.09091,0
4,9,152.712,71,1,F,NA,NA,NA,4.81818,8,0.454545,1,12.272727,468.27273,0.09091
4,14,145.344,57,17,F,NA,NA,NA,3,27.6364,1.18182,4.9090909,58.272727,483.45455,0
4,19,172.012,344,0,F,F,F,F,6.36364,0.727273,1.45455,52.727273,144.63636,212.90909,0.5455
4,23,157.623,344,28,F,F,F,F,2.09091,7.36364,1.63636,26,99.909091,394.72727,0.5455
4,26,219.208,190,0,F,F,F,F,46.0909,0,0,25.454545,95.090909,392.81818,0.2727
4,30,168.609,330,45,F,F,F,C,0.909091,3.63636,0.181818,10.545455,87.181818,731.36364,0
4,32,126.732,85,50,F,F,F,F,0.636364,110.091,0,7.4545455,61.090909,630.09091,0
4,38,165.858,330,50,F,F,F,F,4.18182,12.2727,0.727273,28.272727,102.09091,619.18182,1.545
4,43,136.62,330,26,F,F,F,NA,6.09091,14.7273,0,4.8181818,57.090909,511.72727,0
4,44,163.306,141,26,F,F,F,F,17.5455,27.3636,0.909091,32,135.72727,475.36364,0.3636
4,64,227.343,316,0,F,F,F,F,1.27273,4.81818,0.727273,65.909091,157.72727,435.18182,0.2727
4,73,123.081,330,1,F,F,F,NA,4.18182,6.09091,0,6.2727273,44.636364,449.36364,0
4,76,149.967,351,25,F,F,F,F,15.5455,28,5.09091,13.545455,74.454545,396.90909,0
4,91,143.265,351,98,F,NA,NA,NA,1.18182,261.545,0,6.5454545,46,645,0
4,97,153.522,330,0,F,F,C,F,14.2727,0.636364,1.81818,58.909091,227.36364,322.63636,0.8182
4,98,153.183,85,13,F,F,F,NA,7.45455,6.27273,0.545455,18,85.818182,463.18182,0.4545
4,100,135.93,85,162,F,F,F,NA,2,24.9091,0.454545,12.272727,108.27273,1017.4545,0
4,131,139.058,344,24,F,NA,NA,NA,1.36364,118.091,0.363636,8.3636364,66.818182,476.81818,0.09091
4,142,160.028,71,143,F,F,NA,NA,9.27273,9.18182,0,10.272727,65.363636,870,0
4,148,164.11,232,49,F,F,F,NA,0.545455,14.6364,0,3.1818182,30.181818,516.09091,0
4,149,184.978,337,52,F,F,NA,NA,0.818182,8.54545,0,3.9090909,29.363636,765.45455,0
4,176,142.443,351,36,F,F,F,F,2.18182,4.09091,0,4.2727273,41,355.54545,0
4,195,138.004,71,0,F,NA,NA,NA,14.5455,1.63636,2.36364,1.3636364,6.9090909,347.45455,0.09091
4,196,159.028,40,104,F,NA,NA,NA,11.0909,32,0.818182,25.636364,100.09091,580.72727,0.2727
4,198,165.061,57,3,F,NA,NA,NA,69.6364,3.36364,16.0909,26.090909,110.36364,400.18182,0
4,202,137.801,330,0,F,C,C,F,11.1818,0,14.6364,54.727273,203.45455,302.63636,0.4545
4,209,183.175,176,0,F,F,F,NA,3,3.09091,0,34.363636,163.27273,398.63636,0.1818
4,217,164.305,344,43,F,F,NA,NA,0.363636,10.4545,0,5.3636364,54.636364,492.27273,0
4,232,179.324,57,0,F,F,NA,NA,38.2727,0.0909091,0.545455,21.818182,142.72727,440.45455,0
4,238,140.004,330,18,F,F,F,NA,0.545455,12.2727,0,6,61.545455,496.36364,0
4,252,183.175,176,2,F,NA,NA,NA,3.63636,9.18182,0,5.8181818,63.727273,876.90909,0
4,255,151.42,57,9,F,F,F,F,0.363636,10.9091,0,9.6363636,81.363636,607.18182,0
4,257,158.092,197,0,F,F,F,NA,0.181818,2.72727,0,39.090909,133.54545,334,0.2727
4,260,236.053,400,0,F,F,F,NA,3.81818,32.6364,1.63636,28.818182,137.72727,927.27273,0.3636
4,263,141.485,330,4,F,NA,NA,NA,14.3636,0.636364,0,10.363636,85,333.18182,0
4,289,154.651,330,0,F,F,F,NA,11.8182,1.81818,3.72727,17.363636,97.818182,358,0.09091
4,294,199.06,330,146,F,F,F,F,0,34.5455,0.363636,0.81818182,6.5454545,471.54545,0
4,308,142.144,71,1,F,F,F,NA,80.2727,3.18182,40.3636,35.272727,131.36364,290.81818,0.2727
4,318,202.082,463,60,F,NA,NA,NA,0,4.27273,0,0.63636364,10.454545,810.81818,0
4,324,148.003,351,9,F,F,F,NA,0.272727,3.18182,0,5,64.727273,420.81818,0
4,332,145.602,344,25,F,F,NA,NA,0.363636,7.18182,0,1.2727273,9.9090909,301.18182,0
4,347,165.801,197,0,F,F,F,F,33.3636,4,0.818182,37.454545,126.90909,288.18182,0.1818
4,353,146.154,190,11,F,NA,NA,NA,29.0909,0.818182,0.363636,28.727273,112.63636,460.81818,0
4,356,214.704,246,15,F,F,F,F,0.636364,166,0.272727,9.0909091,65.363636,681.27273,0
4,462,127.566,0,57,F,F,NA,NA,0.363636,25.3636,0,7.2727273,56.818182,496.54545,0.09091
4,475,220.656,330,0,F,F,NA,NA,1.27273,3.18182,0.636364,29.909091,113.63636,441.27273,0.09091
4,492,168.253,330,32,F,F,F,NA,3.45455,5.09091,5.09091,16.363636,86.454545,527.09091,0
4,507,144.475,40,0,F,F,F,NA,8.90909,3,0.272727,19.090909,130,699.27273,0.09091
4,518,162.693,344,12,F,F,F,F,14.2727,19.1818,5.90909,22,106.63636,330.63636,0.09091
4,527,140.089,197,0,F,NA,NA,NA,3.54545,10.3636,0.545455,8.8181818,69.363636,439.36364,0
4,530,131.795,351,21,F,F,NA,NA,0.363636,79.2727,0,8.4545455,67.181818,521.27273,0.09091
4,560,212.934,316,0,F,F,F,F,6.36364,63.9091,0.545455,30.727273,121.63636,626.90909,0.7273
18,14,143.003,176,59,F,F,NA,NA,2.36364,30.7273,0.181818,155.18182,311.36364,339.81818,0.5455
18,20,174.542,253,74,F,F,C,NA,1.45455,109.636,0,178.27273,323.09091,341.90909,0.3636
18,43,153.574,127,107,F,F,NA,NA,1.36364,209,0.454545,100.18182,266.45455,350.45455,0.09091
18,68,139.14,64,18,F,NA,NA,NA,0.727273,7.72727,0.818182,113.90909,250.63636,295.81818,0
18,72,156.013,120,69,F,F,F,NA,1.45455,103.545,0,100.27273,307.36364,414.90909,0.3636
18,100,128.845,64,64,F,NA,NA,NA,1.81818,21.0909,0,121.27273,369,390.18182,0.09091
18,126,170.602,183,1,F,C,C,C,2.72727,39.2727,1.18182,241.54545,361.72727,335.27273,0.09091
18,172,209.201,190,2,F,C,F,C,0.636364,32.3636,0.272727,180.72727,219.63636,295.36364,0.09091
18,176,151.238,71,25,F,F,F,F,0.636364,22.7273,0,99.090909,202.36364,220.81818,0.2727
18,202,202.299,232,20,F,F,F,F,0,291.909,0,15.272727,146.18182,176,0
18,212,124.234,155,5,F,F,NA,NA,3.63636,59,0,66,163.72727,218,0
18,215,177.229,183,17,F,F,F,NA,0,174.636,0,28.090909,186.36364,251.81818,0
18,220,150.921,99,48,F,NA,NA,NA,1.45455,126.455,0.0909091,140.36364,249.81818,287.09091,0.09091
18,243,132.015,211,61,F,F,F,NA,4.36364,90,0.181818,58.454545,176.27273,220.18182,0.2727
18,256,184.978,190,9,F,F,C,C,0.363636,14,0,209.63636,347.45455,310.36364,0.09091
18,268,176.505,162,46,F,F,F,F,0.272727,14.4545,0,78.545455,264.81818,306.27273,0
18,329,154.302,113,36,F,NA,NA,NA,1.18182,51.6364,0,277.72727,406.27273,321.63636,0.3636
18,398,120.702,78,11,F,F,F,NA,1.54545,218.727,0,122.27273,279.36364,301.90909,0.1818
18,458,145.221,85,43,F,NA,NA,NA,5.36364,123.364,0.636364,195.63636,262.18182,255.81818,0.5455
18,507,145.279,92,12,F,F,NA,NA,1.27273,11.4545,0.363636,120.54545,258,365.72727,0.1818
18,564,214.283,183,11,F,F,C,C,1,26.1818,0.181818,130.27273,322.54545,351.18182,0.1818
18,607,205.879,139,15,F,F,F,NA,3.18182,124.273,0.818182,154.81818,306.09091,335.45455,0.3636
21,0,142.678,5,128,F,F,F,F,17,45.9091,0,14,37.272727,394.27273,0.09091
21,4,116.284,40,9,F,F,F,F,10.4545,7.81818,0,54.818182,167.09091,222.54545,0.1818
21,6,132.608,120,0,F,F,F,F,7.72727,2.45455,1.36364,56.090909,148,307,0.09091
21,7,202.556,14,13,F,F,F,NA,1.72727,11.7273,0.0909091,27.636364,49.545455,785.09091,0
21,12,217.037,176,0,F,F,C,C,110.818,20.2727,0,194.09091,297.45455,550.81818,0.4545
21,19,124.326,40,2,F,F,F,NA,19.0909,3.54545,0.636364,81.636364,178.45455,300.18182,0
21,26,237.548,5,0,F,F,F,F,4.27273,12.2727,0.181818,66.636364,142.81818,499.45455,0.5455
21,32,147.98,57,0,F,F,NA,NA,8.90909,0.181818,0,57.363636,146.27273,184.36364,0.09091
21,38,125.495,50,12,F,F,NA,NA,2.27273,20.0909,0,28.363636,97.090909,389.63636,0.3636
21,44,137.317,40,0,F,F,NA,NA,2.72727,3.09091,0,54.090909,135,254.36364,0.09091
21,48,123.016,64,25,F,F,F,F,27.4545,38.6364,1.54545,88.090909,173.36364,455,1.182
21,57,136.473,78,119,F,F,NA,NA,4.81818,64.5455,0,17.727273,56.727273,347.81818,0
21,65,139.442,50,43,F,F,F,NA,2.36364,100.545,0.0909091,33.181818,116.81818,716.90909,0
21,76,139.27,50,183,F,F,F,NA,2.81818,51.3636,1.36364,22.272727,64.545455,503.36364,0.3636
21,81,131.244,40,0,F,F,F,F,57.2727,2.18182,6.54545,79.818182,182.09091,261.81818,0.2727
21,85,162.29,5,1,F,NA,NA,NA,35.6364,7.27273,41.9091,110.09091,179,249.27273,5.818
21,102,158.114,5,29,F,F,F,C,0.363636,61.2727,0.0909091,15.090909,42.545455,273,0
21,117,142.622,64,18,F,F,F,F,32,87.6364,1.72727,100.90909,216.36364,353.90909,1.182
21,127,147.679,64,24,F,F,NA,NA,4.90909,26.8182,0,32.545455,81.727273,417.27273,0.2727
21,142,129.035,120,0,F,NA,NA,NA,38.5455,0,0.272727,95.727273,233.27273,348.18182,1.727
21,149,133.222,50,0,F,F,NA,NA,6.72727,1.27273,0.545455,48.545455,166.63636,315.72727,0
21,156,143.422,71,0,F,NA,NA,NA,9.09091,2.27273,2.54545,33.363636,69,242.54545,0.09091
21,161,157.953,64,233,F,NA,NA,NA,52.2727,0.545455,0.636364,45.363636,163.18182,578.18182,0.09091
21,169,127.35,155,94,F,F,NA,NA,6.72727,68.4545,0.181818,23,72.909091,316.72727,0
21,176,140.602,57,3,F,F,NA,NA,75.5455,2.81818,0,41.363636,108.63636,387.09091,0
21,190,199.489,190,0,F,C,F,C,88.7273,1.27273,0.181818,115.27273,192.27273,245.36364,0.8182
21,196,150.987,5,45,F,F,F,F,8.45455,70.0909,1,68.727273,199.54545,722.18182,0.09091
21,198,134.852,113,91,F,F,NA,NA,11.5455,27.5455,0.636364,48.454545,126.27273,607.45455,0.5455
21,207,131.37,5,36,F,F,NA,NA,5.72727,32,0,25.909091,94.636364,548.36364,0
21,209,120.507,14,4,F,NA,NA,NA,57.0909,6.36364,0.818182,48.272727,99.727273,144.09091,0.09091
21,215,250.154,183,0,F,F,C,F,18.7273,9.18182,0,145.81818,275.18182,858.54545,0.6364
21,218,150.36,57,51,F,F,NA,NA,10.4545,111.182,0.545455,52.909091,130.72727,443.18182,0.3636
21,221,138.08,50,0,F,F,NA,NA,24.7273,2,0.636364,53.909091,124,237.18182,0.3636
21,238,126.657,57,78,F,F,F,NA,3.90909,38.1818,0.818182,34.181818,99.818182,414.18182,0
21,251,128.004,40,52,F,F,F,F,5.54545,17.4545,0.636364,37.363636,106.18182,365.54545,0
21,252,130.3,64,38,F,F,F,F,47.1818,236.818,5.18182,129.90909,237.36364,505.81818,3.727
21,256,206.553,139,0,F,F,F,F,24.5455,6.27273,0.363636,133.72727,226.27273,313.90909,0.1818
21,260,148.933,99,42,F,F,F,F,28.9091,49.8182,3.18182,90.636364,189.45455,577.18182,1.455
21,263,136.029,64,42,F,NA,NA,NA,20.4545,13.9091,12.6364,71.272727,128.36364,434.90909,0.1818
21,296,152.643,134,19,F,F,F,NA,17.4545,29.0909,0,50.909091,115.09091,407.27273,0.5455
21,299,144.941,71,125,F,F,F,NA,3.63636,30.8182,1.18182,43.818182,127.81818,527.72727,0
21,311,135.506,5,36,F,NA,NA,NA,1.27273,80,0,23.181818,33.090909,249.36364,0.2727
21,342,158.902,148,20,F,F,F,F,13,30.6364,0.272727,90.454545,249.54545,836.90909,0.8182
21,380,141.739,71,7,F,F,F,F,23.6364,5.18182,0.909091,73,160.72727,363.72727,0.4545
21,391,133.154,57,27,F,F,NA,NA,43.8182,11.7273,0,44.454545,148.36364,479.36364,0.09091
21,395,135.148,71,73,F,F,F,NA,46.4545,117,1.54545,83.272727,152.63636,419.36364,0.5455
21,397,198.215,162,0,F,C,N,C,134,1.36364,0.0909091,155.09091,263.45455,332.36364,1.545
21,437,133.634,64,20,F,NA,NA,NA,2.72727,6.90909,0.909091,49.363636,179.54545,512.09091,0.3636
21,458,189.644,5,0,F,F,F,NA,19.7273,21,0.272727,67.363636,134.45455,537.81818,0.6364
21,475,166.087,78,0,F,F,F,F,4.54545,0.636364,2,55.636364,146.63636,311.45455,0.3636
21,476,193.507,246,0,F,F,F,F,2.36364,56.3636,0.454545,35.272727,83.636364,392.36364,0.09091
21,509,161.075,5,73,F,F,F,NA,1.27273,17,0,19.363636,51.272727,523,0.1818
21,518,140.036,64,443,F,F,C,C,3.36364,13.7273,0,17.272727,62.818182,393.90909,0.3636
21,530,158.66,141,74,F,NA,NA,NA,2.63636,14.7273,0,15.272727,47.272727,633.54545,0
21,538,136.704,57,5,F,F,NA,NA,7.45455,3,0.545455,96.636364,242.45455,492.09091,0.6364
21,621,146,64,0,F,F,F,F,75.4545,0.181818,1.63636,125.72727,228,225.45455,1.273
21,632,149.466,162,318,F,F,NA,NA,5.18182,38.2727,1.81818,28.545455,99.636364,427.90909,0.2727
21,638,122.483,64,150,F,F,NA,NA,5.90909,45.7273,0.0909091,26.272727,88.545455,454.54545,0.3636
21,650,138.611,64,0,F,F,F,F,55.6364,5.72727,38.0909,90.090909,196.27273,277.27273,2.091
29,2,177.539,134,0,F,F,F,F,4.45455,19,2.18182,128.72727,375.09091,405.45455,2.273
29,5,112.071,14,0,F,F,NA,NA,28.5455,18.1818,108.545,44.909091,137,207,0.5455
29,14,156.4,50,124,F,NA,NA,NA,33.1818,171.455,89.5455,62.454545,175.09091,214.54545,2.182
29,25,145.437,14,0,F,F,C,F,18.4545,1.72727,2.81818,145.18182,235.90909,221,4
29,27,154.379,14,0,F,N,N,N,34.8182,2.36364,1.36364,140.09091,263.54545,250.18182,2
29,32,157.623,40,0,F,F,NA,NA,29.7273,1,0.363636,107.72727,225.36364,220.45455,1.727
29,65,138.033,106,0,F,NA,NA,NA,119.364,13.7273,8.27273,43,123.18182,124.90909,0.6364
29,96,158.028,57,0,F,C,NA,NA,99.0909,0.363636,0.272727,107.45455,229.18182,277.36364,1.545
29,126,139.205,40,5,F,NA,NA,NA,47.8182,0.272727,1.27273,55.636364,177,223.36364,2.727
29,176,181.339,50,0,F,F,N,N,36.4545,2.45455,3.81818,162,282.54545,203.72727,4.818
29,186,133.989,57,15,F,NA,NA,NA,2.72727,37.9091,8.54545,27.909091,149.09091,206.45455,0.6364
29,192,153.17,50,0,F,NA,NA,NA,12.0909,7.09091,7.18182,83.909091,169.18182,151.54545,3.273
29,202,130.973,14,42,F,NA,NA,NA,2.72727,52.9091,1.90909,14.636364,98.545455,162,0.6364
29,220,151.608,71,0,F,NA,NA,NA,137.091,46.1818,42,93,203.45455,214.09091,3.545
29,227,159.063,113,41,F,C,C,C,111.636,382.545,102.091,52,133.81818,182.90909,1.636
29,255,142.941,57,60,F,NA,NA,NA,51.8182,83.3636,74.2727,50.454545,152.09091,154.54545,2.727
29,256,185.715,134,42,F,C,C,C,0.545455,88.7273,0.272727,35.272727,166.09091,224,0.5455
29,261,125.603,50,61,F,NA,NA,NA,1.81818,41.3636,1.18182,19.818182,102,150.45455,1.455
29,320,135.713,14,0,F,F,NA,NA,77.7273,9.45455,43.7273,92,217,203.27273,7.364
29,332,193.197,197,0,F,F,F,NA,28.6364,1.72727,0.0909091,109.36364,223.90909,203.81818,1.091
29,353,136.242,14,0,F,NA,NA,NA,360.818,3.45455,29.5455,51.090909,122.09091,128.63636,1.182
29,387,97.949,14,0,F,NA,NA,NA,7.36364,19.8182,25.2727,29.181818,87.363636,121.54545,1
29,482,119.52,19,0,F,NA,NA,NA,197.727,1.36364,8.27273,74.272727,168.63636,191.45455,1.545
29,518,124.908,50,64,F,NA,NA,NA,16.4545,153.455,6.18182,36.909091,133.54545,197.63636,1
29,610,140.036,14,4,F,NA,NA,NA,26.9091,5.18182,18.8182,64.636364,115.81818,152.36364,1
58,1,139.943,78,74,F,NA,NA,NA,1.81818,23.8182,1.36364,28.363636,76.909091,896.81818,0
58,6,158.354,127,24,F,F,F,NA,10.3636,9.72727,0.909091,123.63636,259.54545,596.72727,0.1818
58,24,156.605,99,68,F,NA,NA,NA,6,3.09091,0,45.727273,59.818182,600.18182,0
58,28,152.463,0,115,F,F,NA,NA,16.0909,22.9091,0.727273,78.727273,146.27273,642,0
58,44,171.703,99,6,F,NA,NA,NA,77.2727,0.545455,1.09091,245.72727,259.27273,394.18182,0.5455
58,55,162.69,14,24,F,F,C,NA,7.72727,7.45455,0,60.272727,117.90909,729.18182,0
58,73,136.308,78,86,F,NA,NA,NA,4.09091,14.6364,3.72727,79.818182,122.90909,572.36364,0.09091
58,80,141.283,64,249,F,F,NA,NA,7.90909,30.1818,1.81818,55.272727,119.27273,800.45455,0.6364
58,82,161.988,134,52,F,F,NA,NA,2.63636,15.7273,3.81818,104.45455,233.45455,775.27273,0.1818
58,96,155.425,85,60,F,NA,NA,NA,10.4545,4.54545,0.363636,184.36364,324.54545,688.27273,3.182
58,112,169.579,267,55,F,F,NA,NA,1.81818,35.6364,0.545455,56.454545,141.09091,857.81818,0
58,139,157.003,57,39,F,F,F,C,16.1818,6,1,180.90909,383,698.63636,0.09091
58,147,165.463,155,204,F,NA,NA,NA,18.4545,8.81818,0,174,343.09091,1409.7273,0.7273
58,156,113.741,40,63,F,F,C,C,11.0909,11.4545,0.727273,33.545455,66,485.81818,0.4545
58,173,163.683,99,25,F,F,NA,NA,96.2727,0.636364,0.545455,228.27273,271,728.36364,0.2727
58,178,114.529,57,68,F,NA,NA,NA,3.36364,11.3636,2.54545,68.181818,107.27273,812.81818,1.273
58,186,177.553,14,12,F,NA,NA,NA,23.7273,3.72727,3.72727,143.18182,212.63636,777.90909,0.09091
58,198,142.352,57,29,F,F,F,NA,7.72727,4.90909,41,135.36364,290.54545,563.36364,1.364
58,202,158.808,134,107,F,F,NA,NA,11.6364,15,0.636364,90.727273,145.09091,916.72727,0.3636
58,217,159.665,120,97,F,F,NA,NA,6.54545,32.6364,2.27273,58.909091,155.27273,743.18182,0
