Ant260,Ant5,Ant52,Ant65,Ant244,Ant540,Ant2,Ant6,Ant7,Ant14,Ant15,Ant19,Ant26,Ant30,Ant38,Ant60,Ant72,Ant76,Ant99,Ant102,Ant148,Ant158,Ant161,Ant191,Ant202,Ant209,Ant227,Ant237,Ant252,Ant268,Ant278,Ant311,Ant329,Ant518,Ant604,Ant673,Ant0,Ant12,Ant20,Ant32,Ant35,Ant40,Ant43,Ant44,Ant50,Ant55,Ant62,Ant63,Ant68,Ant80,Ant91,Ant96,Ant97,Ant98,Ant100,Ant105,Ant109,Ant112,Ant114,Ant126,Ant137,Ant140,Ant142,Ant144,Ant147,Ant169,Ant170,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant207,Ant210,Ant212,Ant215,Ant217,Ant219,Ant220,Ant232,Ant243,Ant256,Ant257,Ant262,Ant264,Ant265,Ant289,Ant294,Ant296,Ant298,Ant299,Ant301,Ant305,Ant313,Ant318,Ant324,Ant332,Ant342,Ant356,Ant394,Ant395,Ant398,Ant400,Ant433,Ant437,Ant458,Ant476,Ant492,Ant502,Ant507,Ant509,Ant527,Ant552,Ant556,Ant560,Ant564,Ant575,Ant580,Ant592,Ant593,Ant599,Ant607,Ant610,Ant621,Ant632,Ant635,Ant638,Ant647,Ant650,Ant665
12,15,9,0,2,21,1,0,0,1,0,1,8,2,1,0,1,5,8,3,1,1,0,1,0,6,3,1,4,0,4,4,6,2,0,0,17,0,0,11,1,7,0,11,14,6,4,5,0,20,8,23,4,25,1,8,0,0,0,1,16,0,7,2,4,11,13,0,22,1,0,0,1,6,3,3,1,0,15,1,2,0,2,7,6,3,0,0,0,7,7,3,13,0,24,7,5,5,2,3,3,1,1,4,3,2,0,2,11,2,0,6,7,7,8,11,2,1,0,7,1,18,0,0,4,0,13,0,9,2,0
18,1,0,6,0,14,7,0,6,8,1,0,0,7,21,0,15,1,1,0,1,7,0,7,3,0,14,1,0,18,1,10,24,8,3,4,0,0,25,0,10,19,0,3,0,14,2,0,20,2,22,22,0,2,10,0,40,2,0,7,0,3,2,3,3,5,3,4,2,6,1,6,2,23,1,7,1,4,0,8,1,17,12,0,4,2,0,3,0,3,2,0,1,12,0,0,10,1,0,3,1,2,31,8,2,0,16,1,4,11,24,0,13,2,0,8,7,2,7,0,0,10,12,0,5,5,3,0,0,14,0
8,3,0,1,2,24,3,0,3,0,8,0,0,1,16,0,0,2,17,2,8,1,1,3,0,1,5,3,4,0,0,1,0,3,0,15,15,0,1,27,1,0,0,15,6,0,0,9,0,8,0,2,0,2,0,8,0,7,5,0,20,0,0,6,4,2,4,0,9,0,0,5,3,0,3,2,0,0,1,0,3,0,2,1,0,4,2,4,0,0,8,0,0,2,0,18,3,7,14,2,30,2,0,0,0,7,0,0,2,0,0,10,0,10,0,16,0,4,1,0,3,0,0,0,0,0,3,4,1,4,0
8,8,5,0,5,22,20,6,10,2,2,7,1,0,6,6,0,10,14,25,4,8,6,4,0,3,5,4,18,0,0,26,0,3,1,6,34,0,6,10,4,4,0,39,15,6,5,8,1,8,0,7,11,9,2,13,2,4,8,6,4,4,4,11,24,6,4,0,13,3,0,6,22,2,14,0,0,0,8,4,6,0,5,5,0,1,2,7,0,10,23,9,20,1,7,3,11,10,6,23,7,5,0,4,14,6,10,1,12,5,4,25,2,7,13,3,0,5,4,4,11,1,2,0,3,0,0,0,0,51,10
26,16,0,0,21,30,26,13,4,0,1,21,16,6,0,17,1,7,19,30,28,5,24,14,0,3,22,16,11,0,2,19,15,4,4,12,47,0,6,21,6,11,0,12,0,7,4,14,4,10,2,11,12,11,0,27,0,12,1,12,10,19,13,4,19,15,19,0,1,0,0,16,3,10,13,1,0,0,20,9,62,2,35,25,3,4,4,15,0,3,34,3,12,9,14,9,18,1,0,23,4,10,5,23,13,12,8,5,11,4,5,51,7,18,0,19,0,5,10,39,6,4,1,0,54,0,0,5,0,15,2
5,11,1,0,2,25,2,4,1,0,0,0,0,6,17,0,1,3,2,27,10,1,1,6,0,17,5,2,0,0,0,8,0,3,1,10,26,0,0,29,2,1,0,28,4,0,17,11,0,32,0,0,7,4,0,6,1,3,1,0,20,9,3,1,13,8,1,0,0,0,0,1,2,0,6,0,0,0,16,0,11,0,0,5,0,0,0,12,0,1,17,11,25,0,4,11,1,6,0,3,28,5,0,3,1,6,1,1,6,0,0,13,3,19,7,26,0,1,2,25,5,4,1,0,21,0,3,4,0,17,3
1,2,0,7,0,48,1,8,21,11,1,15,0,0,1,1,0,2,0,0,1,13,4,12,20,0,2,1,2,20,2,11,11,4,13,3,0,5,16,0,1,8,5,4,0,19,0,0,16,0,11,0,0,0,31,0,25,0,0,22,0,19,0,3,1,0,1,18,4,15,17,5,0,3,5,15,6,9,2,12,6,29,23,2,0,2,5,7,9,1,0,2,2,8,2,1,0,0,5,3,3,0,15,4,1,1,16,0,0,8,17,3,2,3,0,2,13,0,3,0,3,9,21,0,11,20,0,16,0,3,0
8,7,2,0,1,34,5,11,0,0,5,1,2,10,7,3,2,0,2,1,3,5,0,11,0,1,10,6,9,0,1,9,14,11,0,12,24,0,0,10,2,10,0,17,8,1,3,8,0,6,1,5,19,12,0,4,0,4,9,0,3,2,2,4,10,4,16,3,9,1,3,7,5,1,14,0,0,0,1,1,3,0,1,10,1,1,0,3,0,6,22,5,7,1,1,3,1,2,11,4,29,1,2,5,5,5,3,5,11,5,2,6,1,7,4,8,2,2,13,12,10,5,4,2,4,0,4,0,0,35,2
3,1,0,1,7,17,5,4,7,2,8,1,17,14,19,2,0,2,0,18,6,1,4,19,0,4,21,1,12,5,0,13,9,3,1,27,24,0,7,12,1,0,1,14,6,1,0,8,3,2,4,0,1,8,2,31,0,0,7,4,6,11,1,4,8,7,34,0,5,4,0,1,5,0,8,2,0,0,2,0,16,0,2,2,0,1,1,4,0,1,4,0,7,1,15,6,3,2,10,14,14,12,0,13,2,2,1,10,2,2,2,37,0,18,16,7,2,1,2,19,0,3,3,0,9,1,7,0,3,12,2
13,23,2,1,3,19,2,2,6,0,3,0,2,25,30,27,0,1,18,0,19,1,0,8,0,8,11,9,14,0,0,23,1,6,0,12,46,0,1,23,1,0,0,30,2,1,7,18,1,12,2,3,8,5,0,15,0,6,5,1,3,6,6,14,16,14,8,0,5,1,0,5,17,7,11,0,0,0,7,0,10,0,0,0,0,3,7,5,0,4,11,1,12,0,4,4,9,2,10,10,8,1,1,20,8,4,2,3,9,0,0,23,4,21,20,1,0,4,4,25,1,7,0,2,8,0,3,0,2,34,4
13,6,0,0,8,16,2,4,2,2,1,1,8,4,28,10,1,3,6,19,0,13,1,11,0,7,8,2,0,0,0,2,1,0,2,17,14,0,0,4,1,0,0,8,0,0,0,9,1,3,0,0,2,1,0,9,0,3,4,0,17,2,12,7,7,4,12,0,0,0,0,7,3,4,7,0,0,0,0,1,3,0,3,7,2,0,0,0,0,2,10,0,3,1,1,8,13,0,0,13,2,8,0,3,9,4,1,8,5,2,0,3,6,28,0,7,0,1,3,30,1,0,0,0,4,0,0,7,0,32,0
10,11,0,9,9,36,3,8,10,0,1,7,1,8,5,1,13,5,1,1,13,0,6,16,0,0,3,8,22,3,6,4,18,11,8,3,4,0,12,6,5,22,3,9,1,32,0,2,8,3,7,16,0,1,15,2,17,5,1,23,10,8,7,0,24,12,5,2,2,14,3,9,0,2,11,2,4,0,1,13,1,9,21,4,3,7,5,28,0,0,7,0,1,11,21,9,9,0,8,7,27,4,23,5,3,8,22,0,3,10,1,4,7,3,3,3,9,11,27,3,2,16,6,0,34,0,0,13,2,14,0
9,7,0,1,4,25,4,6,3,4,0,0,1,6,24,1,4,0,4,0,1,6,0,15,0,2,1,2,15,0,0,6,7,3,1,7,16,0,12,2,5,6,0,7,5,3,1,9,1,5,0,0,3,1,1,10,2,9,2,5,0,7,1,1,8,3,6,0,1,3,0,2,0,2,24,0,0,0,0,4,12,0,17,9,0,2,2,8,0,4,1,0,0,2,8,6,6,3,2,0,1,1,0,0,8,5,4,0,2,4,0,5,0,2,0,2,1,2,1,0,2,4,2,0,3,0,0,0,0,1,0
28,18,0,14,14,52,17,26,7,5,1,7,3,4,14,6,12,11,19,8,11,16,15,0,0,12,19,29,9,26,5,12,12,17,26,11,60,0,21,15,17,29,8,34,3,15,1,8,10,11,6,22,7,8,12,9,23,8,10,24,8,27,11,16,17,39,14,8,7,0,4,10,1,13,13,5,1,0,16,17,24,6,30,6,15,12,7,39,6,11,25,16,0,13,10,19,3,5,8,10,12,20,5,10,13,19,15,5,6,8,20,25,19,3,9,12,11,17,25,11,16,24,11,1,46,0,1,8,2,44,5
1,0,0,6,0,16,0,0,0,30,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,10,1,0,5,0,6,0,0,8,17,0,0,0,8,0,0,5,0,0,5,0,4,0,0,0,24,0,11,0,0,6,0,0,0,0,0,0,1,6,4,6,13,0,0,0,0,5,7,4,0,1,0,10,11,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,18,0,2,0,0,0,14,2,2,0,0,2,4,0,0,28,0,0,0,0,0
6,16,1,0,0,18,0,0,0,1,6,0,1,3,3,17,0,1,4,8,7,0,2,12,0,0,7,5,0,0,0,4,0,0,0,0,5,0,0,21,0,2,0,6,3,0,2,7,0,7,1,5,24,11,0,6,0,0,7,1,2,3,6,1,4,0,4,1,11,0,0,2,11,4,9,0,0,0,4,0,4,0,2,0,0,1,0,2,0,6,6,5,33,0,0,2,2,1,0,0,3,0,0,1,0,2,0,19,6,0,1,6,2,4,1,0,0,3,0,6,1,0,0,2,4,0,12,0,0,10,8
4,2,0,0,11,29,8,5,18,8,3,14,5,5,22,5,2,10,21,11,8,3,1,19,2,7,0,7,15,6,6,23,6,4,6,7,16,0,6,4,5,7,1,6,0,9,2,1,9,1,5,8,5,8,23,2,19,10,4,13,2,1,9,4,2,1,13,8,5,2,1,10,2,4,7,7,0,0,9,11,7,7,5,7,0,29,0,5,9,10,2,9,1,3,1,0,10,0,7,14,17,10,4,12,8,7,7,10,2,5,14,2,2,4,1,3,4,1,16,1,2,1,6,0,9,0,13,0,2,16,0
3,9,1,2,2,22,3,5,4,1,1,1,3,4,16,2,1,6,1,9,2,8,2,29,0,5,7,0,6,0,0,9,14,2,4,7,3,0,3,6,0,7,0,5,4,1,9,9,1,2,0,3,5,6,0,12,3,2,2,3,13,3,0,8,20,13,1,0,7,1,1,1,3,1,1,1,0,0,6,0,10,2,0,2,0,4,1,0,0,0,10,0,16,2,7,8,6,3,18,1,8,1,5,25,3,10,1,0,2,8,2,13,0,17,5,14,0,3,3,6,3,3,2,2,3,0,2,1,20,5,0
2,7,0,2,14,30,3,8,6,6,4,0,4,18,11,0,2,9,12,14,0,22,15,9,0,0,15,6,0,0,4,34,22,9,1,15,9,0,4,2,4,12,0,1,3,10,1,4,0,0,0,0,0,1,0,2,0,11,6,3,0,3,10,22,34,4,13,1,5,0,1,0,3,3,20,1,0,0,4,2,36,0,1,5,7,4,1,9,0,0,1,0,4,0,6,2,5,1,42,3,4,13,1,15,10,14,1,1,1,1,1,29,3,4,2,0,1,5,19,0,10,3,3,0,12,2,3,3,0,25,7
2,0,0,0,0,24,1,0,7,25,0,18,0,0,0,0,20,0,5,0,0,3,0,26,10,0,6,0,0,0,8,4,27,9,10,8,0,5,8,0,0,4,14,0,0,31,0,0,13,0,14,5,0,7,47,0,69,0,3,27,0,2,0,1,5,1,0,27,8,25,20,10,0,2,1,21,12,6,0,6,4,22,11,2,0,10,0,9,0,2,0,0,0,7,0,0,0,0,1,0,3,0,19,0,0,0,17,2,0,4,43,0,1,0,0,2,26,0,7,0,0,26,28,0,16,31,0,1,0,6,0
2,1,0,6,0,22,0,1,1,1,4,1,0,0,2,0,2,1,0,0,0,6,0,5,1,0,6,0,4,8,0,2,4,1,6,0,0,0,5,0,0,0,1,0,1,0,0,0,3,2,6,4,0,1,0,0,0,6,0,17,2,0,0,9,4,9,0,4,11,2,0,2,1,14,3,4,1,0,0,3,0,5,14,0,0,21,4,10,0,1,0,1,3,2,0,0,2,1,5,0,0,1,1,0,2,1,3,0,0,1,7,0,0,4,0,6,1,2,1,0,1,2,7,8,9,0,0,4,0,4,0
7,7,1,8,6,26,13,23,9,8,4,10,1,26,19,8,11,9,13,23,2,4,6,12,0,4,23,9,34,4,2,0,3,15,8,13,12,0,11,3,5,12,0,30,7,26,5,6,6,0,8,5,2,8,11,2,7,7,5,16,0,16,2,5,7,10,2,0,8,14,3,9,6,12,17,10,0,0,1,7,15,9,7,4,1,6,3,18,0,6,15,4,0,4,7,9,9,2,19,8,1,7,16,10,6,2,4,0,0,9,14,7,0,2,19,18,12,7,4,11,3,12,10,1,6,0,1,6,1,7,2
6,1,0,17,1,46,0,11,12,21,6,24,0,0,15,0,11,14,9,1,1,18,7,12,5,0,6,14,22,27,4,3,0,5,26,12,9,0,17,8,11,15,4,5,1,23,0,2,7,1,19,3,0,11,9,0,17,6,0,30,1,2,2,3,17,3,4,7,18,25,2,11,0,9,5,2,4,1,0,14,7,12,33,3,23,16,4,17,0,2,2,2,3,5,1,2,9,0,10,1,26,3,23,3,9,2,22,0,5,12,5,2,7,0,1,5,22,7,21,1,9,11,20,0,17,6,0,3,0,3,0
3,1,0,0,11,32,4,13,3,0,2,8,3,3,4,3,4,11,3,6,0,11,3,17,0,0,4,2,9,9,1,15,5,0,2,11,10,0,8,0,6,4,10,24,3,7,1,4,3,0,0,2,2,2,8,1,8,1,5,9,22,3,1,0,31,4,12,1,2,6,0,24,0,17,6,1,2,0,5,4,13,14,27,3,6,5,0,7,0,2,1,0,0,29,2,12,2,0,3,0,1,6,8,0,0,0,10,2,1,2,4,17,2,2,0,4,4,11,13,0,9,14,1,0,18,2,0,5,0,5,3
2,0,0,2,0,39,5,15,1,7,0,3,0,1,4,1,13,0,1,0,2,8,1,26,6,0,6,4,1,10,6,8,26,2,0,3,6,0,27,0,2,4,10,2,0,29,0,0,19,2,0,0,0,0,17,1,11,2,1,15,9,0,7,0,4,1,3,1,1,8,1,80,0,1,4,9,20,8,0,17,6,5,29,0,3,7,3,12,0,3,0,0,0,10,2,3,2,0,1,0,2,2,8,8,0,3,26,2,1,5,3,4,2,3,0,1,27,3,14,0,3,1,24,0,11,12,0,11,0,1,1
14,19,3,1,18,15,2,35,13,0,0,4,15,6,12,10,3,12,27,12,17,3,7,11,0,0,7,7,15,8,0,13,12,11,3,0,24,0,1,12,3,5,0,40,4,3,2,28,6,13,25,0,4,1,0,12,7,22,6,7,8,14,10,3,26,9,24,0,0,14,0,25,1,6,23,1,0,0,6,3,8,3,10,9,18,14,18,12,0,0,13,1,4,8,9,17,7,1,17,0,12,9,5,31,19,17,5,5,9,7,9,20,1,6,9,7,7,17,10,12,17,32,4,0,42,0,1,8,1,12,1
29,9,12,2,11,39,12,12,8,4,17,0,15,34,47,26,0,24,24,46,14,4,16,60,0,5,16,3,9,0,0,12,9,10,6,24,0,0,4,19,4,10,0,79,1,2,5,42,2,13,0,0,53,14,0,21,0,7,5,1,6,8,5,25,15,10,10,0,1,2,0,3,37,0,5,1,0,0,28,5,28,0,8,9,0,12,3,4,0,0,12,11,29,3,20,19,10,0,7,25,11,5,0,21,30,11,1,0,15,5,0,12,9,38,9,14,3,1,19,30,6,16,5,0,13,0,0,2,0,24,4
0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,1,19,0,0,15,0,0,0,0,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,176,0,0,0,0,0,86,23,0,19,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0
5,2,0,9,11,33,4,8,27,32,0,25,1,6,6,0,16,0,7,1,0,12,12,21,17,0,6,3,4,8,5,11,17,8,27,1,4,7,0,6,8,8,4,12,0,17,0,2,12,3,14,7,1,4,9,8,8,0,0,18,2,7,7,6,11,1,1,10,2,8,6,10,1,2,0,8,4,14,0,23,16,11,22,3,5,19,6,8,0,6,1,0,4,5,9,8,4,0,8,3,19,11,11,3,5,17,20,1,2,3,12,7,4,5,2,2,16,5,27,1,4,3,22,0,14,9,0,1,0,0,0
10,8,2,1,4,24,8,7,6,0,11,0,27,10,21,29,0,10,12,23,4,6,2,15,0,21,4,6,2,0,0,3,8,0,0,12,19,0,6,0,2,1,0,37,20,1,4,7,0,31,0,2,29,2,0,39,0,3,3,1,18,4,3,8,8,9,25,0,2,0,0,13,4,0,8,0,0,0,16,1,11,0,1,2,1,0,2,8,0,4,11,29,17,0,8,18,15,8,0,4,25,7,0,0,3,12,0,1,22,3,0,21,0,12,5,16,0,3,0,11,13,3,0,0,8,0,1,0,1,11,3
5,1,0,3,1,32,4,5,13,6,1,10,1,4,6,2,1,2,1,1,1,5,5,17,0,0,5,0,4,0,0,5,11,6,2,3,4,0,8,2,0,17,0,6,0,22,0,2,10,6,1,6,0,0,1,0,4,2,5,11,6,3,1,0,13,5,2,0,8,1,0,37,0,11,12,0,3,0,3,4,9,0,16,0,3,6,0,17,0,0,2,1,1,1,11,4,0,0,2,0,16,8,9,1,2,4,15,6,3,9,7,9,5,2,1,4,10,6,17,1,12,19,4,0,12,5,0,1,0,6,0
14,4,0,20,10,24,1,4,5,11,7,19,0,4,11,1,8,10,0,0,0,22,6,29,0,2,7,7,12,4,0,12,15,4,4,5,10,1,8,1,17,0,5,17,2,11,0,4,12,4,10,0,6,4,14,1,20,9,2,20,0,12,3,5,9,7,3,5,0,4,2,9,8,4,6,5,2,0,3,16,6,3,7,3,0,4,7,11,0,13,16,0,1,7,5,8,9,7,2,13,7,0,7,17,7,6,17,3,9,3,10,3,7,5,3,5,2,3,29,3,2,2,10,1,12,1,3,1,1,45,1
0,0,0,1,2,0,0,1,0,8,0,0,0,0,0,0,5,0,1,0,0,3,0,8,8,0,1,0,0,14,1,0,4,10,10,0,0,19,4,0,0,5,0,0,0,7,0,0,3,1,0,0,0,0,5,0,10,0,0,20,0,0,0,2,1,1,0,3,0,1,20,7,0,0,0,3,9,13,0,26,1,18,24,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,1,0,0,0,7,0,0,0,10,0,0,1,10,0,1,0,0,1,7,0,1,0,0,4,11,0,17,5,0,3,0,0,0
12,11,13,8,4,41,15,31,2,2,11,3,15,39,12,28,4,17,14,30,8,9,7,34,0,6,6,5,1,0,0,30,5,24,2,40,79,0,12,37,6,17,0,0,17,5,0,22,4,12,1,0,44,2,1,9,1,9,15,2,13,13,10,9,36,20,7,0,7,1,2,22,6,8,22,2,1,0,10,0,9,9,4,6,6,7,1,8,0,8,17,9,16,0,8,16,14,8,4,2,18,2,2,11,19,3,13,0,5,4,2,5,12,20,0,21,0,2,16,9,5,13,3,0,15,1,5,5,1,40,4
8,2,16,0,1,28,1,0,3,0,14,0,6,15,0,4,0,8,6,2,0,1,5,3,0,3,0,4,3,0,1,7,1,3,0,4,1,0,0,20,0,2,0,17,0,0,5,6,0,8,0,11,4,10,0,17,0,3,2,0,4,3,3,4,1,12,2,0,21,0,0,1,19,1,1,0,0,0,7,0,3,0,1,11,0,2,4,3,0,0,20,3,40,1,1,0,0,18,12,4,25,2,0,1,1,1,0,3,18,0,0,28,1,25,7,1,0,1,1,12,6,7,0,1,2,0,10,0,2,19,17
5,1,0,8,18,14,3,8,2,19,6,14,0,6,7,0,19,1,1,1,0,32,3,15,5,0,9,1,10,31,0,26,23,7,29,3,2,15,17,1,22,11,7,5,0,0,0,1,14,8,12,4,0,0,19,5,23,0,3,24,3,8,3,0,12,11,4,6,0,29,16,25,2,3,16,13,5,5,0,23,15,6,22,2,3,7,0,13,4,5,2,2,1,21,0,3,13,0,10,13,2,5,23,10,1,13,12,1,10,11,9,3,10,4,2,1,21,0,4,0,5,28,8,2,13,8,7,3,0,2,0
7,2,16,0,0,10,0,0,2,0,4,2,0,5,4,17,0,3,0,7,0,0,1,1,0,2,2,9,1,0,0,5,0,1,0,2,5,0,0,4,0,0,0,0,5,0,0,7,0,2,0,2,1,5,0,2,0,1,0,0,2,8,3,5,1,3,0,0,0,0,0,0,21,8,5,0,0,0,6,0,3,0,2,3,4,0,0,0,0,3,21,12,20,0,0,1,1,16,0,11,15,0,0,1,1,1,0,3,3,0,0,1,1,2,2,7,0,0,0,5,0,2,0,2,0,0,18,0,0,9,15
18,9,1,0,1,15,1,6,3,0,5,0,9,8,14,11,0,8,8,18,9,2,9,8,0,7,1,9,4,0,0,6,2,4,0,28,42,0,2,7,2,4,0,22,6,1,7,0,0,15,6,0,7,0,0,15,0,31,1,2,10,13,4,7,12,9,18,0,4,1,0,2,6,0,17,0,0,0,13,0,1,0,0,8,1,0,0,6,0,0,8,11,12,2,9,0,3,0,8,23,3,4,1,14,4,3,1,3,7,4,1,26,5,17,7,14,0,4,3,7,3,14,0,0,9,0,0,2,0,14,0
