Ant57,Ant260,Ant52,Ant397,Ant929,Ant2,Ant6,Ant7,Ant9,Ant14,Ant19,Ant24,Ant26,Ant30,Ant38,Ant60,Ant64,Ant72,Ant74,Ant102,Ant158,Ant161,Ant196,Ant202,Ant209,Ant227,Ant245,Ant252,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant646,Ant673,Ant740,Ant838,Ant954,Ant0,Ant1,Ant12,Ant13,Ant20,Ant23,Ant27,Ant29,Ant42,Ant43,Ant48,Ant49,Ant51,Ant54,Ant55,Ant62,Ant63,Ant66,Ant68,Ant70,Ant80,Ant91,Ant96,Ant97,Ant98,Ant109,Ant113,Ant118,Ant120,Ant124,Ant126,Ant127,Ant131,Ant135,Ant137,Ant140,Ant144,Ant147,Ant149,Ant156,Ant159,Ant169,Ant170,Ant172,Ant174,Ant175,Ant176,Ant190,Ant195,Ant206,Ant207,Ant210,Ant212,Ant215,Ant229,Ant232,Ant242,Ant250,Ant257,Ant261,Ant262,Ant263,Ant264,Ant289,Ant296,Ant299,Ant301,Ant313,Ant324,Ant326,Ant331,Ant332,Ant334,Ant353,Ant356,Ant376,Ant380,Ant387,Ant391,Ant395,Ant433,Ant437,Ant458,Ant462,Ant482,Ant492,Ant501,Ant507,Ant509,Ant530,Ant549,Ant560,Ant576,Ant592,Ant593,Ant607,Ant610,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
1,5,0,12,1,2,3,2,0,5,0,0,0,0,2,6,0,1,0,0,1,0,3,12,0,4,0,0,1,1,2,0,6,0,3,1,6,2,4,0,0,10,0,8,1,4,3,10,3,4,3,0,0,3,0,6,6,3,2,1,2,0,1,0,1,10,3,0,6,0,0,1,12,0,0,5,7,6,0,0,1,4,11,0,12,0,2,7,7,12,1,0,1,1,1,0,0,2,1,5,3,1,3,8,0,22,7,0,7,10,18,6,10,0,11,0,7,0,2,0,1,1,1,18,2,0,0,0,1,1,5,0,16,3,0,11,10,7,0,0,4,20,2
12,1,11,0,13,3,2,1,24,1,2,0,0,0,0,0,13,2,4,4,18,14,0,0,10,6,8,14,23,1,5,37,6,7,0,8,0,9,0,6,0,1,4,1,0,22,7,3,0,1,0,40,12,0,8,0,1,32,2,4,6,24,1,4,35,0,0,2,3,4,22,29,0,7,6,3,1,0,3,28,0,10,0,5,0,6,11,1,5,0,24,0,21,3,31,13,1,0,23,3,5,9,0,2,6,3,0,0,0,1,6,1,5,13,6,0,33,11,3,1,0,5,1,8,0,0,28,28,12,0,0,3,2,14,0,4,3,3,7,13,2,1,11
0,7,0,0,0,0,0,9,0,0,0,0,0,0,1,21,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,11,0,0,0,32,0,4,0,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,18,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,3,0,0,0,16,0,0,0,0,3,0,0,0,0,0,3,0,0
1,5,0,2,0,1,29,4,0,5,0,2,0,1,0,5,0,2,0,0,0,0,21,9,0,1,0,0,0,9,0,0,0,0,12,1,12,0,11,0,1,1,0,16,0,0,2,13,3,3,4,0,0,0,0,2,17,0,1,0,3,0,0,0,0,17,8,0,3,0,0,1,15,0,0,2,7,3,1,2,0,2,32,0,15,0,0,26,9,1,0,4,1,1,0,1,0,4,0,1,0,2,0,8,0,3,17,0,2,13,19,4,14,0,16,0,0,0,0,4,3,0,3,1,0,0,0,0,1,2,4,0,18,1,0,13,16,6,0,0,3,4,0
0,24,0,2,0,3,9,27,0,0,0,6,0,21,5,0,0,1,0,0,0,0,19,38,0,2,0,0,0,3,1,0,3,0,14,0,4,1,2,0,40,0,0,6,6,0,2,4,22,18,9,0,0,12,0,2,0,0,0,1,0,0,0,0,0,20,10,0,2,0,1,0,11,4,0,4,24,10,2,16,23,0,4,1,26,0,0,2,1,6,1,18,1,0,0,0,0,8,0,1,0,0,1,1,0,14,2,2,3,8,10,8,4,0,3,0,0,0,0,3,33,0,2,4,22,9,0,0,0,23,5,0,3,0,23,7,17,15,0,0,3,5,0
5,1,0,1,7,2,0,0,5,1,14,0,13,0,0,0,0,4,50,16,3,0,0,0,6,1,7,1,4,1,0,4,0,8,0,22,0,4,0,0,0,16,1,1,0,11,0,3,0,0,2,18,1,0,0,0,1,0,1,23,6,2,4,25,5,0,0,10,0,0,6,2,0,4,0,2,0,0,11,0,0,6,0,8,0,3,5,0,0,0,2,0,0,0,0,6,0,0,0,1,29,7,0,2,1,1,0,0,0,0,0,0,2,47,0,0,2,0,23,0,0,0,0,7,0,0,6,17,10,0,0,5,1,0,0,1,0,0,61,0,1,2,3
6,0,1,2,9,4,2,2,7,4,4,1,2,0,2,1,4,0,0,5,3,2,3,1,5,3,9,20,0,1,9,12,4,15,0,10,1,2,6,1,0,5,15,4,0,24,14,5,1,3,4,11,20,0,2,5,4,22,16,4,6,10,11,1,5,4,0,2,7,8,10,11,1,12,3,2,0,1,10,1,0,6,1,13,1,8,3,7,9,5,5,0,10,19,19,5,3,0,13,11,4,6,6,1,3,2,4,15,0,3,3,4,5,12,8,0,5,21,4,5,0,1,1,2,0,0,1,20,4,0,5,21,1,4,0,11,6,1,3,2,0,7,6
14,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,50,0,0,24,36,5,0,0,11,0,0,28,0,0,0,27,0,32,0,0,0,0,0,0,0,0,14,0,0,34,0,0,0,0,2,106,28,0,0,3,0,0,5,0,31,2,0,65,2,0,0,53,0,0,0,13,0,2,22,0,0,0,64,0,0,5,0,81,0,53,0,0,0,0,6,0,0,0,1,2,24,0,0,0,8,8,0,1,12,15,0,0,0,0,0,0,2,33,0,0,0,0,58,2,0,0,0,0,0,0,16,10,27,0,0,0,0,0,0,0,0,0,75,0,0,0,63
43,0,2,4,18,1,0,0,15,0,2,0,4,0,0,0,16,5,24,0,10,15,0,0,23,0,26,9,21,0,4,31,6,43,0,8,1,5,1,4,0,6,2,0,0,9,3,0,0,0,1,27,27,0,2,7,0,5,0,0,15,19,4,27,40,1,0,24,1,0,6,12,0,5,14,1,0,0,20,0,0,12,0,5,0,16,0,0,9,0,1,0,13,6,17,0,13,0,9,4,3,12,2,4,9,11,0,0,0,0,0,0,0,117,0,0,14,13,54,4,0,12,0,0,0,0,8,7,45,0,0,1,1,7,0,0,3,0,1,24,0,2,18
37,2,8,4,11,2,0,0,15,0,3,1,18,0,0,0,3,3,36,10,0,16,0,0,19,2,14,9,4,0,3,6,5,14,0,17,0,11,1,16,0,12,9,1,0,8,10,10,0,0,0,50,20,0,5,2,0,6,0,21,25,4,8,23,20,0,0,19,3,3,5,14,0,14,10,3,0,0,7,0,0,23,3,11,0,5,16,0,4,0,6,0,15,0,11,33,12,3,5,6,5,6,0,0,25,1,0,0,0,0,5,10,1,22,0,0,9,10,14,0,0,25,1,8,0,0,28,46,37,0,1,21,0,13,0,0,0,2,6,13,0,5,10
17,1,1,1,9,3,4,0,12,5,0,0,14,0,0,0,0,2,5,15,16,0,0,1,1,2,1,17,0,1,4,14,1,15,0,5,0,11,1,5,0,10,8,0,0,15,3,0,0,0,0,23,14,1,3,0,0,79,1,22,15,19,6,16,21,0,0,18,2,1,4,30,0,1,4,6,0,1,24,1,0,10,2,6,0,8,3,0,7,0,3,0,27,2,16,2,8,5,34,11,15,6,0,3,0,9,0,0,0,0,0,12,0,26,0,0,4,5,20,0,0,13,0,0,0,0,4,4,4,0,0,0,3,12,0,7,1,0,0,5,3,0,3
2,40,9,24,2,4,48,20,0,4,1,3,0,2,21,19,0,3,0,0,0,0,0,17,2,5,5,0,2,13,0,0,14,0,19,3,6,0,5,3,46,0,0,4,44,1,19,21,16,24,18,0,1,50,1,4,14,0,1,11,6,1,35,0,0,16,47,0,6,0,1,2,39,22,4,3,15,31,0,40,3,6,22,0,34,3,1,6,13,10,3,4,1,0,4,4,2,12,1,3,2,0,7,9,0,21,5,6,20,23,4,4,36,2,27,1,4,0,0,25,31,1,30,23,29,11,0,9,0,32,29,8,4,4,30,14,8,24,4,3,2,11,1
1,21,0,0,1,0,12,13,0,1,0,12,0,13,9,38,0,1,0,0,0,1,17,0,0,1,0,0,0,0,1,0,0,0,14,0,3,0,3,0,16,0,0,2,14,1,4,6,4,34,4,0,0,3,0,2,8,0,0,0,0,0,1,0,0,11,13,0,1,0,0,0,18,0,0,2,51,9,0,3,7,0,9,0,6,0,0,4,1,4,1,10,0,0,0,0,0,11,0,1,0,0,0,1,0,16,7,1,6,5,9,0,3,0,8,0,3,0,0,13,15,0,3,1,17,15,0,0,1,14,12,0,5,0,34,3,19,18,0,0,8,5,1
4,0,2,0,2,3,4,0,14,1,6,0,10,0,0,0,6,5,11,23,19,1,2,0,0,0,8,26,10,0,0,4,2,18,0,9,3,3,1,2,0,2,12,0,0,14,8,1,0,0,0,0,5,0,1,3,0,0,6,10,14,0,7,9,1,0,0,3,4,2,1,3,1,2,4,3,0,5,0,4,0,4,2,1,0,6,0,9,14,2,2,2,15,0,8,16,1,2,0,2,5,5,0,3,0,1,3,2,0,2,2,9,0,35,7,0,0,1,6,7,1,7,0,0,0,0,0,4,8,0,2,5,1,8,0,1,8,5,9,1,1,1,7
2,8,4,12,12,15,3,0,1,31,1,4,6,0,1,2,1,3,0,0,2,2,5,1,0,0,1,11,0,5,16,0,21,5,0,5,2,3,0,4,0,6,6,5,1,10,21,3,1,1,16,5,5,1,6,4,0,3,15,20,12,5,17,0,7,3,0,0,4,2,11,3,6,19,2,11,0,1,11,13,0,8,4,6,6,4,6,7,38,5,3,0,6,2,13,14,0,0,7,22,7,13,4,11,4,18,6,2,3,2,28,9,9,1,8,0,1,11,2,4,0,0,3,6,4,0,0,8,2,0,12,3,0,18,0,14,6,2,2,4,5,9,0
12,0,35,2,47,5,2,0,10,3,12,0,8,0,0,0,7,9,0,26,14,1,5,0,8,1,0,31,12,0,15,21,10,45,0,20,1,19,0,3,0,27,2,6,1,22,30,0,0,0,3,11,36,0,1,3,0,6,10,67,17,27,21,30,2,0,1,36,1,1,9,8,0,9,20,9,0,4,10,2,1,6,1,12,3,13,15,4,6,0,10,0,8,18,30,28,4,0,7,27,13,26,8,7,17,12,0,0,0,0,3,11,5,8,2,0,10,1,26,2,0,26,1,1,0,0,19,60,17,0,0,39,0,5,0,4,2,0,3,9,0,4,53
16,2,5,3,19,0,1,0,1,2,14,0,14,0,0,0,1,20,28,9,9,17,0,0,26,11,31,0,2,1,6,10,9,40,1,18,0,7,1,17,0,4,6,7,1,39,5,0,0,0,4,1,15,2,1,0,1,9,9,1,18,12,8,12,2,5,0,5,1,2,15,2,1,6,54,9,0,7,1,2,0,6,0,12,0,11,2,1,14,1,2,0,0,23,13,1,15,0,34,25,14,2,3,1,7,13,0,1,0,0,1,16,0,0,0,0,0,1,31,2,1,3,0,2,0,0,1,16,20,5,0,2,4,16,0,1,1,0,58,0,0,0,20
0,4,18,8,4,7,0,1,13,1,22,1,23,0,0,0,4,0,0,21,4,0,2,0,10,0,12,2,0,5,8,5,3,0,1,0,5,7,0,0,0,0,6,5,6,15,9,7,0,0,1,2,8,0,0,3,5,3,1,4,9,6,48,2,20,1,2,4,6,7,1,2,4,8,1,1,2,2,1,6,0,11,6,9,3,8,13,2,4,6,8,0,10,0,3,7,1,0,7,15,20,4,7,2,0,7,5,0,2,1,0,1,21,20,1,0,15,0,3,4,0,9,1,4,3,0,19,16,4,0,1,14,0,1,4,2,2,2,2,17,0,1,8
1,7,1,11,0,3,5,4,2,4,0,1,1,0,9,3,1,1,0,0,0,1,13,0,0,5,0,1,5,0,0,1,2,1,10,3,24,1,8,0,0,3,1,13,1,1,3,4,6,10,3,1,2,1,1,14,32,1,8,1,2,3,0,0,1,3,9,0,8,5,0,3,11,4,0,4,1,4,0,0,2,19,8,3,33,2,0,4,2,6,1,1,2,2,4,0,2,2,1,5,1,1,0,18,0,16,12,3,5,1,8,13,4,1,4,1,0,6,1,13,0,0,2,5,2,0,0,0,2,5,10,0,10,6,1,13,28,9,0,0,0,1,0
9,1,1,5,8,4,1,0,3,17,3,2,5,0,0,1,0,9,0,4,3,4,0,1,0,16,15,6,8,0,0,8,11,2,0,14,5,1,7,1,0,7,0,7,0,8,5,11,1,0,6,3,5,1,22,6,4,1,22,16,7,6,0,3,2,6,0,4,11,2,9,4,4,5,13,30,1,8,24,13,0,0,2,28,1,2,4,4,24,15,3,0,10,8,68,1,1,0,19,19,2,5,1,4,0,4,1,1,2,0,2,11,6,27,2,0,13,10,4,10,0,3,0,0,0,0,1,2,2,0,14,3,6,8,0,4,9,2,1,23,3,5,4
7,0,12,0,12,6,1,1,14,9,2,0,37,0,0,0,4,12,27,31,6,14,0,0,4,0,21,10,5,1,8,0,10,37,0,0,0,4,1,0,0,3,8,1,0,16,2,0,0,0,0,14,23,0,11,2,0,5,6,31,12,14,5,74,27,2,0,39,0,4,8,16,0,9,21,4,0,1,13,7,0,30,2,2,0,9,10,1,7,0,5,0,20,0,9,9,13,0,10,6,3,4,0,0,15,7,3,1,0,1,1,2,1,41,0,0,20,3,10,1,0,3,0,1,0,0,5,16,14,0,1,3,2,6,0,4,1,1,4,16,1,4,13
6,4,13,5,15,21,3,1,6,13,5,6,6,0,0,3,0,4,0,6,5,1,14,0,2,21,10,9,3,2,11,10,0,25,0,9,18,21,3,9,0,3,40,0,6,20,13,8,6,2,14,2,33,0,4,12,2,18,14,6,26,10,23,0,4,16,0,0,7,3,13,17,5,25,10,47,1,4,14,20,0,23,3,5,1,14,9,2,16,1,22,0,4,5,34,8,7,3,10,16,13,20,10,11,1,14,11,0,0,5,7,21,21,4,12,0,16,14,0,11,0,7,4,23,0,0,0,10,11,0,6,4,0,9,0,4,9,2,1,12,0,15,13
15,3,25,1,32,6,1,0,7,4,12,0,7,0,0,0,8,15,32,43,14,15,0,0,18,5,45,40,0,1,2,37,25,0,0,9,1,6,2,2,0,17,4,7,2,27,16,0,0,0,1,22,24,0,2,5,0,13,8,3,9,14,7,35,2,2,0,16,2,2,19,6,1,13,5,4,2,6,14,3,0,1,0,7,1,27,10,0,11,0,1,0,23,7,18,7,15,1,12,18,14,13,1,6,14,3,0,1,0,4,2,7,4,38,2,0,19,20,19,8,0,7,2,11,0,0,23,27,13,0,0,1,0,18,0,13,3,3,11,3,0,3,25
0,26,0,3,0,1,0,10,0,0,0,3,0,1,12,14,0,0,0,0,0,0,19,14,0,0,0,1,1,10,0,0,0,0,0,0,2,0,3,0,26,0,0,5,18,0,0,4,19,7,16,0,0,20,0,2,0,0,0,0,0,3,0,0,2,16,13,0,2,0,1,0,6,0,1,0,11,3,0,25,5,0,22,1,12,0,0,2,3,1,0,10,0,0,0,0,0,5,1,0,0,0,0,4,1,9,3,0,1,1,9,0,1,0,9,0,0,0,0,3,23,0,7,0,41,10,1,0,0,21,12,0,0,1,11,4,7,18,0,0,16,6,0
25,0,8,15,16,8,2,0,6,0,17,1,8,0,1,0,22,10,0,8,17,5,3,0,9,5,20,18,0,3,14,0,9,9,0,0,0,0,0,2,0,14,1,4,0,30,7,3,1,0,0,13,10,2,12,1,2,15,8,28,3,15,5,17,11,3,0,1,2,3,33,10,0,10,15,8,1,0,13,0,0,11,2,9,2,1,0,3,5,2,9,0,12,12,6,12,5,0,46,33,1,11,2,1,0,1,1,0,0,2,0,14,11,19,1,0,7,11,13,11,0,38,0,0,0,0,6,33,20,0,3,41,1,5,0,7,1,1,8,4,0,5,7
3,4,3,4,1,2,8,0,0,1,0,6,0,0,12,4,0,1,0,1,0,0,6,3,3,2,1,0,5,24,5,0,18,1,2,0,0,0,13,0,0,6,2,4,2,2,7,4,1,12,13,0,0,1,0,14,11,4,4,0,0,3,2,0,0,18,4,0,12,0,0,1,20,1,0,6,3,3,0,0,0,2,4,5,2,0,0,16,12,17,3,2,2,5,9,0,0,1,0,4,0,1,3,18,0,10,16,1,1,3,7,8,4,0,10,0,0,2,0,15,3,3,0,3,0,0,0,0,1,0,3,2,7,1,4,23,18,5,0,0,0,4,1
2,1,8,4,2,6,0,1,7,1,3,2,9,0,0,1,4,2,0,5,11,11,0,0,3,3,19,7,7,1,1,4,21,6,0,0,0,0,3,2,0,0,6,3,1,17,9,2,0,1,0,14,6,0,0,0,1,3,2,3,1,5,3,7,4,3,0,2,0,1,4,4,1,6,0,2,0,2,6,3,0,7,0,5,0,4,10,2,6,0,7,0,2,0,12,12,6,3,2,9,4,7,4,2,5,3,0,0,0,0,0,2,0,5,2,0,4,1,7,2,0,8,4,5,0,0,3,12,5,0,3,2,0,4,0,0,5,0,2,3,0,0,6
4,7,3,5,1,4,8,4,0,9,2,4,0,0,11,2,0,6,0,1,1,1,5,3,1,0,0,1,0,8,7,1,3,2,3,0,13,3,0,3,0,9,9,20,5,5,16,12,3,5,8,0,3,5,0,7,12,8,11,13,4,2,20,3,3,12,4,0,11,6,4,11,35,15,3,12,11,3,0,1,6,14,16,9,12,4,3,13,8,22,11,2,2,5,0,1,0,6,0,7,2,2,3,10,0,32,20,0,1,8,10,19,33,1,12,0,1,6,3,8,2,4,4,4,0,0,1,2,1,3,19,0,18,2,0,13,11,7,0,5,6,4,6
5,0,1,0,0,0,0,0,10,2,4,0,6,0,0,0,0,1,0,4,16,5,3,0,2,4,3,17,0,0,1,0,9,2,0,2,0,2,3,0,0,3,0,1,4,1,8,4,0,0,0,5,2,0,3,0,0,4,11,19,6,3,17,5,9,2,0,0,0,4,12,13,1,8,1,4,0,0,2,1,0,4,0,1,0,0,1,0,2,1,6,0,0,1,2,5,1,1,3,2,3,2,1,4,9,0,0,0,0,0,0,9,2,3,3,0,0,1,1,3,1,7,0,0,2,0,3,34,2,0,1,6,1,1,0,0,2,1,10,1,0,1,3
0,24,0,3,0,0,0,25,0,0,0,0,0,4,1,40,0,0,0,0,0,0,46,16,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,11,0,0,0,15,19,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,7,0,0,0,29,13,0,7,29,0,7,0,4,0,0,0,0,0,0,14,0,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,10,4,0,0,0,0,0,0,0,0,0,1,52,0,0,0,33,14,0,0,0,31,0,0,0,0,27,0,1,0,0,0,7,0,0
6,6,3,5,5,36,1,0,2,6,7,10,1,0,1,0,16,5,0,6,12,10,0,0,2,6,27,4,0,3,7,3,3,17,0,14,6,0,9,3,0,0,0,2,0,3,7,10,1,3,1,0,7,2,4,11,1,7,11,16,12,3,38,16,1,6,0,0,1,1,46,7,1,3,10,5,0,0,9,0,0,5,9,18,2,2,22,4,19,3,1,0,2,10,17,10,5,18,17,14,3,7,0,7,3,9,1,15,0,5,19,15,0,3,7,0,1,8,1,10,1,6,1,3,1,0,0,14,6,0,5,21,0,9,0,1,4,7,0,2,3,14,9
0,0,13,9,2,8,3,0,1,12,6,0,4,0,0,0,1,15,14,2,9,8,0,0,12,6,2,6,6,1,0,8,40,4,0,1,2,6,9,0,0,0,0,2,1,7,17,7,1,0,1,11,7,0,1,9,4,1,12,6,9,2,10,3,5,1,0,4,3,7,11,8,2,10,14,4,1,1,21,0,0,15,1,19,0,8,3,0,2,1,14,0,5,0,8,13,6,1,0,9,0,7,2,1,2,7,0,1,0,1,0,9,11,10,3,0,7,6,0,3,0,2,2,31,0,0,15,27,3,0,7,7,0,6,0,0,14,1,1,39,2,6,6
