Ant57,Ant5,Ant52,Ant59,Ant25,Ant30,Ant148,Ant191,Ant196,Ant209,Ant245,Ant308,Ant646,Ant673,Ant13,Ant20,Ant27,Ant29,Ant32,Ant40,Ant43,Ant50,Ant62,Ant66,Ant68,Ant71,Ant81,Ant91,Ant97,Ant100,Ant105,Ant114,Ant126,Ant135,Ant139,Ant156,Ant159,Ant174,Ant195,Ant207,Ant218,Ant226,Ant242,Ant243,Ant250,Ant256,Ant261,Ant263,Ant294,Ant305,Ant318,Ant320,Ant332,Ant334,Ant353,Ant376,Ant387,Ant391,Ant492,Ant549,Ant580,Ant607,Ant614,Ant632,Ant638,Ant663
3,0,5,0,5,2,7,0,4,1,2,8,0,5,11,6,3,0,5,0,1,6,0,5,7,0,2,0,0,7,8,12,0,1,0,0,12,5,31,2,99,0,6,13,1,7,5,5,17,0,0,3,6,0,1,0,4,2,10,82,16,4,9,31,1,23
18,4,2,7,14,2,9,0,1,3,10,12,0,3,9,4,21,0,10,9,2,9,5,7,7,1,6,23,7,0,7,4,15,0,0,0,4,1,5,16,23,20,21,35,27,2,11,6,0,3,9,19,28,3,0,3,2,9,1,26,5,2,9,8,29,4
1,8,1,2,4,3,2,2,5,2,3,1,0,10,7,1,15,0,10,3,3,1,3,0,2,0,0,21,8,7,0,8,1,0,0,0,2,1,2,1,2,5,5,8,0,4,46,1,0,3,0,2,5,1,2,4,3,5,0,9,4,3,2,0,15,5
4,0,5,2,4,1,4,10,9,19,9,16,0,4,6,6,3,0,1,0,4,6,0,3,5,0,0,1,12,4,8,0,0,1,0,0,14,1,10,1,139,1,5,9,1,11,3,3,12,2,1,12,15,6,3,1,0,12,1,57,9,1,2,5,0,12
6,0,8,3,7,10,3,5,10,4,9,9,0,6,0,2,0,1,4,0,0,4,1,6,6,15,5,12,0,15,1,0,0,1,0,0,2,4,6,0,9,1,4,6,0,0,9,13,0,7,2,2,0,6,17,0,3,1,0,4,11,1,0,1,8,1
0,0,0,0,0,1,0,0,0,0,0,7,0,0,7,5,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,8,0,8,6,68,0,22,0,10,15,0,0,3,0,0,0,13,0,0,1,1,0,6,14,15,1,10,4,0,2
5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,4,2,7,0,9,0,7,9,0,1,9,13,1,0,0,1,8,9,0,6,1,0,2,1,12,4,2,14,2,8,0,0,0,2,17,7,21,2,3,3,1,6,0,0,11,0,0,19,7,2,0,2,4,1,9,12,33,2,20,11,0,4
0,12,0,22,1,1,1,4,3,0,4,1,0,10,0,4,0,4,2,5,1,0,0,0,9,0,8,31,5,1,1,1,4,0,0,0,2,0,1,7,4,0,0,0,0,0,1,2,0,1,0,2,0,0,7,1,7,0,2,2,0,2,0,0,4,5
1,2,0,0,8,8,21,2,9,1,7,9,0,0,5,10,4,0,3,1,10,12,1,1,5,0,0,5,31,5,2,10,6,8,0,0,17,1,0,4,38,6,14,8,0,4,0,2,14,0,3,11,6,1,0,0,1,0,13,11,12,4,8,11,3,12
0,1,0,0,1,5,5,1,0,0,13,10,0,1,12,8,1,5,0,0,11,19,8,1,2,4,1,0,2,16,1,1,0,6,0,0,7,7,4,0,63,3,13,6,1,5,9,13,9,4,0,5,11,3,0,4,1,0,4,56,4,15,1,5,22,4
30,0,17,0,12,5,7,2,9,15,15,15,0,6,33,33,7,2,0,3,25,36,5,11,1,0,2,2,99,23,2,139,9,68,0,0,21,4,38,63,0,13,26,12,29,10,2,4,21,1,0,32,12,4,0,2,6,16,20,66,27,1,73,37,2,116
22,1,0,2,13,0,1,3,0,6,5,2,0,1,8,7,1,0,0,12,0,7,1,4,4,0,3,4,0,20,5,1,1,0,0,0,2,0,6,3,13,0,25,9,15,5,3,2,0,0,4,15,1,3,0,1,0,6,0,1,1,0,0,1,10,1
57,1,2,0,19,5,7,3,1,14,4,21,0,4,15,35,1,0,4,3,5,10,1,3,8,0,2,8,6,21,5,5,4,22,7,0,3,0,14,13,26,25,0,4,16,19,1,5,4,1,6,15,29,1,0,1,0,2,6,18,15,0,17,17,8,3
18,3,9,19,15,9,4,4,0,16,7,10,0,3,13,6,19,0,49,13,0,20,22,0,6,3,23,1,13,35,8,9,6,0,0,0,3,0,8,6,12,9,4,0,10,13,7,0,1,1,4,13,10,10,14,1,4,12,1,6,8,3,0,0,14,10
2,0,10,2,10,0,5,0,0,0,0,3,0,1,6,4,0,0,6,1,2,5,0,0,2,0,24,3,1,27,0,1,0,10,0,0,1,0,0,1,29,15,16,10,0,6,1,1,25,0,7,3,12,0,0,0,0,4,2,11,10,2,0,3,0,0
6,1,1,0,6,1,0,1,3,2,3,2,28,0,8,11,2,0,2,2,0,11,1,0,8,0,0,0,7,2,4,11,0,15,0,12,6,0,4,5,10,5,19,13,6,0,0,0,8,0,17,30,16,0,0,1,0,3,3,10,2,0,4,1,3,1
1,8,4,1,12,2,0,3,8,2,5,5,0,20,1,0,20,3,1,2,1,2,10,9,4,2,2,20,5,11,46,3,9,0,0,0,0,1,0,9,2,3,1,7,1,0,0,3,0,6,0,1,4,16,5,4,3,5,10,1,1,3,2,4,25,4
0,0,7,2,8,1,4,5,9,1,16,6,0,2,3,3,2,7,3,2,10,1,7,2,14,10,6,6,5,6,1,3,13,0,0,0,0,2,2,13,4,2,5,0,1,0,3,0,3,4,5,1,3,0,0,2,2,4,2,4,16,7,2,2,0,1
2,0,1,1,10,1,10,2,3,0,11,1,0,0,7,9,7,1,5,1,1,20,3,0,11,0,0,0,17,0,0,12,0,3,0,0,11,0,14,9,21,0,4,1,25,8,0,3,0,2,1,3,4,0,1,2,0,4,6,8,13,0,16,9,6,6
0,0,2,38,1,0,1,1,7,4,4,2,0,10,3,0,5,12,4,3,0,1,1,7,12,8,4,22,0,3,3,2,7,0,0,0,0,1,0,4,1,0,1,1,0,0,6,4,2,0,0,0,0,3,10,5,1,4,0,5,0,6,1,0,1,5
8,0,0,0,4,0,1,0,0,4,2,1,6,1,2,1,0,0,0,1,0,11,0,0,0,0,0,0,0,9,0,1,2,0,0,5,0,0,3,0,0,4,6,4,7,17,0,5,1,0,0,10,8,0,0,0,0,0,0,0,1,0,0,0,2,0
32,0,0,0,40,4,13,1,4,5,8,10,0,0,1,42,6,1,2,4,2,8,2,1,2,0,2,0,3,19,2,12,2,0,6,0,19,2,11,5,32,15,15,13,3,30,1,1,3,0,10,0,40,6,1,0,2,12,0,33,7,1,4,3,5,6
57,0,5,4,28,2,2,3,4,4,10,1,10,0,22,18,5,0,1,11,1,25,1,0,9,0,0,2,6,28,5,15,0,13,0,5,7,0,6,11,12,1,29,10,12,16,4,3,4,0,8,40,0,8,0,2,0,6,0,28,5,3,13,3,7,0
2,0,5,6,9,4,2,18,1,9,20,5,0,0,0,2,9,6,3,20,5,0,6,0,5,3,4,6,0,3,1,6,6,0,0,0,2,0,1,3,4,3,1,10,0,0,16,0,0,3,0,6,8,0,14,0,26,2,6,0,0,9,3,0,9,10
0,0,0,3,0,0,1,17,0,2,13,0,0,1,0,1,3,8,11,2,0,0,9,0,5,21,6,13,1,0,2,3,17,0,0,0,0,7,0,0,0,0,0,14,0,0,5,0,1,10,0,1,0,14,0,0,0,2,0,0,1,15,0,0,0,0
0,1,1,2,1,5,0,6,1,3,4,5,0,15,1,4,6,2,7,0,3,4,9,8,13,2,2,30,0,3,4,1,0,1,0,0,2,1,0,4,2,1,1,1,0,1,4,2,2,5,0,0,2,0,0,0,2,0,3,1,0,4,0,2,2,1
0,0,3,2,0,13,5,5,4,5,14,1,0,8,0,2,2,0,0,3,1,5,2,1,6,4,6,6,4,2,3,0,3,1,0,0,4,7,1,1,6,0,0,4,0,0,3,2,0,1,0,2,0,26,0,2,0,5,2,0,1,0,0,2,12,4
0,0,1,2,2,13,4,7,0,1,7,0,0,2,0,2,16,3,21,6,3,3,5,2,3,3,3,2,2,9,5,12,1,0,0,0,1,0,0,0,16,6,2,12,4,3,5,4,4,4,0,12,6,2,2,0,5,0,2,15,11,8,0,0,0,6
0,0,4,1,0,2,3,6,7,1,5,16,0,6,3,12,7,0,0,2,9,7,2,13,4,0,5,4,10,1,0,1,0,6,0,0,9,2,13,4,20,0,6,1,2,3,10,2,6,0,0,0,0,6,0,3,2,2,0,3,26,4,12,11,1,3
21,1,3,4,9,9,8,4,4,23,11,9,18,4,7,28,2,0,1,3,10,10,1,4,6,0,2,0,82,26,9,57,4,14,0,0,12,2,11,56,66,1,18,6,11,10,1,4,8,5,0,33,28,0,0,1,0,15,3,0,9,2,24,14,5,114
0,1,6,0,2,5,8,0,20,3,7,10,0,11,2,9,7,1,4,6,4,12,1,2,8,0,3,4,16,5,4,9,11,15,0,0,33,0,12,4,27,1,15,8,10,2,1,16,13,0,1,7,5,0,1,0,1,11,26,9,0,17,30,13,1,10
4,0,1,5,0,3,4,4,3,6,7,3,0,4,0,0,3,10,3,1,3,2,10,31,12,10,2,19,4,2,3,1,1,1,0,0,2,2,4,15,1,0,0,3,2,0,3,7,0,6,0,1,3,9,15,4,0,8,4,2,17,0,2,5,3,3
0,1,1,0,0,0,0,1,9,0,7,8,0,2,3,22,2,3,0,2,6,15,2,8,2,0,3,1,9,9,2,2,0,10,0,0,20,0,8,1,73,0,17,0,0,4,2,2,16,1,0,4,13,3,0,0,0,0,12,24,30,2,0,12,11,4
2,0,2,0,1,0,2,1,1,1,3,24,0,2,3,5,1,0,0,3,11,3,0,3,6,1,0,0,31,8,0,5,1,4,0,0,11,0,11,5,37,1,17,0,3,1,4,2,9,0,0,3,3,0,0,2,2,0,11,14,13,5,12,0,3,12
6,6,4,0,1,7,1,10,3,2,15,8,0,4,0,6,6,0,4,14,2,11,21,11,11,2,0,33,1,29,15,0,8,0,0,0,0,4,3,22,2,10,8,14,0,3,25,0,6,1,2,5,7,9,0,2,12,0,1,5,1,3,11,3,0,6
8,0,7,0,1,6,7,2,0,3,1,10,0,4,8,4,5,0,4,13,2,1,2,0,5,0,0,0,23,4,5,12,1,2,0,0,4,5,12,4,116,1,3,10,0,1,4,1,6,5,0,6,0,10,0,1,4,6,3,114,10,3,4,12,6,0
