Ant4,Ant5,Ant59,Ant540,Ant929,Ant2,Ant6,Ant19,Ant24,Ant25,Ant73,Ant148,Ant158,Ant191,Ant227,Ant237,Ant252,Ant311,Ant534,Ant646,Ant740,Ant838,Ant954,Ant1,Ant17,Ant27,Ant32,Ant44,Ant49,Ant51,Ant62,Ant71,Ant96,Ant97,Ant115,Ant117,Ant120,Ant140,Ant153,Ant170,Ant176,Ant210,Ant217,Ant242,Ant250,Ant256,Ant262,Ant263,Ant264,Ant289,Ant298,Ant299,Ant305,Ant320,Ant326,Ant332,Ant334,Ant356,Ant391,Ant475,Ant476,Ant502,Ant507,Ant530,Ant564,Ant592,Ant593,Ant599,Ant607,Ant632,Ant638,Ant647,Ant650
1,4,0,1,3,17,0,7,0,13,2,0,5,0,0,1,1,0,0,1,4,0,4,0,0,2,5,3,0,1,0,1,1,14,0,5,4,1,0,1,0,3,0,1,1,1,1,2,0,0,2,1,4,1,0,5,0,0,0,1,5,1,1,0,0,1,2,0,4,0,7,2,3
9,3,5,11,4,21,3,13,0,13,8,5,0,0,1,0,1,0,5,3,10,0,10,5,10,12,12,2,8,1,7,17,1,5,3,10,2,3,14,1,14,2,2,1,2,4,6,4,0,5,6,9,9,9,12,18,10,5,7,12,1,2,2,0,5,10,15,12,4,3,1,4,12
0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,59,0,0,0,15,12,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
2,11,0,3,0,6,1,0,0,0,2,0,1,11,0,0,2,0,1,0,3,0,1,1,0,0,4,10,1,2,1,0,11,0,0,2,15,2,1,1,5,3,1,0,0,5,0,1,1,0,1,0,0,5,1,2,0,0,4,0,1,1,4,0,0,6,4,0,1,0,9,1,5
1,0,1,3,0,4,10,3,0,12,4,1,0,0,0,0,1,3,5,2,6,2,12,0,6,1,5,13,2,3,6,13,0,2,13,12,0,7,4,3,2,1,2,0,17,1,3,5,0,5,5,0,8,0,0,0,2,1,7,6,1,3,0,2,10,2,3,1,2,1,2,1,0
3,1,8,17,1,3,7,3,6,5,10,1,1,0,2,1,0,2,8,16,6,2,7,0,2,7,3,50,3,2,4,8,2,9,9,16,1,1,6,2,5,0,0,6,9,0,11,6,13,6,1,20,6,0,10,1,24,4,7,12,2,25,5,13,9,8,6,10,1,1,0,0,1
5,2,9,2,5,12,7,12,11,21,5,0,0,0,0,3,2,0,8,29,5,2,13,4,16,14,13,17,8,9,15,7,14,2,7,20,7,9,1,11,2,6,1,11,3,8,11,4,23,6,15,19,11,8,28,4,36,8,23,20,0,10,8,14,13,7,8,11,1,6,7,3,1
9,1,8,18,5,5,3,10,12,4,12,0,5,0,1,5,8,8,0,9,5,0,8,1,8,5,1,24,4,5,15,4,7,1,7,10,2,1,2,5,1,3,22,8,3,2,12,2,5,1,14,5,15,1,3,3,2,4,5,4,0,12,1,11,6,3,1,16,0,2,4,3,6
7,1,7,5,7,1,6,6,2,2,4,1,3,0,0,2,16,29,9,0,1,11,12,0,9,8,0,14,6,3,4,8,3,7,3,9,1,5,0,5,1,0,0,7,3,1,5,0,9,1,0,7,7,0,3,0,14,6,23,12,0,8,0,7,3,8,3,3,3,5,1,0,0
4,11,8,32,0,34,3,11,8,9,19,4,10,0,3,6,6,5,5,1,0,1,7,2,5,12,14,17,5,12,6,6,5,16,3,13,7,5,7,9,7,6,4,0,4,9,1,2,7,9,4,9,12,6,1,18,13,4,1,8,5,6,6,8,6,7,16,3,29,3,12,15,18
11,0,3,1,1,0,0,2,3,4,2,0,0,0,0,2,2,2,0,11,1,0,3,0,4,17,5,0,25,6,4,16,0,1,2,30,1,1,5,5,3,1,3,28,2,1,1,1,0,11,1,11,2,1,12,2,6,3,13,0,0,6,0,17,7,3,0,1,0,0,4,0,0
8,1,2,18,4,6,4,4,23,8,17,4,10,0,1,12,7,13,8,12,7,3,0,2,4,2,2,2,1,8,19,16,5,3,4,19,0,1,10,2,4,6,3,1,15,2,4,3,1,15,6,3,11,1,0,3,2,6,21,5,2,3,0,2,15,11,2,10,1,15,9,4,2
2,13,0,3,2,22,2,0,0,0,3,0,5,2,1,0,0,4,1,0,2,0,2,0,1,1,3,0,0,4,2,0,4,5,0,6,2,5,2,2,3,1,3,0,1,8,0,1,1,1,3,3,1,5,0,7,0,1,1,0,1,0,9,0,1,2,3,0,4,4,6,3,12
21,0,3,1,0,4,4,20,4,1,6,0,10,0,0,6,2,16,8,9,5,4,4,1,0,2,3,8,6,10,13,2,3,2,2,9,3,1,5,1,0,0,2,6,16,4,23,2,11,6,1,9,9,1,4,1,9,6,3,6,0,11,1,17,3,0,8,3,0,9,6,0,1
1,3,24,2,4,4,5,6,5,5,9,2,12,0,0,1,7,14,5,8,12,17,2,1,2,0,8,0,1,2,9,17,2,2,4,12,2,2,10,9,0,1,3,15,8,0,3,13,0,10,4,22,14,1,33,2,9,24,13,27,0,6,0,10,12,2,0,8,2,0,3,2,0
1,5,1,7,0,11,4,2,3,16,11,5,12,0,4,5,3,13,1,0,14,5,2,3,3,8,0,4,5,19,16,1,3,14,1,34,4,0,11,9,8,16,1,9,5,9,1,4,2,3,10,6,14,2,3,15,10,11,1,10,2,1,18,6,7,11,11,2,4,9,18,5,6
16,3,6,6,0,10,23,6,13,11,10,3,2,0,10,13,50,17,24,14,17,0,2,0,8,0,4,0,16,3,6,5,0,1,3,30,4,18,9,7,2,4,5,30,5,0,22,2,5,4,1,10,19,2,7,2,35,1,10,4,6,15,3,35,5,7,4,3,2,6,3,0,3
5,1,0,1,4,3,0,0,20,1,5,0,8,0,1,2,3,8,4,6,5,25,1,0,6,1,5,16,0,1,0,7,0,4,1,8,2,3,8,11,4,0,0,20,2,4,18,6,6,1,0,7,2,0,26,1,29,12,5,1,1,0,5,21,8,0,0,14,1,1,4,0,0
2,6,6,22,1,18,3,2,1,15,10,1,1,0,2,3,2,9,5,3,12,6,8,4,10,2,19,3,1,0,16,1,4,15,5,16,8,9,5,3,11,12,3,1,3,1,0,4,8,2,20,2,11,8,5,14,0,9,1,13,3,8,3,5,18,3,12,5,3,6,7,1,9
1,11,0,11,2,16,4,9,0,10,6,0,7,0,1,6,4,15,15,4,6,4,19,2,13,9,16,6,0,16,0,6,10,7,0,44,3,22,1,9,5,9,8,1,2,7,0,2,2,6,12,5,3,1,0,7,16,5,0,3,0,0,5,16,8,10,9,1,9,7,13,1,24
8,0,13,10,3,2,12,10,13,12,7,1,17,0,0,13,8,7,4,8,6,16,16,0,2,17,1,5,7,1,6,0,3,0,4,4,3,3,6,10,1,5,4,20,27,1,10,7,6,3,2,9,6,0,8,0,5,6,26,8,0,13,0,4,13,4,2,4,0,3,2,2,3
1,10,6,14,0,20,1,3,7,5,0,1,1,59,11,0,2,14,7,3,5,0,5,4,3,2,3,0,0,4,10,3,0,0,1,8,24,33,3,0,4,8,0,10,0,8,0,3,17,1,9,2,12,4,9,2,5,4,2,7,1,0,17,5,6,0,0,6,0,18,8,2,1
0,1,2,5,0,21,2,1,0,10,21,14,5,0,0,2,9,2,1,7,16,1,3,5,2,2,14,1,4,15,7,0,0,0,3,10,9,6,9,3,4,7,1,0,4,4,3,2,2,0,6,6,5,9,4,17,15,2,1,4,6,0,5,20,7,1,5,2,2,8,15,14,6
0,0,11,3,6,0,9,5,11,6,7,0,3,0,0,13,9,7,7,3,3,2,4,0,2,4,1,3,1,5,0,4,1,3,0,0,0,3,9,0,4,1,2,11,3,0,2,6,4,13,4,16,13,0,16,5,0,5,0,2,2,5,0,20,1,1,10,6,1,0,0,0,0
4,12,3,19,1,10,10,10,19,23,10,5,10,0,2,12,16,20,10,9,13,30,19,6,9,12,34,30,8,16,44,4,8,10,0,0,6,27,15,13,12,11,17,5,3,14,11,17,1,5,14,16,23,4,28,1,20,15,6,4,1,7,2,23,12,7,2,30,11,15,7,1,4
1,5,2,4,2,15,1,1,1,3,4,4,2,15,15,0,1,7,2,1,7,1,0,2,3,2,4,4,2,8,3,3,24,9,0,6,0,9,6,8,1,7,5,3,1,7,0,1,8,3,16,0,9,9,4,9,1,2,4,10,0,0,16,2,2,6,0,1,1,8,4,4,2
4,21,6,5,1,13,5,4,7,7,6,1,3,12,2,7,1,9,1,5,5,1,1,5,1,2,0,18,3,9,22,3,33,6,3,27,9,0,0,4,11,1,1,6,5,11,3,1,1,3,26,6,14,18,8,13,4,5,1,3,1,1,15,4,7,12,4,4,4,1,31,11,6
0,2,3,4,2,2,11,5,5,4,2,0,14,0,1,4,6,1,2,0,7,5,10,2,5,10,11,9,8,5,1,6,3,9,9,15,6,0,0,6,4,1,6,18,3,0,2,9,8,5,6,1,13,1,15,2,5,4,19,7,3,4,1,7,6,16,17,26,2,3,3,0,1
2,4,1,3,0,6,2,5,9,16,8,1,1,0,1,3,2,11,5,5,9,5,2,2,1,9,9,7,11,3,9,10,0,3,0,13,8,4,6,0,3,0,6,3,4,0,9,15,7,5,5,9,7,2,5,4,4,5,2,6,1,7,2,6,15,1,1,2,2,2,0,0,2
3,8,3,12,1,10,6,3,0,16,17,0,14,0,5,2,5,2,1,1,7,3,4,3,0,0,8,2,4,11,5,1,4,4,4,12,1,11,4,3,0,9,6,0,0,8,2,1,3,13,10,1,3,8,1,8,1,2,2,5,14,10,3,4,4,6,10,9,6,1,11,14,12
0,4,1,1,1,24,5,2,1,11,15,3,2,2,3,1,0,6,3,0,6,1,6,1,0,1,16,4,0,12,9,5,8,7,1,11,7,1,1,0,9,0,0,2,3,12,0,4,2,0,5,2,7,1,1,21,2,0,0,3,1,2,2,1,2,6,6,0,5,5,14,9,13
0,0,10,8,6,3,0,4,4,0,10,0,2,0,1,2,0,1,22,0,4,3,3,3,2,3,1,5,0,3,8,4,0,1,2,17,5,1,6,6,6,0,0,5,10,0,6,4,4,4,7,6,9,1,1,2,11,2,4,10,2,8,1,0,6,2,4,5,2,0,0,1,2
12,0,18,6,5,2,0,17,27,5,1,1,1,0,0,0,6,11,8,7,0,28,1,0,6,15,9,30,20,1,1,20,10,0,11,5,3,6,18,3,0,2,5,0,0,1,0,3,3,4,2,27,14,0,70,0,13,8,62,18,1,4,1,6,8,0,1,23,0,6,0,1,2
5,1,6,5,17,2,19,19,6,2,9,1,2,0,0,17,9,3,3,3,4,2,15,1,16,8,5,5,2,3,2,27,0,4,3,3,1,5,3,4,0,3,10,0,0,1,10,13,6,6,2,6,6,0,0,1,5,6,3,11,1,9,4,0,15,0,5,1,1,1,2,0,1
1,12,1,4,3,13,0,2,0,8,9,1,4,12,5,1,0,8,2,1,9,1,2,8,4,0,9,0,4,1,7,1,8,4,0,14,7,11,0,0,8,12,0,1,1,0,0,2,1,1,8,7,2,13,0,8,0,5,0,1,2,0,27,5,3,0,7,2,3,0,12,7,6
16,0,2,3,12,1,0,2,1,3,0,1,6,0,0,3,11,11,12,5,1,1,4,0,23,3,1,22,18,0,0,10,0,3,2,11,0,3,2,9,2,0,6,0,10,0,0,2,5,3,0,10,2,0,1,0,7,0,0,0,0,2,0,2,0,3,3,2,0,0,1,1,0
7,0,4,6,3,1,7,2,18,6,7,2,4,0,1,5,6,4,2,0,2,1,3,1,2,13,4,2,6,4,2,7,3,2,6,17,1,1,9,15,1,4,4,3,13,2,2,0,11,2,3,9,5,0,7,0,6,3,1,5,1,3,0,14,1,9,3,6,0,2,2,0,2
29,2,8,11,1,3,12,4,11,2,7,0,0,0,1,0,13,23,5,9,7,0,1,1,11,0,2,5,6,8,2,6,17,2,4,1,8,1,8,7,3,2,4,3,6,1,5,11,0,24,10,5,10,0,6,7,19,13,22,31,4,10,1,6,12,4,3,6,3,1,4,1,1
1,0,3,7,2,3,15,12,5,2,9,0,5,0,0,5,6,6,1,1,9,11,15,1,6,10,3,4,1,2,6,3,1,0,13,5,3,3,5,5,13,0,4,4,6,1,3,2,24,0,11,1,0,0,1,1,4,1,2,7,0,3,1,0,4,5,5,4,0,1,5,1,4
5,24,3,9,0,14,9,4,3,21,13,2,6,0,1,5,1,15,14,0,4,1,6,3,1,4,10,1,0,20,12,2,9,6,4,14,16,26,6,5,10,5,7,2,2,8,0,3,10,11,0,17,18,9,19,10,4,2,6,9,3,5,13,3,9,2,3,7,1,5,35,6,5
16,4,7,2,8,1,12,16,4,8,3,1,9,0,0,0,20,19,5,7,9,11,3,3,9,22,6,10,7,2,5,9,2,6,16,16,0,6,1,9,1,2,6,27,6,7,10,9,5,1,17,0,8,13,19,3,14,7,8,10,3,12,3,17,14,3,1,7,0,7,11,1,2
1,2,6,11,4,8,5,13,11,18,4,4,9,0,0,8,6,11,15,7,12,2,11,1,9,14,14,19,2,11,3,6,12,5,13,23,9,14,13,7,3,7,9,14,6,2,2,5,10,0,18,8,0,1,17,6,12,7,2,7,5,3,1,16,14,21,4,10,4,3,10,4,3
2,5,0,5,0,25,0,3,1,3,4,1,9,11,5,0,0,8,1,0,6,1,1,5,1,1,2,2,0,8,1,0,4,9,0,4,9,18,1,2,8,1,1,0,0,13,0,0,0,0,9,13,1,0,1,8,0,2,0,1,1,1,13,1,1,6,8,0,0,5,22,7,7
14,2,8,5,0,3,2,6,13,10,2,0,12,0,1,0,10,28,3,3,1,12,0,0,4,33,3,7,26,5,0,8,9,4,16,28,4,8,15,5,1,1,1,70,0,0,1,7,6,1,19,19,17,1,0,1,4,22,24,3,0,2,0,10,3,1,0,23,0,2,0,1,2
2,8,3,9,0,50,0,1,1,18,30,5,18,0,2,0,1,4,3,0,18,2,3,7,1,2,15,2,1,14,7,0,2,17,5,1,9,13,2,4,8,21,2,0,1,8,0,0,7,1,10,3,6,8,1,0,0,0,4,3,3,1,14,0,2,9,9,5,11,4,29,34,36
8,3,11,3,0,1,6,6,48,5,6,0,10,0,0,2,24,36,2,14,13,6,2,0,9,9,10,35,29,0,16,5,5,15,0,20,1,4,5,4,1,2,11,13,5,0,7,6,19,4,4,14,12,0,4,0,0,2,41,10,0,5,0,7,10,7,1,16,2,5,3,4,2
1,7,12,5,1,0,18,8,33,1,3,0,5,0,0,1,4,8,4,6,4,3,6,1,6,24,11,1,12,9,5,6,4,2,5,15,2,5,4,5,2,0,2,8,6,5,0,3,13,1,2,7,7,2,22,0,2,0,14,9,5,2,1,5,14,9,2,13,2,0,4,0,3
23,3,1,4,0,0,1,1,37,16,0,0,7,0,4,7,7,23,5,23,1,13,21,1,3,13,1,10,5,1,0,26,2,1,0,6,4,1,19,2,2,0,4,62,3,0,0,1,22,2,6,8,2,0,24,4,41,14,0,1,1,9,4,12,10,0,2,13,0,5,0,0,0
10,2,19,11,3,3,13,21,8,5,24,1,12,0,0,6,12,20,4,12,8,0,5,0,6,27,10,4,1,13,3,8,7,4,2,4,10,3,7,6,5,3,10,18,11,1,0,5,31,7,9,10,7,1,3,3,10,9,1,0,3,6,5,8,17,20,5,2,2,6,4,0,2
0,5,5,5,0,7,0,0,3,4,3,5,1,0,1,1,2,0,0,0,5,0,2,1,0,0,2,6,1,3,0,0,1,6,2,1,0,1,3,1,14,1,2,1,1,2,0,1,4,0,3,3,5,1,0,3,0,5,1,3,0,0,0,1,1,2,2,2,5,1,1,3,3
11,0,13,2,16,0,7,17,1,3,8,1,2,0,1,3,25,10,12,8,6,6,3,0,11,6,1,15,0,8,0,13,0,0,5,7,0,1,4,7,10,2,8,4,9,0,2,3,10,3,5,12,3,1,2,1,5,2,9,6,0,0,0,0,2,8,7,9,0,3,0,1,1
1,12,1,5,2,15,1,3,3,3,6,1,2,14,4,0,5,8,1,0,6,0,0,9,1,0,18,3,5,3,5,0,17,5,0,2,16,15,1,2,3,2,1,1,4,27,0,0,1,1,13,3,1,13,0,14,0,1,4,5,0,0,0,4,1,2,8,0,1,7,12,7,9
5,0,8,2,0,5,5,8,22,19,6,0,0,0,0,2,13,14,11,7,8,17,2,0,17,10,6,35,21,5,16,4,5,20,20,23,2,4,7,6,4,1,0,6,0,5,2,14,6,0,3,17,16,1,10,0,7,5,12,8,1,0,4,0,17,2,0,28,4,4,5,0,0
3,2,12,4,0,6,10,15,7,6,2,0,5,0,0,10,9,13,6,3,6,7,15,1,3,12,7,5,8,18,8,13,6,7,1,12,2,7,6,15,4,2,6,8,15,3,0,1,12,4,9,14,14,1,3,2,10,14,10,17,1,2,1,17,0,10,1,16,0,4,18,1,7
0,1,3,15,1,11,4,3,5,8,10,1,10,0,6,2,8,7,3,8,7,3,11,2,0,2,11,7,0,3,10,4,0,1,1,7,6,12,16,1,6,6,2,0,0,0,3,9,4,5,2,3,21,6,1,9,7,9,0,20,2,8,2,2,10,0,12,0,3,4,4,1,16
0,3,3,11,0,20,0,1,2,11,18,2,15,0,4,3,6,8,1,3,16,0,2,3,8,0,11,4,0,12,9,2,0,5,10,2,0,4,17,1,10,6,4,1,5,7,3,3,3,5,3,1,4,8,0,9,1,2,2,5,2,7,8,0,1,12,0,3,4,5,8,11,14
8,3,15,8,0,2,16,3,13,16,6,0,12,0,0,1,10,11,16,3,3,1,10,0,3,8,2,3,14,5,1,4,6,2,6,30,1,4,26,2,9,0,5,23,1,2,2,6,6,4,7,7,10,0,23,5,16,13,13,2,2,9,0,28,16,0,3,0,0,3,1,1,0
0,1,4,11,1,22,1,6,1,2,4,4,4,0,1,2,1,1,0,3,29,0,1,4,0,2,4,2,1,3,9,0,0,2,1,11,1,4,2,2,6,5,2,0,1,3,0,0,3,0,1,0,4,0,0,11,2,2,0,2,5,0,1,4,0,3,4,0,0,7,8,5,11
3,1,3,11,0,14,1,10,1,17,2,0,3,0,0,1,1,6,2,5,3,0,15,4,9,0,9,6,1,6,7,3,18,8,0,15,8,1,3,2,1,5,0,6,1,0,0,2,1,1,5,7,3,5,2,4,5,0,5,6,1,3,7,4,4,4,5,3,7,0,16,1,6
2,30,1,14,0,37,4,12,1,7,6,7,1,0,9,2,0,7,4,1,12,4,9,6,6,3,18,3,4,7,13,2,8,15,0,7,4,31,3,0,11,14,0,0,2,12,1,2,4,5,35,11,10,22,0,29,3,4,0,4,1,0,12,5,18,4,8,1,8,16,0,12,17
0,3,0,4,1,12,0,0,1,8,19,2,4,0,1,1,0,3,3,0,15,0,4,3,0,2,5,0,0,1,1,2,2,14,0,1,4,11,0,0,14,9,1,1,0,7,1,0,1,1,6,1,4,7,1,34,4,0,0,0,3,1,7,0,1,1,11,1,5,1,12,0,19
0,6,0,11,1,33,2,7,1,23,45,3,12,0,5,0,1,1,6,0,18,0,2,12,1,0,6,3,0,9,24,3,1,6,0,4,2,6,1,2,12,13,2,2,1,6,0,2,1,4,5,2,3,7,2,36,2,3,0,2,3,1,9,0,7,16,14,0,11,6,17,19,0
