Ant57,Ant260,Ant52,Ant929,Ant6,Ant7,Ant9,Ant19,Ant24,Ant26,Ant64,Ant74,Ant161,Ant196,Ant209,Ant227,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant673,Ant740,Ant838,Ant954,Ant0,Ant12,Ant13,Ant20,Ant23,Ant27,Ant29,Ant49,Ant51,Ant54,Ant55,Ant62,Ant66,Ant70,Ant80,Ant91,Ant97,Ant109,Ant113,Ant118,Ant120,Ant124,Ant126,Ant131,Ant135,Ant137,Ant140,Ant144,Ant149,Ant159,Ant169,Ant170,Ant174,Ant175,Ant190,Ant195,Ant206,Ant210,Ant232,Ant261,Ant262,Ant263,Ant299,Ant301,Ant313,Ant332,Ant376,Ant380,Ant433,Ant458,Ant492,Ant507,Ant509,Ant530,Ant576,Ant592,Ant593,Ant607,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
0,2,0,0,7,0,0,0,0,8,0,0,0,3,7,4,0,2,6,3,39,9,7,0,6,4,0,4,2,0,4,19,1,0,3,0,1,24,0,0,4,18,15,0,9,0,4,2,0,4,3,7,5,3,1,9,0,33,9,2,34,0,3,4,1,1,13,5,0,1,3,0,0,0,1,3,3,20,36,11,14,1,11,0,1,2,8,0,0,3,0
2,0,0,6,13,14,0,5,10,0,0,0,0,48,6,22,24,12,5,3,3,1,1,17,3,15,1,9,5,9,11,3,3,21,10,1,31,5,29,10,4,18,2,0,23,20,0,21,3,3,31,11,5,18,6,32,21,1,12,63,0,8,20,7,8,0,1,1,0,27,29,3,82,0,29,2,36,1,0,0,0,23,8,21,31,39,0,0,17,18,12
0,0,0,1,7,0,4,5,0,0,4,43,13,0,1,3,0,0,0,1,2,29,17,0,9,1,0,0,0,0,2,8,2,1,17,71,2,1,0,0,18,2,6,1,6,0,0,1,0,20,3,1,1,6,0,8,0,5,2,0,0,0,18,0,3,6,1,2,0,0,1,4,0,0,0,11,1,0,0,5,1,2,5,0,5,0,1,0,1,0,8
0,6,1,0,13,0,0,2,0,0,0,1,0,7,1,4,5,2,0,7,3,0,17,0,6,9,3,8,0,5,0,11,2,0,13,0,0,10,13,0,0,1,5,2,3,0,3,11,0,5,3,4,5,0,0,5,0,2,28,7,6,0,5,7,0,6,2,1,0,10,6,16,3,1,4,9,8,3,1,0,0,0,7,0,4,25,6,0,4,1,14
7,13,7,13,0,1,2,9,0,0,0,3,0,21,5,59,12,20,1,2,0,0,0,8,15,22,4,1,3,1,19,9,11,1,3,4,16,4,3,2,2,6,6,0,17,0,0,6,3,19,5,2,4,6,0,12,0,11,3,10,1,0,0,0,22,1,0,2,0,7,2,6,3,1,12,2,36,0,0,3,1,0,8,10,30,19,0,0,1,35,3
0,14,0,0,1,0,0,0,19,0,0,0,0,29,0,4,1,0,0,0,0,0,0,23,2,49,0,0,0,0,14,0,0,42,0,0,1,0,0,4,0,0,0,0,5,25,0,0,0,0,25,0,0,36,10,1,13,0,0,0,0,53,2,0,1,0,0,0,0,0,36,0,0,0,3,0,1,0,0,0,0,33,0,0,0,0,0,0,66,1,0
0,0,4,0,2,0,0,0,0,0,0,14,29,0,3,2,0,0,0,0,0,32,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,0,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,102,0,0,0,0,0,0,0,0,0,0,30
0,5,5,2,9,0,0,0,0,0,0,5,0,4,7,7,1,1,10,1,2,18,6,3,21,2,2,3,2,2,8,3,52,3,11,23,4,6,0,0,1,1,13,4,6,0,0,9,1,6,5,6,0,5,0,7,0,14,7,0,2,0,6,13,0,3,0,6,0,1,0,3,0,0,8,15,5,4,0,0,0,0,2,2,5,5,1,0,2,5,1
0,10,0,0,0,19,0,0,0,0,0,0,0,13,0,2,1,0,0,0,0,0,0,11,0,21,0,0,0,0,8,0,0,13,0,0,0,0,0,23,0,0,0,0,7,15,0,0,0,0,19,0,0,10,16,0,9,0,0,0,0,28,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,5,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,1,2,12,17,0,10,0,2,1,0,5,4,0,1,9,0,0,7,1,0,3,0,2,1,0,47,19,3,0,1,5,0,5,0,4,16,0,0,3,2,1,2,0,0,0,15,1,2,3,3,1,0,1,2,12,0,0,3,13,4,1,0,0,0,0,1,0,5,0,10,23,0,0,5
0,0,4,0,0,0,0,0,0,0,0,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0
0,0,43,1,3,0,14,5,0,0,13,0,7,0,6,2,0,1,0,24,0,18,1,0,1,3,0,0,1,1,0,13,1,1,4,5,0,0,0,0,2,0,0,0,1,0,2,2,0,5,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,3,19,7,0,3,0,0,1,0,16,0,0,2,3,16,33,0,1,3,3,0,1,4,0,2,6
0,0,13,0,0,0,29,0,0,0,38,7,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,28,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,13,4,0,0,13,12,0,0,0,0,0,0,0,0,0,0,10
3,48,0,7,21,29,0,4,13,2,0,0,0,0,5,31,19,15,8,3,4,1,2,15,5,37,0,3,1,8,12,1,6,28,13,6,42,3,12,54,3,10,7,0,18,21,0,16,7,3,25,17,5,7,25,10,35,8,12,6,6,32,8,7,10,1,0,1,0,15,15,5,30,1,29,2,18,0,3,0,1,14,6,14,22,25,1,0,19,9,10
7,6,1,1,5,0,3,7,0,0,0,6,0,5,0,5,2,2,3,5,1,2,4,1,0,3,0,2,0,1,0,1,4,2,16,8,1,0,2,0,8,0,9,0,0,0,2,1,2,4,3,0,0,4,1,11,0,10,14,0,10,0,1,2,1,14,0,0,0,2,2,0,0,0,1,6,5,0,0,1,0,0,8,1,9,0,0,0,0,3,2
4,22,3,4,59,4,2,7,2,2,0,2,0,31,5,0,12,6,4,2,3,8,10,7,8,16,1,4,4,3,16,6,24,7,9,12,51,15,15,4,15,10,45,0,30,6,0,10,4,8,22,17,0,7,2,26,3,12,10,21,5,7,41,1,12,13,0,1,0,46,4,4,101,0,16,9,24,4,34,0,0,0,13,28,42,78,1,1,9,27,22
0,24,0,5,12,1,0,1,1,3,0,0,0,19,2,12,0,4,0,1,2,0,0,1,2,12,1,5,0,1,8,12,4,3,6,0,17,0,11,4,0,12,5,0,13,0,0,4,5,2,1,0,3,2,1,17,6,0,6,17,1,2,12,0,7,1,0,0,0,4,2,10,13,0,9,2,15,0,0,0,0,1,9,5,10,9,0,0,3,5,5
2,12,0,2,20,0,0,1,0,1,0,1,0,15,2,6,4,0,2,15,2,0,4,3,3,13,1,8,5,6,5,6,5,1,15,5,7,5,3,5,1,15,2,0,3,0,3,2,3,2,4,2,1,9,9,12,0,1,8,12,0,0,2,3,6,1,2,4,0,6,3,9,12,1,8,3,13,0,2,1,8,0,1,1,6,6,1,0,2,5,9
6,5,0,0,1,0,0,10,0,2,0,0,0,8,3,4,0,2,0,3,1,0,12,0,12,6,8,0,0,8,9,5,2,0,2,2,8,0,1,1,1,7,3,2,13,0,0,5,5,2,3,16,0,3,1,9,0,2,6,8,1,0,4,0,2,3,4,0,0,8,11,11,4,0,14,0,15,0,0,0,0,0,3,8,3,14,17,1,3,7,8
3,3,1,7,2,0,0,1,0,12,0,24,0,3,5,2,1,15,3,0,12,7,14,0,0,7,1,5,5,0,1,1,3,2,14,1,1,2,0,0,7,5,3,0,0,0,8,4,0,6,2,6,7,0,0,2,0,0,4,1,5,0,2,6,4,15,6,4,0,0,0,9,0,0,17,7,4,8,3,5,0,1,2,0,1,0,13,0,4,1,2
