Ant4,Ant260,Ant52,Ant65,Ant244,Ant397,Ant540,Ant6,Ant7,Ant9,Ant15,Ant19,Ant26,Ant30,Ant60,Ant72,Ant74,Ant76,Ant102,Ant158,Ant191,Ant196,Ant227,Ant245,Ant252,Ant278,Ant308,Ant329,Ant518,Ant604,Ant673,Ant740,Ant954,Ant0,Ant1,Ant12,Ant13,Ant17,Ant20,Ant23,Ant27,Ant35,Ant43,Ant48,Ant50,Ant51,Ant53,Ant54,Ant62,Ant70,Ant71,Ant81,Ant96,Ant97,Ant105,Ant109,Ant111,Ant112,Ant115,Ant117,Ant124,Ant126,Ant137,Ant159,Ant172,Ant175,Ant178,Ant186,Ant190,Ant194,Ant206,Ant210,Ant215,Ant219,Ant220,Ant229,Ant238,Ant242,Ant243,Ant250,Ant251,Ant255,Ant256,Ant264,Ant289,Ant296,Ant299,Ant301,Ant324,Ant331,Ant334,Ant342,Ant347,Ant380,Ant390,Ant394,Ant395,Ant398,Ant458,Ant475,Ant476,Ant482,Ant501,Ant509,Ant556,Ant560,Ant564,Ant576,Ant580,Ant599,Ant607,Ant610,Ant614,Ant621,Ant650,Ant663
3,12,10,0,1,7,1,2,0,4,0,2,2,4,5,0,0,1,9,0,0,4,2,0,6,6,5,0,0,0,0,6,0,0,5,6,0,3,0,1,7,1,1,7,0,8,5,5,2,0,3,9,15,9,3,7,4,2,9,3,7,20,0,14,4,1,5,3,3,2,0,0,6,3,3,7,2,2,7,0,0,1,3,1,1,2,5,6,0,5,1,1,0,1,2,1,5,8,0,5,1,5,1,2,6,1,1,2,0,0,0,0,0,5,3,6
22,10,6,15,0,1,0,22,15,2,2,0,0,3,9,0,0,14,16,0,0,15,0,1,11,6,4,0,0,0,1,7,0,12,2,9,0,0,0,0,12,0,1,8,11,0,0,11,0,1,0,7,1,1,0,5,0,5,0,8,8,0,0,0,1,0,1,14,0,7,0,18,16,0,0,3,16,0,9,0,0,14,8,0,0,8,19,2,0,0,3,9,0,16,0,0,17,1,2,6,6,8,0,10,0,6,0,0,0,0,0,0,8,20,10,19
1,10,1,0,0,0,0,7,0,18,2,0,0,4,3,2,2,6,2,0,0,3,11,0,7,0,1,0,0,0,19,4,0,1,13,0,1,32,0,1,4,1,5,3,0,7,3,2,1,0,5,2,0,3,0,3,0,1,3,3,0,11,0,2,0,1,12,0,1,6,0,0,3,1,1,2,0,0,2,0,0,13,4,2,2,12,2,3,5,13,1,1,0,6,0,1,1,7,3,0,6,2,1,1,0,0,1,4,0,2,0,2,0,0,1,13
3,1,21,3,12,4,5,2,0,1,4,3,4,0,5,1,6,0,6,1,16,6,0,0,0,8,6,0,0,1,1,12,0,1,6,1,0,0,0,12,3,2,19,1,0,12,2,0,9,7,6,0,12,7,5,3,6,4,3,3,6,10,0,11,7,1,10,11,13,2,3,1,2,1,1,3,3,1,11,0,0,4,9,3,6,1,9,7,8,4,4,10,0,4,5,23,2,11,5,2,0,5,0,1,2,1,4,1,0,0,0,3,15,5,0,9
1,6,15,0,1,10,2,1,0,11,5,9,3,5,0,13,10,3,8,2,4,4,18,0,3,9,11,2,0,5,4,6,1,4,33,5,5,6,1,2,2,9,14,6,0,0,10,0,2,6,0,1,22,26,10,3,7,5,7,8,4,8,0,0,8,9,1,11,2,5,7,2,8,6,2,6,2,5,52,0,0,2,2,6,1,1,3,17,4,5,2,2,0,4,5,10,1,19,6,0,3,15,2,3,8,1,2,8,7,1,0,9,8,5,4,7
0,0,0,0,3,4,2,0,0,1,0,0,2,1,13,0,15,0,1,5,0,0,4,0,3,4,0,0,0,6,0,7,6,0,1,8,17,9,9,0,0,16,0,0,0,1,3,0,0,1,0,0,0,20,32,1,0,0,15,0,0,0,11,0,3,0,0,0,2,0,3,0,1,3,1,0,1,2,3,0,0,0,0,3,0,0,0,11,3,1,2,0,0,0,0,0,0,2,2,0,0,0,12,0,0,0,5,7,11,2,4,6,0,2,0,4
0,0,2,0,0,0,3,0,0,0,0,0,2,6,10,15,0,0,0,18,0,0,1,0,2,0,0,1,0,15,0,1,13,0,0,2,1,17,16,0,0,13,8,3,0,1,7,1,1,5,5,0,0,9,16,0,0,1,16,0,0,0,0,0,42,1,6,0,1,0,1,2,16,2,14,4,0,3,5,0,0,0,0,2,0,1,0,2,3,2,5,0,0,0,0,1,0,7,1,0,1,1,15,0,1,0,6,4,11,0,3,24,0,0,0,2
20,12,5,15,0,19,3,12,39,3,1,14,6,0,3,0,0,0,2,0,2,10,0,0,10,8,3,0,0,0,6,7,0,14,4,3,0,0,0,0,15,0,0,6,7,5,0,14,1,0,0,17,1,3,5,13,5,1,0,4,5,7,0,0,0,0,0,4,4,7,0,12,5,0,0,4,7,0,7,0,1,9,18,1,0,19,5,4,2,0,0,4,0,10,1,15,15,0,2,6,14,10,0,13,5,13,0,0,0,0,0,1,3,14,21,7
11,13,7,10,0,9,0,4,22,6,9,16,2,6,8,1,0,2,0,0,0,11,2,1,10,11,5,0,0,0,9,16,0,1,9,3,0,0,0,0,6,0,1,8,2,1,2,8,0,6,2,11,1,5,1,4,2,3,4,4,0,17,0,0,2,10,2,16,1,7,4,13,3,0,4,5,6,0,8,0,1,20,5,2,0,11,6,2,0,6,1,5,0,16,1,4,10,0,3,1,16,6,0,13,3,15,0,2,0,1,0,1,6,17,19,9
0,0,0,0,0,1,7,0,0,0,0,0,0,1,2,5,18,0,0,0,2,0,5,0,2,0,0,17,0,2,0,3,4,0,0,10,6,10,9,19,0,21,14,0,0,2,1,0,5,2,11,0,0,13,8,0,0,0,12,0,0,0,2,0,3,2,12,0,2,1,1,1,1,3,13,3,0,7,0,0,0,0,2,10,2,0,0,9,5,0,1,0,3,0,0,1,1,0,0,0,0,0,4,0,0,0,18,22,13,9,12,1,3,0,0,0
0,2,2,0,36,0,5,0,0,1,0,0,0,16,4,0,0,2,0,2,0,3,4,0,5,1,5,0,0,3,0,3,0,0,7,0,10,3,3,17,1,1,40,2,0,1,15,1,6,0,13,0,16,11,5,0,4,5,11,2,0,0,0,8,5,2,2,0,0,1,0,0,5,5,3,3,2,26,1,0,0,1,0,17,58,0,0,6,1,2,12,1,19,2,15,9,1,27,3,0,0,2,3,0,3,0,0,4,0,0,2,11,5,1,0,1
11,21,7,11,2,11,2,9,41,4,4,15,3,6,4,0,0,10,11,0,3,0,3,0,13,14,22,0,0,0,8,7,1,6,7,2,3,1,0,1,22,0,2,9,4,4,1,5,1,11,6,15,6,8,0,8,7,7,4,6,4,29,0,5,4,4,0,17,5,7,0,21,6,0,2,13,28,0,5,0,1,21,22,2,0,11,20,5,7,0,3,18,0,29,5,8,15,1,30,12,6,20,1,12,26,25,0,5,0,0,0,0,7,10,20,6
6,1,8,0,3,3,1,1,0,6,2,0,11,0,18,4,1,0,2,5,4,3,0,0,8,4,11,0,0,0,6,7,4,6,14,6,1,11,10,0,3,5,12,4,0,15,2,2,0,18,1,3,8,28,6,5,3,2,20,6,5,5,3,5,25,4,4,8,21,5,17,5,14,2,2,7,3,4,7,0,0,3,6,6,0,9,10,16,3,10,7,0,0,3,3,13,4,1,8,0,0,1,1,3,6,0,4,5,4,7,1,5,8,1,8,28
0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0
6,21,7,2,3,11,2,15,1,8,6,11,7,0,3,3,2,10,10,2,5,13,8,0,0,6,13,2,0,0,5,23,1,13,8,21,3,9,7,2,31,2,0,7,0,8,1,9,3,14,3,12,3,4,3,8,5,7,2,10,4,7,0,8,6,9,3,19,3,8,6,13,17,2,4,16,8,0,8,0,0,6,14,3,0,13,5,6,7,5,2,4,2,11,4,1,1,0,9,1,5,12,2,8,1,2,0,0,1,8,0,6,4,7,13,10
1,23,4,0,3,4,0,4,0,6,6,6,0,8,9,4,0,8,11,0,1,14,4,0,6,0,8,0,0,0,3,10,1,9,20,2,0,1,0,0,31,1,1,9,0,2,1,12,0,2,0,6,2,5,0,6,5,9,4,12,8,19,0,4,5,0,0,13,3,2,0,4,5,0,2,10,5,0,8,0,0,14,2,0,0,16,18,9,3,5,1,6,0,19,0,4,8,0,6,5,7,17,0,3,6,3,0,0,0,0,0,0,1,12,3,28
0,5,3,2,0,23,1,10,0,17,5,4,1,6,11,0,0,3,5,0,5,22,11,0,13,8,0,3,0,0,1,4,0,1,11,4,0,0,2,0,20,0,5,3,0,7,0,8,0,10,3,10,8,3,1,1,3,5,17,0,2,19,0,12,8,2,0,20,0,1,0,4,0,2,5,13,10,0,4,0,0,8,5,0,3,3,14,5,2,1,4,3,0,16,21,8,4,3,10,7,1,5,0,3,11,1,9,2,0,0,2,0,16,5,4,16
0,0,0,0,2,2,1,0,0,1,0,0,0,0,2,0,1,0,0,17,0,0,0,0,2,0,3,0,0,0,0,5,13,0,1,25,5,6,19,0,0,11,0,0,0,0,1,0,0,0,1,0,0,4,7,1,0,2,6,0,0,0,0,0,7,2,14,0,0,1,0,0,14,3,15,3,0,13,3,0,0,0,0,4,1,0,0,0,18,0,0,0,0,0,9,3,0,13,2,0,0,0,11,0,0,0,1,4,15,6,4,1,1,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,3,0,0,0,0,0,0,1,5,6,15,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,23,0,3,0,0,99,0,3,0,6,0,0,8,0,0,0,0,4,0,0,0,7,0,16,0,1,0,0,0,20,0,0,52,0,1,0,7,0,0,0,0,0,2,0,0,0,6,5,6,4,0,41,0,0,0,0,3,0,0,0,0,0,0,0,0,33,3,7,1,58,46,0,0,0,2
2,13,1,0,0,9,0,2,0,2,0,1,19,1,4,0,0,6,9,0,0,8,6,0,5,3,1,0,0,0,0,3,0,1,9,0,5,2,0,0,5,0,2,5,0,1,1,2,0,0,1,13,12,11,2,2,5,6,1,6,0,4,0,5,3,0,3,0,3,4,3,2,6,0,0,11,1,1,1,0,0,7,5,1,2,3,6,1,1,9,2,1,0,4,1,1,1,0,2,0,2,11,0,3,2,4,0,1,0,0,0,0,1,9,6,6
2,35,10,0,0,2,0,8,4,9,6,7,4,12,6,7,1,7,16,3,3,7,7,0,23,10,4,5,0,0,3,0,3,3,27,9,6,8,16,0,32,11,4,11,0,3,2,20,0,3,3,26,0,6,5,2,4,3,5,12,4,46,0,1,10,10,2,5,1,3,8,6,10,3,0,8,2,0,25,0,0,24,11,6,4,31,12,10,1,0,1,7,0,22,0,5,9,1,8,0,0,3,0,5,0,0,0,7,9,8,0,1,5,12,4,16
0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,6,13,0,0,4,0,1,4,0,1,1,0,13,0,1,0,3,0,0,2,3,0,35,17,0,0,8,3,0,0,0,2,0,2,14,1,1,0,15,3,2,0,0,4,0,4,0,0,0,17,12,1,1,0,0,1,0,1,3,2,3,0,2,4,0,0,2,0,2,0,0,0,3,12,1,0,0,0,1,2,0,0,3,2,0,0,0,8,0,0,0,4,7,10,0,19,2,0,0,1,2
7,12,1,11,1,2,0,8,20,1,0,12,1,1,4,0,0,14,1,0,0,6,6,0,13,9,1,0,0,0,1,3,0,0,6,9,1,1,0,2,11,0,5,5,3,6,0,14,0,0,0,7,1,3,1,3,1,2,1,5,7,5,0,0,0,0,0,5,6,6,0,5,10,0,0,5,15,0,8,0,1,16,33,0,0,4,8,0,1,1,1,18,0,9,0,0,9,0,8,3,2,4,0,4,8,6,0,1,0,0,0,0,1,8,4,6
2,9,23,0,0,8,1,3,3,10,5,2,13,6,33,1,0,4,9,0,7,7,14,0,8,20,11,1,0,0,9,27,2,6,0,10,0,4,5,5,8,0,1,14,0,12,2,3,1,15,6,4,4,9,10,10,18,15,5,6,10,5,3,7,8,4,0,13,2,10,2,10,7,2,3,15,9,0,12,0,0,8,6,2,1,9,14,7,2,6,10,2,0,7,7,3,14,1,3,7,8,6,0,4,0,1,1,6,0,3,0,0,6,22,1,12
5,14,12,7,3,4,3,4,0,3,6,9,0,1,5,8,2,3,3,10,0,2,6,0,21,2,4,25,0,0,0,9,3,9,10,0,3,4,22,2,6,6,8,3,0,24,5,9,0,22,1,11,4,10,27,20,4,17,9,2,21,8,0,2,5,2,8,6,1,14,1,6,29,7,9,8,2,2,12,0,0,9,30,6,0,5,3,6,15,1,1,1,0,3,6,2,5,4,16,0,11,6,8,1,5,0,2,2,6,1,11,1,18,3,8,14
0,4,1,0,0,0,3,0,0,5,0,0,1,0,5,17,1,0,0,6,10,3,1,0,3,0,0,5,0,0,5,6,0,1,0,3,0,3,12,6,2,1,5,0,0,0,1,2,3,0,12,0,0,7,9,1,2,0,8,2,0,3,1,0,4,10,6,0,0,0,6,0,0,1,0,1,2,6,3,0,0,0,1,8,4,2,0,9,6,0,0,0,3,2,0,3,2,2,4,1,0,0,0,1,0,0,3,7,2,1,0,3,1,0,0,2
1,5,10,0,0,1,0,0,0,2,3,0,32,0,6,9,17,0,0,10,3,1,11,0,9,1,0,6,0,0,2,8,35,1,4,4,3,0,3,1,0,27,0,0,0,0,3,0,0,0,3,0,1,5,2,2,0,0,12,3,1,0,4,1,28,19,5,1,5,1,11,1,6,6,2,1,0,1,4,0,0,0,9,5,2,2,0,6,10,0,7,0,1,3,16,3,1,24,0,0,3,0,3,0,2,0,6,15,11,5,0,18,1,0,0,6
2,1,7,0,2,2,10,1,0,0,0,0,0,0,1,9,16,0,0,9,3,0,10,0,7,0,2,19,0,1,0,16,17,0,5,22,12,3,0,2,0,10,12,0,0,4,5,1,0,8,4,1,0,34,37,1,0,3,13,0,0,0,0,2,26,7,7,0,11,8,10,0,11,11,18,2,3,1,5,0,0,0,1,6,3,0,2,7,25,2,4,0,0,0,10,20,1,5,4,0,3,0,1,0,0,0,16,25,17,19,7,9,0,0,0,10
0,5,2,0,3,0,3,0,0,2,1,0,1,12,2,0,0,0,0,19,17,1,0,0,2,0,0,0,0,2,0,0,0,2,5,2,6,1,2,0,0,3,26,1,0,6,4,1,3,0,30,0,3,7,5,1,2,0,6,0,1,0,1,1,3,3,6,0,0,0,3,0,0,12,0,1,0,39,3,0,0,0,2,4,0,0,1,3,12,8,18,2,11,3,2,4,1,9,5,0,0,0,7,0,0,0,0,3,1,0,10,3,26,0,0,3
9,18,10,5,1,14,0,12,36,6,7,12,4,3,2,0,0,15,6,0,1,22,3,1,31,31,20,0,0,0,5,32,0,11,8,6,2,0,0,0,0,0,0,19,3,8,2,12,0,15,0,9,4,3,1,13,4,8,1,14,6,27,0,14,6,1,5,16,7,9,0,10,17,0,2,11,12,0,12,0,0,12,14,0,1,11,8,7,2,11,1,24,0,21,2,9,17,2,9,4,27,13,2,13,4,11,0,1,0,0,0,0,7,17,25,14
0,0,1,0,3,1,7,0,0,1,1,0,1,2,9,16,13,0,0,21,1,0,5,0,2,1,0,11,0,23,0,11,8,0,0,6,1,27,10,3,0,0,10,0,0,0,8,0,3,1,6,2,1,3,7,0,0,2,6,0,0,0,2,2,7,5,7,1,0,0,3,0,3,6,3,0,1,7,0,0,0,0,9,20,1,0,0,0,14,1,16,0,0,0,9,3,0,3,1,0,0,1,6,0,1,0,22,3,10,6,16,1,1,0,1,1
0,1,1,0,2,1,4,0,0,3,1,1,5,19,14,0,8,0,1,14,40,2,12,0,0,1,5,0,0,0,2,4,3,5,1,8,5,0,12,26,0,10,0,0,0,5,11,3,44,0,6,1,8,6,6,1,0,2,16,1,0,1,1,0,11,0,13,1,3,5,1,4,10,0,21,5,1,11,3,0,0,0,2,7,0,0,1,2,8,3,2,3,4,0,35,5,3,8,1,0,0,0,2,0,1,0,4,1,0,15,16,10,0,4,1,3
6,28,9,2,0,6,2,23,10,3,7,8,3,1,6,0,3,6,8,0,2,9,4,0,7,9,3,0,0,3,5,11,0,5,14,3,0,0,0,1,19,0,0,0,5,1,0,8,1,14,0,2,11,3,3,6,6,6,0,2,5,19,0,7,2,2,0,4,1,5,0,5,21,3,0,9,15,0,3,0,0,10,13,0,0,14,10,3,4,0,2,23,0,13,1,9,5,0,7,3,11,5,0,3,4,6,1,0,0,0,1,1,5,11,11,9
10,3,0,45,0,0,0,2,13,0,0,11,0,0,0,0,0,7,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,12,0,0,0,38,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,4,31,0,0,0,8,6,0,0,0,0,19,0,13,0,0,17,0,0,0,11,0,0,9,0,5,0,0,0,0,0,0,0,0,0,2
3,5,20,0,14,0,3,4,0,0,8,0,7,12,0,1,1,5,1,2,1,4,15,0,8,2,7,0,0,0,1,3,0,6,12,24,0,0,4,6,8,0,5,1,0,0,0,4,2,4,2,0,4,13,7,3,1,7,7,3,0,8,0,8,5,2,9,8,3,15,0,0,9,8,3,3,3,0,4,0,0,6,2,0,1,6,7,4,0,6,1,0,0,4,8,6,3,3,3,0,7,0,0,2,3,0,3,6,1,5,0,8,17,0,3,14
0,2,5,0,8,4,9,0,0,0,5,0,3,2,10,3,7,0,2,1,15,1,2,0,1,1,0,1,0,99,1,2,2,0,2,5,1,3,5,4,2,8,11,0,0,0,0,1,10,4,32,0,5,11,3,2,1,2,7,0,0,4,5,1,11,7,14,2,2,0,3,0,5,5,5,0,1,3,9,0,0,2,1,2,1,0,1,6,3,0,9,1,2,0,2,0,0,4,1,0,0,1,4,0,0,0,29,9,0,22,7,5,4,1,1,7
17,26,8,5,0,0,0,11,16,1,5,11,2,0,0,0,1,14,8,0,1,5,2,0,9,12,8,0,0,0,2,20,0,14,3,9,2,0,1,1,12,0,3,8,12,4,1,0,0,5,0,9,3,5,1,3,2,3,1,3,7,19,0,5,1,1,3,12,3,11,0,3,4,0,0,6,1,0,15,0,1,21,5,0,0,16,8,1,0,2,0,15,0,11,6,9,4,1,8,11,6,6,0,11,3,3,0,0,1,0,0,0,1,11,12,10
0,6,0,0,0,0,2,0,0,4,2,0,1,9,2,0,1,1,0,5,6,1,0,0,3,0,0,0,1,3,0,0,2,0,1,0,3,0,0,3,0,3,44,1,0,2,10,0,0,0,2,0,0,7,2,0,0,1,4,0,3,2,1,0,2,6,6,1,0,0,4,0,0,2,3,0,0,3,3,0,0,0,0,0,0,1,0,1,0,0,6,1,6,0,0,2,0,10,5,0,1,0,2,0,4,0,0,1,0,0,0,40,5,0,0,4
6,0,6,0,0,5,0,4,0,0,0,1,0,7,6,1,5,0,6,2,0,11,18,4,14,2,10,0,0,0,0,3,14,0,15,22,0,0,8,0,15,1,0,14,0,4,4,5,0,0,0,0,0,36,14,22,0,25,13,2,3,20,0,0,11,14,1,4,5,12,1,18,4,5,3,9,3,0,6,0,0,13,0,3,0,6,1,10,2,6,3,2,0,11,19,3,5,5,13,1,4,0,8,1,14,0,1,0,6,1,0,1,16,3,1,4
0,3,1,0,2,0,2,0,0,5,3,0,5,6,0,0,5,0,2,11,13,6,1,0,3,0,3,1,0,6,1,3,1,0,6,1,12,3,4,30,0,6,6,0,0,2,32,0,2,0,0,0,6,8,7,1,1,1,5,1,0,1,4,0,1,1,9,0,1,1,3,2,6,6,7,1,1,15,0,0,0,1,1,10,2,0,0,9,3,2,5,0,13,0,2,0,0,0,4,0,0,2,4,0,0,0,0,1,0,1,1,1,11,0,2,1
10,33,8,23,2,1,0,14,27,3,9,7,2,0,1,0,0,17,11,0,0,15,3,1,12,6,10,0,0,0,13,26,1,7,4,11,0,0,1,0,9,2,1,2,38,0,0,9,0,0,0,0,4,1,0,6,4,5,1,6,16,9,0,2,1,0,0,2,8,8,0,7,7,0,1,3,24,1,21,0,2,28,9,2,1,14,7,2,2,0,1,21,1,30,0,2,10,1,8,11,20,5,1,56,0,31,0,1,0,0,0,0,3,12,12,13
3,8,19,1,0,3,1,2,0,18,15,1,0,12,22,0,0,1,1,0,16,6,8,0,3,2,8,0,0,0,12,0,0,1,4,4,0,1,0,3,4,1,8,11,0,4,5,3,0,0,6,4,0,11,2,10,1,15,8,0,2,4,0,20,9,8,8,10,5,5,1,1,4,0,2,9,1,10,14,0,0,0,0,8,6,4,7,20,3,6,13,8,0,3,2,10,1,13,0,4,0,3,0,0,26,0,0,1,0,0,1,0,8,0,0,18
4,9,16,0,1,7,10,1,0,5,9,1,3,7,26,20,9,3,5,13,11,8,28,0,4,5,3,4,0,8,11,6,15,3,9,10,7,5,34,7,3,3,6,3,0,13,11,5,7,36,8,1,11,0,29,9,9,13,44,11,1,8,0,9,15,7,10,6,8,13,5,0,6,0,10,20,7,5,12,0,0,1,6,10,7,3,9,9,3,8,3,5,6,2,4,15,6,6,10,2,9,4,6,2,15,0,4,3,4,4,3,8,10,7,0,20
0,3,9,0,4,12,13,0,0,7,3,0,0,5,10,32,16,5,1,8,5,0,6,0,3,0,1,7,0,0,2,5,3,1,10,27,9,2,37,5,1,7,6,3,0,7,3,1,2,14,7,0,2,29,0,3,0,3,15,3,0,1,0,1,14,10,8,1,1,4,2,1,12,6,4,7,0,3,8,0,0,1,6,13,7,1,3,8,3,7,16,0,1,2,11,5,1,6,4,1,3,0,11,0,1,0,13,13,10,5,3,5,2,0,0,6
