Ant57,Ant260,Ant52,Ant929,Ant6,Ant7,Ant9,Ant19,Ant24,Ant26,Ant64,Ant74,Ant161,Ant196,Ant209,Ant227,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant673,Ant740,Ant838,Ant954,Ant0,Ant12,Ant13,Ant20,Ant23,Ant27,Ant29,Ant49,Ant51,Ant54,Ant55,Ant62,Ant66,Ant70,Ant80,Ant91,Ant97,Ant109,Ant113,Ant118,Ant120,Ant124,Ant126,Ant131,Ant135,Ant137,Ant140,Ant144,Ant149,Ant159,Ant169,Ant170,Ant174,Ant175,Ant190,Ant195,Ant206,Ant210,Ant232,Ant261,Ant262,Ant263,Ant299,Ant301,Ant313,Ant332,Ant376,Ant380,Ant433,Ant458,Ant492,Ant507,Ant509,Ant530,Ant576,Ant592,Ant593,Ant607,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
1,19,5,1,15,3,2,7,0,0,4,5,0,3,2,66,15,15,11,2,0,1,10,0,1,11,0,5,1,4,8,3,3,5,2,4,0,0,2,13,0,17,5,0,19,0,0,6,13,0,4,7,0,7,48,10,0,0,15,1,2,0,1,1,9,1,0,23,0,16,1,0,1,1,13,15,20,1,7,11,2,13,10,3,12,0,4,0,11,3,1
0,7,1,0,7,0,0,0,0,0,0,0,7,44,1,65,14,5,0,0,0,0,3,13,6,29,0,6,1,12,15,13,9,15,0,0,6,0,26,20,0,1,0,0,17,0,1,9,8,0,5,3,0,13,126,5,0,1,0,31,0,0,1,1,8,0,0,0,0,13,16,1,0,2,13,2,38,0,0,4,1,26,14,25,16,14,0,0,25,11,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4,14,8,9,27,0,10,14,0,0,6,0,2,17,6,22,10,11,8,1,0,0,9,0,4,8,0,7,13,13,12,24,25,4,4,6,5,1,6,11,0,9,22,0,26,2,2,15,3,4,6,15,1,3,33,23,0,11,10,8,2,0,25,6,54,1,2,2,0,19,11,13,13,0,0,3,6,7,4,8,5,16,3,17,7,17,1,0,22,9,11
5,3,3,5,2,0,0,0,0,1,0,5,2,8,6,0,7,3,4,9,0,0,2,0,2,3,0,5,1,2,0,2,15,1,6,13,0,2,2,2,1,5,2,0,2,0,4,6,0,2,4,2,3,9,11,1,0,2,2,1,0,0,0,3,0,0,7,0,0,1,0,15,2,0,3,0,2,0,6,7,2,2,1,3,6,3,2,0,8,4,1
1,6,9,4,16,0,0,10,0,0,0,0,0,9,1,13,6,10,6,1,0,0,5,0,2,22,0,4,4,7,7,1,2,12,7,2,18,4,2,11,0,12,7,0,19,0,0,25,2,5,9,13,5,3,25,12,0,3,14,13,0,0,35,3,12,0,0,1,0,17,5,20,38,2,6,2,0,9,55,4,1,10,2,15,9,5,6,0,11,4,17
0,6,1,0,2,0,0,14,0,0,0,0,1,1,0,0,3,0,0,1,0,1,1,0,0,1,0,2,5,0,0,2,21,0,0,0,3,1,0,5,0,2,0,0,3,0,0,7,0,0,0,20,5,0,1,0,0,20,0,0,0,0,6,1,2,3,6,0,0,4,2,1,0,0,7,0,9,0,10,2,0,0,1,0,2,0,0,0,0,10,4
5,19,22,25,3,1,2,33,0,2,20,11,22,1,1,29,7,17,1,2,2,20,14,2,0,11,0,7,2,0,8,0,4,0,21,53,0,4,1,8,14,25,9,5,7,0,2,0,6,1,8,37,3,0,4,0,0,21,20,0,23,0,30,0,14,36,0,17,2,16,4,7,0,0,4,6,55,10,0,4,1,6,5,0,5,1,2,11,0,7,4
5,5,22,6,2,0,0,0,0,24,1,0,0,3,2,7,0,3,0,23,2,1,38,0,6,1,0,3,2,7,0,7,14,1,4,22,0,0,3,1,4,8,8,0,8,0,4,0,1,1,3,5,22,0,4,7,0,16,13,1,8,0,4,6,1,10,0,6,0,3,8,11,4,0,8,7,4,2,4,0,1,3,7,1,7,6,22,0,4,8,8
1,1,0,0,3,0,2,0,0,3,1,5,18,2,0,3,2,0,1,9,4,0,8,0,4,0,0,4,1,1,1,16,23,0,0,4,0,9,8,4,2,4,3,0,0,0,2,0,0,0,2,0,7,1,4,2,0,11,1,2,12,0,0,5,0,0,2,5,2,7,2,2,1,0,5,2,1,0,1,1,0,1,7,0,5,7,15,0,12,3,0
1,32,0,5,55,31,0,1,23,0,0,0,0,14,4,14,4,7,10,0,0,2,0,15,4,13,0,5,5,7,27,1,4,33,4,2,12,0,7,11,1,7,1,0,17,14,0,1,4,0,20,8,1,7,43,12,23,1,5,12,1,26,49,2,1,1,0,3,0,38,1,13,26,0,16,2,10,0,6,3,1,0,3,11,11,20,3,0,22,6,3
9,1,12,3,7,0,0,4,0,1,1,2,7,3,11,2,8,3,1,0,0,0,12,4,4,4,0,6,3,0,3,15,4,4,10,13,0,6,20,6,2,23,2,3,2,0,1,21,0,8,0,4,3,0,21,9,0,4,7,14,0,0,3,1,26,3,0,1,0,7,1,10,14,0,3,1,2,1,5,7,7,3,0,5,10,9,3,0,6,6,14
0,8,0,1,1,2,0,0,0,0,0,0,10,11,0,16,6,0,0,2,0,0,2,5,0,11,0,0,0,6,2,6,0,9,0,0,0,0,12,3,0,1,0,0,4,0,0,6,0,1,5,6,0,3,81,0,0,0,0,14,0,0,0,2,4,0,1,13,0,15,11,3,25,0,17,3,15,0,0,1,0,11,5,0,8,7,1,0,17,2,0
2,30,0,4,12,0,2,7,1,0,1,1,6,13,13,29,8,2,6,4,4,0,5,2,3,20,0,10,8,13,5,12,5,13,1,4,11,1,13,14,4,4,8,0,51,0,9,7,4,4,8,5,3,3,56,42,0,4,8,11,2,0,39,7,4,2,1,1,0,27,6,12,16,1,7,6,9,2,5,7,5,11,10,8,0,40,2,0,5,23,1
2,52,4,3,5,1,2,0,0,0,0,0,0,25,3,79,6,3,1,0,0,0,0,5,4,15,0,3,11,6,6,9,0,7,1,1,15,4,4,13,0,6,4,0,22,0,0,11,8,2,14,3,1,5,107,19,0,1,1,9,0,0,32,6,2,0,0,0,0,23,10,0,14,0,17,3,5,0,1,6,7,20,9,7,40,0,1,0,11,18,2
0,1,1,16,0,1,8,0,0,5,0,0,2,2,0,0,2,4,3,3,3,9,22,0,3,0,0,4,1,1,0,5,10,0,21,7,1,23,2,1,11,3,8,7,0,0,26,2,0,7,0,1,7,0,5,0,0,17,5,0,3,0,3,3,0,2,1,5,7,0,0,4,0,0,1,2,6,0,2,22,15,3,3,1,2,1,0,2,0,0,1
0,0,0,0,0,0,5,0,0,0,10,17,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,5,0,0,1,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0
2,7,4,4,23,19,0,2,1,0,0,2,0,14,3,9,7,4,17,1,0,0,1,2,3,35,0,14,2,10,15,5,0,47,0,0,14,0,9,8,0,5,0,0,11,15,2,7,1,0,14,1,0,8,52,10,14,0,3,11,0,27,7,1,8,0,0,0,0,10,7,11,25,0,22,8,11,0,0,4,12,22,6,17,5,11,0,0,0,8,2
0,13,7,3,12,1,0,2,0,0,0,1,0,5,3,22,8,5,15,2,0,0,0,1,1,8,0,3,6,0,8,3,4,16,12,4,4,0,11,18,3,6,1,0,34,2,0,6,7,4,29,12,2,3,45,27,0,25,7,3,2,0,11,4,0,6,0,0,0,20,11,3,11,1,9,4,4,10,7,8,3,6,6,2,23,18,0,0,8,0,11
2,6,3,1,4,0,0,0,0,2,0,41,0,0,12,3,14,21,1,1,0,7,7,1,9,14,0,11,2,3,0,7,9,3,11,2,5,1,2,5,8,12,4,1,0,0,2,14,0,10,1,12,3,1,16,8,0,2,20,0,5,0,7,8,6,19,2,1,0,6,5,1,3,0,11,1,17,4,4,8,0,3,14,0,1,2,1,0,2,11,0
