Ant4,Ant57,Ant260,Ant5,Ant52,Ant59,Ant65,Ant244,Ant540,Ant929,Ant2,Ant6,Ant24,Ant25,Ant26,Ant30,Ant38,Ant73,Ant74,Ant99,Ant102,Ant148,Ant158,Ant191,Ant196,Ant202,Ant209,Ant245,Ant268,Ant278,Ant308,Ant604,Ant620,Ant646,Ant673,Ant838,Ant1,Ant12,Ant13,Ant20,Ant27,Ant28,Ant29,Ant32,Ant40,Ant42,Ant43,Ant44,Ant50,Ant55,Ant62,Ant66,Ant68,Ant70,Ant71,Ant80,Ant81,Ant82,Ant85,Ant91,Ant96,Ant97,Ant100,Ant105,Ant111,Ant112,Ant113,Ant114,Ant117,Ant126,Ant135,Ant137,Ant139,Ant142,Ant144,Ant147,Ant149,Ant153,Ant156,Ant159,Ant169,Ant170,Ant173,Ant174,Ant176,Ant178,Ant186,Ant195,Ant198,Ant207,Ant212,Ant217,Ant218,Ant219,Ant220,Ant221,Ant226,Ant229,Ant232,Ant238,Ant242,Ant243,Ant250,Ant255,Ant256,Ant257,Ant261,Ant263,Ant265,Ant294,Ant299,Ant301,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant356,Ant376,Ant387,Ant390,Ant391,Ant394,Ant395,Ant398,Ant433,Ant437,Ant475,Ant492,Ant501,Ant527,Ant549,Ant552,Ant556,Ant575,Ant580,Ant592,Ant593,Ant600,Ant607,Ant610,Ant614,Ant621,Ant632,Ant635,Ant638,Ant650,Ant663,Ant665
0,0,21,7,3,11,5,3,18,0,12,0,0,0,0,7,0,0,4,0,0,12,0,6,1,0,1,0,0,9,0,0,0,3,1,0,0,0,7,3,7,0,6,3,2,0,2,0,1,0,0,1,11,0,13,0,0,2,0,50,0,0,3,1,0,0,7,0,1,4,0,1,0,0,0,1,0,1,0,8,0,1,0,6,17,0,0,0,0,0,0,0,0,0,7,2,18,0,0,0,2,0,0,1,0,0,3,0,0,9,0,0,15,0,3,0,7,0,0,23,8,0,0,0,9,0,0,6,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,28,0,1,0,2
0,0,1,4,0,0,0,4,0,2,0,17,4,8,20,2,9,4,12,24,1,1,1,6,8,5,6,17,2,1,1,16,20,0,0,18,2,23,1,6,1,35,0,2,2,3,2,19,21,7,10,2,0,13,0,2,6,12,1,0,17,18,8,1,46,7,5,24,0,0,9,27,40,6,2,67,10,0,1,4,2,9,30,0,1,8,5,15,43,7,16,13,11,13,5,0,0,9,2,16,1,3,9,2,8,13,0,1,35,4,10,14,3,4,7,8,0,9,11,0,5,1,0,34,11,14,22,0,1,23,15,4,13,10,18,17,23,1,7,33,3,17,2,7,13,3,13,0,1,29,9,1
21,1,0,0,13,0,5,0,6,0,24,0,0,0,0,5,1,0,9,0,0,11,18,2,0,1,0,0,0,13,0,0,0,5,7,0,0,0,3,1,0,0,8,0,6,0,0,0,2,0,3,4,9,0,11,0,0,0,1,17,3,0,16,31,1,0,17,0,0,0,0,6,0,0,3,5,0,0,0,0,0,0,0,5,13,0,0,0,0,0,4,3,9,0,0,0,34,0,3,0,1,0,0,1,0,0,23,0,3,2,0,0,2,1,4,0,0,0,0,11,0,3,0,0,0,0,0,44,0,0,0,0,0,5,1,0,0,7,0,3,1,0,0,1,0,0,0,77,13,5,0,11
7,4,0,0,9,17,9,3,9,1,8,0,0,3,0,3,1,0,2,0,0,3,2,9,7,0,6,2,0,22,0,0,0,3,12,0,0,1,9,7,1,1,2,1,8,0,5,0,0,0,1,16,6,0,12,0,2,0,0,36,0,1,6,17,0,0,7,1,1,12,0,1,0,3,23,0,0,0,0,6,5,3,0,14,9,0,0,3,0,1,4,0,1,0,5,0,10,0,49,3,17,12,0,9,0,0,5,1,0,2,0,0,44,2,1,2,18,0,0,12,8,1,1,0,35,1,1,0,0,0,1,4,0,1,2,1,1,1,8,0,0,0,7,10,5,0,1,6,26,3,1,4
3,0,13,9,0,22,0,2,28,0,0,0,0,2,1,1,0,0,16,1,0,0,7,8,1,0,13,0,1,5,2,2,0,6,4,1,0,5,1,8,13,1,1,14,2,10,6,4,5,0,9,5,2,0,2,0,1,0,1,10,4,0,24,1,0,1,11,1,11,1,0,14,5,8,4,4,1,0,0,10,0,5,6,7,0,0,0,0,0,0,13,0,24,0,0,0,4,13,23,4,2,10,0,19,1,1,5,1,4,4,1,0,2,0,15,3,4,4,0,3,4,1,3,2,0,0,5,0,0,0,0,3,0,4,0,4,1,1,6,4,1,3,3,15,0,6,1,20,0,9,0,11
11,0,0,17,22,0,27,20,24,5,14,0,0,3,5,7,3,0,12,2,0,0,7,3,0,1,28,10,0,11,7,0,1,2,2,0,0,0,14,1,7,3,0,24,3,0,7,0,9,0,10,13,21,0,0,0,5,0,0,11,0,0,5,6,0,0,4,0,3,2,0,2,0,4,14,4,1,13,0,0,1,4,6,21,6,0,0,0,0,2,8,2,1,0,17,6,10,0,4,0,7,0,0,22,0,1,5,0,1,2,0,0,10,0,0,0,2,1,0,5,2,4,22,1,0,0,0,6,0,0,0,7,0,5,9,4,0,3,3,0,0,1,3,11,3,0,0,20,1,5,2,3
5,0,5,9,0,27,0,4,0,0,7,0,0,5,3,1,3,0,6,1,0,5,2,10,0,0,7,2,1,10,3,1,0,2,11,0,0,2,14,2,9,0,36,25,14,1,5,1,5,0,3,0,31,0,0,0,9,1,0,6,1,0,7,11,0,0,0,0,2,15,0,3,1,2,3,0,0,29,0,0,3,5,0,13,17,0,0,2,0,6,4,5,6,0,1,3,1,0,2,3,12,16,0,7,0,0,0,6,0,1,1,0,31,0,2,2,2,0,0,10,6,11,4,1,3,0,0,7,0,2,0,4,0,0,5,2,1,1,7,0,0,0,2,1,2,0,0,1,4,3,4,3
3,4,0,3,2,20,4,0,2,7,0,4,0,8,11,8,0,4,9,1,2,0,4,1,3,0,24,12,4,6,5,0,15,0,7,3,0,0,8,15,14,1,3,0,0,0,33,3,14,0,12,5,2,1,1,0,3,1,2,1,5,1,12,13,12,3,11,3,8,10,0,9,0,8,7,4,3,5,0,3,2,4,0,0,4,1,2,4,2,8,10,0,12,0,3,25,1,12,0,3,0,4,0,4,2,7,2,0,0,4,0,3,3,0,3,5,3,2,0,1,7,0,15,0,3,0,9,0,0,3,4,3,0,8,6,3,2,13,1,2,0,7,5,12,13,12,2,2,5,22,0,3
18,0,6,9,28,24,0,2,0,8,0,0,0,2,0,0,0,0,1,0,0,3,0,16,1,0,2,2,3,17,0,0,0,3,14,0,0,4,4,7,8,0,6,1,7,1,3,1,1,0,2,11,4,0,0,0,0,0,2,14,1,0,14,15,0,0,2,0,5,13,0,0,0,0,1,0,0,20,0,2,5,0,0,3,0,0,0,0,0,2,1,1,0,0,8,2,0,1,2,4,19,6,0,18,0,0,1,3,0,4,0,0,4,0,2,1,3,1,0,0,5,4,10,0,2,0,1,18,0,0,0,8,0,3,1,0,0,0,19,0,1,0,3,2,0,4,0,18,0,0,10,9
0,2,0,1,0,5,0,7,8,0,0,0,0,2,10,0,5,0,15,6,5,2,3,10,8,1,7,5,17,8,4,1,15,0,4,0,0,7,9,18,4,2,0,6,7,6,5,2,10,0,1,8,3,5,5,0,6,0,30,0,0,7,3,3,6,0,7,7,6,5,3,5,0,14,2,2,3,3,0,7,16,16,2,0,4,0,1,5,1,13,9,0,15,0,12,12,2,10,1,21,12,6,5,16,4,2,7,5,6,9,1,0,0,2,19,14,21,8,2,1,19,1,4,2,15,0,7,0,0,32,1,12,0,9,18,1,4,13,11,7,0,2,7,4,3,8,11,1,8,8,8,6
