Ant260,Ant5,Ant52,Ant65,Ant244,Ant540,Ant2,Ant6,Ant7,Ant14,Ant15,Ant19,Ant26,Ant30,Ant38,Ant60,Ant72,Ant99,Ant102,Ant148,Ant158,Ant161,Ant202,Ant209,Ant227,Ant237,Ant268,Ant311,Ant518,Ant604,Ant673,Ant0,Ant12,Ant20,Ant32,Ant35,Ant40,Ant43,Ant44,Ant50,Ant55,Ant62,Ant63,Ant96,Ant97,Ant98,Ant105,Ant112,Ant114,Ant126,Ant137,Ant140,Ant144,Ant147,Ant169,Ant170,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant210,Ant212,Ant215,Ant217,Ant219,Ant232,Ant243,Ant256,Ant257,Ant262,Ant264,Ant265,Ant289,Ant294,Ant296,Ant298,Ant301,Ant305,Ant313,Ant324,Ant332,Ant342,Ant356,Ant395,Ant398,Ant400,Ant437,Ant476,Ant492,Ant502,Ant507,Ant509,Ant552,Ant556,Ant560,Ant564,Ant575,Ant580,Ant592,Ant593,Ant599,Ant607,Ant610,Ant621,Ant632,Ant638,Ant647,Ant650,Ant665
0,11,6,0,3,0,0,18,0,0,0,6,5,1,2,11,1,6,9,1,0,0,0,1,1,4,0,0,0,0,14,10,0,0,7,3,0,0,13,2,0,5,6,1,29,37,2,0,1,1,7,8,2,1,1,18,0,9,0,1,4,21,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,4,3,0,3,1,25,1,20,0,0,2,0,9,9,1,2,30,2,6,4,0,0,1,27,0,9,0,0,0,0,0,0,48,18
8,10,1,2,19,0,8,7,4,0,6,0,10,5,8,9,8,17,1,6,0,21,0,8,6,6,0,11,15,9,0,9,0,0,7,2,0,4,7,3,4,0,7,8,7,2,1,3,8,2,20,9,10,27,10,15,1,4,0,2,9,12,2,2,2,0,5,10,0,0,7,3,3,5,7,1,8,12,10,5,6,23,8,11,2,3,0,4,4,12,4,1,3,8,10,2,7,0,4,4,3,12,12,1,11,8,0,0,0,24,3
3,3,1,0,3,0,3,4,3,0,5,10,0,2,0,9,2,1,6,0,0,2,0,0,1,7,0,4,4,2,5,10,0,2,3,0,0,0,4,12,1,1,0,5,0,4,2,0,3,3,8,2,5,6,10,4,0,0,0,0,1,15,3,0,2,0,1,21,0,0,2,3,0,0,1,0,6,4,3,3,2,2,7,1,2,0,2,5,5,3,1,0,0,17,19,4,3,1,5,6,1,15,1,0,0,4,0,0,0,6,1
2,9,0,12,23,0,17,2,12,0,1,5,2,0,4,16,1,1,5,11,0,14,0,1,4,2,4,7,3,4,3,43,0,0,7,3,0,2,5,12,2,0,26,12,4,1,0,11,8,5,2,5,22,5,3,12,9,23,0,2,6,16,5,0,1,0,8,6,0,0,15,6,0,2,5,0,9,10,3,7,8,7,6,14,0,9,3,6,10,17,7,0,0,6,11,8,4,6,6,4,5,6,4,3,20,15,0,0,0,16,4
0,7,2,0,2,0,5,6,2,2,2,8,0,4,0,10,0,0,4,9,0,1,0,3,6,0,2,0,0,0,0,5,0,0,0,1,0,0,3,0,4,6,8,2,10,5,1,0,5,1,0,0,5,1,19,4,3,11,0,3,6,9,11,0,0,0,2,6,0,0,1,1,0,0,0,0,1,4,5,0,1,1,0,1,4,0,0,5,0,3,6,1,0,4,1,0,4,5,0,3,3,6,4,0,2,17,0,0,0,53,4
0,4,3,0,2,0,0,0,2,0,11,9,9,16,10,0,0,7,14,4,0,3,0,3,2,3,1,1,1,1,3,6,0,0,9,0,0,0,10,1,0,10,5,10,2,2,9,0,4,1,0,5,12,5,1,1,2,9,0,1,0,16,1,0,0,0,3,0,0,0,8,0,0,0,3,0,2,5,2,0,8,3,13,7,18,0,0,10,2,12,2,0,0,3,5,2,4,0,0,1,6,3,2,0,2,1,0,0,0,31,3
2,1,0,6,1,7,5,1,11,26,1,8,2,1,0,0,0,0,1,0,11,1,13,0,8,7,54,6,17,19,1,3,69,5,0,8,1,25,0,1,15,0,1,1,0,11,0,1,1,21,3,1,0,1,17,1,2,1,17,31,18,0,9,36,42,39,0,10,24,11,0,6,5,5,12,18,5,0,0,5,1,2,2,2,0,2,20,0,2,0,0,6,60,0,3,0,3,6,2,14,1,8,7,23,5,6,2,22,0,1,0
7,4,2,0,4,0,1,8,6,0,6,17,1,1,0,7,0,0,7,2,0,0,0,0,0,0,1,3,3,3,4,25,0,0,0,0,0,0,2,6,0,3,2,11,14,12,1,3,1,1,0,1,0,5,2,19,0,1,0,0,1,14,17,0,1,0,7,20,0,0,0,1,1,2,4,1,5,3,0,0,10,3,14,7,6,1,0,7,2,10,1,0,0,14,0,10,1,1,2,7,0,3,17,4,1,2,0,0,0,1,3
1,16,5,2,20,0,2,4,1,0,9,1,6,5,4,14,1,7,0,6,1,2,0,9,2,8,1,3,5,0,7,5,0,0,15,0,0,0,10,1,4,2,4,8,1,8,1,3,11,0,4,20,7,4,3,11,1,15,0,8,0,6,1,0,0,0,4,0,0,0,15,0,0,1,0,0,2,6,6,1,17,1,12,3,17,4,0,1,1,6,9,0,0,1,0,2,4,0,3,1,2,6,2,0,1,1,0,0,0,14,6
4,8,4,0,12,0,3,10,0,0,1,6,0,11,9,4,0,2,6,0,0,0,0,0,0,3,0,1,0,0,22,4,0,0,0,6,0,1,59,6,1,7,7,8,0,6,36,4,0,0,5,4,7,0,8,5,0,1,0,0,2,18,5,0,0,0,5,1,0,0,3,1,0,0,0,1,0,5,4,0,10,1,6,4,7,1,0,1,1,23,1,1,1,6,1,25,2,1,3,1,3,0,0,0,1,3,0,0,0,17,3
7,0,0,0,0,43,0,1,0,16,0,0,0,0,0,0,11,0,1,0,0,0,2,0,0,0,13,16,3,0,0,0,1,8,0,0,9,2,0,2,7,0,0,0,0,0,0,0,0,19,0,0,0,0,0,2,0,0,13,3,0,0,0,5,184,10,0,1,6,13,1,1,7,11,2,11,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,6,17,0,0,1,0,27,0,1,0,1,0,8,0,2,0,0,0,0,0
5,9,0,4,18,0,5,7,5,1,0,21,2,14,1,3,1,0,2,0,0,0,0,0,8,0,0,7,0,1,1,8,0,0,0,0,0,1,10,0,2,0,1,1,4,5,8,6,3,2,1,6,7,7,1,0,0,13,0,1,2,9,11,0,0,0,15,3,0,0,5,1,0,0,0,0,0,10,7,2,6,3,4,9,0,5,2,2,0,8,1,1,8,5,0,5,3,1,2,2,0,0,0,1,4,2,0,0,0,1,0
7,0,0,0,0,25,0,0,0,11,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,65,0,3,0,0,0,13,15,0,0,9,7,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,12,64,18,0,0,6,2,0,0,8,3,26,18,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,34,0,0,0,0,4,0,10,0,0,0,28,0,0,5,9,0,0,0
0,7,9,0,8,0,2,5,1,0,1,8,0,1,3,3,0,0,9,0,0,0,0,0,0,8,0,0,0,0,3,5,0,0,13,0,0,0,14,12,0,4,4,3,3,35,29,1,2,2,3,4,1,4,3,8,0,3,0,0,0,25,1,0,0,0,4,4,0,0,0,0,0,1,1,0,2,3,30,0,2,1,1,1,0,2,0,10,1,5,22,0,0,9,1,27,0,0,1,0,8,2,1,0,0,3,0,0,0,8,2
13,2,1,4,10,0,8,1,17,1,1,6,1,4,6,2,8,0,2,0,0,8,0,0,0,0,0,16,7,9,0,3,0,0,0,13,0,1,0,3,1,3,0,3,2,0,3,16,0,6,0,2,7,6,6,5,2,2,3,7,13,4,8,0,0,0,2,10,0,0,3,7,6,1,2,0,7,0,2,21,4,24,2,28,4,14,1,0,10,8,6,9,5,2,6,3,1,0,17,14,0,15,0,2,17,20,0,0,0,3,2
5,2,6,0,0,0,1,38,4,0,4,6,7,2,0,3,7,0,8,3,0,0,0,8,0,0,2,10,11,0,17,0,0,0,4,2,0,1,33,15,0,7,10,6,0,24,5,2,0,4,12,0,1,5,0,8,0,1,0,7,0,0,11,1,3,0,0,9,0,0,0,1,0,2,1,0,0,1,7,0,1,5,11,0,13,0,2,7,8,4,0,0,1,30,5,7,9,0,0,0,3,9,4,0,0,3,0,0,0,10,0
4,1,0,4,0,6,1,0,1,26,0,0,0,4,2,1,54,1,1,0,13,0,65,0,0,2,0,14,0,8,0,3,38,33,0,1,14,14,1,0,10,1,0,1,0,2,0,0,0,26,0,3,1,0,1,3,0,0,13,20,15,0,5,25,51,50,0,21,18,27,5,1,10,9,14,14,1,0,1,0,0,2,0,0,0,0,13,0,4,0,0,5,9,1,0,1,4,56,0,5,0,5,0,29,5,6,4,45,0,0,1
7,1,0,2,1,6,13,5,19,10,0,11,4,7,0,1,6,3,3,1,16,7,0,0,16,10,14,0,31,11,10,8,0,3,0,4,1,5,1,0,10,2,2,11,3,2,0,11,1,28,1,6,2,5,7,22,12,9,3,1,31,2,10,1,16,1,4,24,4,0,6,0,8,1,18,3,4,0,6,7,10,16,4,4,4,2,27,2,2,6,2,3,20,6,4,1,1,2,9,12,2,19,3,2,17,35,5,0,0,4,0
12,4,0,3,0,11,2,11,19,12,0,15,4,3,0,1,17,3,5,0,3,0,3,0,7,11,0,31,0,17,2,0,6,3,1,6,3,4,0,1,10,1,0,8,0,3,0,5,2,15,2,1,9,4,7,14,9,5,16,7,31,0,9,9,12,4,4,18,5,2,0,6,5,21,7,10,1,0,1,8,2,16,2,2,0,9,9,0,3,1,4,0,21,1,2,0,2,2,8,18,0,10,4,11,18,7,3,9,0,1,0
5,1,0,6,0,0,6,3,13,7,0,9,2,4,0,1,19,3,0,0,0,1,0,0,9,0,8,11,17,0,1,1,0,3,0,11,0,12,1,6,19,0,1,1,1,11,0,5,0,48,0,1,3,1,10,8,15,4,2,0,44,1,12,2,12,4,1,21,0,0,3,12,5,7,31,14,2,1,0,4,1,1,0,2,2,3,15,1,7,0,0,0,11,0,0,1,9,2,2,10,0,1,2,2,7,78,2,0,0,2,1
2,0,0,6,6,0,0,7,2,0,14,0,5,3,0,3,1,4,7,22,0,1,0,3,0,17,0,10,2,1,0,4,0,0,12,1,0,0,21,12,1,6,5,3,5,17,20,0,1,2,48,4,3,0,1,6,0,12,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,22,0,0,3,12,2,7,1,0,6,0,1,8,0,2,28,9,25,1,0,1,1,1,3,3,0,0,1,0,0,3,4,0
8,12,12,12,25,0,5,5,8,0,10,9,10,43,5,6,3,25,5,4,0,8,0,5,3,0,3,8,0,1,4,0,0,0,3,0,0,0,4,1,1,10,0,9,7,17,3,0,2,2,1,4,22,32,10,5,5,11,0,1,0,23,7,0,1,0,19,20,0,0,14,3,0,1,1,2,0,17,39,0,6,7,38,15,35,2,2,16,2,1,5,0,0,2,9,23,8,2,9,3,8,36,4,3,0,2,0,0,0,8,29
7,0,0,0,0,7,0,0,0,26,0,0,0,0,0,0,69,0,0,0,1,0,13,0,0,0,38,0,6,0,0,0,0,13,0,0,2,56,0,0,41,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,11,13,0,0,0,40,81,33,0,0,29,9,0,0,15,2,9,99,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,2,7,0,0,0,0,10,0,0,0,0,0,52,0,0,10,24,0,0,0
9,0,0,0,0,23,0,1,3,34,0,0,2,0,0,0,5,0,0,0,8,0,15,0,0,0,33,3,3,3,0,0,13,0,0,0,6,14,0,0,16,1,0,0,2,1,0,0,0,11,0,0,0,0,0,1,0,0,3,7,0,0,0,14,68,5,3,8,31,6,0,1,12,2,3,12,3,0,0,1,0,0,0,0,0,0,25,0,0,0,0,1,35,0,0,0,0,10,0,1,0,3,0,7,0,7,0,17,0,0,0
1,16,8,0,7,0,0,10,0,0,7,7,3,7,0,9,0,0,15,0,0,0,0,13,0,4,0,0,1,0,12,3,0,0,0,3,0,0,8,11,0,10,23,0,5,14,15,4,0,2,12,3,0,1,1,23,1,8,0,1,0,11,1,0,2,0,6,8,0,0,0,0,0,1,0,2,0,20,4,1,1,0,23,0,15,0,0,8,4,0,8,3,1,10,6,14,0,3,0,4,0,3,4,0,1,5,0,0,0,13,15
1,0,0,3,0,0,4,7,10,5,3,2,0,3,1,0,8,0,0,6,0,0,0,0,13,2,1,4,6,11,1,0,0,0,3,0,0,10,1,2,8,0,0,3,0,0,0,4,0,9,1,21,0,2,0,1,10,0,0,0,4,2,7,2,5,0,2,11,0,0,1,16,0,7,7,1,3,1,3,8,2,0,3,6,0,3,12,0,1,1,3,1,18,4,0,3,1,4,4,10,0,12,7,7,2,29,0,0,0,0,1
3,0,0,0,0,25,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,9,0,0,0,14,1,3,0,0,0,2,6,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,3,34,0,0,0,4,0,0,0,4,0,6,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,21,0,0,0,0,8,0,4,0,0,0,2,0,0,0,3,0,0,0
2,1,0,6,1,24,3,6,5,23,0,4,0,2,0,0,25,0,0,1,2,1,7,0,1,1,14,5,4,12,0,0,56,14,0,10,1,0,0,3,13,0,0,1,0,1,0,2,0,4,0,1,2,1,0,2,1,0,11,7,3,0,4,35,68,34,1,2,37,36,1,9,4,7,8,24,0,0,0,5,3,0,2,0,0,5,6,0,4,0,0,1,19,0,0,0,2,3,1,5,0,2,0,25,4,9,3,23,0,0,0
0,9,0,0,14,0,11,12,3,0,13,7,4,5,3,10,0,2,10,59,0,10,0,14,0,33,1,1,0,1,21,4,0,0,8,1,0,0,0,9,1,9,1,4,12,34,25,2,10,0,22,6,12,3,8,1,2,1,4,2,0,8,9,2,1,0,0,3,0,0,3,0,0,3,1,0,0,32,12,0,8,2,31,12,12,3,2,15,1,20,1,1,0,6,4,9,12,2,4,1,30,3,7,0,7,1,0,0,0,14,1
7,3,0,0,0,0,1,3,0,1,2,3,12,12,0,1,1,6,1,6,2,0,0,12,3,15,0,0,1,6,12,1,0,0,11,2,0,3,9,0,2,14,1,2,4,16,9,2,1,3,4,12,14,7,1,5,2,10,0,1,1,23,1,0,1,0,0,16,0,0,3,1,0,1,3,2,0,0,17,0,3,4,18,4,3,1,1,9,0,11,5,1,0,12,3,27,4,0,3,10,7,18,4,0,3,8,0,0,0,0,16
1,0,0,0,1,11,5,2,3,16,0,4,1,2,4,0,15,0,4,1,7,2,13,0,1,0,10,10,10,19,1,1,41,16,0,8,5,13,1,2,0,1,0,6,1,1,0,1,0,11,1,5,0,0,3,4,1,0,1,15,16,0,7,10,17,18,5,13,11,6,2,9,5,10,12,12,1,1,1,0,1,2,0,0,1,0,6,0,9,0,0,4,10,0,2,3,1,15,1,8,0,0,5,9,0,36,2,21,0,1,0
0,5,11,0,6,0,0,6,3,0,5,0,1,0,6,10,0,3,2,7,0,0,0,4,3,7,1,2,1,0,6,10,0,1,10,0,0,0,9,14,1,0,2,0,11,12,22,0,4,1,0,11,3,7,0,9,1,9,0,2,1,19,3,0,1,0,5,1,0,0,2,0,0,1,0,0,1,6,28,0,2,0,8,4,10,0,2,11,1,1,10,0,0,7,13,4,13,0,1,1,12,2,5,0,7,6,0,0,0,22,13
2,11,2,0,17,0,0,4,1,0,6,7,0,26,8,5,1,2,4,7,0,1,0,4,0,10,0,2,0,1,5,0,0,0,23,0,0,0,1,1,0,2,0,6,1,4,7,2,0,2,9,13,11,1,2,5,4,25,0,1,3,4,7,1,1,0,1,3,0,0,6,2,0,0,0,1,9,12,0,0,14,2,0,0,9,0,0,5,4,22,16,1,0,1,6,0,6,1,11,0,0,1,8,0,4,2,0,0,0,28,7
4,9,10,1,4,0,1,3,2,0,1,8,5,12,2,10,1,11,8,8,0,1,0,3,3,6,1,11,8,1,3,9,0,0,0,3,0,1,4,2,6,0,6,0,2,2,0,4,2,0,0,21,7,21,5,23,0,21,1,0,7,18,11,0,4,0,0,0,0,0,4,3,0,0,2,0,9,8,2,0,3,3,1,3,26,0,0,8,1,3,6,0,0,0,5,0,3,0,9,2,0,9,3,8,0,15,0,0,0,1,0
7,2,1,0,3,0,4,10,1,0,29,7,0,4,10,2,0,14,1,0,0,4,0,3,2,0,0,3,0,1,5,7,0,2,5,0,0,0,12,4,1,11,1,2,0,26,9,1,0,5,1,8,1,3,4,22,2,10,0,1,4,5,0,1,0,0,0,8,0,0,1,0,1,0,0,0,0,7,11,0,0,2,2,1,7,0,0,0,4,9,6,1,6,16,0,17,1,0,3,5,1,7,15,0,1,15,0,0,2,1,15
3,9,4,0,7,0,1,23,4,0,37,2,4,1,5,2,11,12,8,6,0,5,0,35,0,24,2,2,3,11,17,17,0,1,14,0,0,1,34,16,1,12,4,2,26,0,10,3,3,14,8,12,1,4,1,13,1,10,0,1,6,11,1,1,1,1,5,8,0,0,0,1,1,1,1,0,1,10,39,0,7,3,19,0,9,0,0,3,9,1,3,0,9,26,1,12,9,2,2,2,7,13,11,0,3,6,0,0,0,18,2
0,2,0,0,0,0,1,7,0,0,2,1,2,0,1,9,0,1,1,36,0,8,0,29,3,5,0,0,0,0,20,3,0,0,15,0,0,0,25,9,0,22,7,0,9,10,0,0,0,2,11,0,0,1,0,8,0,6,0,0,0,7,4,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,15,0,0,0,12,0,17,0,0,4,0,8,4,0,1,20,0,9,3,0,0,0,79,5,5,0,0,0,0,0,0,0,4
1,1,0,9,2,0,7,4,11,0,0,3,0,11,0,0,1,3,3,4,0,6,0,1,16,2,0,11,5,5,0,0,0,0,4,4,0,2,2,2,1,0,2,4,1,3,0,0,0,11,0,0,3,8,1,0,14,4,0,11,6,3,20,0,2,0,0,5,0,0,4,3,0,5,3,1,4,2,1,14,12,1,0,1,5,14,5,0,8,13,2,3,0,0,0,2,4,3,7,17,0,10,0,0,14,13,0,0,0,4,0
7,8,1,1,3,0,1,0,5,0,1,8,3,8,5,4,1,1,11,0,0,3,0,2,0,0,0,1,2,0,1,2,0,0,0,0,0,0,10,1,0,4,0,2,0,3,0,0,0,1,0,0,38,13,3,0,0,14,0,0,0,6,0,0,0,0,2,2,0,0,0,0,0,0,0,1,3,4,0,0,3,4,12,29,1,0,0,1,6,4,1,0,0,2,3,1,0,0,4,2,0,2,0,0,1,1,0,0,0,1,0
6,4,0,4,2,14,15,8,5,11,1,2,3,5,1,1,21,1,0,0,19,2,9,2,6,4,26,28,15,48,2,2,23,11,2,9,1,4,0,3,11,1,2,0,5,14,2,11,1,0,0,7,0,10,3,4,7,1,24,4,42,4,8,30,71,6,2,31,24,11,2,4,5,2,32,7,1,2,0,5,1,5,1,3,2,5,11,3,6,0,5,5,40,1,1,1,6,5,3,11,0,16,4,18,16,88,1,16,0,2,2
1,3,1,0,0,0,1,5,1,0,7,20,8,2,0,0,3,0,4,5,0,1,0,3,0,12,0,1,2,0,48,1,0,0,12,1,0,0,22,4,1,0,9,0,1,8,11,0,0,0,0,0,0,7,0,18,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,44,0,11,0,0,2,1,5,3,0,28,11,1,32,1,0,0,1,0,4,12,0,0,0,0,0,0,11,0
1,4,2,0,1,0,3,0,2,1,8,9,2,5,0,5,1,1,20,4,0,6,0,4,2,0,3,6,1,1,4,4,0,0,3,21,0,1,6,12,5,11,13,21,8,12,0,0,0,7,0,0,0,0,4,19,1,14,0,3,2,16,10,0,3,0,2,16,0,0,1,7,1,0,0,0,3,4,4,0,2,3,2,7,9,3,0,0,1,25,12,0,1,7,9,2,15,0,3,1,0,4,15,0,0,16,0,0,0,31,1
4,5,0,4,18,0,4,1,1,0,2,10,5,22,5,12,0,0,7,7,0,7,0,1,7,1,1,2,9,3,3,22,0,0,0,0,0,2,12,14,0,3,11,7,1,1,0,3,38,0,0,0,0,15,16,2,1,19,0,2,0,27,14,0,1,0,1,2,0,0,26,1,1,1,1,0,10,11,0,0,23,3,5,31,0,6,1,14,10,11,5,0,0,3,2,5,3,5,5,0,0,4,2,2,7,9,0,0,0,2,2
7,9,0,4,3,0,1,4,2,0,1,27,6,5,1,5,1,5,4,0,0,7,0,4,6,5,0,5,4,1,0,32,0,0,1,2,0,1,3,7,0,7,1,21,3,4,1,8,13,10,7,0,15,0,3,25,0,32,0,0,8,18,2,2,0,0,1,9,0,0,7,3,0,0,2,0,4,3,6,1,14,2,31,6,8,0,1,2,9,5,1,1,1,2,0,2,5,0,6,2,3,16,20,3,2,3,0,0,0,7,1
0,28,1,7,7,0,2,3,3,0,1,10,10,3,19,1,17,2,3,8,0,1,0,3,6,0,1,7,7,10,1,10,0,0,1,0,0,0,8,1,3,0,2,5,4,1,0,1,3,3,0,4,16,3,0,17,1,2,0,6,4,2,1,0,2,0,5,1,0,0,8,5,1,0,0,0,3,9,0,1,6,11,6,2,2,1,4,3,1,9,3,0,2,11,4,8,3,1,3,9,0,2,7,1,8,4,0,0,0,6,2
5,4,0,0,7,0,4,32,0,0,18,15,4,12,4,1,1,19,11,5,2,0,0,8,5,8,3,22,14,8,6,5,0,1,23,1,0,2,1,5,4,9,5,23,22,13,8,0,0,4,18,19,2,25,17,0,3,16,4,1,15,3,2,0,9,0,7,4,0,0,4,3,0,0,5,1,2,4,15,5,3,16,13,2,4,3,6,7,0,3,9,0,2,17,5,20,7,1,3,12,15,36,18,0,2,16,0,0,0,10,23
4,1,0,6,1,0,5,2,3,3,0,1,0,9,3,2,2,0,1,0,0,0,0,0,2,0,0,12,9,15,0,5,0,0,1,10,0,1,2,2,1,1,4,0,2,1,0,14,0,7,0,1,1,0,1,3,0,2,1,0,0,1,4,4,0,0,1,7,0,0,1,6,1,2,12,0,3,2,0,7,13,0,2,7,0,4,25,3,10,0,4,2,6,0,2,0,0,0,7,6,0,2,0,0,2,7,0,0,0,3,0
5,27,2,0,11,0,11,0,2,0,9,4,0,23,11,9,1,1,15,1,0,13,0,3,2,1,0,9,5,4,12,11,0,0,8,0,0,0,1,10,0,9,25,21,10,10,6,4,14,1,2,14,19,32,2,16,2,0,0,6,5,35,4,0,2,0,6,5,0,0,4,2,0,1,4,0,12,2,1,4,9,0,15,16,21,2,0,5,4,24,4,0,0,19,10,2,7,0,2,0,1,7,11,0,5,5,0,0,0,4,18
