Ant57,Ant260,Ant52,Ant397,Ant929,Ant6,Ant7,Ant9,Ant14,Ant19,Ant24,Ant26,Ant30,Ant60,Ant64,Ant74,Ant158,Ant161,Ant196,Ant202,Ant209,Ant227,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant673,Ant740,Ant838,Ant954,Ant0,Ant1,Ant12,Ant13,Ant20,Ant23,Ant27,Ant29,Ant42,Ant48,Ant49,Ant51,Ant54,Ant55,Ant62,Ant66,Ant68,Ant70,Ant80,Ant91,Ant96,Ant97,Ant98,Ant109,Ant113,Ant118,Ant120,Ant124,Ant126,Ant131,Ant135,Ant137,Ant140,Ant144,Ant147,Ant149,Ant159,Ant169,Ant170,Ant174,Ant175,Ant190,Ant195,Ant206,Ant210,Ant229,Ant232,Ant242,Ant257,Ant261,Ant262,Ant263,Ant264,Ant289,Ant296,Ant299,Ant301,Ant313,Ant326,Ant331,Ant332,Ant353,Ant356,Ant376,Ant380,Ant387,Ant391,Ant395,Ant433,Ant458,Ant492,Ant501,Ant507,Ant509,Ant530,Ant576,Ant592,Ant593,Ant607,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
0,16,0,22,0,14,0,0,3,0,0,0,0,5,0,0,0,0,3,3,1,5,9,0,2,0,3,1,2,21,0,11,0,13,0,0,7,4,2,0,23,3,8,0,1,2,0,10,1,3,0,2,0,0,0,0,9,0,1,0,1,0,6,0,0,9,5,7,2,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,3,7,8,0,0,0,2,14,0,3,5,1,9,1,16,0,0,0,0,0,10,0,0,6,8,0,0,0,0,2
7,3,1,0,8,0,3,15,12,0,0,0,0,1,8,2,2,4,2,0,4,11,1,0,0,0,5,28,6,0,11,1,2,1,1,1,1,0,16,3,0,0,0,2,8,1,117,1,0,1,24,9,5,6,9,40,0,0,53,3,0,5,5,8,4,0,0,1,3,3,11,20,0,1,0,46,3,7,20,20,0,3,5,21,12,3,0,5,4,1,1,0,0,0,2,0,0,4,8,5,0,7,0,0,9,14,6,7,0,16,0,0,0,9,9,1,5,0
0,23,0,20,0,5,10,0,0,0,0,0,0,22,0,0,0,0,17,11,0,3,0,0,0,0,0,0,0,0,1,0,0,25,0,0,1,13,0,4,2,22,3,1,0,3,0,0,0,0,0,1,2,0,0,0,9,29,0,1,0,0,4,1,0,0,24,22,1,15,0,1,5,0,26,0,0,0,1,2,15,0,0,0,0,0,1,0,3,18,3,8,1,0,0,1,0,0,0,0,2,0,4,4,0,1,0,0,7,0,29,1,1,0,1,5,0,0
0,47,0,25,0,8,7,0,1,1,5,1,22,0,0,0,0,0,9,34,1,3,1,0,0,0,2,0,0,6,1,7,0,40,1,4,6,6,0,4,20,25,35,1,0,12,0,11,0,2,0,9,0,0,0,0,29,24,1,4,5,0,9,4,0,7,11,12,2,10,1,0,20,0,8,3,0,0,6,0,6,0,0,0,2,4,3,0,12,10,10,9,5,16,0,12,0,0,1,2,6,0,16,12,0,0,1,0,15,0,38,4,1,3,2,10,5,0
9,1,3,0,2,1,0,25,2,4,0,8,0,0,0,3,35,6,1,0,2,1,2,5,9,2,1,37,17,2,10,1,0,1,14,8,1,0,31,11,1,0,0,5,16,0,7,3,4,1,10,7,25,7,16,19,4,0,6,5,2,7,0,4,4,0,0,0,4,1,27,4,0,2,0,23,12,2,11,18,0,19,4,5,10,12,2,6,11,0,0,3,7,0,3,1,0,2,4,3,2,9,0,0,6,0,5,8,0,22,0,2,3,12,24,0,22,9
0,0,0,0,5,0,0,19,1,0,0,2,0,0,3,0,6,16,0,0,0,0,0,0,0,0,8,18,7,0,0,0,0,0,0,1,0,0,2,0,0,0,0,44,8,1,2,0,0,0,4,0,2,4,32,3,1,0,18,6,0,13,0,8,2,0,0,0,0,1,1,0,0,1,0,1,13,0,1,3,0,20,3,8,9,0,0,26,2,6,2,0,0,0,53,0,0,0,0,1,3,8,0,1,2,18,26,1,0,8,0,1,0,0,19,0,0,0
6,6,1,0,6,1,0,0,1,18,0,2,0,0,35,6,0,5,3,0,0,0,5,2,5,0,1,34,4,0,6,0,1,6,9,12,0,0,11,0,1,0,0,28,6,1,21,1,14,0,4,9,5,20,7,4,2,0,1,0,0,3,3,3,10,1,2,0,9,1,22,0,0,0,0,10,0,4,6,20,0,13,1,13,7,0,2,23,4,5,2,0,0,3,3,0,0,2,1,4,2,7,0,0,3,16,19,4,1,7,0,4,7,2,9,0,10,12
3,2,6,2,5,0,0,5,0,2,0,4,0,0,6,16,5,0,0,0,16,2,0,8,0,13,4,4,15,1,4,8,1,1,2,0,1,1,12,11,0,2,1,16,20,0,33,0,4,8,3,3,10,2,19,0,0,0,11,1,0,2,1,1,26,0,0,0,10,1,8,1,0,2,0,5,1,0,3,4,0,5,0,37,0,18,1,0,3,1,0,0,8,0,2,1,0,2,3,7,6,2,0,0,5,6,3,16,0,13,0,1,1,6,3,0,8,3
1,31,1,11,0,14,19,0,10,1,3,2,17,9,1,0,3,0,0,37,4,8,7,5,2,3,14,2,1,11,2,16,0,31,5,2,6,9,1,10,11,26,27,0,1,40,1,30,2,10,0,5,2,5,0,0,18,12,0,14,3,0,25,19,0,16,7,11,11,9,3,5,10,1,8,1,4,0,1,1,14,1,0,0,0,2,7,2,17,19,13,20,17,7,1,17,0,2,2,1,3,3,12,7,2,0,6,3,28,3,10,21,30,0,1,13,4,0
0,24,0,19,0,9,1,0,1,1,3,0,11,34,0,0,0,0,37,0,2,5,6,4,0,1,13,1,3,12,1,6,0,26,3,2,2,5,0,3,8,22,8,0,1,5,0,3,0,6,1,4,1,0,0,0,22,8,0,2,1,0,14,6,0,6,3,11,7,14,1,3,12,0,11,0,0,2,1,0,3,0,1,0,0,4,2,0,15,9,2,8,7,6,0,11,0,1,4,0,12,0,65,1,0,0,0,0,6,0,7,11,10,3,1,1,11,0
2,1,3,2,5,2,0,1,0,13,1,4,0,1,2,0,0,16,4,2,0,0,0,3,11,17,5,2,4,4,8,9,0,1,2,0,0,1,9,2,0,1,1,6,10,1,1,4,3,1,6,22,8,26,2,0,0,1,11,0,0,0,1,4,2,0,0,0,3,1,3,96,9,2,0,6,0,6,5,8,0,2,3,34,4,1,0,1,0,4,0,0,3,4,12,0,0,1,17,0,5,6,2,0,0,4,2,1,1,5,0,2,1,15,15,2,3,5
4,24,0,8,12,7,4,0,30,4,5,11,3,3,1,0,0,2,8,5,0,0,7,3,9,13,9,0,1,8,6,12,0,17,16,2,21,4,2,9,13,14,2,3,13,4,0,2,6,6,0,14,18,5,1,8,15,0,0,13,2,2,5,16,5,21,10,2,23,3,7,3,25,2,0,6,4,4,10,3,1,0,6,0,14,0,6,0,13,9,19,0,15,8,5,7,1,20,5,1,2,6,4,0,0,12,11,3,6,12,2,7,7,22,4,5,18,0
18,24,0,6,6,4,0,0,3,1,9,1,0,1,2,0,5,0,7,6,0,7,0,2,20,1,4,2,0,12,1,16,0,27,3,15,2,1,1,5,3,6,1,7,8,5,0,12,7,16,0,4,0,2,0,0,7,1,5,15,0,3,2,0,0,1,4,11,7,3,8,0,2,1,0,1,7,4,5,6,9,0,9,6,3,1,9,3,7,7,4,2,3,7,0,1,0,5,4,0,6,0,2,0,0,8,5,5,3,1,0,14,20,4,2,5,23,4
3,14,1,3,0,4,2,4,3,6,0,0,0,0,5,0,2,8,5,4,3,3,2,0,37,12,2,8,5,5,8,17,2,5,14,1,2,9,0,29,1,4,5,7,6,3,0,6,6,11,13,17,1,7,2,0,5,3,0,0,4,1,5,3,1,6,3,8,15,2,4,18,0,0,0,3,5,0,4,4,6,0,6,3,17,2,19,0,12,3,5,2,12,10,2,2,0,7,2,2,4,0,18,0,0,17,9,0,0,15,0,8,9,7,4,2,17,6
9,11,0,0,5,0,0,3,1,7,2,0,0,0,9,0,5,0,2,0,11,9,20,37,0,7,0,6,4,4,1,9,2,7,12,16,3,1,9,5,1,7,0,3,12,1,0,1,2,2,11,13,8,14,24,1,2,0,2,0,11,1,2,5,3,0,2,7,37,0,6,11,0,3,0,8,9,5,2,1,0,3,9,0,0,2,5,6,1,0,1,1,5,2,3,1,0,8,20,3,1,9,3,0,0,5,5,8,0,3,0,2,7,7,2,0,32,2
4,5,2,0,3,1,0,2,4,4,0,0,0,0,2,0,0,13,3,1,17,13,1,12,7,0,21,7,3,3,13,7,1,7,12,4,0,1,50,17,3,5,0,7,2,1,0,0,15,4,5,12,11,17,1,7,3,0,2,2,2,8,0,1,8,3,0,4,2,2,12,1,2,0,0,14,2,1,3,8,0,3,1,0,3,9,5,0,8,2,1,2,0,0,5,0,0,5,3,5,5,0,1,0,3,0,36,11,2,8,0,9,3,2,1,1,12,20
11,15,1,4,5,2,0,3,7,3,3,5,0,2,1,8,1,4,14,13,5,9,4,2,0,21,0,3,3,6,4,4,0,10,13,8,1,1,11,7,0,4,1,2,0,0,4,6,2,5,1,5,3,6,31,13,0,7,2,2,4,3,7,5,1,0,7,7,21,0,2,24,5,6,0,7,12,4,1,1,0,6,0,1,6,7,4,5,5,10,12,4,6,2,1,6,0,0,6,8,16,20,0,0,2,1,8,0,9,33,0,5,2,1,1,1,9,14
33,2,1,2,6,2,0,26,2,1,1,28,0,0,37,18,34,4,2,1,2,0,2,8,6,7,3,0,14,2,23,3,2,0,10,6,1,2,6,7,0,3,0,4,9,0,2,1,7,3,15,10,10,25,27,18,9,0,12,4,0,7,4,9,16,1,0,1,8,4,30,8,0,0,0,5,10,4,10,22,0,6,2,3,20,2,4,11,3,3,3,0,2,4,6,3,0,0,1,5,5,9,0,0,2,24,14,1,1,11,0,11,4,4,14,0,23,6
4,0,7,1,9,1,0,9,1,5,2,6,0,0,17,7,4,15,1,3,4,1,0,5,4,3,3,14,0,3,1,0,8,2,11,4,3,2,35,10,0,1,0,5,10,4,14,0,8,0,11,5,8,25,16,18,1,0,5,0,0,14,0,6,2,1,0,0,14,0,1,31,0,28,0,3,3,8,9,2,0,8,4,0,14,7,17,18,1,2,1,0,0,0,2,0,0,2,1,12,0,3,1,0,8,8,5,12,1,29,0,1,8,3,8,0,6,15
0,9,0,14,0,6,0,2,7,2,21,0,0,6,2,0,0,1,11,12,4,8,12,5,4,3,6,2,3,0,5,23,0,3,1,1,19,5,6,33,10,5,14,0,1,11,0,4,3,15,1,5,3,3,1,0,2,0,0,8,1,0,11,9,1,3,1,3,18,1,0,2,2,2,0,16,0,12,1,0,0,0,10,6,2,2,2,2,7,17,13,2,7,2,0,17,0,8,4,3,2,1,7,0,0,25,2,2,11,4,0,6,13,6,2,3,13,2
6,5,0,1,10,4,0,3,3,8,0,11,1,1,10,0,6,4,2,1,8,6,1,8,1,13,4,23,1,5,0,2,0,0,1,1,5,3,9,12,8,4,3,10,3,1,3,7,2,4,2,9,12,19,2,2,2,1,1,6,1,5,0,12,3,6,0,0,0,2,8,0,1,8,0,11,5,5,4,10,0,10,2,0,6,2,6,4,2,2,0,0,6,8,6,2,0,4,4,3,10,7,0,0,0,6,0,2,1,5,0,9,3,13,10,1,8,3
3,26,3,22,2,10,21,2,17,10,11,1,0,7,1,0,0,8,16,6,9,12,16,17,9,7,4,3,0,23,2,0,1,8,9,9,12,18,4,29,18,28,17,2,2,9,0,5,10,20,4,11,8,7,0,0,10,3,0,19,7,1,22,7,1,14,5,3,39,8,9,1,22,2,0,7,3,6,7,7,4,0,3,1,2,3,19,1,20,20,11,1,15,23,0,21,0,18,6,0,13,6,38,0,1,1,6,1,5,11,0,11,36,8,3,4,15,3
12,0,1,0,5,0,0,1,1,11,0,2,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,2,8,0,0,1,0,0,1,1,0,1,1,0,2,1,0,1,3,0,0,0,0,0,62,3,3,2,5,0,0,0,4,0,0,6,0,0,6,0,0,1,2,0,0,8,0,0,0,4,1,0,1,2,0,6,0,4,0,0,0,2,2,4,1,0,1,0,1,0,0,0,0,0,0,4,1,0,5,1,11,2,0,5,0,0,0,0,4,1,3,0
2,113,0,15,1,46,60,0,8,0,13,1,25,40,1,0,6,1,31,26,1,17,27,5,7,7,10,0,2,3,0,8,0,0,4,5,6,51,5,4,43,50,26,2,3,24,1,13,0,4,2,8,0,23,0,0,61,54,0,7,3,4,16,7,0,5,151,105,25,52,3,2,19,0,120,9,0,1,2,1,26,0,3,0,0,4,23,4,33,25,41,12,10,36,0,10,0,4,0,3,5,0,11,13,0,0,0,3,27,1,44,20,73,0,1,8,12,1
13,4,7,0,5,0,0,21,4,3,0,1,0,1,14,0,9,2,5,3,2,16,3,14,12,12,13,10,11,1,1,9,1,4,0,11,2,1,7,8,0,3,1,5,12,3,2,1,12,14,20,5,9,20,5,10,4,0,4,3,0,2,0,5,5,4,1,5,5,1,2,5,0,5,0,17,2,10,5,10,0,1,8,0,10,8,4,10,2,5,4,0,3,2,4,1,0,0,6,5,4,2,1,0,7,1,6,12,0,2,0,6,7,8,15,0,5,4
6,4,1,7,8,1,0,0,4,1,0,1,0,4,8,1,12,0,2,2,0,2,15,1,16,4,8,6,4,1,1,9,1,5,11,0,12,1,21,4,0,0,1,2,2,1,2,12,6,5,0,9,5,15,0,5,6,0,4,0,1,26,7,1,1,2,1,0,8,2,3,13,0,10,0,6,1,15,8,5,0,0,5,16,23,3,1,5,8,6,2,1,2,2,1,0,0,4,6,5,1,7,1,0,5,15,3,3,1,6,0,5,8,2,6,0,18,15
7,5,0,2,2,9,1,2,6,4,7,1,1,6,1,0,0,1,6,2,0,21,2,2,3,0,1,1,3,19,5,12,0,6,2,12,0,0,8,7,17,4,7,1,4,4,0,7,2,2,1,6,7,2,1,0,2,0,0,2,5,1,3,2,1,4,1,1,2,1,5,2,3,0,0,4,3,6,0,0,0,1,4,0,4,4,9,0,8,13,6,0,3,1,2,8,0,3,7,0,11,2,6,0,1,0,1,0,7,4,0,13,5,8,1,0,12,12
3,39,0,14,2,0,7,0,9,5,4,0,13,6,0,0,0,1,9,5,1,4,1,9,1,1,1,2,2,5,3,18,1,51,1,1,0,0,0,3,12,40,19,0,2,24,1,5,1,4,2,1,1,5,3,1,19,24,0,6,1,0,0,1,1,9,36,35,10,21,5,1,21,0,26,6,0,1,1,1,17,1,2,0,0,4,7,1,15,6,18,14,16,37,0,6,2,11,6,1,5,0,18,3,0,1,0,0,3,1,14,9,7,0,2,7,2,0
15,1,4,0,11,6,0,23,3,10,2,16,0,0,31,2,11,12,1,0,9,2,1,0,9,50,11,6,35,6,9,4,1,5,7,21,8,0,0,9,10,2,1,0,7,0,7,3,11,3,11,16,19,50,16,3,1,0,5,3,1,4,1,1,5,2,2,2,10,0,6,7,1,9,0,32,15,16,28,3,0,37,16,0,1,19,1,19,1,5,2,0,7,1,44,0,0,4,13,10,2,2,0,1,11,18,31,9,1,10,0,6,7,7,16,1,10,11
4,28,0,5,6,0,2,17,7,10,0,3,4,4,11,0,0,11,10,3,2,9,5,29,5,17,7,7,10,33,12,29,0,4,8,4,7,3,9,0,2,8,3,8,7,3,2,1,0,6,5,33,13,1,2,4,17,0,3,10,9,0,2,8,3,5,0,2,4,16,3,7,5,2,0,4,13,7,17,4,1,14,6,1,3,5,7,6,7,20,5,0,5,7,2,2,0,10,21,14,6,10,5,0,5,26,2,3,1,52,0,20,8,23,5,0,28,3
4,24,4,3,4,18,12,4,10,4,23,0,2,20,1,0,1,0,11,8,0,13,3,1,1,3,0,0,0,10,8,18,2,43,0,0,17,12,10,2,0,61,9,0,1,2,1,0,0,0,0,3,4,8,10,0,41,6,0,3,5,1,19,0,0,13,32,0,5,7,3,0,7,0,0,4,0,1,0,1,1,0,1,0,2,0,8,4,11,19,34,3,7,22,2,34,1,2,1,1,9,3,9,0,1,8,0,3,23,0,0,22,8,2,0,16,4,3
0,50,0,18,5,17,27,1,4,2,3,0,22,25,0,0,0,2,26,22,1,14,6,4,7,5,4,3,1,5,4,28,1,50,3,0,4,40,2,8,61,0,20,0,2,21,0,2,1,2,2,2,2,8,0,0,19,31,1,2,8,1,7,3,0,10,36,38,21,28,0,0,20,1,23,16,5,1,0,0,9,0,2,0,0,0,17,1,21,6,18,9,22,31,0,20,0,7,1,0,4,1,42,10,3,1,0,1,8,2,19,33,20,5,1,6,23,1
0,40,0,38,0,6,16,0,11,0,8,0,3,35,0,0,0,1,27,8,1,2,1,5,0,0,1,0,0,14,3,17,0,26,1,1,7,19,1,3,9,20,0,0,0,19,0,6,0,3,0,3,0,0,0,0,29,8,0,5,0,0,3,5,0,6,2,8,4,6,0,0,23,0,4,0,1,0,4,0,5,0,0,0,3,1,11,2,14,8,8,17,7,23,1,15,0,8,5,1,5,0,18,7,1,0,1,0,5,0,9,9,17,0,1,7,2,1
6,2,3,0,8,3,0,6,0,2,0,2,1,1,5,44,28,16,0,0,6,3,7,7,3,7,2,4,5,0,10,2,1,2,5,2,1,0,0,8,0,0,0,0,5,1,28,0,4,1,19,0,8,9,12,3,2,0,54,0,9,9,0,3,22,0,0,0,10,0,20,10,0,0,0,10,1,6,13,3,0,2,2,5,4,0,3,6,2,0,1,0,0,0,2,0,0,2,0,4,0,2,0,1,11,11,8,10,0,6,0,5,1,3,5,0,4,2
7,3,0,1,8,0,0,15,5,13,1,8,0,0,16,8,6,20,1,1,10,13,8,6,12,2,0,9,10,1,3,2,3,3,12,2,4,2,7,7,1,2,0,5,0,0,8,2,13,4,11,0,7,6,13,10,2,0,8,6,6,3,0,4,5,1,1,0,10,3,3,13,6,0,0,7,2,2,5,15,7,3,2,17,3,0,4,3,5,4,2,0,7,9,1,0,0,13,0,2,8,0,0,0,6,11,8,8,0,2,0,3,7,29,32,2,6,1
0,23,0,9,0,7,12,0,16,3,2,1,3,12,0,1,1,0,40,5,1,4,5,3,1,1,0,0,4,11,1,9,0,24,3,1,4,24,0,3,2,21,19,1,0,0,0,0,1,5,0,4,1,0,0,0,34,3,0,9,1,0,16,8,0,13,14,10,11,6,0,0,0,0,6,2,0,0,0,0,19,0,0,0,6,1,3,0,4,15,5,17,5,20,2,14,0,0,7,1,11,0,18,2,0,0,1,0,0,0,1,8,10,1,0,11,3,1
1,0,2,0,7,1,1,0,0,3,0,117,0,0,7,2,21,33,1,0,1,0,0,0,0,0,4,2,14,0,3,0,0,1,2,2,0,1,7,2,1,0,0,28,8,0,0,0,1,0,1,0,0,0,19,1,0,0,18,1,0,34,0,0,2,0,0,0,1,1,17,13,0,0,0,39,0,3,3,96,0,15,0,8,6,6,0,10,0,0,0,0,0,0,16,0,0,12,0,5,0,5,0,0,1,3,3,1,0,1,0,0,4,11,13,0,2,3
1,24,2,2,0,10,2,0,11,1,10,1,0,11,3,0,1,0,30,3,4,2,12,6,1,0,6,1,0,4,7,5,0,13,1,12,7,5,3,1,0,2,6,0,2,0,0,0,5,23,0,11,0,0,0,0,2,7,0,8,1,1,21,2,1,7,5,1,1,1,0,19,5,0,0,1,3,5,2,0,0,0,2,0,0,10,8,0,9,19,0,2,6,1,3,2,0,2,20,1,14,2,4,0,0,0,0,10,41,2,0,2,4,1,0,2,7,2
18,4,2,1,3,0,1,6,3,4,1,0,0,0,4,0,14,4,2,0,3,6,7,6,2,15,2,7,8,3,2,10,0,0,12,6,2,1,11,0,0,1,0,4,13,1,1,5,0,1,17,9,8,1,2,13,2,0,2,6,2,3,1,16,3,1,1,1,0,0,2,5,3,4,0,4,3,4,18,10,4,8,8,0,7,0,1,12,1,6,1,0,6,4,7,2,0,0,15,4,1,13,3,0,9,2,5,5,0,2,0,6,1,13,7,2,12,8
3,6,1,5,2,12,1,0,2,7,3,1,0,2,1,0,0,8,10,6,1,6,16,11,2,4,5,3,0,15,4,20,0,4,14,5,2,4,3,6,0,2,3,1,4,5,0,23,1,0,0,6,3,1,0,2,4,0,1,15,9,0,15,4,0,18,0,1,8,1,1,2,2,0,0,3,0,5,5,2,0,1,15,3,5,1,5,0,6,5,3,4,10,14,3,13,0,8,8,2,9,0,2,0,0,0,2,3,6,5,0,5,13,9,1,1,3,4
14,3,9,0,34,0,0,10,0,22,0,24,0,0,10,4,4,3,0,1,6,0,0,13,11,5,1,15,11,1,2,4,62,2,20,0,1,2,11,5,0,2,0,19,11,0,1,0,17,0,0,2,1,5,3,23,2,0,0,0,1,13,0,6,10,0,0,0,7,1,18,9,0,4,0,7,6,3,3,7,0,0,1,12,3,1,2,3,1,7,0,0,0,0,5,0,0,0,3,0,1,4,0,0,6,23,0,12,0,11,0,2,1,6,34,0,1,3
14,11,7,0,8,2,4,1,15,2,2,9,1,9,7,0,9,3,5,4,22,14,4,17,13,12,5,10,5,5,9,11,3,8,5,9,6,1,16,33,3,2,3,0,0,4,0,11,9,6,2,0,11,11,3,1,7,0,0,4,1,1,2,6,6,3,2,3,11,0,11,6,4,0,0,9,5,5,5,5,1,13,17,0,2,3,1,2,2,13,9,2,2,10,1,1,0,12,21,8,22,12,4,0,2,8,4,0,4,8,0,17,4,7,11,0,15,7
11,4,0,8,5,0,0,21,2,2,0,5,2,0,25,2,5,10,2,1,8,18,0,1,8,11,3,10,8,3,12,8,3,0,9,5,7,1,19,13,4,2,0,8,7,1,0,0,8,3,1,11,0,5,13,13,4,0,0,0,0,8,0,7,3,4,0,0,2,1,23,2,0,13,0,6,20,11,5,11,0,20,10,2,3,4,7,4,4,2,1,0,0,1,4,0,0,0,2,11,9,7,0,0,11,2,21,7,0,18,0,5,3,5,1,0,23,20
6,19,4,0,42,0,0,13,2,0,0,6,0,0,7,4,20,2,5,0,26,5,2,7,14,17,6,25,25,3,19,7,2,23,20,15,2,5,50,1,8,8,0,9,6,0,0,0,1,1,5,11,5,0,11,10,18,0,12,5,5,7,0,33,30,1,17,14,15,9,36,5,0,1,0,33,0,6,2,20,0,17,6,3,7,6,2,6,17,20,12,0,5,24,2,1,1,16,10,1,3,1,2,0,3,27,32,4,0,23,0,6,16,9,35,0,12,13
