Ant52,Ant65,Ant244,Ant2,Ant6,Ant15,Ant19,Ant60,Ant99,Ant102,Ant148,Ant202,Ant209,Ant227,Ant237,Ant268,Ant604,Ant673,Ant35,Ant50,Ant63,Ant96,Ant98,Ant126,Ant137,Ant140,Ant147,Ant169,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant210,Ant232,Ant256,Ant262,Ant289,Ant296,Ant298,Ant324,Ant332,Ant356,Ant400,Ant437,Ant476,Ant492,Ant502,Ant552,Ant556,Ant560,Ant564,Ant592,Ant593,Ant599,Ant621,Ant638,Ant650
1,0,22,0,10,5,10,1,10,0,10,3,2,0,0,0,0,4,4,3,0,8,2,7,3,16,3,16,1,12,0,0,2,7,0,14,6,1,18,29,1,3,16,0,15,2,2,0,3,2,18,9,2,0,22,5,8,0,0
0,15,1,0,0,11,5,7,4,1,2,1,4,29,8,0,1,0,6,0,0,18,0,49,2,2,16,2,0,3,0,0,29,1,14,0,15,1,26,9,2,10,1,0,1,20,0,1,13,1,10,36,6,1,13,19,11,0,0
0,8,8,0,0,3,1,1,1,0,5,1,0,27,0,6,7,1,15,0,0,6,0,51,3,16,1,0,1,0,2,0,10,1,6,15,0,3,22,2,0,0,2,1,0,32,1,0,6,2,7,0,24,0,4,0,3,0,0
2,11,1,0,0,0,0,1,0,0,1,0,0,8,0,0,1,0,8,2,0,0,0,5,0,0,5,0,1,2,0,0,2,2,1,1,3,0,19,1,0,0,0,0,0,3,0,0,3,0,2,0,3,0,0,6,1,0,0
1,19,12,2,5,4,1,2,9,2,7,6,0,29,0,14,12,9,10,4,0,3,2,29,3,12,15,5,7,4,15,0,17,7,18,26,22,19,0,2,0,0,13,1,5,12,2,0,1,3,10,6,27,0,15,4,6,12,11
3,4,2,0,0,6,8,2,8,1,9,2,2,14,0,0,3,2,1,0,0,9,4,3,6,3,8,1,0,1,0,0,1,3,29,9,2,1,2,0,3,7,6,1,0,1,2,7,3,5,3,2,1,2,14,3,2,0,14
44,0,1,0,0,8,4,16,5,31,7,0,23,0,6,0,1,7,5,10,10,19,12,0,0,1,2,0,0,7,0,0,3,30,1,2,0,0,0,3,0,3,14,5,36,10,27,22,0,10,7,6,0,17,11,33,3,0,8
2,0,1,0,8,1,2,2,6,0,1,0,0,4,0,0,2,3,0,4,0,4,2,1,2,0,4,2,0,1,0,0,8,10,3,10,0,0,0,7,3,0,0,0,1,0,2,0,14,0,4,18,4,0,0,0,13,0,1
5,2,1,0,8,4,11,0,3,5,2,0,4,1,12,0,0,0,0,0,0,24,3,0,3,8,5,10,0,8,0,0,0,7,16,1,2,0,13,6,14,0,0,2,2,2,9,24,2,4,24,3,1,1,16,1,2,0,1
9,1,0,0,3,1,5,2,8,2,0,0,12,1,9,0,1,24,0,0,0,9,1,0,0,0,5,2,0,11,0,0,3,9,0,0,1,0,1,1,5,0,2,0,3,0,5,8,0,2,3,0,0,25,5,0,2,0,47
5,0,1,0,17,9,13,22,0,1,0,0,25,1,27,0,0,0,0,6,35,13,1,0,8,10,2,6,0,23,0,0,1,0,15,1,0,0,5,0,36,1,2,3,0,8,18,2,2,1,27,2,0,1,10,1,6,0,0
0,1,1,0,1,1,5,1,0,0,2,0,0,11,2,4,0,0,3,0,0,8,2,39,0,14,1,0,2,9,0,0,4,0,2,20,32,3,12,1,10,0,2,0,8,0,0,0,1,0,9,4,2,0,3,1,0,0,1
8,0,1,0,7,5,9,39,3,5,17,0,30,0,2,0,0,6,0,11,1,10,33,2,2,1,4,9,3,0,0,0,0,38,2,0,1,0,2,2,27,2,9,5,18,0,0,4,0,13,1,6,0,23,7,1,8,0,14
4,1,3,0,0,0,6,1,5,6,4,0,16,0,1,0,0,11,0,0,7,1,30,0,0,5,0,0,0,24,0,0,0,5,0,1,0,0,0,7,22,0,24,8,2,0,4,0,0,0,1,0,0,20,8,0,2,0,4
3,4,6,0,13,0,2,4,5,4,6,0,0,17,0,0,3,7,1,0,0,3,0,2,0,2,1,1,2,0,2,0,7,0,3,13,6,3,1,3,0,14,2,0,2,1,0,0,0,3,2,7,1,0,16,0,6,0,9
23,3,1,0,11,3,14,17,17,3,6,0,25,0,4,0,6,4,0,7,0,4,2,3,1,1,2,2,1,3,0,0,7,49,2,1,2,0,3,5,10,0,4,2,1,0,13,0,3,0,4,6,3,20,14,0,4,0,12
0,2,11,0,9,5,3,7,20,1,0,0,0,1,13,0,5,2,0,3,5,23,1,8,10,6,10,1,2,5,0,0,0,4,18,10,7,2,10,3,7,4,24,3,27,9,1,1,2,4,0,10,0,0,30,26,13,0,13
3,0,0,0,12,7,10,6,6,13,6,3,0,0,0,0,0,0,2,6,0,12,0,0,0,0,2,2,0,15,0,0,17,4,9,36,0,0,6,2,6,18,3,0,2,4,6,0,7,6,10,0,1,0,0,1,5,0,14
0,5,5,0,2,1,3,0,1,0,0,0,0,10,0,19,7,0,1,1,0,0,0,21,0,6,5,0,9,0,6,0,1,0,2,6,24,3,27,1,0,4,1,0,0,2,0,0,1,3,0,1,0,0,5,0,1,1,2
9,0,0,0,0,1,6,12,0,13,0,0,19,0,8,0,0,15,0,1,0,9,6,0,0,0,0,0,0,11,0,0,0,4,0,1,0,0,0,2,17,0,1,25,1,0,23,20,0,20,0,0,0,0,8,0,0,0,29
3,4,3,0,6,3,19,14,9,4,4,0,3,13,14,0,6,7,2,1,5,22,14,5,3,15,10,7,0,11,0,0,11,2,22,13,4,0,15,14,11,0,16,5,10,3,7,8,16,14,30,0,5,8,0,1,16,0,2
0,0,3,0,0,6,5,8,6,13,14,0,4,2,1,0,1,6,0,4,1,23,1,0,2,0,10,2,2,9,0,0,19,23,5,19,0,6,4,3,33,0,1,0,1,1,1,0,0,0,26,1,0,0,1,0,12,0,2
4,0,14,0,19,0,24,18,43,0,23,0,1,3,30,0,1,2,7,7,24,30,11,19,7,2,2,8,2,18,0,0,3,10,8,11,3,1,6,2,3,13,2,2,6,0,8,2,6,4,13,5,1,0,16,12,0,0,2
0,0,0,7,0,0,0,0,0,0,0,18,0,0,0,22,0,0,0,0,0,0,0,10,0,0,0,0,4,0,31,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,7,3,0,21,12,2,5,16,5,9,0,4,0,1,1,1,21,0,0,0,0,10,0,0,0,0,2,4,16,0,0,7,25,0,0,0,0,11,14,8,1,1,47,0,1,14,4,9,12,13,14,2,29,2,2,2,0,0
