Ant57,Ant5,Ant52,Ant59,Ant929,Ant6,Ant25,Ant26,Ant30,Ant74,Ant99,Ant102,Ant148,Ant191,Ant196,Ant209,Ant245,Ant268,Ant308,Ant620,Ant646,Ant673,Ant13,Ant20,Ant27,Ant29,Ant32,Ant40,Ant43,Ant50,Ant55,Ant62,Ant66,Ant68,Ant71,Ant81,Ant91,Ant97,Ant100,Ant105,Ant111,Ant113,Ant114,Ant126,Ant135,Ant139,Ant142,Ant156,Ant159,Ant169,Ant170,Ant174,Ant195,Ant198,Ant207,Ant218,Ant226,Ant229,Ant242,Ant243,Ant250,Ant255,Ant256,Ant261,Ant263,Ant294,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant376,Ant387,Ant391,Ant437,Ant492,Ant549,Ant580,Ant592,Ant607,Ant614,Ant632,Ant638,Ant650,Ant663,Ant665
0,7,2,12,1,0,0,1,5,33,1,1,0,0,0,2,3,0,1,0,0,9,0,0,0,10,9,3,0,2,0,30,12,9,41,11,66,0,10,3,3,0,1,2,0,0,6,0,0,4,4,27,0,3,2,4,3,2,1,12,0,14,1,14,4,0,2,0,1,3,3,19,0,0,6,0,11,0,1,0,3,2,2,0,0,3,4,0,5
1,5,0,29,7,1,3,6,7,16,1,2,2,9,18,4,11,0,11,0,0,26,3,10,0,14,3,6,4,5,0,5,0,5,6,8,4,3,4,2,4,1,2,12,0,0,0,0,2,1,15,3,0,0,0,1,6,0,2,16,0,17,0,0,3,5,1,2,2,3,1,10,0,6,0,13,2,0,5,1,4,2,1,0,0,4,3,1,33
6,11,0,18,2,3,2,4,1,1,3,0,1,5,9,7,4,0,0,0,0,8,1,4,1,16,0,8,1,11,0,6,4,9,0,14,17,0,20,11,5,4,2,22,0,0,1,0,1,5,5,3,1,1,2,5,3,0,5,1,1,11,2,1,6,0,0,1,0,2,8,5,0,0,13,0,6,0,3,5,3,1,9,0,2,13,2,5,2
1,0,9,1,7,0,4,0,7,0,2,1,0,3,2,10,5,2,5,0,0,4,3,2,4,4,2,9,2,5,0,5,7,6,2,16,15,9,15,2,4,1,22,6,2,0,0,0,3,3,2,2,5,0,5,6,4,0,4,22,0,5,1,1,4,6,3,0,0,2,2,2,0,11,2,6,0,3,3,0,7,3,10,0,2,6,3,13,21
3,1,0,0,21,12,4,18,1,0,2,8,4,2,2,10,16,7,15,0,0,3,12,6,4,2,7,1,0,3,0,0,1,3,0,2,1,19,3,1,19,28,2,1,6,5,0,0,5,1,2,5,16,14,5,17,0,2,16,2,9,0,6,0,1,2,0,5,2,17,0,4,0,0,0,0,3,0,9,21,10,38,0,10,6,3,12,7,4
3,0,0,4,4,3,4,8,1,0,2,5,9,17,12,2,6,6,3,0,0,2,8,2,8,1,1,2,9,12,0,0,0,3,0,13,0,10,7,3,11,6,22,3,8,0,0,0,11,1,2,3,14,1,7,5,8,1,3,2,8,9,4,0,0,11,0,3,0,1,2,7,0,1,5,3,3,9,0,3,14,1,2,10,4,0,2,3,7
22,0,0,5,46,4,12,24,3,0,18,10,7,0,10,5,5,5,17,0,0,0,2,13,13,3,5,3,13,8,0,7,1,8,4,1,0,8,8,12,19,24,11,5,14,0,15,0,4,3,12,1,12,13,11,40,0,13,16,17,15,0,10,1,5,3,2,10,3,19,1,45,0,0,1,5,0,21,3,0,2,24,6,15,9,1,46,28,5
6,3,0,2,8,0,10,3,5,0,0,2,9,13,16,7,22,9,10,0,0,6,14,5,7,2,5,6,2,17,0,0,1,15,0,6,2,14,4,3,6,6,6,3,7,0,0,0,12,4,2,3,9,0,0,9,2,0,14,2,5,0,6,0,6,15,4,3,1,4,1,7,0,3,4,3,7,10,14,2,0,6,2,4,5,1,5,3,10
22,1,0,6,28,20,5,68,2,0,14,7,0,0,7,3,7,4,5,44,7,2,4,17,6,2,4,3,7,7,0,6,0,5,0,3,3,21,5,4,27,19,9,0,1,19,0,3,7,0,29,5,1,14,1,26,4,25,5,1,4,1,20,1,2,6,0,2,4,32,0,17,1,2,2,1,3,38,1,24,6,0,0,11,1,3,37,15,5
9,6,31,1,11,0,1,4,2,19,0,4,1,0,0,3,2,0,7,0,0,4,0,6,3,1,3,3,0,4,0,9,10,2,5,3,8,1,0,3,11,5,0,0,0,1,1,0,2,0,4,21,1,6,4,1,4,9,2,7,0,0,4,26,0,4,13,0,5,4,6,13,0,2,1,9,10,0,2,6,2,0,0,0,0,1,11,4,0
5,2,0,1,39,5,4,20,6,0,0,8,3,3,1,4,16,9,7,0,0,2,13,1,3,0,1,4,1,11,0,0,0,5,0,1,0,8,3,9,21,26,8,1,15,0,0,0,10,3,1,0,11,2,0,21,0,3,8,7,3,1,2,3,2,8,0,4,4,30,2,10,0,0,0,0,0,10,10,15,4,11,0,0,24,0,19,0,3
16,3,0,0,21,5,13,20,4,0,0,3,6,2,7,2,9,18,13,0,0,6,3,3,7,0,2,10,5,4,0,0,1,8,0,1,1,14,7,0,39,12,14,1,9,0,0,0,10,3,0,2,14,0,2,5,3,6,7,5,0,0,2,0,1,9,0,1,0,17,0,2,0,0,0,2,2,6,4,9,5,1,0,24,0,1,6,1,3
2,13,0,15,13,0,2,0,10,9,1,1,1,11,10,4,16,11,0,0,0,9,0,7,1,8,1,21,3,1,0,9,1,5,1,16,18,0,6,8,4,2,3,22,0,0,5,0,4,10,10,5,0,3,6,7,7,0,3,13,1,2,5,3,22,4,20,1,0,0,0,0,0,3,4,13,6,3,0,1,1,3,1,0,1,0,3,1,24
59,0,0,0,39,16,21,21,1,3,2,30,4,3,6,6,11,14,5,1,1,7,1,58,3,8,13,0,9,8,0,2,9,5,2,3,1,3,20,5,34,26,11,2,4,4,18,0,4,1,33,3,7,57,17,27,4,22,27,8,20,3,31,2,2,2,1,10,25,31,11,76,0,4,3,2,3,12,2,46,5,37,11,19,6,3,0,13,3
14,1,0,7,95,2,1,26,7,0,12,18,5,8,11,20,7,11,13,0,0,3,1,8,3,5,10,4,21,2,0,2,14,2,2,11,5,18,19,11,81,24,1,0,0,0,1,0,2,0,10,0,3,13,7,35,0,5,20,9,12,4,13,1,0,3,1,11,0,8,2,9,0,0,1,5,13,7,3,28,3,15,4,0,1,1,13,0,6
0,38,0,12,10,0,8,0,23,10,0,3,11,35,0,21,29,2,6,0,0,25,1,15,0,4,33,35,17,31,0,0,8,51,0,6,11,0,10,5,13,3,9,11,1,0,0,0,2,7,1,4,1,0,2,4,2,2,4,9,6,13,0,3,28,19,12,0,1,1,1,13,0,5,33,2,21,4,7,5,10,5,0,3,3,24,3,6,0
