Ant4,Ant260,Ant52,Ant65,Ant244,Ant397,Ant540,Ant6,Ant7,Ant9,Ant15,Ant19,Ant26,Ant30,Ant60,Ant72,Ant74,Ant76,Ant102,Ant158,Ant191,Ant196,Ant227,Ant245,Ant252,Ant278,Ant308,Ant329,Ant518,Ant604,Ant673,Ant740,Ant954,Ant0,Ant1,Ant12,Ant13,Ant17,Ant20,Ant23,Ant27,Ant35,Ant43,Ant48,Ant50,Ant51,Ant53,Ant54,Ant62,Ant70,Ant71,Ant81,Ant96,Ant97,Ant105,Ant109,Ant111,Ant112,Ant115,Ant117,Ant124,Ant126,Ant137,Ant159,Ant172,Ant175,Ant178,Ant186,Ant190,Ant194,Ant206,Ant210,Ant215,Ant219,Ant220,Ant229,Ant238,Ant242,Ant243,Ant250,Ant251,Ant255,Ant256,Ant264,Ant289,Ant296,Ant299,Ant301,Ant324,Ant331,Ant334,Ant342,Ant347,Ant380,Ant390,Ant394,Ant395,Ant398,Ant458,Ant475,Ant476,Ant482,Ant501,Ant509,Ant556,Ant560,Ant564,Ant576,Ant580,Ant599,Ant607,Ant610,Ant614,Ant621,Ant650,Ant663
0,1,3,0,1,1,8,0,0,2,0,0,3,3,1,0,1,1,3,28,2,0,6,0,1,0,6,2,0,0,4,3,2,5,3,12,0,3,2,0,0,0,0,2,0,8,0,1,16,0,6,1,3,13,4,3,3,1,14,4,3,3,6,0,1,0,8,0,5,7,1,1,0,2,1,3,0,13,1,0,1,1,0,0,1,1,4,2,4,4,4,0,2,1,0,1,0,0,0,5,1,1,0,3,2,0,0,1,0,0,3,1,0,0,3,6
5,9,1,19,0,0,0,2,25,0,0,0,1,1,0,0,0,1,4,0,1,15,3,1,4,0,0,0,0,0,2,3,0,1,3,2,0,0,0,0,9,0,0,19,4,4,0,13,0,4,0,25,0,1,0,1,0,8,2,3,2,5,0,0,0,0,0,1,0,3,0,4,1,0,0,4,9,0,11,0,8,17,3,0,0,11,8,0,0,0,0,13,0,32,0,5,9,2,2,4,9,2,0,30,1,8,0,0,0,0,1,0,0,4,1,14
0,3,10,2,0,1,0,8,0,2,3,1,0,5,1,1,2,7,0,2,0,7,5,0,5,0,4,10,0,0,3,4,1,5,6,4,0,5,0,0,0,3,0,16,1,11,5,4,1,8,1,2,7,10,9,3,0,5,13,9,10,13,6,17,5,1,5,1,3,18,2,0,4,1,5,14,0,3,5,0,1,10,12,0,0,20,1,3,0,1,15,12,1,5,4,1,12,0,3,4,3,0,2,6,6,0,1,1,0,2,1,0,4,8,1,9
0,2,29,3,0,1,1,1,2,4,3,1,5,0,8,2,1,1,4,10,3,2,9,0,1,6,13,0,0,4,0,14,14,0,7,10,8,23,23,10,0,1,3,4,2,10,5,2,11,2,1,1,6,25,12,13,4,0,8,3,2,0,9,23,10,3,2,2,4,5,15,0,3,10,2,8,1,4,7,0,0,2,6,2,3,19,0,1,12,6,8,1,2,2,4,38,0,4,2,1,0,3,4,1,2,0,2,2,0,0,3,5,5,2,0,9
0,0,5,1,9,5,1,3,0,6,1,0,1,8,0,4,0,1,1,4,0,1,9,0,2,8,14,14,0,0,0,6,14,0,17,9,5,15,42,7,0,8,7,2,0,4,5,0,1,1,0,0,7,26,28,15,6,6,17,5,1,4,3,3,6,18,4,0,2,2,11,9,29,4,5,3,2,1,22,0,0,0,2,3,7,1,1,11,19,6,3,1,8,1,2,3,0,4,3,0,0,5,8,5,5,0,3,3,7,9,4,15,3,3,0,15
0,0,0,0,4,2,3,0,1,3,0,0,1,2,4,0,2,1,0,0,0,0,5,0,0,4,5,3,0,0,0,0,0,0,3,3,1,11,13,19,1,4,0,1,0,4,5,2,2,1,26,0,3,16,35,5,1,0,6,1,1,2,2,12,6,2,5,0,0,0,19,0,2,0,13,0,0,9,7,0,1,0,0,12,18,0,1,1,2,0,11,1,2,0,1,2,1,1,4,0,0,0,10,0,3,0,1,0,2,10,1,0,2,0,0,7
0,0,0,0,11,0,9,0,0,0,1,0,2,1,0,2,0,0,0,8,11,0,0,0,0,0,0,1,0,21,0,3,1,0,2,10,7,0,0,2,0,3,2,0,3,0,13,1,1,3,24,0,7,8,6,2,0,0,3,0,2,0,24,2,0,0,15,0,0,2,0,0,0,1,0,1,3,6,2,0,1,0,0,0,6,0,0,3,0,0,2,0,12,0,38,2,0,13,0,0,0,0,1,0,0,0,28,13,1,23,1,6,1,0,0,3
7,14,2,15,0,11,1,16,59,3,1,1,7,1,1,1,0,0,12,2,1,18,3,0,18,3,0,0,0,0,0,0,2,14,13,4,0,0,0,0,14,0,0,10,4,8,0,12,0,17,0,10,2,0,2,4,0,8,4,4,24,16,1,0,0,1,0,12,16,18,0,4,4,1,0,4,14,0,8,0,9,8,6,0,0,7,19,1,1,1,1,29,0,21,2,4,4,0,15,21,10,2,1,18,2,15,0,0,0,0,0,0,2,25,4,7
1,14,8,34,0,2,0,5,144,2,3,4,0,4,1,0,0,12,0,0,1,8,0,0,4,3,2,0,0,0,1,5,1,4,5,5,0,1,0,0,3,0,0,16,12,6,0,3,0,2,0,4,2,0,0,0,2,2,1,3,8,3,0,0,4,2,0,6,0,5,0,8,8,4,4,2,6,0,5,0,9,4,9,0,1,14,3,2,2,0,0,15,0,42,0,6,11,0,8,5,56,0,0,47,0,27,0,0,0,0,1,1,1,4,6,5
0,0,1,0,3,14,24,0,0,18,28,0,2,10,4,0,8,2,0,0,46,3,4,0,0,3,3,9,0,0,8,10,12,2,2,8,0,6,3,1,3,4,5,1,0,7,10,0,16,7,6,1,0,7,12,3,7,0,8,3,1,0,5,6,6,2,4,2,1,1,6,3,3,7,0,6,0,15,0,0,2,1,3,9,1,0,2,0,4,6,15,14,4,0,30,3,0,6,1,0,0,0,5,3,4,0,3,3,2,9,9,8,24,0,3,16
0,1,10,0,5,3,8,0,0,31,2,1,0,3,0,0,11,1,1,46,0,0,0,0,1,1,27,15,0,3,0,7,3,2,2,5,3,0,2,0,0,7,1,1,0,16,4,1,0,0,2,0,8,12,10,9,2,1,6,1,9,1,2,6,4,9,0,5,0,3,0,0,0,0,19,2,0,4,2,0,1,0,4,4,1,1,0,2,10,6,2,0,3,0,1,3,0,3,0,1,0,0,0,0,0,0,0,10,0,5,1,4,6,1,0,4
15,22,3,17,0,17,0,27,38,13,0,15,7,2,1,0,0,18,8,3,0,0,1,2,18,3,1,1,0,0,17,5,1,33,16,13,1,1,2,0,6,2,2,24,11,17,1,14,2,17,0,24,5,1,7,5,8,18,1,16,17,9,1,2,0,2,1,12,20,9,0,4,8,2,3,8,13,2,7,0,11,20,7,0,0,26,29,4,5,2,3,27,1,20,0,4,20,0,20,10,21,16,0,27,6,14,0,0,0,1,1,3,3,22,15,15
0,4,16,1,5,3,7,2,6,6,6,3,5,9,9,5,0,3,0,4,0,1,0,0,2,10,15,0,0,0,3,7,8,5,9,7,2,3,15,2,3,2,2,18,6,5,2,1,0,7,4,2,3,11,4,8,18,7,21,8,3,9,0,4,7,12,1,7,1,4,5,3,21,2,14,16,0,1,1,0,2,5,3,0,0,0,2,6,6,6,1,3,3,3,2,32,2,0,3,19,2,12,0,0,2,0,0,1,2,2,3,3,8,1,4,23
0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
3,6,0,5,0,9,0,13,13,1,1,4,5,1,2,0,0,18,4,0,1,18,2,0,0,0,1,0,0,0,5,2,1,11,10,3,0,0,1,0,3,1,2,7,1,3,2,4,1,5,0,9,9,1,1,4,6,6,3,4,7,1,1,0,0,9,3,0,4,11,0,5,5,0,2,7,8,0,6,0,6,5,5,0,0,4,11,4,0,7,3,14,0,16,0,2,12,6,4,5,1,6,0,22,11,2,0,0,0,0,0,0,7,15,0,21
0,5,14,0,0,0,5,5,2,11,0,0,0,6,8,4,0,3,3,3,1,3,10,0,0,0,14,0,0,0,1,5,6,2,13,1,3,4,13,1,0,6,0,6,11,22,4,3,0,0,3,0,3,23,6,17,0,0,7,11,0,2,0,0,7,10,0,2,1,7,5,1,13,12,5,8,0,0,6,0,0,4,2,0,1,0,0,3,11,1,1,2,0,3,0,5,2,2,12,3,0,2,0,2,1,0,1,2,1,2,0,0,4,1,0,10
0,4,18,1,1,6,1,3,1,11,6,0,4,13,14,5,0,0,2,3,27,1,15,0,1,14,0,1,0,0,0,5,5,1,24,6,15,9,10,8,0,12,4,7,0,3,5,0,6,0,2,0,3,30,21,6,6,2,3,5,1,1,8,8,24,22,5,1,2,4,7,0,19,5,6,6,1,7,7,0,3,1,1,4,6,1,0,3,24,11,0,0,0,0,8,10,2,4,4,0,0,1,10,2,6,0,1,4,8,1,4,1,10,0,0,10
0,1,0,0,0,0,0,0,0,0,2,0,10,0,14,3,1,0,0,9,15,1,0,0,0,0,1,0,0,4,0,0,2,0,1,6,1,27,2,0,0,9,2,2,0,2,15,0,2,1,1,0,0,21,11,0,0,2,4,0,1,0,7,23,9,1,5,0,0,0,4,0,0,3,0,1,0,14,2,0,1,0,6,3,0,0,0,0,0,0,11,0,2,0,13,2,0,0,2,0,0,0,10,1,0,0,4,2,2,3,1,4,3,0,0,3
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,21,0,0,0,3,0,0,0,0,0,0,4,0,0,0,1,4,0,3,9,3,5,0,0,0,22,0,2,0,0,84,0,0,0,19,0,0,3,44,2,0,2,0,0,0,0,12,15,2,0,3,0,0,0,7,0,0,9,0,0,0,3,0,0,0,0,0,0,6,0,0,7,8,1,0,0,24,0,0,5,0,5,2,0,0,0,0,0,1,0,46,30,3,20,34,19,0,0,0,6
0,3,7,1,3,1,0,0,0,3,4,2,3,0,0,0,0,0,1,8,0,17,3,0,5,1,0,0,0,0,0,8,0,12,14,0,0,0,2,0,5,2,0,14,3,6,0,1,0,14,0,9,9,0,0,1,1,2,3,5,3,13,2,0,0,10,1,5,9,6,0,0,0,0,1,14,0,0,1,0,6,14,2,0,0,7,5,2,1,0,1,13,0,4,0,2,2,0,11,1,3,9,1,0,3,0,0,1,0,0,0,1,1,12,4,8
0,2,11,0,4,5,4,1,9,17,3,3,4,14,6,0,3,0,5,10,7,5,7,0,2,5,5,0,0,1,8,0,16,1,15,10,0,7,1,1,0,2,15,5,2,31,2,4,5,1,3,6,23,9,4,7,16,1,17,5,10,2,6,5,27,2,3,4,7,24,10,4,3,5,2,12,0,4,4,0,1,9,12,0,1,16,3,6,13,6,6,4,3,5,15,1,14,8,19,7,0,3,9,1,2,0,4,3,0,4,0,2,12,0,0,20
0,1,7,0,4,6,6,5,1,1,2,0,1,14,14,0,1,2,1,12,3,1,8,0,1,6,5,2,0,4,0,16,0,2,9,9,10,2,26,7,2,5,4,5,1,13,7,0,6,3,1,7,5,9,16,20,2,1,19,5,4,3,1,2,9,7,12,3,6,5,1,0,8,3,8,8,1,13,6,0,1,5,10,11,0,2,1,11,26,14,17,3,4,0,8,15,7,1,4,2,0,1,3,1,7,0,2,6,3,10,6,8,15,2,2,17
3,14,3,7,1,9,0,6,20,3,5,1,5,0,0,0,0,14,4,2,2,33,5,0,11,2,1,0,0,0,12,1,2,0,14,0,0,1,1,0,8,0,0,17,16,12,0,2,0,23,0,24,7,1,0,4,0,10,1,8,6,16,0,1,0,1,0,10,3,5,0,5,8,2,1,4,3,0,13,0,11,10,8,0,0,5,11,1,0,0,1,19,0,8,0,3,17,0,6,3,5,8,0,15,6,2,0,0,0,0,0,1,1,7,9,6
0,23,27,6,4,13,2,11,3,11,3,3,6,7,17,3,2,13,5,2,2,16,9,0,10,13,24,1,0,3,14,15,9,14,0,20,9,12,13,3,3,1,5,4,6,26,3,4,0,16,0,14,15,18,0,13,7,8,6,16,8,13,5,1,13,3,1,7,3,15,10,2,21,5,11,7,1,1,9,0,5,4,12,1,1,12,7,9,11,7,2,8,0,5,3,9,20,1,8,9,13,7,4,11,4,5,0,2,2,4,5,1,8,10,8,16
0,2,19,0,8,5,8,0,1,14,12,2,4,10,9,3,10,4,5,8,5,13,7,0,3,1,6,6,0,9,0,10,9,0,20,0,9,4,5,11,4,15,2,3,1,10,6,2,3,5,4,0,12,21,17,2,2,3,7,15,4,2,9,16,10,7,4,2,2,4,15,1,19,8,11,5,1,5,13,0,1,10,13,0,11,7,2,4,14,0,8,2,6,8,11,6,7,16,3,0,0,2,5,1,2,0,0,2,8,6,4,5,30,0,0,8
0,1,14,0,15,0,14,0,0,1,0,0,0,8,5,1,7,0,0,0,3,1,2,0,0,3,15,1,0,3,0,0,10,0,9,9,0,7,17,20,0,8,16,4,0,3,2,0,0,0,11,0,0,18,24,3,0,2,12,0,0,0,2,8,3,0,0,0,0,1,12,0,22,11,5,5,1,4,3,0,1,0,0,1,14,1,0,1,8,1,0,1,1,0,17,3,0,2,0,0,0,0,4,0,0,0,5,3,3,0,14,5,15,0,0,4
0,0,2,0,6,0,3,0,2,3,3,0,5,23,15,11,0,0,1,6,0,1,3,0,0,4,9,27,0,5,0,7,2,1,12,4,7,0,11,5,0,13,4,2,0,0,9,0,3,6,6,0,2,14,5,4,0,1,25,1,1,0,11,12,27,4,0,0,3,2,30,1,20,1,0,6,0,1,9,0,1,0,3,6,0,1,0,14,20,0,16,0,14,0,0,13,0,3,2,0,0,1,2,1,1,0,4,3,0,3,2,5,0,0,0,10
0,0,7,0,5,1,13,0,1,1,2,0,0,23,42,13,0,0,0,3,2,2,15,0,1,13,10,2,0,0,2,1,26,1,13,5,17,11,0,32,0,7,4,2,0,4,18,0,0,0,11,0,5,35,36,16,1,2,8,2,1,1,0,15,37,0,1,0,2,6,15,0,28,5,11,9,0,6,7,0,0,0,4,16,8,2,2,10,26,6,1,0,7,0,2,16,3,8,1,0,0,6,4,1,3,0,9,11,0,3,29,8,6,0,0,3
0,2,0,0,11,0,8,0,0,0,0,0,0,10,7,19,2,0,0,1,0,0,2,0,0,1,8,0,0,0,0,1,7,0,3,11,20,5,32,0,0,5,1,0,0,1,4,0,4,0,4,0,0,24,11,3,2,0,1,0,4,0,0,16,7,1,0,0,0,8,5,0,14,7,0,7,0,22,6,0,0,0,0,13,3,1,0,1,6,11,1,2,2,0,3,3,0,4,1,0,0,0,25,0,4,0,5,10,8,4,12,8,2,0,0,6
0,27,11,24,0,6,0,7,32,4,0,9,0,0,0,1,0,14,3,3,0,6,3,1,3,0,0,0,0,0,5,0,2,8,3,4,0,0,0,0,0,0,0,10,2,9,0,7,0,28,0,19,7,2,1,1,0,2,5,4,9,4,0,0,0,0,1,8,11,12,0,1,7,0,1,3,6,0,4,0,4,23,5,0,0,5,10,2,0,3,0,13,0,22,0,2,8,0,12,9,1,5,0,22,1,11,0,0,0,0,0,0,0,5,6,6
0,1,9,0,0,0,7,0,0,0,0,0,3,1,8,4,3,0,0,4,7,2,2,0,1,6,12,9,0,22,2,2,5,0,1,15,8,13,7,5,0,0,0,0,0,2,7,1,0,1,2,0,0,21,6,3,0,0,7,0,1,0,2,8,10,4,1,1,0,0,11,0,4,5,5,2,0,2,4,0,0,0,0,3,7,0,0,5,2,0,1,0,3,0,1,2,0,8,0,2,0,1,8,2,1,0,2,13,8,2,7,6,3,0,0,1
0,0,1,0,7,0,11,0,0,2,0,0,0,3,7,0,2,0,0,5,1,2,2,0,2,0,4,2,1,0,0,15,4,0,5,2,16,4,4,1,0,0,0,2,0,11,10,0,3,1,18,0,29,7,0,2,4,0,21,2,2,3,23,8,15,3,4,0,7,1,3,0,0,5,2,4,5,36,6,0,0,0,4,18,2,3,0,3,5,8,10,0,29,0,7,2,1,14,1,0,0,0,3,0,0,0,1,2,3,40,4,7,2,0,0,0
10,16,4,31,1,18,7,12,48,0,2,19,16,4,2,1,0,10,16,1,1,24,18,0,7,6,7,2,0,2,14,5,5,17,4,3,4,2,2,0,10,0,2,0,9,6,0,8,2,9,0,17,5,5,3,5,2,6,4,7,20,9,0,1,4,1,1,12,10,5,1,7,13,4,2,5,11,0,6,0,9,12,8,0,1,10,15,6,4,0,0,19,0,31,4,10,21,0,5,10,12,5,0,59,5,33,0,0,0,1,0,0,4,13,9,4
11,12,2,21,0,1,0,7,28,0,0,4,1,2,0,0,3,4,12,0,0,11,6,0,1,11,0,0,0,0,3,2,1,16,6,1,0,0,0,0,2,0,0,9,0,0,0,5,1,5,0,2,5,0,0,4,0,9,1,2,5,3,1,1,0,2,0,1,0,2,1,1,7,3,0,4,4,0,3,0,6,23,3,0,0,3,12,4,1,1,1,24,0,15,0,2,25,0,3,0,18,0,1,24,13,17,0,1,0,0,0,0,1,8,4,15
0,3,9,0,2,2,2,6,28,16,8,4,11,10,4,4,0,8,6,7,16,17,5,0,3,22,3,2,0,0,6,31,13,12,26,10,3,0,4,1,9,2,11,6,0,0,2,5,4,9,0,7,17,6,0,7,2,2,25,17,14,6,1,15,6,12,1,2,4,6,5,2,21,7,4,4,0,0,14,0,2,19,19,0,0,21,6,6,1,5,1,3,0,14,1,3,3,4,30,7,0,2,4,0,4,0,0,3,1,1,3,6,17,0,2,8
0,0,3,0,1,2,5,0,5,0,0,0,5,5,5,5,13,0,0,10,4,1,2,0,2,4,5,15,0,84,0,2,7,0,3,6,2,9,18,4,0,7,10,0,0,2,0,0,5,0,9,0,5,8,7,1,1,0,4,1,0,0,20,19,6,3,7,0,1,0,9,0,5,12,3,1,2,7,2,0,0,0,1,7,4,0,0,1,8,1,7,0,24,0,8,5,1,11,1,0,0,1,10,0,2,0,16,22,5,24,10,23,1,2,0,3
1,16,4,16,1,0,0,15,34,3,1,13,4,2,0,2,1,12,3,0,1,14,1,0,4,3,0,0,0,0,1,4,0,2,4,2,0,0,0,0,7,1,0,8,5,5,0,0,0,10,0,15,6,0,0,4,1,2,2,4,16,11,2,0,4,2,0,4,1,7,1,2,1,0,1,21,5,1,6,0,3,12,8,1,0,3,3,0,1,1,0,19,0,21,0,9,4,1,5,8,3,8,0,17,2,4,0,0,0,0,0,1,3,8,3,1
0,0,0,0,1,10,2,0,0,2,16,0,1,11,1,2,1,0,0,16,0,2,0,0,1,0,6,2,0,0,0,5,6,0,0,3,0,3,0,4,0,0,3,2,1,4,5,0,0,6,3,0,3,0,6,4,1,0,12,1,2,1,11,9,0,6,8,0,1,1,3,0,1,9,1,1,0,2,3,0,3,2,2,2,0,0,0,14,4,5,14,1,0,0,9,3,7,8,1,0,1,0,0,5,4,0,0,1,0,6,1,0,6,0,0,1
0,1,2,1,0,8,0,9,0,13,0,4,8,2,1,1,3,17,2,7,0,17,7,0,5,0,0,1,0,0,14,1,3,23,16,5,0,6,0,0,28,1,1,9,5,9,0,10,6,0,0,4,11,4,2,7,4,36,9,6,22,5,19,8,0,7,0,28,4,15,0,0,2,0,2,11,0,0,1,0,2,8,9,0,2,23,4,11,2,4,3,19,0,2,1,6,10,1,0,42,6,5,2,1,10,0,1,0,2,2,0,1,4,18,4,14
0,0,2,0,2,0,13,0,0,0,6,0,1,1,0,26,24,0,0,6,2,0,4,0,0,3,2,1,0,19,0,3,1,0,0,4,11,6,11,4,0,2,18,0,0,0,9,0,3,0,0,0,0,0,10,1,0,0,11,1,0,0,9,4,2,0,2,0,1,0,13,0,3,7,1,1,0,11,0,0,0,0,1,1,13,0,0,1,12,0,6,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,0,5,10,2,0,0,0,0
8,27,7,14,0,7,0,17,20,14,1,25,2,1,0,0,0,10,4,1,0,24,2,0,9,0,0,0,0,0,9,6,7,24,14,0,0,0,0,0,19,0,0,17,2,7,0,15,0,4,0,0,1,0,0,1,2,5,1,20,7,16,1,0,1,1,1,28,4,15,0,5,0,0,1,0,11,0,6,0,5,9,4,0,0,10,8,0,0,2,1,32,0,20,0,1,9,0,1,13,3,1,0,33,6,9,0,0,0,0,0,0,0,13,5,5
0,0,10,3,2,12,1,5,3,9,3,0,7,6,7,3,7,2,2,0,8,5,3,0,9,3,3,0,0,0,9,23,5,7,15,12,0,2,5,0,7,0,29,5,5,17,5,6,3,11,0,1,0,5,24,12,4,9,8,9,7,16,5,11,4,10,0,6,0,14,9,0,5,2,2,8,1,1,7,0,3,2,16,0,7,8,5,9,3,14,6,6,9,3,9,4,8,4,5,3,1,2,0,1,1,0,9,0,3,11,5,4,23,12,6,35
0,1,30,1,7,3,23,0,0,6,13,1,10,25,26,16,8,0,0,7,12,1,11,0,1,23,30,21,0,3,0,9,9,1,18,21,18,14,35,24,2,21,7,5,0,6,8,0,0,4,0,0,5,0,21,6,4,4,12,13,5,2,15,26,22,13,15,2,1,7,35,1,10,33,15,12,1,15,10,0,0,3,2,9,13,2,2,8,14,6,1,4,6,1,17,7,0,7,4,2,1,4,28,2,1,0,3,7,4,13,8,8,15,0,0,13
0,2,2,0,0,6,11,0,1,2,4,0,9,12,28,35,6,2,0,12,10,7,4,0,1,6,21,11,0,44,0,4,16,0,0,17,24,5,36,11,1,6,0,3,0,0,7,0,6,2,10,0,24,21,0,13,2,0,5,4,2,5,16,2,11,5,15,0,0,22,28,0,5,3,10,7,0,1,6,0,1,1,6,11,9,0,1,9,14,12,28,0,8,1,9,4,0,3,1,0,0,0,1,0,0,0,10,7,4,4,7,14,15,3,0,8
