Ant4,Ant57,Ant260,Ant5,Ant52,Ant59,Ant65,Ant244,Ant540,Ant929,Ant2,Ant6,Ant24,Ant25,Ant26,Ant30,Ant38,Ant73,Ant74,Ant99,Ant102,Ant148,Ant158,Ant191,Ant196,Ant202,Ant209,Ant245,Ant268,Ant278,Ant308,Ant604,Ant620,Ant646,Ant673,Ant838,Ant1,Ant12,Ant13,Ant20,Ant27,Ant28,Ant29,Ant32,Ant40,Ant42,Ant43,Ant44,Ant50,Ant55,Ant62,Ant66,Ant68,Ant70,Ant71,Ant80,Ant81,Ant82,Ant85,Ant91,Ant96,Ant97,Ant100,Ant105,Ant111,Ant112,Ant113,Ant114,Ant117,Ant126,Ant135,Ant137,Ant139,Ant142,Ant144,Ant147,Ant149,Ant153,Ant156,Ant159,Ant169,Ant170,Ant173,Ant174,Ant176,Ant178,Ant186,Ant195,Ant198,Ant207,Ant212,Ant217,Ant218,Ant219,Ant220,Ant221,Ant226,Ant229,Ant232,Ant238,Ant242,Ant243,Ant250,Ant255,Ant256,Ant257,Ant261,Ant263,Ant265,Ant294,Ant299,Ant301,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant356,Ant376,Ant387,Ant390,Ant391,Ant394,Ant395,Ant398,Ant433,Ant437,Ant475,Ant492,Ant501,Ant527,Ant549,Ant552,Ant556,Ant575,Ant580,Ant592,Ant593,Ant600,Ant607,Ant610,Ant614,Ant621,Ant632,Ant635,Ant638,Ant650,Ant663,Ant665
0,0,0,12,3,10,3,32,9,7,9,1,12,21,6,8,0,1,15,3,0,6,3,21,3,5,7,0,1,9,18,5,2,10,11,0,2,1,11,4,5,12,2,2,1,16,2,11,8,4,19,37,0,0,1,0,48,1,0,4,12,0,17,8,1,2,5,0,19,15,0,12,6,0,9,3,1,4,0,8,15,3,0,2,19,0,10,4,2,3,11,1,11,0,4,22,0,7,3,16,4,24,17,8,1,0,20,17,0,3,10,1,0,13,5,2,0,11,0,3,4,8,4,3,21,9,8,2,0,0,0,2,2,9,32,0,4,18,19,3,0,26,0,5,0,1,1,11,30,6,0,10
1,3,2,3,12,2,1,3,2,22,0,4,1,22,1,7,7,4,8,2,6,0,1,5,4,0,6,1,0,3,5,2,7,5,2,15,0,10,3,3,6,1,8,6,9,4,6,0,23,0,0,2,8,12,9,4,3,2,19,9,4,5,11,13,3,0,2,23,10,13,3,25,3,5,4,5,11,0,0,2,2,0,5,4,7,3,0,17,7,17,1,1,5,0,0,5,1,1,3,28,22,14,3,3,1,4,11,2,1,10,2,1,3,3,7,16,3,1,2,1,15,2,2,9,5,4,0,5,0,10,1,5,0,7,4,10,4,6,2,8,0,2,5,2,7,6,2,7,1,8,0,12
0,24,0,1,1,0,3,0,0,13,0,5,0,15,6,2,32,1,8,58,20,7,1,2,0,1,2,9,3,0,9,2,4,1,5,1,0,3,1,4,0,0,1,1,2,0,5,5,4,0,2,0,0,11,0,0,12,5,1,2,0,5,1,0,48,0,3,10,0,4,48,3,4,0,0,2,1,0,0,0,0,0,3,0,4,1,2,7,5,3,2,4,3,1,0,0,2,0,4,36,2,2,32,1,1,10,4,8,5,1,0,3,1,12,3,7,1,2,1,0,3,16,2,26,11,2,7,3,2,10,5,19,0,17,1,1,7,1,0,4,0,0,4,1,4,0,12,0,1,4,3,0
1,2,0,3,7,15,33,13,4,15,3,12,6,15,3,6,4,2,7,2,1,12,7,0,8,0,0,18,5,9,0,20,5,14,6,1,1,1,6,10,6,2,9,4,22,7,10,18,17,5,19,6,5,2,0,2,24,0,2,0,11,2,12,5,3,4,5,1,24,2,4,21,18,2,4,9,6,16,2,3,8,14,2,5,15,3,8,11,8,8,0,0,5,6,0,6,20,2,3,31,11,4,3,6,5,8,8,8,1,0,6,2,3,0,10,4,6,3,3,0,8,0,20,8,4,3,10,10,1,0,11,11,29,19,23,0,5,25,12,10,0,6,0,43,0,5,13,15,6,5,14,6
0,11,0,4,6,0,1,7,3,19,2,16,31,9,12,0,7,14,7,4,3,1,22,7,40,31,18,5,2,2,20,0,12,0,15,16,11,3,1,2,12,1,0,5,4,14,0,8,1,3,4,4,0,2,5,1,8,31,3,0,31,5,6,2,6,22,13,1,6,2,3,11,8,11,14,10,21,2,2,5,4,0,8,1,4,14,31,6,8,3,0,3,6,22,1,6,6,10,3,7,5,9,5,12,9,17,2,2,0,4,8,12,0,6,5,11,1,4,6,3,1,0,1,7,4,23,11,7,3,10,8,2,5,7,37,9,17,9,4,28,0,54,16,8,10,3,19,12,12,16,8,3
0,9,0,0,0,0,0,0,0,13,0,11,3,5,7,2,9,10,1,7,4,5,0,1,9,13,3,2,7,4,5,12,0,0,9,0,3,6,1,10,0,2,0,3,0,0,7,10,1,15,1,1,3,3,0,12,2,8,14,0,22,13,6,0,3,18,2,12,0,3,12,9,15,5,0,20,8,2,2,3,0,0,12,0,0,14,11,6,4,7,0,8,3,10,0,2,3,2,0,6,1,2,16,1,4,1,0,1,0,0,4,4,0,14,4,6,0,8,9,0,6,0,0,9,0,24,1,0,7,5,8,5,24,4,3,0,25,3,6,11,0,5,5,3,4,15,7,17,5,18,11,0
11,0,4,3,9,25,4,8,0,0,3,5,2,0,1,0,0,3,0,0,0,26,6,9,4,0,0,10,5,1,14,0,0,0,2,0,0,0,1,2,3,0,4,8,9,7,6,0,11,0,0,19,4,0,35,1,0,0,0,47,1,0,66,3,0,1,10,0,8,2,0,24,9,9,5,6,1,2,0,11,24,2,0,17,12,0,1,5,0,1,44,0,0,0,0,7,15,0,10,20,7,0,0,11,0,0,1,0,0,0,0,3,2,0,5,0,33,0,0,17,0,0,2,0,26,0,5,20,1,0,0,0,2,0,5,0,1,4,2,1,0,0,12,2,0,2,0,4,2,9,0,19
3,2,2,3,12,5,16,2,9,10,4,1,2,4,4,17,1,1,10,4,0,6,4,25,3,7,1,11,2,5,6,15,9,2,0,2,0,0,14,3,3,0,7,4,2,0,11,4,3,2,15,1,3,3,3,0,16,0,2,12,5,5,11,2,1,0,2,14,12,4,0,15,1,1,8,8,0,2,0,1,0,2,1,5,4,2,0,12,4,0,5,0,3,5,1,2,5,10,11,31,1,26,21,0,1,2,7,2,0,11,5,0,8,0,2,18,2,3,0,2,4,0,0,1,9,1,4,0,1,4,2,10,2,5,14,2,9,18,21,10,0,5,17,6,2,1,0,1,10,4,2,12
0,13,0,2,0,0,1,0,1,1,0,12,5,10,6,5,3,8,2,12,4,0,2,1,7,7,4,0,15,1,1,16,0,0,2,0,1,3,2,4,0,5,0,0,1,1,1,17,2,1,0,0,0,6,0,6,3,19,1,0,20,11,0,1,27,5,7,9,7,0,6,11,8,3,1,17,3,0,0,0,0,5,11,2,0,12,9,10,6,16,0,11,2,8,0,0,0,6,0,8,1,3,13,1,11,15,5,0,5,2,2,3,1,5,4,7,0,7,5,0,1,1,3,12,2,10,1,1,11,5,11,10,0,6,2,15,26,10,2,20,0,17,8,3,12,14,3,11,3,7,0,5
0,6,0,0,1,0,0,1,0,1,0,5,6,0,6,0,0,33,0,1,0,1,3,0,0,87,0,2,0,0,1,11,3,0,0,1,0,2,0,0,0,33,0,0,0,0,0,11,2,63,0,0,0,1,0,45,1,16,8,0,4,8,0,0,7,34,0,5,0,0,2,3,14,0,0,103,2,0,50,0,0,0,32,0,0,70,19,1,6,0,0,28,2,22,0,1,0,0,0,1,0,1,0,1,8,0,0,0,0,3,44,24,0,0,1,2,0,7,28,0,1,0,1,2,0,60,0,2,39,4,13,0,47,4,1,2,5,0,0,7,87,9,0,1,5,1,2,0,7,8,0,0
0,24,0,0,0,0,0,0,1,6,0,5,0,4,4,1,17,1,5,11,3,0,1,2,1,1,3,1,10,3,1,3,6,0,0,3,2,0,0,3,0,0,2,0,1,1,0,1,2,0,1,0,0,16,0,3,0,6,3,1,0,29,0,0,15,1,0,3,4,3,4,8,8,0,0,6,1,0,0,4,0,1,1,0,6,2,2,10,11,14,0,7,7,4,0,0,2,0,2,8,0,2,21,1,8,5,3,4,14,3,0,5,1,1,9,3,0,6,6,0,2,1,1,14,0,2,1,0,5,1,5,6,1,28,0,1,6,1,8,12,0,2,0,1,7,3,1,0,0,12,1,2
3,2,5,17,10,5,51,3,20,7,10,1,1,1,4,2,2,0,12,0,6,12,2,0,4,0,13,11,3,1,6,1,1,1,14,2,0,0,0,8,8,1,5,8,4,0,0,1,13,0,21,28,2,2,17,1,17,1,2,5,0,3,3,0,0,0,4,6,3,33,1,5,0,0,6,2,1,12,0,1,7,9,2,6,1,0,0,2,1,3,15,0,7,0,16,6,27,3,20,8,5,2,4,9,1,6,6,7,2,4,1,0,13,0,0,6,5,4,2,19,31,2,11,2,3,1,4,19,0,2,1,2,0,4,8,1,0,5,12,2,0,2,1,22,0,1,0,1,16,5,1,10
2,6,2,5,3,0,1,1,3,5,2,5,1,9,8,5,4,2,3,4,3,4,1,19,15,0,15,4,3,4,10,2,10,2,3,4,0,3,8,0,4,0,3,4,6,3,12,0,17,0,13,7,1,17,0,0,4,0,11,7,2,19,7,3,8,0,0,9,5,13,11,16,0,1,0,5,12,2,1,6,4,11,3,4,6,0,0,12,5,13,1,3,17,5,1,0,0,7,0,18,8,3,5,4,6,3,21,11,3,2,0,2,2,3,13,10,4,6,1,2,8,5,2,12,5,1,3,1,1,7,5,4,2,12,4,9,0,3,7,6,0,0,1,0,8,19,6,0,3,22,5,3
0,0,0,9,1,3,6,10,9,10,5,0,0,4,3,0,0,0,3,1,0,3,1,4,0,5,4,5,6,0,6,12,0,3,3,0,0,0,8,4,0,1,3,0,0,2,2,4,1,0,1,12,9,7,5,1,14,2,0,0,1,2,2,0,2,0,3,0,0,2,0,7,3,1,2,7,1,19,0,7,0,3,0,2,9,1,0,1,1,8,3,1,5,0,1,6,0,2,0,5,3,4,0,0,2,3,9,4,0,3,3,1,12,1,0,8,4,0,0,1,9,4,0,1,1,0,1,1,0,0,1,0,1,0,10,4,0,3,3,0,0,1,8,0,2,1,3,5,6,3,2,5
