Ant4,Ant57,Ant260,Ant5,Ant52,Ant59,Ant65,Ant244,Ant540,Ant929,Ant2,Ant6,Ant25,Ant26,Ant30,Ant38,Ant74,Ant99,Ant102,Ant148,Ant158,Ant191,Ant196,Ant202,Ant209,Ant245,Ant268,Ant278,Ant308,Ant604,Ant620,Ant646,Ant673,Ant838,Ant12,Ant13,Ant20,Ant27,Ant28,Ant29,Ant32,Ant40,Ant42,Ant43,Ant50,Ant55,Ant62,Ant66,Ant68,Ant70,Ant71,Ant80,Ant81,Ant82,Ant91,Ant97,Ant100,Ant105,Ant111,Ant112,Ant113,Ant114,Ant117,Ant126,Ant135,Ant137,Ant139,Ant142,Ant149,Ant156,Ant159,Ant169,Ant170,Ant173,Ant174,Ant195,Ant198,Ant207,Ant212,Ant217,Ant218,Ant219,Ant226,Ant229,Ant242,Ant243,Ant250,Ant255,Ant256,Ant257,Ant261,Ant263,Ant265,Ant294,Ant299,Ant301,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant356,Ant376,Ant387,Ant390,Ant391,Ant394,Ant395,Ant437,Ant475,Ant492,Ant501,Ant527,Ant549,Ant552,Ant556,Ant575,Ant580,Ant592,Ant600,Ant607,Ant610,Ant614,Ant621,Ant632,Ant635,Ant638,Ant650,Ant663,Ant665
2,6,4,0,3,24,17,2,1,2,0,2,0,0,1,4,1,5,5,2,6,12,9,1,9,7,0,3,2,4,0,1,8,2,2,4,3,0,2,3,25,3,6,2,1,0,7,3,6,1,0,3,9,0,4,1,6,0,3,0,1,4,3,12,6,2,3,4,0,0,5,7,7,3,0,3,0,0,1,0,7,0,18,2,5,2,3,6,4,0,20,2,0,8,0,5,8,1,0,3,3,3,0,8,1,1,4,1,0,1,0,1,3,6,0,4,3,2,0,0,3,0,0,8,3,0,0,2,17,5,2,13,9
0,38,4,1,3,0,0,7,2,7,2,0,0,5,1,10,4,56,4,3,18,0,12,29,2,2,6,1,7,7,11,9,1,2,21,2,14,1,6,0,1,1,12,3,8,5,3,4,0,4,1,3,1,5,0,27,5,0,26,15,6,38,4,1,44,18,19,2,5,15,8,5,4,19,1,10,20,24,2,14,5,7,0,12,4,3,23,5,19,13,2,0,19,3,5,18,2,3,12,9,0,19,7,1,7,0,6,33,0,5,7,9,24,16,0,8,9,4,18,0,3,16,5,2,4,48,10,29,4,1,24,7,4
18,0,0,7,0,16,1,0,1,2,0,0,0,0,9,2,3,1,0,8,0,12,0,0,1,3,4,14,1,0,0,0,2,3,0,4,0,20,0,5,0,5,0,0,5,0,43,0,9,0,83,0,1,0,93,0,0,14,0,0,0,3,0,0,0,0,8,0,0,0,0,0,1,0,7,1,3,0,9,0,0,0,6,2,7,10,0,9,0,0,14,54,0,0,0,0,1,0,0,0,2,0,0,0,0,26,0,0,61,0,0,0,1,0,0,1,20,8,0,0,0,0,0,0,4,6,0,2,0,9,0,7,4
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,18,9,0,8,0,0,0,0,0,5,0,0,11,7,0,0,9,16,0,4,0,7,0,0,0,0,0,3,76,0,0,0,6,0,6,0,12,0,0,0,0,12,37,0,0,0,0,0,18,45,0,21,6,0,0,0,68,0,0,7,0,0,0,0,14,0,0,0,0,0,0,19,16,0,0,4,0,18,5,0,8,0,2,0,0,16,0,3,0,0,66,0,16,11,9,7,0,1,22,0,11,33,0,0,23,6,0,0,0,9,0,0,0,26,0,0
8,5,2,10,17,3,1,11,2,1,1,1,9,0,0,1,9,2,0,12,3,10,8,0,3,12,6,8,7,1,1,10,5,0,1,2,1,3,0,6,6,6,11,3,10,0,1,3,2,0,3,0,5,0,13,5,6,6,3,0,4,3,3,11,0,0,5,3,0,0,11,2,10,0,3,2,0,0,39,0,8,0,18,1,4,5,3,2,0,0,10,0,0,4,0,2,1,0,4,2,10,3,1,1,1,1,8,0,12,0,0,0,2,7,0,1,8,3,2,12,20,0,0,1,6,3,0,4,7,16,2,7,9
0,9,2,1,0,0,0,2,0,15,4,10,2,0,1,0,3,9,7,2,4,2,7,4,3,4,6,4,10,0,5,3,4,4,7,6,2,1,1,2,1,0,6,16,4,1,7,0,0,0,0,0,3,1,0,19,0,0,15,0,2,18,1,0,44,2,9,0,0,0,9,1,2,5,0,16,11,30,3,19,10,2,0,7,5,0,15,0,2,0,0,2,6,4,0,7,0,11,18,6,0,3,5,2,6,0,1,0,0,3,0,0,8,2,0,1,36,1,4,0,6,7,2,2,5,15,9,16,0,0,6,8,1
0,2,16,3,4,2,2,16,0,9,1,4,3,0,9,3,0,2,0,4,5,8,11,2,5,20,5,33,22,0,0,6,3,1,2,2,6,0,1,14,8,9,7,2,9,0,0,9,0,0,0,0,2,0,1,14,2,1,7,2,2,13,24,2,0,0,3,3,0,0,1,9,7,2,2,5,3,0,9,1,31,0,7,16,3,7,6,17,2,0,3,4,2,4,0,2,1,2,5,8,2,3,0,2,2,7,12,0,0,0,0,10,0,12,0,1,16,3,6,0,14,0,0,8,3,3,2,5,6,0,4,8,5
0,72,24,0,1,3,0,12,0,18,5,56,1,18,2,9,2,0,6,8,16,0,14,8,0,4,13,4,7,37,20,20,0,13,20,5,19,2,19,0,4,3,10,1,19,51,0,0,0,23,13,10,0,25,0,27,13,0,47,33,18,25,23,0,25,12,68,14,9,21,7,5,8,26,1,27,15,4,1,17,8,46,0,17,4,1,5,3,67,32,2,0,14,11,35,9,0,16,18,14,4,37,20,2,7,1,7,69,2,26,24,12,55,19,6,11,6,5,37,6,5,28,18,1,24,59,10,6,0,0,37,30,4
0,1,0,0,0,1,0,0,0,0,5,4,0,9,0,7,0,6,0,2,6,0,0,0,1,1,7,0,2,5,5,1,0,10,3,0,5,1,2,0,0,0,0,0,0,24,0,0,0,8,0,2,0,6,0,0,1,0,8,17,2,2,1,1,9,3,13,0,2,3,3,0,1,2,0,3,4,16,0,3,1,1,0,0,2,0,4,0,4,7,0,0,6,0,12,5,0,0,3,1,0,0,8,0,4,0,0,11,0,9,4,3,11,0,3,2,11,0,3,0,0,13,3,0,2,0,4,1,0,0,4,2,0
0,0,1,1,5,6,0,7,9,7,2,3,8,0,12,2,4,8,2,0,0,0,15,1,4,8,0,44,8,2,2,1,2,0,2,13,0,2,0,1,2,4,2,2,2,0,0,3,0,1,0,4,3,1,1,3,1,2,2,0,0,1,0,5,2,0,2,0,0,0,25,7,78,0,0,5,1,1,0,0,22,0,7,1,33,4,3,4,0,0,2,1,0,29,0,1,0,1,1,0,0,6,0,0,3,3,5,0,2,2,0,3,1,27,0,5,2,0,2,89,94,0,0,3,3,1,2,10,4,4,0,0,12
0,5,4,0,1,0,0,1,1,2,6,18,0,8,3,4,5,16,6,0,0,0,0,1,1,0,13,5,7,6,23,29,3,6,20,2,8,0,3,0,6,0,4,9,8,7,4,0,0,2,1,2,0,16,0,8,5,0,19,6,6,18,15,5,6,16,10,0,12,4,0,3,0,17,0,1,11,4,3,2,9,1,6,3,1,0,3,0,8,17,0,1,6,2,9,7,1,2,7,6,0,6,6,0,8,1,4,19,0,14,20,9,9,3,1,10,1,4,12,0,1,17,7,5,5,10,9,3,4,0,23,13,0
4,4,18,28,13,18,20,4,12,5,12,0,12,0,10,2,8,0,0,0,0,0,0,0,2,14,2,19,3,0,2,10,11,0,0,0,1,4,4,6,2,15,13,0,3,0,4,8,7,0,0,0,0,0,25,1,10,1,1,0,1,3,5,5,1,0,3,11,0,0,8,4,6,0,8,1,0,3,18,0,2,0,6,1,1,25,0,14,0,0,25,1,0,4,0,0,15,2,1,9,8,7,1,12,2,9,16,1,21,0,0,0,0,3,0,0,2,0,1,2,2,1,0,1,12,3,2,2,23,9,5,5,5
0,2,0,2,0,2,7,4,2,16,9,12,0,0,8,7,11,14,0,15,0,0,0,0,5,3,5,12,10,7,1,9,5,0,1,9,0,0,1,2,2,13,4,0,3,0,0,7,0,1,0,0,4,1,0,14,3,1,4,1,0,5,8,2,0,0,3,2,0,0,4,7,5,3,0,10,3,1,6,3,14,1,0,4,9,0,3,8,3,0,0,2,1,10,0,1,0,3,11,8,0,3,0,2,5,0,0,2,0,5,0,7,2,9,0,3,15,1,1,1,16,2,1,1,3,2,3,9,6,0,17,3,0
0,30,0,0,2,1,0,1,0,3,1,29,0,0,0,4,2,8,0,1,1,0,0,0,0,0,1,1,0,26,2,1,0,5,8,0,2,0,3,0,0,0,6,2,0,16,0,0,0,6,0,9,3,10,0,1,0,0,11,23,1,8,9,0,21,4,20,0,2,0,2,0,4,0,0,7,8,3,0,1,2,1,0,4,8,0,1,3,1,3,0,0,18,1,3,0,0,0,0,2,0,3,8,0,3,0,0,3,0,2,1,5,28,2,0,3,3,4,4,0,1,1,1,0,1,12,4,6,3,0,6,0,1
1,2,0,0,15,24,23,6,13,3,9,2,1,0,3,3,5,0,1,4,1,2,5,0,0,21,0,11,4,0,0,3,4,3,0,3,0,0,0,0,10,4,11,11,0,0,17,0,3,0,2,0,14,0,4,1,25,5,0,0,2,1,2,4,2,0,2,1,0,0,13,1,8,1,0,0,2,3,14,1,10,1,6,0,8,4,0,19,0,0,19,6,0,4,0,1,2,6,0,3,0,3,0,6,6,2,10,0,7,0,0,0,2,0,0,2,8,2,0,2,2,0,0,15,1,6,0,1,5,0,1,3,4
0,3,10,1,3,4,7,12,7,4,7,2,3,0,12,4,20,4,1,8,0,14,3,0,21,0,2,17,17,4,0,15,8,11,0,8,4,6,0,7,9,9,8,2,7,0,10,8,4,0,0,0,12,1,9,16,7,3,11,0,8,4,8,15,4,0,4,5,0,2,14,1,6,2,0,5,2,1,11,4,23,0,17,2,3,9,15,10,4,0,24,4,0,20,0,13,4,4,7,2,1,9,2,3,6,3,16,1,2,1,0,0,2,16,0,2,8,5,2,1,9,1,0,33,7,10,1,13,9,4,1,19,2
0,2,1,0,0,2,0,7,0,13,0,6,4,5,6,6,5,13,7,0,13,2,5,1,0,2,0,3,17,12,8,0,10,2,5,4,8,0,4,1,0,6,8,8,7,4,1,6,3,3,0,0,4,3,0,11,7,0,27,8,5,6,3,2,2,0,8,2,3,1,21,2,4,4,0,4,6,2,0,0,7,1,2,13,3,5,5,1,11,5,3,0,4,1,1,3,0,5,10,24,0,4,10,0,6,2,9,5,0,1,3,4,10,2,1,3,6,1,9,0,14,10,6,0,1,4,11,6,1,0,10,6,1
1,7,8,5,5,9,10,20,13,4,3,1,14,0,8,4,33,4,0,44,5,19,12,1,11,17,3,0,18,1,0,8,16,1,4,8,1,5,0,10,9,20,14,11,14,0,9,4,6,3,4,0,9,2,23,4,6,11,5,0,1,15,15,14,2,0,3,9,0,0,21,15,5,3,9,14,1,4,14,3,29,2,13,0,14,31,7,7,1,0,21,9,0,14,0,3,15,4,7,2,21,6,0,6,6,6,3,0,7,0,0,5,3,17,0,1,19,2,2,10,24,2,0,10,1,9,1,3,22,1,0,13,9
8,3,0,0,4,7,12,15,10,25,2,7,1,0,7,10,22,7,2,8,7,3,10,0,4,17,17,18,0,11,0,7,9,6,1,6,4,0,0,3,1,8,19,8,10,0,0,2,0,4,0,2,9,0,1,15,9,6,11,0,13,12,10,5,2,2,3,3,0,0,13,5,3,4,0,11,4,9,5,0,17,2,4,5,13,8,4,0,2,0,2,3,3,3,0,7,7,4,7,8,0,2,7,5,8,2,6,0,1,5,0,5,2,8,0,1,22,2,0,4,13,0,1,23,2,11,2,3,3,0,4,6,1
0,36,0,2,4,0,0,5,3,1,4,7,0,11,1,0,0,37,5,2,6,0,7,26,0,4,12,1,11,0,9,20,1,45,15,0,2,0,18,0,0,1,17,0,6,60,0,1,0,15,0,44,4,7,2,2,0,4,24,43,1,35,10,3,7,10,58,5,13,2,0,1,1,36,0,17,9,14,5,2,3,25,1,9,1,0,7,0,15,22,0,0,13,4,49,18,0,5,7,15,0,5,25,4,0,0,1,102,0,26,9,10,22,1,11,34,14,14,14,0,4,18,5,1,3,19,17,29,0,1,5,2,4
0,4,1,0,0,1,0,0,0,11,0,11,0,7,1,5,0,20,5,2,23,2,1,2,0,0,8,0,0,9,0,1,0,6,2,3,11,0,5,0,0,0,3,2,6,27,1,0,0,9,0,3,0,9,0,10,0,0,9,24,2,9,3,0,7,9,35,0,13,10,1,0,1,33,0,4,14,14,0,10,0,6,0,1,1,0,5,0,21,7,0,2,11,2,11,3,0,3,5,7,0,2,13,2,7,0,3,32,0,27,8,9,9,1,3,22,2,10,8,0,3,17,4,0,0,4,10,5,0,0,9,1,0
0,25,100,0,1,13,12,19,0,13,1,9,0,0,10,3,6,20,1,1,29,10,9,1,3,15,0,8,7,20,1,0,3,13,5,16,6,0,13,4,4,3,29,1,33,1,18,26,0,1,11,3,8,2,3,2,3,5,5,0,47,14,77,14,0,6,10,23,0,0,2,10,7,1,1,7,1,0,4,0,14,1,5,28,4,17,4,5,4,0,1,0,1,3,0,11,2,2,10,4,8,5,0,8,2,6,3,1,3,0,0,4,11,7,0,9,0,22,5,0,6,4,0,1,28,7,3,20,11,11,15,15,9
1,1,1,14,1,0,6,2,16,2,8,1,2,0,5,4,3,0,0,2,3,11,5,0,4,8,10,16,9,1,0,3,0,5,0,1,4,2,0,2,9,6,10,0,0,0,7,5,3,0,6,0,16,0,8,6,19,0,1,0,2,7,1,30,0,0,5,9,0,0,4,8,1,0,7,2,1,0,10,0,3,0,4,1,1,10,1,15,3,0,31,0,0,2,0,2,14,0,1,2,1,3,1,3,3,3,4,0,14,0,0,0,2,4,0,3,9,0,0,0,9,1,0,0,0,6,0,1,2,1,1,4,3
1,15,1,0,0,0,1,3,0,1,2,2,3,9,0,4,1,13,10,0,6,0,0,5,3,11,2,1,6,45,6,13,5,0,4,3,16,0,3,0,0,6,10,5,1,28,0,0,0,5,2,9,0,15,0,5,8,2,35,20,0,1,1,0,3,6,32,3,9,6,0,1,17,26,0,2,10,12,10,6,0,9,2,5,3,0,5,2,12,13,0,0,8,1,23,9,0,22,4,6,0,0,17,0,15,2,0,38,1,15,6,4,4,1,3,10,3,11,14,0,0,10,11,0,0,10,17,8,0,21,12,3,0
0,9,1,0,0,0,0,1,0,12,2,21,0,16,1,7,2,20,3,2,20,0,1,8,0,0,5,4,1,15,2,5,0,4,0,2,3,0,8,0,0,1,5,15,4,7,0,0,0,4,0,2,2,7,0,34,0,1,16,6,1,11,1,1,19,1,7,2,2,0,0,4,2,10,0,3,3,17,1,0,1,5,0,1,1,0,10,0,5,14,0,0,8,1,0,5,1,6,24,3,7,7,2,0,2,0,3,1,0,8,5,3,10,7,3,1,10,0,2,1,5,8,0,0,0,19,11,6,4,0,11,4,5
0,4,8,0,0,0,3,19,1,3,4,2,4,0,2,6,2,5,0,13,2,0,9,0,3,8,4,8,6,0,3,16,1,3,2,0,6,4,3,0,1,7,8,7,9,1,1,6,1,1,1,3,1,1,0,8,5,0,5,3,4,11,9,2,4,0,4,0,0,0,1,15,14,2,2,9,4,3,2,0,6,0,7,1,0,2,5,0,6,0,5,4,2,11,0,8,1,1,8,7,4,10,1,3,15,1,7,0,0,0,0,6,2,9,5,3,16,5,1,0,7,1,1,3,3,8,2,6,0,0,10,19,6
0,9,5,1,3,0,1,3,4,1,3,14,0,4,1,2,6,19,5,0,8,1,0,2,0,4,8,1,4,2,11,6,4,16,3,6,0,1,0,0,1,1,1,4,5,7,2,0,3,3,0,1,5,14,0,0,2,0,16,5,1,5,1,1,0,6,10,0,11,3,2,1,0,9,0,1,9,4,0,0,3,3,0,7,1,0,3,0,8,14,1,0,9,11,2,4,1,4,6,8,0,1,3,0,1,0,2,6,0,2,3,8,2,2,0,10,2,5,5,1,1,2,5,0,2,2,9,2,1,0,10,2,0
14,4,5,9,0,15,3,6,0,1,0,1,20,0,3,1,0,2,1,2,0,4,0,0,0,6,0,5,0,0,0,0,2,0,0,4,1,0,1,25,1,8,2,0,0,0,1,5,13,0,2,1,1,0,66,0,0,7,2,6,0,0,2,16,0,0,0,2,0,0,1,0,0,0,32,2,0,2,0,1,0,0,3,12,2,11,4,8,0,0,18,4,0,1,0,3,3,0,0,0,6,0,0,2,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,3,0,1,2,7,0,1,6
0,7,20,0,0,0,2,4,0,1,2,6,0,7,0,1,1,19,2,0,3,4,1,3,0,0,4,0,0,18,5,13,0,3,8,3,0,1,0,3,3,2,3,0,4,8,0,8,0,2,0,2,0,2,0,0,0,5,10,5,4,1,11,4,3,3,4,10,2,3,0,9,2,11,0,2,2,0,4,4,1,7,0,5,0,2,0,0,6,5,2,0,2,1,3,3,0,0,2,1,16,0,6,7,1,0,0,11,2,2,2,1,1,3,2,4,0,2,4,0,0,10,8,0,8,8,3,0,0,5,13,6,0
4,0,12,1,9,14,5,1,1,0,3,0,5,0,6,2,14,0,0,1,0,6,2,0,0,7,1,10,3,0,0,4,2,0,0,0,0,25,3,0,2,10,2,0,9,0,16,3,6,0,8,0,7,0,15,1,2,9,1,0,1,1,2,3,0,0,1,9,0,0,0,1,2,0,5,2,0,1,0,0,8,0,2,1,3,4,0,28,0,0,1,20,1,2,0,0,13,0,1,2,0,2,0,6,0,2,0,2,11,3,0,1,0,2,0,1,4,0,0,0,5,1,0,0,0,0,1,3,2,6,0,0,10
0,2,1,4,1,0,12,12,4,3,25,1,0,0,6,1,8,4,0,2,6,2,2,0,10,9,0,9,1,0,0,4,9,0,0,1,1,1,3,2,0,4,1,10,0,0,18,9,17,0,13,0,18,1,16,6,10,0,1,0,19,7,6,13,0,0,2,3,0,0,2,2,5,4,1,1,0,0,16,0,0,1,35,6,9,5,1,11,1,0,7,0,0,0,0,2,7,0,2,2,5,6,0,4,1,5,5,0,1,0,0,3,1,6,0,0,0,1,0,0,0,0,0,10,4,0,0,2,53,0,0,10,5
3,7,27,2,7,6,14,9,5,5,3,1,5,0,6,0,9,3,0,4,0,15,13,0,4,9,6,20,8,1,0,3,6,6,1,7,1,8,2,10,4,0,7,4,5,0,9,8,7,0,1,0,2,0,19,1,12,7,0,4,2,6,3,9,1,0,1,5,0,0,9,12,2,0,19,1,0,5,19,0,10,0,3,1,4,3,0,6,1,0,18,0,0,9,0,2,8,4,2,1,4,4,0,14,3,3,7,0,0,0,0,2,1,3,0,1,10,1,0,0,5,0,0,10,6,6,0,1,7,1,1,14,5
2,7,12,9,2,4,4,9,17,9,6,12,0,0,11,6,7,10,0,2,4,13,4,6,11,8,8,14,19,17,3,29,10,10,5,8,1,2,3,2,1,7,0,5,9,0,3,7,17,3,3,0,6,2,0,15,7,3,14,1,16,6,40,5,0,4,0,5,0,0,19,6,9,7,1,8,7,13,2,0,31,4,4,16,8,5,7,0,7,0,3,0,2,11,0,4,2,1,2,5,13,14,0,0,2,0,6,0,0,5,0,0,12,9,0,3,6,0,10,0,8,5,1,6,10,3,4,13,1,0,8,3,6
0,7,0,0,0,0,5,1,3,9,2,3,0,0,3,16,2,1,0,2,9,0,0,2,11,2,8,11,8,0,2,1,0,5,15,7,4,0,0,0,10,4,5,0,3,0,10,2,10,0,0,0,2,1,0,4,9,1,2,0,2,1,2,3,1,0,1,0,0,0,3,2,7,3,0,0,0,5,2,0,0,0,5,5,1,0,3,2,0,0,9,0,6,4,0,0,4,2,6,2,0,14,1,0,0,0,4,0,0,0,0,1,5,0,0,2,21,3,1,0,4,1,2,8,5,4,2,2,0,0,4,4,6
0,1,3,0,0,4,30,1,5,1,1,8,5,3,10,4,9,19,0,2,8,3,3,0,0,7,7,14,10,6,6,33,0,1,4,9,5,0,4,9,0,5,9,3,0,6,0,0,6,2,2,1,8,5,1,4,16,11,10,6,8,9,23,18,2,4,7,11,1,5,3,9,5,12,5,8,2,1,13,2,5,1,10,7,8,12,10,2,5,3,12,0,6,11,0,4,2,4,7,2,11,13,11,3,6,2,6,1,0,2,2,0,3,3,0,6,20,2,7,12,2,5,8,4,25,2,8,3,2,1,9,3,6
0,1,2,0,0,0,0,0,0,0,0,5,0,76,0,1,0,51,24,0,7,0,0,16,0,0,4,0,0,60,27,1,0,28,7,1,7,0,8,0,0,0,0,0,6,0,0,0,0,11,0,33,0,23,0,0,0,0,10,91,0,0,1,0,0,30,137,0,45,37,0,0,0,112,0,0,30,0,0,22,0,65,0,0,0,0,0,0,25,63,0,0,18,0,173,19,0,5,4,10,0,0,60,0,4,0,0,278,0,131,5,7,17,0,25,19,0,19,17,0,0,15,19,0,0,0,7,1,0,0,8,1,0
6,4,12,0,5,29,2,0,0,8,7,3,43,0,1,7,0,0,0,0,4,4,0,0,17,10,1,9,0,0,1,18,7,0,0,1,2,1,0,16,18,9,3,10,0,0,0,0,24,0,59,0,7,0,11,0,23,2,1,0,9,0,20,7,2,3,2,0,0,0,4,2,7,1,2,3,0,6,11,5,3,0,0,2,8,29,0,7,4,0,12,23,0,5,0,3,8,1,1,5,0,2,0,8,5,47,0,0,21,1,0,0,2,1,0,0,3,0,2,0,3,0,0,4,7,3,2,7,1,11,1,25,4
