Ant4,Ant57,Ant260,Ant5,Ant52,Ant59,Ant65,Ant244,Ant540,Ant929,Ant2,Ant6,Ant25,Ant26,Ant30,Ant38,Ant74,Ant99,Ant102,Ant148,Ant158,Ant191,Ant196,Ant202,Ant209,Ant245,Ant268,Ant278,Ant308,Ant604,Ant620,Ant646,Ant673,Ant838,Ant12,Ant13,Ant20,Ant27,Ant28,Ant29,Ant32,Ant40,Ant42,Ant43,Ant50,Ant55,Ant62,Ant66,Ant68,Ant70,Ant71,Ant80,Ant81,Ant82,Ant91,Ant97,Ant100,Ant105,Ant111,Ant112,Ant113,Ant114,Ant117,Ant126,Ant135,Ant137,Ant139,Ant142,Ant149,Ant156,Ant159,Ant169,Ant170,Ant173,Ant174,Ant195,Ant198,Ant207,Ant212,Ant217,Ant218,Ant219,Ant226,Ant229,Ant242,Ant243,Ant250,Ant255,Ant256,Ant257,Ant261,Ant263,Ant265,Ant294,Ant299,Ant301,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant356,Ant376,Ant387,Ant390,Ant391,Ant394,Ant395,Ant437,Ant475,Ant492,Ant501,Ant527,Ant549,Ant552,Ant556,Ant575,Ant580,Ant592,Ant600,Ant607,Ant610,Ant614,Ant621,Ant632,Ant635,Ant638,Ant650,Ant663,Ant665
0,0,21,6,2,3,16,16,7,2,5,0,12,0,5,0,23,4,1,0,5,4,2,1,15,14,0,5,5,0,0,36,4,0,0,1,2,2,0,0,18,16,1,6,8,0,12,2,8,0,17,2,5,0,0,0,11,0,2,0,0,1,19,6,0,1,6,16,0,0,3,13,2,0,2,0,0,0,9,0,1,0,0,6,6,3,1,4,0,0,3,1,0,6,0,3,3,0,10,1,29,2,0,8,2,10,0,0,0,1,0,3,0,1,0,1,0,2,0,0,3,0,0,19,17,0,0,0,15,0,4,1,1
0,0,2,0,1,1,1,8,1,3,3,59,7,5,4,8,2,18,5,3,9,2,1,56,4,9,4,2,9,19,1,15,9,35,20,4,25,2,0,0,4,3,20,5,5,11,7,0,1,0,0,23,3,40,0,16,24,1,26,17,4,14,15,4,0,7,38,4,0,6,7,3,3,29,1,25,7,12,3,6,4,4,1,3,4,1,2,5,4,33,1,0,12,4,0,20,0,0,15,14,4,10,22,0,11,0,1,15,0,8,0,5,9,11,0,9,8,7,17,0,10,8,16,2,4,20,8,22,3,0,21,3,1
21,2,0,3,3,6,1,22,0,1,9,5,4,8,17,3,3,0,0,6,29,8,19,0,14,4,1,10,10,3,0,24,18,2,2,2,10,2,12,3,10,3,11,7,20,1,0,1,2,0,0,0,6,1,0,0,15,26,0,0,5,6,10,9,0,1,13,2,0,0,6,39,11,2,4,3,1,5,19,0,6,11,4,10,19,0,1,0,3,8,12,1,1,7,0,3,1,0,13,9,0,4,5,0,6,3,4,0,3,0,0,1,2,1,0,6,2,0,2,0,15,2,0,19,3,14,1,2,25,5,9,1,12
6,0,3,0,2,43,17,2,7,0,19,2,0,0,0,0,2,0,0,6,0,23,4,0,11,0,3,14,18,1,0,1,0,1,0,1,2,7,0,7,3,11,1,1,0,0,2,10,12,0,2,0,14,0,39,2,13,21,0,0,0,1,3,2,0,0,0,0,0,0,3,4,3,0,2,3,0,2,23,0,1,0,8,0,10,5,1,9,0,1,8,3,0,0,0,0,16,0,0,1,9,0,0,5,7,6,8,0,1,0,0,1,0,1,0,0,1,1,0,0,15,2,0,15,0,2,0,0,8,8,2,1,10
2,1,3,2,0,1,0,3,0,0,3,1,0,0,2,1,6,6,0,3,3,15,1,4,10,2,3,8,7,3,0,4,2,4,0,19,1,0,1,5,17,3,0,1,8,10,1,9,9,0,4,0,0,0,1,0,5,5,0,0,3,10,12,3,0,1,4,8,0,2,4,1,0,0,6,0,1,0,10,0,2,0,5,6,4,6,0,10,0,4,16,0,0,6,0,0,1,0,1,11,1,1,0,0,4,2,8,0,0,0,0,7,0,3,0,1,5,0,0,2,11,2,0,6,1,0,0,1,8,5,1,8,2
3,1,6,43,1,0,4,14,15,2,18,1,1,0,2,0,4,2,1,7,1,14,1,1,0,5,2,11,8,1,1,0,16,1,0,3,3,8,0,6,10,2,2,0,1,0,8,20,17,0,3,0,11,1,24,3,5,15,0,0,0,6,2,8,0,2,0,4,0,0,4,6,1,0,10,4,0,2,15,0,1,0,8,1,13,17,0,26,0,0,14,7,0,4,0,1,41,0,0,4,10,1,1,0,3,14,9,0,0,0,0,6,0,0,0,1,6,0,0,3,12,0,0,3,2,0,0,1,12,9,1,0,24
16,1,1,17,0,4,0,10,4,1,16,1,16,0,2,0,11,2,0,3,0,8,0,0,0,6,2,10,11,1,0,8,2,0,0,3,2,11,0,9,13,9,6,3,3,0,2,4,12,0,20,0,0,1,29,5,11,1,0,0,0,2,1,32,0,1,1,4,0,0,2,13,1,0,4,0,1,0,0,0,1,0,17,3,11,9,0,1,0,1,4,1,0,7,0,0,11,0,0,2,5,1,0,25,3,0,7,0,7,0,0,0,1,2,0,0,3,0,0,5,4,0,0,4,6,1,0,1,13,3,2,0,7
16,8,22,2,3,14,10,0,2,4,2,7,7,3,8,0,14,0,0,14,13,4,12,1,4,12,2,15,4,3,3,20,9,1,2,6,0,3,0,4,7,21,13,1,10,0,4,11,12,0,2,0,9,0,0,6,7,25,11,0,7,10,14,17,0,3,4,5,0,0,10,24,6,28,1,2,1,0,13,0,3,0,2,5,6,18,1,27,0,18,3,9,4,5,0,5,5,1,7,8,1,4,0,1,2,4,8,0,0,4,0,2,4,0,0,2,7,1,0,0,9,0,2,26,1,6,2,3,33,3,5,20,15
7,1,0,7,0,15,4,2,0,1,21,0,4,0,3,1,2,2,0,1,0,12,0,0,6,0,1,5,0,8,1,0,17,1,0,12,2,11,0,16,0,2,2,0,2,0,8,4,6,0,14,0,0,0,26,0,2,6,0,0,4,0,7,0,0,1,0,7,0,0,28,3,0,0,24,3,0,0,20,0,1,0,8,8,8,7,0,10,0,0,1,0,0,14,0,0,11,0,2,2,17,0,0,11,0,0,5,1,6,0,0,0,0,2,0,0,0,0,0,0,9,0,0,3,0,0,0,2,3,24,1,3,2
2,3,1,0,0,2,1,4,1,0,6,1,6,0,2,11,2,7,9,6,2,1,4,4,5,11,4,1,3,6,9,1,3,2,10,3,6,1,1,0,1,0,8,7,14,0,0,0,0,0,2,0,4,2,0,16,1,0,4,0,0,12,0,0,11,0,6,0,0,1,11,0,20,0,0,18,3,21,0,7,2,0,1,3,10,0,17,0,4,0,4,0,2,6,0,1,0,5,16,17,0,0,1,0,12,0,0,0,0,4,0,9,14,6,0,9,65,1,3,0,3,2,1,1,0,1,11,12,2,0,5,4,0
5,3,9,19,3,18,16,2,21,6,0,12,5,1,3,3,13,7,4,5,2,41,7,2,6,9,4,7,2,2,0,2,12,1,1,10,1,3,0,11,1,6,3,5,6,0,3,4,7,0,2,0,5,1,1,1,10,18,2,0,3,4,7,5,0,7,2,0,0,0,18,11,2,0,19,2,2,1,10,1,8,1,10,8,21,5,1,9,0,7,3,4,1,12,0,3,10,0,6,10,13,7,2,6,2,4,4,2,0,5,0,1,7,6,0,3,8,3,1,5,9,0,0,13,3,3,1,7,19,27,1,5,4
0,59,5,2,1,1,1,7,0,1,12,0,1,9,5,6,3,27,14,2,7,2,5,28,4,0,6,2,3,26,2,3,1,26,4,1,10,7,5,3,2,0,13,2,3,12,7,0,3,13,0,24,0,11,6,15,9,0,30,27,5,8,9,1,4,9,32,5,12,5,0,2,3,28,3,7,8,5,0,29,8,11,2,5,2,0,5,2,3,48,7,3,12,0,7,37,2,6,7,14,0,20,26,1,4,0,1,15,2,25,3,20,46,1,4,14,4,29,14,0,1,7,19,3,4,85,9,3,0,3,17,10,1
12,7,4,0,0,1,16,7,4,6,5,1,0,0,15,7,8,3,0,10,5,0,7,1,9,22,8,15,17,11,3,11,16,1,3,4,2,7,0,2,9,6,12,13,4,0,0,12,1,0,2,0,18,0,0,6,22,2,7,1,2,10,2,6,1,2,10,16,0,1,9,7,16,0,1,9,0,0,8,1,12,0,0,11,9,4,0,4,3,0,4,2,0,6,0,0,0,1,2,7,1,0,1,0,13,8,0,0,0,0,0,2,2,4,0,2,20,0,4,0,0,5,1,8,4,13,4,2,23,2,4,21,6
