Ant57,Ant260,Ant52,Ant397,Ant929,Ant6,Ant7,Ant9,Ant14,Ant19,Ant24,Ant26,Ant30,Ant60,Ant64,Ant74,Ant158,Ant161,Ant196,Ant202,Ant209,Ant227,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant673,Ant740,Ant838,Ant954,Ant0,Ant1,Ant12,Ant13,Ant20,Ant23,Ant27,Ant29,Ant42,Ant48,Ant49,Ant51,Ant54,Ant55,Ant62,Ant66,Ant68,Ant70,Ant80,Ant91,Ant96,Ant97,Ant98,Ant109,Ant113,Ant118,Ant120,Ant124,Ant126,Ant131,Ant135,Ant137,Ant140,Ant144,Ant147,Ant149,Ant159,Ant169,Ant170,Ant174,Ant175,Ant190,Ant195,Ant206,Ant210,Ant229,Ant232,Ant242,Ant257,Ant261,Ant262,Ant263,Ant264,Ant289,Ant296,Ant299,Ant301,Ant313,Ant326,Ant331,Ant332,Ant353,Ant356,Ant376,Ant380,Ant387,Ant391,Ant395,Ant433,Ant458,Ant492,Ant501,Ant507,Ant509,Ant530,Ant576,Ant592,Ant593,Ant607,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
2,0,2,5,3,11,10,6,2,0,4,3,6,0,4,0,0,1,31,15,2,5,2,0,4,3,18,11,0,1,8,19,0,11,1,1,2,12,6,14,16,9,2,1,7,5,0,7,5,13,3,2,7,12,1,1,14,0,7,8,3,0,23,3,0,21,2,5,4,0,0,6,2,14,0,3,0,0,10,3,3,1,10,2,8,1,7,3,26,25,2,0,0,0,0,0,1,0,7,0,4,2,7,0,0,14,16,4,5,4,19,11,4,6,0,13,16,10
3,3,0,0,7,0,0,2,5,0,0,0,0,0,0,0,0,1,22,1,4,7,5,4,0,5,8,3,0,0,15,8,7,2,2,3,2,1,14,8,6,4,0,7,12,2,0,22,1,5,0,17,1,7,2,4,1,0,0,6,0,1,0,11,0,4,0,10,3,0,9,1,1,0,0,8,1,2,7,2,1,0,1,6,4,12,12,0,6,12,6,8,0,7,0,7,0,2,0,8,5,0,4,0,2,8,5,0,12,10,9,4,9,2,1,5,19,8
19,0,2,1,24,1,1,15,1,9,0,0,1,0,13,7,0,10,5,2,5,3,4,3,5,0,15,1,5,0,5,0,0,1,6,2,3,0,14,4,1,1,1,8,3,1,3,1,3,4,12,14,5,5,3,6,0,0,3,5,1,11,0,9,19,6,0,2,10,0,7,3,0,2,0,5,5,2,3,1,2,8,4,27,4,3,5,0,1,1,0,0,0,0,2,1,0,3,11,7,6,2,1,0,1,7,13,2,2,0,2,2,7,5,2,2,6,5
21,1,26,0,14,3,2,9,8,40,1,9,0,1,12,1,3,4,16,3,8,11,3,18,8,15,0,35,22,4,12,7,17,3,43,3,4,14,9,14,2,3,2,10,9,0,8,0,10,1,6,3,20,17,32,16,2,0,38,11,2,27,4,41,16,3,0,3,3,3,8,25,6,27,0,9,5,12,15,9,0,23,5,5,9,0,7,5,6,1,16,9,0,2,3,0,0,3,11,8,13,1,24,0,20,34,6,14,21,9,1,8,13,10,7,6,7,5
3,0,7,5,4,0,5,4,2,0,2,12,0,0,1,0,9,3,7,1,2,11,7,11,3,1,35,0,4,1,5,3,0,0,4,5,6,10,1,14,3,4,0,8,13,3,23,3,1,2,3,4,4,15,4,1,1,0,4,20,6,4,1,8,0,0,0,3,0,0,6,1,2,6,0,4,0,1,9,4,1,3,13,4,15,2,8,0,1,3,2,0,0,2,1,0,0,1,7,1,4,7,0,0,3,6,7,2,1,4,6,11,6,6,4,4,6,5
1,0,5,0,15,0,0,15,4,4,1,1,1,1,22,5,25,11,6,0,1,3,1,0,0,5,22,4,0,0,3,0,0,0,5,3,1,0,17,9,0,0,3,1,13,0,8,0,6,0,14,4,8,13,22,27,0,0,7,6,1,18,0,4,2,0,0,1,4,0,7,5,1,3,0,8,12,9,3,11,0,26,2,19,5,11,2,0,0,1,1,0,0,0,2,0,0,3,18,0,5,8,0,0,8,7,30,19,0,9,0,6,8,7,7,0,1,6
3,21,1,10,0,8,10,2,4,0,10,2,19,3,0,0,0,4,11,3,2,8,3,1,0,0,4,1,0,0,1,4,0,1,4,1,8,2,0,0,13,10,15,0,0,3,0,10,0,0,0,3,0,4,1,1,6,7,5,1,0,0,14,14,0,6,15,34,14,16,0,2,7,1,62,8,2,7,3,1,23,0,1,1,2,2,12,0,8,21,2,1,46,8,0,11,0,4,1,0,8,2,4,1,0,2,2,1,13,1,8,4,13,0,0,3,2,0
5,0,0,0,18,1,1,0,1,1,0,0,1,0,9,3,4,5,5,5,6,2,5,8,15,5,12,5,3,1,0,0,0,0,6,5,2,5,8,7,4,7,2,12,4,1,6,3,1,2,6,13,4,8,4,3,4,1,0,11,0,15,3,2,0,0,0,1,15,0,8,2,0,1,0,5,2,7,6,4,3,1,4,4,2,3,0,0,2,17,0,0,0,0,0,1,0,0,16,2,6,6,4,0,1,3,7,8,3,2,7,6,10,10,2,3,4,22
2,7,1,15,2,18,4,2,48,5,18,1,3,4,1,0,0,13,70,20,4,10,7,19,8,0,7,3,0,4,0,0,4,7,14,8,10,26,6,18,30,23,3,3,6,11,2,11,4,13,17,18,7,6,7,0,5,2,0,8,2,1,21,3,0,17,4,14,18,2,1,0,19,1,0,10,1,5,3,0,3,0,4,0,1,3,20,1,11,41,3,0,0,2,2,22,0,12,5,1,8,2,29,0,0,10,6,2,32,3,17,23,14,0,1,6,7,4
1,1,2,0,0,0,1,50,0,0,0,2,0,0,1,0,0,3,1,0,0,1,4,0,7,0,17,0,0,0,0,4,0,0,5,0,0,1,2,2,0,0,0,1,6,0,7,1,2,1,0,2,14,5,3,8,0,0,0,0,0,12,0,3,1,0,0,1,0,0,10,36,0,3,0,1,0,4,2,0,0,2,1,2,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,6,9,0,4,0,1,3,14,9,0,2,3
4,68,1,5,0,0,43,0,3,4,17,2,42,35,0,0,1,0,5,30,5,11,2,11,2,1,3,0,0,1,0,7,0,0,0,4,1,27,2,0,11,37,15,1,6,7,0,2,0,12,2,0,0,0,0,1,15,5,1,0,1,0,8,0,5,17,22,31,15,16,0,0,22,0,23,0,2,6,1,0,17,0,0,3,6,0,36,1,33,23,36,70,22,59,0,12,0,4,2,0,3,0,19,8,0,5,2,0,32,1,15,5,4,0,1,20,9,0
6,1,1,1,7,11,6,11,4,0,3,0,2,0,3,1,4,6,7,9,8,0,4,1,2,6,43,4,5,4,6,14,5,0,0,0,0,1,10,20,5,4,0,4,18,0,8,0,9,2,9,24,9,5,9,1,3,0,0,18,0,10,5,12,11,5,1,16,11,0,10,7,0,23,0,8,8,10,7,3,0,10,5,8,4,3,9,0,2,13,1,0,0,0,3,3,0,4,4,5,22,9,9,0,0,3,11,8,9,2,2,5,17,1,4,0,3,10
0,4,0,5,9,2,3,6,1,2,3,0,1,3,10,1,0,2,5,0,3,5,5,1,3,2,3,5,3,1,5,8,0,4,0,0,1,0,30,0,11,5,0,6,1,1,0,0,1,2,2,5,4,10,4,2,1,0,2,0,4,1,4,2,4,5,0,9,0,3,3,7,1,5,0,3,0,0,4,1,9,2,0,1,3,4,14,1,10,13,4,2,0,14,0,7,0,0,2,0,3,3,8,0,1,5,5,2,1,10,0,6,5,5,0,0,4,16
3,0,0,1,0,41,1,2,8,2,6,0,1,3,0,0,0,2,45,1,5,26,7,2,2,3,4,6,1,8,2,10,0,1,0,1,0,3,17,9,19,8,4,2,6,2,3,87,5,3,2,10,1,2,0,0,2,1,1,6,1,1,18,4,1,5,0,9,8,0,4,2,2,0,0,6,1,5,3,0,4,7,6,5,3,20,6,0,9,18,1,0,0,0,0,20,0,3,4,2,7,2,12,0,0,8,3,0,12,10,7,23,9,3,0,7,1,9
7,18,0,1,1,1,22,5,2,1,6,7,10,20,0,0,3,5,14,20,3,3,4,12,1,0,14,10,0,2,5,26,1,27,1,0,3,0,1,4,10,24,14,3,5,10,9,3,0,12,8,3,5,8,1,2,32,13,2,6,6,0,6,7,0,4,23,23,3,10,4,2,5,5,17,4,0,1,1,4,26,1,1,3,9,0,19,5,24,21,21,32,24,38,1,17,0,9,2,5,7,4,15,5,0,20,8,7,10,1,3,14,23,6,0,8,12,1
20,3,4,1,15,8,0,4,9,20,7,0,0,0,19,16,2,5,6,2,20,10,13,6,14,14,9,1,17,0,8,6,2,2,10,30,17,1,0,3,9,12,0,15,16,4,2,17,10,5,8,25,2,6,18,13,0,0,1,11,2,11,1,9,3,4,0,3,38,0,16,9,0,23,0,6,14,15,8,7,1,34,5,20,14,36,12,9,1,15,0,9,0,3,4,16,0,0,29,7,20,10,7,0,10,21,10,2,13,21,7,7,13,5,24,0,0,13
14,3,3,0,8,13,1,51,11,0,1,3,2,0,13,1,2,8,10,4,5,4,6,14,8,4,14,14,9,0,7,18,2,0,20,0,9,4,3,0,2,5,3,5,13,0,3,3,15,6,9,23,21,14,2,4,0,4,3,15,4,6,5,4,3,7,4,8,18,0,19,10,1,18,0,18,10,6,5,1,0,7,19,4,24,13,19,0,5,11,6,0,0,0,3,10,0,2,8,3,10,13,2,0,12,3,33,25,3,23,9,13,10,2,10,6,11,22
3,25,0,16,4,19,16,3,9,2,43,0,4,3,1,0,3,7,53,19,2,13,5,16,6,1,2,3,0,13,4,30,0,11,5,11,19,10,9,2,0,49,13,12,1,7,4,21,4,9,0,4,6,1,1,0,9,10,1,4,4,5,19,2,1,21,4,17,10,5,0,3,10,3,0,21,1,6,8,0,5,0,5,0,8,6,15,0,37,43,29,1,0,1,0,14,1,2,4,0,12,0,20,0,0,1,1,0,58,7,9,30,35,1,0,12,15,30
3,29,2,9,4,19,42,1,9,1,25,1,17,23,1,2,0,6,28,38,4,26,9,9,4,1,3,4,0,10,7,23,0,37,4,5,8,24,12,5,49,0,40,1,4,57,1,35,4,1,1,1,1,9,1,2,28,16,3,5,4,1,23,15,1,13,26,29,8,14,0,8,36,1,19,30,0,2,4,1,19,0,5,2,10,3,38,2,13,34,24,8,15,7,0,39,0,13,4,2,12,1,13,3,3,0,1,6,30,3,29,31,33,0,0,14,18,7
0,40,0,2,0,16,69,0,1,0,14,0,43,27,0,0,0,1,20,4,1,11,6,2,0,1,2,0,3,15,2,3,0,15,0,0,4,14,0,3,13,40,0,0,2,8,0,5,3,5,3,7,1,2,0,0,6,8,0,2,1,1,19,6,3,14,34,34,6,45,7,7,2,0,44,12,3,0,3,0,9,0,0,0,5,5,14,0,13,26,23,27,18,26,0,16,0,0,1,0,5,0,18,4,0,0,6,0,17,1,6,9,21,0,0,10,4,3
11,4,0,1,5,3,0,1,0,2,1,1,1,2,9,15,4,2,4,0,5,6,8,1,7,8,10,8,1,0,12,3,1,1,4,6,2,3,15,5,12,1,0,0,5,1,9,0,9,4,8,9,8,11,13,9,0,0,7,1,0,12,0,8,29,2,0,6,7,0,4,0,1,17,0,2,2,9,20,11,0,11,13,4,4,4,3,0,3,4,0,0,0,0,2,5,0,7,4,5,13,4,6,0,2,13,6,7,4,14,0,10,6,11,1,0,4,14
17,0,14,2,5,12,0,14,7,13,1,3,0,0,8,8,9,10,9,1,2,5,4,7,12,3,9,13,13,0,4,6,6,6,18,1,6,5,16,13,1,4,2,5,0,1,6,7,21,1,4,8,4,28,9,9,0,0,9,6,3,3,7,10,6,2,0,5,9,0,14,8,2,8,0,9,7,24,8,8,2,5,10,10,9,12,3,8,2,7,3,6,0,0,3,3,0,2,1,8,8,5,0,0,2,27,8,11,4,20,8,5,2,2,4,0,10,11
2,17,0,12,11,3,37,0,2,1,9,1,7,17,0,0,2,1,37,16,4,6,4,5,2,1,0,3,0,3,1,11,0,7,0,1,2,10,4,0,7,57,8,1,1,0,1,1,2,11,3,4,2,7,0,0,26,16,1,3,0,0,3,1,0,8,24,19,10,9,1,1,15,0,8,1,4,1,0,0,9,2,1,4,2,0,7,1,27,15,50,6,10,20,3,10,1,0,1,6,5,0,8,0,0,5,1,1,23,4,8,6,4,0,0,11,3,2
3,6,9,0,15,0,1,38,1,0,0,0,0,0,9,3,5,6,1,0,7,0,0,0,0,3,8,23,8,0,6,2,7,0,8,0,3,9,2,3,4,1,0,9,6,1,0,0,8,1,8,8,13,16,0,15,4,0,15,1,0,3,0,1,11,1,1,4,1,0,9,1,1,15,0,4,4,1,4,15,0,7,0,0,11,2,1,10,2,0,0,8,0,0,0,0,0,1,5,10,9,0,7,0,5,67,2,3,5,2,2,3,11,2,10,1,9,3
5,5,5,7,8,21,0,0,4,0,8,3,1,5,0,0,2,2,145,13,8,22,2,7,22,1,0,3,0,10,3,11,1,2,0,0,87,3,17,3,21,35,5,0,7,1,0,0,0,3,0,11,2,0,0,4,1,12,0,0,1,2,21,6,0,7,2,5,6,0,0,6,16,0,0,3,3,3,1,0,2,0,0,0,5,17,11,2,8,7,1,0,0,1,1,12,0,0,0,1,11,2,17,0,1,4,0,0,180,4,15,9,10,1,1,14,18,3
9,0,4,0,7,11,0,5,6,6,0,0,0,0,12,6,5,14,7,3,2,4,5,5,1,3,10,1,6,0,1,4,2,0,9,1,5,0,10,15,4,4,3,9,21,2,8,0,0,4,2,13,3,2,8,11,1,0,5,6,1,7,4,5,18,5,0,2,1,0,20,19,0,0,0,27,1,7,15,8,0,5,8,5,4,20,4,0,2,3,0,0,0,0,0,1,0,0,7,7,9,6,2,0,9,3,0,0,2,7,2,9,7,3,0,1,1,25
11,4,2,3,1,12,5,4,4,2,1,1,3,4,2,4,1,1,8,12,7,20,7,13,5,4,1,2,0,0,2,13,1,12,2,2,3,12,5,6,9,1,5,4,1,11,1,3,4,0,2,9,2,7,7,1,5,1,1,10,0,7,4,9,0,5,8,6,15,0,8,3,6,10,0,11,0,1,4,1,3,3,1,3,1,5,17,1,16,16,5,5,0,4,0,20,0,4,6,4,13,0,30,0,0,5,6,2,9,1,4,6,34,5,4,7,15,5
3,3,2,0,2,3,0,9,16,1,0,3,0,3,8,93,5,6,5,0,1,4,0,3,0,12,6,3,14,0,6,17,0,2,9,2,2,8,8,9,0,1,3,8,4,3,8,0,2,2,0,3,7,9,4,7,1,0,10,1,0,3,0,8,37,0,0,6,6,0,16,11,0,12,0,5,2,20,3,22,0,13,11,17,5,12,4,0,0,3,0,0,0,0,3,1,1,0,8,26,15,4,2,0,8,21,12,17,0,2,1,4,0,30,4,2,2,2
22,0,2,1,6,16,2,12,6,6,0,0,3,1,0,5,0,3,18,1,5,15,3,2,17,14,3,4,4,3,13,18,2,0,24,5,10,3,25,23,4,1,7,9,8,4,8,11,13,9,3,0,9,8,9,17,2,0,0,14,0,9,8,6,13,5,2,7,12,0,9,6,2,6,0,11,11,12,4,4,3,2,7,12,4,13,12,0,8,10,2,0,0,0,2,17,0,5,4,5,8,0,8,0,2,11,16,11,10,8,3,14,4,7,0,2,3,5
2,0,3,1,12,4,1,17,4,0,0,26,1,0,9,17,7,4,11,3,2,0,6,7,1,5,20,4,8,0,4,7,14,0,9,4,1,5,2,21,6,1,1,8,4,2,13,2,3,2,7,9,0,15,2,3,3,0,5,13,0,28,0,1,13,1,0,8,2,0,9,3,2,0,0,36,7,1,4,21,0,3,5,12,1,8,4,5,0,5,3,0,0,6,6,3,0,6,6,24,3,7,5,0,5,23,18,13,2,2,0,2,6,17,22,0,1,15
8,10,12,0,5,1,11,27,2,9,1,11,0,0,3,1,11,10,30,3,12,0,5,12,7,5,17,15,13,4,8,6,5,0,5,10,2,8,6,14,1,9,2,11,28,7,16,0,2,7,9,8,15,0,4,3,8,0,41,6,0,10,1,12,1,2,7,14,4,0,19,13,0,11,0,4,6,9,14,19,1,6,14,0,17,0,4,18,4,3,0,6,0,0,6,0,0,3,2,13,5,4,21,0,12,57,19,4,28,3,12,7,23,19,1,0,48,21
