Ant4,Ant57,Ant260,Ant5,Ant52,Ant59,Ant65,Ant244,Ant540,Ant929,Ant2,Ant6,Ant24,Ant25,Ant26,Ant30,Ant38,Ant73,Ant74,Ant99,Ant102,Ant148,Ant158,Ant191,Ant196,Ant202,Ant209,Ant245,Ant268,Ant278,Ant308,Ant604,Ant620,Ant646,Ant673,Ant838,Ant1,Ant12,Ant13,Ant20,Ant27,Ant28,Ant29,Ant32,Ant40,Ant42,Ant43,Ant44,Ant50,Ant55,Ant62,Ant66,Ant68,Ant70,Ant71,Ant80,Ant81,Ant82,Ant85,Ant91,Ant96,Ant97,Ant100,Ant105,Ant111,Ant112,Ant113,Ant114,Ant117,Ant126,Ant135,Ant137,Ant139,Ant142,Ant144,Ant147,Ant149,Ant153,Ant156,Ant159,Ant169,Ant170,Ant173,Ant174,Ant176,Ant178,Ant186,Ant195,Ant198,Ant207,Ant212,Ant217,Ant218,Ant219,Ant220,Ant221,Ant226,Ant229,Ant232,Ant238,Ant242,Ant243,Ant250,Ant255,Ant256,Ant257,Ant261,Ant263,Ant265,Ant294,Ant299,Ant301,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant356,Ant376,Ant387,Ant390,Ant391,Ant394,Ant395,Ant398,Ant433,Ant437,Ant475,Ant492,Ant501,Ant527,Ant549,Ant552,Ant556,Ant575,Ant580,Ant592,Ant593,Ant600,Ant607,Ant610,Ant614,Ant621,Ant632,Ant635,Ant638,Ant650,Ant663,Ant665
0,0,29,5,8,5,6,15,5,2,6,0,0,0,1,0,0,0,0,1,0,0,1,17,1,0,5,6,1,4,0,1,0,19,8,0,0,3,8,4,4,0,14,0,7,2,0,2,5,0,7,0,8,0,22,0,6,0,1,8,1,0,6,1,0,0,2,3,6,0,0,12,0,1,13,0,2,1,0,0,0,3,0,16,16,0,3,0,1,2,26,0,11,0,8,6,1,1,39,5,8,3,0,11,0,0,14,0,0,0,0,0,0,0,3,3,4,2,0,7,0,2,0,0,6,0,0,22,0,4,1,5,0,0,11,1,0,1,5,0,0,1,12,16,0,2,0,17,12,3,1,4
0,0,0,2,0,0,0,0,0,3,0,16,1,6,1,1,8,10,3,27,8,8,2,3,3,1,2,0,7,5,0,1,20,0,2,1,2,20,1,13,0,2,1,0,0,0,17,9,1,0,6,1,2,16,0,3,8,5,3,0,6,4,8,0,25,8,0,18,1,3,36,17,5,0,0,5,6,2,0,9,1,5,8,0,4,0,0,3,12,16,3,9,1,3,0,2,0,4,0,60,0,4,16,0,10,9,1,2,17,1,15,1,1,6,6,7,0,3,0,0,6,0,1,19,4,0,16,1,1,11,8,5,1,3,1,7,14,1,3,20,0,0,2,2,1,3,10,0,4,10,13,4
29,0,0,8,3,0,6,0,7,2,10,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,0,0,1,17,5,0,0,8,10,1,0,0,17,6,0,0,4,20,20,0,9,4,7,0,6,11,25,0,0,0,8,2,0,17,6,0,19,0,2,0,0,0,1,0,0,23,0,0,30,0,0,11,0,1,0,13,0,6,0,0,0,2,8,4,11,0,7,0,6,2,11,1,19,36,4,1,0,2,0,1,2,0,1,0,0,0,4,0,4,6,18,0,0,1,3,4,6,0,45,0,2,1,0,0,2,7,0,12,5,0,0,0,0,3,0,0,43,0,0,0,0,0,20,5,0,3
5,2,8,0,0,6,31,20,15,7,40,0,0,9,3,2,3,0,6,0,0,4,6,16,0,0,0,1,2,10,13,0,1,1,14,0,0,0,21,2,1,0,0,20,15,0,6,2,19,0,12,7,22,2,4,1,22,2,0,5,4,5,7,0,1,0,0,0,13,1,0,6,1,0,3,0,0,14,0,3,0,15,0,16,6,0,0,2,0,23,7,3,0,0,3,0,3,2,5,0,11,1,0,5,1,0,4,1,0,12,2,0,37,0,3,3,21,0,0,12,9,8,18,6,18,0,2,21,0,2,1,7,0,28,1,1,0,3,18,0,0,0,4,1,3,1,4,1,8,2,0,19
8,0,3,0,0,36,5,8,0,10,0,4,6,0,1,0,0,3,3,5,0,1,0,10,1,6,0,2,3,0,0,9,0,15,3,2,0,0,4,10,14,0,5,2,8,21,0,2,11,3,19,0,8,0,18,1,5,0,12,17,1,1,31,2,2,0,0,1,6,5,0,5,0,4,14,0,5,4,0,0,24,11,7,17,0,0,2,2,0,0,19,6,4,0,4,12,0,5,7,5,3,0,0,7,0,0,7,4,4,4,0,11,10,0,0,4,0,0,0,3,0,1,0,2,3,1,2,6,2,0,3,0,0,4,14,0,2,2,8,9,0,4,0,9,1,0,0,27,6,21,1,1
5,0,0,6,36,0,19,0,0,9,14,1,0,2,2,0,1,0,2,1,0,1,0,5,1,0,10,4,3,0,1,0,1,25,9,0,0,0,7,1,44,0,5,9,9,3,0,0,17,0,4,3,6,0,41,0,0,0,0,5,0,0,12,13,0,0,3,0,2,12,0,5,1,8,12,0,5,9,1,1,8,16,0,25,17,0,0,4,1,0,1,0,0,0,2,9,11,1,0,1,9,1,0,24,0,1,1,0,0,13,0,0,47,1,0,0,6,0,0,12,0,12,1,0,1,0,0,18,0,0,0,5,0,10,6,0,0,7,15,1,0,1,6,8,0,0,2,26,4,3,0,17
6,0,6,31,5,19,0,2,38,4,5,1,0,4,0,0,0,1,3,2,0,0,0,48,0,0,3,0,9,4,7,0,0,2,2,0,0,0,1,3,0,0,8,12,12,7,1,1,5,1,4,10,0,1,6,0,2,0,0,48,2,0,18,13,0,0,4,0,1,5,0,2,1,0,15,0,1,16,0,0,2,16,0,4,0,0,0,2,2,1,4,0,9,0,3,2,11,0,5,0,16,3,0,21,0,0,0,4,2,2,0,0,26,1,1,0,50,0,1,12,0,6,6,0,5,0,0,9,0,4,0,3,0,7,1,0,0,0,8,2,0,0,18,4,4,0,1,21,7,0,0,14
15,0,0,20,8,0,2,0,5,1,7,6,0,0,2,5,0,1,3,3,0,3,6,0,10,0,5,9,3,7,1,3,1,0,11,0,0,1,8,5,0,0,3,2,1,3,1,5,12,0,9,20,10,0,0,0,5,1,1,0,5,9,35,7,3,1,0,2,20,8,0,12,15,1,4,1,0,11,0,4,13,1,8,0,11,0,0,3,2,8,11,0,6,0,0,3,10,7,2,10,9,9,5,8,2,4,13,8,1,1,0,0,22,0,1,6,4,4,0,4,7,7,6,3,0,1,1,12,2,0,2,2,0,7,4,6,0,4,7,3,0,2,0,19,5,3,3,7,37,6,5,0
5,0,7,15,0,0,38,5,0,1,19,0,0,13,5,7,0,0,1,0,0,3,1,7,6,0,3,3,6,12,6,0,0,0,6,0,0,0,0,2,0,0,5,20,16,3,7,4,6,0,3,13,1,1,1,0,6,3,1,10,2,0,9,0,2,0,1,0,13,15,0,3,0,5,8,4,3,9,0,0,0,5,0,1,12,0,0,1,1,2,12,0,13,1,0,3,8,6,5,5,7,5,0,0,3,2,4,0,0,0,1,0,5,0,4,11,6,1,0,3,1,3,15,1,1,0,8,11,0,7,1,4,0,11,5,0,0,7,6,0,0,0,12,5,2,2,2,2,6,2,0,12
2,3,2,7,10,9,4,1,1,0,1,3,0,4,5,2,1,2,7,5,1,4,4,4,9,0,9,2,21,4,5,4,7,8,9,10,1,8,1,16,1,4,3,3,15,3,3,7,7,8,13,13,5,2,10,5,9,1,3,21,2,2,3,1,6,0,6,12,2,5,1,8,13,0,1,0,6,8,1,7,12,6,4,7,4,0,2,9,5,26,7,1,14,1,3,5,4,2,1,5,4,7,3,2,8,4,13,5,3,0,2,0,5,1,4,8,1,9,0,2,3,4,1,4,26,1,6,1,1,4,2,4,0,0,7,4,4,4,8,6,0,0,9,13,13,0,5,1,2,8,1,4
