Ant4,Ant57,Ant260,Ant5,Ant52,Ant59,Ant65,Ant244,Ant540,Ant929,Ant2,Ant6,Ant24,Ant25,Ant26,Ant30,Ant38,Ant73,Ant74,Ant99,Ant102,Ant148,Ant158,Ant191,Ant196,Ant202,Ant209,Ant245,Ant268,Ant278,Ant308,Ant604,Ant620,Ant646,Ant673,Ant838,Ant1,Ant12,Ant13,Ant20,Ant27,Ant28,Ant29,Ant32,Ant40,Ant42,Ant43,Ant44,Ant50,Ant55,Ant62,Ant66,Ant68,Ant70,Ant71,Ant80,Ant81,Ant82,Ant85,Ant91,Ant96,Ant97,Ant100,Ant105,Ant111,Ant112,Ant113,Ant114,Ant117,Ant126,Ant135,Ant137,Ant139,Ant142,Ant144,Ant147,Ant149,Ant153,Ant156,Ant159,Ant169,Ant170,Ant173,Ant174,Ant176,Ant178,Ant186,Ant195,Ant198,Ant207,Ant212,Ant217,Ant218,Ant219,Ant220,Ant221,Ant226,Ant229,Ant232,Ant238,Ant242,Ant243,Ant250,Ant255,Ant256,Ant257,Ant261,Ant263,Ant265,Ant294,Ant299,Ant301,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant356,Ant376,Ant387,Ant390,Ant391,Ant394,Ant395,Ant398,Ant433,Ant437,Ant475,Ant492,Ant501,Ant527,Ant549,Ant552,Ant556,Ant575,Ant580,Ant592,Ant593,Ant600,Ant607,Ant610,Ant614,Ant621,Ant632,Ant635,Ant638,Ant650,Ant663,Ant665
0,0,4,5,9,2,25,0,1,6,0,0,0,15,1,0,1,0,0,1,0,1,0,4,0,0,3,0,0,0,7,5,0,7,0,0,0,0,0,2,5,0,2,10,0,1,3,0,1,1,28,0,13,0,17,0,3,0,0,45,10,0,13,0,0,0,0,0,0,2,0,2,4,0,1,0,1,1,0,2,0,0,1,25,0,0,1,0,0,0,3,1,2,1,29,4,18,3,17,0,5,1,0,1,0,1,16,0,0,3,0,2,12,0,0,0,12,0,0,2,0,6,2,0,47,5,0,9,0,0,1,0,0,0,0,0,0,4,0,1,0,0,3,0,0,3,0,32,3,2,0,3
0,0,0,1,4,1,0,3,1,4,3,10,1,11,2,1,17,5,6,18,4,9,6,5,12,4,6,3,1,5,5,1,3,0,0,11,0,9,1,10,1,0,12,3,0,1,8,12,10,3,0,3,1,14,0,7,6,11,4,1,14,3,13,0,13,0,0,22,0,1,17,25,9,2,0,8,0,2,1,5,4,3,19,3,0,7,9,14,6,24,0,3,6,1,0,0,0,7,6,22,1,1,16,3,3,24,1,0,12,6,19,19,1,16,10,2,0,3,3,0,10,3,2,29,0,11,17,0,3,7,23,8,0,6,19,8,17,4,5,32,2,2,8,7,6,4,15,0,1,4,7,1
4,0,0,28,13,6,5,0,0,2,19,0,0,1,2,0,0,1,0,9,0,1,0,2,0,6,0,13,0,2,3,0,0,16,5,0,0,0,0,4,4,0,0,9,4,14,0,4,19,3,19,9,2,0,43,5,16,0,0,11,1,1,23,31,0,0,15,0,4,0,0,15,1,0,2,0,0,6,0,0,1,2,1,7,2,0,0,0,0,0,29,0,0,0,3,2,1,2,2,0,23,4,0,4,0,1,20,24,1,1,0,0,4,1,5,0,27,4,1,1,4,3,0,0,13,7,0,2,0,0,0,0,0,0,4,0,0,1,0,4,1,0,3,3,3,7,0,6,1,4,0,2
5,1,28,0,8,36,27,3,9,0,57,1,0,2,0,0,1,0,0,0,1,1,2,10,0,0,15,6,2,6,2,0,2,14,4,0,0,0,14,3,15,0,9,11,16,0,2,1,9,3,22,1,16,0,11,0,3,0,0,47,0,3,4,23,0,0,0,1,2,2,0,6,0,2,13,1,2,25,0,0,4,1,0,37,10,0,1,0,0,0,4,0,6,1,18,2,2,0,9,0,14,12,0,17,0,0,6,18,0,3,1,0,46,0,0,6,33,0,0,31,2,16,10,0,19,6,3,3,0,2,0,0,2,1,5,0,1,3,15,2,0,0,20,2,7,0,0,8,5,0,0,3
9,4,13,8,0,13,14,2,0,3,2,0,0,1,7,1,0,5,1,5,1,0,0,4,4,0,2,8,8,12,4,1,0,0,4,0,0,6,5,3,3,0,55,11,11,13,0,5,2,0,2,7,1,0,0,1,6,0,0,0,6,0,2,0,0,0,4,0,5,2,0,5,4,1,1,1,1,2,1,7,1,0,0,10,5,2,0,9,0,2,3,0,9,0,8,12,3,0,9,1,4,6,0,2,1,4,3,10,0,4,1,2,3,0,1,8,0,3,0,4,6,4,0,4,0,2,0,1,0,3,0,6,0,5,2,3,0,3,5,2,0,0,2,0,2,4,0,2,11,5,1,8
2,1,6,36,13,0,22,2,12,0,11,1,0,4,0,1,0,0,2,6,1,3,0,3,3,3,3,1,3,9,3,0,2,11,7,0,0,0,3,6,15,0,6,7,31,7,1,1,15,0,4,5,7,0,0,0,7,0,2,12,0,2,3,4,0,0,5,0,0,22,0,8,0,0,31,0,1,10,0,7,10,0,3,4,28,1,0,4,1,0,0,0,6,0,7,13,4,1,14,0,5,8,0,0,0,3,15,4,1,3,0,1,30,0,0,5,5,2,0,8,10,10,5,0,0,0,0,5,0,6,0,2,0,7,1,1,1,7,9,0,0,0,6,13,2,1,2,30,21,7,2,3
25,0,5,27,14,22,0,3,37,3,17,3,0,1,2,3,1,0,6,2,0,1,1,15,1,3,0,0,4,3,1,0,1,1,0,0,0,0,20,3,3,0,27,20,12,1,10,2,12,0,13,4,7,0,4,0,16,0,1,9,0,5,8,14,0,0,2,0,3,0,2,5,1,1,4,2,1,11,0,5,14,3,1,23,13,0,0,0,2,1,12,0,7,0,18,13,2,1,4,1,4,6,0,14,0,0,7,2,2,5,0,2,18,0,1,1,16,1,0,15,1,0,3,2,10,1,1,28,0,7,2,0,0,1,14,0,0,2,1,0,0,3,17,3,1,1,1,9,12,2,3,12
0,3,0,3,2,2,3,0,0,2,0,2,0,8,6,2,4,1,14,4,6,1,6,5,15,1,9,13,8,11,28,0,1,1,4,1,0,0,12,8,15,0,0,3,0,5,0,1,5,4,0,0,2,2,0,0,12,1,2,0,5,8,12,0,3,1,2,0,22,6,0,19,2,0,0,1,0,3,0,3,0,8,1,0,24,1,2,2,6,2,13,1,13,6,4,0,0,9,12,7,4,1,0,4,8,0,17,0,1,23,0,4,4,0,3,10,0,0,0,1,22,5,1,0,0,2,2,7,0,6,3,7,0,5,23,5,5,9,6,6,0,0,3,0,4,2,3,7,3,1,0,3
1,1,0,9,0,12,37,0,0,1,11,0,0,0,2,2,0,0,3,3,0,1,0,2,0,0,5,0,3,6,1,6,0,11,9,0,0,0,7,1,5,0,11,10,23,2,3,3,5,0,9,0,1,0,0,0,2,1,0,33,0,0,0,4,0,0,3,0,7,20,0,1,0,18,10,0,2,33,0,5,5,1,1,2,10,0,0,0,0,0,6,1,1,0,12,6,10,1,6,0,2,2,0,14,0,2,4,5,0,1,0,0,11,2,0,7,11,3,0,12,1,4,9,1,0,0,0,9,0,1,2,1,0,4,4,2,1,4,4,1,0,0,7,5,3,3,0,4,41,8,4,2
6,4,2,0,3,0,3,2,1,0,2,3,2,1,4,8,5,0,13,13,5,0,2,4,6,2,14,4,6,6,13,1,9,1,4,4,0,2,3,14,3,0,6,6,2,4,0,0,13,0,5,10,15,3,0,0,12,2,21,5,4,6,5,7,4,3,0,6,12,3,7,1,0,4,4,4,2,3,0,9,9,19,1,10,1,1,0,7,2,8,0,1,13,0,3,1,12,0,1,11,3,9,2,3,4,7,1,4,2,3,0,3,1,4,6,2,1,2,0,7,8,12,1,1,10,2,0,0,0,23,2,14,0,3,4,4,3,4,1,3,1,1,3,8,5,3,3,9,1,4,6,5
