Ant57,Ant260,Ant52,Ant397,Ant540,Ant929,Ant2,Ant6,Ant7,Ant9,Ant14,Ant19,Ant24,Ant26,Ant30,Ant38,Ant60,Ant64,Ant72,Ant74,Ant102,Ant158,Ant161,Ant196,Ant202,Ant209,Ant227,Ant237,Ant245,Ant252,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant646,Ant673,Ant740,Ant838,Ant954,Ant0,Ant1,Ant12,Ant13,Ant17,Ant20,Ant23,Ant27,Ant29,Ant35,Ant42,Ant43,Ant48,Ant49,Ant51,Ant54,Ant55,Ant62,Ant63,Ant66,Ant68,Ant70,Ant80,Ant82,Ant91,Ant96,Ant97,Ant98,Ant100,Ant109,Ant113,Ant115,Ant118,Ant120,Ant124,Ant126,Ant127,Ant131,Ant135,Ant137,Ant139,Ant140,Ant144,Ant147,Ant149,Ant153,Ant156,Ant159,Ant169,Ant170,Ant172,Ant174,Ant175,Ant176,Ant186,Ant190,Ant195,Ant198,Ant206,Ant207,Ant210,Ant212,Ant215,Ant219,Ant229,Ant232,Ant242,Ant250,Ant255,Ant257,Ant261,Ant262,Ant263,Ant264,Ant289,Ant296,Ant299,Ant301,Ant305,Ant313,Ant318,Ant324,Ant326,Ant331,Ant332,Ant334,Ant342,Ant353,Ant356,Ant376,Ant380,Ant387,Ant391,Ant395,Ant433,Ant437,Ant458,Ant462,Ant476,Ant482,Ant492,Ant501,Ant507,Ant509,Ant530,Ant549,Ant552,Ant560,Ant564,Ant576,Ant592,Ant593,Ant599,Ant600,Ant607,Ant610,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
13,1,0,2,13,7,1,0,0,0,3,2,2,6,0,7,0,9,3,0,6,4,8,1,1,5,8,0,4,12,5,0,1,2,13,8,1,0,6,0,2,2,0,22,1,0,1,1,16,27,1,0,0,4,0,5,10,0,1,9,2,3,5,18,1,3,6,21,2,4,6,10,0,3,2,17,5,22,20,10,4,18,1,18,0,0,10,10,9,1,5,3,0,5,3,0,2,5,1,6,5,6,1,7,8,3,38,0,0,6,0,6,6,5,3,13,3,0,19,2,8,7,0,0,0,1,3,0,1,18,2,0,21,3,2,7,1,5,6,0,0,0,0,0,10,6,0,3,0,0,5,0,17,10,3,0,11,15,1,2,6,1,6,3
4,2,1,1,14,3,4,2,1,0,4,9,14,4,2,7,0,0,1,0,5,12,0,6,8,0,19,0,0,10,6,4,7,7,8,4,0,6,0,0,1,5,0,11,4,5,7,5,2,15,3,3,0,2,4,0,7,1,0,10,10,2,5,10,5,15,17,6,0,3,4,4,4,4,0,7,9,2,8,9,9,0,1,13,9,0,3,13,34,0,9,7,0,3,3,1,0,10,4,2,18,8,3,0,16,4,23,4,0,2,1,8,0,11,20,12,2,0,4,1,9,8,1,0,6,11,3,0,13,0,2,0,16,2,4,9,1,2,2,8,4,6,0,1,17,6,5,13,2,4,3,2,23,13,5,1,11,3,4,0,2,1,23,1
3,0,6,0,3,14,3,0,0,10,2,2,0,9,0,1,0,4,22,29,15,9,18,0,0,10,7,0,22,5,3,1,2,1,0,4,0,0,0,0,14,2,0,0,0,0,5,7,16,3,0,0,0,1,0,11,20,1,8,0,0,9,3,21,1,3,6,0,7,5,6,3,2,0,18,3,3,0,0,1,19,22,4,4,0,5,3,3,8,0,4,2,6,2,8,0,3,1,0,0,3,2,0,5,7,3,4,9,5,1,0,9,3,3,1,0,3,4,3,5,5,6,1,0,0,0,0,0,0,25,0,0,1,6,0,8,1,8,0,0,0,0,0,0,0,15,0,0,0,9,5,0,4,0,3,0,2,3,0,19,1,0,4,15
2,5,11,9,10,18,7,10,3,5,14,17,10,8,2,14,10,6,8,11,7,8,24,4,5,7,3,3,15,16,7,13,3,16,15,8,1,2,1,14,0,1,0,9,13,2,14,0,17,19,2,9,4,14,9,7,23,4,29,12,10,1,10,32,18,12,22,13,30,2,28,9,4,6,9,18,6,4,8,9,25,20,7,18,0,6,15,14,9,0,8,11,14,21,9,5,3,10,4,17,14,4,9,5,14,28,7,9,4,4,5,25,7,11,27,6,12,7,20,22,7,5,1,0,4,7,10,0,2,12,10,0,11,8,9,11,8,10,0,9,3,0,0,4,22,4,7,23,4,5,9,4,7,2,8,2,19,27,5,9,17,6,14,6
2,0,8,3,4,2,2,1,0,9,2,7,2,0,0,0,0,6,4,23,19,2,4,0,1,0,2,0,4,11,3,2,7,2,0,8,0,2,5,2,1,0,0,3,1,0,1,1,11,2,0,0,0,3,3,10,2,1,2,0,0,0,3,2,1,3,1,10,17,15,16,0,1,0,6,3,2,0,0,2,2,13,4,3,0,0,0,0,1,0,4,1,10,0,5,0,0,8,1,2,1,0,0,7,6,4,4,6,1,0,0,15,3,1,11,1,2,0,2,0,7,7,3,0,0,0,6,0,0,17,0,0,0,5,7,13,1,5,0,6,3,1,0,0,18,8,1,3,0,1,1,3,10,0,4,0,9,4,2,1,7,0,3,10
0,31,0,37,0,0,0,0,16,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,20,0,0,47,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,13,0,0,36,0,29,6,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,11,0,20,0,0,0,21,0,0,8,0,2,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,21,0,0,0,0,0,0,0,0,8,0,0,0,0,4,12,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0
1,1,0,0,7,5,9,0,0,2,1,7,3,0,0,4,2,7,4,0,3,4,6,9,2,0,1,0,1,2,5,2,1,3,6,13,0,22,11,0,9,3,0,0,3,0,0,2,2,24,0,3,0,7,2,0,7,0,2,3,4,2,1,4,7,3,13,27,1,5,7,4,1,2,0,8,8,11,5,8,1,11,0,5,0,0,0,6,5,0,4,1,0,2,2,2,0,14,7,3,4,1,1,5,8,8,35,6,3,0,2,7,4,1,9,9,0,0,8,0,4,12,0,1,3,4,8,0,1,0,0,0,13,13,12,7,1,9,3,4,0,3,0,0,15,2,1,9,0,3,4,5,14,2,4,0,8,4,0,12,10,0,2,10
14,0,7,1,4,7,3,1,0,9,2,3,0,8,0,1,4,4,4,15,8,10,35,1,2,14,8,0,5,28,0,1,6,2,5,7,2,1,4,0,13,1,0,3,0,0,4,0,10,20,0,1,0,3,2,10,16,1,6,0,0,1,7,11,2,13,10,5,0,6,56,2,1,6,7,4,4,2,8,4,8,10,0,11,1,2,13,11,3,0,15,0,16,1,19,0,0,0,0,4,2,5,2,11,6,3,4,3,16,9,0,14,9,9,8,26,0,2,3,23,10,7,5,0,0,6,7,0,5,31,1,0,2,18,6,15,4,10,1,3,0,0,0,6,23,6,3,2,0,11,21,5,4,1,1,0,0,3,3,2,1,0,5,2
0,5,0,12,0,0,6,3,13,0,1,0,2,0,12,1,5,0,0,0,0,0,0,7,7,0,2,4,0,0,0,5,0,0,0,0,24,0,5,0,2,0,13,0,0,0,0,15,0,1,18,13,2,6,7,0,0,20,0,2,2,0,0,1,1,1,3,1,0,4,3,4,14,8,0,2,0,0,0,2,0,0,2,0,9,0,0,1,1,4,1,0,0,7,1,12,0,0,1,14,2,1,4,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,1,0,0,10,2,5,1,4,7,0,6,0,2,0,0,0,2,0,11,0,4,1,3,0,0,1,4,3,5,0,0,3,0,5,1,28,2,0,23,0,0,8,4,0
0,0,27,0,6,16,9,6,8,21,0,1,1,6,0,0,1,0,10,42,7,6,3,7,3,0,4,0,6,13,1,2,4,6,3,9,0,1,7,5,14,1,0,0,4,0,0,0,18,6,1,0,0,0,4,11,17,1,6,3,3,10,6,1,6,11,16,2,9,9,14,2,1,0,2,4,11,4,12,1,19,16,4,4,0,0,1,16,3,0,7,3,3,6,0,3,7,7,0,3,6,1,0,1,1,9,0,8,23,1,0,0,5,11,4,14,6,7,4,1,3,8,0,2,2,2,16,0,0,20,0,0,13,5,0,2,0,4,0,2,0,0,0,2,0,14,4,10,0,17,8,0,1,2,4,0,3,13,2,0,6,0,1,9
1,23,1,15,6,0,0,4,14,2,7,7,5,0,13,0,8,3,0,0,1,3,4,31,24,0,0,30,0,3,1,9,0,0,5,3,20,1,5,7,0,1,13,2,0,15,0,0,6,3,6,9,32,6,28,3,0,32,8,0,12,0,1,7,15,1,5,12,1,0,6,16,0,14,0,6,0,2,5,6,13,6,1,3,19,48,0,1,25,30,5,47,1,3,0,14,1,7,14,38,3,8,23,2,5,0,20,3,0,9,2,0,2,3,3,1,2,1,17,12,0,2,0,13,15,14,12,26,6,0,28,1,9,1,3,3,20,3,12,3,13,18,2,3,7,0,15,3,10,1,2,0,0,19,7,32,13,13,13,0,1,15,16,1
27,0,11,9,24,38,5,0,0,6,3,22,0,14,0,0,0,21,14,10,38,10,39,10,4,8,14,0,2,49,6,7,8,12,8,19,2,16,2,16,17,11,0,2,10,0,18,6,0,9,0,1,0,8,1,4,4,3,34,5,0,2,15,3,18,13,28,21,10,16,9,21,8,0,16,1,3,7,10,4,14,43,25,7,0,1,32,14,21,0,20,4,5,5,3,3,2,24,2,2,6,17,0,7,19,5,9,39,10,2,0,31,6,16,7,36,19,7,18,11,13,36,6,0,0,0,9,0,3,21,3,0,16,28,36,20,2,11,3,13,9,2,0,16,23,6,1,10,0,6,10,6,49,0,8,0,39,11,2,4,12,2,28,21
9,1,7,10,6,9,9,6,0,7,1,6,13,11,3,3,5,16,5,0,10,6,14,2,6,1,13,0,2,6,6,11,29,12,7,24,3,27,15,3,19,2,0,24,20,1,6,3,9,0,3,7,2,23,6,1,9,0,6,17,10,4,15,15,15,10,2,41,1,6,5,17,17,8,0,15,9,6,24,11,11,22,3,22,0,13,5,10,26,1,19,5,11,18,2,4,0,19,5,12,11,6,2,0,21,25,14,0,13,13,1,1,14,28,14,3,11,2,19,1,18,10,2,2,3,0,11,0,1,5,17,0,17,10,16,8,9,5,2,23,0,6,0,1,39,2,2,10,1,3,0,11,4,19,23,2,8,35,11,18,15,7,2,33
1,24,0,19,1,0,5,10,8,0,5,1,8,1,21,7,9,1,0,0,0,0,0,9,11,1,2,36,0,0,2,3,0,0,2,0,16,1,3,0,2,0,36,0,0,18,1,6,0,3,0,21,18,12,8,0,2,14,1,9,6,0,1,1,3,2,0,0,0,7,0,16,18,9,0,4,0,0,2,3,2,2,0,1,20,22,0,0,0,8,0,10,0,2,0,13,0,8,15,8,5,1,5,0,4,1,3,0,0,3,4,0,1,0,0,2,5,0,19,1,6,0,0,6,4,11,6,10,1,0,10,0,1,0,0,6,36,2,2,1,2,8,6,0,5,0,8,6,3,0,0,2,0,3,3,19,1,1,31,5,0,17,2,0
0,22,0,23,3,1,4,22,4,0,3,0,12,0,9,9,21,0,2,0,0,0,1,16,8,0,1,10,0,2,1,8,0,1,0,0,20,0,3,0,9,0,0,3,1,13,0,9,1,7,21,0,19,7,19,1,2,10,0,1,9,1,0,0,5,4,0,2,0,4,0,5,8,12,0,5,0,0,0,3,3,0,0,0,19,11,0,1,0,11,2,16,0,8,0,60,0,10,7,9,9,0,19,0,2,3,2,1,0,1,2,0,1,1,5,4,7,0,4,0,2,0,1,28,23,9,6,4,3,1,12,3,1,2,1,7,16,0,14,3,0,4,0,0,3,0,26,8,13,0,0,2,0,21,2,23,7,8,12,0,0,10,6,0
2,31,3,12,1,2,0,9,3,0,0,0,6,0,14,4,14,1,0,0,0,1,3,27,22,0,7,28,0,1,0,2,4,0,2,2,19,0,0,0,4,0,29,0,0,2,0,32,0,2,18,19,0,34,7,0,3,28,5,0,7,0,0,1,19,0,1,11,0,3,1,1,11,35,0,4,0,0,2,7,2,1,0,0,14,53,3,0,5,10,3,7,0,9,0,13,0,5,18,12,12,4,8,0,4,1,1,0,0,10,5,0,1,0,3,0,6,0,9,3,2,0,0,6,19,27,3,20,5,1,18,0,1,1,0,5,12,0,35,2,9,9,3,0,5,0,13,1,14,0,0,1,0,35,2,26,6,6,102,5,3,19,17,3
2,20,2,35,4,0,10,8,8,0,14,4,16,1,12,6,19,7,1,1,2,0,1,16,40,4,2,9,2,5,4,5,12,5,0,12,22,4,2,1,14,3,6,7,3,6,0,6,8,23,12,7,34,0,29,1,0,11,5,17,8,1,6,5,12,7,2,10,0,20,1,6,23,9,0,10,2,3,5,23,3,9,1,5,12,19,12,6,3,19,1,30,0,17,2,48,0,2,32,5,16,1,8,4,11,9,11,4,5,0,10,0,3,1,9,2,9,0,20,5,3,7,1,15,11,17,10,8,13,8,28,0,0,0,1,2,35,13,24,2,11,22,5,3,3,0,17,15,22,0,1,4,0,28,15,10,16,13,30,0,3,30,26,2
3,23,0,14,2,0,5,17,3,4,5,1,12,0,8,16,12,2,0,0,0,0,2,37,31,2,3,0,0,1,2,9,1,1,4,1,35,0,4,0,9,3,9,2,2,7,4,28,1,6,8,19,7,29,0,0,3,5,1,7,9,1,4,1,10,4,2,9,0,4,1,13,12,15,0,6,2,4,8,11,13,6,0,2,3,25,2,0,4,5,0,22,0,22,0,34,0,8,14,20,17,2,21,4,3,1,4,0,0,3,11,0,3,1,10,6,6,2,10,2,19,0,0,18,9,22,6,17,9,2,15,0,3,0,0,0,24,2,11,2,4,26,7,6,5,0,25,10,22,0,0,4,3,4,9,14,4,14,38,1,2,16,8,3
8,0,19,0,0,4,0,0,0,41,3,10,0,9,0,0,0,18,17,33,12,28,11,0,0,19,3,0,40,6,4,0,0,5,3,3,0,5,0,11,7,10,0,0,10,0,11,3,4,1,0,1,0,1,0,0,11,0,1,0,0,23,4,6,0,22,18,1,63,7,14,0,1,0,19,2,0,3,21,0,3,22,39,0,0,1,11,0,0,0,21,0,74,0,43,0,28,1,0,0,0,1,0,46,0,0,10,42,6,0,0,4,4,2,2,1,3,36,2,2,0,0,0,0,0,0,4,0,0,24,0,0,2,21,1,19,1,18,0,0,5,0,0,0,6,5,0,0,0,18,10,0,0,0,3,0,2,11,4,18,11,0,0,22
10,1,6,1,20,21,7,0,0,32,7,13,1,17,2,1,3,23,38,5,19,2,20,0,2,14,0,0,22,5,5,0,4,19,25,6,2,10,7,20,23,2,0,7,16,0,17,0,4,9,2,2,3,0,3,11,0,0,10,4,1,15,5,17,8,14,27,2,14,5,18,2,6,1,23,18,10,7,7,2,3,46,17,14,0,3,10,10,3,0,10,15,25,1,16,1,27,2,0,4,3,1,2,27,13,12,24,10,17,2,0,13,3,7,9,25,1,13,2,8,0,7,12,0,0,8,18,0,1,62,0,0,18,12,7,5,1,30,0,27,4,3,0,17,22,11,1,2,11,12,17,0,12,2,7,0,5,12,2,18,14,0,3,23
2,74,0,14,2,4,6,4,5,2,3,0,5,0,9,4,11,4,0,0,0,0,0,25,16,2,0,9,0,0,0,8,1,2,0,1,15,0,1,1,4,1,4,0,1,20,1,32,3,0,14,10,28,11,5,0,0,0,0,0,23,0,4,15,2,3,0,0,0,5,3,6,3,15,0,0,0,1,4,5,8,12,0,0,5,12,4,0,14,23,6,12,0,8,1,8,0,0,28,11,5,0,8,0,0,3,3,0,0,11,0,0,2,0,6,0,14,0,11,1,1,0,0,7,11,1,5,12,10,0,14,0,1,0,0,9,9,5,2,0,0,8,1,1,2,1,8,6,2,0,0,1,0,3,0,2,14,3,9,2,0,17,13,0
23,0,4,0,8,6,7,1,3,3,3,10,0,4,0,0,1,16,6,0,3,10,21,10,0,2,4,0,14,10,0,10,11,1,4,19,1,1,0,8,29,2,0,2,6,0,6,8,34,6,1,0,5,5,1,1,10,0,0,0,4,6,11,2,1,15,9,0,1,6,5,10,4,2,3,5,0,1,3,12,14,9,13,4,0,7,2,2,7,0,8,1,1,0,4,2,1,1,8,3,12,5,2,8,10,3,0,0,3,1,1,2,2,9,7,6,9,1,17,11,3,2,4,0,6,3,4,0,4,0,3,0,21,17,10,17,4,7,1,1,0,17,0,9,32,2,1,0,1,5,3,1,11,1,6,0,2,9,1,12,6,5,20,9
1,6,5,4,3,6,8,9,0,7,3,4,10,0,3,8,11,0,5,0,10,0,1,5,5,1,12,0,1,6,1,16,6,4,2,2,0,9,10,0,12,0,0,3,0,2,3,0,5,17,9,1,0,17,7,0,4,0,0,0,14,0,8,1,3,16,0,9,0,3,10,2,1,2,8,7,8,1,18,25,2,2,5,1,0,2,1,3,5,4,10,13,0,38,2,8,0,11,12,4,12,4,1,0,32,9,14,3,0,4,4,5,0,7,12,9,20,0,57,5,20,1,5,5,9,6,10,0,3,3,2,0,16,3,4,10,7,2,0,2,0,2,0,0,7,1,2,19,4,0,2,11,2,13,37,0,0,19,2,0,5,6,21,10
1,15,3,36,11,3,6,15,8,2,15,1,12,2,5,15,16,1,1,0,1,2,1,10,15,3,1,0,0,2,3,10,4,0,8,0,15,2,10,0,10,0,0,4,0,2,3,12,0,10,6,9,7,8,9,0,1,23,4,14,0,0,3,7,13,4,0,9,0,3,3,10,8,3,0,3,1,0,2,22,6,9,0,1,0,1,1,1,10,3,0,17,0,38,10,38,3,3,7,1,10,0,13,2,5,1,7,0,0,2,4,5,1,11,2,5,11,0,12,1,19,2,0,7,11,25,19,0,5,1,11,1,4,2,1,20,7,12,0,2,0,4,0,6,1,0,3,14,14,0,0,2,2,13,8,51,20,10,5,2,12,6,1,1
10,0,7,0,20,2,1,0,0,44,3,0,0,21,0,1,0,1,16,35,4,0,17,0,2,22,0,0,32,9,0,2,0,7,7,4,0,3,2,9,1,0,0,2,1,0,10,0,2,4,0,1,0,1,1,23,15,0,6,0,0,0,5,5,0,30,3,3,9,0,10,0,0,0,22,1,6,16,4,3,3,8,2,6,0,0,3,22,2,0,2,1,17,1,11,0,22,2,0,0,2,6,1,24,3,9,1,7,26,0,0,0,0,8,0,12,0,6,4,0,1,4,0,0,0,0,2,0,0,16,2,0,4,14,5,16,0,8,1,19,0,0,0,7,5,17,0,2,0,7,4,0,2,0,2,0,4,4,1,13,7,1,0,8
5,0,5,0,21,14,4,2,0,4,4,11,0,19,4,0,4,4,3,10,14,20,40,5,10,5,10,0,2,7,4,1,8,4,10,9,0,5,5,3,10,3,0,1,7,0,6,1,15,15,1,0,0,6,4,4,5,4,11,8,3,5,0,10,9,23,9,6,17,4,9,9,4,0,8,18,24,31,11,3,9,5,9,13,0,1,6,0,3,1,2,2,0,2,7,4,3,10,4,4,8,13,1,4,3,5,18,4,3,8,1,17,12,6,20,3,5,5,6,43,11,34,0,0,1,6,21,0,2,28,8,0,6,7,27,26,3,11,2,0,1,6,0,0,4,10,4,10,2,7,10,8,7,2,7,0,18,22,3,9,6,1,6,5
19,2,3,0,7,4,15,1,0,19,5,21,4,11,0,0,0,6,18,1,15,14,37,9,0,7,8,0,12,12,17,17,3,14,29,15,1,18,10,21,32,2,0,4,11,1,1,7,3,15,1,0,1,5,1,6,17,15,2,1,7,5,10,0,4,2,12,40,23,3,41,6,7,3,2,7,10,25,4,8,15,15,6,15,0,0,24,4,11,0,26,3,6,8,25,0,14,15,6,4,11,13,1,25,6,2,13,1,7,19,0,13,16,1,6,9,10,17,3,42,6,9,3,1,0,2,7,1,2,17,14,0,1,5,16,18,7,36,2,14,26,4,0,6,27,8,2,7,2,8,19,7,5,8,2,1,0,3,12,4,14,2,11,13
1,5,4,9,7,5,2,6,2,3,9,0,8,3,2,14,10,0,2,0,9,1,2,8,21,1,3,1,0,14,0,7,6,11,12,6,9,1,5,1,18,1,0,7,2,1,6,15,18,15,3,5,19,12,10,0,8,2,1,3,13,0,9,4,0,1,7,17,0,7,6,16,7,12,1,3,2,0,7,7,17,12,2,9,1,12,1,5,15,4,5,2,0,1,1,8,2,17,3,14,9,3,4,1,18,8,2,3,5,7,5,8,14,2,2,8,10,8,18,0,7,2,0,7,3,10,15,1,11,1,10,0,5,0,7,8,15,5,5,12,2,12,0,2,20,0,4,4,4,0,1,3,4,7,10,2,11,5,14,0,6,8,10,1
28,1,9,1,5,2,9,2,2,11,16,5,2,22,0,0,2,6,14,30,37,9,21,9,4,2,7,0,17,26,7,1,17,10,3,15,1,3,15,3,12,3,0,3,13,1,11,1,13,10,2,4,0,7,4,22,14,3,15,16,4,30,23,2,1,0,16,22,10,18,45,14,7,5,39,7,11,5,26,8,4,39,22,5,0,0,7,5,12,0,36,1,19,0,5,2,7,11,1,7,12,7,0,5,11,21,0,18,41,2,1,37,4,7,47,13,12,26,15,5,10,25,14,1,5,11,17,0,1,17,2,0,24,24,10,36,0,13,2,5,5,0,0,11,16,25,1,1,2,30,22,8,10,6,30,0,1,31,2,12,16,0,1,11
20,2,9,0,4,5,3,0,0,7,2,3,0,7,0,0,3,2,14,18,8,3,18,12,1,5,9,0,8,13,16,0,10,8,19,7,0,6,17,6,22,1,0,13,10,3,16,5,28,2,0,0,1,2,2,18,27,0,9,0,0,3,9,12,7,16,0,13,14,2,11,3,1,1,2,14,8,27,8,1,0,30,3,4,0,0,24,8,2,7,7,1,6,0,2,1,27,11,4,7,3,5,0,10,3,0,17,17,11,1,0,24,3,37,18,21,0,21,2,17,0,11,5,0,0,8,5,1,0,7,4,0,5,5,17,13,0,21,8,14,24,0,0,4,18,21,1,4,2,24,14,0,8,11,5,2,5,4,1,17,25,4,4,14
15,1,10,8,5,5,3,2,0,3,6,4,7,10,0,6,1,10,9,12,13,1,10,20,15,11,4,0,5,31,11,6,1,12,5,25,11,21,6,0,13,10,0,27,5,1,2,12,21,41,0,2,11,10,9,1,2,0,0,9,9,3,6,40,17,22,13,0,12,11,0,13,1,28,0,5,11,44,17,21,10,18,7,6,4,9,15,20,28,0,3,10,0,11,5,13,9,18,17,5,27,7,7,20,11,7,18,1,11,6,0,8,10,11,3,11,10,38,11,6,10,6,12,3,9,1,12,0,1,22,12,0,6,4,26,17,10,3,61,13,9,14,0,0,16,11,5,6,7,16,0,7,25,1,15,5,3,13,8,0,14,3,7,8
7,0,16,0,11,16,0,0,0,26,3,2,1,6,0,0,0,11,9,75,23,32,39,0,0,25,4,0,54,1,22,2,1,7,10,13,1,2,0,7,30,17,0,1,0,0,9,1,10,1,0,0,0,0,0,63,14,0,1,0,0,9,17,23,0,10,14,12,0,1,20,1,2,0,27,5,7,4,10,2,3,4,25,1,0,0,5,7,10,0,7,1,20,2,42,0,26,0,0,0,17,2,0,4,0,8,3,20,25,0,0,2,0,5,6,4,0,28,3,8,13,2,2,0,0,2,0,0,0,41,5,0,0,24,15,16,0,7,0,7,5,0,0,9,22,27,0,4,1,37,8,0,1,3,2,0,4,4,0,8,3,0,4,27
1,2,6,2,9,15,3,6,3,6,5,4,7,5,6,10,8,13,1,5,1,1,3,4,8,0,17,1,1,9,2,20,13,6,8,5,3,4,3,5,2,15,0,5,6,4,9,0,16,6,7,4,3,20,4,7,5,5,6,3,3,0,4,3,7,18,2,11,1,0,1,7,15,4,0,13,7,1,8,2,27,11,4,15,0,4,4,2,12,2,5,5,0,2,1,4,1,5,1,6,11,4,1,3,9,22,8,12,2,0,1,11,2,5,7,2,8,0,9,1,17,25,0,11,2,6,12,0,6,2,6,0,2,3,21,17,8,2,1,9,3,4,0,0,8,10,2,7,4,7,0,3,29,17,26,4,21,9,8,0,4,1,9,5
11,0,18,0,8,15,5,1,0,21,3,2,1,38,0,0,2,24,25,26,19,14,41,1,1,21,5,0,11,3,1,3,9,16,15,5,1,6,4,6,28,16,0,7,56,3,14,6,9,5,0,0,1,1,1,14,18,3,5,10,3,10,9,41,6,45,11,0,20,1,0,3,4,0,29,6,31,20,21,0,25,29,12,10,0,0,12,9,5,0,41,1,16,5,12,2,19,3,4,3,3,10,0,13,5,11,6,3,12,3,3,17,27,4,15,0,6,7,2,12,8,22,0,1,1,3,26,0,3,28,4,0,3,24,2,11,2,21,1,1,3,1,0,9,16,26,0,7,0,1,14,1,1,3,7,0,9,8,3,38,17,2,2,24
7,14,5,19,14,4,1,3,2,5,11,9,3,2,2,2,3,3,1,0,9,1,11,15,9,1,6,6,2,22,3,17,8,7,8,17,3,10,4,3,9,0,0,4,2,4,2,16,21,17,16,5,1,6,13,0,2,6,10,2,10,0,9,6,16,14,3,13,1,7,3,0,6,12,1,8,11,5,5,16,8,7,1,14,0,3,19,0,34,0,10,9,0,11,6,14,2,5,11,14,7,9,5,5,10,5,9,0,5,0,4,3,5,12,8,8,3,1,3,2,40,18,3,3,4,1,6,1,21,5,19,0,2,3,7,25,24,8,4,3,8,4,0,1,14,0,6,16,7,0,1,0,13,9,7,17,6,19,7,4,17,2,15,1
4,3,1,17,13,5,1,6,4,1,4,8,5,1,3,4,23,0,2,4,5,8,5,25,20,0,3,2,1,7,6,10,8,6,19,4,9,0,4,2,4,1,1,1,1,14,1,0,8,17,18,8,11,23,12,1,6,3,4,1,8,0,4,7,7,7,1,1,2,15,4,6,0,4,0,6,1,0,2,6,5,1,0,4,1,1,0,3,22,8,0,15,3,1,4,7,1,7,21,21,5,4,4,0,7,6,3,0,2,2,0,4,11,1,6,2,10,0,11,13,7,3,0,5,3,13,6,0,15,1,12,0,5,0,1,4,11,5,5,0,11,4,1,0,7,0,14,9,9,5,3,8,6,6,11,14,5,12,6,2,8,6,11,1
2,25,2,24,4,0,3,9,19,2,6,3,6,0,3,11,13,0,1,0,0,0,1,47,28,0,1,5,0,3,0,6,1,0,16,6,13,3,4,0,6,0,0,2,6,8,0,14,0,8,9,12,35,9,15,0,1,15,2,2,3,0,0,3,12,5,1,28,0,4,0,12,4,0,0,2,2,1,4,11,21,7,0,2,21,14,2,0,0,28,1,27,0,7,1,17,0,4,26,14,5,0,22,1,8,1,2,1,1,2,3,0,3,5,1,5,9,0,8,6,3,0,1,4,14,38,1,5,9,3,15,0,0,0,0,1,16,1,3,1,1,14,0,4,0,2,6,8,4,0,0,11,0,17,4,10,2,4,15,3,1,17,4,2
11,0,1,0,15,13,0,0,0,10,0,1,0,22,0,0,0,2,43,5,9,4,11,0,0,8,1,0,60,9,5,1,1,13,3,13,0,2,0,18,9,6,0,0,7,0,2,0,16,0,0,0,0,0,0,19,23,0,3,8,0,22,8,2,1,39,2,0,27,0,29,1,0,0,0,7,2,14,12,0,10,20,7,12,0,0,1,10,1,0,13,1,39,0,7,0,7,2,0,4,4,4,0,34,6,11,6,56,14,0,0,11,2,4,2,7,1,4,4,3,0,1,0,0,0,0,2,0,0,31,3,0,5,8,8,10,0,12,1,1,0,0,0,3,2,34,0,0,0,47,5,0,5,0,4,0,1,13,0,0,10,0,0,21
10,0,2,0,12,6,10,1,2,2,0,7,2,2,3,3,1,1,2,1,18,17,17,7,2,1,8,0,1,5,12,4,7,20,13,1,2,17,7,3,18,3,0,8,4,2,4,6,1,15,4,5,4,10,6,2,18,0,5,7,3,1,18,7,3,7,14,5,5,13,6,8,6,2,7,0,7,6,23,11,8,15,3,6,0,2,3,9,13,0,3,5,10,5,3,2,21,10,1,5,19,0,1,23,10,11,10,0,1,3,4,7,3,4,31,3,5,16,19,14,11,11,1,2,7,12,3,0,3,8,4,0,5,9,7,7,0,10,0,8,19,1,0,4,6,4,2,9,8,1,3,6,1,5,7,1,3,13,1,4,11,4,9,10
11,0,12,0,2,23,0,0,0,8,0,10,0,27,3,0,2,10,16,24,10,7,25,2,1,8,1,0,4,13,4,0,4,7,5,0,0,5,9,3,6,2,0,8,4,0,11,0,3,9,0,0,0,2,2,0,10,0,0,8,1,6,24,10,2,11,8,11,7,7,31,11,1,2,2,7,0,20,23,0,21,21,20,21,0,3,5,22,13,0,12,0,6,2,18,0,17,2,3,4,4,11,0,10,5,3,16,0,3,5,0,7,1,16,4,6,3,4,3,12,2,22,0,0,0,2,18,0,3,9,0,0,14,7,4,0,1,28,3,4,11,0,0,2,2,16,0,3,1,1,0,1,11,0,5,3,4,7,0,12,14,0,1,6
