Ant4,Ant260,Ant52,Ant244,Ant397,Ant540,Ant6,Ant9,Ant26,Ant30,Ant60,Ant72,Ant74,Ant102,Ant158,Ant191,Ant196,Ant227,Ant245,Ant252,Ant329,Ant518,Ant604,Ant673,Ant954,Ant0,Ant1,Ant12,Ant13,Ant17,Ant20,Ant23,Ant27,Ant35,Ant43,Ant48,Ant51,Ant53,Ant54,Ant62,Ant70,Ant71,Ant81,Ant96,Ant97,Ant105,Ant109,Ant111,Ant112,Ant115,Ant117,Ant124,Ant126,Ant137,Ant159,Ant172,Ant175,Ant178,Ant186,Ant190,Ant194,Ant206,Ant215,Ant219,Ant220,Ant229,Ant242,Ant243,Ant250,Ant251,Ant256,Ant264,Ant289,Ant301,Ant324,Ant331,Ant334,Ant342,Ant347,Ant380,Ant390,Ant398,Ant475,Ant476,Ant482,Ant556,Ant560,Ant564,Ant576,Ant580,Ant607,Ant610,Ant614,Ant621,Ant650,Ant663
21,11,6,1,5,0,0,22,9,0,19,1,0,0,0,0,23,5,1,14,0,0,0,11,1,11,11,20,3,0,16,5,0,0,0,6,1,1,4,2,12,0,14,5,2,0,12,4,10,0,8,25,22,0,12,11,5,0,7,3,16,0,15,0,0,7,0,12,0,14,11,1,0,8,3,4,1,19,0,33,4,2,5,9,30,0,6,0,0,0,2,0,0,10,4,7
0,2,7,10,5,13,0,0,0,4,7,16,12,0,18,5,0,4,0,0,0,0,5,0,5,0,1,9,9,16,7,6,0,0,23,3,3,14,0,5,4,1,0,10,19,10,0,1,2,14,0,1,0,1,2,1,2,1,0,3,0,17,3,15,27,4,18,0,0,0,1,15,11,3,9,0,24,0,9,0,5,11,1,0,0,0,0,5,35,26,16,21,12,0,1,0
0,1,4,8,2,30,0,0,0,13,4,14,3,0,0,0,2,8,0,0,13,0,1,0,1,0,3,0,5,2,0,0,0,23,0,0,3,1,1,0,4,4,0,4,6,8,3,0,1,8,0,0,0,0,0,3,3,7,0,1,0,6,0,6,3,3,3,0,0,0,2,5,1,0,8,0,2,0,3,0,0,10,2,0,0,0,0,2,4,7,17,5,1,0,0,1
4,20,33,0,6,1,9,2,11,0,11,0,0,0,2,5,18,7,0,12,0,0,0,4,2,9,16,20,1,1,11,0,6,3,0,0,2,3,6,1,23,2,14,8,2,4,11,2,4,7,7,5,18,0,9,3,4,0,3,0,8,0,20,0,4,3,0,8,0,4,14,0,0,5,5,3,3,16,0,9,9,2,11,15,4,3,22,0,0,0,1,0,1,21,7,18
0,10,10,0,2,1,2,0,4,26,6,2,3,0,0,4,3,1,0,5,4,0,0,3,3,1,11,8,0,12,0,36,1,3,3,2,0,10,3,6,8,1,7,3,8,7,5,1,4,13,2,1,6,1,1,8,5,2,1,4,5,5,5,9,10,5,3,3,0,1,17,1,16,3,12,3,2,0,0,0,1,11,0,7,0,2,1,0,2,0,3,3,4,4,0,13
0,1,10,6,17,6,0,8,1,6,3,2,9,0,9,6,3,16,0,1,0,2,3,1,6,0,9,3,3,13,5,2,1,14,1,3,10,0,0,2,9,1,1,3,32,12,3,2,1,16,0,0,0,1,9,7,0,3,0,5,1,12,11,60,6,8,23,4,0,0,2,35,5,4,5,0,18,2,8,0,8,28,4,2,0,1,0,1,20,15,2,49,20,0,0,2
10,5,8,0,2,2,2,7,1,0,2,0,0,0,0,1,17,2,0,17,0,0,0,0,0,9,13,1,0,1,3,0,4,0,1,6,3,0,0,0,12,0,8,1,5,3,7,1,2,1,2,18,7,0,1,3,0,1,5,0,6,2,8,1,0,1,0,7,0,0,4,0,0,5,3,0,0,25,0,13,0,0,9,0,18,1,12,0,0,0,0,0,0,15,9,6
0,0,5,7,9,2,1,0,17,5,5,2,1,0,24,4,5,4,0,2,2,0,0,0,15,0,10,3,1,1,16,6,2,5,0,1,6,2,0,0,14,5,3,3,5,9,10,2,4,12,1,0,5,6,7,19,3,1,0,1,0,30,3,3,2,4,5,0,0,0,4,0,2,11,4,2,15,1,1,0,1,3,1,2,0,3,1,0,3,4,9,3,4,2,1,4
0,20,50,4,13,10,2,3,19,10,13,3,4,0,0,12,38,30,9,15,7,0,0,16,20,3,14,12,0,5,30,2,12,4,4,23,8,9,12,14,0,1,17,13,19,14,29,19,22,4,7,4,20,0,21,59,2,0,1,4,4,7,11,4,2,20,2,9,0,9,20,1,6,11,6,13,5,5,2,25,3,2,11,8,0,8,7,0,1,1,11,5,2,8,5,15
0,1,8,0,12,0,1,1,1,1,5,0,0,0,12,7,3,0,0,9,9,0,1,0,3,0,1,3,9,0,0,1,0,1,4,2,1,1,0,5,1,0,1,1,12,7,7,0,0,7,2,0,2,2,2,10,0,13,0,12,1,5,3,11,6,0,0,3,0,0,3,1,3,1,1,5,1,0,2,0,15,16,2,1,0,1,0,5,0,1,3,0,4,1,0,3
14,22,9,0,14,1,6,8,16,7,6,3,0,0,1,4,24,8,0,30,2,0,0,11,0,12,22,23,0,1,27,4,14,0,0,14,7,1,8,3,17,1,0,6,0,1,16,11,9,4,8,21,25,0,11,10,7,0,6,6,27,0,17,0,0,2,0,9,0,9,32,0,0,8,14,18,1,25,0,21,12,2,11,48,13,18,14,1,0,0,0,1,1,16,27,18
0,3,12,1,18,1,0,0,3,6,17,15,2,0,7,24,9,6,0,1,7,0,0,1,8,0,6,12,2,14,26,8,5,10,4,8,3,3,1,3,13,1,6,0,6,13,23,10,6,24,0,2,2,0,24,35,12,3,0,15,6,3,6,13,4,8,1,1,0,2,6,0,0,8,3,6,2,0,0,2,6,6,4,1,0,7,2,2,3,1,3,11,4,1,0,14
0,5,22,8,27,11,0,4,12,4,66,14,11,0,8,17,4,27,0,1,5,0,5,2,11,1,3,13,20,4,6,4,2,19,6,2,8,32,5,5,19,12,0,6,0,34,7,1,6,26,3,0,5,2,0,20,5,14,4,10,2,6,9,18,12,152,10,6,0,0,14,13,9,32,9,8,16,1,4,0,19,9,8,2,0,1,6,4,25,2,5,17,21,1,1,5
0,1,13,6,9,26,1,1,4,13,6,4,3,0,16,7,5,14,0,1,20,0,11,3,7,0,5,5,4,18,4,4,0,10,8,4,7,12,3,9,14,7,1,13,34,0,7,2,2,9,2,1,3,0,8,42,3,9,1,4,2,3,14,13,13,13,4,1,0,0,3,12,5,10,9,16,9,1,1,3,11,23,6,1,0,2,2,0,1,4,0,6,12,0,2,3
2,19,14,0,7,2,0,1,14,3,16,1,1,0,0,9,20,16,3,6,3,0,0,8,3,6,18,23,0,0,22,2,12,0,3,11,5,3,7,10,29,7,16,23,7,7,0,3,16,8,7,2,23,0,18,19,1,1,3,7,10,0,22,1,1,4,0,5,0,2,22,0,4,9,7,5,3,3,0,6,9,3,10,14,0,11,12,1,0,0,2,2,0,9,2,20
0,8,3,0,4,0,0,1,5,0,7,0,0,0,1,3,7,1,0,0,0,0,0,2,0,0,2,3,2,0,15,0,4,1,0,2,1,2,1,2,19,0,11,10,1,2,3,0,2,3,1,0,1,0,7,2,2,0,5,0,2,0,3,0,1,4,0,2,0,1,4,0,0,0,1,1,2,4,0,4,10,0,0,8,0,2,0,0,1,0,0,1,0,0,2,0
0,6,11,0,7,1,1,3,9,1,17,1,1,0,1,4,18,8,0,6,0,0,0,5,0,3,6,8,0,0,14,0,10,2,1,4,4,1,2,4,22,0,9,6,6,2,16,2,0,3,3,4,13,0,18,17,3,1,4,7,6,1,6,1,0,1,0,5,0,1,9,0,0,8,4,2,2,3,0,4,8,2,13,6,0,16,7,0,1,0,0,0,0,8,3,15
1,2,25,18,8,6,0,4,2,10,19,5,7,0,31,19,0,10,0,2,20,0,0,1,8,0,4,16,11,7,5,10,0,14,8,7,13,16,1,12,4,7,4,24,26,9,8,3,3,0,4,1,0,2,8,29,3,2,0,4,0,10,3,27,24,5,9,2,0,0,4,11,17,10,10,4,34,1,1,1,7,20,2,2,0,2,1,1,21,1,10,3,15,1,0,3
4,15,6,0,0,0,5,1,3,0,1,0,0,0,0,0,21,0,0,13,0,0,0,7,3,6,11,11,0,0,0,0,8,0,0,7,2,0,2,1,7,2,8,0,3,2,7,1,3,4,0,14,13,0,3,3,0,0,1,1,7,0,11,0,0,3,0,6,0,4,14,0,0,2,3,2,0,28,0,4,2,0,6,4,2,5,18,0,0,0,0,0,1,17,6,7
23,8,0,0,0,1,2,33,0,1,6,0,0,0,0,0,42,0,0,1,3,0,0,1,1,7,0,1,0,0,3,0,25,1,0,5,1,0,18,0,4,0,21,2,0,1,2,0,4,1,14,0,18,0,1,4,0,0,3,0,29,1,1,0,0,0,0,10,0,13,1,0,0,0,0,0,0,33,0,68,0,0,6,1,39,0,9,0,0,0,0,0,0,16,12,4
9,45,12,0,9,1,22,3,31,2,14,1,2,0,0,0,44,7,0,9,1,0,0,7,5,11,32,28,0,0,8,0,22,0,0,18,6,0,7,5,20,2,25,2,5,3,23,1,13,0,13,18,0,0,8,8,7,0,7,3,25,1,34,1,0,0,0,13,0,2,38,0,0,3,7,8,0,31,0,8,9,1,9,26,10,11,22,0,0,0,0,0,0,26,14,22
0,0,0,0,2,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,5,0,16,0,3,0,0,0,1,8,2,11,0,1,0,0,1,1,0,6,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,6,1,0,0,4,2,1,0,0,7,1,0,0,1,1,3,0,1,0,23,0,9,0,1,2,0,0,0,0,0,0,1,4,8,3,2,1,0,0
0,3,13,2,20,1,0,3,4,0,12,0,5,0,1,12,16,20,0,3,1,0,0,2,2,0,8,3,2,6,28,31,12,2,0,9,1,9,1,7,21,2,11,24,0,8,18,7,18,8,3,1,8,2,0,18,2,7,0,2,0,1,6,0,9,9,4,2,0,2,11,4,2,13,7,4,0,8,0,3,24,3,10,3,0,5,6,1,1,0,3,1,0,2,1,15
1,13,46,8,7,2,0,17,2,34,18,7,0,0,12,11,8,50,1,6,25,0,2,20,25,1,11,15,1,1,25,2,11,1,3,3,8,7,3,19,59,10,10,35,20,42,19,2,17,29,3,4,8,0,18,0,4,5,1,8,2,2,29,10,4,15,1,9,0,15,16,5,0,9,10,31,4,1,4,2,8,11,9,7,0,6,4,4,4,1,4,0,4,4,11,22
4,16,2,0,5,1,0,1,2,2,6,4,4,0,0,2,11,7,0,3,0,0,0,0,0,1,6,4,10,16,1,1,5,2,3,4,5,0,0,3,2,0,7,12,5,3,1,2,3,3,0,0,7,0,2,4,0,0,2,2,1,0,0,0,3,9,0,4,0,0,3,1,0,0,2,0,1,3,1,1,3,0,0,1,0,4,3,0,3,0,0,0,2,1,1,11
0,1,1,3,3,8,0,0,2,0,3,4,6,0,7,26,0,0,0,0,3,0,3,0,7,0,4,3,2,3,0,5,0,1,7,0,2,3,1,1,0,13,0,3,14,9,1,0,1,2,0,0,0,6,7,5,0,0,1,2,0,4,0,3,16,1,14,3,0,0,1,16,3,0,2,0,10,1,6,0,2,3,0,0,0,0,0,3,5,11,3,1,2,0,0,3
1,12,5,0,2,0,3,0,5,0,3,0,0,0,0,0,14,0,0,5,0,0,0,3,0,3,10,6,1,0,3,0,7,0,0,3,1,0,5,0,1,0,6,0,4,1,3,5,4,0,1,3,7,1,0,1,2,1,0,0,19,0,5,1,0,0,0,5,0,0,17,0,0,1,1,0,1,3,0,4,2,0,2,7,4,8,8,0,1,1,1,0,1,16,0,10
1,6,12,0,4,1,0,0,3,6,3,3,2,0,3,1,12,9,0,7,1,0,0,0,9,0,8,6,3,0,17,1,3,3,1,0,4,5,0,1,4,12,6,15,10,4,7,0,7,4,1,0,3,0,2,8,2,2,0,0,1,0,9,3,1,11,0,5,0,0,9,2,1,4,7,6,0,0,0,0,1,4,9,14,0,2,1,1,4,3,2,2,2,3,0,7
31,36,10,0,0,0,2,20,6,2,8,0,0,0,0,0,26,1,0,8,0,0,0,5,0,13,20,25,0,0,8,0,16,0,0,8,5,1,6,0,4,1,27,6,2,2,10,2,6,0,7,29,25,0,0,2,1,0,19,1,0,0,6,1,0,1,1,16,0,9,8,0,0,4,5,1,0,33,0,26,4,0,1,9,12,2,13,0,0,0,1,0,0,12,10,21
0,3,0,19,4,0,0,0,0,6,10,7,42,0,12,7,1,4,0,2,1,0,0,1,14,0,4,8,10,23,3,10,0,17,6,0,5,12,2,30,7,5,0,3,6,3,0,0,1,10,0,1,1,4,1,2,0,4,0,0,0,0,2,26,16,6,14,0,0,2,2,9,23,5,1,7,15,0,0,1,1,10,0,0,0,2,0,20,5,0,6,5,22,1,0,1
0,23,4,2,0,6,2,4,4,4,9,2,3,0,3,13,7,9,2,9,4,0,0,4,11,0,13,18,0,4,2,3,15,3,0,20,5,11,8,3,11,3,17,6,9,14,22,3,6,3,11,1,34,2,6,29,0,0,5,9,6,2,0,8,2,10,2,14,0,1,27,3,2,8,7,6,3,7,1,1,20,6,1,3,0,8,5,2,6,0,5,2,1,3,0,27
0,1,4,4,5,3,0,1,0,6,13,4,2,0,10,2,0,4,0,2,0,2,2,0,11,0,3,20,1,12,2,39,0,15,6,0,9,60,1,3,4,11,0,13,18,13,1,0,1,27,0,0,1,1,0,10,0,3,1,3,1,26,8,0,4,5,8,1,0,0,5,19,17,3,7,0,12,0,0,0,6,7,0,1,0,2,0,2,7,2,0,34,8,2,0,6
0,2,0,7,5,15,0,0,0,6,2,0,10,0,13,7,1,4,0,1,5,0,0,0,12,0,2,8,5,9,2,4,0,27,3,4,10,6,0,2,2,6,0,4,12,13,1,1,0,24,0,0,0,0,9,4,3,16,0,1,0,16,2,4,0,7,26,0,0,1,1,18,4,3,8,3,21,1,1,0,3,17,0,0,0,0,0,2,11,6,17,7,16,0,0,1
0,9,19,1,10,2,0,0,10,4,57,1,7,0,8,4,3,15,0,3,13,0,0,5,9,2,7,13,6,5,5,2,7,4,3,3,5,8,1,4,20,0,2,8,152,13,4,4,1,5,3,0,0,0,9,15,9,1,0,11,1,6,10,5,7,0,2,16,0,3,13,4,3,22,5,2,3,1,1,1,4,9,3,7,0,5,1,0,11,9,7,7,3,3,0,7
0,1,1,6,5,27,0,1,0,10,1,6,29,0,32,2,0,1,0,0,8,0,3,0,12,0,5,1,0,6,1,14,0,18,3,0,3,23,0,5,2,0,0,1,10,4,0,0,0,9,0,0,0,7,4,1,0,14,0,0,1,14,2,8,26,2,0,0,0,0,5,18,5,10,3,0,27,0,0,0,3,9,0,0,0,0,0,1,23,25,6,25,25,0,0,0
