Ant57,Ant260,Ant52,Ant397,Ant929,Ant6,Ant7,Ant9,Ant14,Ant19,Ant24,Ant26,Ant30,Ant60,Ant64,Ant74,Ant158,Ant161,Ant196,Ant202,Ant209,Ant227,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant673,Ant740,Ant838,Ant954,Ant0,Ant1,Ant12,Ant13,Ant20,Ant23,Ant27,Ant29,Ant42,Ant48,Ant49,Ant51,Ant54,Ant55,Ant62,Ant66,Ant68,Ant70,Ant80,Ant91,Ant96,Ant97,Ant98,Ant109,Ant113,Ant118,Ant120,Ant124,Ant126,Ant131,Ant135,Ant137,Ant140,Ant144,Ant147,Ant149,Ant159,Ant169,Ant170,Ant174,Ant175,Ant190,Ant195,Ant206,Ant210,Ant229,Ant232,Ant242,Ant257,Ant261,Ant262,Ant263,Ant264,Ant289,Ant296,Ant299,Ant301,Ant313,Ant326,Ant331,Ant332,Ant353,Ant356,Ant376,Ant380,Ant387,Ant391,Ant395,Ant433,Ant458,Ant492,Ant501,Ant507,Ant509,Ant530,Ant576,Ant592,Ant593,Ant607,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
1,14,1,3,3,16,4,0,2,1,0,2,0,0,0,0,0,0,10,11,0,6,0,3,0,0,4,3,0,20,4,5,0,0,0,0,7,3,8,11,14,4,2,3,5,4,5,7,0,3,0,7,3,4,1,0,3,6,2,10,6,1,8,0,3,7,2,1,20,1,6,3,8,0,0,1,0,1,2,0,2,3,1,1,6,1,8,0,22,5,0,19,6,16,0,5,1,0,0,0,13,0,9,0,1,6,2,0,5,1,8,2,8,0,1,3,6,0
4,2,1,0,0,1,2,4,0,0,2,0,0,0,25,6,10,0,1,1,1,12,2,0,13,1,8,6,26,3,5,1,1,0,0,1,0,0,0,9,0,0,0,9,9,0,6,0,9,2,0,8,5,17,14,1,6,0,36,7,2,8,1,13,0,0,0,0,1,0,30,41,0,0,0,8,1,2,7,41,0,15,1,10,2,0,3,2,13,6,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,17,10,7,2,11,0,3,1,0,24,1,0,4
0,29,0,43,0,0,32,1,4,0,0,0,0,26,2,0,1,0,14,3,0,1,3,1,0,1,0,0,0,0,0,0,0,29,1,0,0,12,0,0,2,11,7,0,1,7,0,0,0,0,0,0,1,0,0,2,0,27,0,0,1,0,1,3,1,1,23,30,0,22,2,1,14,0,40,1,0,0,0,2,18,0,0,1,0,0,2,0,0,8,28,1,0,8,0,0,0,0,0,1,0,0,2,14,0,1,0,4,1,4,26,4,3,0,1,17,1,0
1,57,0,23,0,2,84,0,2,0,0,0,26,0,0,0,0,0,10,8,0,8,0,2,0,4,2,0,0,3,0,3,0,43,0,0,0,31,1,0,0,20,19,1,0,10,0,7,0,4,0,6,0,0,0,3,9,25,0,0,1,0,2,0,0,1,43,41,1,25,0,0,11,1,28,1,3,0,0,0,19,0,0,2,0,2,5,0,3,3,34,9,3,9,0,12,0,1,0,0,0,0,5,3,1,0,0,1,3,5,1,4,3,2,0,23,1,0
10,1,11,0,1,1,0,10,0,5,0,25,2,0,0,21,6,0,1,0,0,3,1,0,1,2,3,16,8,0,2,0,0,0,1,3,0,1,2,0,0,1,0,0,12,1,4,0,13,0,5,10,34,12,7,2,3,0,20,8,1,0,1,14,18,0,1,0,1,0,40,13,0,0,0,5,1,4,1,41,0,22,17,2,3,0,3,1,5,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,1,11,15,0,0,1,4,3,1,0,3,0,2,28
8,1,2,0,0,0,0,19,0,5,0,6,0,0,21,0,30,0,0,0,6,4,3,0,0,8,1,5,29,0,0,2,0,1,0,0,0,0,2,1,3,0,0,0,0,2,0,0,35,0,6,1,32,22,16,16,1,0,42,5,1,15,1,14,9,0,0,0,0,0,37,5,0,1,0,1,6,1,4,35,0,26,4,13,3,0,1,5,1,3,0,0,0,0,0,0,0,0,0,31,7,1,0,0,4,24,19,3,0,4,0,3,1,0,8,0,2,6
2,2,1,0,0,4,0,10,0,2,0,10,1,0,6,30,0,4,1,0,0,2,7,0,1,0,29,9,0,2,1,2,0,0,1,2,0,1,2,6,1,0,0,1,0,0,6,1,10,0,6,0,26,9,22,2,1,0,42,1,0,3,1,5,2,0,0,0,1,0,11,12,0,2,0,1,1,0,1,3,0,6,2,2,0,8,0,0,3,1,0,0,0,0,6,0,0,0,4,13,1,5,5,0,1,7,14,1,0,8,0,0,1,1,65,2,4,2
3,2,8,4,1,2,0,0,0,0,0,0,0,0,0,0,4,0,5,0,1,0,2,0,1,2,108,1,0,1,7,0,1,0,0,0,2,1,12,8,0,1,0,0,1,0,7,1,1,6,0,4,7,3,0,3,0,0,1,1,0,57,0,0,11,0,0,0,0,0,0,0,1,1,0,7,5,2,32,0,0,6,3,2,1,32,0,3,0,0,0,0,0,1,4,0,0,0,1,1,4,15,1,0,2,3,0,1,0,0,0,0,6,0,15,0,0,12
1,32,1,32,1,41,28,1,9,2,10,1,14,10,1,0,1,5,0,23,4,20,6,11,5,2,9,11,8,3,5,42,0,14,0,3,17,19,6,21,25,38,12,6,6,29,6,74,6,3,5,10,2,9,2,0,22,12,0,6,2,1,13,39,0,23,7,25,15,21,3,1,43,0,15,1,4,3,1,0,22,2,12,5,4,3,18,0,25,16,4,16,15,27,0,29,0,5,1,0,10,0,12,6,1,8,2,6,20,12,9,8,12,2,0,24,20,9
2,18,0,18,1,13,26,0,1,0,11,1,3,8,0,0,0,0,23,0,2,15,0,4,6,0,3,1,0,17,4,16,0,0,6,2,14,29,3,7,14,26,8,7,2,13,1,4,0,4,2,2,2,1,3,1,31,28,0,15,2,7,8,0,0,11,24,2,11,0,0,2,10,0,2,8,0,8,1,0,3,0,1,2,12,5,11,1,20,20,5,15,17,19,0,8,0,3,3,0,4,0,12,0,1,1,0,4,12,1,5,14,25,3,0,7,2,0
12,3,2,1,0,0,3,2,3,2,0,1,0,0,0,6,0,1,4,2,0,6,1,5,7,4,2,0,10,2,2,2,0,0,0,4,1,0,6,0,23,4,7,3,3,4,0,2,2,3,5,8,1,4,5,2,8,0,1,3,1,4,2,13,5,0,2,5,5,0,7,3,2,0,0,1,1,2,1,2,1,0,1,2,1,0,7,1,5,8,0,5,0,8,1,1,0,0,10,0,7,0,0,0,4,2,2,0,1,1,3,5,3,1,0,1,6,3
2,9,1,2,1,6,16,0,16,2,6,12,1,8,3,4,2,0,20,15,6,0,10,8,9,3,11,7,5,4,1,25,3,2,3,6,1,14,2,4,23,15,7,4,7,6,2,2,3,8,6,20,4,27,16,1,37,0,4,12,0,2,28,8,4,10,3,0,14,0,9,9,6,2,0,24,2,10,0,9,6,20,8,6,5,3,9,3,20,29,0,6,3,23,0,5,0,12,5,1,11,1,30,0,8,28,2,9,7,11,3,11,18,2,2,6,23,12
2,12,9,1,3,4,4,0,8,17,0,2,3,0,1,3,7,2,6,0,1,10,0,0,7,5,4,0,7,11,5,5,0,2,15,8,4,0,10,5,8,6,9,18,3,5,8,2,10,10,13,4,13,5,18,0,10,0,10,10,1,3,7,17,1,0,0,5,19,0,3,6,7,3,0,0,8,2,0,1,0,3,6,9,12,3,2,2,14,10,0,4,6,12,0,2,0,0,2,1,2,1,4,0,4,7,4,8,1,0,5,6,8,4,2,2,26,4
8,18,0,16,1,2,12,0,1,4,3,0,1,2,0,0,0,0,11,4,5,8,0,0,5,14,28,1,0,10,6,6,0,0,6,1,1,5,15,27,19,3,6,4,6,1,4,12,0,13,7,7,4,4,2,4,19,2,2,6,1,5,6,5,0,2,0,1,13,0,3,5,6,3,0,21,2,3,0,0,4,0,21,3,3,3,4,2,19,8,0,11,0,17,0,3,0,10,9,1,7,7,7,0,5,1,5,4,3,6,5,7,5,4,0,12,7,13
0,6,2,0,0,1,5,0,3,6,0,13,0,0,1,0,1,1,5,6,7,9,7,5,0,1,4,2,10,34,6,7,1,0,28,7,6,7,0,23,20,8,7,5,0,0,12,1,0,7,11,3,3,0,25,0,13,0,6,5,3,9,0,3,0,11,0,14,14,0,7,2,14,0,0,5,10,3,5,8,0,0,2,1,3,1,6,0,18,4,0,14,0,6,0,0,0,3,0,0,13,0,2,0,1,21,2,1,9,10,4,8,7,0,23,4,6,0
16,3,4,2,5,1,1,0,3,10,0,1,1,4,2,8,0,2,2,0,4,3,5,14,1,0,4,9,5,8,4,3,4,0,8,0,1,1,11,6,0,6,0,1,7,0,3,0,1,3,13,7,2,12,7,14,2,0,2,11,2,0,0,11,5,2,2,0,15,0,9,9,1,0,0,1,8,6,2,2,0,9,12,0,4,0,4,4,1,7,0,5,0,3,0,1,0,6,11,3,16,1,7,0,9,15,5,20,2,1,3,1,7,0,3,1,4,17
3,10,7,1,1,0,6,0,4,4,4,8,0,2,3,1,29,108,9,3,2,11,4,28,4,4,0,1,14,8,9,2,2,0,0,2,0,18,13,8,7,11,1,3,11,0,0,13,3,9,5,2,17,3,2,0,5,0,5,4,1,8,8,11,0,1,0,1,12,0,3,12,0,23,0,16,4,5,20,5,4,11,10,1,0,0,6,4,15,3,0,3,0,2,3,0,0,5,4,1,23,14,4,0,14,4,8,2,3,5,1,6,16,25,2,0,5,29
5,2,6,0,1,4,0,0,2,4,3,6,0,0,16,5,9,1,11,1,0,7,0,1,2,9,1,0,3,4,6,1,0,2,5,8,1,12,8,15,4,1,2,2,26,0,10,7,18,0,16,11,5,15,11,15,6,0,4,33,0,2,2,13,16,2,0,0,11,0,16,22,0,0,0,6,6,8,0,24,0,13,1,4,13,1,2,8,2,2,0,0,0,8,9,0,0,3,1,23,10,0,2,0,1,16,1,7,3,7,9,2,7,0,1,1,4,0
8,0,0,4,5,0,1,7,0,9,0,26,0,0,8,29,0,0,8,0,10,5,7,0,10,5,14,3,0,12,1,0,0,1,5,6,0,2,0,2,0,0,0,0,7,0,3,1,5,0,7,1,5,14,20,1,1,0,0,1,2,10,2,15,2,1,1,1,12,0,6,12,0,12,0,10,1,5,8,3,0,24,1,5,0,0,6,4,4,5,0,1,3,9,2,0,0,5,10,44,3,0,0,0,1,11,13,6,0,4,2,1,7,0,0,0,15,7
0,7,1,7,2,4,10,0,9,3,20,3,0,3,0,0,2,1,3,17,2,4,11,10,34,8,8,4,12,0,2,0,0,5,22,11,5,6,2,16,3,11,3,12,2,0,4,11,1,5,1,9,1,2,13,0,5,9,7,4,1,5,5,5,1,2,5,10,23,4,4,4,9,0,4,10,3,15,0,0,3,2,11,3,4,3,14,1,16,10,0,13,1,8,0,5,0,1,5,2,11,1,15,1,1,8,0,11,4,6,10,5,22,0,2,6,2,6
6,5,2,1,4,0,0,12,1,8,4,5,0,0,2,0,1,7,5,4,2,1,5,6,6,4,9,6,1,2,0,6,5,0,4,2,2,4,7,6,7,1,0,8,3,2,7,1,1,7,4,9,0,16,1,2,0,0,2,4,1,0,4,6,4,2,0,0,11,1,17,11,7,3,0,11,9,9,1,0,0,1,0,4,12,11,5,0,2,2,0,3,4,6,0,10,0,2,11,0,8,7,3,0,1,2,0,14,1,3,1,2,1,11,0,3,4,12
4,10,0,8,1,6,16,0,18,4,5,1,0,3,0,2,2,0,42,16,2,25,5,6,7,3,2,1,0,0,6,0,0,17,2,4,1,16,5,7,21,28,18,3,0,6,1,13,1,16,3,5,1,2,2,1,12,2,1,9,3,0,22,14,0,20,7,8,12,1,5,0,26,4,1,5,2,4,0,5,5,3,5,5,13,5,15,0,60,44,0,3,16,23,0,12,0,23,3,0,34,1,14,0,1,0,0,6,3,8,5,16,13,0,0,10,12,0
3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,4,2,0,0,0,5,0,0,0,0,0,1,0,1,4,0,0,0,1,1,0,1,1,0,6,1,0,0,4,0,4,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,13,0,1,0,1,2,1,2,0,0,6,2,1,1,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,2,0,0,0,0,0,0,1,3,2,0,2,0
0,43,0,1,1,0,39,0,1,4,0,0,29,43,0,1,0,0,14,0,0,2,2,0,0,0,0,2,1,5,0,17,0,0,0,1,0,7,0,0,13,49,9,2,0,12,0,0,2,0,0,1,0,3,0,0,12,21,0,1,0,0,10,0,0,0,15,77,0,37,0,0,7,0,49,7,0,0,0,0,27,0,0,0,0,0,5,0,4,12,17,2,0,14,0,0,2,0,2,0,0,0,1,8,0,0,0,1,7,0,4,3,47,0,0,39,0,1
9,3,8,2,0,2,3,0,7,13,0,0,1,0,1,0,1,0,0,6,0,3,15,6,28,8,0,5,5,22,4,2,0,0,0,1,0,6,1,40,1,2,6,2,1,0,12,0,1,4,1,13,12,12,28,0,12,0,1,15,0,1,4,23,0,4,0,0,13,0,5,8,2,5,0,5,39,8,8,7,0,10,2,8,5,0,10,3,25,19,0,11,0,3,2,0,0,0,6,2,19,0,2,2,4,20,1,17,1,11,4,2,3,0,5,2,9,10
1,3,0,0,7,2,3,0,7,5,0,1,0,0,3,0,2,0,3,2,4,6,8,1,7,0,2,8,6,11,2,4,0,1,1,0,0,4,0,6,7,4,3,5,4,5,2,2,3,0,2,9,3,4,0,0,5,1,1,4,1,1,1,6,6,0,0,0,11,0,3,0,7,2,0,2,13,3,2,0,2,12,0,0,4,1,3,5,6,4,0,8,0,16,1,0,0,1,0,1,0,0,0,0,5,5,1,7,1,1,4,6,6,0,1,2,7,1
0,8,3,17,1,14,6,0,8,3,7,0,0,0,0,0,0,2,17,14,1,1,4,1,6,1,0,1,0,5,2,1,1,0,0,0,0,7,7,5,6,3,3,5,1,0,5,41,0,1,1,5,6,0,0,0,5,12,0,1,5,2,8,3,1,5,0,7,6,1,5,0,15,2,0,0,0,2,12,1,0,7,1,4,5,6,10,0,8,4,0,1,9,6,3,13,0,3,3,0,26,2,8,0,0,1,0,0,2,0,3,8,5,2,6,0,3,3
0,16,1,4,4,4,14,0,9,1,3,0,12,31,1,0,1,1,19,29,0,14,0,5,7,1,18,12,2,6,4,16,0,7,6,4,7,0,4,16,16,12,9,1,4,13,2,10,3,12,7,7,0,16,0,0,12,14,4,12,2,0,5,24,0,11,20,37,6,4,4,11,13,2,12,23,1,3,0,0,8,2,1,5,3,0,12,1,15,28,9,6,3,22,2,4,0,3,3,1,6,1,12,1,1,1,6,5,2,8,5,11,20,3,0,19,9,4
16,10,3,2,4,19,4,0,2,3,8,0,0,1,2,2,2,12,6,3,6,2,10,15,0,11,13,8,0,2,7,5,1,0,1,0,7,4,0,8,12,9,1,14,0,7,2,6,2,3,2,8,9,24,1,6,1,2,0,3,8,1,8,6,26,0,0,1,18,0,1,3,3,5,0,2,8,5,4,0,0,17,3,4,7,9,5,2,5,12,0,4,5,9,6,3,0,3,4,1,10,2,13,1,13,5,0,22,3,11,5,11,0,6,23,3,13,20
11,10,3,0,21,6,3,0,4,8,11,9,0,0,0,1,6,8,21,7,0,4,5,27,23,6,8,15,2,16,6,7,4,0,40,6,5,16,8,0,5,17,1,2,46,0,10,2,11,9,4,19,2,13,4,9,2,2,0,21,1,25,3,9,9,2,0,0,16,0,13,9,4,2,0,14,5,27,23,5,0,2,6,3,6,2,4,4,18,13,0,2,0,4,2,0,1,5,16,2,3,6,19,0,6,5,0,14,0,30,1,8,2,47,0,6,5,11
0,47,0,0,4,15,39,0,17,1,14,0,2,0,0,3,1,0,25,14,23,23,8,19,20,0,7,4,0,3,7,21,0,13,1,7,6,16,12,5,0,52,28,14,1,25,5,4,4,8,2,0,4,2,8,0,70,12,0,1,3,12,22,10,0,10,18,19,5,1,2,3,15,0,0,10,1,4,6,0,5,1,1,3,3,0,21,0,34,21,0,31,6,63,0,0,0,9,2,0,14,0,1,1,4,0,1,4,18,26,13,19,19,1,0,19,30,2
3,33,0,5,3,9,28,0,10,1,4,0,11,20,1,0,0,1,38,26,4,15,6,3,8,6,11,1,0,11,1,28,0,49,2,4,3,12,9,17,52,0,16,5,2,46,7,6,0,10,8,12,1,5,2,0,36,31,7,8,3,3,25,5,0,8,39,33,11,12,0,1,21,4,22,12,3,2,2,0,10,0,4,0,1,5,28,0,25,13,7,31,7,18,0,5,0,4,5,0,3,0,29,3,1,2,0,13,11,5,22,17,78,1,0,23,11,1
0,33,1,13,1,9,24,0,2,2,2,0,7,19,0,0,0,0,12,8,7,7,9,6,7,0,1,2,0,3,0,18,0,9,6,3,3,9,1,1,28,16,0,2,1,14,3,3,5,8,3,4,10,0,2,0,23,14,0,2,1,1,22,8,0,8,22,21,4,13,1,0,13,0,11,2,2,0,2,0,10,1,2,0,1,3,6,0,12,1,10,9,7,70,1,21,0,3,0,0,6,0,10,0,0,2,0,9,14,0,4,21,7,0,0,16,10,0
4,4,2,2,3,3,3,0,6,3,3,9,0,1,0,0,1,0,6,7,3,4,18,4,5,1,3,2,0,12,8,3,1,2,2,5,5,1,14,2,14,5,2,0,5,5,3,5,2,14,7,5,0,10,7,11,0,0,2,4,3,6,9,8,0,2,0,0,3,0,3,6,7,9,0,18,1,5,3,0,1,3,4,4,8,5,1,6,5,6,0,1,17,7,2,5,0,7,22,14,11,4,14,0,5,0,3,14,4,13,4,10,8,6,0,3,11,12
22,2,3,1,5,4,1,0,0,7,5,9,1,0,12,0,0,1,6,2,3,7,3,6,0,7,11,26,7,2,3,0,1,0,1,4,1,4,0,46,1,2,1,5,0,1,2,4,0,1,3,9,5,3,2,4,6,0,0,4,1,5,1,6,11,2,0,0,8,0,4,7,0,2,0,11,12,14,6,24,0,11,20,7,2,2,6,13,2,1,0,0,1,6,1,0,0,0,1,7,1,9,2,0,1,24,11,7,1,0,6,4,4,0,1,0,4,13
1,69,0,5,0,20,19,0,9,0,4,0,7,10,1,2,0,0,29,13,4,6,5,1,0,0,0,0,0,0,2,6,0,12,0,5,0,13,7,0,25,46,14,5,1,0,3,0,1,0,3,2,2,10,0,0,12,21,0,3,1,0,2,1,0,0,27,18,5,10,1,0,11,0,14,0,0,0,0,0,4,1,0,0,1,0,6,0,9,7,4,1,1,26,0,1,0,0,1,0,0,0,17,1,0,0,0,0,11,0,9,19,8,0,0,7,3,1
0,2,7,1,16,2,0,3,3,7,5,6,0,0,4,0,6,7,6,1,0,2,8,4,12,3,0,10,3,4,7,1,1,0,12,2,5,2,2,10,5,7,3,3,2,3,0,3,1,0,4,15,10,11,8,0,7,0,35,2,3,1,6,10,10,1,0,0,1,0,32,12,1,4,0,8,11,2,1,11,2,3,5,10,1,13,4,2,13,8,0,2,2,5,0,0,0,0,2,0,9,2,5,1,1,15,6,19,0,14,2,9,0,8,8,0,7,0
4,8,0,14,2,15,17,0,1,5,7,0,0,7,0,0,1,1,74,4,2,2,2,12,1,0,13,7,1,11,1,13,1,0,0,2,41,10,6,2,4,6,3,5,4,0,3,0,0,13,2,2,1,0,3,4,5,2,0,10,0,0,3,1,0,12,5,0,6,1,1,2,7,5,0,0,0,2,0,0,0,3,2,0,7,7,8,0,26,12,0,17,13,14,0,30,0,4,11,0,21,3,11,0,0,0,0,0,13,4,10,6,9,1,0,2,2,8
8,1,3,0,3,0,0,23,0,10,0,9,0,0,13,35,10,1,6,0,2,3,10,0,0,1,3,18,5,1,1,1,0,2,1,3,0,3,2,11,4,0,5,2,0,1,1,0,0,0,7,3,17,18,23,2,0,0,23,3,2,3,1,22,11,0,1,0,0,0,12,2,0,0,0,10,1,1,9,10,1,11,1,2,0,1,0,0,0,0,0,5,0,9,0,0,0,2,0,0,0,2,0,1,1,8,35,0,0,2,4,0,1,1,3,1,7,1
1,10,0,13,11,6,7,0,6,5,3,2,0,4,0,0,0,6,3,4,3,8,10,13,7,3,9,0,0,5,7,16,6,0,4,0,1,12,3,9,8,10,8,14,1,0,0,13,0,0,0,2,1,7,1,3,8,10,0,5,10,2,5,4,2,3,1,4,13,0,3,6,12,1,0,3,1,4,2,12,1,0,0,1,3,3,5,2,19,20,0,2,3,3,0,1,1,3,15,0,14,3,4,0,0,4,0,1,1,10,8,7,10,6,0,5,7,4
16,3,2,7,3,3,2,0,12,8,0,0,0,0,5,6,6,0,5,2,5,6,13,7,11,13,5,16,7,1,4,3,1,0,1,2,1,7,2,4,2,8,3,7,3,3,4,2,7,0,0,3,0,11,2,14,0,0,1,5,0,1,1,6,5,0,0,2,8,0,15,5,2,3,0,26,11,7,7,15,0,13,3,6,7,2,12,8,2,3,0,1,1,1,0,0,0,1,11,9,5,6,2,0,7,20,16,6,1,5,3,2,24,6,0,3,5,21
3,8,3,5,1,0,5,0,5,5,7,8,0,6,10,1,0,4,10,2,8,20,4,7,3,7,2,11,1,9,9,5,0,1,13,9,5,7,8,19,0,12,4,5,9,2,15,2,3,2,3,0,6,7,4,2,6,5,7,8,2,8,2,8,3,3,4,2,20,1,12,3,6,4,0,23,8,7,4,17,6,2,6,6,7,7,10,4,17,11,0,6,0,13,0,1,0,0,19,5,10,11,3,0,0,13,13,17,9,13,12,6,12,8,1,1,11,21
11,1,8,2,2,3,2,2,0,18,3,5,1,0,34,32,26,7,2,2,1,4,13,4,3,2,17,5,5,1,0,1,0,0,12,3,6,0,9,2,4,1,10,0,5,2,10,1,17,1,0,6,0,4,20,10,10,1,4,8,1,7,0,2,11,1,0,0,2,0,9,13,0,4,0,17,0,7,8,4,0,19,0,7,7,5,6,12,2,0,0,0,1,4,1,0,0,0,2,0,5,0,0,0,20,14,0,7,0,8,0,13,0,4,6,0,5,9
9,6,3,0,3,0,4,5,12,4,4,17,0,0,12,22,9,3,9,1,4,27,5,4,0,12,3,15,14,2,16,2,4,3,12,4,0,16,24,13,2,5,0,10,3,10,11,0,18,7,11,7,4,0,22,20,3,0,13,6,3,16,9,19,55,0,0,0,2,0,27,28,0,27,0,16,28,3,3,30,16,43,6,31,9,0,7,11,19,18,0,7,0,22,7,0,0,0,7,9,17,1,3,0,23,0,5,12,0,4,4,2,3,80,4,1,12,12
13,3,1,0,0,2,1,14,1,7,1,14,0,0,7,16,22,0,2,3,5,16,18,2,25,7,2,11,20,13,1,2,0,0,28,0,0,0,1,4,8,2,2,7,2,0,8,3,23,1,2,4,20,22,0,3,4,0,7,11,3,0,2,9,7,0,0,0,15,0,11,13,0,2,0,10,7,28,1,9,0,18,2,9,2,4,0,3,3,4,0,2,0,4,0,0,0,7,8,2,7,1,1,0,10,12,4,20,0,3,4,1,2,0,9,0,4,8
8,1,0,0,0,1,2,0,0,2,0,1,2,3,2,16,2,3,0,1,2,1,0,4,0,14,0,15,1,0,2,1,4,0,0,0,0,0,6,9,0,0,0,11,4,0,0,4,2,3,14,2,10,20,3,0,1,0,14,3,0,9,0,2,12,1,0,0,1,0,16,1,0,27,0,11,6,3,16,15,0,14,0,32,6,0,2,11,2,2,0,0,1,2,6,0,0,0,7,3,2,10,6,0,1,13,2,6,0,1,0,1,3,5,0,0,7,13
1,38,0,0,3,17,14,0,10,9,3,6,0,9,3,1,1,0,22,31,8,37,10,19,13,2,5,6,1,5,0,12,0,12,12,5,5,12,1,2,70,36,23,0,6,12,7,5,0,8,0,6,10,3,4,1,0,2,0,15,4,0,18,18,1,7,5,13,23,1,4,2,15,1,1,5,0,4,7,9,3,4,0,2,4,1,11,0,34,21,3,16,9,20,0,13,0,1,3,0,3,0,3,0,1,9,1,5,7,20,15,18,45,3,1,16,7,2
0,37,0,16,4,14,82,0,2,0,6,0,27,25,0,0,0,0,12,28,0,0,0,2,0,0,0,0,0,9,0,2,0,21,0,1,12,14,2,2,12,31,14,0,0,21,0,2,0,10,0,5,1,0,0,0,2,0,0,3,1,0,3,0,0,10,15,20,0,23,2,0,15,0,10,0,0,0,0,0,4,0,0,0,0,1,12,0,9,8,17,4,9,20,0,9,0,1,4,0,2,0,12,5,0,0,0,0,29,0,11,2,0,0,0,13,2,0
