Ant4,Ant57,Ant260,Ant5,Ant52,Ant59,Ant65,Ant244,Ant540,Ant929,Ant2,Ant6,Ant25,Ant26,Ant30,Ant38,Ant74,Ant99,Ant102,Ant148,Ant158,Ant191,Ant196,Ant202,Ant209,Ant245,Ant268,Ant278,Ant308,Ant604,Ant620,Ant646,Ant673,Ant838,Ant12,Ant13,Ant20,Ant27,Ant28,Ant29,Ant32,Ant40,Ant42,Ant43,Ant50,Ant55,Ant62,Ant66,Ant68,Ant70,Ant71,Ant80,Ant81,Ant82,Ant91,Ant97,Ant100,Ant105,Ant111,Ant112,Ant113,Ant114,Ant117,Ant126,Ant135,Ant137,Ant139,Ant142,Ant149,Ant156,Ant159,Ant169,Ant170,Ant173,Ant174,Ant195,Ant198,Ant207,Ant212,Ant217,Ant218,Ant219,Ant226,Ant229,Ant242,Ant243,Ant250,Ant255,Ant256,Ant257,Ant261,Ant263,Ant265,Ant294,Ant299,Ant301,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant356,Ant376,Ant387,Ant390,Ant391,Ant394,Ant395,Ant437,Ant475,Ant492,Ant501,Ant527,Ant549,Ant552,Ant556,Ant575,Ant580,Ant592,Ant600,Ant607,Ant610,Ant614,Ant621,Ant632,Ant635,Ant638,Ant650,Ant663,Ant665
0,3,15,2,12,9,0,24,10,0,7,1,7,2,2,1,4,0,0,0,6,14,2,0,6,0,0,10,8,1,0,28,17,0,1,2,1,5,2,7,21,1,2,6,1,0,23,20,0,0,0,0,3,0,5,0,0,10,1,0,1,1,10,5,1,3,0,2,0,0,5,17,0,2,12,0,3,0,6,0,16,0,0,6,2,11,0,5,0,0,4,0,0,23,0,0,20,0,0,0,4,1,0,2,0,1,4,0,5,8,0,2,0,0,0,3,3,0,0,0,10,1,0,1,7,0,7,1,6,17,2,2,0
3,0,4,1,0,0,0,1,3,2,4,63,17,7,2,0,4,9,0,0,0,4,2,70,2,0,0,1,8,87,2,2,1,34,9,0,17,0,14,0,1,1,2,0,15,2,0,0,1,15,4,22,0,36,0,5,3,0,103,29,3,0,2,3,5,52,15,17,6,3,3,1,5,93,0,3,17,6,4,22,0,10,3,5,2,0,0,1,1,26,3,1,1,1,4,7,1,5,21,14,1,6,67,0,0,0,0,37,0,24,0,17,25,3,11,15,3,2,7,0,1,5,18,0,0,22,6,0,0,0,22,0,0
15,4,0,6,13,6,3,18,2,0,30,10,5,0,2,0,0,13,0,3,20,2,1,7,0,0,0,9,3,23,0,20,2,21,4,0,8,0,27,24,7,1,22,11,5,0,37,1,8,0,7,1,2,2,10,2,0,31,3,1,6,0,7,5,0,0,0,43,19,0,2,5,0,20,8,7,18,0,29,0,14,0,19,13,10,0,0,0,0,0,21,3,0,39,0,2,6,0,16,1,8,9,3,16,0,24,1,0,26,0,0,0,8,11,0,5,3,3,0,0,1,2,0,0,11,2,3,0,0,13,0,0,0
2,1,6,0,4,18,46,10,15,0,14,0,3,0,8,0,7,1,0,0,22,2,5,0,4,1,0,2,1,0,0,9,6,0,3,0,4,0,1,4,4,3,2,3,4,0,15,8,3,2,5,0,0,0,86,0,10,9,2,0,3,0,0,0,2,2,0,8,0,0,1,3,1,1,14,1,1,0,3,0,5,0,10,1,11,4,0,0,0,0,5,6,0,1,0,0,21,0,0,2,7,1,1,4,0,5,6,0,0,0,0,4,1,1,0,1,0,0,0,0,16,0,0,6,19,1,0,0,24,20,0,2,7
12,0,13,4,0,6,4,9,4,0,6,0,0,1,10,1,2,0,5,1,3,2,6,0,1,17,2,3,2,0,0,0,10,1,1,21,1,1,1,10,10,0,5,0,7,0,5,9,5,0,0,0,2,0,28,5,34,1,0,0,1,0,18,0,0,3,0,0,2,0,3,0,2,0,4,1,0,0,8,0,8,0,0,0,6,3,1,11,0,0,11,8,0,1,0,1,0,0,0,5,1,0,1,13,2,1,7,0,6,0,0,0,0,2,0,1,2,0,2,3,0,1,1,3,19,4,1,1,0,13,8,10,7
9,0,6,18,6,0,15,11,10,4,18,0,6,0,6,1,13,0,0,1,1,7,12,0,7,2,3,22,6,7,0,14,7,3,2,0,4,1,4,10,11,11,1,17,5,0,0,17,0,0,5,0,4,1,10,1,7,8,5,0,1,0,12,17,0,3,0,6,0,0,7,24,13,0,9,2,0,0,15,0,0,1,12,9,10,0,0,17,3,0,12,21,0,12,0,0,1,0,1,3,21,4,0,2,2,3,2,0,0,0,0,0,0,0,0,8,12,0,0,0,0,3,0,9,3,2,0,8,24,15,2,5,7
0,0,3,46,4,15,0,6,12,1,18,1,4,2,4,3,10,0,1,1,6,10,0,0,3,2,4,25,3,2,0,13,18,4,1,2,3,1,2,10,13,19,4,11,10,0,10,3,25,1,17,0,6,1,1,0,8,2,4,0,9,1,7,0,0,4,1,1,3,0,3,4,5,1,5,3,0,1,8,1,0,1,8,0,8,3,1,7,2,2,11,12,0,1,0,0,7,0,0,1,5,3,0,6,0,4,12,2,15,0,0,2,0,0,0,4,6,3,1,0,5,5,0,10,2,0,3,1,16,17,4,4,31
24,1,18,10,9,11,6,0,6,0,7,4,4,1,3,0,0,0,0,0,16,11,2,7,4,14,0,14,3,7,0,29,0,2,0,0,3,0,14,12,21,2,1,11,10,0,10,0,3,14,2,0,0,1,13,0,2,11,6,0,2,0,20,1,0,3,0,7,6,0,5,36,0,6,4,1,1,0,33,2,15,1,1,11,2,0,0,3,3,4,12,7,0,12,0,0,4,1,0,0,2,2,3,7,3,10,2,0,1,10,0,1,1,0,0,3,9,1,1,0,8,2,0,0,32,0,8,1,6,5,4,0,2
10,3,2,15,4,10,12,6,0,1,8,0,3,2,17,1,12,2,0,3,5,4,2,6,24,1,2,21,10,1,0,5,11,5,5,2,6,1,0,0,5,3,8,6,0,3,0,3,5,1,7,0,10,2,0,1,5,1,0,0,2,0,2,26,0,0,0,0,2,0,0,0,4,3,3,0,0,4,16,0,3,0,11,4,6,5,3,7,2,0,6,3,0,7,0,0,7,0,0,3,4,2,3,0,3,6,14,1,0,5,0,1,0,2,0,9,2,0,1,6,9,5,0,6,2,0,5,2,4,15,4,11,13
0,2,0,0,0,4,1,0,1,0,1,2,4,6,1,6,0,5,1,5,0,1,15,2,5,5,3,5,2,3,3,1,2,1,7,13,9,4,0,0,0,5,6,3,9,1,0,1,2,5,0,0,1,0,0,11,3,1,16,0,0,5,0,2,2,8,3,0,4,0,12,1,15,6,1,4,1,6,2,9,7,5,0,3,4,0,8,0,1,3,0,7,1,0,0,0,0,4,5,22,0,8,2,0,13,0,5,2,0,6,0,16,2,19,0,14,30,0,3,0,8,13,1,0,0,13,5,16,4,0,11,1,3
7,4,30,14,6,18,18,7,8,1,0,1,6,1,4,2,1,3,0,0,14,7,0,0,13,0,4,9,1,8,0,3,6,0,4,1,0,2,6,13,9,7,0,1,1,2,25,3,3,0,10,0,8,0,6,0,2,1,0,0,5,0,0,10,0,3,0,11,1,0,2,0,0,2,10,0,0,0,11,1,4,0,1,0,11,12,1,6,1,1,19,9,0,14,0,0,10,2,0,1,22,0,1,0,0,3,3,1,21,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,12,0,0,0,1,38,2,0,3
1,63,10,0,0,0,1,4,0,2,1,0,14,1,0,0,2,33,0,0,3,1,5,36,0,2,2,1,1,30,0,2,0,38,7,3,17,0,13,0,2,1,8,1,24,28,2,6,0,22,1,10,1,23,0,11,10,0,37,10,8,1,1,0,10,27,9,14,34,4,9,1,2,32,0,7,15,0,9,8,4,4,0,4,2,0,6,1,5,15,1,0,9,1,9,40,1,3,21,4,1,7,35,0,2,1,1,39,2,21,7,5,9,3,6,10,3,2,4,0,0,5,30,0,2,15,13,0,0,0,27,4,0
7,17,5,3,0,6,4,4,3,4,6,14,0,5,0,1,1,16,0,3,0,13,5,3,1,0,0,9,1,18,0,0,5,22,25,1,7,1,3,6,2,10,20,0,6,4,3,3,4,8,1,4,6,3,2,10,8,2,19,0,23,0,19,0,7,29,5,7,9,0,4,6,3,17,1,16,3,0,12,5,10,2,6,12,4,0,6,8,6,4,9,0,3,7,2,5,5,3,4,12,18,17,12,11,12,2,0,11,0,9,0,8,4,0,2,14,12,1,6,0,6,4,3,0,10,14,14,4,4,3,13,3,1
