Ant4,Ant260,Ant52,Ant65,Ant244,Ant397,Ant540,Ant6,Ant7,Ant9,Ant15,Ant19,Ant26,Ant30,Ant60,Ant72,Ant74,Ant76,Ant102,Ant158,Ant191,Ant196,Ant227,Ant245,Ant252,Ant278,Ant308,Ant329,Ant518,Ant604,Ant673,Ant740,Ant954,Ant0,Ant1,Ant12,Ant13,Ant17,Ant20,Ant23,Ant27,Ant35,Ant43,Ant48,Ant50,Ant51,Ant53,Ant54,Ant62,Ant70,Ant71,Ant81,Ant96,Ant97,Ant105,Ant109,Ant111,Ant112,Ant115,Ant117,Ant124,Ant126,Ant137,Ant159,Ant172,Ant175,Ant178,Ant186,Ant190,Ant194,Ant206,Ant210,Ant215,Ant219,Ant220,Ant229,Ant238,Ant242,Ant243,Ant250,Ant251,Ant255,Ant256,Ant264,Ant289,Ant296,Ant299,Ant301,Ant324,Ant331,Ant334,Ant342,Ant347,Ant380,Ant390,Ant394,Ant395,Ant398,Ant458,Ant475,Ant476,Ant482,Ant501,Ant509,Ant556,Ant560,Ant564,Ant576,Ant580,Ant599,Ant607,Ant610,Ant614,Ant621,Ant650,Ant663
0,0,4,0,0,1,4,0,0,0,0,0,1,4,5,0,0,0,0,8,23,5,0,0,4,0,4,10,0,7,0,8,4,0,0,6,21,2,4,0,0,3,5,1,0,3,0,1,0,0,6,0,4,29,2,2,1,0,13,0,0,0,9,16,14,1,11,0,0,0,4,0,0,28,4,3,1,1,0,0,0,0,2,7,2,0,0,1,2,2,16,0,0,0,3,2,1,12,1,0,0,0,21,0,0,0,0,3,7,1,5,4,5,0,0,0
0,0,0,0,0,0,9,0,0,0,0,1,0,10,14,0,0,0,0,1,1,14,0,0,1,0,2,12,0,8,0,4,0,0,1,2,5,3,21,2,0,15,10,4,0,2,9,1,0,1,4,0,0,9,12,0,5,0,7,0,0,1,27,7,2,10,0,0,0,1,8,0,2,0,0,1,5,0,2,0,0,0,0,5,0,0,0,0,0,1,0,0,3,0,11,6,0,3,1,0,0,5,1,0,2,0,2,7,1,2,8,9,0,0,0,2
11,11,2,58,0,2,0,14,23,0,3,18,1,3,3,0,0,0,12,1,1,54,4,1,5,2,0,1,0,0,7,2,1,10,7,8,0,2,2,0,8,0,0,16,18,3,2,5,1,2,1,15,1,2,0,3,2,14,1,2,17,15,0,0,2,5,0,2,1,3,0,6,34,0,0,5,4,0,3,0,15,11,17,0,2,2,5,0,8,2,0,15,0,31,1,1,6,0,18,6,16,6,0,36,2,33,0,1,0,1,0,0,0,10,4,3
6,9,0,13,0,0,0,8,46,0,1,8,0,1,0,0,0,12,0,0,0,19,0,0,4,2,0,0,0,0,0,0,0,8,4,0,0,0,0,0,5,0,0,7,15,0,0,1,0,0,0,8,0,0,0,0,0,13,0,4,14,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,3,0,3,0,6,11,0,0,0,10,8,0,0,0,0,13,0,57,0,0,10,0,4,7,5,0,0,31,0,33,0,0,0,0,0,0,0,0,3,0
0,1,10,1,3,0,8,0,0,4,0,0,5,10,7,8,1,1,0,0,4,8,8,0,8,4,16,40,0,0,5,4,14,0,5,6,3,0,84,15,0,4,5,2,0,7,18,0,11,2,6,1,11,12,17,2,7,0,27,0,9,0,2,13,12,5,31,2,1,4,0,0,17,0,4,10,2,9,12,0,0,0,2,18,2,3,0,10,23,1,2,1,6,0,7,5,0,0,0,3,2,1,1,0,9,0,5,4,1,36,30,9,3,0,0,13
1,7,2,1,0,5,14,2,1,6,5,2,0,13,4,23,1,1,0,4,0,4,4,0,0,0,1,4,0,0,3,7,22,2,5,6,10,1,15,0,0,2,12,1,0,10,8,1,4,2,11,4,6,6,3,1,0,0,24,1,5,0,8,6,14,8,0,1,2,12,2,0,14,26,3,8,1,0,1,0,0,2,4,8,1,3,3,2,4,5,8,6,2,1,8,1,5,13,4,3,0,0,0,0,9,0,5,4,11,11,7,11,18,3,0,8
17,24,29,52,4,20,5,27,53,10,9,21,20,22,26,5,14,54,19,8,4,0,22,0,20,20,16,0,0,1,26,35,15,19,29,43,31,23,9,25,7,1,3,22,13,63,5,16,17,25,13,20,23,32,10,25,19,12,17,9,12,40,1,5,15,9,7,23,25,19,5,14,59,6,27,20,12,11,12,0,9,12,26,7,5,15,20,9,31,23,7,39,0,33,24,18,11,4,38,21,28,46,9,36,5,22,4,6,4,3,1,6,12,15,22,27
3,2,9,14,4,20,0,1,2,28,8,16,4,12,26,0,0,4,0,8,4,22,0,0,6,21,10,1,0,2,4,9,13,2,9,22,10,14,6,0,5,4,1,6,0,15,2,11,11,11,6,5,25,14,8,10,1,0,15,8,0,11,0,2,27,4,3,7,18,10,3,2,32,3,5,14,3,2,16,0,0,8,6,11,6,4,13,32,3,8,1,12,2,0,9,9,5,4,4,3,3,4,1,3,3,0,1,5,1,5,1,1,9,6,1,17
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,10,10,7,4,6,1,16,12,4,5,14,5,2,1,4,1,5,4,8,0,20,6,0,0,2,3,2,0,0,4,2,2,7,7,16,4,0,5,1,5,0,0,12,2,17,2,3,1,2,3,8,2,3,2,7,3,7,4,3,6,3,0,0,4,7,3,4,5,14,2,2,20,7,1,9,0,1,8,0,1,7,5,0,1,10,0,3,7,1,0,25,0,15,1,1,20,4,10,4,3,5,0,15,1,2,1,1,0,0,0,0,5,16,7,13
2,0,19,6,2,6,0,0,0,7,4,1,11,2,6,0,0,2,2,4,0,20,21,0,2,0,6,5,0,0,2,2,1,5,5,10,3,0,9,9,1,1,2,5,0,1,4,3,4,5,0,4,7,7,8,7,2,0,4,2,5,4,0,1,20,1,1,3,3,11,0,4,27,1,3,11,2,1,5,0,2,1,1,2,3,3,0,8,8,0,3,3,2,0,6,8,5,1,4,0,7,2,2,4,2,0,0,1,0,3,0,0,0,15,2,23
0,0,13,1,9,3,4,8,0,9,1,0,9,10,24,4,2,0,0,16,1,16,10,0,3,6,0,3,0,3,2,14,11,0,6,4,7,6,23,14,0,3,17,5,0,3,2,1,5,8,4,1,8,16,23,5,2,0,19,1,3,8,0,4,12,6,4,3,5,3,0,0,22,9,11,16,1,4,7,0,0,2,3,8,4,0,3,1,15,3,6,0,0,1,17,7,2,4,2,1,1,3,3,2,4,0,2,4,2,5,5,0,10,1,0,12
1,1,10,0,9,11,6,0,1,6,2,0,8,0,3,10,12,1,0,40,4,0,1,0,2,5,3,0,0,31,0,0,3,0,1,5,2,0,12,7,1,17,14,0,0,3,24,0,1,4,9,0,1,2,4,4,0,0,4,0,2,1,15,12,6,3,16,0,0,5,0,2,7,5,0,2,2,7,2,0,0,0,0,14,4,0,3,0,2,4,1,1,14,0,5,2,0,5,4,0,0,3,1,0,2,0,7,13,2,18,30,8,3,0,1,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,2,0,17,0,0,0,0,0,0,17,3,7,8,0,0,0,0,1,2,0,0,0,3,31,0,0,0,0,23,0,2,1,2,2,1,0,0,9,5,1,0,0,79,0,4,0,6,0,0,14,26,2,0,0,15,0,0,0,63,33,2,0,30,0,0,0,5,0,0,12,0,1,0,6,0,0,0,0,0,10,5,1,0,0,0,2,12,0,17,0,13,0,0,31,1,0,0,0,4,0,0,0,16,40,19,12,17,26,1,0,0,0
1,10,9,17,0,0,0,7,3,4,10,6,3,5,2,0,0,7,0,5,3,26,4,1,4,2,2,0,0,0,0,2,3,15,13,7,0,0,0,1,3,0,1,8,0,0,1,1,2,28,2,15,3,2,3,9,1,0,11,1,1,0,7,1,9,3,1,8,9,8,0,6,11,1,1,4,4,0,10,0,3,9,1,0,0,1,0,4,10,7,0,16,0,2,0,2,3,1,8,9,6,1,0,2,4,0,0,1,1,1,0,0,1,17,0,15
8,6,11,6,7,14,2,2,0,6,2,4,8,33,14,8,4,2,0,4,7,35,9,0,2,2,14,0,0,0,2,0,20,1,8,10,25,13,7,4,4,4,13,9,0,8,1,4,6,3,6,1,18,18,24,4,4,0,9,2,0,22,1,7,17,15,7,6,9,6,3,0,20,11,18,6,0,1,6,0,0,2,9,5,8,1,0,5,13,23,3,0,0,3,7,11,7,8,3,2,0,5,15,0,1,0,4,4,9,4,0,4,3,1,2,9
0,0,13,2,21,3,8,0,0,5,1,0,1,29,5,4,0,1,0,14,22,15,13,0,2,1,11,3,0,23,3,20,0,0,4,18,13,14,5,6,0,4,22,4,0,3,5,2,10,0,3,0,9,15,4,6,3,0,13,6,0,0,5,11,17,6,17,2,4,3,4,0,9,9,17,8,1,15,7,0,0,1,8,3,3,11,0,14,30,1,7,1,5,1,8,8,5,15,7,1,1,0,8,0,1,0,2,3,3,9,10,17,22,0,0,8
11,11,0,16,0,1,0,10,13,1,1,28,1,3,1,0,0,10,8,0,2,19,2,0,7,5,0,0,0,0,15,1,0,0,9,18,0,0,0,0,8,0,0,8,2,0,0,9,2,17,1,28,1,2,2,9,0,5,0,5,10,3,0,0,0,8,0,7,3,2,1,5,39,0,3,10,4,0,9,0,6,4,10,0,0,8,3,3,0,0,0,16,0,11,0,0,4,0,12,20,4,3,0,13,1,8,0,0,0,0,0,0,4,4,3,5
10,3,8,6,1,11,1,8,19,2,5,5,8,7,16,0,1,7,4,5,5,29,9,0,7,5,6,1,0,2,13,8,4,9,0,14,6,3,3,3,1,0,4,10,0,13,1,6,0,16,3,5,8,14,9,12,4,0,6,7,1,7,2,0,12,12,2,9,6,10,1,6,18,0,3,4,10,5,6,0,2,5,19,0,0,6,1,3,4,1,3,22,0,5,0,9,9,2,18,10,7,3,3,10,5,1,0,2,1,2,4,0,5,9,20,14
4,22,11,53,1,19,4,9,3,11,17,12,12,14,6,6,2,8,0,6,6,43,22,1,16,10,4,5,0,1,7,10,18,18,14,0,4,3,5,13,13,1,3,20,0,22,7,15,2,11,1,21,14,7,4,20,15,0,5,11,5,17,2,0,5,5,1,12,11,19,1,6,61,1,0,10,4,3,14,0,4,13,21,2,0,25,8,16,14,6,2,35,2,10,14,1,11,5,23,8,20,5,1,0,5,0,2,1,1,12,5,4,5,18,11,29
0,0,1,1,1,6,15,0,2,10,1,0,10,6,5,21,5,0,0,3,10,31,10,0,4,3,7,2,0,2,0,25,13,0,6,4,0,14,8,0,3,8,19,4,0,6,5,0,2,0,12,0,4,12,8,5,3,0,9,4,0,3,2,2,2,15,5,0,0,1,12,1,5,19,8,6,1,4,3,0,0,0,1,5,3,3,2,10,7,0,4,3,1,1,4,2,3,20,1,4,0,1,7,0,1,0,8,2,11,1,12,1,5,1,0,4
0,1,20,0,18,7,7,0,0,4,1,1,3,4,26,2,3,2,0,0,1,23,14,0,0,0,6,0,0,2,0,13,14,0,3,3,14,0,4,0,0,6,12,2,0,2,7,3,1,0,23,0,1,23,18,5,8,0,18,5,0,1,7,4,19,9,5,0,2,3,21,0,12,24,5,7,4,1,4,0,0,0,0,0,7,0,0,6,1,0,17,0,7,0,0,21,0,25,1,1,0,0,29,1,3,0,11,6,2,3,0,9,8,0,0,12
0,1,10,1,4,8,17,1,0,23,5,0,10,5,27,4,21,2,0,84,15,9,6,0,5,9,23,12,0,1,0,7,5,0,3,5,8,4,0,15,0,10,22,3,0,13,4,5,9,6,9,2,12,15,21,6,1,0,33,1,0,0,17,3,18,6,3,4,6,0,4,2,14,4,8,12,0,6,3,0,0,0,8,18,6,3,3,8,8,10,10,6,8,0,30,23,0,6,3,1,3,6,0,0,2,0,3,5,1,3,19,3,8,1,0,9
5,0,3,4,0,0,3,0,4,4,0,2,10,8,4,0,2,0,0,15,0,25,0,0,1,9,14,7,0,0,1,4,6,0,3,13,0,0,15,0,0,8,4,5,0,18,2,1,7,0,4,0,0,12,8,9,0,0,11,0,1,0,5,0,6,3,4,1,0,1,1,0,7,16,5,5,2,3,2,0,0,0,2,17,3,0,0,5,4,14,5,3,4,0,5,1,3,4,1,0,17,4,1,1,1,0,0,4,5,0,12,24,4,1,0,6
5,15,0,20,0,6,0,2,7,4,0,26,1,4,1,0,0,8,5,0,0,7,5,0,5,1,0,1,0,0,3,4,0,8,1,13,3,0,0,0,0,0,0,2,2,0,0,2,0,20,1,8,8,2,0,6,1,3,2,7,7,11,0,0,2,0,2,12,0,5,0,4,22,1,0,5,5,0,2,0,3,1,8,0,0,5,3,2,2,1,0,13,1,5,0,1,5,0,2,7,2,5,0,6,1,12,0,0,0,0,0,0,0,9,5,10
0,0,4,0,7,5,5,0,0,0,0,0,3,2,2,3,15,0,0,4,2,1,4,0,0,1,3,17,1,9,0,4,4,0,0,1,8,6,10,8,0,0,8,0,0,1,8,0,2,1,2,0,1,27,9,0,0,0,1,0,0,0,5,15,3,5,1,0,0,1,6,0,2,8,4,1,0,8,0,0,0,0,0,1,5,0,1,2,1,1,13,0,13,0,9,4,0,5,1,0,2,0,8,0,0,0,8,7,4,3,15,11,2,1,0,1
0,2,3,1,18,2,8,1,2,1,2,0,4,4,25,5,10,0,0,5,12,3,1,0,0,2,17,14,0,5,1,13,22,0,4,3,19,12,22,4,0,8,0,2,0,5,21,2,13,8,6,0,3,16,11,4,3,0,11,0,2,0,15,17,3,3,14,3,8,0,7,0,9,18,28,7,0,3,9,0,0,0,2,14,5,1,0,5,13,3,12,1,2,1,5,8,0,8,2,2,2,4,14,0,9,0,1,6,15,11,0,11,3,1,1,6
16,31,0,14,3,6,1,23,37,6,4,20,15,6,1,1,4,16,7,2,1,22,6,1,12,5,5,0,0,1,8,9,4,8,10,20,4,2,3,5,2,0,2,0,23,7,0,3,1,4,2,26,6,3,1,2,3,12,7,5,19,8,0,0,4,7,3,8,4,3,2,2,20,0,1,8,4,3,7,0,15,10,31,5,0,19,13,3,1,4,1,25,2,32,3,1,13,1,8,10,10,1,1,25,1,11,0,0,0,1,0,1,3,11,16,2
8,1,0,7,0,0,0,0,4,0,0,14,0,0,0,0,0,18,15,0,0,13,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,23,0,0,0,0,0,0,0,19,0,0,0,0,0,8,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,11,0,0,0,2,7,0,0,0,0,15,0,20,0,0,12,0,0,0,0,0,0,37,0,6,0,0,0,0,0,0,0,0,0,0
4,1,10,23,1,2,5,0,0,15,2,3,9,14,9,3,2,3,0,7,10,63,15,0,17,1,3,3,0,0,0,8,3,0,13,22,6,2,13,18,0,1,5,7,0,0,1,5,1,0,6,0,9,9,7,7,2,0,16,2,2,2,1,0,6,4,9,3,1,9,4,11,26,2,1,9,0,6,2,0,1,2,4,3,1,6,2,0,4,2,0,5,1,0,3,4,7,2,2,0,1,1,2,2,0,0,3,3,1,2,1,2,3,15,1,21
0,0,6,0,4,0,1,0,0,2,0,0,3,6,1,0,9,2,0,18,8,5,2,0,2,4,2,24,0,79,1,1,5,0,1,7,5,7,4,2,0,8,21,0,0,1,0,0,6,1,10,0,3,7,10,1,2,0,15,0,0,0,43,38,6,9,3,0,1,1,0,1,3,5,0,2,0,10,1,0,0,0,0,5,13,1,1,1,4,0,6,0,6,0,3,5,0,10,1,3,1,0,3,0,3,0,12,16,13,10,11,5,2,1,0,3
1,9,13,17,0,6,2,2,5,8,2,4,2,2,13,1,1,5,1,0,1,16,11,0,3,3,1,0,0,0,1,4,2,9,6,15,0,3,5,1,2,0,2,3,0,5,0,0,1,5,1,12,7,3,3,3,1,0,0,2,1,9,1,0,0,3,2,3,7,5,4,8,37,0,5,7,1,0,6,0,1,3,8,2,0,0,5,4,6,1,1,17,0,6,4,0,10,2,10,5,3,10,0,12,1,4,2,0,1,1,0,0,1,5,5,13
0,0,11,3,0,0,13,0,1,9,4,7,0,22,1,0,0,1,0,11,4,17,11,0,1,4,5,1,0,4,2,6,10,2,0,2,2,1,9,7,0,2,13,1,0,1,6,1,0,1,4,1,13,3,9,5,1,0,17,0,1,1,7,10,4,2,16,2,3,4,9,0,8,4,14,3,0,11,1,0,1,0,2,2,8,0,3,1,3,4,1,0,1,0,22,5,2,10,3,0,0,2,0,1,3,0,4,4,5,2,1,1,19,0,0,10
5,30,16,16,0,15,2,11,2,16,4,7,9,9,7,0,1,2,0,2,2,25,11,8,2,5,8,4,0,0,28,3,0,17,16,11,0,0,6,0,20,1,8,4,0,0,1,5,1,0,2,9,12,6,9,19,4,0,10,13,5,9,3,0,14,3,2,12,8,7,0,8,45,1,4,18,1,3,15,0,0,8,9,0,2,4,3,4,8,10,1,10,0,4,0,1,12,0,7,11,7,4,0,3,9,0,0,1,1,2,6,2,0,23,8,37
0,3,5,2,2,2,8,1,1,3,5,2,6,1,5,6,4,1,0,6,11,13,6,0,3,0,4,9,0,6,2,6,3,1,3,1,12,23,9,4,1,2,6,2,0,6,10,1,4,2,0,0,5,6,5,0,2,0,23,5,0,0,3,1,5,12,3,0,1,3,10,0,3,13,9,10,2,6,3,0,0,0,3,14,10,0,0,11,4,1,6,0,0,0,28,3,0,3,4,1,0,1,2,0,6,0,0,8,3,4,16,1,3,0,2,12
20,17,3,33,0,2,0,20,52,9,4,37,1,9,1,0,0,15,8,1,4,20,5,0,8,4,1,0,0,0,15,1,0,28,5,21,0,0,2,0,8,0,0,26,19,0,0,12,1,9,0,0,4,2,1,6,4,10,2,11,12,4,1,0,1,4,0,13,3,4,0,7,35,0,0,9,14,0,27,0,10,17,8,0,1,16,24,2,0,5,0,64,0,11,1,0,18,0,14,23,15,1,0,27,1,13,1,0,0,0,0,0,0,9,12,9
1,6,5,27,4,8,4,0,0,13,9,14,4,12,14,4,0,1,0,11,6,23,25,1,2,7,8,1,0,0,3,18,9,1,8,14,4,1,12,0,8,1,3,6,0,9,3,7,13,12,5,4,0,21,26,1,7,0,8,11,4,13,2,1,5,7,10,11,7,12,0,2,21,6,10,13,1,7,4,0,0,1,6,4,3,7,2,7,17,17,1,1,1,1,20,4,2,13,1,0,0,2,0,0,11,0,4,5,8,4,10,1,7,2,2,12
0,5,20,0,7,23,17,1,2,14,5,2,13,20,31,29,9,2,0,12,6,32,14,0,3,7,16,2,0,14,2,18,15,2,14,7,12,23,15,12,2,27,16,3,0,9,7,3,3,6,6,2,21,0,48,9,4,0,17,4,1,2,0,14,11,12,22,6,7,14,9,2,19,11,32,6,1,8,12,0,0,2,8,2,8,2,1,8,8,2,26,7,11,2,29,23,5,7,3,3,5,5,16,0,7,0,7,22,1,12,14,7,20,3,1,13
0,0,6,1,8,7,8,0,1,5,6,0,5,9,15,2,12,0,0,17,3,10,8,0,2,8,23,4,0,26,3,24,4,2,9,4,8,18,21,8,0,9,11,1,0,7,10,3,9,9,5,1,26,48,0,1,2,0,11,1,0,5,3,2,23,11,1,1,7,6,14,1,14,10,13,5,0,18,9,0,0,0,3,5,6,2,0,8,17,10,41,6,0,1,4,17,1,22,9,0,5,0,6,0,0,0,8,7,8,9,1,1,7,0,1,3
