Ant260,Ant5,Ant52,Ant65,Ant244,Ant540,Ant2,Ant6,Ant7,Ant14,Ant15,Ant19,Ant26,Ant30,Ant38,Ant60,Ant72,Ant76,Ant99,Ant102,Ant148,Ant158,Ant161,Ant191,Ant202,Ant209,Ant227,Ant237,Ant252,Ant268,Ant278,Ant311,Ant329,Ant518,Ant604,Ant673,Ant0,Ant12,Ant20,Ant32,Ant35,Ant40,Ant43,Ant44,Ant50,Ant55,Ant62,Ant63,Ant68,Ant80,Ant91,Ant96,Ant97,Ant98,Ant100,Ant105,Ant109,Ant112,Ant114,Ant126,Ant137,Ant140,Ant142,Ant144,Ant147,Ant169,Ant170,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant207,Ant210,Ant212,Ant215,Ant217,Ant219,Ant220,Ant232,Ant243,Ant256,Ant257,Ant262,Ant264,Ant265,Ant289,Ant294,Ant296,Ant298,Ant299,Ant301,Ant305,Ant313,Ant318,Ant324,Ant332,Ant342,Ant356,Ant394,Ant395,Ant398,Ant400,Ant433,Ant437,Ant458,Ant476,Ant492,Ant502,Ant507,Ant509,Ant527,Ant552,Ant556,Ant560,Ant564,Ant575,Ant580,Ant592,Ant593,Ant599,Ant607,Ant610,Ant621,Ant632,Ant635,Ant638,Ant647,Ant650,Ant665
10,2,0,0,3,0,1,10,3,3,0,0,3,4,2,1,1,7,2,2,0,27,0,2,0,3,13,6,7,5,4,1,15,0,1,2,0,0,1,0,5,10,10,0,3,10,0,0,5,1,0,5,0,0,17,8,13,5,0,11,0,12,0,0,5,4,6,6,3,2,0,3,0,14,26,25,13,6,0,2,27,5,13,0,1,9,0,12,14,5,4,0,1,1,3,8,1,0,4,7,13,1,7,14,4,5,1,1,0,6,1,0,9,1,2,4,8,5,4,0,1,0,3,0,0,1,6,0,4,0,0
5,8,0,1,9,0,5,10,0,1,4,3,0,5,15,5,2,1,9,0,2,1,1,7,0,4,2,0,0,1,1,9,5,5,1,1,13,0,0,1,0,1,2,16,0,0,9,0,0,2,1,0,1,0,0,10,1,5,12,1,4,0,0,5,11,11,13,8,4,0,1,0,3,4,17,0,0,0,0,0,1,0,0,24,3,0,4,1,0,16,2,0,4,0,7,12,5,0,0,3,0,3,3,8,15,3,2,0,1,2,0,10,2,4,1,6,0,4,1,9,7,6,0,0,13,0,20,1,5,8,15
15,2,0,0,6,0,7,0,0,0,10,4,5,0,4,0,2,18,15,7,11,1,0,9,1,3,9,18,11,0,6,1,7,0,2,7,10,1,2,5,1,2,1,2,0,8,0,7,0,4,0,17,5,1,6,19,10,2,2,2,9,19,10,6,2,2,4,0,25,1,0,6,6,8,7,8,1,3,5,5,11,0,2,0,1,4,0,2,0,0,12,27,6,3,13,6,1,1,7,11,23,14,1,0,5,8,1,6,7,2,0,15,8,7,2,5,1,7,4,4,0,0,0,0,7,0,2,1,2,16,2
22,1,1,1,9,0,10,6,2,6,6,2,15,4,0,3,3,10,2,9,13,4,3,10,0,1,4,9,1,4,1,15,8,4,2,4,23,0,12,0,2,2,0,20,0,3,6,0,0,18,2,0,6,3,12,16,1,9,4,1,15,0,0,8,33,47,5,2,6,7,0,6,5,5,6,0,0,0,0,3,12,0,5,5,0,11,0,5,0,12,13,1,6,0,8,21,10,3,5,2,0,12,2,13,2,12,1,13,18,5,0,7,0,17,6,16,3,4,5,10,7,25,0,0,31,0,21,2,6,43,4
10,8,1,0,15,0,5,6,0,0,14,1,5,0,3,0,0,1,9,12,6,0,11,14,0,10,2,4,8,1,0,16,3,0,0,2,27,0,1,3,0,3,0,20,0,1,6,1,0,6,0,0,3,16,1,5,0,12,2,0,12,3,0,16,3,4,13,2,0,0,0,0,18,7,8,0,0,0,13,0,12,0,5,17,0,1,0,4,0,2,16,12,30,0,4,14,1,22,4,10,3,2,1,0,2,5,0,20,24,0,0,18,0,28,3,3,3,0,1,39,3,3,0,0,12,0,21,0,4,40,2
0,0,0,5,2,0,0,0,3,24,0,1,2,2,3,0,0,3,1,0,1,10,0,14,9,0,2,0,1,13,4,3,11,3,30,2,1,5,16,1,3,3,31,0,0,13,0,0,13,0,12,0,2,0,38,0,13,3,0,27,2,25,0,0,4,1,2,1,2,15,14,18,1,1,3,9,11,6,0,22,11,19,11,1,1,1,3,6,14,2,0,0,0,5,0,3,4,0,1,1,5,5,6,2,0,0,30,0,0,4,33,2,3,3,2,0,29,0,5,2,3,1,23,0,12,13,3,4,0,0,0
6,1,4,2,0,0,8,1,2,4,2,7,1,18,10,1,3,0,2,9,11,3,0,7,0,1,2,10,1,1,3,5,2,5,7,5,16,2,2,3,1,1,2,3,2,2,6,0,2,3,3,11,4,3,0,0,3,22,7,7,3,7,2,4,11,3,1,5,17,4,0,3,1,5,18,2,0,1,1,2,0,0,3,4,1,0,0,4,0,2,3,2,1,4,12,6,3,3,1,4,3,2,4,5,5,8,1,5,3,10,0,8,0,8,0,1,5,3,14,7,13,4,6,3,8,0,0,3,0,2,3
4,7,0,3,7,0,5,3,5,0,8,2,9,15,2,9,1,2,0,0,0,1,2,0,0,9,34,5,26,0,1,14,4,0,0,14,24,0,1,7,4,6,0,11,0,2,8,25,3,0,0,17,4,23,2,6,5,2,2,1,6,1,22,1,14,1,2,5,4,0,0,2,17,15,11,2,1,1,1,3,7,0,2,4,0,0,4,2,3,4,0,23,2,6,9,1,0,8,7,5,9,12,0,14,0,14,4,4,2,1,1,7,0,14,4,11,3,1,1,0,1,8,0,0,0,0,3,0,2,6,10
5,13,3,0,2,0,3,5,0,0,5,2,0,7,9,12,0,9,0,0,6,0,7,10,0,13,1,0,1,4,1,1,1,3,0,23,23,0,3,1,0,6,7,2,2,6,18,10,2,2,0,8,5,18,3,7,0,0,1,11,6,0,1,3,1,6,26,3,9,3,0,3,1,8,9,0,0,0,0,2,4,0,3,0,1,1,2,1,1,4,0,15,11,1,1,4,10,17,4,7,2,1,1,6,1,4,0,24,5,0,0,19,0,16,12,2,1,0,1,1,22,3,0,4,3,0,18,7,17,2,0
9,0,3,0,23,0,5,1,0,3,12,0,2,11,13,6,1,11,0,6,0,4,9,13,0,0,7,1,23,0,0,2,9,2,0,5,2,0,3,0,0,1,1,8,12,5,12,0,1,15,0,2,0,16,0,10,1,13,5,0,12,9,0,1,7,1,7,2,0,1,0,1,6,10,45,1,0,1,8,0,5,0,2,5,0,3,0,0,1,2,7,2,15,1,0,16,4,3,2,5,17,4,1,0,1,3,1,14,16,1,0,10,6,5,2,9,1,2,0,13,7,4,1,0,9,0,0,4,3,18,6
10,2,0,9,4,1,4,2,1,23,3,27,1,1,4,0,10,3,1,0,4,0,1,11,1,0,9,1,5,24,4,30,20,17,3,0,17,6,8,0,8,4,15,10,0,20,0,1,11,15,13,2,4,0,11,6,22,9,2,20,6,4,0,0,6,12,4,29,0,14,11,14,3,5,0,6,28,3,3,15,2,2,5,1,16,15,10,14,0,10,0,0,8,6,1,0,2,0,18,0,1,5,3,2,3,13,4,2,6,8,7,0,19,4,0,2,21,11,12,1,5,0,10,0,5,4,3,7,8,3,3
4,11,1,0,12,0,1,12,0,8,5,0,1,0,3,11,0,0,2,7,9,1,0,6,0,6,0,3,0,0,0,1,1,1,0,1,26,0,1,1,0,1,0,12,0,2,1,1,1,1,0,0,5,6,2,1,0,0,6,0,6,1,0,4,21,0,0,1,21,0,0,0,7,2,12,0,0,0,1,0,0,0,1,1,2,1,0,0,0,7,18,3,7,0,1,12,0,31,2,4,4,1,0,1,0,3,2,4,13,2,0,6,0,15,4,0,0,0,1,23,2,1,1,0,8,0,4,0,2,18,10
9,16,0,18,17,0,14,24,29,6,29,2,7,9,10,14,14,7,0,10,13,11,6,0,0,1,2,10,3,8,9,24,6,13,14,4,13,11,5,6,25,15,32,17,8,10,2,5,13,14,7,6,7,7,22,45,28,12,13,24,4,16,0,18,7,19,7,17,4,11,0,13,3,6,8,15,3,5,13,5,16,2,12,9,4,18,10,16,16,12,17,14,7,12,24,7,15,5,17,6,12,4,22,7,24,12,2,7,8,17,4,26,15,7,2,2,11,10,3,16,35,9,2,0,26,4,20,17,1,14,5
1,0,0,0,0,3,0,0,0,31,0,0,0,1,0,0,9,0,0,0,0,1,0,0,0,0,3,0,0,8,0,2,10,0,27,0,1,13,5,0,0,6,6,1,0,0,0,0,4,0,0,0,1,1,20,0,1,1,0,5,1,15,0,0,0,0,0,0,0,6,41,20,0,0,0,2,6,5,0,3,5,6,0,0,0,0,0,0,1,0,0,4,0,5,0,0,1,0,0,2,13,0,0,0,0,6,12,0,0,0,2,1,2,0,0,0,0,0,3,0,1,0,13,0,0,8,0,0,0,0,0
0,11,7,0,2,0,3,0,0,0,14,3,4,3,1,10,0,1,9,13,0,0,6,1,0,0,1,0,3,0,2,18,0,0,0,9,1,0,0,25,2,1,1,41,3,4,25,4,0,8,0,0,8,10,0,9,0,0,6,0,3,5,4,6,8,0,9,5,0,0,0,0,13,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,3,13,11,1,0,18,0,17,1,15,9,4,0,6,0,1,0,59,4,0,0,11,1,1,15,2,0,0,3,13,0,8,0,3,2,0,7,0,2,12,10
5,3,0,2,1,0,2,0,7,2,12,13,2,9,4,2,2,2,34,1,7,9,0,2,3,1,0,1,19,0,3,16,3,1,1,2,5,0,7,7,1,21,1,4,5,1,2,13,25,0,4,34,20,2,4,4,5,2,7,11,7,13,11,9,0,2,5,0,18,1,0,5,5,18,7,12,3,0,22,5,23,3,1,0,0,10,3,4,20,8,0,8,1,16,7,8,3,3,16,3,13,0,4,3,0,0,11,2,0,1,11,4,10,3,1,2,2,1,6,0,5,12,9,1,8,5,4,2,3,1,0
14,4,1,0,4,0,2,11,0,4,3,6,0,18,9,4,0,10,5,0,1,1,3,10,0,0,1,0,18,2,1,15,1,0,0,5,20,0,1,0,3,0,2,5,1,8,1,0,0,0,0,8,3,13,0,18,0,2,1,3,11,3,0,2,11,1,7,0,13,5,0,1,0,0,16,0,0,2,4,2,16,0,1,0,0,4,0,4,0,0,3,3,5,6,0,8,1,7,8,4,10,6,0,7,1,6,3,9,5,1,2,7,3,18,4,8,0,0,2,0,0,0,1,0,11,0,0,0,42,30,0
3,0,1,0,0,0,0,0,0,2,2,7,0,11,1,8,1,1,26,1,23,5,0,3,0,3,19,18,0,0,6,6,1,0,0,10,2,0,5,3,1,9,4,3,6,1,0,0,13,0,0,18,1,10,9,1,3,0,2,5,1,9,0,0,0,0,1,0,17,1,0,1,3,8,5,4,3,0,12,8,18,0,0,0,0,5,0,1,1,0,0,3,6,2,1,16,12,0,1,17,45,10,2,3,0,9,7,0,0,1,5,1,11,1,1,0,0,0,6,0,0,5,2,0,2,0,0,0,9,1,0
0,0,0,4,0,12,1,0,14,17,0,5,1,0,4,1,13,1,0,4,0,24,0,8,8,0,0,2,0,0,6,0,25,12,5,2,1,16,56,0,21,3,12,6,1,8,0,1,13,0,10,2,0,4,10,0,9,0,2,4,2,17,0,0,2,0,0,2,3,22,5,9,0,2,1,5,4,11,0,11,9,24,6,0,5,1,5,1,4,0,3,1,0,8,0,0,3,0,2,1,6,0,4,0,1,1,7,0,0,14,15,1,3,0,0,0,21,1,6,0,0,0,10,0,4,15,0,9,0,1,0
2,0,0,3,11,0,0,0,4,3,1,4,1,6,1,0,4,3,1,1,0,4,0,9,0,2,3,1,6,6,0,2,6,2,0,0,0,1,3,0,2,0,3,2,1,2,0,1,2,1,0,4,1,0,0,1,1,4,11,3,0,1,1,1,0,0,2,21,8,0,0,3,0,9,7,1,3,1,1,3,5,4,1,0,0,0,7,2,3,2,6,5,0,3,6,0,0,6,0,2,9,2,2,5,2,1,5,0,3,5,2,0,1,1,3,0,3,3,3,1,1,0,1,0,1,0,9,12,1,1,0
7,2,0,7,2,0,21,3,24,6,15,1,9,1,15,16,3,5,14,1,2,30,1,24,2,18,16,15,6,0,2,0,7,11,2,9,16,1,3,0,5,18,0,10,4,11,6,1,1,8,5,2,7,44,2,13,16,18,9,0,4,13,0,7,5,8,11,9,4,3,0,5,6,7,24,0,5,1,2,5,4,0,14,11,8,15,3,9,15,9,15,4,6,17,20,28,18,24,20,5,35,7,3,1,10,2,0,4,5,3,0,4,3,6,2,6,5,15,29,5,13,8,6,0,5,0,2,7,2,6,6
5,1,0,4,2,2,1,8,6,22,3,15,5,7,8,3,11,2,4,1,9,20,1,6,10,0,3,1,1,25,6,7,0,22,18,4,13,0,18,2,8,2,26,6,0,15,0,3,11,2,11,2,0,1,27,1,16,4,2,18,7,15,0,2,6,12,4,7,8,7,10,14,0,5,7,12,10,10,0,18,15,4,30,5,9,8,7,14,4,1,3,4,0,2,5,0,7,0,6,7,13,3,15,5,1,13,10,0,3,17,25,0,13,3,0,17,12,5,7,2,15,9,29,0,14,7,1,15,3,6,4
11,3,0,3,5,0,6,5,0,10,2,0,5,0,4,0,3,5,0,3,2,17,1,13,0,0,1,0,0,12,2,11,22,0,13,0,4,6,13,0,11,3,3,8,0,12,2,0,3,12,3,1,7,0,9,3,5,2,0,13,3,15,0,1,28,6,9,0,1,2,4,3,1,4,5,4,0,0,1,8,4,0,14,2,9,14,0,6,6,4,4,0,3,4,2,3,5,2,5,1,0,2,15,7,0,6,3,4,1,12,3,4,2,3,6,7,6,2,1,2,25,1,2,0,0,3,3,8,1,4,5
5,0,0,0,0,0,0,0,0,13,0,1,1,2,2,0,30,7,0,0,0,3,0,14,27,0,1,0,0,5,0,2,18,13,0,0,1,1,6,0,23,7,5,0,0,12,0,0,9,1,3,0,0,1,27,1,3,3,0,8,0,6,0,0,0,5,3,0,2,4,26,11,0,0,6,0,4,10,0,17,0,5,12,0,2,7,6,19,0,0,0,2,0,5,0,0,3,1,1,2,1,1,9,1,0,5,8,2,0,2,6,2,3,1,0,2,25,0,0,1,6,2,9,0,17,27,0,5,0,0,0
12,17,33,0,7,0,5,1,0,0,20,2,1,7,4,2,2,5,14,23,5,0,1,4,0,9,2,5,10,2,0,9,4,0,0,0,20,0,0,16,0,0,1,10,18,1,14,25,0,1,0,12,1,41,2,15,2,1,2,1,6,0,18,5,0,5,11,0,16,0,0,6,16,4,4,2,0,2,3,1,2,0,6,1,0,0,0,3,1,5,6,14,14,4,2,17,3,24,17,55,12,9,0,5,1,1,0,21,5,1,1,6,4,12,12,3,0,0,3,3,9,3,0,28,2,0,2,0,2,3,4
19,29,8,3,10,0,17,31,6,0,8,0,13,10,23,27,1,16,24,23,2,17,26,13,1,1,5,20,2,1,0,16,13,4,1,20,0,0,6,10,3,7,6,16,0,6,20,12,1,19,3,2,10,29,5,15,1,8,11,1,15,2,0,38,8,12,68,1,15,0,0,1,26,2,49,0,1,0,2,2,1,0,3,10,1,2,0,2,0,6,7,2,35,4,5,8,2,22,15,20,2,3,0,46,26,10,2,3,33,1,1,27,0,85,8,25,4,2,7,102,33,5,2,0,49,0,7,3,6,10,12
0,1,0,0,0,277,0,0,0,17,0,0,0,1,0,0,5,2,0,0,0,6,0,11,13,0,0,0,0,16,1,1,0,6,1,0,0,0,21,0,3,0,18,0,0,10,1,0,1,0,1,0,0,0,38,1,4,0,2,0,0,0,0,0,1,1,0,0,0,14,100,0,0,2,1,2,5,25,0,3,0,20,1,0,1,0,1,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,6,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,35,0,1,0,0,3
2,2,0,4,0,2,0,3,2,14,2,1,0,2,12,1,16,2,1,3,3,8,1,5,5,0,7,1,5,56,3,3,18,13,6,0,6,21,0,1,8,10,18,6,0,9,0,0,9,5,0,1,4,2,9,0,4,4,2,17,0,18,1,0,11,4,0,0,8,6,35,27,2,1,0,5,10,9,0,19,13,24,7,0,4,0,0,6,2,0,3,0,0,5,0,0,3,1,1,2,11,3,8,3,1,4,4,1,0,6,7,2,4,1,2,0,14,0,2,0,4,2,20,0,24,19,0,1,0,5,0
0,19,14,0,5,0,1,0,1,0,20,0,1,5,0,3,1,3,7,1,0,0,1,6,0,25,7,0,3,0,0,0,2,0,0,16,10,0,1,0,0,5,0,17,0,3,31,10,5,2,1,0,2,19,1,5,0,0,9,0,12,1,3,2,0,0,5,0,9,0,0,0,2,19,7,0,0,0,3,0,17,0,0,4,0,0,0,0,0,1,5,19,6,0,1,1,0,6,0,5,5,5,0,13,10,4,1,16,2,0,0,9,0,5,6,0,2,0,1,10,3,3,1,11,2,0,3,0,0,23,5
5,0,0,0,0,0,2,0,0,24,0,5,0,1,2,0,3,1,4,0,0,8,0,25,0,2,1,3,1,21,2,5,8,11,23,0,3,3,8,0,0,5,21,2,0,14,0,2,6,1,3,0,1,0,28,0,9,3,2,11,1,2,0,1,4,1,0,0,0,1,0,0,0,2,1,5,8,5,5,7,0,0,24,2,6,3,0,15,2,2,0,0,0,1,4,0,2,1,6,4,0,7,4,0,3,5,15,2,0,2,2,0,1,1,1,2,2,2,0,0,3,1,1,0,13,6,1,2,0,3,2
1,3,0,0,1,0,4,5,15,2,2,10,1,2,2,3,3,1,6,6,1,4,1,15,6,1,21,0,9,3,0,18,2,3,7,0,7,0,10,5,5,0,5,21,0,8,2,2,26,6,3,7,3,3,4,1,9,3,2,14,5,15,1,0,3,3,2,3,5,6,0,12,0,8,16,18,0,7,13,13,8,1,9,0,1,6,4,3,1,3,7,1,3,2,0,9,5,1,2,2,2,3,1,1,8,6,4,1,0,9,5,16,0,1,3,3,15,7,5,2,17,17,9,0,29,0,1,5,2,4,2
2,5,0,9,0,7,0,2,3,14,3,10,2,1,0,0,31,2,0,7,1,15,0,32,6,1,1,2,4,12,3,0,26,3,5,1,6,18,18,0,21,5,0,0,0,16,1,0,14,1,10,1,1,0,21,1,8,1,3,12,6,8,0,0,0,5,1,9,3,7,9,10,0,11,1,10,12,10,0,15,6,7,9,0,10,3,0,4,6,3,2,2,1,12,3,1,7,0,1,1,0,4,18,4,2,3,10,0,0,6,13,2,10,1,2,6,28,4,2,0,5,4,13,0,6,14,3,8,1,4,2
13,9,3,0,15,0,8,9,2,0,11,0,16,2,20,20,0,3,11,2,8,10,12,17,1,41,4,5,3,6,2,10,6,8,0,10,16,0,6,17,2,21,0,0,0,7,11,15,0,10,0,6,5,18,0,11,9,18,12,0,22,9,0,15,44,3,11,10,8,1,0,7,27,10,10,0,0,0,21,3,3,0,4,20,0,5,2,7,0,5,35,11,27,0,22,10,2,4,5,7,9,23,0,29,14,6,4,19,7,3,0,45,0,20,13,10,4,4,10,15,1,3,1,0,9,0,28,1,0,66,5
1,3,11,0,0,0,3,0,0,0,14,3,0,0,0,0,0,2,0,2,12,0,0,8,0,3,5,1,6,1,1,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,2,2,18,0,0,0,0,8,0,0,0,6,3,0,2,0,0,3,0,0,0,16,0,2,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,3,20,0,0,3,0,15,0,4,12,5,0,0,0,0,0,32,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,2,0,5
5,5,0,2,10,0,2,3,7,14,5,10,0,8,3,1,13,2,2,6,5,20,2,10,0,4,1,8,1,8,2,11,15,12,12,1,6,10,9,3,14,8,16,7,0,0,0,0,12,9,11,4,3,6,12,0,10,6,0,17,6,1,0,0,7,6,1,1,9,6,0,19,0,5,16,5,4,11,2,33,8,0,13,2,9,9,5,5,3,3,6,4,2,5,1,2,11,0,15,0,16,5,8,5,3,3,12,3,9,16,5,4,4,3,1,4,24,4,4,0,13,4,5,0,13,5,1,14,1,8,1
7,18,6,2,2,0,2,1,0,0,17,0,9,0,6,6,0,6,8,18,12,0,1,2,0,25,2,1,0,0,0,6,0,2,0,14,20,1,0,31,0,2,1,11,17,0,0,28,0,14,2,0,2,35,0,32,0,1,1,0,6,5,1,8,2,1,2,1,0,0,0,0,54,13,3,0,0,2,5,2,0,0,0,1,1,2,0,0,0,8,9,8,30,0,5,7,3,61,1,22,18,16,2,4,0,1,0,21,8,0,0,13,0,10,13,10,0,1,1,11,0,3,0,3,0,0,25,0,8,12,4
17,14,4,0,5,0,1,5,0,2,5,0,0,7,0,1,0,0,25,10,0,1,1,5,0,4,13,0,0,1,1,1,3,0,0,25,12,0,0,10,2,2,0,15,8,0,28,0,1,0,0,5,8,17,1,17,0,0,2,3,11,0,19,0,0,1,25,10,15,0,0,0,24,2,8,0,0,0,3,0,1,0,0,1,0,0,0,1,2,0,6,21,4,0,0,4,0,6,1,5,3,12,0,10,4,0,0,6,2,1,0,11,2,12,3,11,1,1,0,8,3,2,0,5,4,0,8,0,2,13,13
