Ant4,Ant57,Ant260,Ant5,Ant52,Ant59,Ant65,Ant244,Ant540,Ant929,Ant2,Ant6,Ant25,Ant26,Ant30,Ant38,Ant74,Ant99,Ant102,Ant148,Ant158,Ant191,Ant196,Ant202,Ant209,Ant245,Ant268,Ant278,Ant308,Ant604,Ant620,Ant646,Ant673,Ant838,Ant12,Ant13,Ant20,Ant27,Ant28,Ant29,Ant32,Ant40,Ant42,Ant43,Ant50,Ant55,Ant62,Ant66,Ant68,Ant70,Ant71,Ant80,Ant81,Ant82,Ant91,Ant97,Ant100,Ant105,Ant111,Ant112,Ant113,Ant114,Ant117,Ant126,Ant135,Ant137,Ant139,Ant142,Ant149,Ant156,Ant159,Ant169,Ant170,Ant173,Ant174,Ant195,Ant198,Ant207,Ant212,Ant217,Ant218,Ant219,Ant226,Ant229,Ant242,Ant243,Ant250,Ant255,Ant256,Ant257,Ant261,Ant263,Ant265,Ant294,Ant299,Ant301,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant356,Ant376,Ant387,Ant390,Ant391,Ant394,Ant395,Ant437,Ant475,Ant492,Ant501,Ant527,Ant549,Ant552,Ant556,Ant575,Ant580,Ant592,Ant600,Ant607,Ant610,Ant614,Ant621,Ant632,Ant635,Ant638,Ant650,Ant663,Ant665
9,0,1,1,10,26,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,1,7,0,18,1,5,9,0,0,0,0,1,0,0,0,1,2,0,1,8,8,0,0,1,0,2,12,23,5,7,0,0,0,0,1,1,1,0,0,0,0,0,2,0,3,0,9,0,0,0,4,4,0,6,0,0,2,26,0,0,0,0,0,2,6,0,17,0,0,18,3,0,0,0,0,0,0,0,1,0,1,0,9,0,0,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,7,0,0,1,7,8,1,1,5
4,15,3,0,2,0,2,5,1,12,0,0,26,4,1,3,1,32,3,0,10,0,7,22,0,4,17,8,5,18,14,14,2,12,7,11,10,2,7,0,2,2,6,2,6,32,9,0,0,14,3,22,2,13,0,5,14,1,29,37,5,9,5,1,14,19,39,0,27,22,0,2,1,17,0,5,15,5,0,9,3,12,1,9,5,0,4,1,8,8,2,0,26,5,17,29,6,2,1,5,2,2,11,2,11,1,0,37,2,8,0,9,10,9,3,4,5,12,20,0,1,10,9,4,6,32,5,4,1,1,10,9,4
16,21,28,1,2,6,1,19,17,20,0,26,0,0,4,0,22,7,1,0,9,0,13,5,4,13,15,13,3,18,0,7,2,9,0,28,6,1,17,1,4,11,0,5,6,1,20,8,5,1,0,3,19,2,8,0,13,17,10,8,0,9,27,11,9,17,1,1,0,0,0,0,15,6,0,2,3,2,9,0,20,8,3,17,8,4,10,6,9,8,6,3,5,6,3,24,2,0,8,11,7,19,4,3,3,6,11,0,2,0,0,1,1,6,0,5,0,3,5,0,10,2,5,18,0,19,12,0,10,19,13,2,12
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,16,0,2,0,0,3,0,0,2,0,0,5,11,0,0,18,9,0,4,0,2,0,0,0,2,0,12,17,0,0,0,8,0,10,0,15,0,0,0,0,11,10,8,0,0,0,0,4,23,0,12,0,0,0,0,22,0,0,6,0,0,5,0,11,0,0,0,0,0,0,4,13,0,0,16,0,2,11,0,9,18,0,0,0,10,0,2,0,0,14,0,13,0,16,11,0,0,10,0,7,22,0,0,7,10,0,0,0,9,0,0,0,9,0,0
6,2,0,6,8,1,8,19,16,1,4,1,4,0,0,1,3,2,0,4,1,8,17,5,11,11,3,3,13,4,0,3,18,3,0,1,3,3,0,1,2,2,0,10,8,0,25,6,4,0,9,0,6,1,28,9,8,3,4,1,0,6,4,21,2,5,0,3,0,0,2,3,12,2,6,2,0,0,20,1,4,0,2,0,7,1,0,8,1,0,5,5,0,8,0,2,15,0,0,2,14,9,0,5,1,12,7,0,8,0,0,0,0,1,0,2,2,1,1,3,5,1,1,0,11,5,0,2,11,18,1,11,5
0,1,0,0,1,1,0,0,0,7,0,3,0,0,1,0,0,2,8,1,8,1,1,5,0,4,8,2,5,2,0,4,1,2,9,5,0,1,0,0,2,3,0,3,2,0,1,0,0,3,0,5,0,11,0,5,1,0,22,0,0,3,0,0,45,7,2,0,0,0,5,0,4,10,0,8,1,21,1,1,8,1,0,6,3,0,6,0,1,5,0,1,12,3,1,2,4,0,14,8,0,2,1,0,10,2,0,0,2,0,0,3,2,3,1,12,43,3,1,0,7,5,0,2,0,14,6,9,0,0,8,1,3
11,2,22,5,6,2,4,17,30,12,0,1,22,0,3,0,0,0,2,2,3,5,7,1,9,9,14,7,8,0,0,10,14,4,0,3,3,10,0,2,4,16,0,1,7,0,12,0,4,0,17,0,8,1,0,0,8,17,3,0,0,1,15,3,0,4,1,0,0,0,1,5,11,0,3,5,0,0,7,0,8,2,1,12,15,10,0,3,0,1,14,8,0,1,2,4,6,0,6,14,0,0,3,14,0,10,12,0,0,0,0,0,0,0,0,1,1,0,4,0,10,0,0,32,1,2,1,1,13,8,2,1,13
2,11,7,0,5,0,9,6,0,9,0,32,7,6,2,2,0,0,9,1,18,5,12,7,0,3,2,4,5,47,10,8,1,16,17,6,14,1,10,0,2,3,14,2,12,34,0,0,0,32,0,14,1,7,0,19,17,1,21,37,9,6,9,3,21,30,43,0,31,52,1,5,1,22,0,6,20,12,0,19,3,37,4,9,3,0,25,4,16,39,0,4,10,9,10,23,5,15,17,6,0,22,13,0,18,3,6,36,0,46,0,14,18,3,14,7,1,6,38,0,5,5,44,1,0,16,31,9,0,0,23,1,0
0,16,4,1,1,3,2,0,0,10,0,3,1,16,0,8,2,9,0,0,3,0,6,3,0,1,3,3,1,8,12,1,1,14,7,1,8,0,1,0,0,0,0,6,7,5,6,0,0,7,1,3,1,6,0,12,2,0,11,4,8,1,3,2,20,10,17,1,10,2,3,2,3,11,0,1,13,4,0,3,7,4,1,8,4,0,4,0,8,4,3,0,7,0,1,3,2,6,2,10,0,5,4,0,3,1,1,9,0,3,0,4,12,3,3,23,11,5,3,0,0,12,3,1,0,11,9,6,4,1,25,6,3
3,0,0,1,1,2,4,4,3,5,0,0,0,0,4,1,2,1,0,0,5,2,12,2,0,8,2,36,7,1,0,2,5,0,2,0,0,1,0,1,5,7,0,3,6,0,4,1,14,3,0,0,7,0,0,4,2,3,3,0,0,4,1,3,1,1,0,0,0,0,23,0,111,2,1,7,0,5,10,3,8,0,5,0,42,0,1,6,0,0,4,8,0,20,0,0,4,0,5,0,5,5,12,5,20,3,0,0,0,0,0,2,0,8,0,5,3,0,0,71,46,0,0,4,0,4,1,1,0,6,1,3,4
0,7,1,1,0,0,2,1,1,0,0,10,9,2,1,8,3,18,3,5,0,1,9,4,0,5,8,3,1,6,5,2,0,15,8,0,5,0,1,0,0,1,5,5,11,27,7,0,0,1,4,9,1,8,0,7,14,2,8,13,2,12,8,2,11,14,29,0,22,8,8,0,4,18,0,1,12,5,4,4,4,11,0,4,5,0,1,1,2,10,0,2,8,3,0,4,4,13,5,1,0,12,4,2,2,2,1,37,0,10,0,2,6,8,0,5,4,3,11,1,6,3,1,6,0,4,14,7,0,7,13,4,3
20,4,15,16,10,5,7,26,19,3,1,0,0,0,8,1,5,5,0,2,1,0,3,0,8,3,0,7,5,4,0,7,7,1,0,6,1,16,2,3,2,10,0,3,3,0,19,13,7,1,13,1,8,0,56,2,11,21,1,0,0,9,12,19,5,2,0,22,0,0,0,3,7,0,4,5,0,0,18,1,2,1,13,1,9,10,1,35,3,0,17,11,0,3,4,6,23,1,0,5,11,7,1,16,7,4,9,0,5,0,0,4,0,6,0,0,0,2,1,0,10,0,0,20,1,6,1,2,20,22,5,4,10
1,4,4,0,2,2,0,8,12,7,7,7,13,0,17,1,7,12,6,12,9,3,0,3,1,6,9,12,8,3,0,2,5,4,4,0,2,3,1,2,2,3,0,7,3,0,2,2,6,0,0,1,2,0,0,9,13,1,1,0,0,5,6,0,3,6,2,0,0,0,7,3,9,1,0,5,1,5,4,1,15,2,0,8,8,2,2,1,6,0,6,4,2,1,0,2,1,0,1,11,1,10,2,0,16,0,5,0,0,0,0,0,0,10,0,2,6,0,2,4,6,4,11,0,0,3,6,4,8,14,13,1,1
1,16,0,0,0,0,0,2,1,17,0,22,5,3,5,5,1,7,3,2,4,0,3,0,0,1,0,2,2,12,2,7,0,34,8,9,2,0,2,0,0,2,2,1,3,38,0,0,2,5,0,6,0,4,0,0,0,0,34,8,0,1,17,0,30,12,32,0,12,10,11,1,2,25,0,5,17,2,1,0,7,17,0,8,2,1,1,1,10,22,0,1,6,11,13,22,2,11,10,3,0,9,11,1,2,0,4,31,1,6,0,1,2,15,1,6,3,1,24,0,0,6,9,0,5,37,6,2,0,1,24,6,1
6,0,6,1,5,11,1,9,15,0,18,0,4,0,11,0,9,0,0,0,0,8,1,0,0,12,3,2,8,1,0,0,11,1,1,0,1,0,1,10,8,9,0,18,2,1,11,24,1,1,26,0,7,0,1,5,9,15,0,0,0,0,0,8,2,4,0,0,0,0,1,3,0,0,0,0,1,1,9,0,1,0,0,0,6,0,0,10,0,0,21,6,0,2,1,0,5,0,0,0,6,1,0,6,0,1,1,0,0,0,0,0,0,1,15,4,1,0,0,0,1,4,0,11,0,0,0,1,4,13,0,1,3
8,6,6,0,3,4,2,13,12,17,1,4,13,0,11,4,9,3,1,8,5,3,6,1,12,0,11,30,3,9,0,3,9,2,0,8,6,2,4,7,7,5,0,7,13,0,8,1,6,3,0,1,4,5,7,7,24,3,10,0,0,7,9,8,0,4,2,1,0,0,3,4,7,2,3,15,6,3,14,0,17,4,0,8,5,5,2,1,3,1,4,12,0,8,2,18,2,0,2,27,2,6,0,1,4,0,4,0,0,0,0,1,4,7,1,2,6,1,2,0,15,6,2,2,0,4,8,3,7,14,7,6,13
6,9,9,0,4,3,5,6,4,13,5,17,15,2,3,8,14,2,3,2,8,0,9,0,3,11,0,9,9,2,3,3,4,2,3,1,4,1,6,0,0,7,2,13,8,0,1,0,3,3,0,2,9,2,0,16,13,2,5,0,0,9,19,0,6,10,3,0,1,4,9,6,6,12,0,12,5,21,6,1,20,3,2,3,6,1,6,3,4,5,2,4,4,4,1,1,8,2,5,1,4,4,6,3,5,1,3,0,4,3,0,8,9,6,3,11,15,2,6,0,11,9,2,6,0,21,3,6,0,8,3,7,6
7,3,4,4,2,7,1,10,13,15,9,8,13,0,3,2,7,4,3,36,3,7,12,2,2,30,9,0,12,1,0,4,5,2,3,1,1,3,1,2,2,4,0,19,8,0,2,2,7,1,2,0,9,1,5,5,8,5,3,2,0,7,3,2,4,2,0,1,0,0,19,6,27,0,5,14,2,4,8,0,6,0,3,4,23,4,5,5,2,0,9,12,2,4,3,0,6,0,4,2,7,12,1,1,3,7,4,0,1,0,0,1,0,11,2,8,5,1,0,2,26,10,1,0,0,9,6,1,3,13,4,2,10
15,3,1,0,10,2,12,5,16,10,0,5,3,0,13,5,8,5,1,7,1,5,8,2,8,3,9,12,0,0,0,1,9,1,3,2,8,9,1,5,6,5,0,3,11,1,11,3,1,0,2,0,11,2,2,7,1,0,4,0,0,17,17,3,6,5,5,0,0,1,3,6,15,1,0,1,7,1,14,2,33,4,6,4,12,2,4,8,3,3,8,12,1,10,4,1,3,0,4,8,4,5,0,2,2,9,3,0,2,0,0,4,2,27,6,11,3,1,2,0,9,1,3,4,1,8,5,3,4,1,14,7,2
2,43,1,0,1,2,1,0,0,17,0,18,18,5,4,2,0,47,8,1,6,4,3,12,1,9,2,1,0,0,11,45,3,15,13,19,12,1,5,0,3,0,6,13,6,30,2,3,0,15,1,27,12,17,1,10,13,1,30,36,1,45,9,3,8,17,27,0,2,35,4,3,0,21,0,1,14,4,6,15,5,17,1,4,1,0,10,7,4,44,4,3,9,9,18,24,0,4,8,18,4,24,7,2,6,2,4,14,6,29,0,8,18,5,5,12,0,1,12,0,18,5,11,1,0,39,11,11,6,2,13,0,6
0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,10,12,0,5,0,0,2,0,0,3,0,0,11,0,0,0,14,9,0,3,0,3,0,0,0,6,0,8,42,0,0,0,16,0,6,0,13,0,0,0,0,12,34,12,0,0,0,0,9,32,0,24,3,0,0,0,25,0,0,6,0,0,8,0,15,0,0,0,0,0,0,10,10,0,0,14,0,2,0,0,14,16,12,0,0,7,0,2,0,0,21,0,7,0,4,6,0,0,14,0,21,30,0,0,11,8,0,0,0,31,0,0,0,4,0,0
11,32,13,2,9,8,1,7,2,26,0,14,7,0,3,4,10,8,1,2,2,7,2,7,0,3,3,4,1,45,0,0,9,2,3,91,2,2,7,0,6,1,0,4,4,0,57,5,2,4,1,13,7,1,4,11,13,10,15,5,0,10,43,17,24,14,0,6,0,0,3,11,6,16,0,4,0,11,8,4,31,18,12,11,6,0,17,1,13,2,6,7,6,12,44,12,7,0,2,5,13,8,3,7,10,3,9,0,1,0,0,4,4,28,5,13,5,4,14,0,7,6,9,14,0,43,5,7,6,2,23,12,12
15,0,6,6,14,32,3,18,15,4,1,2,2,0,18,1,14,1,1,5,0,7,5,0,11,9,4,5,9,3,0,9,0,1,1,3,2,9,1,13,18,5,0,4,8,0,11,12,15,0,4,0,3,0,14,0,1,2,4,0,0,2,2,7,2,1,0,6,0,0,3,1,6,0,7,5,0,3,8,0,7,0,3,0,6,4,0,8,0,1,7,7,1,6,1,2,17,0,0,3,12,4,0,0,1,6,11,0,18,0,0,1,0,6,1,0,1,0,0,1,1,0,4,5,2,2,2,1,44,13,3,0,8
1,8,0,0,3,2,0,0,3,13,0,12,9,18,3,2,4,16,14,0,15,1,4,34,1,2,2,2,1,15,14,2,1,0,0,0,17,0,18,0,0,4,7,3,5,59,1,3,1,11,0,25,1,7,0,4,15,0,20,57,9,1,5,1,11,23,75,0,28,10,2,0,1,34,0,3,14,9,1,16,0,22,0,7,6,1,12,0,10,28,0,1,7,0,12,32,0,21,6,3,3,6,29,0,7,0,3,82,3,16,0,12,12,3,6,13,8,10,31,3,1,22,16,6,0,14,12,7,0,1,11,5,3
1,5,0,0,0,0,1,1,9,5,0,7,0,9,0,9,0,17,7,2,8,0,4,8,1,0,3,3,3,13,9,3,1,0,0,4,3,1,0,0,0,2,4,0,2,6,1,1,3,17,0,4,6,9,1,4,1,1,8,5,0,15,3,1,12,5,5,0,10,6,1,6,2,17,0,3,22,5,0,10,3,11,0,0,4,0,2,1,0,11,3,0,7,3,3,1,0,2,10,5,0,2,2,0,18,1,1,2,0,18,0,5,11,6,0,13,6,0,7,0,8,1,4,0,0,9,7,15,0,0,5,6,7
20,34,48,2,0,6,1,17,0,21,0,11,28,0,1,5,3,6,1,0,0,6,0,9,0,8,1,1,2,19,0,91,3,0,4,0,0,0,24,0,3,1,0,2,2,0,15,1,0,3,2,4,0,6,3,0,3,7,7,2,0,5,57,12,0,17,2,0,0,0,0,2,11,0,0,0,4,3,4,4,40,6,4,22,5,3,10,17,17,5,2,1,3,7,26,20,0,0,3,6,0,4,1,4,5,8,0,0,3,0,0,0,2,7,0,6,0,8,2,0,2,1,4,11,1,3,2,0,11,0,19,0,6
0,2,0,1,0,0,2,11,4,8,1,10,6,4,3,0,3,14,8,0,5,1,2,2,1,6,4,1,8,12,3,2,2,17,3,0,0,0,0,1,0,3,1,3,7,5,0,0,0,6,0,5,1,11,0,7,1,0,6,7,0,2,4,0,5,6,13,0,6,1,0,1,2,6,2,24,5,6,2,0,4,6,9,0,3,0,3,4,12,14,5,3,10,1,5,11,2,6,0,8,1,1,7,1,4,0,0,5,4,1,0,11,17,2,0,6,0,5,2,0,4,6,13,2,1,6,6,6,1,0,9,10,0
1,3,5,10,1,1,15,12,4,5,2,2,1,0,3,1,10,1,0,1,0,16,3,0,0,2,1,3,9,1,0,2,9,0,1,0,0,0,1,4,11,4,0,6,6,0,0,10,3,0,2,0,0,0,39,1,7,3,2,0,0,0,0,14,2,3,0,2,0,0,3,2,2,2,0,1,2,0,3,0,8,0,13,0,6,7,1,2,0,0,0,3,0,7,2,2,13,0,0,1,7,1,1,6,2,15,9,0,30,0,0,0,0,0,3,1,0,1,0,0,7,0,0,2,7,1,0,0,10,24,4,1,4
4,12,10,1,0,21,0,2,10,2,0,7,17,2,0,0,0,10,1,0,1,2,1,2,1,4,6,1,1,5,3,7,1,18,0,24,0,1,0,0,0,2,0,0,0,4,6,1,0,0,2,0,1,5,0,3,3,1,3,3,1,10,7,1,8,4,9,0,16,2,0,0,0,4,0,2,0,4,0,1,9,15,2,3,1,0,1,0,2,8,3,1,8,2,8,0,0,1,1,4,0,0,4,1,0,1,2,1,1,8,0,1,4,0,8,2,6,0,13,0,0,5,4,0,0,5,0,2,0,1,4,0,4
0,0,0,1,12,9,18,2,4,0,1,0,1,0,1,0,2,0,0,1,0,3,2,0,10,7,0,2,5,0,0,0,13,0,0,0,1,4,0,0,1,0,0,0,0,0,14,7,15,0,5,0,3,0,49,1,1,2,0,0,0,0,0,4,0,1,0,4,0,0,0,8,0,0,8,1,1,0,18,0,2,0,1,0,5,23,0,15,0,0,7,6,0,0,0,0,9,0,1,0,5,0,0,7,0,0,15,0,47,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,10,4,0,0,1
10,0,0,5,11,2,5,5,1,2,8,2,4,0,2,2,4,2,0,5,0,2,2,0,8,7,0,2,6,3,0,6,18,0,0,3,0,11,0,1,0,0,0,0,2,0,3,7,2,0,11,0,1,1,27,0,6,0,1,0,0,2,0,7,0,2,0,3,0,0,0,18,7,0,1,1,0,0,5,0,4,0,17,3,5,6,0,14,1,2,16,9,0,3,0,9,2,0,1,0,6,21,0,11,1,3,9,0,25,0,0,0,0,3,0,0,1,0,0,0,1,0,1,5,1,1,0,0,19,6,4,2,3
4,1,26,2,5,9,12,26,8,3,8,2,11,0,2,3,16,3,0,7,1,10,3,2,9,5,7,4,5,0,0,1,5,4,2,1,3,4,2,0,0,0,0,2,7,0,8,0,11,0,9,0,16,6,22,7,0,4,5,0,0,3,4,3,2,1,0,18,0,0,7,4,3,6,3,5,1,2,12,0,4,2,5,3,7,3,1,5,4,0,4,7,4,10,1,3,2,0,2,1,10,5,2,22,5,9,9,0,5,0,0,0,1,1,1,3,0,0,0,1,16,0,2,12,3,0,1,3,3,12,1,7,1
0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,14,0,0,5,0,0,2,0,0,2,0,0,6,6,0,0,7,4,0,1,0,0,0,0,0,0,0,3,13,0,0,0,3,0,5,0,17,0,0,0,0,4,7,12,0,0,0,0,4,28,0,17,1,0,0,0,14,0,0,10,0,0,0,0,4,0,0,0,0,0,0,8,11,0,0,1,0,0,7,0,4,7,2,0,0,5,0,1,0,0,5,0,11,0,4,4,0,1,0,0,3,10,0,0,0,4,0,0,0,14,0,0,0,0,0,0
0,1,0,0,3,1,1,1,4,7,0,2,5,0,10,3,1,2,6,3,5,3,7,1,18,7,13,19,3,13,0,4,4,3,0,2,3,6,0,0,0,2,0,0,1,0,0,4,0,2,0,1,6,10,0,7,11,2,13,0,0,13,3,1,5,10,0,0,0,0,4,1,11,7,0,13,2,7,1,0,8,1,1,8,7,0,0,0,0,4,2,5,4,3,1,2,5,0,10,4,0,7,2,1,2,6,0,0,2,0,0,1,1,6,0,6,4,0,0,0,3,8,4,1,0,13,12,12,2,8,10,8,1
3,4,4,2,1,0,3,8,5,8,1,6,6,12,8,2,7,12,7,6,11,3,3,3,2,13,8,8,11,6,8,4,8,5,2,2,7,6,0,0,2,7,3,1,0,7,6,7,0,3,0,2,4,1,5,6,6,6,12,3,18,9,1,3,10,10,13,6,15,4,3,1,3,11,0,9,14,0,0,4,3,19,4,1,4,1,6,5,1,17,2,0,8,2,10,9,6,3,3,9,1,2,15,0,6,1,3,8,2,14,0,9,5,1,2,13,0,2,5,2,6,9,3,4,0,6,6,7,22,2,16,6,7
0,3,0,0,0,0,0,0,0,2,0,32,1,17,0,0,0,34,5,0,27,0,0,38,1,0,0,0,1,30,42,0,0,59,6,0,5,0,4,0,0,0,13,0,7,0,0,0,1,8,0,59,0,16,0,2,0,0,18,124,35,0,0,0,0,12,258,0,42,6,0,0,0,47,0,0,30,0,0,31,0,37,0,0,0,0,0,2,10,38,0,0,19,0,48,32,0,33,3,1,0,0,35,0,3,0,0,263,0,53,0,5,5,0,6,4,0,20,45,0,0,14,18,0,0,0,20,0,0,0,2,0,0
17,2,10,5,6,6,0,5,14,2,2,9,20,0,25,1,12,0,6,4,7,19,2,0,11,8,1,2,11,2,0,57,11,1,1,15,0,0,6,14,3,8,0,0,6,0,0,17,14,0,22,0,13,4,2,2,23,24,6,0,0,12,13,17,1,8,0,3,0,0,3,14,5,1,1,2,3,4,11,0,1,0,16,3,5,9,0,10,3,0,14,1,0,1,1,2,2,0,1,2,4,20,0,11,1,1,10,0,0,0,0,1,7,2,1,0,0,3,3,0,4,0,1,11,3,3,1,0,4,17,5,1,39
