Ant52,Ant65,Ant244,Ant2,Ant6,Ant7,Ant15,Ant19,Ant30,Ant60,Ant72,Ant99,Ant102,Ant148,Ant161,Ant202,Ant209,Ant227,Ant237,Ant268,Ant518,Ant604,Ant673,Ant12,Ant20,Ant32,Ant35,Ant44,Ant50,Ant55,Ant62,Ant63,Ant96,Ant98,Ant105,Ant112,Ant114,Ant126,Ant137,Ant140,Ant144,Ant147,Ant169,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant210,Ant215,Ant217,Ant219,Ant232,Ant243,Ant256,Ant257,Ant262,Ant265,Ant289,Ant294,Ant296,Ant298,Ant305,Ant324,Ant332,Ant342,Ant356,Ant395,Ant398,Ant400,Ant437,Ant476,Ant492,Ant502,Ant552,Ant556,Ant560,Ant564,Ant575,Ant592,Ant593,Ant599,Ant607,Ant621,Ant632,Ant638,Ant647,Ant650,Ant665
2,0,6,2,27,10,1,8,8,5,2,6,4,1,7,0,1,5,12,5,0,0,19,0,8,0,10,6,1,0,2,0,0,10,0,1,4,4,0,12,7,10,4,0,19,0,0,3,6,4,0,0,6,2,0,2,5,1,12,0,2,4,28,0,9,1,1,6,0,2,1,0,1,23,1,9,0,4,3,4,3,8,0,4,7,0,0,0,7,2
19,3,0,0,0,0,14,5,6,6,0,2,13,12,2,0,8,3,1,0,2,6,3,0,7,0,7,12,16,0,5,1,10,0,6,0,1,3,2,2,0,8,2,0,0,0,0,8,12,9,0,0,3,2,0,0,3,2,0,0,0,1,13,0,3,5,3,2,1,1,1,0,19,4,1,11,7,2,0,0,1,42,3,0,6,0,0,0,7,1
0,6,4,1,0,3,6,5,8,0,0,0,0,1,3,0,0,1,0,0,6,4,0,0,0,0,10,1,14,1,0,1,0,6,0,1,0,3,4,6,5,8,10,0,0,0,0,1,5,0,0,1,4,0,0,3,3,0,2,0,0,1,8,0,2,9,1,1,8,1,3,3,0,2,0,19,0,3,0,11,2,12,4,2,9,0,0,0,14,0
0,6,9,10,9,11,0,0,6,7,12,7,0,0,0,31,0,23,6,34,11,15,7,3,4,3,12,16,0,47,0,0,1,0,1,0,0,24,1,47,14,1,0,8,9,16,0,5,5,10,38,19,0,16,4,15,0,9,13,13,9,0,6,3,1,3,1,1,7,21,4,10,1,1,5,0,0,10,7,4,0,2,0,2,19,0,49,0,2,0
0,1,0,1,0,0,0,1,0,0,2,0,0,1,0,3,0,0,0,4,4,12,6,2,4,0,1,1,0,2,0,0,4,1,0,0,0,0,0,0,3,0,1,0,0,1,0,2,0,0,0,0,0,1,4,1,0,1,0,6,1,1,0,3,0,0,0,0,0,1,0,3,0,0,1,0,0,0,6,1,0,0,0,5,0,0,5,0,1,0
0,9,4,9,12,34,4,9,2,0,13,2,1,0,6,7,3,15,3,21,9,53,18,10,11,2,30,13,0,11,0,1,4,3,3,24,0,0,4,92,16,5,9,5,18,6,0,45,3,11,16,11,1,35,0,66,6,10,21,2,13,4,6,30,5,0,11,4,10,13,1,16,1,1,13,2,4,4,55,12,2,3,6,15,104,0,17,0,5,1
5,0,0,1,0,9,2,1,2,2,0,1,6,0,1,0,3,0,0,0,0,0,0,0,0,12,0,15,21,0,1,13,0,2,4,1,0,4,0,0,0,3,1,0,0,0,0,3,8,2,0,0,3,1,0,0,0,0,0,0,0,1,8,0,0,35,20,1,0,0,7,0,14,0,0,0,0,0,0,0,7,0,1,0,7,0,0,0,22,9
0,0,5,4,22,9,9,7,2,5,11,3,11,0,0,0,0,24,9,36,8,1,8,0,7,0,42,4,0,22,5,0,12,2,6,47,0,92,0,0,10,0,9,0,30,0,0,0,4,25,2,7,0,13,0,25,8,0,9,0,2,0,5,46,4,0,2,0,9,1,3,17,0,0,7,2,6,0,59,0,0,0,0,4,21,0,0,0,3,0
0,4,7,8,7,6,0,12,10,6,4,3,1,2,4,0,0,17,9,16,7,10,1,0,14,1,11,5,2,2,1,1,7,0,5,14,3,16,0,10,0,13,4,0,3,0,0,7,5,0,0,5,1,23,1,20,7,2,11,0,7,1,3,4,7,8,20,2,11,0,3,13,0,2,2,1,5,1,5,11,1,4,14,20,2,0,0,1,4,6
2,1,8,7,0,2,2,5,3,5,0,2,7,2,3,0,1,0,0,0,4,0,10,0,0,5,1,12,8,0,1,0,10,8,8,1,0,5,3,0,13,0,3,0,0,0,0,2,16,2,0,0,1,3,0,1,7,3,0,0,0,7,19,2,1,25,6,7,1,1,0,0,23,0,4,3,7,5,0,1,9,4,5,0,12,0,0,0,15,0
1,0,2,2,7,8,7,6,3,1,0,12,8,5,1,0,2,4,1,0,6,2,5,0,1,3,0,20,7,0,0,2,4,2,10,0,1,9,1,9,4,3,0,0,11,0,0,5,5,1,0,0,4,4,0,9,9,1,1,0,1,3,14,0,6,5,5,7,16,0,1,3,5,12,1,4,11,0,2,15,1,4,21,0,5,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,86,4,0,0,5,4,0,0,0,0,14,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,12,4,0,0,0,87,25,0,0,18,4,0,0,0,21,19,0,0,8,0,0,0,0,0,38,0,3,0,0,0,0,0,0,3,0,0,0,0,16,0,1,18,0,0,0
4,0,0,0,19,8,13,0,8,7,0,14,1,2,0,0,0,6,0,9,4,0,22,0,0,0,17,1,0,7,3,0,19,0,0,9,0,18,0,30,3,0,11,0,0,0,0,0,5,30,0,0,0,2,0,5,9,0,10,0,0,1,0,3,1,0,0,0,2,1,25,2,1,6,3,0,0,0,7,0,5,0,0,0,3,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,37,0,0,0,42,1,0,0,0,10,0,0,0,0,30,0,0,0,0,0,16,1,6,0,0,0,0,0,12,0,0,0,0,0,0,50,5,0,0,7,2,0,0,0,30,4,0,0,4,0,0,0,0,0,32,0,0,0,0,0,0,0,0,9,0,0,0,0,25,0,0,25,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
15,8,8,32,0,5,0,1,12,9,0,5,1,3,18,0,2,9,8,0,15,5,6,0,6,5,10,8,5,1,1,0,3,8,1,5,2,45,3,0,7,2,5,0,0,0,0,0,1,2,0,0,17,30,0,16,2,7,5,0,7,5,3,0,3,6,7,1,2,1,2,2,0,1,0,6,8,2,0,15,1,15,18,0,11,0,0,0,12,2
3,1,3,2,5,2,2,11,2,16,0,7,6,1,0,0,16,2,1,0,3,0,5,0,1,13,3,27,8,0,4,5,6,12,5,5,0,3,8,4,5,16,5,0,5,0,0,1,0,0,1,0,4,2,0,4,3,4,1,0,1,6,37,0,2,10,8,6,7,0,8,0,14,6,1,9,3,3,0,5,10,2,12,0,12,0,0,0,12,15
3,3,12,9,20,6,2,2,4,1,7,3,0,2,1,0,0,11,3,6,13,5,10,0,0,4,10,9,1,5,1,0,4,9,0,10,0,11,2,25,0,2,1,0,30,0,0,2,0,0,1,0,1,12,0,2,5,4,32,0,7,3,2,4,11,2,5,3,1,1,2,1,0,0,4,0,2,3,12,1,4,6,2,1,2,0,0,0,7,0
0,0,0,2,3,2,0,0,0,1,19,0,0,0,0,77,0,0,0,102,1,2,0,37,20,0,1,0,0,39,0,0,0,0,0,38,0,16,0,2,0,0,0,87,0,50,0,0,1,1,0,22,0,0,15,14,0,0,1,61,9,0,0,4,0,0,0,0,1,31,0,0,0,0,0,0,0,0,13,0,0,0,0,40,1,1,117,0,0,0
0,0,0,24,1,6,0,0,0,0,25,0,0,0,0,8,0,2,0,57,4,3,0,13,1,0,21,0,0,20,0,0,0,0,1,19,0,11,0,7,5,0,0,25,0,5,0,0,0,0,22,0,0,7,0,11,1,1,11,35,43,0,0,6,0,0,9,0,0,5,1,9,0,0,0,0,0,0,30,1,0,0,0,7,0,0,23,0,0,0
0,0,1,0,0,1,8,8,5,2,0,0,1,16,0,0,20,1,1,0,1,1,0,0,0,6,0,20,0,0,2,0,6,3,4,0,0,1,3,0,1,1,4,0,0,0,0,17,4,1,0,0,0,6,0,0,3,2,0,0,0,4,8,0,0,11,1,4,1,0,0,0,5,0,0,12,6,0,0,0,13,4,4,0,2,0,0,0,20,0
4,0,3,17,14,26,7,2,12,13,0,2,6,6,6,0,8,9,15,51,0,11,20,0,6,7,17,2,0,11,1,2,2,2,0,16,1,35,1,13,23,3,4,0,2,0,0,30,2,12,0,7,6,0,0,8,10,0,8,0,35,5,2,0,12,6,9,4,1,5,1,8,2,7,14,7,7,3,4,14,0,20,10,0,12,0,0,1,1,1
0,0,0,1,2,0,0,0,0,0,17,0,0,0,0,28,0,0,0,17,7,0,1,6,3,0,0,0,0,2,0,0,0,0,0,4,4,0,0,0,1,0,0,18,0,7,0,0,0,0,15,0,0,0,0,0,0,0,6,31,4,0,0,11,0,0,0,0,0,22,0,2,0,0,0,0,0,0,23,0,0,0,0,27,0,0,28,0,0,0
0,11,8,15,7,28,0,9,8,7,14,5,1,2,6,0,0,13,4,26,16,37,6,18,2,4,4,10,1,19,0,1,2,0,3,15,1,66,0,25,20,1,9,4,5,2,1,16,4,2,14,11,0,8,0,0,1,11,6,2,13,2,7,37,15,7,15,1,26,6,5,19,3,5,22,13,3,5,56,5,0,4,3,9,12,0,3,0,4,3
0,3,0,0,5,7,6,2,2,4,3,2,0,0,3,0,3,0,2,0,0,1,0,0,1,9,2,6,6,2,2,0,5,3,3,0,0,6,0,8,7,7,9,0,9,0,0,2,3,5,0,1,3,10,0,1,0,0,2,0,0,1,2,2,2,0,0,4,7,0,2,1,1,4,1,15,10,8,0,6,2,4,2,0,1,0,0,0,13,2
2,3,3,4,7,5,1,0,6,1,0,1,0,0,2,0,2,2,0,2,2,0,3,0,1,1,2,0,4,4,0,0,1,2,0,9,1,10,0,0,2,3,1,0,0,0,0,7,4,4,0,1,2,0,0,11,0,0,1,0,2,1,1,14,4,0,10,1,3,6,6,5,0,2,1,3,2,1,6,9,0,4,5,7,2,0,0,0,0,1
0,2,5,2,22,8,1,7,5,0,26,4,0,0,2,9,0,20,9,22,10,5,1,2,7,2,20,0,0,4,0,0,12,0,2,13,0,21,0,9,11,0,1,0,10,0,0,5,1,32,1,11,0,8,6,6,2,1,0,2,14,2,7,7,7,2,8,2,2,1,1,23,0,2,6,3,3,1,4,3,0,0,0,8,12,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,0,0,0,71,2,0,0,25,1,0,0,0,0,31,0,0,0,0,0,13,6,2,0,0,0,0,0,21,0,30,0,0,0,0,61,35,0,0,31,2,0,0,2,0,35,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,20,0,0,0,0,27,0,0,31,0,0,0
0,0,3,15,3,20,0,5,4,0,4,4,0,0,0,17,0,33,4,58,4,16,0,17,1,0,2,1,0,18,0,0,2,0,0,9,1,13,0,2,7,0,1,19,0,4,1,7,1,7,9,43,0,35,4,13,0,2,14,35,0,1,1,1,1,0,4,0,1,1,0,17,0,1,1,0,0,0,0,4,0,0,1,17,6,1,39,0,0,0
1,0,1,5,0,13,8,11,10,10,0,2,0,4,6,0,2,0,0,0,1,1,0,0,0,6,0,1,29,4,0,2,4,1,1,0,1,4,1,0,1,7,3,0,1,0,0,5,6,3,0,0,4,5,0,2,1,1,2,0,1,0,0,0,4,19,9,3,1,0,0,7,1,0,0,6,4,0,0,2,2,1,8,0,5,0,0,0,17,5
11,3,9,4,1,2,0,7,18,19,0,19,15,10,0,0,1,8,2,0,0,1,4,0,2,3,6,16,9,0,2,0,28,13,8,6,0,6,8,5,3,19,14,0,0,0,0,3,37,2,0,0,8,2,0,7,2,1,7,0,1,0,0,1,2,6,5,8,10,0,11,1,10,11,2,10,14,1,0,2,6,5,13,7,6,0,0,0,14,1
0,4,1,6,7,2,0,0,2,0,17,0,0,2,0,4,0,2,0,4,5,6,1,8,18,0,2,1,0,6,0,0,0,0,0,3,3,30,0,46,4,2,0,8,3,4,0,0,0,4,4,6,0,0,11,37,2,14,7,0,1,0,1,0,0,0,1,0,3,6,0,8,0,4,1,1,0,0,15,1,0,0,0,14,5,0,5,0,0,0
0,0,0,7,5,9,2,13,5,0,0,13,4,0,0,0,0,23,0,1,1,4,5,0,3,0,1,2,1,0,0,1,9,3,2,1,0,5,0,4,7,1,6,0,1,0,0,3,2,11,0,0,0,12,0,15,2,4,7,0,1,4,2,0,0,3,5,0,15,2,0,2,0,1,1,2,2,1,1,1,1,3,4,0,7,0,0,0,11,0
3,1,0,0,0,2,2,12,7,14,0,0,4,2,8,0,6,1,0,0,5,0,8,0,0,13,0,31,20,0,6,18,1,5,9,3,0,0,35,0,8,25,5,0,0,0,0,6,10,2,0,0,11,6,0,7,0,0,2,0,0,19,6,0,3,0,4,6,0,3,3,0,1,0,0,2,4,1,0,5,1,1,3,0,8,0,0,3,19,3
0,13,15,8,1,9,4,2,11,3,0,0,0,0,5,0,0,2,1,3,1,4,6,0,2,10,3,16,3,0,0,3,1,3,1,1,0,11,20,2,20,6,5,0,0,0,0,7,8,5,0,9,1,9,0,15,0,10,8,0,4,9,5,1,5,4,0,7,21,0,1,2,3,0,0,3,11,6,0,21,2,8,3,0,11,0,0,1,5,9
0,0,1,0,0,0,8,11,2,6,0,0,2,15,2,0,6,2,0,0,1,3,1,0,0,15,0,12,2,1,0,0,6,2,1,1,0,4,1,0,2,7,7,0,0,0,0,1,6,3,0,0,4,4,0,1,4,1,2,0,0,3,8,0,0,6,7,0,5,0,1,0,12,1,1,12,13,4,0,2,35,3,2,0,6,0,0,0,46,1
1,2,1,3,9,9,0,2,4,1,0,5,2,2,0,0,0,10,1,2,5,0,2,0,0,0,3,1,2,0,1,0,0,1,8,7,0,10,0,9,11,1,16,0,2,0,0,2,7,1,1,0,1,1,0,26,7,3,2,0,1,1,10,3,15,0,21,5,0,2,1,7,0,3,0,5,1,2,4,1,0,4,9,0,7,0,0,3,5,1
0,11,3,3,1,4,1,0,0,0,14,0,0,0,0,40,1,0,1,9,19,2,2,16,13,0,6,0,2,11,1,0,2,1,1,21,1,13,0,1,0,1,0,38,1,32,0,1,0,1,31,5,0,5,22,6,0,6,1,36,1,0,0,6,2,3,0,0,2,0,0,6,0,0,6,2,1,0,30,2,0,4,3,31,2,0,37,0,0,0
