Ant57,Ant5,Ant52,Ant59,Ant929,Ant6,Ant25,Ant26,Ant30,Ant74,Ant99,Ant102,Ant148,Ant191,Ant196,Ant209,Ant245,Ant268,Ant308,Ant620,Ant646,Ant673,Ant13,Ant20,Ant27,Ant29,Ant32,Ant40,Ant43,Ant50,Ant55,Ant62,Ant66,Ant68,Ant71,Ant81,Ant91,Ant97,Ant100,Ant105,Ant111,Ant113,Ant114,Ant126,Ant135,Ant139,Ant142,Ant156,Ant159,Ant169,Ant170,Ant174,Ant195,Ant198,Ant207,Ant218,Ant226,Ant229,Ant242,Ant243,Ant250,Ant255,Ant256,Ant261,Ant263,Ant294,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant376,Ant387,Ant391,Ant437,Ant492,Ant549,Ant580,Ant592,Ant607,Ant614,Ant632,Ant638,Ant650,Ant663,Ant665
1,0,8,21,0,0,0,1,0,17,0,0,0,2,4,5,0,0,0,0,1,11,0,0,1,3,1,2,0,9,0,33,0,1,21,0,91,0,1,1,3,0,1,6,0,0,9,0,0,5,1,25,0,0,0,2,1,0,0,0,1,0,0,23,4,0,8,0,0,0,6,5,0,0,0,2,2,0,1,0,0,0,0,0,0,26,6,0,11
0,9,0,2,3,0,8,5,3,2,9,2,0,16,7,2,1,2,2,4,1,1,1,2,3,3,13,5,4,2,0,7,0,14,6,0,4,2,13,1,2,0,1,2,1,0,0,0,9,15,7,0,7,0,2,6,2,0,8,14,1,13,2,5,2,3,0,1,0,5,2,14,0,0,0,0,9,0,2,4,3,1,0,0,0,0,13,3,5
1,4,0,3,0,0,1,1,0,8,0,3,0,19,0,0,1,1,0,2,3,2,0,2,1,0,1,0,0,5,0,8,2,16,10,7,12,0,7,3,3,0,0,27,0,0,0,0,0,8,1,4,0,1,0,1,1,2,11,1,0,5,0,4,4,0,24,0,0,0,0,6,0,2,0,0,30,0,1,0,2,0,12,0,0,4,1,1,6
0,6,3,2,11,0,2,9,3,8,5,9,9,13,11,11,3,11,11,1,0,19,2,2,2,12,17,13,2,22,0,3,11,2,12,17,2,2,18,11,14,0,20,7,2,1,8,0,5,18,2,3,2,0,0,4,0,3,3,12,0,7,3,5,3,11,5,0,2,1,0,5,0,2,9,30,0,3,2,0,6,1,11,6,4,15,7,5,10
12,1,2,4,9,5,2,8,10,0,6,7,48,14,45,1,12,18,14,2,8,6,18,4,5,4,0,14,11,14,0,3,0,9,0,1,6,6,0,6,18,5,10,4,1,0,0,0,1,1,23,0,13,3,4,9,0,5,16,0,0,4,2,0,8,6,1,12,7,5,0,6,0,0,0,0,3,0,8,5,26,12,0,13,6,0,7,8,16
5,0,1,2,13,4,11,7,4,2,3,4,6,8,10,2,6,4,12,0,0,10,30,2,2,1,0,6,16,13,0,2,0,5,0,1,1,8,1,7,7,6,6,4,4,0,0,0,4,3,5,0,10,1,1,6,5,0,9,4,2,3,0,1,10,3,1,0,2,3,0,8,0,1,2,1,2,8,0,1,24,1,8,6,12,0,3,8,22
8,1,2,4,35,2,4,13,0,0,22,11,2,2,0,5,8,18,7,0,13,5,6,8,1,0,1,4,11,18,0,0,0,3,1,2,0,9,5,1,8,3,13,1,23,0,0,0,4,1,2,0,11,0,10,6,3,3,4,2,1,3,2,0,1,3,1,3,1,3,0,3,0,0,4,0,0,5,1,0,4,11,3,20,26,0,13,4,1
2,2,7,9,12,4,10,5,20,1,7,1,29,6,44,3,38,3,8,0,1,20,16,8,0,2,3,13,12,20,0,1,2,3,0,1,3,3,4,6,9,4,5,12,1,0,0,0,16,7,7,1,16,0,6,14,16,3,10,6,11,11,4,1,5,10,4,0,1,4,1,2,0,0,3,2,6,26,24,4,0,9,18,12,2,1,5,2,21
18,0,1,0,18,20,0,17,4,6,10,9,0,1,4,7,7,3,11,6,7,2,2,9,1,0,2,4,7,5,1,0,2,2,0,4,1,13,4,0,22,8,11,1,3,6,1,8,7,4,16,0,10,24,6,9,2,12,6,2,10,0,38,0,6,10,1,24,21,18,0,9,3,0,1,0,1,12,1,11,9,0,16,37,1,0,20,11,3
3,3,2,9,11,0,23,5,8,5,1,5,0,8,5,12,13,10,5,2,9,4,3,7,4,0,6,2,11,14,0,6,2,9,2,0,6,21,19,11,6,2,6,8,0,1,0,0,5,8,5,13,1,0,3,2,17,1,6,9,4,6,0,1,6,0,5,0,0,0,0,3,0,0,0,12,11,0,8,3,18,16,0,5,4,7,11,3,14
8,0,2,7,105,8,1,29,7,2,27,11,3,5,3,1,6,20,9,1,9,10,3,4,0,1,4,4,8,13,0,0,3,4,2,8,0,12,4,8,49,25,16,3,3,1,0,0,11,2,12,1,14,4,2,18,3,15,21,3,3,0,6,2,2,16,1,1,4,12,5,7,0,0,0,0,6,13,6,20,12,37,5,0,26,1,17,11,9
2,1,0,9,67,4,11,31,2,1,26,18,1,2,10,0,4,16,14,0,1,6,5,7,0,1,2,7,9,5,0,0,0,3,0,5,0,47,10,2,103,6,19,4,14,0,0,0,14,1,10,0,14,1,13,5,1,10,10,4,6,0,6,1,7,7,1,2,15,8,3,7,0,0,0,0,4,6,12,26,2,1,4,26,0,1,29,0,1
11,3,4,7,7,0,13,6,3,2,0,0,1,7,1,14,11,1,0,0,7,4,6,2,0,0,6,4,1,13,0,11,10,10,21,7,36,0,8,0,10,1,0,14,0,0,8,0,2,9,3,9,0,3,2,12,5,1,4,16,0,8,0,6,3,7,12,1,7,3,1,1,0,26,0,4,15,0,0,0,1,0,7,1,1,0,2,6,8
45,0,8,2,25,7,13,22,4,3,9,5,1,2,9,4,12,12,5,15,40,4,15,22,2,3,13,4,16,19,0,0,4,3,6,4,6,40,37,8,55,25,75,4,33,6,5,0,22,10,15,3,14,12,33,14,7,22,29,5,29,9,36,1,1,9,5,12,15,23,13,20,0,6,13,1,7,7,3,13,5,20,11,17,29,2,0,24,13
2,2,8,3,118,4,3,22,5,9,0,4,1,6,2,2,20,6,6,6,0,4,4,9,3,3,11,3,8,14,0,0,10,16,6,10,0,7,15,3,121,0,2,12,0,0,0,0,3,9,5,0,0,1,1,13,0,4,11,11,0,2,1,0,6,7,4,1,0,5,1,14,0,0,3,1,5,8,8,4,2,11,3,11,0,6,24,0,17
1,21,0,23,15,1,7,8,34,11,8,4,5,2,17,2,26,9,11,1,1,47,8,6,8,0,14,16,7,29,0,5,5,10,0,5,9,7,10,2,9,1,3,44,0,0,0,0,3,7,15,2,4,2,4,3,9,0,3,18,5,14,0,5,6,3,5,0,1,3,2,15,0,11,5,6,10,16,22,1,21,3,14,9,1,8,13,17,0
