Ant57,Ant260,Ant52,Ant929,Ant6,Ant7,Ant9,Ant19,Ant24,Ant26,Ant64,Ant74,Ant161,Ant196,Ant209,Ant227,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant673,Ant740,Ant838,Ant954,Ant0,Ant12,Ant13,Ant20,Ant23,Ant27,Ant29,Ant49,Ant51,Ant54,Ant55,Ant62,Ant66,Ant70,Ant80,Ant91,Ant97,Ant109,Ant113,Ant118,Ant120,Ant124,Ant126,Ant131,Ant135,Ant137,Ant140,Ant144,Ant149,Ant159,Ant169,Ant170,Ant174,Ant175,Ant190,Ant195,Ant206,Ant210,Ant232,Ant261,Ant262,Ant263,Ant299,Ant301,Ant313,Ant332,Ant376,Ant380,Ant433,Ant458,Ant492,Ant507,Ant509,Ant530,Ant576,Ant592,Ant593,Ant607,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
16,0,2,24,10,0,1,29,0,10,9,1,9,1,1,9,2,10,0,11,18,0,0,1,0,0,2,0,0,1,0,4,1,1,0,15,0,0,2,0,19,3,0,3,8,0,0,3,0,1,0,16,14,2,1,0,0,17,12,7,12,0,7,7,19,41,0,5,0,2,0,10,0,0,2,4,5,0,37,6,1,0,1,0,4,0,9,19,0,3,0
1,21,0,0,6,12,1,0,17,0,0,0,1,12,0,0,1,2,0,0,15,0,1,0,0,11,0,1,0,9,9,0,1,5,0,0,13,1,1,17,0,1,1,0,4,26,1,3,2,0,8,5,1,13,3,2,14,1,1,5,0,39,3,0,0,0,0,1,2,10,18,0,10,0,10,1,8,0,0,0,0,32,3,1,3,0,0,0,40,1,0
5,0,6,1,3,0,1,0,0,1,1,0,1,1,1,0,2,1,3,2,6,0,0,0,0,5,0,1,20,2,3,5,6,2,5,0,0,3,0,0,9,5,4,0,4,0,0,6,1,0,10,0,0,7,2,1,0,4,0,1,1,0,28,2,4,0,1,1,0,3,0,9,1,0,4,3,4,0,1,2,9,0,3,1,3,4,6,2,1,2,9
1,48,1,0,4,9,1,2,10,0,3,0,1,30,3,39,5,2,0,5,8,0,0,11,5,0,0,0,6,2,14,8,0,9,9,3,13,4,0,44,0,11,2,0,23,29,0,9,2,1,13,2,0,6,14,9,17,1,0,14,0,43,31,0,2,0,1,0,1,16,66,2,4,0,14,1,19,1,1,1,5,40,0,3,8,21,0,0,42,8,6
5,0,0,5,2,0,1,0,0,3,2,5,0,0,1,5,1,4,0,0,0,0,2,0,0,0,0,0,3,0,1,2,6,0,1,0,0,21,0,0,6,2,0,20,0,0,0,1,0,0,0,2,3,3,0,1,0,7,8,0,0,0,0,4,0,1,1,2,0,3,10,2,0,0,0,1,1,1,10,31,2,0,2,0,0,2,3,0,0,1,1
0,1,3,4,8,0,0,38,0,0,21,0,0,0,0,1,1,0,0,3,0,1,0,1,1,0,0,0,0,2,2,5,8,0,8,0,0,0,1,0,0,11,0,12,0,0,1,1,0,0,1,0,0,0,0,0,0,8,9,0,11,0,0,0,10,18,6,1,0,4,0,1,5,0,10,0,0,0,0,0,1,0,5,0,4,3,0,2,0,0,4
0,2,8,6,7,0,9,1,0,1,8,8,2,2,15,3,1,12,2,1,2,0,0,0,20,6,3,0,0,2,1,1,4,0,6,4,5,5,2,0,0,13,0,3,0,0,0,3,0,6,0,1,1,1,1,8,0,3,0,0,2,0,11,1,0,0,0,0,0,7,1,3,0,0,8,0,4,4,12,0,5,2,1,0,5,11,1,0,1,3,8
3,6,0,7,13,0,0,7,0,3,0,0,0,6,0,4,15,0,10,0,10,0,1,9,2,2,0,2,2,0,0,20,20,11,1,1,7,1,26,0,0,19,0,0,1,0,0,10,5,2,6,3,1,4,20,4,0,2,0,3,4,0,1,0,9,0,0,2,0,8,0,4,11,0,18,1,12,0,3,0,2,0,14,2,21,6,1,10,0,1,14
2,26,0,2,5,2,1,0,13,4,2,0,0,15,2,23,3,5,1,0,6,0,0,9,3,14,1,2,1,0,0,1,0,8,2,3,6,4,5,18,1,5,2,0,12,4,0,5,1,1,6,0,0,14,15,19,0,2,2,3,2,10,13,2,6,0,0,0,0,9,16,12,0,0,16,0,20,0,2,1,3,19,1,3,10,15,0,3,8,37,3
2,2,20,2,9,0,6,19,0,3,5,3,1,5,0,5,6,6,2,6,15,3,4,0,5,8,2,5,1,20,1,0,10,14,5,0,0,0,5,0,1,3,1,1,0,0,0,5,3,0,2,16,0,3,16,3,0,10,2,2,1,0,6,5,5,11,0,8,0,4,1,0,1,0,9,0,9,1,2,4,10,1,18,0,22,11,2,26,0,4,11
5,0,4,7,3,0,0,2,0,1,3,0,0,3,2,0,3,16,2,27,2,20,1,1,6,0,6,8,4,20,0,10,0,3,11,3,1,0,3,0,1,44,0,30,0,0,0,10,0,1,0,1,4,1,6,6,0,4,6,0,3,0,3,1,2,46,3,10,0,5,0,13,4,0,11,4,1,31,6,0,1,0,7,2,7,6,0,3,0,1,2
4,11,1,0,5,0,0,3,0,0,2,0,0,11,0,11,5,1,2,2,1,0,1,5,2,9,0,0,0,11,8,14,3,0,0,2,8,0,7,0,0,3,0,0,5,1,0,9,5,0,5,5,0,2,42,19,0,0,3,26,0,0,4,0,18,0,0,0,0,11,5,2,13,2,11,1,11,1,0,0,1,3,2,7,10,1,4,1,6,5,5
9,0,2,6,1,0,1,22,0,2,31,11,4,13,3,3,2,14,14,6,16,6,0,0,5,9,1,8,6,1,2,5,11,0,0,7,1,0,0,0,9,10,0,3,1,0,24,14,1,16,0,11,0,6,2,2,0,6,0,2,2,0,19,17,4,2,4,15,0,9,0,6,3,0,2,1,2,23,31,9,4,3,5,3,4,7,5,1,0,8,0
0,1,0,2,0,0,7,7,0,13,6,5,5,0,4,17,2,9,1,4,4,1,15,0,0,3,0,0,4,1,3,0,3,2,7,0,1,19,1,0,13,27,5,0,0,0,3,5,0,6,2,6,17,1,2,11,0,6,8,5,4,0,15,3,1,0,0,7,3,7,0,31,0,0,8,0,4,9,24,10,0,0,1,0,1,0,9,17,0,7,1
0,11,0,0,5,1,0,0,1,1,0,2,0,11,1,72,1,6,0,0,2,0,0,13,0,13,0,0,5,7,6,0,1,8,1,1,0,1,0,0,0,3,0,0,29,0,0,1,1,0,3,0,0,5,3,15,0,0,3,6,0,3,17,0,1,0,0,0,0,32,20,0,4,0,35,0,29,2,3,0,0,21,0,12,17,25,1,0,0,35,0
1,0,0,1,0,0,5,0,0,4,20,63,6,0,12,5,0,3,1,2,0,0,0,1,3,4,21,0,5,1,4,0,0,0,0,19,1,0,0,0,4,14,7,0,3,0,4,1,2,0,0,3,65,0,0,0,0,8,46,0,0,0,7,0,0,0,0,1,0,1,4,0,0,0,1,0,2,1,18,11,11,0,4,4,0,0,9,0,0,10,0
1,16,0,0,11,0,0,0,0,1,0,0,0,13,3,2,10,0,2,1,1,0,2,1,0,0,0,1,2,26,5,5,3,7,0,1,0,0,0,0,0,2,0,3,2,0,1,3,2,0,0,20,0,0,35,4,0,4,4,8,0,0,5,1,4,0,0,1,0,10,0,0,14,5,16,1,7,0,1,0,16,1,13,2,12,8,0,0,0,6,2
0,20,0,0,0,25,0,0,9,0,0,0,0,38,0,0,0,0,0,0,0,0,0,17,0,44,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,0,0,0,0,11,0,0,19,3,0,24,0,0,7,0,42,0,0,0,0,0,0,0,0,42,0,0,0,5,0,8,0,0,0,0,28,0,0,1,0,0,0,50,0,0
2,1,0,6,0,0,2,0,0,33,16,18,0,1,0,16,10,12,19,2,9,0,19,0,9,0,6,0,0,0,1,1,1,0,9,13,0,4,0,0,0,12,5,6,2,0,2,3,0,2,0,6,0,1,0,0,0,1,3,0,0,0,18,11,0,4,0,10,0,2,1,1,0,0,3,1,2,0,1,7,1,7,9,0,1,9,6,8,0,2,5
4,2,0,16,7,1,0,1,0,8,12,3,0,5,0,28,5,2,5,3,21,1,3,1,5,11,2,11,13,19,5,3,44,3,10,27,3,14,2,0,12,0,3,2,7,0,3,18,1,12,6,3,4,7,2,24,0,15,6,2,5,0,24,7,11,18,8,2,1,15,8,15,7,1,12,3,10,1,1,7,5,2,10,4,17,18,5,10,1,20,17
2,0,0,2,0,0,5,16,0,4,37,1,55,0,2,2,0,2,1,1,0,0,0,1,4,2,0,0,0,0,2,1,0,0,0,5,0,7,0,0,5,3,0,0,0,0,6,1,0,0,0,2,29,4,0,0,0,1,2,0,0,0,0,2,0,0,0,0,12,6,11,0,0,0,0,0,0,0,27,5,1,1,0,1,0,2,0,3,0,0,8
1,2,1,0,0,0,0,7,0,0,1,0,1,0,1,2,0,0,0,3,0,42,3,0,0,0,20,12,3,0,0,1,30,0,3,0,0,0,3,0,6,2,0,0,0,0,1,0,1,4,0,3,1,0,1,0,0,0,4,0,21,0,0,0,0,17,37,1,0,0,0,0,0,0,0,6,0,0,5,2,0,0,0,0,0,2,17,3,0,4,3
1,13,0,0,11,1,0,0,5,3,3,0,2,16,6,22,9,5,5,1,8,0,8,4,4,23,0,0,0,1,12,0,0,5,1,0,29,3,2,11,2,7,0,0,0,4,0,2,18,3,8,14,0,0,14,5,1,2,4,8,0,2,18,3,2,1,1,1,0,20,28,8,8,0,10,0,14,2,5,2,5,5,4,18,11,25,3,0,12,22,2
0,13,0,0,0,20,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,26,0,29,0,0,0,0,4,0,0,1,0,0,0,0,0,23,0,0,0,0,4,0,0,0,0,0,9,0,0,29,0,0,56,0,0,1,0,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,30,0,0,0,0,0,0,39,0,0
1,0,1,1,0,0,0,8,0,0,0,4,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,24,3,0,4,1,0,2,3,6,1,0,0,0,0,1,10,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,6,3,0,0,1,0,0,0,0,1,0,0,0,3,17,0,0,0,0,0,0,12,7,0,0,2
1,2,1,13,5,0,0,0,0,7,3,0,0,9,2,19,5,15,7,2,9,0,3,3,6,9,1,1,3,10,5,5,10,9,14,5,1,1,3,0,3,18,1,0,2,0,0,0,2,5,14,6,3,8,9,4,0,6,3,7,1,0,24,1,6,4,1,10,0,9,5,16,4,0,12,3,9,2,0,0,4,0,5,5,14,8,1,1,2,12,7
1,1,0,1,4,0,0,19,0,0,0,0,0,5,2,5,0,2,1,0,6,0,0,2,1,2,0,0,0,5,1,3,0,5,1,0,1,2,2,0,0,1,0,1,18,0,1,2,0,0,6,11,0,1,8,3,0,0,0,4,0,0,0,0,1,0,0,0,0,2,2,1,4,0,1,1,6,0,1,0,0,0,4,0,9,14,0,3,0,3,5
1,0,20,3,4,0,0,10,0,5,0,6,0,0,2,6,5,0,1,17,5,5,1,0,0,1,0,0,6,2,1,0,1,0,16,6,0,0,0,0,2,12,0,4,3,0,10,5,0,0,0,1,3,0,0,0,0,11,5,0,1,0,0,1,11,1,1,23,0,3,3,3,0,0,6,0,5,4,1,0,0,2,4,1,3,1,1,3,0,4,0
12,19,0,0,2,18,0,0,18,0,0,0,0,18,0,7,10,0,8,3,6,0,0,8,10,13,0,1,0,6,6,2,0,5,0,2,3,0,0,11,0,6,0,0,8,9,0,14,6,0,0,0,0,17,8,8,4,0,5,12,0,13,2,0,0,0,0,0,0,15,35,2,1,0,5,0,20,0,0,0,3,15,1,3,16,7,1,1,31,2,2
4,6,0,5,17,0,8,10,0,16,7,1,1,9,10,31,7,2,6,16,7,0,16,5,0,2,2,0,1,3,0,16,1,5,11,6,0,3,20,0,6,3,2,3,14,0,0,6,11,1,0,0,12,3,3,6,0,13,8,14,1,0,0,2,11,2,2,10,0,6,0,0,0,0,11,6,11,2,24,1,0,1,8,0,19,2,1,11,0,3,6
1,0,1,4,0,0,7,11,0,4,1,21,9,0,5,6,1,5,1,1,6,0,14,1,0,0,3,0,1,1,0,0,4,0,0,17,0,65,0,0,0,4,29,1,0,0,4,3,0,3,0,12,0,0,0,3,0,6,1,0,0,0,0,3,1,0,0,4,3,0,0,1,0,0,0,0,0,1,9,14,0,0,0,0,0,0,0,8,0,3,0
3,8,4,2,15,34,0,0,8,4,2,1,0,14,1,20,9,1,0,0,3,0,2,13,7,6,3,0,1,4,14,3,1,2,6,1,5,0,0,19,1,7,4,0,0,29,0,8,1,0,17,3,0,0,9,17,9,3,2,1,0,80,51,3,9,1,0,0,0,10,8,23,3,1,4,0,1,1,3,2,2,27,7,2,5,24,4,2,40,16,0
3,11,2,2,62,0,0,0,3,0,0,0,5,33,0,33,8,0,5,0,25,0,1,3,2,14,0,0,1,20,15,16,6,42,2,2,3,0,35,3,0,2,0,1,14,0,0,9,8,0,8,3,0,9,0,9,0,0,0,20,0,4,9,0,16,0,0,0,0,45,2,5,79,1,21,1,10,0,2,2,3,3,6,33,32,34,3,0,10,8,14
0,10,0,6,8,0,0,2,0,10,8,1,0,12,4,49,5,3,13,0,19,0,0,2,1,9,1,0,8,4,19,3,6,19,2,11,15,0,4,0,0,24,0,0,5,0,0,4,3,0,8,6,3,17,9,0,0,5,3,26,0,0,14,0,8,0,1,1,0,29,3,37,1,0,34,5,11,4,7,4,8,1,5,7,38,1,8,1,1,38,6
0,16,0,0,0,63,0,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,56,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,16,0,0
23,0,20,14,6,0,2,0,0,5,2,0,0,1,6,7,3,6,1,27,10,0,17,1,4,1,7,8,3,2,2,10,4,0,6,6,0,8,4,0,1,15,1,0,2,0,0,6,0,11,0,13,6,3,0,5,0,0,31,3,14,0,18,24,5,11,20,18,2,0,1,6,0,0,9,12,5,0,4,7,2,0,11,1,4,10,0,28,0,0,3
8,0,6,20,0,0,5,3,0,20,5,21,1,1,2,6,0,1,1,14,6,0,12,1,0,0,8,9,0,0,2,2,6,3,0,8,3,46,4,0,3,6,2,4,4,0,1,3,0,5,5,8,1,2,0,3,0,31,0,0,11,0,8,24,1,9,0,9,1,8,0,1,0,0,5,2,7,7,6,2,9,0,3,1,3,4,39,12,0,6,0
0,20,0,0,10,0,0,0,6,0,0,0,0,23,2,12,0,1,0,1,0,0,7,5,1,14,0,0,0,3,3,2,0,26,2,5,6,0,8,7,0,2,0,0,8,1,0,7,4,0,12,14,0,1,20,26,0,3,0,0,0,3,3,0,3,0,0,1,0,9,5,1,8,0,6,0,14,1,0,0,1,5,2,3,11,0,2,0,14,8,1
10,0,1,19,3,0,0,4,0,0,2,0,2,0,0,0,0,7,5,3,2,0,12,0,1,0,0,11,2,4,2,1,3,0,2,4,0,0,0,0,0,5,0,21,0,0,1,1,0,1,0,1,0,0,0,0,0,14,11,0,0,0,3,1,0,9,0,0,1,0,0,11,0,0,1,1,1,0,2,12,7,0,0,0,1,0,0,2,0,0,1
0,38,0,0,0,42,0,0,32,0,0,0,0,29,0,0,0,0,0,0,0,0,0,39,0,43,0,0,0,0,10,0,0,0,0,0,3,0,0,42,0,0,0,0,2,37,0,0,0,0,13,0,0,80,4,0,17,0,0,3,0,0,0,0,0,0,0,0,0,0,48,0,0,0,18,0,7,0,0,0,0,33,0,0,0,0,0,0,67,0,0
6,12,3,4,5,0,2,1,0,12,15,7,2,42,17,56,8,46,9,5,1,0,7,3,28,31,0,0,11,1,13,6,3,4,19,15,17,7,5,0,18,24,0,0,18,0,0,24,0,0,2,0,0,51,9,14,0,18,8,3,3,0,0,3,1,2,4,0,2,39,5,9,3,0,8,6,30,1,5,5,2,10,4,6,22,19,8,5,0,19,0
9,0,3,26,8,0,0,1,0,7,3,1,0,1,3,9,5,0,7,1,4,0,7,0,2,0,4,0,1,0,2,5,1,0,17,3,0,0,1,0,11,7,2,0,3,0,0,1,0,1,0,2,3,3,0,0,0,24,24,0,1,0,3,0,9,5,1,6,0,6,0,23,1,0,2,0,3,0,21,14,0,1,0,3,3,0,1,9,0,8,10
2,2,8,12,4,0,4,10,0,9,10,9,3,0,0,13,5,4,16,8,8,0,19,0,4,2,0,10,0,9,6,5,2,18,4,1,1,0,4,0,0,11,0,0,2,0,0,6,1,11,0,11,1,9,16,8,0,5,1,3,0,0,1,9,0,2,2,8,0,13,19,24,2,1,20,7,15,1,1,5,4,0,18,2,9,5,5,3,1,3,3
2,0,11,10,5,0,0,21,0,0,2,0,3,1,0,0,0,0,0,7,1,8,41,0,0,0,1,18,0,0,0,11,46,0,2,0,0,0,0,0,4,18,0,17,1,0,6,4,0,1,0,2,0,1,0,0,0,11,9,0,9,0,2,5,2,0,4,9,0,1,0,2,2,0,3,12,2,0,1,10,2,0,1,0,4,4,23,19,0,3,0
12,0,139,2,2,0,0,0,0,0,1,0,0,2,0,3,2,0,0,0,4,7,0,0,1,1,1,6,0,0,0,0,3,0,4,0,0,0,0,0,0,8,0,37,1,0,3,1,0,1,0,2,0,0,0,1,0,20,0,0,0,0,4,1,2,4,0,27,0,0,0,1,5,0,6,5,0,1,0,4,3,0,8,0,2,7,2,0,0,0,7
2,0,0,7,1,0,6,5,0,15,3,43,13,1,5,5,4,23,4,1,4,22,5,1,1,0,2,1,0,2,0,8,10,0,15,7,0,1,1,0,10,2,0,1,1,0,0,10,0,23,0,10,4,0,0,1,0,18,9,1,0,0,0,6,8,9,27,0,0,5,0,0,0,0,6,2,0,6,2,1,1,0,2,0,0,0,9,8,0,2,0
0,0,0,2,0,0,0,0,0,0,1,1,21,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,3,4,28,0,0,2,0,9,11,7,2,11,9,32,5,7,13,4,9,0,2,10,3,16,3,4,7,8,9,4,5,11,9,7,32,1,10,0,2,15,6,0,20,0,1,9,2,3,15,6,0,10,45,29,0,0,8,9,0,0,39,6,13,1,0,5,0,0,5,14,7,0,14,6,25,8,9,0,9,2,3,22,39,29,2,6,1,34,4
0,15,0,0,7,24,0,0,13,2,4,1,0,19,5,13,1,6,13,2,2,0,0,18,0,66,10,0,1,0,16,1,0,5,0,0,20,4,0,42,1,8,11,0,28,3,0,5,2,3,35,0,0,8,2,3,7,1,0,5,0,48,5,0,19,0,0,0,0,5,0,0,0,0,10,0,3,2,0,1,12,19,0,3,3,11,0,2,50,9,6
