Ant4,Ant57,Ant260,Ant5,Ant52,Ant59,Ant65,Ant244,Ant540,Ant929,Ant2,Ant6,Ant24,Ant25,Ant26,Ant30,Ant38,Ant73,Ant74,Ant99,Ant102,Ant148,Ant158,Ant191,Ant196,Ant202,Ant209,Ant245,Ant268,Ant278,Ant308,Ant604,Ant620,Ant646,Ant673,Ant838,Ant1,Ant12,Ant13,Ant20,Ant27,Ant28,Ant29,Ant32,Ant40,Ant42,Ant43,Ant44,Ant50,Ant55,Ant62,Ant66,Ant68,Ant70,Ant71,Ant80,Ant81,Ant82,Ant85,Ant91,Ant96,Ant97,Ant100,Ant105,Ant111,Ant112,Ant113,Ant114,Ant117,Ant126,Ant135,Ant137,Ant139,Ant142,Ant144,Ant147,Ant149,Ant153,Ant156,Ant159,Ant169,Ant170,Ant173,Ant174,Ant176,Ant178,Ant186,Ant195,Ant198,Ant207,Ant212,Ant217,Ant218,Ant219,Ant220,Ant221,Ant226,Ant229,Ant232,Ant238,Ant242,Ant243,Ant250,Ant255,Ant256,Ant257,Ant261,Ant263,Ant265,Ant294,Ant299,Ant301,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant356,Ant376,Ant387,Ant390,Ant391,Ant394,Ant395,Ant398,Ant433,Ant437,Ant475,Ant492,Ant501,Ant527,Ant549,Ant552,Ant556,Ant575,Ant580,Ant592,Ant593,Ant600,Ant607,Ant610,Ant614,Ant621,Ant632,Ant635,Ant638,Ant650,Ant663,Ant665
1,1,13,20,4,13,11,1,1,0,0,0,0,6,0,0,0,1,6,0,0,4,1,7,0,0,0,0,0,12,0,0,0,7,0,0,0,0,4,4,2,0,1,2,20,6,0,2,13,0,11,0,58,0,21,0,0,0,0,16,4,0,1,0,1,0,2,0,4,2,0,9,2,3,1,0,0,6,0,1,3,0,0,18,17,1,0,0,0,0,10,0,5,0,13,20,9,0,14,0,11,0,0,8,0,0,17,2,0,7,0,1,9,0,0,2,15,2,0,10,4,1,0,0,36,0,1,4,0,0,0,0,0,0,12,0,0,0,3,1,0,0,20,1,0,0,2,6,4,6,6,3
0,9,0,0,2,0,0,3,0,2,0,0,7,6,16,0,12,14,4,9,3,0,4,0,1,11,1,14,2,2,6,15,10,0,3,32,18,12,1,2,0,22,0,1,0,14,4,20,0,12,0,0,0,5,2,21,6,11,9,0,14,2,0,2,44,20,1,12,4,0,4,5,34,0,0,45,8,0,0,7,0,5,21,0,5,26,34,19,14,19,4,6,2,2,5,7,0,2,1,3,4,3,5,0,6,28,4,0,13,2,16,6,1,3,3,4,0,22,31,0,5,0,0,16,0,30,8,0,9,14,15,2,12,3,3,6,27,1,3,25,40,26,3,4,71,5,7,0,0,8,14,0
0,4,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,10,0,8,1,1,0,0,3,16,0,1,0,0,0,2,0,2,0,5,33,0,1,1,0,11,0,0,0,0,0,9,3,6,1,0,0,0,0,2,0,19,13,0,9,0,2,0,3,43,0,0,0,0,0,2,21,0,0,40,2,0,6,0,0,1,5,0,0,15,7,2,13,0,0,22,0,5,1,0,0,0,3,0,0,0,1,0,5,4,0,0,0,0,3,18,0,0,0,3,0,4,14,0,0,0,0,32,0,25,3,0,12,1,17,0,10,0,0,1,8,1,0,11,60,11,0,1,29,0,0,0,0,3,3,0
8,3,0,2,2,1,2,12,2,4,6,6,0,0,17,20,5,3,0,5,0,0,6,13,1,6,22,3,7,11,16,18,23,5,0,6,0,6,1,15,6,0,2,2,1,2,13,10,22,3,0,0,2,3,0,4,12,1,0,7,8,0,10,15,8,0,14,11,18,26,0,30,6,0,0,9,7,0,0,12,0,27,4,0,15,0,13,14,1,20,43,0,14,0,18,36,16,7,5,16,8,2,6,11,1,0,2,3,2,5,10,5,0,3,6,3,10,9,3,4,14,4,0,4,6,0,0,5,0,5,0,3,0,12,28,2,1,6,10,3,0,7,7,16,1,5,4,0,6,8,4,0
0,2,0,0,1,2,2,9,0,0,0,16,2,17,0,1,5,9,4,6,0,7,3,0,1,13,0,13,3,2,3,25,0,13,6,18,11,1,0,7,8,14,0,2,0,24,9,12,10,9,3,1,1,0,0,16,4,8,0,0,11,0,5,2,10,15,2,8,10,1,0,17,10,10,1,32,5,0,0,6,15,25,9,0,4,5,28,2,12,0,23,1,6,6,5,9,2,3,13,0,3,0,0,9,7,9,1,0,8,4,4,17,1,1,1,4,0,9,10,0,20,0,7,18,0,12,4,0,2,10,8,1,7,3,2,7,20,9,4,8,4,4,21,0,14,0,15,0,2,17,1,11
10,3,0,4,1,27,5,0,4,3,0,0,0,20,1,0,1,0,2,1,0,0,3,12,4,0,1,5,0,8,8,0,1,3,1,0,0,2,2,6,2,2,1,0,1,2,0,0,5,0,0,1,0,1,5,1,4,0,1,0,3,0,13,1,3,0,1,2,4,4,0,9,0,3,1,3,5,2,0,1,3,0,1,0,7,0,0,2,0,2,20,0,4,0,11,13,6,0,1,7,4,4,0,0,3,2,8,3,2,1,3,3,1,0,1,5,2,7,0,8,8,2,2,2,0,0,1,0,0,0,0,2,0,7,9,0,2,6,4,4,0,2,7,3,1,0,1,0,1,9,1,0
3,9,0,0,0,0,0,3,0,12,0,12,0,5,5,1,0,0,5,5,6,0,3,1,6,0,3,5,9,1,5,3,17,1,0,0,0,15,0,4,0,2,0,1,0,0,2,0,4,0,0,1,0,13,2,1,1,3,26,0,2,8,1,0,14,5,0,8,0,1,10,12,3,0,1,13,11,1,0,5,1,3,0,0,1,0,11,13,3,26,0,0,1,8,0,0,0,0,4,24,4,2,6,2,7,10,6,4,9,0,0,9,0,8,9,5,0,0,3,0,13,1,0,5,0,3,16,0,0,9,14,3,0,3,3,6,5,9,7,4,2,1,1,0,1,5,8,0,0,0,1,6
2,6,0,0,3,0,1,1,0,0,1,14,10,3,9,0,0,0,0,10,0,4,0,0,0,28,0,7,0,0,0,35,4,11,0,31,45,2,0,5,0,22,0,0,0,4,3,11,3,32,10,0,0,0,0,17,0,27,1,0,20,1,1,0,11,18,10,0,0,1,2,10,33,4,0,37,1,0,25,4,1,0,38,0,0,17,13,4,17,0,7,23,2,4,0,0,0,0,7,0,1,0,0,0,9,6,0,0,2,0,17,6,1,0,2,3,0,1,25,1,2,0,0,39,0,55,0,0,5,3,17,3,21,0,8,3,10,4,1,5,35,16,3,1,30,0,0,0,0,42,1,0
0,1,0,5,11,6,11,18,9,11,6,4,0,0,4,2,5,0,0,6,0,0,3,2,3,0,1,5,4,5,10,12,1,6,5,3,0,3,2,3,5,0,12,4,2,0,1,3,5,0,7,14,0,3,1,0,14,2,0,0,1,1,13,19,1,1,0,16,5,6,0,4,2,2,5,7,3,4,0,11,19,4,0,0,13,0,0,0,0,6,29,0,5,0,0,5,0,10,23,1,3,8,1,1,2,0,12,4,0,14,0,6,8,0,4,1,2,3,0,1,6,3,5,1,0,0,5,0,0,4,9,9,0,3,19,2,4,1,0,5,0,3,6,1,0,5,1,0,3,3,14,17
0,25,0,2,0,0,0,5,0,5,0,9,8,5,6,1,5,10,6,0,3,0,3,1,8,9,0,7,4,2,5,18,12,4,0,24,1,5,1,12,1,10,0,1,2,5,1,15,5,7,1,1,0,15,0,10,2,12,14,0,14,19,8,3,26,3,2,30,14,1,8,29,52,2,0,33,27,1,0,1,1,2,12,0,13,10,11,15,11,0,9,1,3,10,2,4,0,3,2,2,2,1,1,0,3,14,0,0,11,0,8,33,0,6,15,8,0,20,11,0,5,1,0,29,0,11,4,0,7,7,14,3,10,4,8,23,22,6,2,12,12,12,3,0,39,3,17,0,2,34,12,6
0,6,0,1,0,0,0,0,0,5,0,3,1,0,0,0,6,0,0,3,0,0,5,0,3,0,0,21,1,8,5,0,11,0,0,0,0,7,0,2,0,7,0,0,1,0,2,0,0,0,0,0,0,8,0,1,0,3,0,0,0,10,2,2,17,1,0,19,0,2,13,2,2,3,0,9,3,0,0,0,0,3,0,0,2,1,0,6,1,12,2,0,1,0,1,2,0,4,2,10,1,0,1,0,0,21,4,0,3,1,0,2,0,3,1,9,0,0,2,0,2,0,5,0,0,3,18,0,2,1,4,1,0,12,7,0,2,15,11,0,1,1,0,0,3,3,2,0,0,1,0,0
6,2,25,4,6,0,5,0,0,0,4,0,1,0,7,0,0,4,0,0,0,0,0,8,6,0,14,0,0,2,2,1,0,10,0,5,0,3,2,15,0,5,5,0,1,5,0,0,6,0,7,1,20,2,3,0,2,0,0,11,1,0,6,0,0,3,29,0,14,3,0,27,0,9,2,3,4,0,0,1,4,1,1,0,0,3,9,0,2,0,6,1,0,0,8,0,3,5,2,0,4,4,0,0,0,6,7,0,1,4,0,3,1,0,0,3,3,1,5,2,0,0,3,11,34,0,2,13,3,0,2,0,0,0,2,1,0,18,0,1,0,1,8,21,3,0,0,30,19,14,0,1
0,9,0,2,0,6,3,4,2,7,1,4,0,6,3,3,3,0,3,3,5,0,0,5,12,1,6,3,8,7,11,9,3,1,3,6,0,2,1,9,4,1,1,2,3,4,5,1,10,1,1,5,1,5,2,1,6,2,1,0,0,9,13,0,1,1,6,23,2,8,1,13,3,10,2,2,7,5,0,4,10,3,15,1,6,0,0,5,2,18,12,0,9,2,4,5,2,1,8,7,1,5,0,3,1,3,4,4,1,4,1,4,1,6,0,6,0,7,1,0,16,4,4,6,1,0,14,2,0,10,2,2,0,10,10,3,0,8,2,7,0,0,6,1,2,4,3,0,4,8,2,2
2,0,16,38,1,7,6,1,5,2,7,0,0,13,0,12,1,0,2,1,0,8,5,0,2,0,3,1,5,3,4,0,0,1,1,0,0,0,2,2,1,0,4,1,1,0,0,0,2,0,9,4,20,0,0,0,3,0,0,53,0,0,15,10,1,0,2,0,2,10,0,2,0,0,2,2,1,2,0,7,1,14,0,4,0,0,0,7,0,1,25,0,7,0,26,3,6,3,13,5,6,9,1,11,0,1,1,23,0,2,0,0,7,0,0,0,10,1,0,32,4,11,3,0,3,0,1,0,0,0,0,2,0,8,0,0,1,2,8,0,0,0,2,1,0,1,1,12,6,4,4,27
0,6,0,3,0,0,3,0,9,11,0,1,3,1,1,4,6,0,3,8,3,6,12,2,0,0,1,6,6,11,10,0,1,11,8,1,0,2,0,20,12,5,0,3,1,9,12,0,2,0,2,2,0,5,0,4,5,2,3,0,7,1,17,0,1,0,4,5,4,0,8,23,10,0,0,7,6,2,0,2,2,2,5,0,2,0,0,12,3,15,3,3,6,4,9,7,4,8,6,14,2,8,4,1,6,3,4,6,5,5,0,9,0,5,4,16,0,3,1,1,20,3,0,14,0,3,9,0,0,22,5,5,1,5,9,3,5,10,3,6,0,0,14,0,1,5,11,0,2,11,4,8
0,2,0,0,0,0,0,0,0,0,0,11,16,6,13,0,0,28,0,9,0,0,1,0,0,0,1,0,1,0,0,41,15,0,0,9,72,0,0,0,0,15,0,0,1,3,0,29,0,38,1,3,0,0,0,27,0,32,2,0,46,4,2,0,0,27,3,0,4,0,0,16,17,0,1,60,2,0,13,0,0,0,49,0,1,27,39,1,37,0,2,44,1,4,2,0,2,0,1,0,0,0,0,0,10,1,0,0,1,0,63,13,0,2,0,3,0,14,49,0,0,0,0,64,0,43,1,0,14,5,4,2,29,2,0,0,22,0,1,27,65,37,4,0,14,0,0,1,0,14,4,0
0,2,2,7,3,0,11,3,5,3,0,1,0,22,0,1,3,0,1,0,0,14,6,3,1,1,0,2,15,1,5,2,0,0,1,0,0,4,3,17,0,0,0,9,4,0,8,0,4,0,14,0,2,4,0,0,7,0,1,3,2,4,43,0,1,0,0,12,0,1,1,8,1,1,4,7,0,13,0,6,0,3,0,2,1,0,0,2,0,8,1,0,3,2,1,4,8,1,6,50,6,0,2,8,0,0,12,0,1,2,1,2,2,0,3,7,10,3,0,2,6,9,4,5,15,0,1,8,0,9,1,6,0,7,3,1,2,1,23,2,0,0,1,0,3,6,4,11,2,1,11,5
0,5,0,1,15,0,0,0,4,5,0,14,1,3,13,5,5,7,5,7,21,0,3,1,6,0,2,0,4,30,10,10,4,4,12,28,1,8,6,5,1,9,1,0,5,25,11,6,21,2,18,1,0,3,5,1,12,9,3,0,7,2,71,3,16,1,1,5,4,26,3,13,11,28,2,4,9,7,0,10,12,30,5,1,6,1,12,65,4,7,13,0,10,4,11,3,12,2,13,3,15,8,0,9,8,37,13,1,0,0,6,11,3,3,21,11,2,16,2,7,14,4,1,1,0,0,4,0,0,21,5,4,0,21,29,12,2,8,11,9,0,6,5,0,24,3,18,3,1,20,3,0
0,10,0,3,0,1,1,3,1,20,0,2,0,7,3,0,9,0,4,4,1,0,8,5,6,1,15,4,0,7,12,1,6,10,2,1,2,6,0,7,0,12,6,2,2,0,7,1,4,0,1,2,0,8,5,1,13,3,31,1,7,9,10,4,7,0,0,13,2,5,4,7,6,3,2,2,3,4,0,10,2,19,0,0,8,0,2,3,3,12,8,0,8,3,0,5,1,13,18,11,1,5,14,2,3,1,12,3,4,1,1,3,0,4,4,11,0,4,7,1,8,3,3,2,0,0,19,0,0,9,5,12,0,17,1,2,2,17,17,2,2,1,3,1,3,16,1,0,1,3,4,4
3,10,9,14,5,11,13,3,1,14,12,2,0,11,2,8,1,0,5,2,8,2,7,3,11,0,1,30,7,0,10,0,1,4,4,1,0,7,1,6,5,2,5,3,11,0,14,0,8,1,5,9,3,8,22,0,7,2,1,4,1,14,2,6,14,0,0,9,2,31,20,13,1,6,7,1,7,27,0,3,1,10,0,7,8,0,0,8,2,32,20,0,8,1,7,18,5,1,18,120,4,19,7,4,4,17,20,11,10,10,0,0,7,1,1,22,3,1,2,2,8,6,5,0,3,0,7,2,0,4,6,3,0,11,23,1,1,7,33,2,1,0,0,3,3,7,5,8,5,2,8,2
0,10,0,4,1,11,1,1,0,4,0,6,0,16,3,8,5,0,10,5,5,2,11,4,10,0,5,10,12,10,0,0,5,2,2,4,0,9,2,16,4,4,10,3,10,4,15,1,13,0,1,2,3,1,0,5,5,9,3,2,0,11,25,3,3,0,0,8,2,8,2,23,3,7,2,1,5,10,0,2,2,18,1,1,13,0,0,0,1,25,23,0,5,0,0,11,2,0,4,18,5,5,2,10,1,7,8,9,0,0,3,0,1,4,1,2,3,0,0,3,12,4,1,0,4,1,3,2,1,7,6,3,0,8,16,7,1,10,3,2,0,4,1,4,2,9,0,5,5,5,8,4
9,3,0,0,2,0,7,1,0,0,0,15,2,18,25,0,3,35,12,18,0,1,9,0,0,41,2,10,1,0,0,0,0,21,4,38,20,1,1,6,2,9,0,2,1,25,6,32,4,19,7,0,0,7,0,32,4,14,1,0,25,0,3,0,15,16,9,0,16,1,0,14,11,2,0,63,2,0,0,1,9,4,38,0,9,3,63,4,21,0,4,3,5,4,9,7,0,3,0,2,2,7,0,0,3,8,0,0,7,0,28,30,7,0,5,15,5,5,11,0,6,0,0,23,0,17,9,0,1,4,9,4,25,2,18,1,11,19,2,41,40,20,10,4,52,2,8,0,0,59,2,2
0,25,0,0,0,0,0,19,0,4,0,10,0,23,0,1,17,4,1,12,11,0,3,0,1,15,0,4,6,1,5,0,0,1,2,2,2,8,0,0,0,0,1,0,3,7,10,7,4,7,0,0,1,24,0,8,1,3,1,0,11,6,8,1,15,7,0,12,2,1,12,10,5,0,0,9,9,3,0,0,0,0,6,0,4,0,8,2,1,12,0,0,0,3,0,0,0,1,5,8,0,0,10,1,3,7,7,4,18,1,18,7,0,18,15,2,0,4,3,0,4,0,0,3,0,1,12,0,2,3,13,2,0,1,7,6,7,5,3,9,3,9,4,0,8,13,16,0,2,0,5,1
10,4,0,1,11,7,3,3,8,0,7,0,2,5,13,3,1,11,6,4,0,10,1,1,11,0,0,4,10,4,2,21,1,0,10,19,0,4,4,5,17,2,0,4,2,7,0,18,3,4,13,0,2,3,0,0,1,1,0,0,7,0,28,0,0,0,11,0,23,8,0,3,4,27,1,2,1,2,0,1,18,17,7,3,11,3,26,11,1,0,22,0,27,5,14,25,2,0,2,0,0,2,0,10,0,5,25,3,3,8,2,10,8,0,1,1,0,5,2,4,12,0,10,14,1,6,2,0,0,8,5,4,0,2,18,16,6,7,0,16,0,6,5,23,9,0,0,0,8,21,0,0
2,0,0,4,0,9,11,6,1,10,0,3,0,0,6,1,0,0,5,0,0,0,3,1,8,0,1,12,2,4,2,4,2,10,0,1,0,0,8,10,12,0,18,7,0,3,5,0,12,0,0,4,1,1,2,0,21,1,0,0,2,0,3,6,0,0,0,5,2,3,1,8,2,12,0,0,2,4,0,1,1,7,0,1,2,0,0,5,2,3,7,0,13,0,11,0,0,0,7,3,1,12,0,2,3,0,4,2,0,1,1,1,9,2,0,6,4,1,0,15,2,6,9,1,0,0,1,0,0,3,0,14,0,7,0,2,2,0,7,4,0,0,4,5,0,1,0,0,1,5,2,11
1,4,0,2,0,3,0,6,1,1,0,32,5,6,18,0,0,31,3,24,0,5,6,0,1,9,0,28,1,1,4,38,2,19,1,0,2,17,0,6,1,13,0,1,0,18,8,26,6,13,3,1,0,5,0,20,7,20,17,0,28,3,10,0,4,13,5,2,17,3,2,9,32,4,1,47,9,0,0,7,14,5,26,0,6,24,43,10,17,4,7,7,2,13,5,5,1,0,3,0,3,1,1,0,18,15,2,0,7,5,12,27,0,1,7,1,0,17,0,0,4,0,2,31,0,10,5,3,10,5,27,8,2,2,3,9,18,2,1,31,11,14,6,12,96,4,17,0,0,58,27,2
0,1,0,0,0,0,0,0,0,0,0,18,33,0,11,0,0,45,0,1,0,0,0,0,0,72,0,1,2,0,0,20,2,0,0,2,0,0,0,0,0,34,0,0,0,0,0,17,0,65,0,0,0,0,0,12,0,34,0,0,21,0,0,0,2,37,0,0,0,0,1,2,24,0,0,62,0,0,52,0,0,1,39,0,0,31,8,0,28,1,0,71,0,5,0,0,0,0,0,1,0,0,2,0,10,1,0,0,0,0,23,19,0,0,1,0,0,1,50,0,0,0,0,15,0,52,0,0,9,0,5,0,33,0,0,0,15,2,0,13,97,14,0,0,18,1,0,0,0,7,2,0
0,3,0,1,2,1,0,1,8,4,0,12,0,6,1,2,15,2,3,5,7,3,2,0,2,0,4,8,6,7,9,1,8,4,0,17,0,0,0,6,0,4,0,1,0,4,9,1,3,0,0,0,0,7,0,3,4,3,12,0,4,9,4,2,10,4,0,7,3,7,15,11,18,1,0,1,4,0,0,0,0,5,8,0,2,0,5,4,3,9,1,0,5,7,2,0,1,3,3,11,0,1,11,0,3,15,1,0,6,6,2,5,0,12,6,7,0,6,0,1,4,2,0,3,0,1,6,0,0,4,10,1,0,5,3,1,4,3,4,10,1,3,1,1,11,4,11,0,2,12,2,2
11,0,6,8,2,6,13,3,4,10,4,1,1,1,0,2,0,0,2,1,0,2,1,2,0,0,3,6,0,1,2,1,0,4,8,0,0,0,0,1,2,1,6,10,2,0,0,0,28,0,15,7,6,0,5,0,3,0,0,36,0,3,8,12,1,1,3,0,3,6,0,2,4,1,7,1,1,2,0,1,3,0,0,11,8,0,0,2,2,1,0,0,0,0,6,0,1,0,0,4,4,1,0,1,0,3,3,7,0,2,0,0,5,0,0,0,3,0,0,18,3,3,3,0,5,0,0,12,0,4,0,10,0,3,15,0,0,0,2,0,0,0,4,1,4,0,0,20,5,1,4,14
0,10,3,2,8,3,4,9,3,13,4,2,1,15,7,6,4,5,3,12,2,15,9,2,20,0,17,5,7,6,16,6,0,5,10,6,0,6,1,0,5,17,1,6,7,6,3,14,13,2,20,4,3,17,5,3,9,2,25,6,3,7,9,3,3,1,9,12,15,2,7,19,12,14,17,7,4,4,0,4,10,11,10,0,3,0,4,18,1,13,6,4,9,1,6,2,1,2,9,11,8,5,3,11,7,8,4,4,2,2,1,6,3,5,8,9,0,5,4,1,21,0,3,2,9,0,9,2,0,15,2,5,0,4,7,6,3,9,5,9,0,6,12,6,7,6,2,1,11,23,6,3
14,3,0,1,2,14,5,4,1,10,2,0,0,6,8,2,0,0,5,1,0,0,4,1,12,0,0,1,0,5,4,2,0,17,12,1,0,0,2,5,0,0,17,8,3,5,0,4,7,0,1,9,4,1,0,2,3,0,1,0,0,3,8,10,8,0,2,5,2,12,0,2,0,0,1,4,5,2,0,4,25,4,2,0,4,0,3,0,0,0,9,0,9,0,22,1,0,1,0,2,18,0,0,6,1,0,1,5,1,7,0,4,2,1,0,3,4,2,0,3,4,2,11,3,0,0,0,0,0,1,3,1,0,1,8,6,0,2,2,3,0,1,6,5,0,0,1,0,21,3,0,6
