Ant4,Ant260,Ant52,Ant65,Ant244,Ant397,Ant540,Ant6,Ant7,Ant9,Ant15,Ant19,Ant26,Ant30,Ant60,Ant72,Ant74,Ant76,Ant102,Ant158,Ant191,Ant196,Ant227,Ant245,Ant252,Ant278,Ant308,Ant329,Ant518,Ant604,Ant673,Ant740,Ant954,Ant0,Ant1,Ant12,Ant13,Ant17,Ant20,Ant23,Ant27,Ant35,Ant43,Ant48,Ant50,Ant51,Ant53,Ant54,Ant62,Ant70,Ant71,Ant81,Ant96,Ant97,Ant105,Ant109,Ant111,Ant112,Ant115,Ant117,Ant124,Ant126,Ant137,Ant159,Ant172,Ant175,Ant178,Ant186,Ant190,Ant194,Ant206,Ant210,Ant215,Ant219,Ant220,Ant229,Ant238,Ant242,Ant243,Ant250,Ant251,Ant255,Ant256,Ant264,Ant289,Ant296,Ant299,Ant301,Ant324,Ant331,Ant334,Ant342,Ant347,Ant380,Ant390,Ant394,Ant395,Ant398,Ant458,Ant475,Ant476,Ant482,Ant501,Ant509,Ant556,Ant560,Ant564,Ant576,Ant580,Ant599,Ant607,Ant610,Ant614,Ant621,Ant650,Ant663
7,1,3,3,1,7,0,2,6,2,0,1,1,4,22,2,5,4,1,5,2,2,13,0,8,1,3,4,0,0,0,6,1,2,6,3,2,1,2,0,1,0,1,3,0,4,1,3,0,5,5,2,2,9,7,3,1,0,46,6,4,1,1,3,0,1,0,3,1,6,1,0,3,1,2,7,1,1,7,0,0,5,4,1,3,1,4,10,5,0,4,6,2,2,0,2,6,0,2,0,0,0,1,0,3,0,2,1,1,3,2,0,3,1,0,7
10,5,1,27,0,1,0,24,61,9,1,0,3,6,1,0,1,31,10,0,2,10,6,0,5,1,0,2,0,0,11,0,0,20,18,1,0,0,2,0,19,0,0,23,5,3,1,18,0,26,1,26,7,1,2,4,1,19,7,4,6,2,0,0,3,4,0,5,11,18,2,0,4,0,1,8,11,0,25,0,2,5,10,1,0,14,4,0,6,0,0,29,0,5,4,2,24,0,11,9,9,2,0,9,1,22,0,0,0,0,0,0,5,15,24,15
4,0,15,22,1,2,3,14,0,8,1,3,0,1,5,3,5,20,0,1,3,6,14,0,6,5,3,1,0,0,0,14,3,7,6,26,4,1,0,0,5,6,1,10,0,12,0,2,3,1,2,1,2,8,3,10,4,3,2,6,8,17,0,2,2,2,0,10,2,2,2,0,26,0,1,8,6,1,9,0,0,16,6,1,0,8,0,0,1,6,10,5,0,3,5,1,4,2,0,3,0,7,3,7,0,0,0,0,0,0,0,1,8,4,0,16
2,1,12,14,1,2,0,0,0,9,4,6,1,0,11,13,6,20,0,7,1,1,5,0,1,16,18,1,0,0,0,17,23,1,19,25,4,13,6,8,1,1,6,2,0,7,6,5,13,1,12,3,4,22,5,4,6,3,20,1,1,2,3,30,11,1,18,4,3,0,2,0,14,2,9,19,4,4,2,0,0,4,3,4,3,5,2,5,15,3,0,4,6,0,7,14,1,3,3,1,0,0,11,1,3,0,3,0,1,9,8,1,19,2,0,10
0,1,26,4,2,6,3,0,0,16,22,1,5,11,0,7,3,29,0,2,10,7,14,0,1,6,19,0,0,5,15,10,15,1,7,21,15,12,18,2,1,5,3,2,0,12,12,6,18,2,2,0,5,26,5,7,7,2,18,14,6,4,1,1,7,7,1,7,3,4,12,2,12,1,11,8,0,2,14,0,3,2,15,6,2,2,0,22,16,10,3,3,1,0,5,24,12,8,6,1,0,6,3,3,13,0,0,6,1,22,1,4,5,2,0,28
0,0,15,0,0,0,1,0,0,11,2,0,3,13,7,0,1,24,0,0,9,0,3,0,1,1,7,15,0,2,0,1,6,0,7,15,2,29,16,8,0,11,3,1,0,2,9,1,2,0,15,0,0,31,4,7,0,1,7,0,2,0,1,19,2,4,2,2,0,1,19,0,14,5,2,2,1,7,5,0,0,0,7,7,0,3,0,10,3,1,5,0,0,1,14,9,2,9,3,0,0,0,8,1,4,0,3,8,0,11,1,7,2,0,0,6
2,0,7,2,3,4,1,2,0,11,5,1,5,6,3,1,0,6,0,6,9,1,5,0,2,0,1,12,0,0,8,3,1,0,1,0,12,2,1,46,2,11,3,1,0,4,20,1,4,5,20,0,2,10,3,0,4,0,11,0,0,0,11,1,11,2,9,1,6,4,1,0,0,2,1,5,0,9,1,0,0,0,4,8,4,7,0,1,4,4,4,0,2,1,6,9,4,17,0,0,0,0,0,0,2,0,0,1,0,2,41,3,2,1,0,14
21,27,11,29,1,6,2,23,78,1,4,31,20,20,29,24,6,0,13,9,5,31,9,1,15,12,7,4,0,1,16,9,3,9,16,16,5,2,5,1,7,0,2,10,10,29,0,25,0,6,8,43,9,9,4,18,16,21,9,17,9,65,4,3,13,31,0,9,5,38,3,4,17,1,3,17,14,4,9,0,5,9,22,1,1,34,20,7,39,13,9,17,0,24,1,15,11,2,62,9,14,52,0,14,5,10,1,0,1,20,1,5,2,22,19,28
7,8,2,40,0,1,0,7,102,0,1,10,0,0,0,0,0,13,0,0,0,9,1,0,3,0,1,0,0,0,0,0,0,9,3,0,0,0,0,0,4,0,0,23,13,0,0,0,0,3,0,14,4,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,3,1,0,0,3,0,0,1,8,0,2,0,7,13,0,0,0,1,21,0,1,0,0,11,0,38,0,0,19,0,1,2,24,0,0,22,1,19,0,0,0,0,0,0,0,0,10,3
2,1,11,5,5,3,9,1,0,10,5,0,1,7,2,0,6,9,0,0,24,1,9,0,2,2,2,3,0,26,3,3,6,1,7,0,2,6,50,0,0,5,25,5,0,7,10,0,6,7,11,3,1,3,8,3,7,0,14,3,0,6,14,5,12,4,8,3,6,6,10,0,2,11,8,3,4,6,6,0,0,2,2,7,4,2,1,8,11,2,4,0,22,2,0,3,7,40,2,4,0,4,3,1,5,0,5,2,1,4,2,7,12,5,0,3
2,3,4,1,9,9,2,0,0,2,2,2,3,1,10,9,9,5,0,24,0,4,12,0,4,0,7,3,0,2,2,21,6,1,9,2,11,0,16,10,1,4,4,2,0,1,1,1,9,1,9,2,23,1,15,7,6,3,26,2,8,1,4,1,2,10,4,2,5,5,1,6,15,6,5,10,0,1,4,0,1,0,3,3,1,1,1,6,8,4,2,3,0,0,7,4,4,2,1,0,0,2,1,0,2,0,3,10,1,3,2,4,6,0,0,14
10,7,2,35,2,4,0,24,84,2,2,10,6,1,7,0,1,31,9,1,4,0,9,0,6,11,3,0,0,0,2,5,2,15,18,2,1,0,1,0,3,0,1,26,16,14,0,14,0,9,1,35,4,6,4,11,6,4,5,7,10,11,0,2,0,2,1,10,11,17,0,8,3,0,4,8,16,2,7,0,9,7,11,0,0,17,17,4,13,3,1,25,0,27,1,4,8,0,19,19,20,9,0,24,2,17,0,0,0,1,1,0,2,8,10,17
11,7,12,20,3,8,7,2,0,12,13,6,14,5,14,3,5,9,1,9,12,9,0,0,6,10,5,11,0,1,3,12,6,8,18,9,10,6,7,2,0,3,3,4,0,6,1,2,3,12,6,5,24,10,2,4,3,12,33,10,4,7,1,2,27,6,5,3,27,12,7,3,17,2,4,16,1,4,7,0,3,2,14,0,1,7,5,6,5,8,12,8,1,3,7,28,12,3,7,18,0,10,13,1,5,0,4,4,1,6,0,5,7,13,0,30
0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,7,5,15,0,5,2,6,21,1,8,5,6,1,1,1,2,15,3,2,4,6,6,0,0,19,6,0,0,0,3,3,5,13,11,4,2,1,4,1,3,1,0,10,5,4,0,3,1,19,1,7,0,2,1,0,3,0,5,8,7,3,1,0,5,2,2,5,7,3,2,3,16,0,1,5,6,1,6,0,5,8,23,0,1,5,4,2,0,3,1,8,1,9,1,1,6,4,6,1,8,3,1,17,3,2,0,0,0,0,0,0,3,24,5,13
9,2,24,21,0,16,1,4,1,3,1,1,5,16,6,1,0,12,0,2,0,11,10,0,19,0,11,0,0,0,3,9,17,7,8,8,4,5,0,0,3,1,0,6,0,6,0,4,1,16,4,6,7,4,1,5,1,3,3,5,5,20,0,7,2,10,1,6,6,11,4,4,12,0,3,19,2,0,8,0,0,1,14,0,0,4,2,0,1,2,0,10,0,1,11,1,1,1,28,8,0,3,0,2,2,0,1,0,0,1,0,0,2,14,0,19
2,0,9,3,5,3,5,2,0,12,3,0,3,18,19,7,1,7,1,2,7,3,5,0,6,11,0,0,0,1,1,13,10,3,9,9,16,16,16,3,0,4,1,2,0,2,3,9,7,0,5,2,1,10,0,4,1,0,8,5,16,1,0,11,9,5,1,6,7,5,5,1,12,0,12,2,1,1,4,0,0,2,3,3,3,2,1,7,11,4,0,0,0,0,13,11,2,9,0,2,0,1,1,0,0,0,0,1,1,0,6,0,3,0,0,12
0,0,4,0,0,1,3,1,0,1,4,2,1,1,0,15,12,4,0,3,3,0,11,0,0,0,0,0,1,0,0,4,6,1,3,2,3,2,22,11,0,5,20,0,0,1,2,1,3,0,5,1,17,16,17,3,0,0,19,1,0,0,8,6,6,10,1,1,0,0,3,0,2,1,3,0,0,1,2,0,0,0,1,3,1,0,0,15,3,1,21,0,8,0,7,5,1,1,0,0,0,0,12,0,0,0,4,1,8,4,6,7,4,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,12,0,0,0,0,0,0,0,5,2,0,1,0,26,2,0,1,0,0,0,1,0,0,0,1,4,5,0,0,0,0,9,6,2,0,39,2,0,0,3,45,0,1,0,14,0,0,1,36,1,0,0,2,0,0,0,68,6,3,0,13,0,0,2,4,0,0,36,2,2,0,9,1,0,0,0,0,7,3,0,0,2,10,2,5,0,24,0,0,0,0,16,0,0,0,0,2,0,0,0,71,41,3,9,5,8,0,0,0,0
5,4,10,12,0,9,1,4,6,3,0,11,0,0,15,0,8,16,0,3,2,2,3,0,3,3,1,0,0,1,0,3,0,12,5,2,2,3,10,1,4,2,1,11,0,5,0,6,4,12,1,8,2,3,0,1,0,0,1,4,13,1,0,1,0,5,0,9,2,3,5,0,10,0,3,10,0,0,8,0,0,1,4,1,0,10,3,0,0,4,1,3,0,2,15,5,3,2,5,7,0,2,0,4,3,0,0,0,0,2,0,0,1,2,0,15
1,13,26,5,4,3,11,0,0,10,6,0,14,17,10,1,3,9,0,3,21,5,12,0,3,9,13,4,0,4,3,0,9,8,8,7,13,6,24,0,3,7,11,13,0,3,0,3,8,1,10,1,8,15,15,15,1,3,14,13,7,3,0,3,5,1,4,4,3,6,6,4,19,2,9,26,8,3,16,0,0,4,6,5,4,15,0,2,4,3,1,0,0,0,7,1,5,4,4,3,0,2,6,4,10,0,4,1,4,1,6,0,0,4,0,12
0,0,7,11,3,5,8,0,0,9,1,0,3,23,15,6,1,3,0,6,6,2,6,0,5,17,10,6,0,5,0,9,0,4,7,20,12,15,28,5,2,7,7,1,0,9,1,3,7,2,6,1,3,24,19,7,5,0,3,3,1,1,0,3,10,14,12,5,8,0,24,1,18,6,22,13,0,5,10,0,0,0,5,3,5,3,1,13,7,1,1,2,9,0,1,5,2,11,0,0,0,1,1,0,4,0,5,5,1,4,1,2,3,3,0,12
12,6,3,23,0,4,1,18,43,6,2,20,7,1,1,0,0,9,9,1,1,15,8,0,13,7,3,1,0,0,12,8,4,0,11,7,0,0,1,0,5,0,0,19,2,18,0,4,0,20,2,39,6,0,2,1,2,5,0,12,11,2,1,0,5,0,0,16,2,8,0,6,19,1,0,11,12,2,18,0,1,18,32,0,0,11,9,2,1,7,0,26,0,16,5,1,5,4,13,5,15,7,0,10,4,9,0,0,0,0,0,0,1,12,7,5
7,3,11,9,0,8,2,8,5,2,6,18,6,19,7,7,1,16,3,7,9,18,18,0,11,8,9,3,0,0,5,8,7,11,0,10,6,4,4,1,4,2,4,8,2,7,3,9,1,9,5,3,6,4,2,6,9,8,9,8,16,5,0,4,10,5,2,10,2,11,10,5,29,2,5,13,3,3,10,0,0,8,26,0,0,8,15,3,10,5,7,13,1,4,16,18,9,1,4,4,1,6,1,6,11,0,0,0,0,5,4,0,4,14,1,20
0,0,19,14,2,7,11,0,0,10,3,1,26,25,21,15,0,16,0,0,2,2,9,0,4,8,9,2,0,0,2,7,20,7,10,0,11,22,9,14,1,7,0,1,0,4,7,1,13,2,4,7,2,27,2,6,8,0,10,3,7,2,0,12,9,6,12,4,0,1,11,0,23,2,18,12,2,0,22,0,0,2,7,3,0,6,0,15,18,5,9,0,0,0,7,9,2,3,0,0,0,0,1,4,5,0,0,8,2,4,6,6,1,2,0,13
0,0,7,0,1,11,15,0,1,3,2,0,4,4,15,2,12,5,0,2,11,1,10,0,2,4,16,3,0,0,2,13,12,0,6,11,0,11,5,2,1,4,3,0,0,3,4,1,11,3,5,0,1,14,4,6,4,2,6,1,0,4,0,6,14,7,1,2,3,5,19,0,7,1,7,2,0,6,1,0,0,0,3,2,10,4,1,5,10,3,1,0,0,0,5,6,2,2,2,0,0,0,2,0,0,0,2,9,1,12,38,11,2,3,0,12
0,0,13,0,5,5,11,1,1,13,1,0,1,13,12,29,2,2,0,6,0,0,6,0,1,5,16,2,0,9,3,6,15,0,4,22,11,0,6,14,0,14,17,3,0,17,4,5,1,0,16,0,1,15,4,1,0,0,16,3,1,0,0,6,19,18,10,2,1,0,9,0,0,1,16,8,1,15,4,0,0,0,3,6,12,1,0,7,16,0,0,0,7,0,12,8,3,17,2,0,0,0,2,0,3,0,5,3,0,5,0,3,6,1,0,7
0,0,8,5,12,13,9,2,0,8,2,2,0,6,18,16,1,5,0,50,16,1,7,0,4,0,16,22,0,6,10,24,28,1,4,9,5,6,0,11,0,8,13,6,0,4,2,4,3,2,7,0,10,17,21,6,1,3,33,3,2,4,9,18,7,20,0,3,16,3,8,0,11,23,16,8,0,27,13,0,0,0,2,15,4,1,2,8,8,2,5,3,0,0,8,0,5,5,4,2,0,1,1,0,1,0,4,5,3,11,20,5,11,1,0,7
0,0,11,4,1,4,7,0,0,10,0,0,0,8,2,8,46,1,0,0,10,0,2,0,1,0,3,11,0,2,1,0,5,0,1,14,2,14,11,0,0,5,0,0,0,25,3,0,5,0,11,0,0,3,19,4,1,0,3,0,0,0,0,4,4,0,15,1,1,0,11,0,6,3,17,5,0,1,4,0,0,0,0,7,7,1,0,25,4,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,10,0,3,1,2,1,0,0,2
12,3,2,22,1,2,0,5,28,5,1,19,5,1,1,0,2,7,4,0,1,3,0,0,3,3,0,0,0,0,4,3,2,5,4,1,1,0,0,0,0,2,0,14,5,5,0,4,0,17,0,34,12,1,2,6,0,15,2,4,13,5,0,0,0,0,0,7,3,2,0,6,16,0,1,8,2,0,9,0,4,8,10,1,1,4,12,0,2,12,2,19,0,17,8,2,22,0,7,18,4,6,0,10,4,15,0,0,0,0,0,0,0,9,14,14
0,1,11,1,3,4,13,0,0,1,0,0,6,1,5,11,11,0,0,5,4,0,3,0,1,1,4,5,0,39,2,7,7,0,2,7,4,14,8,5,2,0,13,1,0,1,8,0,3,1,6,0,1,13,4,3,1,0,6,0,0,1,18,19,4,3,8,0,0,2,7,1,2,3,6,4,0,5,2,0,0,0,5,20,8,1,0,1,4,0,4,1,8,0,5,4,0,3,0,1,0,0,3,0,1,0,6,16,2,5,0,10,3,0,0,1
0,0,1,2,7,1,13,0,0,4,1,0,1,6,3,3,3,2,0,25,4,1,3,0,0,0,1,20,0,2,1,11,7,0,4,0,3,17,13,0,0,13,0,1,0,0,1,0,0,1,3,1,2,22,23,4,2,0,34,3,0,0,3,9,10,3,27,1,2,2,20,0,9,14,5,1,0,1,8,0,0,0,3,26,2,2,0,6,0,3,12,0,0,0,1,6,1,0,0,0,0,5,16,0,1,0,9,2,3,6,6,9,3,0,0,4
16,11,13,21,0,33,1,27,74,1,3,23,10,2,2,1,1,10,23,5,2,26,4,0,10,6,2,0,0,0,11,13,1,19,8,1,0,3,6,0,14,1,1,0,20,16,1,4,4,12,0,22,4,3,4,8,0,4,11,12,12,6,1,0,5,3,3,20,9,5,0,10,12,0,2,9,14,1,8,0,15,25,31,0,0,13,12,2,12,5,1,39,0,32,1,5,12,1,19,21,23,4,2,39,10,9,0,0,0,2,4,0,5,16,13,7
5,10,0,28,0,0,0,5,16,0,0,5,0,0,0,0,0,10,13,0,0,16,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,5,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,0,1,0,8,5,0,0,0,3,10,0,0,0,0,32,0,30,0,0,29,0,0,1,8,0,0,15,0,15,0,0,0,0,0,0,0,3,3,0
0,1,3,29,1,6,0,12,11,15,4,3,12,7,12,2,4,29,0,7,1,14,6,0,4,6,2,1,0,3,5,3,9,18,7,4,3,17,4,25,5,1,0,16,0,0,2,2,0,4,1,7,3,6,5,8,5,1,8,10,3,1,0,1,14,7,0,4,2,7,6,1,12,1,1,6,14,8,10,0,0,5,5,1,1,6,3,8,21,5,2,21,1,7,0,1,6,2,2,8,0,5,0,2,2,0,5,3,2,2,0,1,8,10,0,31
0,0,10,0,4,2,4,0,0,8,1,1,0,6,12,9,20,0,0,10,1,0,1,0,0,0,3,2,0,45,0,0,1,0,3,7,4,4,2,3,0,8,1,1,0,2,0,0,1,0,4,0,2,12,12,1,2,0,0,0,1,1,15,9,2,3,8,1,0,0,2,0,2,26,1,1,0,15,2,0,0,0,5,15,15,0,0,5,0,1,1,0,11,0,5,4,0,9,0,0,0,0,3,0,1,0,12,28,4,11,5,13,0,0,0,0
5,7,3,15,0,14,1,8,8,6,3,18,2,5,6,1,1,25,0,0,1,14,2,0,3,4,9,1,0,0,6,3,3,4,9,1,1,5,4,0,4,0,0,4,0,2,0,0,0,20,4,6,9,1,0,1,2,5,3,11,6,3,0,0,3,0,0,5,1,5,3,1,22,0,1,4,4,1,8,0,2,5,9,1,0,5,7,2,5,1,0,4,0,12,4,7,8,0,5,3,3,1,2,10,5,4,0,0,0,1,0,0,2,19,1,5
0,0,3,1,1,0,16,0,0,9,0,0,3,13,18,2,4,0,0,6,9,0,3,0,1,1,7,3,0,1,4,8,7,0,1,13,11,1,3,5,0,3,0,4,0,0,1,0,0,0,3,0,13,11,3,1,1,0,4,0,1,0,0,10,13,5,2,2,1,0,8,0,2,2,8,2,1,4,2,0,1,2,8,3,7,2,0,9,4,1,3,0,0,0,7,0,0,1,2,0,0,0,5,0,0,0,1,3,0,2,19,0,1,0,0,5
10,0,6,13,1,9,2,5,2,8,5,26,1,1,2,0,5,6,3,7,1,9,12,0,19,16,0,0,0,0,12,1,2,20,9,2,3,0,2,0,17,1,1,12,0,4,0,20,0,0,2,31,16,1,2,15,5,11,9,9,10,6,0,0,3,4,0,11,5,25,4,1,16,0,3,10,4,0,10,0,2,5,14,2,2,7,3,3,1,11,3,19,0,3,27,7,17,0,5,6,0,5,0,3,9,0,0,0,0,2,0,0,11,18,0,31
1,0,9,1,1,10,10,1,0,1,5,1,2,12,2,15,20,8,0,11,9,1,6,0,1,4,5,5,0,14,1,10,6,2,5,4,5,16,7,11,0,6,3,0,0,1,4,4,3,2,0,0,14,11,5,3,2,3,9,1,1,1,1,3,25,0,15,1,5,0,8,0,2,1,5,12,0,14,6,0,0,1,0,4,2,1,0,2,20,0,12,2,2,1,9,2,0,6,3,0,0,0,4,0,0,0,10,2,1,16,0,7,7,0,0,3
10,7,12,24,0,3,2,33,64,3,2,26,1,3,0,0,0,43,14,3,2,35,5,0,7,6,2,1,0,0,8,1,1,39,3,7,0,0,0,0,34,0,1,22,4,7,0,6,0,31,0,0,6,1,2,7,1,27,2,29,12,3,0,0,2,1,0,14,8,24,0,5,9,2,0,5,10,1,9,0,11,6,8,0,0,14,14,0,1,3,0,45,0,15,11,1,15,0,11,11,22,2,0,14,4,28,0,0,0,0,0,0,1,36,11,15
6,0,6,4,10,8,0,2,1,12,2,7,2,4,5,0,2,9,4,1,23,4,24,0,0,7,1,17,0,0,2,8,3,6,6,2,1,1,10,0,12,1,2,4,0,3,2,9,13,16,14,6,0,1,11,7,1,8,32,7,11,5,6,0,6,7,0,9,0,4,1,6,3,0,0,11,1,5,9,0,2,2,12,8,8,2,3,0,1,5,5,3,2,1,13,5,4,6,12,8,0,11,3,0,11,0,0,1,0,0,1,0,3,1,0,18
0,1,31,5,9,22,6,1,0,3,9,1,8,22,26,31,10,9,0,3,1,6,10,0,2,4,10,16,0,1,3,15,24,0,4,27,14,15,17,3,1,13,22,3,0,6,12,1,11,1,11,1,1,0,29,5,1,2,15,2,5,2,4,19,8,31,5,4,2,2,18,0,5,1,13,18,1,5,9,0,0,1,2,10,21,5,2,17,3,5,13,0,13,0,16,10,2,10,0,0,0,4,16,0,5,0,6,19,7,8,15,13,13,0,0,15
0,4,13,0,6,14,16,11,0,7,7,2,3,5,5,4,3,4,0,8,15,4,2,0,1,1,0,17,0,36,0,15,19,2,2,2,4,4,21,19,2,4,23,4,0,5,12,0,3,2,5,2,11,29,0,3,3,1,18,7,5,0,0,1,0,5,12,4,1,7,8,0,5,4,14,11,3,20,11,0,0,2,0,0,2,3,0,4,11,6,1,1,1,0,3,16,0,13,4,5,0,1,3,5,0,0,7,8,2,6,5,12,24,6,0,6
