Ant52,Ant65,Ant244,Ant2,Ant6,Ant15,Ant19,Ant60,Ant99,Ant102,Ant148,Ant202,Ant209,Ant227,Ant237,Ant268,Ant604,Ant673,Ant35,Ant50,Ant63,Ant96,Ant98,Ant126,Ant137,Ant140,Ant147,Ant169,Ant172,Ant174,Ant176,Ant178,Ant195,Ant206,Ant210,Ant232,Ant256,Ant262,Ant289,Ant296,Ant298,Ant324,Ant332,Ant356,Ant400,Ant437,Ant476,Ant492,Ant502,Ant552,Ant556,Ant560,Ant564,Ant592,Ant593,Ant599,Ant621,Ant638,Ant650
5,0,7,0,0,0,6,5,3,9,0,0,1,0,9,0,3,8,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,16,2,0,0,0,0,2,2,0,1,1,0,0,27,6,0,1,4,0,1,2,5,9,8,0,10
0,0,0,13,0,0,0,0,0,0,0,0,0,33,0,7,0,0,0,0,0,0,0,20,0,0,0,0,1,0,2,0,0,0,0,0,19,0,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0
6,0,0,0,0,0,6,3,0,1,1,0,0,0,0,0,1,3,1,0,8,7,6,0,9,0,12,3,1,1,0,0,1,11,4,0,0,2,0,2,13,1,4,1,1,0,4,2,0,0,11,0,0,34,1,3,11,0,6
0,0,0,6,0,0,0,0,0,0,0,33,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,5,0,11,0,0,0,0,0,57,0,66,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,80,0
4,0,0,0,0,43,9,2,3,1,9,0,0,0,0,0,1,7,0,0,2,2,0,0,4,0,4,1,0,2,0,0,0,1,2,17,0,0,0,0,1,0,0,0,2,2,0,0,2,0,7,2,0,0,2,7,1,0,0
0,2,4,1,9,1,2,0,3,0,0,7,0,3,0,0,10,0,0,4,0,2,0,24,0,2,2,0,5,0,1,0,6,0,0,6,0,1,2,0,0,0,0,0,1,7,0,0,1,0,0,2,1,0,0,0,0,2,0
1,0,3,0,2,0,11,0,9,0,3,0,1,0,1,10,0,2,10,38,1,8,0,6,0,16,2,1,30,4,3,0,17,3,16,1,28,4,0,7,0,0,0,0,1,13,0,0,5,3,2,6,14,0,3,7,3,0,3
0,0,4,0,0,0,5,14,5,2,8,0,3,0,7,0,2,0,0,0,10,0,2,2,4,0,8,1,0,3,0,0,1,0,1,11,0,0,0,3,22,0,12,3,2,0,2,5,2,19,8,7,0,1,5,3,4,0,5
0,0,7,0,2,2,4,0,2,0,0,0,1,0,0,0,10,0,0,13,0,7,0,14,0,10,0,0,1,0,3,0,9,0,19,0,0,1,0,1,0,4,0,0,3,5,1,0,1,1,0,0,7,2,3,0,2,0,1
1,0,0,0,3,17,6,0,1,6,0,0,0,0,0,4,38,0,13,0,2,8,0,7,0,11,7,1,5,1,1,0,7,0,1,20,0,2,0,18,0,4,0,0,0,4,1,0,51,0,0,0,8,1,1,0,1,0,0
0,0,2,0,0,22,5,0,0,1,0,0,8,0,2,0,1,10,0,2,0,5,3,0,0,0,10,3,0,15,0,0,0,8,0,2,0,2,0,0,2,0,0,6,0,2,1,0,2,0,0,3,0,1,0,1,4,0,8
0,0,3,0,3,8,10,0,6,3,0,0,7,0,2,2,8,0,7,8,5,0,2,11,0,7,29,6,1,2,0,0,2,0,5,44,1,0,0,0,0,0,1,7,2,7,3,0,3,0,0,0,8,4,4,0,0,0,0
0,0,0,0,5,26,1,2,3,2,6,0,6,0,0,0,0,2,0,0,3,2,0,9,3,0,4,3,1,3,0,0,5,3,1,3,12,1,0,0,17,0,3,6,1,0,9,9,2,2,0,1,10,21,4,0,18,0,11
0,2,4,10,10,0,0,0,2,0,0,20,0,9,0,24,6,2,14,7,0,11,9,0,0,24,0,9,12,1,7,0,5,0,0,2,17,1,25,1,0,0,3,0,2,8,2,0,1,1,0,0,27,0,0,0,1,35,0
0,0,4,0,0,1,2,8,1,10,0,0,9,0,4,0,0,4,0,0,0,0,3,0,0,0,2,3,0,1,0,0,0,34,3,0,0,1,0,0,21,0,2,1,3,0,0,2,0,0,21,0,0,19,6,2,7,0,1
5,0,2,0,11,3,11,0,0,0,0,0,0,0,0,2,16,0,10,11,0,7,0,24,0,0,3,1,0,1,3,0,4,1,1,4,11,0,0,0,0,0,0,0,2,30,0,0,1,0,0,0,29,0,0,0,0,0,3
0,0,7,0,2,0,16,6,10,0,0,0,12,0,4,2,2,8,0,7,10,29,4,0,2,3,0,0,14,24,0,0,5,6,1,23,1,0,0,4,0,0,4,0,0,5,0,1,11,1,10,0,2,0,8,0,0,0,1
1,0,3,0,6,2,1,2,1,10,1,0,3,0,1,0,1,1,0,1,3,6,3,9,3,1,0,0,0,3,0,0,3,5,0,1,0,1,0,0,2,14,0,1,33,0,8,8,1,3,18,3,0,0,2,7,18,0,18
0,9,4,0,1,0,7,0,0,1,0,1,1,5,0,5,30,0,1,5,0,1,1,12,0,0,14,0,0,5,6,0,12,4,9,0,4,1,12,6,0,0,0,0,0,2,0,0,7,0,0,1,8,0,5,1,0,2,2
0,5,1,0,10,4,8,19,6,5,0,0,1,0,2,0,4,3,0,1,15,2,3,1,1,1,24,3,5,0,0,0,7,5,4,7,2,0,0,0,4,0,4,16,6,11,18,3,4,3,5,14,6,1,5,9,3,0,2
0,0,0,1,0,0,0,0,0,0,0,2,0,11,0,1,3,0,3,1,0,0,0,7,0,3,0,0,6,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,5,0,8,3,3,0,4,0,0,0,1,0,0,6,17,1,9,7,0,2,5,5,0,4,5,3,12,7,0,0,0,1,10,24,5,3,0,1,6,8,0,0,0,1,0,0,7,0,2,8,8,0,4,6,4,0,1
38,0,0,0,3,1,6,15,15,3,16,0,11,0,1,0,3,0,0,0,8,0,3,0,34,1,6,5,4,5,0,0,1,0,9,2,1,0,0,7,28,9,4,4,4,0,6,23,2,44,13,5,0,45,10,5,9,0,22
0,4,11,0,9,0,12,0,2,0,2,0,4,0,2,0,16,1,19,1,0,5,1,0,3,1,1,0,9,4,0,0,10,9,0,13,0,2,0,3,0,6,0,0,8,8,3,0,2,4,6,4,17,2,4,5,20,0,6
4,1,2,0,14,19,7,0,0,4,0,0,0,0,17,6,1,11,0,20,2,44,3,2,0,4,23,1,0,7,0,0,24,2,13,0,0,1,0,5,2,0,0,0,0,8,0,0,8,1,2,5,5,0,0,3,2,0,0
0,6,9,4,2,0,2,0,1,0,0,19,0,57,0,0,28,0,0,0,0,1,12,17,0,11,1,0,4,2,10,0,5,1,0,0,0,0,12,12,0,3,0,0,0,5,0,1,0,4,0,2,10,0,0,0,0,11,0
0,11,5,0,1,0,1,0,3,0,0,0,2,0,0,1,4,0,1,2,2,0,1,1,1,0,0,1,1,0,0,0,3,0,2,1,0,0,0,1,0,1,0,0,0,4,0,0,10,0,0,3,3,0,0,0,4,0,0
0,0,0,6,0,0,0,0,0,0,0,59,0,66,0,2,0,0,0,0,0,0,0,25,0,0,0,0,12,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,69,0
3,1,1,0,6,0,3,1,1,2,2,0,2,0,0,0,7,3,1,18,0,0,0,1,0,0,4,0,6,0,0,0,1,7,3,5,12,1,0,0,7,2,2,0,0,5,2,0,1,10,0,5,4,0,1,0,0,0,3
3,0,2,0,1,0,2,16,3,8,2,0,13,0,1,0,0,22,0,0,2,0,17,0,21,0,0,2,0,4,0,0,6,28,0,2,0,0,0,7,0,0,7,15,7,0,7,23,1,7,7,2,0,20,2,2,15,0,14
0,2,6,0,0,2,18,1,6,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,14,0,0,0,0,8,9,6,0,3,1,0,2,0,0,0,0,8,0,0,2,0,1,5,4,7,0,2,17,4,0,1
3,0,0,0,0,0,1,16,0,0,1,0,4,0,0,0,0,12,0,0,0,1,3,3,2,0,4,0,0,4,0,0,0,4,0,0,0,0,0,2,7,0,0,15,0,0,33,0,2,26,7,0,0,1,5,0,35,0,48
1,0,0,0,0,0,0,2,10,14,1,0,1,0,0,0,0,3,0,0,6,7,6,0,1,0,0,1,0,16,0,0,0,4,0,0,0,0,0,0,15,0,15,0,4,2,6,0,1,0,0,0,0,5,2,0,7,0,4
1,0,2,0,9,3,2,12,7,0,0,0,1,0,2,1,1,2,3,0,0,2,1,2,3,2,0,33,0,6,0,0,0,4,8,0,0,0,0,0,7,8,0,4,0,1,4,0,6,0,8,3,3,6,1,1,0,0,21
0,0,4,0,6,1,1,1,1,1,0,1,0,2,2,7,13,0,5,4,2,7,0,8,0,30,5,0,2,11,1,0,1,0,8,8,5,4,2,5,0,0,0,2,1,0,0,3,0,0,5,3,21,2,2,3,0,0,2
9,0,0,0,5,0,5,7,2,14,27,0,4,0,0,0,0,2,1,1,1,3,9,2,0,0,0,8,0,18,0,0,0,6,3,0,0,0,0,2,7,0,33,6,4,0,0,4,0,9,0,1,0,13,8,1,4,0,21
0,0,3,0,0,0,0,7,17,18,6,0,2,0,0,0,0,5,0,0,0,0,9,0,2,0,1,8,0,3,0,0,0,23,0,0,1,0,0,0,23,2,0,0,0,3,4,0,0,1,16,2,0,7,2,10,4,0,31
1,1,2,0,1,18,4,0,15,0,0,0,0,0,2,1,5,2,1,51,2,3,2,1,0,1,11,1,7,4,0,0,7,2,2,8,0,10,0,1,1,0,2,1,6,0,0,0,0,2,0,0,7,0,0,0,3,0,0
14,0,3,0,0,0,5,2,15,1,1,0,0,0,0,0,3,19,1,0,0,0,2,1,0,0,1,3,0,3,0,0,0,44,4,1,4,0,0,10,7,1,26,0,0,0,9,1,2,0,2,0,0,2,2,1,21,0,8
0,1,4,0,0,0,3,5,0,1,4,0,11,0,7,0,2,8,0,0,0,0,0,0,21,0,10,18,0,5,0,0,2,13,6,2,0,0,0,0,7,5,7,0,8,5,0,16,0,2,0,2,4,11,9,21,0,0,11
0,2,2,0,2,0,10,0,1,0,0,0,0,0,2,2,6,7,0,0,3,0,1,0,0,0,0,3,1,14,0,0,8,5,4,5,2,3,0,5,2,4,0,0,3,3,1,2,0,0,2,0,1,2,2,8,5,0,3
0,2,18,0,24,1,4,0,4,1,1,0,0,0,0,1,14,0,7,8,0,8,10,27,0,29,2,0,8,6,0,0,8,0,17,5,10,3,0,4,0,7,0,0,3,21,0,0,7,0,4,1,0,0,7,0,1,0,0
28,0,0,0,1,0,1,3,1,0,2,0,34,0,0,0,0,1,2,1,1,4,21,0,19,0,0,0,0,1,0,0,0,45,2,0,0,0,0,0,20,0,1,5,6,2,13,7,0,2,11,2,0,0,14,0,7,0,2
10,0,1,0,4,1,6,5,0,0,5,0,1,0,2,0,3,5,3,1,0,4,4,0,6,0,8,2,5,5,0,0,4,10,4,0,0,0,0,1,2,2,5,2,1,2,8,2,0,2,9,2,7,14,0,1,5,0,2
2,0,3,0,0,0,4,0,15,0,9,0,3,0,7,0,7,3,0,0,1,0,0,0,2,0,0,7,1,9,0,0,6,5,5,3,0,0,0,0,2,17,0,0,1,3,1,10,0,1,21,8,0,0,1,0,1,0,4
10,0,5,0,2,19,1,0,4,2,8,0,11,0,1,0,3,4,2,1,4,0,18,1,7,0,0,18,0,3,0,0,4,9,20,2,0,4,0,0,15,4,35,7,0,0,4,4,3,21,0,5,1,7,5,1,0,0,23
0,0,0,5,0,0,0,0,0,0,0,42,0,80,0,2,0,0,0,0,0,0,0,35,0,0,0,0,2,0,8,0,0,0,0,0,11,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2,0,0,1,3,32,12,3,10,0,6,0,0,0,3,5,1,0,8,0,11,0,1,3,1,18,2,2,0,0,1,22,6,0,0,0,0,3,14,1,48,4,21,2,21,31,0,8,11,3,0,2,2,4,23,0,0
