Ant57,Ant260,Ant52,Ant397,Ant929,Ant6,Ant7,Ant9,Ant14,Ant19,Ant24,Ant26,Ant30,Ant60,Ant64,Ant74,Ant158,Ant161,Ant196,Ant202,Ant209,Ant227,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant673,Ant740,Ant838,Ant954,Ant0,Ant1,Ant12,Ant13,Ant20,Ant23,Ant27,Ant29,Ant42,Ant48,Ant49,Ant51,Ant54,Ant55,Ant62,Ant66,Ant68,Ant70,Ant80,Ant91,Ant96,Ant97,Ant98,Ant109,Ant113,Ant118,Ant120,Ant124,Ant126,Ant131,Ant135,Ant137,Ant140,Ant144,Ant147,Ant149,Ant159,Ant169,Ant170,Ant174,Ant175,Ant190,Ant195,Ant206,Ant210,Ant229,Ant232,Ant242,Ant257,Ant261,Ant262,Ant263,Ant264,Ant289,Ant296,Ant299,Ant301,Ant313,Ant326,Ant331,Ant332,Ant353,Ant356,Ant376,Ant380,Ant387,Ant391,Ant395,Ant433,Ant458,Ant492,Ant501,Ant507,Ant509,Ant530,Ant576,Ant592,Ant593,Ant607,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
5,4,1,18,2,3,8,0,31,1,8,7,5,11,5,6,3,0,24,9,3,0,8,8,8,9,7,0,10,12,4,8,1,16,8,0,15,4,1,7,53,23,2,5,5,8,1,6,0,2,0,2,4,14,0,2,12,8,0,6,2,8,20,9,1,14,3,2,10,3,1,0,15,7,1,12,9,0,4,7,22,8,3,5,8,9,23,0,16,6,5,4,4,8,3,14,0,15,3,2,21,1,2,3,0,10,1,2,7,1,15,7,14,3,1,1,9,3
5,3,3,4,21,7,0,1,1,3,4,4,1,0,4,0,7,1,5,1,0,8,0,9,6,10,8,4,9,1,15,7,0,5,3,4,16,1,4,7,6,3,3,1,20,0,1,3,6,6,7,12,5,6,2,2,2,3,0,12,3,2,0,1,2,3,0,1,11,6,4,0,0,9,0,11,1,5,2,2,1,11,14,0,6,3,3,3,8,5,1,0,5,16,0,2,0,14,7,2,6,1,1,0,1,8,3,0,1,5,0,5,6,2,0,1,17,1
2,7,3,5,1,4,2,4,4,0,0,4,0,1,0,3,3,3,18,2,5,8,9,0,2,4,12,4,0,2,6,13,0,11,2,3,18,1,0,3,5,4,1,4,0,3,0,8,3,9,1,4,11,16,4,4,5,1,3,4,2,9,1,0,0,8,0,0,4,0,1,0,10,3,0,1,2,9,6,6,6,3,0,5,3,12,6,2,8,23,0,4,12,1,3,10,0,13,2,0,14,2,4,0,4,11,17,7,7,12,0,2,8,0,0,0,12,3
2,7,4,0,1,0,1,13,2,11,0,4,0,0,8,5,7,1,0,0,1,8,6,2,0,36,5,3,11,2,2,0,1,1,11,15,3,0,1,29,0,1,0,15,10,0,24,3,3,3,8,10,2,23,9,4,0,2,18,12,4,7,2,9,18,11,0,1,14,0,8,9,0,5,0,9,19,2,3,11,14,9,35,20,0,25,2,1,1,0,0,4,4,7,3,2,0,8,6,1,8,5,2,0,7,15,1,5,0,4,0,3,1,16,0,2,2,6
11,3,5,1,7,2,0,4,8,0,0,4,0,0,6,9,2,2,5,0,3,9,10,4,36,0,8,6,17,0,5,3,0,0,4,4,8,4,3,15,2,1,0,10,6,0,9,2,17,2,3,7,7,8,5,1,3,0,3,3,2,3,1,1,1,2,0,0,7,0,4,0,2,2,0,6,7,2,4,8,6,11,6,2,3,4,7,6,4,2,0,0,1,0,2,1,0,4,8,3,7,4,1,0,0,0,3,12,0,7,2,4,3,8,4,0,11,5
2,25,11,9,19,2,3,14,7,0,1,5,0,2,0,0,3,2,4,11,15,7,8,12,5,8,0,5,28,5,9,2,2,5,1,10,3,7,12,9,1,2,1,2,14,5,0,4,10,19,32,29,19,23,0,7,7,15,0,27,3,12,10,11,9,19,0,0,10,2,31,0,4,9,0,16,10,14,6,1,0,27,8,9,15,6,7,1,4,5,4,3,4,6,11,9,0,0,8,2,21,1,0,0,12,17,17,46,17,16,1,18,6,8,0,3,12,15
24,7,24,2,5,5,0,6,0,1,2,25,0,0,3,0,11,5,0,0,1,0,4,4,3,6,5,0,8,1,4,3,0,0,13,1,3,1,13,2,1,3,1,9,14,1,2,8,6,4,7,14,28,15,8,19,1,0,3,4,6,1,0,6,5,4,0,0,16,0,31,4,3,1,0,6,0,1,7,3,0,12,9,15,13,14,1,7,1,1,2,0,6,0,5,0,0,3,12,27,3,1,1,0,5,28,11,19,2,2,0,7,0,8,11,1,0,2
13,3,5,0,21,2,1,6,2,8,0,8,0,1,6,10,11,2,0,0,2,10,9,0,11,17,28,8,0,1,3,0,0,0,29,2,1,1,1,13,0,0,0,5,12,0,45,1,7,7,23,6,4,10,0,1,1,0,4,2,0,5,2,9,31,3,0,0,16,0,27,5,0,7,0,5,8,3,6,23,8,14,8,0,2,4,0,9,5,0,0,0,0,0,17,2,0,1,15,11,5,1,0,0,0,15,9,20,0,0,0,1,5,4,17,0,4,6
1,6,0,20,4,13,11,0,37,0,6,0,0,7,0,0,0,5,20,15,1,12,1,2,2,0,5,1,1,0,0,13,0,8,1,2,2,5,1,3,16,9,16,0,3,17,0,13,0,10,2,4,1,0,1,0,11,7,0,6,10,0,9,3,0,9,0,2,7,1,2,0,20,3,0,3,7,1,0,3,3,3,0,0,0,0,5,0,10,10,3,9,10,7,0,9,0,7,5,0,10,0,12,2,2,9,2,0,17,0,0,4,10,0,0,15,19,9
5,1,3,4,18,3,1,5,2,3,0,17,0,2,2,14,0,4,5,2,2,4,15,6,2,5,9,4,3,0,0,8,0,0,8,2,3,1,1,8,3,2,1,3,1,1,4,4,1,3,0,2,10,10,3,3,0,0,4,6,4,3,1,0,6,2,0,0,3,2,3,2,5,3,0,14,0,4,3,11,0,15,4,1,3,11,3,4,1,4,2,0,5,1,5,2,0,2,7,3,11,4,1,0,0,24,3,6,1,2,0,5,4,10,0,2,2,0
1,12,11,15,4,30,7,3,19,1,7,1,1,16,0,1,0,3,15,7,0,8,7,13,0,3,2,3,0,13,8,0,0,11,1,6,14,5,1,13,6,11,12,1,0,28,1,7,1,13,1,9,3,8,3,0,24,13,0,15,6,0,3,5,3,17,0,6,8,0,2,0,15,5,0,1,7,4,0,0,2,1,0,4,9,5,17,0,12,31,5,14,17,16,0,10,2,8,4,6,8,4,12,2,0,3,0,0,34,2,5,25,10,4,0,7,6,6
0,0,0,0,0,0,0,1,0,8,0,1,0,0,4,5,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,15,0,0,0,0,1,0,4,5,0,0,0,1,0,0,0,0,23,0,0,0,0,0,0,4,25,0,0,0,0,0,0,7,5,0,4,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,23,1,0,0,0,0,0,6,3,0,0,0,0,3,1,1,0,0,18
1,68,0,10,2,19,40,0,17,0,10,0,27,41,0,2,4,1,34,22,4,16,5,11,1,0,5,0,0,8,0,11,0,0,1,1,5,37,2,6,60,34,12,0,0,30,1,33,0,1,0,12,1,26,1,0,27,125,0,10,0,8,10,3,0,9,135,119,42,85,0,0,8,1,49,63,3,5,3,0,28,1,2,1,2,6,12,0,36,22,19,8,7,27,0,44,2,11,6,1,12,1,20,17,2,0,0,0,14,0,35,16,101,5,0,20,11,1
13,7,2,0,15,0,4,1,4,3,0,10,0,0,4,4,11,0,0,1,0,8,3,2,11,4,1,13,29,1,8,1,0,1,0,6,0,1,4,25,0,1,0,4,10,0,18,1,0,9,2,14,3,14,13,3,3,2,18,9,0,7,1,28,19,6,0,0,8,0,5,3,0,5,0,0,9,0,2,18,9,15,3,24,0,1,1,7,7,1,3,0,0,5,7,3,0,6,5,2,5,0,8,0,0,27,32,15,0,0,0,4,2,7,10,2,0,4
15,9,7,1,0,2,9,20,2,9,1,4,0,0,3,1,5,9,2,2,2,0,4,3,15,4,10,1,2,2,2,6,0,1,6,0,1,0,18,5,7,4,0,8,9,0,6,1,3,3,1,1,1,12,7,7,1,1,14,4,5,10,0,23,6,5,2,0,7,1,8,14,1,1,0,3,11,6,1,9,0,8,9,10,6,5,2,8,1,2,1,0,9,4,3,1,0,5,3,9,19,8,3,0,1,7,9,11,3,2,0,7,4,8,8,3,10,4
4,7,4,3,4,9,3,0,5,0,8,0,0,1,0,3,0,2,7,3,8,15,16,18,3,8,3,3,1,2,3,14,0,5,0,1,0,2,3,6,8,4,1,2,1,2,0,3,0,2,0,6,3,0,1,0,11,3,1,3,6,4,4,0,0,1,0,4,2,1,11,0,6,3,0,2,2,1,0,3,1,2,0,1,4,6,11,0,6,1,1,7,17,2,4,2,0,4,5,0,12,1,6,1,4,0,2,0,7,3,3,1,3,13,0,8,4,4
0,26,0,10,0,12,17,1,6,0,1,0,13,8,0,0,0,2,23,4,0,4,1,1,0,4,7,1,1,5,1,5,0,37,1,0,2,0,0,2,7,38,9,0,2,42,1,8,0,1,0,13,0,8,0,0,7,15,0,5,1,2,11,7,0,5,36,24,10,13,0,0,18,1,23,4,3,2,0,0,3,0,0,2,0,13,10,0,19,31,16,4,0,11,0,8,0,3,0,0,4,0,11,2,0,5,5,0,10,1,14,15,15,0,0,8,13,1
1,1,16,5,5,2,1,10,2,0,1,4,0,0,6,8,59,15,1,1,7,1,4,0,1,3,12,13,1,1,1,1,0,2,4,18,3,0,0,4,4,6,0,1,1,1,0,4,8,4,5,14,9,8,3,23,1,0,36,4,0,0,3,1,18,3,0,0,1,0,3,0,4,3,0,7,0,3,9,4,0,26,15,7,5,6,3,9,1,13,0,0,0,0,16,2,0,4,5,4,4,6,8,0,10,34,8,4,1,6,0,1,3,31,17,1,2,9
17,3,0,3,24,1,9,41,4,1,0,17,1,0,12,2,33,2,1,2,1,7,7,3,29,15,9,2,13,3,8,13,0,6,25,5,6,2,4,0,2,0,2,6,4,1,4,2,14,7,6,68,11,4,1,33,3,1,5,4,2,0,1,25,5,7,0,1,21,5,3,0,2,8,0,12,18,9,2,3,11,21,11,6,7,50,3,12,4,5,2,1,4,6,3,2,0,15,27,3,4,3,5,0,2,7,3,4,1,9,1,11,9,2,0,0,11,3
2,11,1,24,0,2,15,0,5,3,26,0,1,16,0,0,0,0,30,21,3,53,6,5,0,2,1,1,0,16,3,6,0,60,0,7,8,7,4,2,0,35,6,0,7,20,2,19,1,4,1,1,1,0,4,0,55,4,0,10,0,5,8,3,0,13,6,3,13,0,8,0,12,1,0,5,2,3,2,1,0,0,0,1,2,1,6,0,24,44,3,29,2,1,0,7,0,0,5,1,8,0,9,7,0,0,0,0,25,1,4,25,18,1,0,12,5,1
0,29,1,13,2,3,19,1,18,0,6,0,6,34,0,2,1,0,38,32,1,23,3,4,1,1,2,3,0,9,2,11,0,34,1,4,4,38,6,0,35,0,25,0,5,36,0,6,0,8,0,4,4,5,2,0,28,23,5,3,1,5,21,5,1,6,17,30,50,17,7,0,14,0,7,14,7,0,0,1,1,4,0,2,1,3,16,2,36,15,16,19,2,35,1,26,0,12,7,0,4,0,35,12,0,5,0,1,7,0,20,24,33,4,0,26,7,1
1,23,0,1,0,5,8,0,4,0,1,0,2,23,0,0,1,0,48,9,0,2,3,1,0,0,1,1,0,16,1,12,0,12,0,0,1,9,0,2,6,25,0,0,0,33,0,5,1,12,0,0,0,3,5,0,8,19,1,4,0,0,2,0,0,6,13,6,2,18,0,0,12,0,3,2,1,0,0,0,4,0,0,0,1,0,13,0,10,5,3,13,4,17,0,11,0,7,0,0,10,1,17,4,0,0,0,0,12,1,5,8,3,1,0,17,4,2
9,5,7,0,4,1,0,12,0,3,1,14,0,3,31,175,5,1,6,0,2,5,1,4,15,10,2,9,5,0,3,1,1,0,4,8,2,0,1,6,0,0,0,0,1,0,6,0,2,2,3,4,4,7,37,7,1,0,10,1,0,0,0,8,11,0,0,0,4,0,16,15,0,0,0,0,1,1,18,4,0,5,6,11,4,2,3,4,0,7,0,0,0,0,40,0,0,1,0,10,1,7,1,1,0,12,11,13,1,0,0,0,0,1,14,0,0,0
2,7,8,2,7,1,1,12,5,43,1,9,0,0,6,10,9,8,0,0,8,5,20,0,10,6,14,14,12,3,1,0,1,0,10,9,1,2,1,4,7,5,0,1,0,0,8,1,5,1,10,6,3,5,2,0,1,0,6,5,4,3,0,17,11,0,1,0,3,2,13,5,0,16,0,20,5,5,9,7,5,5,6,0,18,3,2,10,1,2,0,2,6,5,2,11,0,10,5,16,9,8,1,0,4,14,5,17,1,2,1,4,0,11,16,2,9,16
1,33,1,15,0,13,10,0,11,0,9,0,4,26,1,1,0,5,30,16,1,8,0,3,0,0,5,1,0,17,1,28,0,30,0,0,2,42,1,1,20,36,33,0,0,0,0,18,0,1,0,1,0,2,0,1,37,9,0,1,1,0,5,0,0,5,7,14,6,8,0,0,11,2,4,1,2,2,3,0,3,0,0,0,0,0,4,0,10,28,5,16,1,6,1,20,1,0,0,0,6,0,12,5,0,0,0,0,13,2,4,9,5,3,0,40,1,0
11,2,15,0,6,0,0,4,0,23,0,7,0,0,5,9,19,0,2,0,1,1,1,0,24,9,0,2,45,0,4,1,15,1,18,6,0,1,0,4,2,0,0,6,8,0,0,1,1,8,8,1,0,16,33,0,4,0,2,1,0,10,3,10,11,3,0,0,2,0,19,7,2,0,0,0,12,0,3,22,0,10,3,4,9,0,0,2,0,0,1,1,1,1,17,2,0,1,3,12,6,0,0,0,0,9,7,3,0,0,0,0,0,3,0,1,0,14
0,11,4,10,4,13,2,2,11,0,2,0,1,4,1,1,0,2,47,5,2,6,3,8,3,2,4,8,1,13,4,7,0,33,1,1,3,8,4,2,19,6,5,0,1,18,1,0,0,7,5,3,3,3,1,3,11,12,3,12,5,2,9,2,0,16,0,1,14,0,0,0,15,2,0,1,6,5,0,0,0,1,0,2,4,3,7,2,7,17,0,14,5,2,0,11,0,6,5,0,12,1,3,0,2,0,0,1,149,3,4,9,6,0,0,2,8,1
19,1,0,1,0,3,1,4,0,1,0,7,0,0,5,5,1,3,3,0,1,0,6,3,3,17,10,6,7,0,1,1,0,0,0,3,0,0,8,14,1,0,1,2,5,0,1,0,0,7,20,21,11,1,11,3,0,0,1,1,0,1,0,1,7,0,0,0,0,0,8,0,0,4,0,28,3,2,6,0,0,5,2,1,2,4,0,1,1,1,0,0,0,0,3,0,0,1,25,7,1,0,0,0,14,3,6,1,0,0,0,3,0,24,0,0,3,43
3,10,2,10,8,7,7,0,1,4,3,11,0,5,0,0,4,5,14,12,0,2,6,9,3,2,19,4,7,10,3,13,0,1,9,3,2,1,4,7,4,8,12,2,1,1,8,7,7,0,1,7,12,25,4,0,8,2,1,16,0,4,1,5,4,12,0,5,6,0,9,0,3,1,0,21,0,5,1,2,0,2,0,9,2,6,6,1,1,3,1,2,3,3,1,2,0,12,9,0,9,0,10,0,1,0,10,9,1,2,1,3,13,10,0,3,5,5
3,2,5,1,18,0,0,14,0,0,0,4,0,2,20,21,13,23,0,0,4,0,7,1,8,3,32,7,23,2,0,1,0,0,2,1,0,0,5,6,1,0,0,3,10,0,8,5,20,1,0,12,7,11,0,17,3,0,8,2,0,3,0,3,4,3,0,2,21,0,23,0,1,18,0,1,9,3,3,6,1,8,7,10,13,17,3,5,1,8,0,1,3,0,18,1,0,0,6,5,10,3,2,0,8,18,2,9,0,3,0,6,0,8,0,1,1,1
11,8,8,10,5,19,1,5,3,0,1,7,0,2,7,6,8,0,7,2,4,2,12,4,10,7,29,14,6,4,2,9,1,12,14,1,6,13,14,68,1,4,0,4,6,1,1,3,21,7,12,0,18,24,2,7,4,0,3,17,7,0,6,2,3,6,0,0,14,6,24,0,9,6,0,6,1,3,1,12,9,24,5,2,11,10,3,14,7,2,1,2,2,1,6,7,0,15,31,6,5,4,6,0,5,18,14,4,9,9,4,16,9,5,0,2,12,9
21,6,15,5,8,5,0,9,0,0,10,7,0,1,12,37,9,9,4,0,17,4,5,11,2,7,19,28,4,1,10,3,0,1,3,1,3,0,9,11,1,4,0,4,3,0,0,3,11,12,7,18,0,28,6,26,1,0,7,9,4,1,2,3,10,1,2,0,4,0,22,0,4,12,0,31,1,14,9,1,0,29,2,7,17,16,1,7,2,0,1,0,0,2,5,3,0,4,39,0,10,13,0,0,22,24,15,13,2,9,0,3,0,23,0,0,13,37
11,37,7,1,11,2,1,18,7,3,6,2,0,4,4,2,0,3,9,2,8,14,6,16,23,8,23,15,10,0,10,8,4,26,14,12,0,8,8,4,0,5,3,7,5,2,16,3,1,25,11,24,28,0,4,9,4,14,10,9,1,6,3,16,8,4,0,1,15,3,9,0,4,0,0,10,7,17,16,36,0,4,10,7,14,14,4,3,12,11,3,3,2,3,14,4,0,7,6,3,7,12,10,0,11,11,2,15,9,2,1,13,10,11,0,13,6,16
