Ant57,Ant260,Ant52,Ant397,Ant540,Ant929,Ant2,Ant6,Ant7,Ant9,Ant14,Ant19,Ant24,Ant26,Ant30,Ant38,Ant60,Ant64,Ant72,Ant74,Ant102,Ant158,Ant161,Ant196,Ant202,Ant209,Ant227,Ant237,Ant245,Ant252,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant646,Ant673,Ant740,Ant838,Ant954,Ant0,Ant1,Ant12,Ant13,Ant17,Ant20,Ant23,Ant27,Ant29,Ant35,Ant42,Ant43,Ant48,Ant49,Ant51,Ant54,Ant55,Ant62,Ant63,Ant66,Ant68,Ant70,Ant80,Ant82,Ant91,Ant96,Ant97,Ant98,Ant100,Ant109,Ant113,Ant115,Ant118,Ant120,Ant124,Ant126,Ant127,Ant131,Ant135,Ant137,Ant139,Ant140,Ant144,Ant147,Ant149,Ant153,Ant156,Ant159,Ant169,Ant170,Ant172,Ant174,Ant175,Ant176,Ant186,Ant190,Ant195,Ant198,Ant206,Ant207,Ant210,Ant212,Ant215,Ant219,Ant229,Ant232,Ant242,Ant250,Ant255,Ant257,Ant261,Ant262,Ant263,Ant264,Ant289,Ant296,Ant299,Ant301,Ant305,Ant313,Ant318,Ant324,Ant326,Ant331,Ant332,Ant334,Ant342,Ant353,Ant356,Ant376,Ant380,Ant387,Ant391,Ant395,Ant433,Ant437,Ant458,Ant462,Ant476,Ant482,Ant492,Ant501,Ant507,Ant509,Ant530,Ant549,Ant552,Ant560,Ant564,Ant576,Ant592,Ant593,Ant599,Ant600,Ant607,Ant610,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
7,1,4,16,4,4,2,6,3,0,1,0,4,4,1,2,4,3,0,3,4,0,3,8,1,21,22,0,0,9,2,2,8,0,13,3,9,1,13,0,10,0,0,2,5,2,12,6,5,24,0,3,0,9,0,1,0,2,4,29,5,5,10,0,3,4,6,20,1,7,4,6,9,5,0,0,0,2,2,3,6,26,2,9,0,0,6,2,4,0,5,9,6,4,3,2,3,9,1,12,3,7,3,11,9,4,2,7,8,4,0,21,1,1,2,19,15,3,13,0,34,6,0,4,6,29,16,0,7,4,4,0,0,1,11,41,0,0,5,0,3,4,0,0,1,6,0,5,9,0,5,9,12,1,1,0,2,6,8,11,1,0,4,1
18,0,5,0,1,11,5,0,0,0,0,0,0,24,0,0,0,0,1,1,12,3,0,0,0,0,3,0,0,11,3,0,6,0,4,3,0,4,0,9,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,20,5,0,0,0,0,3,0,2,6,9,10,2,2,0,7,0,0,0,12,0,0,2,15,0,2,3,14,3,0,6,1,5,0,0,2,0,7,0,6,0,25,0,4,0,0,0,0,0,0,3,4,2,0,0,0,1,0,0,1,6,0,0,0,0,1,6,0,2,0,0,0,0,0,0,0,0,4,12,4,0,0,11,0,2,0,0,0,0,5,3,1,0,1,7,2,3,0,0,0,0,0,0,1,27,0,0,0,5
14,0,16,0,9,11,1,2,0,0,0,6,0,34,0,0,0,7,3,0,16,0,1,3,4,6,10,0,0,13,6,3,1,3,1,20,0,13,3,4,0,0,0,0,16,0,0,0,18,2,0,0,0,0,2,8,12,0,13,0,0,12,21,18,0,23,8,13,8,21,29,0,2,0,36,2,2,0,26,0,2,9,38,1,0,4,0,19,19,0,3,0,2,1,3,3,13,0,0,6,0,9,0,2,2,4,8,20,0,0,0,10,28,2,0,3,1,15,0,11,3,29,0,0,0,0,0,0,16,1,0,0,14,31,3,0,0,18,0,11,24,1,0,26,15,4,0,0,1,0,35,0,11,2,0,3,0,11,2,23,24,0,2,30
14,0,2,0,7,0,2,1,0,2,0,21,2,1,0,0,0,5,9,6,25,13,4,0,1,7,16,0,15,33,3,0,4,1,34,1,0,8,1,11,1,0,0,24,16,1,0,2,26,2,0,1,0,0,0,25,14,2,9,1,0,17,11,10,12,14,6,12,13,0,9,0,0,0,28,2,15,26,0,1,1,15,28,0,0,0,14,12,6,0,27,1,13,0,18,0,11,0,3,5,0,3,0,6,13,8,15,49,1,0,0,4,6,6,0,2,0,11,3,13,5,18,0,0,0,5,0,0,10,9,0,0,17,9,0,4,0,10,1,69,2,2,0,6,6,28,1,0,1,0,6,2,1,1,3,0,26,1,1,2,31,0,8,7
0,4,0,2,3,0,1,11,10,0,0,0,10,0,0,9,11,0,3,0,1,0,5,13,21,0,3,1,0,1,0,7,12,0,20,2,4,0,13,0,12,0,2,2,0,0,9,2,0,14,3,32,12,4,8,0,0,9,0,11,4,0,4,0,0,0,8,3,0,5,0,6,11,4,0,3,0,0,1,0,0,20,0,1,0,12,0,0,1,2,0,12,0,27,0,35,0,36,1,4,25,0,11,0,12,1,1,0,0,7,7,0,0,2,2,8,23,0,17,2,15,1,2,1,4,14,11,1,0,0,7,0,3,0,0,5,0,1,3,0,1,1,0,0,0,0,8,1,13,0,0,23,1,27,9,2,20,13,4,2,0,7,6,3
2,9,0,8,14,11,9,3,3,4,11,5,0,5,1,0,0,1,13,3,6,7,11,29,0,5,8,0,5,5,0,0,17,3,28,18,3,0,10,10,5,1,0,0,5,0,10,1,15,7,0,0,0,5,10,0,4,2,1,8,5,15,23,2,4,4,9,38,7,1,20,1,0,0,23,6,2,2,1,0,0,13,2,12,0,1,12,3,2,0,2,3,5,2,7,8,5,2,3,6,2,12,0,7,5,1,5,10,2,0,0,16,5,0,1,14,5,10,3,0,8,9,0,0,2,5,3,0,0,8,0,0,15,0,15,12,0,9,14,12,0,0,0,1,34,1,2,22,0,11,2,6,7,3,0,0,5,0,3,4,0,0,9,11
5,0,3,21,7,32,12,12,8,2,12,26,14,17,11,6,6,6,42,15,2,4,40,3,3,1,18,0,4,29,0,28,13,2,19,12,4,9,6,11,25,1,0,8,12,0,3,0,19,7,0,24,1,5,1,5,9,2,2,4,9,8,34,28,17,10,22,27,3,5,8,4,1,5,5,26,3,9,15,20,13,0,3,19,0,0,4,3,12,2,7,9,30,2,8,2,17,6,3,18,18,16,3,13,18,35,4,18,0,0,0,9,14,13,18,23,39,7,29,11,9,12,1,0,9,15,23,0,12,10,4,0,2,4,10,31,4,12,3,9,6,0,0,0,10,6,10,3,3,2,6,16,21,6,1,3,27,31,0,23,4,0,4,7
21,3,29,0,7,1,3,0,0,0,0,10,0,15,0,0,0,9,4,18,26,17,10,0,0,17,1,0,9,24,8,0,0,15,0,22,0,29,0,18,0,2,0,0,9,0,1,0,12,0,0,0,0,0,2,49,13,1,14,2,0,0,5,17,0,5,17,5,13,0,12,0,0,0,3,2,14,38,28,0,2,3,0,2,0,0,30,18,0,0,11,0,26,0,3,0,2,0,0,1,0,0,0,15,0,6,7,16,0,0,0,14,20,6,2,0,2,0,0,2,2,24,0,0,0,0,0,0,0,12,0,0,2,5,0,1,0,20,0,5,2,0,0,5,24,18,0,0,0,3,16,2,5,0,2,0,3,0,1,14,20,0,3,28
2,4,1,16,0,4,2,2,0,0,1,9,1,7,1,1,0,0,11,2,3,0,19,9,1,0,7,0,0,12,2,1,6,0,5,15,0,1,8,0,3,0,0,4,0,0,21,1,9,2,0,1,3,2,1,0,1,0,0,10,7,4,7,1,0,0,14,10,1,3,0,0,3,0,0,9,3,1,0,1,12,19,2,0,0,1,3,0,16,0,2,10,1,6,1,2,0,4,0,5,3,1,0,5,19,0,4,3,0,3,0,0,3,1,17,21,9,1,4,0,11,8,0,0,0,12,10,0,6,0,1,0,0,5,0,16,0,10,0,6,6,1,0,0,0,8,0,2,10,0,0,11,5,0,10,0,11,19,3,1,0,0,1,0
0,21,0,0,0,0,0,2,13,0,0,0,0,0,35,4,40,0,0,0,0,0,0,0,1,0,0,70,0,0,0,0,0,0,0,0,3,0,0,0,1,0,52,0,0,17,0,11,0,0,38,4,15,16,5,0,0,7,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,24,0,0,0,21,0,66,0,0,0,0,1,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,28,7,0,0,21,5,0,2,0,2,0,0,0,7,0,0,0,0,0,9,0,0,0,6,0,1,0,0,0,0,1,0,16,0,2,3,0,0,9,0,0
0,36,5,13,17,0,0,16,38,0,9,6,0,5,5,8,38,0,0,0,8,0,0,31,3,1,4,1,0,2,0,9,2,0,1,0,9,0,0,0,5,0,11,1,0,6,4,20,0,6,8,7,31,26,29,0,0,0,0,0,34,4,1,7,5,0,0,0,2,4,0,11,4,17,0,0,6,4,0,12,1,0,0,1,25,0,1,0,10,9,0,6,0,32,0,33,2,0,4,4,11,1,6,0,2,0,0,2,0,0,38,0,0,3,2,1,3,0,8,13,7,6,5,13,29,2,8,9,30,0,31,0,5,8,0,1,41,0,2,5,22,27,1,0,12,0,25,10,26,0,0,7,3,23,3,17,2,6,20,0,0,28,9,0
3,3,17,4,6,4,2,0,1,0,9,5,0,24,0,12,0,2,1,0,14,0,2,10,5,0,16,0,0,13,7,0,9,0,3,5,0,28,3,3,6,0,0,16,16,2,4,0,5,13,1,0,0,0,0,0,2,0,0,8,4,0,1,17,8,34,26,10,17,1,1,7,2,0,0,6,1,0,14,0,12,4,30,3,0,1,0,2,6,0,4,0,13,0,0,9,1,38,0,0,2,3,4,21,0,0,11,7,1,2,0,0,0,1,3,22,0,1,4,3,1,4,1,0,1,1,0,0,4,0,0,0,14,4,6,29,8,4,0,3,4,4,0,0,3,4,0,1,1,14,11,0,1,4,2,3,5,4,7,4,0,0,2,8
4,0,6,0,0,5,0,0,0,6,0,8,0,1,0,0,0,22,10,26,33,20,1,0,0,4,14,0,21,0,3,0,1,13,1,96,0,0,0,3,0,9,0,15,7,0,0,0,0,0,0,0,0,0,0,14,7,0,19,1,0,11,4,1,2,14,9,8,16,1,18,0,0,0,19,2,5,19,12,0,3,3,18,0,0,0,2,0,0,0,9,0,8,0,6,0,8,0,0,3,0,0,0,5,1,10,4,24,30,1,0,7,28,2,0,1,1,7,0,0,1,11,0,0,0,0,0,0,0,49,0,0,8,6,0,0,0,8,0,13,3,0,0,13,7,9,0,0,0,0,14,0,1,0,0,0,0,0,0,6,37,0,0,22
0,13,3,23,29,5,16,8,0,0,7,5,0,0,15,0,7,5,4,2,0,0,0,16,7,17,7,0,0,1,12,21,4,9,2,1,9,8,3,2,4,6,0,18,11,4,0,4,5,10,0,0,5,12,6,0,7,0,0,11,3,1,11,24,6,0,13,13,5,10,0,11,16,1,0,4,0,19,6,1,2,12,0,16,0,10,6,0,0,4,5,2,5,9,1,11,7,3,10,22,8,16,4,0,7,0,0,7,0,0,3,6,7,0,0,6,3,8,3,41,6,11,8,1,6,3,11,0,9,0,11,0,26,6,0,6,2,0,5,3,16,6,1,0,56,4,11,12,4,3,16,4,0,12,7,19,21,7,2,10,19,6,21,0
0,10,0,2,5,0,1,14,5,0,0,0,6,0,60,3,50,0,0,0,0,0,1,11,18,0,0,33,0,0,0,4,0,0,0,0,12,1,0,0,3,0,16,0,0,0,2,5,0,8,24,4,12,3,15,0,0,4,0,2,0,0,0,0,3,0,0,3,0,0,0,0,5,14,0,0,0,0,0,2,0,2,0,0,24,9,0,0,4,0,0,0,0,12,0,19,0,2,12,0,8,0,5,0,0,0,0,0,2,0,7,0,0,0,0,0,3,0,2,7,0,0,0,1,9,0,0,10,7,0,4,0,0,0,0,0,8,0,0,0,1,0,2,0,0,0,32,0,8,0,0,0,6,1,0,7,2,3,0,0,0,10,4,0
9,0,12,0,4,38,2,0,0,28,3,1,0,15,0,0,0,20,19,35,36,52,4,0,2,32,11,0,53,3,1,0,2,14,27,35,0,2,0,16,0,6,0,1,21,0,0,0,9,6,0,0,2,0,1,21,29,0,6,4,0,28,1,12,0,20,8,3,16,3,37,5,3,0,35,5,2,3,27,0,2,7,11,2,0,0,4,9,5,0,0,0,22,1,17,1,17,0,0,0,0,4,0,24,8,18,30,18,12,0,1,22,6,6,6,1,1,17,0,8,0,17,0,0,0,0,0,0,1,21,0,0,7,8,2,1,1,11,0,43,2,0,0,11,25,3,0,0,2,2,6,0,0,1,3,2,1,1,5,6,35,0,0,22
0,17,0,17,0,0,3,12,0,0,8,1,16,0,3,15,21,0,1,0,0,0,1,16,9,2,1,5,0,1,2,3,10,0,7,0,3,3,7,0,8,0,0,0,0,2,8,10,0,7,5,34,9,14,0,0,0,3,0,17,7,1,0,4,0,0,2,7,4,12,0,16,22,5,0,9,0,0,1,12,3,9,0,10,0,6,0,0,2,0,0,0,0,18,0,7,0,19,0,17,18,0,4,4,10,0,4,0,0,4,14,0,0,0,2,6,16,0,19,4,6,5,0,5,18,12,9,0,5,0,12,0,0,0,1,7,3,1,4,0,8,5,0,0,0,0,2,5,23,0,0,15,3,14,8,2,10,17,13,2,0,15,4,0
8,1,8,0,2,20,4,3,0,9,1,3,0,18,0,0,0,3,20,61,30,13,1,1,0,37,0,0,36,14,10,7,1,42,12,25,0,29,1,24,0,4,0,8,31,0,0,0,8,0,0,0,0,6,0,54,15,0,4,3,0,10,16,10,3,17,1,5,31,0,32,5,0,0,8,6,7,2,13,0,5,30,26,1,0,0,13,8,5,0,22,0,0,0,23,1,19,0,4,3,1,9,1,39,0,1,8,12,10,0,0,30,15,1,14,2,4,20,0,5,2,12,0,0,0,0,0,0,2,24,1,0,13,2,5,0,0,5,0,13,0,0,0,7,29,9,0,0,1,0,14,0,0,0,0,0,0,1,0,4,51,0,3,10
0,16,0,21,2,0,3,20,1,0,0,1,16,0,2,7,24,0,0,0,0,0,0,31,7,3,0,1,0,25,0,15,1,0,1,2,8,4,12,0,12,0,0,3,0,7,11,8,0,8,7,23,21,31,18,0,0,4,0,3,1,0,1,0,0,0,3,1,4,25,0,13,27,11,0,4,0,1,0,27,2,2,0,6,21,32,0,0,9,12,1,18,0,0,0,55,0,5,2,5,19,2,26,0,14,1,1,0,0,6,17,0,1,0,1,0,8,0,5,0,21,1,6,4,13,12,10,1,4,0,14,0,0,0,0,16,14,0,7,2,3,24,0,0,0,3,22,11,28,0,0,6,0,58,6,8,5,9,20,0,0,4,5,0
3,0,0,0,1,20,0,0,0,22,0,8,0,7,0,0,0,23,17,4,13,11,8,0,0,7,7,0,28,3,3,0,0,6,4,4,0,11,0,4,0,0,0,3,22,0,0,0,1,7,0,0,0,0,0,6,5,0,0,0,0,18,3,8,1,22,0,8,17,0,2,0,0,0,4,3,6,3,18,0,7,8,3,1,0,0,0,6,1,0,17,0,23,0,0,0,8,0,1,7,1,0,0,3,3,2,0,17,9,0,0,18,6,0,4,0,4,20,1,1,0,20,0,0,0,0,0,0,0,5,0,0,5,2,22,0,0,2,0,9,6,0,0,3,8,15,0,0,0,6,4,0,0,0,0,0,0,4,0,2,5,0,0,0
0,27,0,14,12,0,15,82,61,0,11,2,47,0,17,14,23,0,3,0,0,0,7,60,18,0,3,125,0,7,3,7,3,0,0,4,20,1,6,0,22,0,139,7,0,21,1,17,0,8,75,81,43,32,41,0,0,22,0,19,18,0,1,6,8,6,7,18,0,16,0,9,24,11,0,2,0,3,0,35,8,2,0,2,66,33,9,0,11,19,1,7,1,55,0,0,0,9,7,37,20,3,16,0,13,0,3,4,0,8,21,0,0,0,7,2,17,0,35,4,12,2,0,49,21,33,6,58,13,0,43,0,2,1,3,3,35,2,13,1,8,6,53,0,6,1,28,12,47,0,1,6,0,8,14,35,7,11,57,3,0,18,9,0
2,2,8,0,8,16,0,0,1,5,0,6,0,9,0,0,0,0,11,0,3,0,0,0,0,0,7,0,0,10,0,1,8,7,5,12,0,19,6,0,1,14,0,3,7,0,0,0,9,5,0,0,0,0,0,11,11,2,14,0,0,11,16,6,2,45,3,20,9,6,5,1,2,0,8,3,25,13,11,0,5,17,2,0,0,2,1,8,7,0,17,0,19,0,8,0,0,1,0,6,2,3,0,20,0,1,0,7,0,8,0,16,9,1,9,3,1,3,4,18,2,6,0,0,0,2,2,0,4,6,0,0,16,0,0,2,2,2,0,0,0,0,0,0,34,9,1,0,0,1,9,0,0,0,3,0,13,0,0,19,17,0,8,0
0,7,0,16,0,0,0,16,0,0,3,0,6,0,2,18,4,0,0,0,0,0,1,9,26,2,3,0,0,10,0,1,24,0,1,4,7,0,11,0,10,0,0,0,0,0,12,1,0,11,5,17,3,7,2,0,1,5,0,0,5,4,3,0,0,1,6,7,1,8,0,5,8,5,0,9,0,0,0,36,2,6,0,4,0,0,38,0,3,2,0,19,0,5,0,9,1,0,0,6,8,0,1,0,14,0,0,5,0,2,7,3,1,0,1,0,13,0,6,0,6,0,0,4,10,15,11,0,1,0,6,0,0,0,2,4,1,0,0,0,1,4,0,0,0,0,19,10,11,0,11,7,1,25,5,3,10,5,6,3,0,2,4,0
0,6,0,0,58,0,6,3,8,0,0,0,5,0,7,0,16,0,0,0,0,0,0,7,1,0,0,3,0,1,3,10,9,6,3,0,4,0,0,0,23,0,1,1,7,0,0,4,0,1,10,0,20,8,15,0,0,0,0,1,0,2,0,5,33,0,3,19,2,5,0,5,9,1,4,1,4,0,3,1,3,3,0,0,0,4,0,0,10,12,0,0,4,2,1,7,0,0,0,0,1,0,4,0,2,0,2,0,0,2,11,2,2,0,16,0,0,0,8,31,0,2,20,0,6,4,0,0,6,0,4,0,5,0,0,3,6,0,2,2,17,9,4,0,11,0,16,13,3,0,4,0,0,13,1,8,8,0,4,0,0,1,26,0
0,33,5,12,0,3,3,25,2,0,8,15,2,3,0,6,0,0,32,4,0,0,5,31,5,2,9,0,0,34,10,1,11,0,11,2,5,1,0,0,6,0,0,6,0,0,7,1,4,25,8,8,21,9,18,0,3,3,0,2,8,1,14,15,6,5,5,9,0,14,3,9,17,0,0,12,0,6,5,4,6,18,1,5,0,4,0,3,22,0,0,17,3,5,7,37,6,6,0,0,7,7,4,5,14,0,7,0,7,0,4,1,0,11,10,14,8,2,17,6,5,7,8,1,16,8,5,0,13,0,8,0,0,3,1,10,18,2,7,0,3,15,0,0,36,0,5,7,7,0,4,15,2,11,10,3,3,7,11,3,0,5,5,0
1,14,1,12,5,0,3,4,14,0,7,3,7,4,2,3,11,0,3,2,0,0,4,23,16,0,13,3,0,14,6,7,2,0,1,15,7,0,20,0,19,0,6,2,1,5,6,2,1,20,11,6,17,12,13,1,0,8,0,4,16,4,1,0,2,0,20,13,0,13,0,4,10,15,1,3,0,0,0,25,2,18,0,3,1,11,2,0,8,8,0,18,1,19,1,20,2,8,1,7,0,4,4,1,4,4,8,1,0,4,2,2,2,0,6,12,11,5,15,2,8,0,0,2,13,15,11,1,7,3,35,0,3,1,0,13,13,2,1,0,8,5,0,0,3,0,7,28,10,1,3,2,0,13,4,0,2,14,14,1,2,5,5,2
7,5,2,3,4,10,0,1,0,0,2,6,7,30,0,0,0,0,9,1,1,0,1,13,0,1,8,0,0,16,0,9,8,4,9,2,1,3,0,0,3,0,0,5,5,0,5,2,0,1,0,1,0,5,5,1,3,0,0,6,5,3,1,32,0,1,10,8,1,32,0,4,7,0,1,7,0,9,3,0,12,16,0,1,0,1,3,0,16,0,4,0,9,2,0,3,3,0,0,7,4,0,5,7,2,0,4,6,1,2,0,1,5,0,8,11,0,3,0,21,0,21,3,0,0,0,0,0,14,0,0,0,4,2,7,10,2,8,0,3,32,0,0,0,16,3,0,1,1,9,3,4,1,8,7,0,7,1,5,0,7,0,6,1
2,13,0,2,7,0,16,9,18,0,2,6,2,0,6,3,4,0,1,0,0,0,0,37,7,2,10,45,0,0,1,6,6,0,1,0,7,0,0,0,5,0,21,9,0,4,3,7,0,13,14,8,24,14,3,0,0,4,0,0,8,1,0,0,3,0,5,18,7,16,0,14,22,3,0,3,0,0,0,11,0,3,0,0,9,6,4,0,4,5,0,4,1,26,0,16,0,1,4,4,4,5,0,1,6,0,6,0,0,1,10,0,7,0,10,0,8,0,13,2,7,0,0,18,9,5,3,3,6,0,13,0,4,0,0,2,8,0,5,0,6,7,6,0,9,0,6,5,5,0,1,1,0,3,6,8,2,1,9,0,0,6,22,0
13,0,14,1,3,2,0,4,0,1,1,19,0,28,0,0,0,7,5,6,3,4,5,7,0,3,9,0,12,8,2,4,3,0,29,14,1,3,1,5,7,13,0,5,1,0,2,1,10,0,0,0,0,0,1,11,9,0,7,0,0,21,21,0,0,9,15,4,15,4,23,0,8,0,4,11,0,2,6,0,7,13,15,5,0,0,21,5,0,0,24,4,39,0,3,0,20,0,0,5,1,7,1,0,9,10,18,16,0,0,0,5,23,2,1,11,2,7,0,5,13,9,0,0,0,0,3,0,0,26,2,0,0,0,24,3,0,24,0,27,0,0,0,4,17,19,0,0,1,10,0,0,17,0,0,0,2,1,0,15,3,6,1,23
1,10,1,14,3,9,3,6,0,0,9,4,11,8,0,2,0,0,1,8,0,3,1,4,5,0,7,0,0,4,0,4,17,0,13,14,3,0,4,0,6,0,0,0,2,0,9,0,3,14,0,1,1,4,6,1,3,2,0,6,7,15,0,0,0,8,21,16,3,3,3,2,17,3,0,9,0,2,13,12,5,18,0,19,0,2,0,1,7,0,8,10,0,14,3,13,0,14,2,14,4,2,6,9,0,4,5,3,1,1,2,3,5,5,5,11,11,0,9,0,11,22,0,0,9,18,4,0,0,2,4,0,0,0,18,28,0,7,2,9,9,0,0,4,0,9,3,10,0,6,5,18,3,7,15,0,9,10,3,4,0,0,5,6
9,0,0,0,0,55,1,0,0,9,0,0,1,2,0,0,0,0,4,9,18,4,6,0,0,0,0,0,8,0,3,0,0,7,17,13,0,0,0,1,0,0,0,2,2,0,1,0,20,0,0,0,1,0,0,10,3,0,4,0,0,20,4,0,0,6,12,7,1,0,11,3,0,0,15,4,3,4,8,1,1,35,6,0,0,0,0,10,0,0,18,0,1,1,2,0,1,0,0,0,4,0,0,10,4,0,0,3,2,0,0,3,3,4,7,4,19,6,5,0,1,2,0,0,0,3,1,0,0,13,0,0,0,6,7,9,0,5,1,6,0,0,0,0,0,5,0,0,0,0,0,0,3,7,1,0,11,3,0,8,16,0,4,7
7,6,22,6,11,4,1,0,5,1,7,9,0,12,0,3,2,6,6,2,5,2,12,16,0,2,16,0,1,9,1,5,1,9,3,2,1,1,0,1,0,0,0,2,2,0,3,3,5,2,0,0,0,5,5,0,17,0,4,6,1,10,17,12,7,1,1,27,10,0,2,4,5,0,4,2,4,8,15,1,5,4,7,4,0,0,11,4,0,0,30,4,8,1,0,3,0,0,2,7,8,4,6,18,5,0,0,9,0,0,0,3,29,0,0,6,7,11,0,4,1,27,1,0,1,1,1,0,7,1,0,0,1,2,1,0,0,28,0,1,8,0,0,0,45,7,0,6,2,5,15,1,7,6,5,0,19,3,3,6,4,0,7,9
38,0,12,0,7,4,20,2,0,17,0,0,0,9,0,1,0,10,2,12,19,25,0,2,0,14,16,0,12,19,9,6,1,39,34,31,0,19,1,7,0,15,0,12,13,0,2,0,7,2,0,0,0,1,8,12,7,1,26,0,0,6,1,12,16,20,5,9,18,0,39,3,0,0,4,7,2,20,49,0,10,18,16,3,0,2,7,24,7,0,18,0,12,0,17,4,7,5,0,0,1,6,0,16,3,3,9,0,5,4,1,22,18,0,6,24,0,12,1,4,0,26,1,0,1,1,0,0,1,17,0,0,10,17,36,3,0,12,0,3,11,0,0,1,25,34,0,5,0,4,2,0,3,0,0,0,8,3,0,3,39,0,3,12
7,0,6,0,0,7,0,0,0,23,0,0,0,2,0,0,0,13,19,111,21,3,9,0,0,2,1,0,10,7,3,0,4,1,5,8,0,5,0,7,0,2,0,5,16,0,0,0,9,1,0,1,0,1,4,5,9,0,7,1,0,0,6,0,1,5,1,2,3,0,6,0,0,0,3,8,0,0,1,0,2,0,0,0,0,0,1,30,0,2,12,0,10,0,9,0,0,0,0,7,0,1,0,0,1,2,0,5,0,0,0,14,0,3,0,16,0,17,0,1,8,1,0,0,0,1,0,0,0,15,0,0,0,10,30,3,0,15,1,8,4,2,0,7,6,13,3,0,0,0,20,0,0,0,1,0,2,0,0,2,0,0,0,0
0,3,0,0,15,1,2,4,2,0,0,1,11,0,0,3,0,0,1,0,0,0,1,5,12,0,1,0,0,4,0,3,7,0,1,0,0,0,1,0,3,0,0,0,0,2,10,0,0,16,0,17,2,2,9,0,0,1,0,0,5,0,0,10,1,0,8,0,1,4,1,6,17,0,0,4,0,0,0,7,0,0,0,3,0,0,2,1,0,0,0,4,0,6,0,8,8,2,2,0,4,2,1,0,1,0,0,4,0,0,0,0,0,0,8,0,6,0,0,5,4,0,2,1,4,8,3,0,3,0,4,0,2,0,0,5,15,0,1,0,8,0,0,0,17,0,6,4,3,0,0,0,7,6,4,1,5,0,1,2,0,0,3,0
0,27,0,8,3,0,0,7,2,0,0,0,1,0,5,3,5,0,0,0,0,0,0,26,3,0,0,7,0,3,0,2,0,0,0,0,0,0,1,0,3,0,6,0,0,4,8,4,0,3,8,14,18,21,14,0,0,2,0,0,25,1,2,0,4,0,0,1,2,13,0,5,11,17,0,0,0,0,0,7,0,0,0,0,9,38,0,0,3,7,1,14,0,17,0,21,0,7,11,4,2,0,10,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,6,4,3,4,0,5,13,15,0,13,2,0,17,0,0,0,0,3,16,1,0,0,6,4,1,0,0,0,6,5,7,0,0,7,0,16,4,5,4,1,22,2,0,3,4,0
19,0,16,1,4,43,0,0,0,56,1,10,0,6,3,0,0,24,27,35,29,38,14,3,2,21,5,0,13,4,4,5,2,18,0,7,0,17,1,16,6,9,0,2,9,0,1,0,20,2,0,0,0,2,1,10,19,1,18,2,1,4,4,39,6,18,14,59,27,5,8,0,0,1,39,21,1,10,4,0,16,9,14,0,0,0,0,7,6,0,22,0,30,0,18,0,16,3,2,1,2,1,0,5,3,3,3,22,14,0,0,0,26,0,12,2,0,11,1,0,3,35,0,0,0,2,0,0,1,10,0,0,10,0,7,1,0,9,0,11,2,0,0,9,36,8,3,1,0,0,3,0,0,4,2,1,8,0,5,7,14,0,7,3
5,0,5,3,14,29,4,1,0,1,4,26,2,16,0,0,0,2,17,6,3,0,8,2,0,9,16,0,0,11,26,1,23,2,8,2,1,37,0,27,19,10,0,3,6,0,2,0,1,2,0,2,0,1,5,1,16,0,3,9,0,4,11,23,10,19,19,9,7,1,8,2,6,0,36,1,0,28,6,0,5,14,20,3,0,0,0,28,7,0,6,0,15,1,6,0,9,1,2,0,2,5,7,23,5,3,29,18,0,0,0,26,0,2,19,0,4,0,0,12,12,55,0,1,0,2,3,0,14,2,0,0,15,13,14,6,0,14,0,1,9,5,0,0,62,12,2,2,0,5,15,0,2,0,0,0,5,7,5,16,3,0,3,26
30,3,10,4,1,0,2,3,0,0,0,5,3,6,0,0,0,0,0,3,12,0,3,4,0,0,1,0,0,11,0,0,2,0,19,3,0,1,0,0,1,0,0,0,1,0,0,0,9,2,0,1,0,0,1,1,0,0,5,1,0,26,1,0,0,12,11,3,1,0,0,4,0,0,0,1,0,2,6,2,0,13,6,1,0,3,1,2,0,0,6,0,1,0,0,0,1,0,0,11,0,0,0,2,5,4,0,0,3,0,0,0,2,0,2,6,1,9,0,0,3,23,0,0,0,0,0,0,1,1,0,0,0,1,10,7,0,16,1,0,2,0,0,0,0,2,0,0,0,2,11,1,1,0,1,0,7,1,0,4,1,0,1,39
4,0,7,1,22,3,7,4,0,1,0,5,4,10,1,1,0,0,11,0,2,0,0,10,3,0,8,0,0,0,14,3,7,4,20,10,0,3,3,2,2,0,0,6,2,0,5,0,6,3,0,2,0,3,2,1,6,3,0,2,0,5,18,2,24,3,10,16,7,15,0,11,10,0,3,2,1,0,0,2,1,18,2,17,0,2,3,0,0,0,6,2,14,1,4,7,9,1,16,10,6,8,10,1,5,7,0,6,0,8,0,12,19,2,0,3,4,1,7,11,12,17,2,0,2,4,4,0,7,2,0,0,15,0,12,4,1,1,0,9,4,0,0,0,21,6,2,1,2,2,0,2,2,0,1,0,20,7,11,2,3,1,2,0
