Ant57,Ant260,Ant52,Ant397,Ant929,Ant2,Ant6,Ant7,Ant9,Ant14,Ant19,Ant24,Ant26,Ant30,Ant38,Ant60,Ant64,Ant72,Ant74,Ant102,Ant158,Ant161,Ant196,Ant202,Ant209,Ant227,Ant245,Ant252,Ant268,Ant308,Ant311,Ant534,Ant604,Ant620,Ant646,Ant673,Ant740,Ant838,Ant954,Ant0,Ant1,Ant12,Ant13,Ant20,Ant23,Ant27,Ant29,Ant42,Ant43,Ant48,Ant49,Ant51,Ant54,Ant55,Ant62,Ant63,Ant66,Ant68,Ant70,Ant80,Ant91,Ant96,Ant97,Ant98,Ant109,Ant113,Ant118,Ant120,Ant124,Ant126,Ant127,Ant131,Ant135,Ant137,Ant140,Ant144,Ant147,Ant149,Ant156,Ant159,Ant169,Ant170,Ant172,Ant174,Ant175,Ant176,Ant190,Ant195,Ant206,Ant207,Ant210,Ant212,Ant215,Ant229,Ant232,Ant242,Ant250,Ant257,Ant261,Ant262,Ant263,Ant264,Ant289,Ant296,Ant299,Ant301,Ant313,Ant324,Ant326,Ant331,Ant332,Ant334,Ant353,Ant356,Ant376,Ant380,Ant387,Ant391,Ant395,Ant433,Ant437,Ant458,Ant462,Ant482,Ant492,Ant501,Ant507,Ant509,Ant530,Ant549,Ant560,Ant576,Ant592,Ant593,Ant607,Ant610,Ant614,Ant621,Ant635,Ant638,Ant647,Ant650,Ant665
12,0,6,4,5,3,0,0,23,2,0,0,3,0,0,0,2,14,2,2,2,24,4,0,5,11,26,0,8,13,1,9,11,21,0,20,5,4,0,2,0,8,1,2,1,47,3,1,0,3,2,14,20,0,1,4,0,15,0,25,19,22,0,10,8,1,0,4,4,12,7,7,0,11,21,0,3,8,6,2,0,10,0,4,0,3,3,0,1,6,3,0,21,7,17,6,3,0,14,6,9,10,2,0,0,0,1,1,0,0,2,9,2,7,2,0,6,11,2,0,0,10,4,5,0,0,15,23,5,0,0,5,0,8,0,0,1,2,15,2,0,0,26
1,9,0,3,3,4,4,4,0,3,0,0,0,0,8,4,0,0,0,0,0,0,10,3,1,3,0,0,1,5,13,1,0,0,1,0,19,3,10,0,5,0,0,7,1,1,13,3,1,15,9,0,4,0,0,10,12,0,6,0,7,0,1,0,1,6,7,1,10,1,2,6,3,0,0,11,5,7,0,11,1,0,0,0,7,0,1,2,4,6,0,5,1,6,1,0,0,5,0,0,0,1,6,17,0,14,8,0,6,9,3,4,0,1,3,0,14,2,1,20,0,0,5,4,9,1,1,2,4,0,0,2,1,2,1,0,3,20,4,0,1,7,0
18,0,6,1,13,0,0,1,9,0,3,0,0,0,0,0,13,3,4,27,9,3,5,2,3,4,13,10,19,0,3,2,18,11,2,17,2,4,0,0,2,0,7,0,0,8,17,0,0,4,0,6,23,0,1,2,0,14,6,4,10,21,17,7,6,1,0,7,3,0,19,1,0,7,12,3,1,1,17,31,0,4,0,0,0,1,8,0,0,0,4,3,14,16,11,1,11,0,29,8,6,2,10,2,7,1,6,0,0,0,0,0,3,2,0,0,6,8,3,3,0,13,0,6,0,0,15,7,5,0,0,1,1,19,0,0,2,0,7,16,0,1,16
0,7,0,0,0,0,0,11,0,0,0,0,0,0,4,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,10,0,0,6,18,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,3,0,0,37,0,2,0,9,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,4,0,11,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,18,1,0,0,0,0,0,9,0,0,0,4,0,0
0,5,0,6,0,5,6,11,0,5,0,8,0,4,0,35,0,1,0,0,1,0,28,10,1,4,2,3,3,12,6,7,0,0,19,0,15,2,12,0,8,1,1,4,2,0,4,11,5,7,9,0,1,1,1,1,16,0,3,0,2,1,1,2,0,9,10,0,22,1,1,1,11,0,0,4,20,14,0,8,11,2,4,0,16,0,0,9,5,3,0,11,1,2,4,0,1,4,1,0,0,3,5,27,0,13,8,2,9,9,11,1,19,0,21,0,4,1,0,5,6,0,2,2,12,3,0,1,2,4,4,1,22,5,4,0,16,10,2,0,8,10,0
0,29,3,9,0,3,2,31,1,7,0,4,0,19,35,0,0,2,1,0,0,1,19,20,0,0,0,0,7,3,6,1,0,0,16,0,2,0,8,0,30,0,1,1,24,0,2,18,21,22,19,0,3,11,0,0,4,1,2,1,2,4,0,0,0,11,13,0,8,0,2,3,26,8,1,6,58,38,1,8,16,3,2,7,16,0,0,1,15,6,8,10,0,0,0,0,0,22,0,0,1,2,1,32,0,15,13,2,3,13,5,2,3,0,17,0,1,0,0,4,17,0,0,4,5,10,0,2,0,13,15,2,5,2,16,6,1,31,0,4,16,4,0
43,1,5,1,26,5,2,0,33,3,2,0,13,0,0,0,0,12,6,11,17,20,3,0,8,3,17,20,29,1,1,15,24,13,0,14,2,8,0,0,0,31,22,0,1,20,32,1,0,0,0,8,38,0,38,4,1,27,7,7,5,2,40,19,18,0,0,16,3,3,11,20,0,17,10,2,3,4,6,0,0,7,0,40,0,7,9,0,5,0,11,0,8,10,23,16,4,0,6,8,22,34,12,1,9,1,1,0,0,2,0,1,0,1,1,0,2,16,2,6,0,7,2,40,1,0,4,20,9,0,1,5,0,23,0,0,2,0,33,31,2,1,3
6,0,8,2,14,16,0,0,2,0,14,0,3,0,1,2,12,0,1,7,4,6,6,3,2,18,13,3,10,26,11,10,7,2,0,11,1,10,11,0,2,33,3,12,0,3,5,0,1,7,1,1,10,0,4,4,0,8,6,28,8,10,13,6,8,6,1,0,1,7,11,6,3,2,2,9,9,4,15,10,1,2,0,7,2,1,1,0,6,1,2,0,22,6,9,27,2,0,7,8,0,4,3,5,0,4,7,0,1,3,8,2,15,1,10,0,9,10,9,4,0,8,4,2,2,0,5,7,4,0,0,8,0,5,4,0,4,1,6,12,0,2,5
31,0,0,0,13,0,0,0,28,0,2,0,4,0,0,1,6,1,0,63,34,28,1,0,5,0,10,26,0,0,0,4,0,43,0,68,0,2,0,25,0,0,27,0,0,34,0,0,0,0,0,3,50,0,13,0,0,0,1,11,7,0,1,86,0,0,0,29,0,0,0,3,0,2,1,0,0,5,3,0,0,17,0,21,0,31,0,0,0,0,6,0,0,0,18,1,13,0,0,7,54,7,0,1,30,3,0,0,0,0,0,0,0,20,0,0,0,0,59,1,0,20,0,0,0,0,4,6,24,0,0,0,0,15,0,0,0,0,18,42,0,0,5
14,0,2,0,4,0,0,0,27,2,2,0,27,0,0,0,11,7,63,0,11,11,0,0,20,0,32,3,7,0,2,6,17,30,0,1,0,10,0,8,0,1,26,0,0,20,3,0,0,0,0,27,7,0,8,3,0,3,5,6,1,26,14,26,11,1,0,25,1,0,2,7,1,4,21,2,2,0,14,4,0,8,0,15,0,33,1,0,0,0,6,0,14,4,1,7,13,0,12,14,10,3,3,0,16,0,0,0,0,0,0,0,0,41,0,0,1,3,6,4,0,21,0,0,0,0,19,5,16,0,0,2,0,6,0,0,0,0,20,6,2,2,57
11,0,4,0,16,0,4,0,14,0,2,0,9,0,1,0,17,4,34,11,0,0,0,0,2,2,33,16,5,11,0,6,6,15,0,27,2,5,0,38,0,8,4,1,0,6,4,0,0,0,0,16,9,0,3,11,0,0,0,8,6,15,1,33,14,0,0,11,2,0,2,2,0,22,2,6,1,0,11,3,0,11,0,9,1,9,0,0,0,0,4,0,3,23,3,11,16,0,7,8,12,3,14,3,7,0,0,0,0,0,25,6,1,15,0,0,1,16,23,3,2,24,3,1,0,0,16,3,4,0,0,0,1,5,0,0,1,11,11,15,0,1,16
6,0,8,4,11,6,0,0,44,1,24,0,3,0,0,1,20,6,28,11,0,0,7,0,1,4,16,0,14,1,3,7,40,22,1,25,4,10,1,0,7,19,1,0,8,5,6,4,0,2,1,2,19,2,8,0,1,14,9,26,7,12,4,14,7,6,1,7,6,6,6,21,1,1,24,9,5,5,20,13,0,12,0,3,1,0,21,0,3,4,10,1,9,7,11,13,1,0,2,7,3,12,34,1,6,1,4,2,0,0,5,2,2,5,2,0,10,3,16,12,1,4,1,13,1,0,12,43,10,3,0,5,0,7,0,0,4,1,16,40,1,18,16
6,19,2,29,4,12,26,29,0,10,4,10,5,2,28,19,3,6,1,0,0,7,0,37,3,2,4,5,9,3,19,4,14,0,32,4,8,2,24,0,35,11,4,17,28,2,10,53,17,34,24,0,1,21,3,6,29,3,1,20,11,3,26,1,0,25,36,0,6,4,15,17,23,42,0,3,49,33,3,13,31,1,7,2,9,0,3,11,27,6,8,20,3,1,2,3,0,8,2,1,4,3,6,30,1,13,10,10,19,12,11,8,7,2,21,0,10,7,4,6,17,0,24,8,14,10,7,15,1,16,15,8,5,2,15,14,8,30,6,2,17,10,0
0,29,0,11,0,0,7,7,0,4,0,3,2,0,10,20,0,3,0,0,0,0,37,0,1,4,0,2,3,3,3,3,0,2,34,0,5,6,8,0,37,2,2,3,10,0,1,30,23,33,10,3,1,13,0,5,6,0,1,0,7,0,6,0,0,3,15,0,2,2,0,5,4,0,0,1,30,17,2,10,10,2,3,0,36,0,1,3,1,9,0,19,1,0,0,0,0,17,0,2,3,0,3,25,0,34,8,0,3,6,7,2,8,0,8,2,14,0,0,6,3,1,2,2,11,8,1,0,2,11,23,1,9,1,7,7,7,7,4,0,8,5,0
2,1,16,0,5,2,0,0,3,0,5,1,3,0,1,0,8,2,5,20,2,1,3,1,0,4,9,5,2,2,3,6,7,6,2,1,1,0,2,0,3,3,4,8,2,2,2,4,0,1,0,49,3,0,2,5,2,2,2,8,7,3,4,7,2,8,0,4,2,5,2,0,1,1,0,2,3,2,4,0,1,10,0,6,0,6,2,0,3,0,19,0,3,1,7,0,2,0,0,3,4,1,3,6,0,6,3,1,0,0,4,0,3,5,1,0,1,7,0,18,3,1,4,9,0,0,0,13,0,2,0,6,1,10,0,0,1,1,4,7,2,0,6
1,2,2,9,13,14,2,1,0,1,11,3,4,0,4,0,3,18,0,0,2,4,2,4,4,0,1,4,14,2,10,15,9,0,0,1,3,3,13,0,1,46,4,8,3,0,16,7,2,22,12,0,10,0,0,0,8,10,3,17,24,8,23,4,18,13,4,1,20,3,34,2,1,16,0,11,2,16,15,45,7,7,6,16,0,1,2,1,19,8,10,1,0,9,5,0,2,0,0,3,3,8,11,6,0,22,16,3,1,6,2,2,48,0,7,1,21,17,0,3,2,0,29,18,1,0,1,4,3,2,0,10,9,8,9,0,4,1,7,3,3,8,1
11,0,5,0,4,0,1,0,26,1,26,0,13,0,2,0,17,13,10,32,33,16,4,0,9,1,0,15,5,3,0,6,35,35,0,6,4,1,0,5,1,18,24,0,0,16,9,0,0,3,1,20,27,0,15,5,0,14,3,31,4,3,16,21,40,1,0,5,1,8,6,20,2,6,15,0,0,5,15,8,0,18,0,24,0,33,7,0,4,2,3,1,7,8,19,12,4,0,18,14,29,11,10,3,10,2,3,0,0,0,0,0,0,17,0,0,4,10,31,5,0,25,6,9,2,1,3,16,34,0,0,1,1,25,0,0,2,0,23,30,0,4,26
9,0,0,0,17,4,0,0,5,1,0,0,10,0,3,0,20,3,26,3,16,0,5,2,5,4,15,0,9,0,2,30,23,15,0,89,5,5,0,0,2,23,5,6,0,26,16,0,0,2,0,6,41,0,8,15,0,0,9,49,12,27,18,6,22,0,0,2,6,0,9,1,0,24,5,2,5,1,16,19,0,16,0,3,0,19,0,1,4,5,2,1,4,5,12,7,3,0,12,24,36,34,15,0,0,4,0,0,0,2,1,0,4,4,0,0,19,6,26,5,0,5,0,2,1,0,14,19,3,0,0,3,0,19,0,0,2,0,29,33,0,3,12
25,1,8,1,11,10,5,3,0,7,8,1,19,0,3,7,29,10,0,7,5,14,9,3,2,14,5,9,0,2,11,13,17,3,2,0,2,11,7,1,1,9,5,2,1,0,5,0,0,1,5,2,6,2,0,5,0,18,9,10,13,14,14,14,5,23,5,2,1,2,18,3,0,7,14,5,8,5,7,15,0,4,2,19,1,0,3,0,12,3,11,4,19,10,6,6,1,3,4,9,5,1,15,5,0,9,14,4,1,0,2,7,7,1,6,0,7,6,9,3,0,5,6,19,0,0,10,13,1,4,0,5,1,9,1,0,2,6,11,14,3,7,1
0,4,4,8,0,4,16,4,0,3,13,5,0,0,12,3,1,26,0,0,11,1,3,3,2,2,3,0,2,0,43,1,2,1,1,0,9,4,4,0,3,1,2,11,1,3,14,5,4,10,9,0,0,1,0,8,18,1,14,0,13,0,0,0,1,0,3,1,5,5,3,8,4,5,0,7,5,6,3,4,1,4,1,0,3,6,1,0,11,12,6,4,3,4,3,4,10,0,0,0,0,4,7,9,0,6,6,0,2,14,17,11,14,2,10,0,15,3,0,10,1,0,6,2,2,0,0,1,1,0,0,8,2,2,5,0,10,7,2,1,1,0,6
1,2,2,25,3,23,14,0,0,21,1,13,3,0,6,6,1,11,0,2,0,3,19,3,3,10,0,2,11,43,0,4,2,8,5,1,24,17,11,1,6,0,8,13,2,0,41,6,4,10,14,1,1,1,2,5,17,0,14,3,12,1,15,0,7,9,9,0,11,2,12,5,13,6,0,28,2,8,14,15,1,2,2,2,12,0,2,4,26,7,0,11,4,1,9,7,8,0,1,3,3,19,21,14,0,16,35,1,2,15,7,26,16,1,9,1,8,20,0,14,5,2,11,11,4,0,6,7,13,1,0,0,25,7,3,0,9,16,13,2,10,12,3
4,0,7,0,14,0,1,0,23,0,9,1,2,0,7,1,15,10,4,6,6,7,4,3,6,15,6,30,13,1,4,0,8,10,0,11,2,9,1,1,1,3,2,1,0,9,10,0,0,3,0,2,50,0,29,1,1,10,13,10,4,7,7,5,4,0,1,8,2,4,11,13,0,7,9,1,4,3,7,40,0,8,0,16,1,0,2,0,2,0,5,1,9,7,3,9,3,0,1,6,3,5,2,4,1,8,2,0,0,5,1,1,2,6,3,0,5,8,3,6,0,7,2,4,3,0,2,17,4,2,0,2,1,3,1,0,2,9,6,18,1,3,6
13,3,1,0,13,3,0,3,17,0,11,0,18,0,0,0,24,7,0,17,6,40,14,0,7,9,35,23,17,2,2,8,0,19,0,27,2,8,0,0,0,8,10,9,2,30,34,2,1,1,1,24,17,0,46,3,0,5,27,16,7,5,17,23,29,2,5,13,1,2,28,15,3,10,15,3,10,4,9,19,2,12,1,39,0,16,10,0,2,11,27,0,40,4,27,54,7,0,60,19,13,9,27,6,16,0,0,1,0,1,12,6,6,24,2,0,22,28,17,10,0,45,3,13,0,0,9,141,20,2,0,52,0,16,2,0,27,0,8,27,1,3,16
17,0,20,0,13,2,5,0,14,1,21,0,11,0,0,0,13,2,43,30,15,22,0,2,6,0,35,15,3,1,8,10,19,0,0,4,0,2,0,10,0,4,9,3,0,10,3,0,0,0,0,17,20,0,4,2,1,21,0,16,11,19,3,8,4,2,0,18,2,8,5,7,0,12,8,0,0,2,9,1,0,25,0,4,0,19,7,0,0,0,5,0,9,21,9,38,2,0,19,8,15,10,3,2,30,2,0,0,0,0,0,1,1,23,5,0,0,7,23,1,0,23,2,3,0,0,6,4,19,0,0,4,1,1,0,0,3,2,13,14,0,0,23
0,30,0,20,0,2,1,9,0,6,0,1,2,1,19,16,0,0,0,0,0,1,32,34,2,0,0,0,2,1,5,0,0,0,0,0,2,0,14,0,19,0,0,2,13,0,0,30,17,27,7,0,0,20,0,0,1,0,2,1,4,0,1,0,0,13,6,0,1,3,1,1,9,7,4,4,52,40,1,1,9,0,10,0,16,0,1,3,0,17,2,5,0,0,0,0,0,6,0,0,0,0,2,9,0,0,0,9,17,14,4,2,9,0,9,1,0,1,0,10,12,1,2,2,4,2,0,1,0,14,19,3,1,0,1,5,7,6,0,2,16,3,1
26,0,16,0,15,2,0,0,39,3,20,0,17,0,0,0,14,11,68,1,27,25,4,0,1,1,6,89,0,0,1,11,27,4,0,0,0,6,0,0,2,9,20,0,0,22,2,0,0,0,0,10,20,0,17,2,0,0,0,18,0,3,2,7,9,0,0,11,0,0,8,25,0,5,29,0,4,1,7,14,0,34,0,10,0,9,3,0,11,0,12,0,7,7,8,3,20,0,2,14,16,9,17,0,16,1,0,0,0,0,3,2,0,14,0,0,7,2,28,4,0,4,0,1,0,0,2,34,0,0,0,43,0,4,0,0,1,0,1,9,0,0,32
3,3,0,3,2,2,4,0,0,29,5,19,2,0,15,2,2,1,0,0,2,4,8,5,1,3,4,5,2,9,24,2,2,0,2,0,0,1,4,0,5,3,2,11,0,0,21,41,3,1,1,1,1,1,0,7,11,5,6,3,5,1,2,1,1,11,7,0,5,3,7,3,1,0,2,1,0,12,2,8,2,0,3,0,10,0,1,12,7,9,1,5,0,1,5,1,0,0,0,0,0,9,9,12,0,8,17,0,9,1,27,10,11,0,12,0,3,2,0,11,8,0,15,2,6,0,0,0,0,1,0,1,9,2,5,0,0,11,4,1,5,3,16
1,1,0,2,10,2,4,3,2,3,4,3,4,0,2,0,8,10,2,10,5,10,2,6,0,3,1,5,11,4,17,9,8,2,0,6,1,0,3,0,4,3,1,4,0,9,8,1,0,0,0,1,15,0,1,5,2,7,6,3,15,14,16,15,9,1,0,0,4,4,9,8,1,3,7,11,1,2,21,10,0,6,0,1,2,0,16,0,7,3,5,1,9,5,15,1,3,1,6,9,6,7,11,5,1,4,6,0,0,0,5,2,2,6,4,0,11,9,15,9,2,15,3,13,0,0,5,25,6,0,1,3,3,6,0,0,0,2,8,13,1,14,3
3,10,0,26,1,5,14,1,1,20,0,10,0,0,12,8,0,11,0,0,0,1,24,8,2,13,0,0,7,4,11,1,0,0,14,0,4,3,0,0,9,0,5,14,5,0,5,10,1,7,18,0,4,2,0,3,6,3,0,1,12,6,7,0,0,14,13,2,13,1,3,7,23,3,2,14,7,20,8,6,3,2,1,0,17,1,3,13,27,17,7,12,0,1,1,0,0,23,0,0,0,3,0,40,0,20,9,11,8,7,19,5,9,4,23,0,10,2,0,19,28,0,7,14,3,5,2,2,2,2,7,0,23,1,9,5,6,5,10,0,1,14,2
1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,25,8,38,0,0,0,0,0,5,0,1,0,1,1,0,10,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,7,0,0,1,2,0,3,0,0,0,11,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,1,0,6,0,0,0,0,7,0,0,6,1,4,0,0,23,3,0,1,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,1,9,0,0,1,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,9
2,24,0,16,1,8,14,54,0,5,0,5,2,26,8,30,0,2,0,0,0,7,35,37,3,1,1,2,1,3,6,1,0,0,19,2,5,4,9,2,0,8,1,1,17,0,0,22,32,46,29,0,3,35,0,0,10,1,7,7,5,1,62,3,0,25,34,0,13,3,13,7,24,2,0,6,103,17,0,12,17,2,4,1,19,2,0,5,13,5,7,3,0,0,1,0,1,23,0,0,0,0,1,10,0,10,1,16,44,19,9,6,8,0,38,2,11,2,0,9,24,0,6,17,12,17,1,4,0,17,12,1,6,0,10,24,14,51,4,7,7,5,0
9,0,6,3,8,2,0,0,14,0,8,0,0,0,1,0,31,33,0,1,8,19,11,2,3,46,18,23,9,1,0,3,8,4,0,9,3,3,0,0,8,0,23,0,0,31,25,0,0,0,1,0,12,0,25,2,0,24,12,35,9,10,13,17,3,0,3,1,1,2,5,4,0,14,6,2,13,0,16,19,0,16,0,13,0,1,4,0,10,0,5,0,8,3,20,27,4,0,0,14,8,4,7,3,0,7,5,0,0,0,0,0,6,2,0,0,20,4,5,5,1,5,25,51,0,0,0,36,5,1,0,2,3,12,0,0,2,1,6,37,0,7,19
5,1,8,2,3,0,1,0,7,0,1,0,7,0,1,1,22,3,27,26,4,1,4,2,4,4,24,5,5,2,8,2,10,9,0,20,2,1,5,0,1,23,0,4,0,20,1,0,0,1,1,2,18,0,20,3,1,3,18,10,9,7,14,19,1,0,3,9,3,0,1,13,0,4,3,1,1,0,4,0,0,2,0,20,0,9,0,0,4,0,3,1,2,6,1,10,2,0,4,7,5,4,4,0,6,3,0,0,1,1,0,0,1,1,0,0,8,21,13,6,0,14,0,10,1,0,2,23,4,1,0,0,3,1,1,0,7,2,15,8,1,3,4
