Ant57,Ant5,Ant52,Ant59,Ant929,Ant6,Ant25,Ant26,Ant30,Ant74,Ant99,Ant102,Ant148,Ant191,Ant196,Ant209,Ant245,Ant268,Ant308,Ant620,Ant646,Ant673,Ant13,Ant20,Ant27,Ant29,Ant32,Ant40,Ant43,Ant50,Ant55,Ant62,Ant66,Ant68,Ant71,Ant81,Ant91,Ant97,Ant100,Ant105,Ant111,Ant113,Ant114,Ant126,Ant135,Ant139,Ant142,Ant156,Ant159,Ant169,Ant170,Ant174,Ant195,Ant198,Ant207,Ant218,Ant226,Ant229,Ant242,Ant243,Ant250,Ant255,Ant256,Ant261,Ant263,Ant294,Ant305,Ant318,Ant320,Ant332,Ant334,Ant342,Ant347,Ant353,Ant376,Ant387,Ant391,Ant437,Ant492,Ant549,Ant580,Ant592,Ant607,Ant614,Ant632,Ant638,Ant650,Ant663,Ant665
0,5,4,5,1,2,11,0,10,1,0,1,6,19,2,2,9,1,3,0,15,22,2,1,2,8,12,8,2,9,0,2,8,7,21,4,16,1,10,9,0,0,0,18,1,0,5,0,0,4,2,2,1,0,0,7,7,0,8,4,2,11,0,7,15,1,3,0,0,4,2,5,1,0,0,2,19,0,0,0,4,0,2,0,0,4,1,34,5
0,1,3,14,4,0,5,1,1,6,0,1,4,25,0,1,7,3,2,0,3,1,2,1,4,0,2,0,3,1,0,0,0,0,4,4,8,0,6,4,2,3,1,13,1,1,0,0,1,5,7,5,1,3,0,4,11,4,9,7,1,9,1,1,4,12,6,1,4,3,0,1,0,0,0,3,6,1,2,1,4,0,3,1,2,17,1,4,13
0,2,1,2,1,0,8,0,16,0,2,3,14,7,0,2,5,1,3,0,17,7,12,3,4,0,10,15,0,6,0,0,0,4,1,1,11,2,14,5,1,0,0,14,0,2,0,0,3,5,2,5,1,0,0,0,4,0,2,1,0,1,0,15,4,5,1,0,1,0,2,1,0,2,3,0,11,1,0,0,2,1,10,0,1,18,1,0,0
10,1,1,24,10,2,10,2,8,0,2,2,3,9,4,29,5,6,9,0,4,4,0,7,0,4,6,6,1,11,1,1,1,28,4,3,5,9,52,3,3,5,11,5,0,0,6,0,1,13,19,1,0,1,1,10,1,6,4,10,1,21,2,0,3,7,9,1,1,5,0,1,2,19,6,11,0,1,10,3,9,2,11,2,1,13,6,19,6
9,1,16,1,3,6,0,9,1,0,20,4,8,3,3,3,8,11,1,5,0,4,0,7,1,2,3,0,0,20,5,1,0,3,0,0,0,6,9,0,10,0,3,0,2,9,0,0,2,3,8,0,7,6,12,4,0,4,6,7,1,1,12,3,0,2,4,1,8,8,0,14,8,0,1,1,1,0,4,0,7,25,2,18,5,3,13,1,2
4,0,4,2,4,2,3,1,1,0,2,4,19,5,4,0,2,11,3,0,7,2,0,6,2,2,1,0,9,1,1,0,0,1,1,7,0,4,13,0,7,0,11,2,12,0,7,0,8,4,3,0,30,5,15,16,4,2,18,12,7,0,1,0,5,3,1,6,3,1,0,5,2,0,2,0,10,4,0,7,13,0,10,16,9,0,17,3,4
2,0,0,0,4,3,2,0,6,0,1,4,0,0,0,1,1,7,9,0,1,0,0,12,0,1,0,0,6,1,0,0,1,1,0,1,0,3,2,0,9,0,3,0,106,0,0,0,8,1,1,0,4,3,50,14,0,4,8,4,7,0,0,0,1,2,0,3,5,6,0,4,2,0,1,0,3,0,7,0,11,8,1,9,6,0,7,1,1
4,5,3,3,3,4,10,3,0,0,2,10,22,4,2,6,5,3,12,0,5,3,2,5,2,6,1,7,15,5,1,2,2,7,1,8,0,11,1,8,3,6,11,3,8,1,4,0,1,0,14,1,16,7,11,25,1,4,16,4,6,4,1,3,6,17,0,3,4,8,0,6,1,4,4,2,9,7,13,11,0,0,2,10,4,1,3,9,6
15,0,5,3,9,25,7,15,0,0,44,18,1,0,5,0,1,4,0,42,10,0,11,6,0,0,4,0,3,21,7,3,1,2,0,12,0,11,7,8,43,8,3,1,6,25,4,6,6,3,5,0,4,13,4,13,1,5,3,7,4,2,10,0,1,0,0,13,10,11,0,12,22,0,0,1,2,25,0,8,0,0,1,7,6,0,34,0,4
5,15,2,2,7,0,11,0,3,9,11,0,1,6,7,12,3,6,11,0,1,1,10,4,2,0,7,12,5,15,0,8,0,7,6,4,0,7,8,6,3,4,3,5,1,0,0,0,0,6,4,2,1,3,1,4,5,4,4,12,1,7,2,5,4,8,2,2,0,4,2,2,0,2,3,10,11,2,10,1,2,1,0,1,4,5,7,16,18
23,5,0,1,26,30,9,1,0,0,67,13,5,1,2,5,4,14,7,0,9,2,1,10,1,3,6,5,3,6,4,5,0,10,2,5,0,4,10,6,33,0,5,1,8,2,7,0,12,0,8,1,2,6,6,18,1,2,5,5,5,1,19,1,4,1,1,7,14,14,0,10,3,0,1,0,2,18,16,9,10,7,1,0,16,0,24,3,3
29,7,0,1,6,19,6,1,1,0,0,3,3,1,5,1,2,12,2,0,4,2,0,4,1,7,0,0,6,6,0,1,0,1,0,4,0,29,10,0,16,0,16,0,7,0,0,0,16,3,12,0,8,12,8,20,2,3,10,6,0,2,8,0,4,5,0,4,6,5,0,4,0,0,2,1,1,5,9,6,4,6,4,16,0,4,18,1,2
0,4,4,2,4,0,0,3,14,26,3,0,3,1,5,6,12,2,7,0,32,5,38,1,2,0,2,6,2,2,0,24,8,29,1,5,24,5,35,12,2,0,5,21,0,3,2,0,3,6,1,5,0,0,0,2,0,0,11,7,2,8,0,16,4,2,2,1,0,1,6,5,3,4,17,18,13,3,0,0,1,0,5,0,4,0,6,5,16
50,1,9,3,20,16,5,11,0,2,37,9,9,2,11,3,12,18,15,3,7,1,1,8,2,2,0,4,4,22,5,11,1,0,1,3,0,24,28,6,24,10,64,9,26,9,14,0,9,4,9,0,12,14,7,27,2,8,5,9,6,2,5,0,3,0,2,12,11,11,1,21,12,1,1,1,6,13,17,7,3,34,7,24,18,6,0,14,17
1,0,9,5,33,3,5,0,3,0,3,1,3,2,7,10,4,5,6,0,20,7,0,2,19,0,22,13,12,20,0,12,1,4,9,4,0,18,19,8,16,8,18,1,0,0,4,0,0,5,2,0,2,1,4,5,3,4,5,10,0,5,4,3,4,6,3,1,3,4,0,3,0,34,4,0,19,1,3,1,9,0,16,3,1,5,14,0,2
1,6,2,22,7,4,6,4,3,13,8,5,9,2,9,6,11,6,1,0,3,4,2,3,6,3,12,8,7,0,1,3,12,6,2,4,23,7,6,6,9,0,10,23,0,0,12,0,0,6,12,18,5,1,0,21,13,1,6,4,6,0,1,6,6,7,15,1,4,5,9,2,0,5,13,0,6,2,4,1,6,4,18,3,2,16,17,2,0
